epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.06,57000,3,2,0.1
0,RBF_I__s112__clean__none,27,adwin,RBF_I,32.0,57000,3,2,0.1
0,RBF_I__s112__instance__severe,27,adwin,RBF_I,30.9,57000,1,2,0.1
0,RBF_I__s112__splice__severe,27,adwin,RBF_I,34.24,57000,0,2,0.1
0,RBF_I__s112__concept__moderate,27,adwin,RBF_I,36.06,57000,0,2,0.1
0,RBF_I__s112__concept__severe,27,adwin,RBF_I,32.94,57000,3,2,0.1
0,RBF_I__s112__splice__moderate,27,adwin,RBF_I,31.72,57000,2,2,0.1
1,RBF_I__s112__clean__none,27,adwin,RBF_I,32.72,57000,2,2,0.1
1,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.58,57000,2,2,0.1
1,RBF_I__s112__concept__severe,27,adwin,RBF_I,31.62,57000,1,2,0.1
1,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.24,57000,2,2,0.1
1,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.740000000000002,57000,0,2,0.1
1,RBF_I__s112__concept__moderate,27,adwin,RBF_I,33.86,57000,1,2,0.1
1,RBF_I__s112__splice__moderate,27,adwin,RBF_I,32.94,57000,2,2,0.1
2,RBF_I__s112__instance__severe,27,adwin,RBF_I,29.56,57000,2,2,0.1
2,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.98,57000,20,2,0.1
2,RBF_I__s112__concept__severe,27,adwin,RBF_I,31.94,57000,18,2,0.1
2,RBF_I__s112__concept__moderate,27,adwin,RBF_I,31.18,57000,2,2,0.1
2,RBF_I__s112__clean__none,27,adwin,RBF_I,32.32,57000,1,2,0.1
2,RBF_I__s112__splice__moderate,27,adwin,RBF_I,32.92,57000,22,2,0.1
2,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.080000000000002,57000,32,2,0.1
3,RBF_I__s112__concept__moderate,27,adwin,RBF_I,35.52,57000,0,2,0.1
3,RBF_I__s112__clean__none,27,adwin,RBF_I,33.64,57000,1,2,0.1
3,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.16,57000,33,2,0.1
3,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.14,57000,1,2,0.1
3,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.900000000000002,57000,22,2,0.1
3,RBF_I__s112__splice__moderate,27,adwin,RBF_I,35.66,57000,2,2,0.1
3,RBF_I__s112__concept__severe,27,adwin,RBF_I,33.12,57000,1,2,0.1
