dataset,profile,metric,series,category,display_value,annotation
RADAR,immediate_screened,macro_f1,hellinger,1,43.85201578627845,43.9
RADAR,immediate_screened,macro_f1,hellinger,2,42.69369809415584,42.7
RADAR,immediate_screened,macro_f1,hellinger,3,47.16422175716228,47.2
RADAR,immediate_screened,macro_f1,hellinger,4,47.52297723768322,47.5
RADAR,immediate_screened,macro_f1,hellinger,5,48.558830601310945,48.6
RADAR,immediate_screened,macro_f1,hellinger,6,48.28419160834229,48.3
RADAR,immediate_screened,macro_f1,d3_oof,0,48.26700993430944,48.3
RADAR,immediate_screened,macro_f1,d3_oof,1,46.09225567706586,46.1
RADAR,immediate_screened,macro_f1,d3_oof,2,46.03381184470206,46.0
RADAR,immediate_screened,macro_f1,d3_oof,3,47.64538671263749,47.6
RADAR,immediate_screened,macro_f1,d3_oof,4,45.12276853644975,45.1
RADAR,immediate_screened,macro_f1,d3_oof,5,49.63149111096079,49.6
RADAR,immediate_screened,macro_f1,d3_oof,6,47.502591240466764,47.5
RADAR,immediate_screened,macro_recall,adwin,0,47.790360847030186,47.8
RADAR,immediate_screened,macro_recall,adwin,1,50.14307426034394,50.1
RADAR,immediate_screened,macro_recall,adwin,2,48.35949847326979,48.4
RADAR,immediate_screened,macro_recall,adwin,3,52.66966555185012,52.7
RADAR,immediate_screened,macro_recall,adwin,4,48.85870307109531,48.9
RADAR,immediate_screened,macro_recall,adwin,5,45.900468742891,45.9
RADAR,immediate_screened,macro_recall,adwin,6,45.98543676957298,46.0
RADAR,immediate_screened,macro_recall,hddm_w,0,49.80351664148622,49.8
RADAR,immediate_screened,macro_recall,hddm_w,1,47.74675638119914,47.7
RADAR,immediate_screened,macro_recall,hddm_w,2,48.497782407340864,48.5
RADAR,immediate_screened,macro_recall,hddm_w,3,52.77773313575101,52.8
RADAR,immediate_screened,macro_recall,hddm_w,4,48.85946689423869,48.9
RADAR,immediate_screened,macro_recall,hddm_w,5,45.79559285334714,45.8
RADAR,immediate_screened,macro_recall,hddm_w,6,44.61301801538972,44.6
RADAR,immediate_screened,macro_recall,hellinger,0,44.32161790172371,44.3
RADAR,immediate_screened,macro_recall,hellinger,1,42.20095493652375,42.2
RADAR,immediate_screened,macro_recall,hellinger,2,40.24581912376421,40.2
RADAR,immediate_screened,macro_recall,hellinger,3,47.074969670459446,47.1
RADAR,immediate_screened,macro_recall,hellinger,4,48.25546199337251,48.3
RADAR,immediate_screened,macro_recall,hellinger,5,46.95718939145253,47.0
RADAR,immediate_screened,macro_recall,hellinger,6,46.5744049147494,46.6
RADAR,immediate_screened,macro_recall,d3_oof,0,47.544877683327954,47.5
RADAR,immediate_screened,macro_recall,d3_oof,1,44.381155345756376,44.4
RADAR,immediate_screened,macro_recall,d3_oof,2,43.6682026734924,43.7
RADAR,immediate_screened,macro_recall,d3_oof,3,47.793026265193376,47.8
RADAR,immediate_screened,macro_recall,d3_oof,4,45.72844054295547,45.7
RADAR,immediate_screened,macro_recall,d3_oof,5,48.926256386301645,48.9
RADAR,immediate_screened,macro_recall,d3_oof,6,45.48702464201496,45.5
RADAR,immediate_screened,roc_auc,adwin,0,0.7543229550650818,.754
RADAR,immediate_screened,roc_auc,adwin,1,0.8087591152508745,.809
RADAR,immediate_screened,roc_auc,adwin,2,0.7979212592269835,.798
RADAR,immediate_screened,roc_auc,adwin,3,0.828940070872906,.829
RADAR,immediate_screened,roc_auc,adwin,4,0.8373494687212549,.837
RADAR,immediate_screened,roc_auc,adwin,5,0.7443755465533407,.744
RADAR,immediate_screened,roc_auc,adwin,6,0.7453945586921972,.745
RADAR,immediate_screened,roc_auc,hddm_w,0,0.8168349568036156,.817
RADAR,immediate_screened,roc_auc,hddm_w,1,0.8194427527051498,.819
RADAR,immediate_screened,roc_auc,hddm_w,2,0.7910923341258812,.791
RADAR,immediate_screened,roc_auc,hddm_w,3,0.8567925184291433,.857
RADAR,immediate_screened,roc_auc,hddm_w,4,0.8562798866283637,.856
RADAR,immediate_screened,roc_auc,hddm_w,5,0.7711443312194733,.771
RADAR,immediate_screened,roc_auc,hddm_w,6,0.7612978696669336,.761
RADAR,immediate_screened,roc_auc,hellinger,0,0.870340670378755,.870
RADAR,immediate_screened,roc_auc,hellinger,1,0.8443758596493618,.844
RADAR,immediate_screened,roc_auc,hellinger,2,0.8091066684963705,.809
RADAR,immediate_screened,roc_auc,hellinger,3,0.8716432125368675,.872
RADAR,immediate_screened,roc_auc,hellinger,4,0.8845161130431526,.885
RADAR,immediate_screened,roc_auc,hellinger,5,0.8343336338875297,.834
RADAR,immediate_screened,roc_auc,hellinger,6,0.8418292404856952,.842
RADAR,immediate_screened,roc_auc,d3_oof,0,0.8952924708455395,.895
RADAR,immediate_screened,roc_auc,d3_oof,1,0.8341454825684448,.834
RADAR,immediate_screened,roc_auc,d3_oof,2,0.7924926012766419,.792
RADAR,immediate_screened,roc_auc,d3_oof,3,0.8794627301160266,.879
RADAR,immediate_screened,roc_auc,d3_oof,4,0.8881481129703538,.888
RADAR,immediate_screened,roc_auc,d3_oof,5,0.8631169990207951,.863
RADAR,immediate_screened,roc_auc,d3_oof,6,0.8630690117512191,.863
RADAR,confirmed_screened,accuracy,adwin,0,66.41424481459775,66.4
RADAR,confirmed_screened,accuracy,adwin,1,63.401803737028175,63.4
RADAR,confirmed_screened,accuracy,adwin,2,60.729200876153136,60.7
RADAR,confirmed_screened,accuracy,adwin,3,65.84680825400514,65.8
RADAR,confirmed_screened,accuracy,adwin,4,64.22432538691353,64.2
RADAR,confirmed_screened,accuracy,adwin,5,64.44198520905631,64.4
RADAR,confirmed_screened,accuracy,adwin,6,61.65198926444092,61.7
RADAR,confirmed_screened,accuracy,hddm_w,0,65.61268388542865,65.6
RADAR,confirmed_screened,accuracy,hddm_w,1,63.40523265348432,63.4
RADAR,confirmed_screened,accuracy,hddm_w,2,61.849994627726964,61.8
RADAR,confirmed_screened,accuracy,hddm_w,3,66.82846085798158,66.8
RADAR,confirmed_screened,accuracy,hddm_w,4,64.59731472353234,64.6
RADAR,confirmed_screened,accuracy,hddm_w,5,63.24637058806424,63.2
RADAR,confirmed_screened,accuracy,hddm_w,6,62.08980970260502,62.1
RADAR,confirmed_screened,accuracy,hellinger,0,63.97365198950532,64.0
RADAR,confirmed_screened,accuracy,hellinger,1,63.07419057528229,63.1
RADAR,confirmed_screened,accuracy,hellinger,2,61.91493557590368,61.9
RADAR,confirmed_screened,accuracy,hellinger,3,65.8199151355852,65.8
RADAR,confirmed_screened,accuracy,hellinger,4,64.0818085479664,64.1
RADAR,confirmed_screened,accuracy,hellinger,5,64.11444126472283,64.1
RADAR,confirmed_screened,accuracy,hellinger,6,62.85803224121443,62.9
RADAR,confirmed_screened,accuracy,d3_oof,0,66.57884660441805,66.6
RADAR,confirmed_screened,accuracy,d3_oof,1,63.364283221935516,63.4
RADAR,confirmed_screened,accuracy,d3_oof,2,59.258426920250976,59.3
RADAR,confirmed_screened,accuracy,d3_oof,3,64.82703492765542,64.8
RADAR,confirmed_screened,accuracy,d3_oof,4,63.485389074022066,63.5
RADAR,confirmed_screened,accuracy,d3_oof,5,66.43959843251682,66.4
RADAR,confirmed_screened,accuracy,d3_oof,6,65.33068082762964,65.3
RADAR,confirmed_screened,macro_f1,adwin,0,53.77433255988713,53.8
RADAR,confirmed_screened,macro_f1,adwin,1,48.1328365590389,48.1
RADAR,confirmed_screened,macro_f1,adwin,2,45.211595130048835,45.2
RADAR,confirmed_screened,macro_f1,adwin,3,51.08779357096916,51.1
RADAR,confirmed_screened,macro_f1,adwin,4,48.92433057264911,48.9
RADAR,confirmed_screened,macro_f1,adwin,5,51.16848032816823,51.2
RADAR,confirmed_screened,macro_f1,adwin,6,47.19025768094608,47.2
RADAR,confirmed_screened,macro_f1,hddm_w,0,49.99074053449397,50.0
RADAR,confirmed_screened,macro_f1,hddm_w,1,47.547393646168466,47.5
RADAR,confirmed_screened,macro_f1,hddm_w,2,45.83648406906047,45.8
RADAR,confirmed_screened,macro_f1,hddm_w,3,52.332149228291144,52.3
RADAR,confirmed_screened,macro_f1,hddm_w,4,49.22035467388592,49.2
RADAR,confirmed_screened,macro_f1,hddm_w,5,50.00724534935506,50.0
RADAR,confirmed_screened,macro_f1,hddm_w,6,46.97300618001255,47.0
RADAR,confirmed_screened,macro_f1,hellinger,0,46.91216105393079,46.9
RADAR,confirmed_screened,macro_f1,hellinger,1,44.54028623157213,44.5
RADAR,confirmed_screened,macro_f1,hellinger,2,44.08728165377791,44.1
RADAR,confirmed_screened,macro_f1,hellinger,3,48.82874632979062,48.8
RADAR,confirmed_screened,macro_f1,hellinger,4,47.63400595355209,47.6
RADAR,confirmed_screened,macro_f1,hellinger,5,46.59734398405699,46.6
RADAR,confirmed_screened,macro_f1,hellinger,6,45.85597412129622,45.9
RADAR,confirmed_screened,macro_f1,d3_oof,0,50.926029266389726,50.9
RADAR,confirmed_screened,macro_f1,d3_oof,1,44.59343694699253,44.6
RADAR,confirmed_screened,macro_f1,d3_oof,2,38.79420648639295,38.8
RADAR,confirmed_screened,macro_f1,d3_oof,3,47.49936947211622,47.5
RADAR,confirmed_screened,macro_f1,d3_oof,4,45.29453854115806,45.3
RADAR,confirmed_screened,macro_f1,d3_oof,5,49.39030871654642,49.4
RADAR,confirmed_screened,macro_f1,d3_oof,6,45.003032733192576,45.0
RADAR,confirmed_screened,macro_recall,adwin,0,52.557750716786785,52.6
RADAR,confirmed_screened,macro_recall,adwin,1,46.154006410336514,46.2
RADAR,confirmed_screened,macro_recall,adwin,2,42.54258106126025,42.5
RADAR,confirmed_screened,macro_recall,adwin,3,51.224741261276286,51.2
RADAR,confirmed_screened,macro_recall,adwin,4,49.311541190965904,49.3
RADAR,confirmed_screened,macro_recall,adwin,5,50.035918695655454,50.0
RADAR,confirmed_screened,macro_recall,adwin,6,45.998221810930026,46.0
RADAR,confirmed_screened,macro_recall,hddm_w,0,49.0419058230403,49.0
RADAR,confirmed_screened,macro_recall,hddm_w,1,45.470873896950295,45.5
RADAR,confirmed_screened,macro_recall,hddm_w,2,43.372726175157474,43.4
RADAR,confirmed_screened,macro_recall,hddm_w,3,52.21227050535312,52.2
RADAR,confirmed_screened,macro_recall,hddm_w,4,49.68916611025231,49.7
RADAR,confirmed_screened,macro_recall,hddm_w,5,49.4343796689081,49.4
RADAR,confirmed_screened,macro_recall,hddm_w,6,46.32729774830377,46.3
RADAR,confirmed_screened,macro_recall,hellinger,0,45.77691177855374,45.8
RADAR,confirmed_screened,macro_recall,hellinger,1,43.47066685916645,43.5
RADAR,confirmed_screened,macro_recall,hellinger,2,42.456930031274695,42.5
RADAR,confirmed_screened,macro_recall,hellinger,3,49.06197085894074,49.1
RADAR,confirmed_screened,macro_recall,hellinger,4,48.049275097501706,48.0
RADAR,confirmed_screened,macro_recall,hellinger,5,45.5625377868754,45.6
RADAR,confirmed_screened,macro_recall,hellinger,6,44.11626735695444,44.1
RADAR,confirmed_screened,macro_recall,d3_oof,0,51.28384342415444,51.3
RADAR,confirmed_screened,macro_recall,d3_oof,1,43.98871371974203,44.0
RADAR,confirmed_screened,macro_recall,d3_oof,2,37.551034315972,37.6
RADAR,confirmed_screened,macro_recall,d3_oof,3,48.47337695181243,48.5
RADAR,confirmed_screened,macro_recall,d3_oof,4,45.4867006253383,45.5
RADAR,confirmed_screened,macro_recall,d3_oof,5,49.15079103386384,49.2
RADAR,confirmed_screened,macro_recall,d3_oof,6,43.36330313520886,43.4
RADAR,confirmed_screened,roc_auc,adwin,0,0.8650663673149249,.865
RADAR,confirmed_screened,roc_auc,adwin,1,0.809075994600103,.809
RADAR,confirmed_screened,roc_auc,adwin,2,0.7740261011672308,.774
RADAR,confirmed_screened,roc_auc,adwin,3,0.9015072600107352,.902
RADAR,confirmed_screened,roc_auc,adwin,4,0.8807695183840788,.881
RADAR,confirmed_screened,roc_auc,adwin,5,0.854552088173608,.855
RADAR,confirmed_screened,roc_auc,adwin,6,0.8218624803026606,.822
RADAR,confirmed_screened,roc_auc,hddm_w,0,0.8710470529398789,.871
RADAR,confirmed_screened,roc_auc,hddm_w,1,0.8011882682195325,.801
RADAR,confirmed_screened,roc_auc,hddm_w,2,0.7662403406151213,.766
RADAR,confirmed_screened,roc_auc,hddm_w,3,0.9019355564408624,.902
RADAR,confirmed_screened,roc_auc,hddm_w,4,0.8894135879085505,.889
RADAR,confirmed_screened,roc_auc,hddm_w,5,0.8392200414649018,.839
RADAR,confirmed_screened,roc_auc,hddm_w,6,0.8384979214433758,.838
RADAR,confirmed_screened,roc_auc,hellinger,0,0.8834575250197,.883
RADAR,confirmed_screened,roc_auc,hellinger,1,0.8298297256509023,.830
RADAR,confirmed_screened,roc_auc,hellinger,2,0.7791301223890299,.779
RADAR,confirmed_screened,roc_auc,hellinger,3,0.8915448879637317,.892
RADAR,confirmed_screened,roc_auc,hellinger,4,0.8878160570765834,.888
RADAR,confirmed_screened,roc_auc,hellinger,5,0.8694685764072351,.869
RADAR,confirmed_screened,roc_auc,hellinger,6,0.8550558329143815,.855
RADAR,confirmed_screened,roc_auc,d3_oof,0,0.8918304001463544,.892
RADAR,confirmed_screened,roc_auc,d3_oof,1,0.8327843906313085,.833
RADAR,confirmed_screened,roc_auc,d3_oof,2,0.7798470262462343,.780
RADAR,confirmed_screened,roc_auc,d3_oof,3,0.8992669041354159,.899
RADAR,confirmed_screened,roc_auc,d3_oof,4,0.8880831985093214,.888
RADAR,confirmed_screened,roc_auc,d3_oof,5,0.8896214868208876,.890
RADAR,confirmed_screened,roc_auc,d3_oof,6,0.8845040010744714,.885
