dataset,profile,metric,series,category,display_value,annotation
RBF,confirmed_screened,accuracy,hellinger,2,60.02258154877841,60.0
RBF,confirmed_screened,accuracy,hellinger,3,63.19181763770572,63.2
RBF,confirmed_screened,accuracy,hellinger,4,64.40338979930537,64.4
RBF,confirmed_screened,accuracy,hellinger,5,65.12719561153806,65.1
RBF,confirmed_screened,accuracy,hellinger,6,64.99578027250931,65.0
RBF,confirmed_screened,accuracy,d3_oof,0,65.8164878199938,65.8
RBF,confirmed_screened,accuracy,d3_oof,1,64.07790570971528,64.1
RBF,confirmed_screened,accuracy,d3_oof,2,61.886724328514354,61.9
RBF,confirmed_screened,accuracy,d3_oof,3,63.706019630655476,63.7
RBF,confirmed_screened,accuracy,d3_oof,4,66.06857197010673,66.1
RBF,confirmed_screened,accuracy,d3_oof,5,65.0737443150342,65.1
RBF,confirmed_screened,accuracy,d3_oof,6,65.38595273645402,65.4
RBF,confirmed_screened,macro_f1,adwin,0,68.0091387606357,68.0
RBF,confirmed_screened,macro_f1,adwin,1,64.59895695773913,64.6
RBF,confirmed_screened,macro_f1,adwin,2,60.46000545620331,60.5
RBF,confirmed_screened,macro_f1,adwin,3,63.937576146959366,63.9
RBF,confirmed_screened,macro_f1,adwin,4,62.67015126781822,62.7
RBF,confirmed_screened,macro_f1,adwin,5,64.4682992370163,64.5
RBF,confirmed_screened,macro_f1,adwin,6,63.699898656513255,63.7
RBF,confirmed_screened,macro_f1,hddm_w,0,65.85674381360184,65.9
RBF,confirmed_screened,macro_f1,hddm_w,1,61.78758353888747,61.8
RBF,confirmed_screened,macro_f1,hddm_w,2,58.10364321417559,58.1
RBF,confirmed_screened,macro_f1,hddm_w,3,59.83886536185721,59.8
RBF,confirmed_screened,macro_f1,hddm_w,4,60.37599507598686,60.4
RBF,confirmed_screened,macro_f1,hddm_w,5,63.519283898977584,63.5
RBF,confirmed_screened,macro_f1,hddm_w,6,60.560616401478505,60.6
RBF,confirmed_screened,macro_f1,hellinger,0,66.30266231963677,66.3
RBF,confirmed_screened,macro_f1,hellinger,1,63.9549981424686,64.0
RBF,confirmed_screened,macro_f1,hellinger,2,59.65746527102368,59.7
RBF,confirmed_screened,macro_f1,hellinger,3,62.99023259372116,63.0
RBF,confirmed_screened,macro_f1,hellinger,4,64.21989013462198,64.2
RBF,confirmed_screened,macro_f1,hellinger,5,64.91565869711773,64.9
RBF,confirmed_screened,macro_f1,hellinger,6,64.83935896005384,64.8
RBF,confirmed_screened,macro_f1,d3_oof,0,65.5483496097035,65.5
RBF,confirmed_screened,macro_f1,d3_oof,1,63.984921790220014,64.0
RBF,confirmed_screened,macro_f1,d3_oof,2,61.71827903119116,61.7
RBF,confirmed_screened,macro_f1,d3_oof,3,63.61020594214432,63.6
RBF,confirmed_screened,macro_f1,d3_oof,4,65.93566917515025,65.9
RBF,confirmed_screened,macro_f1,d3_oof,5,64.98875626627495,65.0
RBF,confirmed_screened,macro_f1,d3_oof,6,65.2606442389879,65.3
RBF,confirmed_screened,macro_recall,adwin,0,67.96893979119004,68.0
RBF,confirmed_screened,macro_recall,adwin,1,64.60275854280853,64.6
RBF,confirmed_screened,macro_recall,adwin,2,60.424587394768835,60.4
RBF,confirmed_screened,macro_recall,adwin,3,64.01217799550008,64.0
RBF,confirmed_screened,macro_recall,adwin,4,62.782014316405025,62.8
RBF,confirmed_screened,macro_recall,adwin,5,64.44130592394788,64.4
RBF,confirmed_screened,macro_recall,adwin,6,63.58087531437757,63.6
RBF,confirmed_screened,macro_recall,hddm_w,0,65.78417476969928,65.8
RBF,confirmed_screened,macro_recall,hddm_w,1,61.68404262526453,61.7
RBF,confirmed_screened,macro_recall,hddm_w,2,58.12235718608557,58.1
RBF,confirmed_screened,macro_recall,hddm_w,3,59.883655204798316,59.9
RBF,confirmed_screened,macro_recall,hddm_w,4,60.28728930763441,60.3
RBF,confirmed_screened,macro_recall,hddm_w,5,63.59013221672388,63.6
RBF,confirmed_screened,macro_recall,hddm_w,6,60.35297608280445,60.4
RBF,confirmed_screened,macro_recall,hellinger,0,66.25016785025619,66.3
RBF,confirmed_screened,macro_recall,hellinger,1,64.02756846269688,64.0
RBF,confirmed_screened,macro_recall,hellinger,2,59.46138807623819,59.5
RBF,confirmed_screened,macro_recall,hellinger,3,62.9542927984036,63.0
RBF,confirmed_screened,macro_recall,hellinger,4,64.2510471039527,64.3
RBF,confirmed_screened,macro_recall,hellinger,5,64.99967935449304,65.0
RBF,confirmed_screened,macro_recall,hellinger,6,64.65768194196446,64.7
RBF,confirmed_screened,macro_recall,d3_oof,0,65.41783999459626,65.4
RBF,confirmed_screened,macro_recall,d3_oof,1,64.04488276146807,64.0
RBF,confirmed_screened,macro_recall,d3_oof,2,61.71553031157784,61.7
RBF,confirmed_screened,macro_recall,d3_oof,3,63.68983621363594,63.7
RBF,confirmed_screened,macro_recall,d3_oof,4,65.94886156092953,65.9
RBF,confirmed_screened,macro_recall,d3_oof,5,64.96461615612512,65.0
RBF,confirmed_screened,macro_recall,d3_oof,6,65.21062771163025,65.2
RBF,confirmed_screened,roc_auc,adwin,0,0.8648905511095538,.865
RBF,confirmed_screened,roc_auc,adwin,1,0.8454426738068309,.845
RBF,confirmed_screened,roc_auc,adwin,2,0.8152248683175202,.815
RBF,confirmed_screened,roc_auc,adwin,3,0.8475312285575615,.848
RBF,confirmed_screened,roc_auc,adwin,4,0.8371975221530207,.837
RBF,confirmed_screened,roc_auc,adwin,5,0.8489306817442578,.849
RBF,confirmed_screened,roc_auc,adwin,6,0.8439044170542834,.844
RBF,confirmed_screened,roc_auc,hddm_w,0,0.8543938969043946,.854
RBF,confirmed_screened,roc_auc,hddm_w,1,0.8280403726664507,.828
RBF,confirmed_screened,roc_auc,hddm_w,2,0.8072098706753984,.807
RBF,confirmed_screened,roc_auc,hddm_w,3,0.8190498751491265,.819
RBF,confirmed_screened,roc_auc,hddm_w,4,0.8222988613940253,.822
RBF,confirmed_screened,roc_auc,hddm_w,5,0.8414242252735017,.841
RBF,confirmed_screened,roc_auc,hddm_w,6,0.823272455886796,.823
RBF,confirmed_screened,roc_auc,hellinger,0,0.8544293160011242,.854
RBF,confirmed_screened,roc_auc,hellinger,1,0.8416191001206051,.842
RBF,confirmed_screened,roc_auc,hellinger,2,0.8121432919922295,.812
RBF,confirmed_screened,roc_auc,hellinger,3,0.8388910262758694,.839
RBF,confirmed_screened,roc_auc,hellinger,4,0.8448986874252821,.845
RBF,confirmed_screened,roc_auc,hellinger,5,0.8516162375257701,.852
RBF,confirmed_screened,roc_auc,hellinger,6,0.8496736502386003,.850
RBF,confirmed_screened,roc_auc,d3_oof,0,0.8533035218124473,.853
RBF,confirmed_screened,roc_auc,d3_oof,1,0.8424010525542268,.842
RBF,confirmed_screened,roc_auc,d3_oof,2,0.8262456031916926,.826
RBF,confirmed_screened,roc_auc,d3_oof,3,0.8426054604212622,.843
RBF,confirmed_screened,roc_auc,d3_oof,4,0.8537409465145513,.854
RBF,confirmed_screened,roc_auc,d3_oof,5,0.8495530347177853,.850
RBF,confirmed_screened,roc_auc,d3_oof,6,0.8551423874664993,.855
RADAR,immediate_unscreened,accuracy,adwin,0,70.18382764994246,70.2
RADAR,immediate_unscreened,accuracy,adwin,1,74.18216789581983,74.2
RADAR,immediate_unscreened,accuracy,adwin,2,71.67084495919673,71.7
RADAR,immediate_unscreened,accuracy,adwin,3,70.50847547787842,70.5
RADAR,immediate_unscreened,accuracy,adwin,4,69.13585177117348,69.1
RADAR,immediate_unscreened,accuracy,adwin,5,67.02492856879857,67.0
RADAR,immediate_unscreened,accuracy,adwin,6,64.69083270106209,64.7
RADAR,immediate_unscreened,accuracy,hddm_w,0,69.96616220778073,70.0
RADAR,immediate_unscreened,accuracy,hddm_w,1,73.80517967775052,73.8
RADAR,immediate_unscreened,accuracy,hddm_w,2,71.34487366111077,71.3
RADAR,immediate_unscreened,accuracy,hddm_w,3,70.18318273005806,70.2
RADAR,immediate_unscreened,accuracy,hddm_w,4,68.90522968185809,68.9
RADAR,immediate_unscreened,accuracy,hddm_w,5,66.92974234284358,66.9
RADAR,immediate_unscreened,accuracy,hddm_w,6,64.91688240289282,64.9
RADAR,immediate_unscreened,accuracy,hellinger,0,68.98660214784407,69.0
RADAR,immediate_unscreened,accuracy,hellinger,1,65.88486806252186,65.9
RADAR,immediate_unscreened,accuracy,hellinger,2,64.93747339958192,64.9
RADAR,immediate_unscreened,accuracy,hellinger,3,69.0264909997459,69.0
RADAR,immediate_unscreened,accuracy,hellinger,4,67.69772177795504,67.7
RADAR,immediate_unscreened,accuracy,hellinger,5,65.1542571932464,65.2
RADAR,immediate_unscreened,accuracy,hellinger,6,64.6727011996407,64.7
RADAR,immediate_unscreened,accuracy,d3_oof,0,69.95699310172196,70.0
RADAR,immediate_unscreened,accuracy,d3_oof,1,64.56189460469797,64.6
RADAR,immediate_unscreened,accuracy,d3_oof,2,63.69841342724749,63.7
RADAR,immediate_unscreened,accuracy,d3_oof,3,67.68795124964181,67.7
RADAR,immediate_unscreened,accuracy,d3_oof,4,64.69798969692006,64.7
RADAR,immediate_unscreened,accuracy,d3_oof,5,64.48846612286479,64.5
RADAR,immediate_unscreened,accuracy,d3_oof,6,63.9675874136958,64.0
RADAR,immediate_unscreened,macro_f1,adwin,0,66.8814397802557,66.9
RADAR,immediate_unscreened,macro_f1,adwin,1,69.09903866476297,69.1
RADAR,immediate_unscreened,macro_f1,adwin,2,65.98640411406677,66.0
RADAR,immediate_unscreened,macro_f1,adwin,3,65.25508369950535,65.3
RADAR,immediate_unscreened,macro_f1,adwin,4,62.89994780224046,62.9
RADAR,immediate_unscreened,macro_f1,adwin,5,63.39056690431325,63.4
RADAR,immediate_unscreened,macro_f1,adwin,6,60.84316607915606,60.8
RADAR,immediate_unscreened,macro_f1,hddm_w,0,66.66565632131959,66.7
RADAR,immediate_unscreened,macro_f1,hddm_w,1,68.76644881983425,68.8
RADAR,immediate_unscreened,macro_f1,hddm_w,2,65.83081544961206,65.8
RADAR,immediate_unscreened,macro_f1,hddm_w,3,64.62598858399802,64.6
RADAR,immediate_unscreened,macro_f1,hddm_w,4,62.38792147136335,62.4
RADAR,immediate_unscreened,macro_f1,hddm_w,5,63.45811595634393,63.5
RADAR,immediate_unscreened,macro_f1,hddm_w,6,60.917644999510046,60.9
RADAR,immediate_unscreened,macro_f1,hellinger,0,59.850753422799976,59.9
RADAR,immediate_unscreened,macro_f1,hellinger,1,53.17821881029544,53.2
RADAR,immediate_unscreened,macro_f1,hellinger,2,52.23230808692239,52.2
RADAR,immediate_unscreened,macro_f1,hellinger,3,55.975716378954864,56.0
RADAR,immediate_unscreened,macro_f1,hellinger,4,52.96983290052996,53.0
RADAR,immediate_unscreened,macro_f1,hellinger,5,54.53857334077002,54.5
RADAR,immediate_unscreened,macro_f1,hellinger,6,53.831611662498624,53.8
RADAR,immediate_unscreened,macro_f1,d3_oof,0,58.79258050901287,58.8
RADAR,immediate_unscreened,macro_f1,d3_oof,1,51.496807404187614,51.5
RADAR,immediate_unscreened,macro_f1,d3_oof,2,49.3872639640345,49.4
RADAR,immediate_unscreened,macro_f1,d3_oof,3,52.82032327956882,52.8
RADAR,immediate_unscreened,macro_f1,d3_oof,4,47.89164834971968,47.9
RADAR,immediate_unscreened,macro_f1,d3_oof,5,50.239573723627984,50.2
RADAR,immediate_unscreened,macro_f1,d3_oof,6,50.86612440375431,50.9
RADAR,immediate_unscreened,macro_recall,adwin,0,68.77867336825221,68.8
RADAR,immediate_unscreened,macro_recall,adwin,1,68.69314528226859,68.7
RADAR,immediate_unscreened,macro_recall,adwin,2,64.77605530779164,64.8
RADAR,immediate_unscreened,macro_recall,adwin,3,68.33538179330773,68.3
RADAR,immediate_unscreened,macro_recall,adwin,4,66.1892317413341,66.2
RADAR,immediate_unscreened,macro_recall,adwin,5,64.76221328881718,64.8
RADAR,immediate_unscreened,macro_recall,adwin,6,62.302803663140395,62.3
RADAR,immediate_unscreened,macro_recall,hddm_w,0,68.75480702774372,68.8
RADAR,immediate_unscreened,macro_recall,hddm_w,1,68.04537064179867,68.0
RADAR,immediate_unscreened,macro_recall,hddm_w,2,64.22539448235155,64.2
RADAR,immediate_unscreened,macro_recall,hddm_w,3,67.44116892021225,67.4
RADAR,immediate_unscreened,macro_recall,hddm_w,4,65.86300890383583,65.9
RADAR,immediate_unscreened,macro_recall,hddm_w,5,64.99412383160622,65.0
RADAR,immediate_unscreened,macro_recall,hddm_w,6,62.364739201186424,62.4
RADAR,immediate_unscreened,macro_recall,hellinger,0,60.34744791567624,60.3
RADAR,immediate_unscreened,macro_recall,hellinger,1,52.488765079975195,52.5
RADAR,immediate_unscreened,macro_recall,hellinger,2,49.88572258519514,49.9
RADAR,immediate_unscreened,macro_recall,hellinger,3,56.52155310176713,56.5
RADAR,immediate_unscreened,macro_recall,hellinger,4,53.608837054777844,53.6
RADAR,immediate_unscreened,macro_recall,hellinger,5,54.00031784644228,54.0
RADAR,immediate_unscreened,macro_recall,hellinger,6,51.48137784261362,51.5
RADAR,immediate_unscreened,macro_recall,d3_oof,0,59.39691012216627,59.4
RADAR,immediate_unscreened,macro_recall,d3_oof,1,49.75207968872676,49.8
RADAR,immediate_unscreened,macro_recall,d3_oof,2,46.70029363296775,46.7
RADAR,immediate_unscreened,macro_recall,d3_oof,3,53.34219185795036,53.3
RADAR,immediate_unscreened,macro_recall,d3_oof,4,48.88608623165557,48.9
RADAR,immediate_unscreened,macro_recall,d3_oof,5,49.51320076058956,49.5
RADAR,immediate_unscreened,macro_recall,d3_oof,6,50.20986066627745,50.2
RADAR,immediate_unscreened,roc_auc,adwin,0,0.803791177214701,.804
RADAR,immediate_unscreened,roc_auc,adwin,1,0.8465615780692142,.847
RADAR,immediate_unscreened,roc_auc,adwin,2,0.827305644916089,.827
RADAR,immediate_unscreened,roc_auc,adwin,3,0.837981045030013,.838
RADAR,immediate_unscreened,roc_auc,adwin,4,0.8451906561627235,.845
RADAR,immediate_unscreened,roc_auc,adwin,5,0.7700876073398112,.770
RADAR,immediate_unscreened,roc_auc,adwin,6,0.7566754324672397,.757
RADAR,immediate_unscreened,roc_auc,hddm_w,0,0.8069469006353414,.807
RADAR,immediate_unscreened,roc_auc,hddm_w,1,0.8471703017581036,.847
RADAR,immediate_unscreened,roc_auc,hddm_w,2,0.8231767807169176,.823
RADAR,immediate_unscreened,roc_auc,hddm_w,3,0.8420191590976164,.842
RADAR,immediate_unscreened,roc_auc,hddm_w,4,0.8476701694962397,.848
RADAR,immediate_unscreened,roc_auc,hddm_w,5,0.7724393935369074,.772
RADAR,immediate_unscreened,roc_auc,hddm_w,6,0.7587513454753175,.759
RADAR,immediate_unscreened,roc_auc,hellinger,0,0.8484257729214905,.848
RADAR,immediate_unscreened,roc_auc,hellinger,1,0.7902438009454542,.790
RADAR,immediate_unscreened,roc_auc,hellinger,2,0.778100926901197,.778
RADAR,immediate_unscreened,roc_auc,hellinger,3,0.8996376333349582,.900
RADAR,immediate_unscreened,roc_auc,hellinger,4,0.8983971567468035,.898
RADAR,immediate_unscreened,roc_auc,hellinger,5,0.823830627754958,.824
RADAR,immediate_unscreened,roc_auc,hellinger,6,0.8160468227279037,.816
RADAR,immediate_unscreened,roc_auc,d3_oof,0,0.8924254483128191,.892
RADAR,immediate_unscreened,roc_auc,d3_oof,1,0.8061389795422707,.806
RADAR,immediate_unscreened,roc_auc,d3_oof,2,0.7761074728334386,.776
RADAR,immediate_unscreened,roc_auc,d3_oof,3,0.9088499966477662,.909
RADAR,immediate_unscreened,roc_auc,d3_oof,4,0.8924017898726824,.892
RADAR,immediate_unscreened,roc_auc,d3_oof,5,0.8598669110253052,.860
RADAR,immediate_unscreened,roc_auc,d3_oof,6,0.8460133310126389,.846
RADAR,confirmed_unscreened,accuracy,adwin,0,70.63924767784448,70.6
RADAR,confirmed_unscreened,accuracy,adwin,1,66.57365689232377,66.6
RADAR,confirmed_unscreened,accuracy,adwin,2,65.6310659112938,65.6
RADAR,confirmed_unscreened,accuracy,adwin,3,69.06130298574374,69.1
RADAR,confirmed_unscreened,accuracy,adwin,4,64.96574694895851,65.0
RADAR,confirmed_unscreened,accuracy,adwin,5,64.84070949269743,64.8
RADAR,confirmed_unscreened,accuracy,adwin,6,64.60720168068963,64.6
RADAR,confirmed_unscreened,accuracy,hddm_w,0,69.92680879385763,69.9
RADAR,confirmed_unscreened,accuracy,hddm_w,1,65.62673558769133,65.6
RADAR,confirmed_unscreened,accuracy,hddm_w,2,64.74107729539784,64.7
RADAR,confirmed_unscreened,accuracy,hddm_w,3,69.3342016642691,69.3
RADAR,confirmed_unscreened,accuracy,hddm_w,4,65.55416592080698,65.6
RADAR,confirmed_unscreened,accuracy,hddm_w,5,64.46175749724277,64.5
RADAR,confirmed_unscreened,accuracy,hddm_w,6,63.807921372507224,63.8
RADAR,confirmed_unscreened,accuracy,hellinger,0,67.46664879632593,67.5
RADAR,confirmed_unscreened,accuracy,hellinger,1,63.97595027500773,64.0
RADAR,confirmed_unscreened,accuracy,hellinger,2,62.87577691646895,62.9
RADAR,confirmed_unscreened,accuracy,hellinger,3,66.66801404268085,66.7
RADAR,confirmed_unscreened,accuracy,hellinger,4,64.4658738589069,64.5
RADAR,confirmed_unscreened,accuracy,hellinger,5,66.02739837611264,66.0
RADAR,confirmed_unscreened,accuracy,hellinger,6,63.41891815802755,63.4
RADAR,confirmed_unscreened,accuracy,d3_oof,0,69.8710552845499,69.9
RADAR,confirmed_unscreened,accuracy,d3_oof,1,63.28352409774571,63.3
RADAR,confirmed_unscreened,accuracy,d3_oof,2,60.125853860140275,60.1
RADAR,confirmed_unscreened,accuracy,d3_oof,3,65.47727068676923,65.5
RADAR,confirmed_unscreened,accuracy,d3_oof,4,65.07232791469197,65.1
RADAR,confirmed_unscreened,accuracy,d3_oof,5,67.6198721604409,67.6
RADAR,confirmed_unscreened,accuracy,d3_oof,6,65.9558215845835,66.0
RADAR,confirmed_unscreened,macro_f1,adwin,0,59.799498114963235,59.8
RADAR,confirmed_unscreened,macro_f1,adwin,1,54.057786033707615,54.1
RADAR,confirmed_unscreened,macro_f1,adwin,2,53.38877049392647,53.4
RADAR,confirmed_unscreened,macro_f1,adwin,3,56.494130615278316,56.5
RADAR,confirmed_unscreened,macro_f1,adwin,4,50.304870048073916,50.3
RADAR,confirmed_unscreened,macro_f1,adwin,5,53.944759741722,53.9
RADAR,confirmed_unscreened,macro_f1,adwin,6,52.028800559579224,52.0
RADAR,confirmed_unscreened,macro_f1,hddm_w,0,57.77191206951855,57.8
RADAR,confirmed_unscreened,macro_f1,hddm_w,1,53.160529809910116,53.2
RADAR,confirmed_unscreened,macro_f1,hddm_w,2,52.20702286279207,52.2
RADAR,confirmed_unscreened,macro_f1,hddm_w,3,56.41125599848219,56.4
RADAR,confirmed_unscreened,macro_f1,hddm_w,4,51.365121668331604,51.4
RADAR,confirmed_unscreened,macro_f1,hddm_w,5,53.832968897485735,53.8
RADAR,confirmed_unscreened,macro_f1,hddm_w,6,51.50699546482343,51.5
RADAR,confirmed_unscreened,macro_f1,hellinger,0,54.66618643938168,54.7
RADAR,confirmed_unscreened,macro_f1,hellinger,1,48.252594090350634,48.3
RADAR,confirmed_unscreened,macro_f1,hellinger,2,46.80355524638186,46.8
RADAR,confirmed_unscreened,macro_f1,hellinger,3,50.803913416146486,50.8
RADAR,confirmed_unscreened,macro_f1,hellinger,4,48.73002724841775,48.7
RADAR,confirmed_unscreened,macro_f1,hellinger,5,53.22308026885545,53.2
RADAR,confirmed_unscreened,macro_f1,hellinger,6,48.2199468537262,48.2
RADAR,confirmed_unscreened,macro_f1,d3_oof,0,56.59053787748376,56.6
RADAR,confirmed_unscreened,macro_f1,d3_oof,1,46.83722462941362,46.8
RADAR,confirmed_unscreened,macro_f1,d3_oof,2,42.96043128597623,43.0
RADAR,confirmed_unscreened,macro_f1,d3_oof,3,48.30742357674338,48.3
RADAR,confirmed_unscreened,macro_f1,d3_oof,4,49.06089845756112,49.1
RADAR,confirmed_unscreened,macro_f1,d3_oof,5,51.63506268973922,51.6
RADAR,confirmed_unscreened,macro_f1,d3_oof,6,49.43165477710018,49.4
RADAR,confirmed_unscreened,macro_recall,adwin,0,58.34048260365993,58.3
RADAR,confirmed_unscreened,macro_recall,adwin,1,51.808579411721844,51.8
RADAR,confirmed_unscreened,macro_recall,adwin,2,50.48375766670866,50.5
RADAR,confirmed_unscreened,macro_recall,adwin,3,56.42786287818391,56.4
RADAR,confirmed_unscreened,macro_recall,adwin,4,50.96060341323733,51.0
RADAR,confirmed_unscreened,macro_recall,adwin,5,52.986573943147995,53.0
RADAR,confirmed_unscreened,macro_recall,adwin,6,50.26644879622434,50.3
RADAR,confirmed_unscreened,macro_recall,hddm_w,0,56.591019950615674,56.6
RADAR,confirmed_unscreened,macro_recall,hddm_w,1,51.308753104091295,51.3
RADAR,confirmed_unscreened,macro_recall,hddm_w,2,49.17231128998152,49.2
RADAR,confirmed_unscreened,macro_recall,hddm_w,3,56.38152204230325,56.4
RADAR,confirmed_unscreened,macro_recall,hddm_w,4,51.73809925169138,51.7
RADAR,confirmed_unscreened,macro_recall,hddm_w,5,52.46016949811604,52.5
RADAR,confirmed_unscreened,macro_recall,hddm_w,6,49.67681278167563,49.7
RADAR,confirmed_unscreened,macro_recall,hellinger,0,54.96036295797854,55.0
RADAR,confirmed_unscreened,macro_recall,hellinger,1,46.61082468113454,46.6
RADAR,confirmed_unscreened,macro_recall,hellinger,2,43.63795846727987,43.6
RADAR,confirmed_unscreened,macro_recall,hellinger,3,51.41303079224063,51.4
RADAR,confirmed_unscreened,macro_recall,hellinger,4,49.85382430039926,49.9
RADAR,confirmed_unscreened,macro_recall,hellinger,5,52.632677377476625,52.6
RADAR,confirmed_unscreened,macro_recall,hellinger,6,46.67861413248843,46.7
RADAR,confirmed_unscreened,macro_recall,d3_oof,0,56.20011938685779,56.2
RADAR,confirmed_unscreened,macro_recall,d3_oof,1,43.98674185354207,44.0
RADAR,confirmed_unscreened,macro_recall,d3_oof,2,39.73796472580176,39.7
RADAR,confirmed_unscreened,macro_recall,d3_oof,3,48.697184763841776,48.7
RADAR,confirmed_unscreened,macro_recall,d3_oof,4,49.04520543882826,49.0
RADAR,confirmed_unscreened,macro_recall,d3_oof,5,50.21515994047806,50.2
RADAR,confirmed_unscreened,macro_recall,d3_oof,6,48.80603269565535,48.8
RADAR,confirmed_unscreened,roc_auc,adwin,0,0.8671138319609154,.867
RADAR,confirmed_unscreened,roc_auc,adwin,1,0.8139874582001972,.814
RADAR,confirmed_unscreened,roc_auc,adwin,2,0.7966018277957411,.797
RADAR,confirmed_unscreened,roc_auc,adwin,3,0.903974176040282,.904
RADAR,confirmed_unscreened,roc_auc,adwin,4,0.8944983759618444,.894
RADAR,confirmed_unscreened,roc_auc,adwin,5,0.8377105298052694,.838
RADAR,confirmed_unscreened,roc_auc,adwin,6,0.8233943828536466,.823
RADAR,confirmed_unscreened,roc_auc,hddm_w,0,0.8747748176894513,.875
RADAR,confirmed_unscreened,roc_auc,hddm_w,1,0.8048783220452753,.805
RADAR,confirmed_unscreened,roc_auc,hddm_w,2,0.7861416516447304,.786
RADAR,confirmed_unscreened,roc_auc,hddm_w,3,0.9070766311937666,.907
RADAR,confirmed_unscreened,roc_auc,hddm_w,4,0.8975360859171125,.898
RADAR,confirmed_unscreened,roc_auc,hddm_w,5,0.8296775127953193,.830
RADAR,confirmed_unscreened,roc_auc,hddm_w,6,0.8188882061976358,.819
RADAR,confirmed_unscreened,roc_auc,hellinger,0,0.8910734358280288,.891
RADAR,confirmed_unscreened,roc_auc,hellinger,1,0.8213977161313569,.821
RADAR,confirmed_unscreened,roc_auc,hellinger,2,0.7927133450816944,.793
RADAR,confirmed_unscreened,roc_auc,hellinger,3,0.9107932016758312,.911
RADAR,confirmed_unscreened,roc_auc,hellinger,4,0.8869864163820985,.887
RADAR,confirmed_unscreened,roc_auc,hellinger,5,0.8503947730773183,.850
RADAR,confirmed_unscreened,roc_auc,hellinger,6,0.8533041316364489,.853
RADAR,confirmed_unscreened,roc_auc,d3_oof,0,0.90516017466599,.905
RADAR,confirmed_unscreened,roc_auc,d3_oof,1,0.7930772003747785,.793
RADAR,confirmed_unscreened,roc_auc,d3_oof,2,0.7420174305177705,.742
RADAR,confirmed_unscreened,roc_auc,d3_oof,3,0.9068774981260428,.907
RADAR,confirmed_unscreened,roc_auc,d3_oof,4,0.8845614765531775,.885
RADAR,confirmed_unscreened,roc_auc,d3_oof,5,0.9040846754879776,.904
RADAR,confirmed_unscreened,roc_auc,d3_oof,6,0.8776804681762406,.878
RADAR,immediate_screened,accuracy,adwin,0,59.446094160728435,59.4
RADAR,immediate_screened,accuracy,adwin,1,62.420752768185515,62.4
RADAR,immediate_screened,accuracy,adwin,2,62.39130913771801,62.4
RADAR,immediate_screened,accuracy,adwin,3,64.35643009398446,64.4
RADAR,immediate_screened,accuracy,adwin,4,60.91185303688725,60.9
RADAR,immediate_screened,accuracy,adwin,5,59.210551948407186,59.2
RADAR,immediate_screened,accuracy,adwin,6,59.101635180496395,59.1
RADAR,immediate_screened,accuracy,hddm_w,0,62.972486508924995,63.0
RADAR,immediate_screened,accuracy,hddm_w,1,62.945023481280856,62.9
RADAR,immediate_screened,accuracy,hddm_w,2,62.44017292606446,62.4
RADAR,immediate_screened,accuracy,hddm_w,3,65.792680177301,65.8
RADAR,immediate_screened,accuracy,hddm_w,4,62.81057493543025,62.8
RADAR,immediate_screened,accuracy,hddm_w,5,59.68428142639819,59.7
RADAR,immediate_screened,accuracy,hddm_w,6,59.28865933075821,59.3
RADAR,immediate_screened,accuracy,hellinger,0,63.04790508929432,63.0
RADAR,immediate_screened,accuracy,hellinger,1,62.81063940506395,62.8
RADAR,immediate_screened,accuracy,hellinger,2,61.57076843392013,61.6
RADAR,immediate_screened,accuracy,hellinger,3,63.345672664967964,63.3
RADAR,immediate_screened,accuracy,hellinger,4,64.31715966889641,64.3
RADAR,immediate_screened,accuracy,hellinger,5,63.5856327964348,63.6
RADAR,immediate_screened,accuracy,hellinger,6,64.39900533861454,64.4
RADAR,immediate_screened,accuracy,d3_oof,0,66.06176963684858,66.1
RADAR,immediate_screened,accuracy,d3_oof,1,64.04077535407181,64.0
RADAR,immediate_screened,accuracy,d3_oof,2,63.0600766260723,63.1
RADAR,immediate_screened,accuracy,d3_oof,3,64.71114297986152,64.7
RADAR,immediate_screened,accuracy,d3_oof,4,62.05865091470938,62.1
RADAR,immediate_screened,accuracy,d3_oof,5,65.10716478598778,65.1
RADAR,immediate_screened,accuracy,d3_oof,6,65.16441871315233,65.2
RADAR,immediate_screened,macro_f1,adwin,0,48.09610539189368,48.1
RADAR,immediate_screened,macro_f1,adwin,1,50.811595820837,50.8
RADAR,immediate_screened,macro_f1,adwin,2,49.465177153944204,49.5
RADAR,immediate_screened,macro_f1,adwin,3,51.44567082441599,51.4
RADAR,immediate_screened,macro_f1,adwin,4,47.08369729385957,47.1
RADAR,immediate_screened,macro_f1,adwin,5,47.17926197251277,47.2
RADAR,immediate_screened,macro_f1,adwin,6,46.96195259883822,47.0
RADAR,immediate_screened,macro_f1,hddm_w,0,50.27966807530381,50.3
RADAR,immediate_screened,macro_f1,hddm_w,1,49.28530860864812,49.3
RADAR,immediate_screened,macro_f1,hddm_w,2,49.62431842613367,49.6
RADAR,immediate_screened,macro_f1,hddm_w,3,51.905187214669226,51.9
RADAR,immediate_screened,macro_f1,hddm_w,4,47.40260017156504,47.4
RADAR,immediate_screened,macro_f1,hddm_w,5,47.10828150658828,47.1
RADAR,immediate_screened,macro_f1,hddm_w,6,45.73533830664556,45.7
RADAR,immediate_screened,macro_f1,hellinger,0,44.90151565417521,44.9
