condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference,stream_no_filter,mode_no_filter,level_no_filter,base_key_no_filter,attack_seed_no_filter,activation_row_no_filter,host_rows_no_filter,detector_no_filter,filter_no_filter,accuracy_no_filter,macro_precision_no_filter,macro_recall_no_filter,macro_f1_no_filter,malicious_precision_no_filter,malicious_recall_no_filter,benign_fpr_no_filter,roc_auc_no_filter,average_precision_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,filter_rows_withheld_no_filter,rows_no_filter,training_visits_no_filter,accepted_training_visits_no_filter,accepted_refit_rows_no_filter,resets_no_filter,seconds_no_filter,pending_candidate_no_filter,audit_rows_reserved_no_filter,policy_no_filter,guarded_no_filter,scored_resets_no_filter,source_summary_sha256_no_filter,source_predictions_sha256_no_filter,scoring_mask_sha256_no_filter,withholding_mask_sha256_no_filter,reused_frozen_inference_no_filter,accuracy_difference,macro_f1_difference,macro_precision_difference,macro_recall_difference,roc_auc_difference,average_precision_difference,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,1000,200909,none,learned_features,0.6678695329726394,0.6687798608806931,0.6673123392044544,0.6674607689763496,,,,0.8609554729811915,0.7092614491100204,0.7281782217109509,0.2070589172212295,0.0441065065514435,0.0443185720898516,10476,250000,227024,186212,0,0,16.439337457999954,False,12500,none,True,0,a3bb3b3651acae62f2fb89b52244985b2b16fcaeacbc0cd1393175213b545285,5ad35858cd62b70b646b5431d3f507b5780281a30d492fc845c7b0b16e4866a1,34d01bb3d862022e67a5b172b893786deb5560f01f8026d6dc1800a9500db929,cf1c6f3cc2c28848e46877400bbbd2c549eedaacb5710b24535ecd335c09021d,True,RBF_I,splice,moderate,RBF_I__base_s0,0.0,1000,200909,none,none,0.6652663643739205,0.6666774824900006,0.6662230070670201,0.6658849746082356,,,,0.8619970101138416,0.7117942963266494,0.6289385819702028,0.3171834014404531,0.0,0.0,0,250000,237500,160550,0,0,15.780548583999916,False,12500,none,True,0,637ca94284681d99f374824e62320f6e9829eab31113f0a10fc3e6cd33bf0983,c70c4aa327008d52d16d86ae63efacc2254fa80e5a4403f8ca7284030f1e2933,34d01bb3d862022e67a5b172b893786deb5560f01f8026d6dc1800a9500db929,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.002603168598718897,0.0015757943681140585,0.002102378390692494,0.00108933213743434,-0.0010415371326500944,-0.0025328472166289417,,,,0.09923963974074812,-0.1101244842192236
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,1000,200909,none,learned_features_label,0.6722794897192261,0.6740169782134757,0.672741066303421,0.6726224064105766,,,,0.8637718335567732,0.717496488362418,0.5687270278611711,0.2108218148514999,0.0155438960747453,0.01471312882947,3510,250000,233990,179773,0,0,16.526454042000296,False,12500,none,True,0,780874992697bad8574fd8dba9c508423f73bcafae5ea3e888a54f00c383f101,101560fbac756aa8bc0c811a035e294ee7e470466c859e77ebc899e82deebad8,34d01bb3d862022e67a5b172b893786deb5560f01f8026d6dc1800a9500db929,d91b2a680b4c466137f0a2013523f5dc4e5b9373977f724e57f8815d09ad3dd4,True,RBF_I,splice,moderate,RBF_I__base_s0,0.0,1000,200909,none,none,0.6652663643739205,0.6666774824900006,0.6662230070670201,0.6658849746082356,,,,0.8619970101138416,0.7117942963266494,0.6289385819702028,0.3171834014404531,0.0,0.0,0,250000,237500,160550,0,0,15.780548583999916,False,12500,none,True,0,637ca94284681d99f374824e62320f6e9829eab31113f0a10fc3e6cd33bf0983,c70c4aa327008d52d16d86ae63efacc2254fa80e5a4403f8ca7284030f1e2933,34d01bb3d862022e67a5b172b893786deb5560f01f8026d6dc1800a9500db929,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.007013125345305626,0.006737431802340987,0.007339495723475142,0.006518059236400919,0.0017748234429316723,0.005702192035768605,,,,-0.06021155410903167,-0.1063615865889532
RBF_I__base_s0__splice__severe__a0,RBF_I,splice,severe,RBF_I__base_s0,0.0,1000,177086,none,learned_features,0.6516833628858295,0.6519557862220576,0.651884149102828,0.6514135727518354,,,,0.8506711536262165,0.6913327732830576,0.6340474909188752,0.2498108263781439,0.045506524956276,0.044938617394938,10664,250000,226836,171501,0,0,16.378394625000055,False,12500,none,True,0,71ffb372a1b58ddcddce1c658798010043828b1c89c4e26cb5819f0a0dd9d577,9faa9d8b4c4cfa1426164a58b50156cf59a7c7adc01581ed3a531f3458cb9f9a,e7325aaf873709e64d232818a2d0f8ea3e5a8cdfc638cd6ae64fb2e30703b426,2405733b804519e35e76ee4f954fe6797097ec2cb7725f86eaffdab96ddb8ab2,True,RBF_I,splice,severe,RBF_I__base_s0,0.0,1000,177086,none,none,0.6423658561376958,0.64444388184818,0.6426824065843879,0.6427288985776648,,,,0.8533008383352312,0.6876342195406652,0.711707924122158,0.2518945597054538,0.0,0.0,0,250000,237500,175750,0,0,15.152948832999757,False,12500,none,True,0,db7c7bd5a72b968c59534f2110150b59d179d1b716154e07664bf1e7b0a830e0,ce57b8ae70cdc63c266a3ce76129059d49732c6274513677ef532bf9b6a211c3,e7325aaf873709e64d232818a2d0f8ea3e5a8cdfc638cd6ae64fb2e30703b426,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.009317506748133697,0.008684674174170626,0.007511904373877609,0.009201742518440081,-0.0026296847090147013,0.003698553742392474,,,,-0.07766043320328275,-0.0020837333273099334
RBF_I__base_s0__splice__severe__a0,RBF_I,splice,severe,RBF_I__base_s0,0.0,1000,177086,none,learned_features_label,0.6402313000463051,0.6408341793229893,0.6408642465984882,0.6403588928784356,,,,0.8481005502093644,0.6852102841992496,0.5272601910399569,0.3159481833685328,0.0157406161711287,0.0151395367222705,3617,250000,233883,153439,0,0,15.042546958999992,False,12500,none,True,0,46f73ea7ac45221d2132bdd5e0f374dd1ff86bc9ef658cfbabef180d416f1395,84f3cb950f33fc27108ea56003f799a042b6feb40d2fd61bcd1d40e9a112bacf,e7325aaf873709e64d232818a2d0f8ea3e5a8cdfc638cd6ae64fb2e30703b426,1710229b249982a81265aab4116ede42cdc13158bcb450a0c15771f20952510d,True,RBF_I,splice,severe,RBF_I__base_s0,0.0,1000,177086,none,none,0.6423658561376958,0.64444388184818,0.6426824065843879,0.6427288985776648,,,,0.8533008383352312,0.6876342195406652,0.711707924122158,0.2518945597054538,0.0,0.0,0,250000,237500,175750,0,0,15.152948832999757,False,12500,none,True,0,db7c7bd5a72b968c59534f2110150b59d179d1b716154e07664bf1e7b0a830e0,ce57b8ae70cdc63c266a3ce76129059d49732c6274513677ef532bf9b6a211c3,e7325aaf873709e64d232818a2d0f8ea3e5a8cdfc638cd6ae64fb2e30703b426,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0021345560913906825,-0.002370005699229183,-0.003609702525190772,-0.0018181599858997366,-0.005200288125866814,-0.002423935341415606,,,,-0.18444773308220108,0.06405362366307898
RBF_I__base_s1__clean__none__anone,RBF_I,clean,none,RBF_I__base_s1,,1000,236550,none,learned_features,0.6869456774466286,0.6914799901433234,0.6837272968242839,0.6864536066796024,,,,0.8723744224034911,0.7463842531923375,,0.2754174593109279,,0.0707292327203551,16731,250000,220769,172350,0,0,16.321095958000114,False,12500,none,True,0,ca73a9898bde52cbe279313d81347422ab6995e9db0c8fc1d2f99ddbc256f9c2,7a8275b4b3d6cb026fda1fdd6bd2604d70a3445f326ebe05d77b565321f0375b,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,320896726db525e14be94e6a500720a2c52041886f248540939f94aecfd0a6c0,True,RBF_I,clean,none,RBF_I__base_s1,,1000,236550,none,none,0.708860705981822,0.7118033328441278,0.7071781808091511,0.7086757455049335,,,,0.8788413503373322,0.7626763590577808,,0.1726907630522088,,0.0,0,250000,237500,196650,0,0,18.944189791999634,False,12500,none,True,0,e5c7fb0488237ece690b5e1f5bbc17770439b7f20ff45c41de82f31b3ab62e17,d7b630ba396cda6bb2e810f92562ecf59cea8f3d30a88e4b2424f5bccd8b368e,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.021915028535193448,-0.022222138825331084,-0.02032334270080438,-0.023450883984867166,-0.006466927933841182,-0.016292105865443274,,,,,0.10272669625871914
RBF_I__base_s1__clean__none__anone,RBF_I,clean,none,RBF_I__base_s1,,1000,236550,none,learned_features_label,0.6959078418938913,0.6991754149052528,0.6930520903576384,0.6951516297607494,,,,0.8733352574016781,0.746402479179297,,0.2149101669837243,,0.0219488480236736,5192,250000,232308,186663,0,0,18.72190316699971,False,12500,none,True,0,3f43c11d39304a75931cde0efb1df8ebf2fcd279d5a4fc11285e3254f7d3eca1,622bef163696689a8c75ad5d6ec2c147ba0d6d93d25bd057b601a9e80824f6b6,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,0ae100113eb76a41a0041127889cae377199fa54ec89ea9acf0212352023f50e,True,RBF_I,clean,none,RBF_I__base_s1,,1000,236550,none,none,0.708860705981822,0.7118033328441278,0.7071781808091511,0.7086757455049335,,,,0.8788413503373322,0.7626763590577808,,0.1726907630522088,,0.0,0,250000,237500,196650,0,0,18.944189791999634,False,12500,none,True,0,e5c7fb0488237ece690b5e1f5bbc17770439b7f20ff45c41de82f31b3ab62e17,d7b630ba396cda6bb2e810f92562ecf59cea8f3d30a88e4b2424f5bccd8b368e,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.012952864087930727,-0.013524115744184106,-0.012627917938874966,-0.014126090451512696,-0.005506092935654183,-0.01627387987848372,,,,,0.04221940393151552
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,1000,201008,none,learned_features,0.6677395924540317,0.6687226810699489,0.66520407541895,0.6662678011431561,,,,0.8544181517974353,0.7133635689270372,0.6364864104439818,0.2733174799012974,0.0641494569804738,0.0724150282575817,16836,250000,220664,169641,0,0,15.864082792000318,False,12500,none,True,0,be3f58345e4ed89f07eddb2892743731981a754d828fb615a999c2b0e43b42dc,73ab61f08c8197fbbab3b51e06b066e52d5d3a344fa6f5e0dbe00b5d036f95dd,03db4f94f011979a4fc7234539de30562ccc503d1f02fad94b5b95f3ab8acd40,1c386defd8ce5d58ceb603692ede61eab4cde6b3df630a255758e649ad400539,True,RBF_I,concept,moderate,RBF_I__base_s1,1.0,1000,201008,none,none,0.6868383347926451,0.6880607757037606,0.6862751188112758,0.6861535628900037,,,,0.8681351430038422,0.7327820788702963,0.768161611614428,0.176410889118841,0.0,0.0,0,250000,237500,193800,0,0,16.502648916,False,12500,none,True,0,b4dfe2a05ed9ff5e2098a0346abd63f5457db7c2ea99914d0b417617e5c729dd,f662de6fd5f14d4f064622bf9e7e08030b9e020f150e1b0224238b54f42bc864,03db4f94f011979a4fc7234539de30562ccc503d1f02fad94b5b95f3ab8acd40,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.019098742338613417,-0.01988576174684764,-0.019338094633811642,-0.021071043392325794,-0.013716991206406903,-0.01941850994325911,,,,-0.13167520117044618,0.09690659078245639
RBF_I__base_s1__concept__moderate__a1,RBF_I,concept,moderate,RBF_I__base_s1,1.0,1000,201008,none,learned_features_label,0.6814902889437237,0.6840596116619108,0.6814670910231498,0.6804786824479885,,,,0.8665783666187108,0.7331227293056264,0.6823195093129255,0.2084245403168033,0.0342411794496651,0.0230339090981453,5847,250000,231653,184314,0,0,16.289100292000057,False,12500,none,True,0,4d1535e566c378005c98e57ebbf211d71fca35115b8b7008ecaa238f335a9e10,b64486c1904a3e3e95d72d47f4ec7e6cac9ba724453529e439f5d5e07cc229b8,03db4f94f011979a4fc7234539de30562ccc503d1f02fad94b5b95f3ab8acd40,a4ff61a8ab181137bcd0b6e63037304c9afedc3102fd22ee2e2797dd6b9c4a34,True,RBF_I,concept,moderate,RBF_I__base_s1,1.0,1000,201008,none,none,0.6868383347926451,0.6880607757037606,0.6862751188112758,0.6861535628900037,,,,0.8681351430038422,0.7327820788702963,0.768161611614428,0.176410889118841,0.0,0.0,0,250000,237500,193800,0,0,16.502648916,False,12500,none,True,0,b4dfe2a05ed9ff5e2098a0346abd63f5457db7c2ea99914d0b417617e5c729dd,f662de6fd5f14d4f064622bf9e7e08030b9e020f150e1b0224238b54f42bc864,03db4f94f011979a4fc7234539de30562ccc503d1f02fad94b5b95f3ab8acd40,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.005348045848921457,-0.005674880442015251,-0.004001164041849803,-0.004808027788125946,-0.0015567763851314087,0.0003406504353300477,,,,-0.08584210230150247,0.03201365119796229
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,1000,177191,none,learned_features,0.6594578731425411,0.6592178561871519,0.661877885898358,0.6591654634645936,,,,0.8561178585074627,0.7180193645829236,0.6553850300712613,0.283191584222675,0.0636634714196667,0.0741459780688635,16917,250000,220583,166865,0,0,15.556788875000166,False,12500,none,True,0,3914d406ac847f65be6ba4441bc304fb72eddb858ba73365d20f474245013a5b,598ca1deca7bffd69170d355114e2f833a02e8febc06d7795ef579b7b1a15941,a1bd31a4110b3b4653634976ba39dd6560a1bb19ac98522482554a3504c6d6f3,b952dea7cbf6b1dcbe5566fbf639c33c7e5984dfcaf07382de9a8fdfaa727a38,True,RBF_I,concept,severe,RBF_I__base_s1,1.0,1000,177191,none,none,0.6838383439339469,0.683723894091064,0.6821126263784363,0.6819194691090298,,,,0.8658907627181469,0.731231978615851,0.6319681935342577,0.1876731888188452,0.0,0.0,0,250000,237500,182400,0,0,17.396211499999936,False,12500,none,True,0,e9400f73b09ff779fcabde76d6bd5b61d7c033a52ee0d19c33ee6a863c804eaf,35a55b9f5b437934350100502136cade486d70c658b00e812558b962746b2c5a,a1bd31a4110b3b4653634976ba39dd6560a1bb19ac98522482554a3504c6d6f3,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.024380470791405817,-0.022754005644436193,-0.024506037903912148,-0.020234740480078228,-0.009772904210684219,-0.013212614032927394,,,,0.02341683653700355,0.09551839540382978
RBF_I__base_s1__concept__severe__a1,RBF_I,concept,severe,RBF_I__base_s1,1.0,1000,177191,none,learned_features_label,0.6777375826085975,0.6801014910764062,0.6760224829436705,0.675992895584001,,,,0.8644406489581189,0.728777328567114,0.6249094492831753,0.2656399027038619,0.035192641385468,0.0241265075539954,6364,250000,231136,168166,0,0,16.738463624999895,False,12500,none,True,0,5a9e623d771a75100807b55f68ea9d504289ce1b2dddb481e666daf3c21714c8,bd8c53d12b831cdcbc5db98a037a6ce2420f9e8eea6dbb691b45d184da84fd3b,a1bd31a4110b3b4653634976ba39dd6560a1bb19ac98522482554a3504c6d6f3,bbbb96aa55ac61ccd27fbf8e0474a1ca9b560168dcecc46b876395fad0fd6efd,True,RBF_I,concept,severe,RBF_I__base_s1,1.0,1000,177191,none,none,0.6838383439339469,0.683723894091064,0.6821126263784363,0.6819194691090298,,,,0.8658907627181469,0.731231978615851,0.6319681935342577,0.1876731888188452,0.0,0.0,0,250000,237500,182400,0,0,17.396211499999936,False,12500,none,True,0,e9400f73b09ff779fcabde76d6bd5b61d7c033a52ee0d19c33ee6a863c804eaf,35a55b9f5b437934350100502136cade486d70c658b00e812558b962746b2c5a,a1bd31a4110b3b4653634976ba39dd6560a1bb19ac98522482554a3504c6d6f3,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.006100761325349424,-0.005926573525028789,-0.0036224030146578823,-0.006090143434765771,-0.0014501137600280156,-0.002454650048737017,,,,-0.007058744251082438,0.07796671388501669
RBF_I__base_s1__instance__moderate__a1,RBF_I,instance,moderate,RBF_I__base_s1,1.0,1000,236550,none,learned_features,0.6641048404142887,0.6727909434387752,0.6624926562700293,0.6632870490817327,,,,0.8611876882005327,0.7146385308483119,0.7149868192271019,0.2838191665173327,0.0718772785910595,0.0705254564641698,16731,250000,220769,170320,0,0,16.133265042000403,False,12500,none,True,0,3711e1b03c26e3f396f2b8dcac66feb88ad459c20e4028314383ae046bbf0440,b3e78253c4386ade008c57067a73c43dd27c99cbd0e7ae745e295a27b9e86e91,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,320896726db525e14be94e6a500720a2c52041886f248540939f94aecfd0a6c0,True,RBF_I,instance,moderate,RBF_I__base_s1,1.0,1000,236550,none,none,0.6779243288945255,0.6823505387511393,0.6773732801288526,0.6764276244041532,,,,0.8648739943432718,0.7179143294142892,0.7189971394918392,0.2764171793799653,0.0,0.0,0,250000,237500,171950,0,0,15.845682291999765,False,12500,none,True,0,acee18bfb74c748dec00ee209834f7e66df3303652ea78ba0bbae164f49485af,67eb77b1566e4b1ee61d2a7d54c777a99dd34d233da67f7c8b481ea31f9f835d,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.01381948848023673,-0.013140575322420411,-0.009559595312364055,-0.014880623858823272,-0.0036863061427391264,-0.0032757985659773725,,,,-0.004010320264737244,0.007401987137367394
RBF_I__base_s1__instance__moderate__a1,RBF_I,instance,moderate,RBF_I__base_s1,1.0,1000,236550,none,learned_features_label,0.6743944197844007,0.6802535358048697,0.6731529060864586,0.6721376373341029,,,,0.8612896794041655,0.7127177984093056,0.8257333557686914,0.1868815084722139,0.0023837568007179,0.0217629372996435,4457,250000,233043,193743,0,0,17.080317208999986,False,12500,none,True,0,ae7a7fd31aa94f546f8abf5b936c87531108b17f2c609f5019c33acc175e6401,926117ece562f74f47cf62cad9e19e61b1d712c169e27f0c318b75f0cec78299,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,8fdbba544cde848026cea3cee2c2212ec27786b7fc47847d8e187d8743d75865,True,RBF_I,instance,moderate,RBF_I__base_s1,1.0,1000,236550,none,none,0.6779243288945255,0.6823505387511393,0.6773732801288526,0.6764276244041532,,,,0.8648739943432718,0.7179143294142892,0.7189971394918392,0.2764171793799653,0.0,0.0,0,250000,237500,171950,0,0,15.845682291999765,False,12500,none,True,0,acee18bfb74c748dec00ee209834f7e66df3303652ea78ba0bbae164f49485af,67eb77b1566e4b1ee61d2a7d54c777a99dd34d233da67f7c8b481ea31f9f835d,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0035299091101247404,-0.0042899870700502385,-0.002097002946269577,-0.004220374042393948,-0.003584314939106381,-0.005196531004983629,,,,0.10673621627685226,-0.08953567090775139
RBF_I__base_s1__instance__severe__a1,RBF_I,instance,severe,RBF_I__base_s1,1.0,1000,236550,none,learned_features,0.656580004227436,0.6714340273082289,0.6540627536054412,0.654800879377254,,,,0.8547001706897573,0.6954467005878389,0.7466707123832642,0.25296228586905,0.0724688985536563,0.0701469293791048,16731,250000,220769,177640,0,0,15.395453208000164,False,12500,none,True,0,4008478bf440cb3e2dffa4307639b41fe02cedda4b5cc28c4d70f1f70cf6f3eb,40722a772a233cf74cb1640cfee41637a74c598fa2914bf866ce77a20adf5912,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,320896726db525e14be94e6a500720a2c52041886f248540939f94aecfd0a6c0,True,RBF_I,instance,severe,RBF_I__base_s1,1.0,1000,236550,none,none,0.6520566476432044,0.6655300274006449,0.650173352639597,0.6514177653241249,,,,0.8492526286756069,0.6872663278069746,0.784211590978052,0.211868327803733,0.0,0.0,0,250000,237500,187150,0,0,15.941924250000284,False,12500,none,True,0,123b0395842a98fca4fbf7f73145808f0503b71213693f21f2945085b3ef01d4,d678126302ce2dfbed5da3e607fe6a6ca4246845fc2d6053af0e9ab9624de9b6,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0045233565842316414,0.003383114053129077,0.0059039999075839456,0.0038894009658442252,0.0054475420141504305,0.008180372780864253,,,,-0.03754087859478783,0.041093958065317016
RBF_I__base_s1__instance__severe__a1,RBF_I,instance,severe,RBF_I__base_s1,1.0,1000,236550,none,learned_features_label,0.6550158528852251,0.6740493053157443,0.6516954994988451,0.6524936496483446,,,,0.8553050239332043,0.6937406699479925,0.7336907049661171,0.2822296702552644,0.00254543002596,0.0218870607353239,4030,250000,233470,171683,0,0,15.717481082999711,False,12500,none,True,0,e30db70f40a3328b4c80945ffe9b4c1fd626e26f6fbe2ba72fc342537f30b286,89aa970bd95f42a742c9c8c36ad630463b74bb305f0509430666055f1e7b47e7,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,0510cbf66d2fa298bfd2edfb10954e4cfc4a44c6e003234f87a91c538c1671a7,True,RBF_I,instance,severe,RBF_I__base_s1,1.0,1000,236550,none,none,0.6520566476432044,0.6655300274006449,0.650173352639597,0.6514177653241249,,,,0.8492526286756069,0.6872663278069746,0.784211590978052,0.211868327803733,0.0,0.0,0,250000,237500,187150,0,0,15.941924250000284,False,12500,none,True,0,123b0395842a98fca4fbf7f73145808f0503b71213693f21f2945085b3ef01d4,d678126302ce2dfbed5da3e607fe6a6ca4246845fc2d6053af0e9ab9624de9b6,5f242c2069e641b78ea89196af607bdebc60cc4e44a34394fbfe7052144bbf21,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.002959205242020757,0.001075884324219678,0.008519277915099321,0.001522146859248119,0.006052395257597376,0.006474342141017941,,,,-0.05052088601193494,0.07036134245153142
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,learned_features,0.6699781007366116,0.6725098727978169,0.6674421259110751,0.6693862787928259,,,,0.8594069174331365,0.7184433747468705,0.5134717934325007,0.3066494127015727,0.0743755262419309,0.0728100736611586,17279,250000,220221,158553,0,0,15.973954041999605,False,12500,none,True,0,d1c54694837bd4ff4f959cc47476b7ade4179e7aca574609e3268a5047119689,e90befdfefe7e5e7ef1634ff44d5d77f993413bbf0654c8bbd2e733108a26ec4,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,4239a6af36c6a05818f5de579e701d9763067a64ef3c4e60d2874a7c6b195a26,True,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,none,0.6883535735616165,0.6908784136492478,0.6873085734493714,0.6883591494802014,,,,0.871215332791379,0.7405644602847447,0.7223687903452147,0.2722874776030261,0.0,0.0,0,250000,237500,172900,0,0,16.35936249999986,False,12500,none,True,0,062a100529ca7b5eb6d1f062a3777a34b0a231320738e12cc0097e927c520663,9168453176a04bb942ccfc9dd2d3bd2147d756309f3bd369156a62f5baf974b9,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.018375472825004957,-0.01897287068737552,-0.018368540851430915,-0.01986644753829625,-0.011808415358242508,-0.022121085537874174,,,,-0.20889699691271402,0.034361935098546625
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,learned_features_label,0.6794346008361537,0.6789624232828977,0.6760834124569942,0.6768900138638626,,,,0.8651930205038767,0.7284554086261602,0.6185517822060062,0.237422854867609,0.0230704462531574,0.0232978299820824,5503,250000,231997,176206,0,0,17.035478666000017,False,12500,none,True,0,ce4debad0208a55223324537fe249a03eb8984289e5cfc01e596d0ba7d5516c2,556b24ba04a7c645cf527c25fe93040dc52c68350b2027005c30aadeb5dc69f5,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,53ef3ffe4af92e9a0e2c59e4bd5d518d4db8c81d4f314d7cf88f81a9b07eb2a1,True,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,none,0.6883535735616165,0.6908784136492478,0.6873085734493714,0.6883591494802014,,,,0.871215332791379,0.7405644602847447,0.7223687903452147,0.2722874776030261,0.0,0.0,0,250000,237500,172900,0,0,16.35936249999986,False,12500,none,True,0,062a100529ca7b5eb6d1f062a3777a34b0a231320738e12cc0097e927c520663,9168453176a04bb942ccfc9dd2d3bd2147d756309f3bd369156a62f5baf974b9,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.008918972725462826,-0.011469135616338777,-0.01191599036635016,-0.011225160992377137,-0.006022312287502274,-0.012109051658584447,,,,-0.10381700813920858,-0.03486462273541707
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,learned_features,0.6691065261066841,0.6718736324696606,0.6654649194015501,0.667872025398571,,,,0.8582310306673085,0.7164010092257912,0.5023587289820399,0.3000801372491478,0.0729352697375071,0.0743019029774938,17495,250000,220005,154790,0,0,15.093630833000589,False,12500,none,True,0,f5f217237fa859b90ddd291cd6f9fa92f5aba0aafad044e8d8100dd807eb6a0b,7b09d71a4774e134b3c4f02315b96bc4bd7f3653025cc990ad6251030768a7bf,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,830ff585d2c5eab3929c6d761254a192924faa244113c3d2345ee761d57db779,True,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,none,0.6683785187024538,0.6697719732794186,0.6654343593772838,0.6670827871916488,,,,0.8642165776121219,0.7278001632050313,0.6263773292448698,0.2286959073568252,0.0,0.0,0,250000,237500,174800,0,0,17.24878679199992,False,12500,none,True,0,8c200ab285f95b34b5c784d1afe6d2091eea023162716addd0bce3c93cc984e3,3a1e30f79d53e34fca261cbc4f3dc11ba5b85caed3293488f009d0fdceec9607,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0007280074042302909,0.000789238206922227,0.002101659190241967,3.056002426626847e-05,-0.005985546944813347,-0.011399153979240073,,,,-0.12401860026282985,0.07138422989232257
