condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference,stream_no_filter,mode_no_filter,level_no_filter,base_key_no_filter,attack_seed_no_filter,activation_row_no_filter,host_rows_no_filter,detector_no_filter,filter_no_filter,accuracy_no_filter,macro_precision_no_filter,macro_recall_no_filter,macro_f1_no_filter,malicious_precision_no_filter,malicious_recall_no_filter,benign_fpr_no_filter,roc_auc_no_filter,average_precision_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,filter_rows_withheld_no_filter,rows_no_filter,training_visits_no_filter,accepted_training_visits_no_filter,accepted_refit_rows_no_filter,resets_no_filter,seconds_no_filter,pending_candidate_no_filter,audit_rows_reserved_no_filter,policy_no_filter,guarded_no_filter,scored_resets_no_filter,source_summary_sha256_no_filter,source_predictions_sha256_no_filter,scoring_mask_sha256_no_filter,withholding_mask_sha256_no_filter,reused_frozen_inference_no_filter,accuracy_difference,macro_f1_difference,macro_precision_difference,macro_recall_difference,roc_auc_difference,average_precision_difference,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,learned_features,0.899014876362008,0.9031864240337109,0.8788160585457343,0.8885454090147153,,,,0.9240063404051848,0.9086346714226184,0.8967097862767154,0.1073784765411214,0.0508717660292463,0.0493109109905965,11720,250000,225780,212245,0,0,6.6022365419999005,False,12500,none,True,0,0adb1140e14698faf8f63a89c037d20b978e572ecc254d20f5c037452f5bea5e,26e674a50d2ad3d4f909495ea7b38c256f5b3abb3b5593ff292f564a62137cae,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,8cb09a4061dbd951c46b005b477d2b8c2473370e3aa7b0e7e3a4a46f97faa2f5,True,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,none,0.901393104134534,0.9046242016032606,0.8823965288700373,0.8914389767139543,,,,0.9270615706707992,0.9123360117165192,0.8137514060742407,0.1230260211950843,0.0,0.0,0,250000,237500,206150,0,0,6.407620166000015,False,12500,none,True,0,0af7259c4d977c16b39e913590cb49898fd2b1d5c39f82230166a8ba7769e71c,dd5d81ce495df903c35ddbacb5948c0127db7d4692c10936d2b903bae5d0e8eb,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0023782277725259426,-0.002893567699238986,-0.0014377775695497697,-0.0035804703243029756,-0.0030552302656143837,-0.00370134029390079,,,,0.0829583802024747,-0.015647544653962897
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,learned_features_label,0.9014080302502612,0.9048456625807864,0.8822442761737602,0.8914117794646124,,,,0.9282110789871256,0.9142677311196636,0.532845894263217,0.1167321757301358,0.4152418447694038,0.0494800736355042,24711,250000,212789,197426,0,0,4.499509875000058,False,12500,none,True,0,fb79a427ddd682872391d683a8a60d0ea348b62c2b3d85fe7c6316a67ea8a734,5fbb9380d06cc5ffd7aa6f8d8bcc847ce5b2b27e0f627d2867553b07ff481fa8,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,40548f9b70be3b701a66b154325a38e34b65edb773992b229fb753cd8eb50202,True,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,none,0.901393104134534,0.9046242016032606,0.8823965288700373,0.8914389767139543,,,,0.9270615706707992,0.9123360117165192,0.8137514060742407,0.1230260211950843,0.0,0.0,0,250000,237500,206150,0,0,6.407620166000015,False,12500,none,True,0,0af7259c4d977c16b39e913590cb49898fd2b1d5c39f82230166a8ba7769e71c,dd5d81ce495df903c35ddbacb5948c0127db7d4692c10936d2b903bae5d0e8eb,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,1.4926115727176281e-05,-2.719724934197032e-05,0.00022146097752573368,-0.0001522526962770554,0.0011495083163264308,0.0019317194031444052,,,,-0.28090551181102363,-0.006293845464948489
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,learned_features,0.9001326596855683,0.9040795584274244,0.8803071362764637,0.8898524879125362,,,,0.9227283150348136,0.9072145319007614,0.8063631007490952,0.1840751926387987,0.0490867772073057,0.0487623133591125,11554,250000,225946,193389,0,0,5.843403874999694,False,12500,none,True,0,a7ab18ce42b52cdbd5b779d7748fe58d70c604d0881160a829b8acb4e19f170e,ca62553325d32d88b19555d7516f83cf059e815e35acf614153b380ca6c0dc2e,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,a0ed12b3c3115b429bad0495477e04eaca2179b47c984d328aa1e2efe5f4ca62,True,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,none,0.8960173868864489,0.9022015002584995,0.8737057393448537,0.8846983163199369,,,,0.9231616633111864,0.9069953349203704,0.8345930477232556,0.1268678201473369,0.0,0.0,0,250000,237500,205200,0,0,6.510688333999951,False,12500,none,True,0,634593b424518babd1d5e0f962eefa09d61900d09c0b7e6dbd38a1662ab4af3a,f6a68f415f5db6c0f99ef4359127e5649f32b1d6292b080e16036e7b57eee09e,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.004115272799119385,0.005154171592599344,0.0018780581689248343,0.006601396931609993,-0.0004333482763728691,0.0002191969803909677,,,,-0.02822994697416037,0.057207372491461794
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,learned_features_label,0.9015778034943126,0.9049310132556402,0.8825016238464986,0.8916139862944761,,,,0.9306495436074896,0.916131103496781,0.5340459557276324,0.1136978181715543,0.4150324046797408,0.0492985971943887,33388,250000,204112,189679,0,0,4.493829208000079,False,12500,none,True,0,29c0f8e03d80e3c71ac4f1d69ac20811efd6046c5cf3c3c4a15fc4b2e9bd69ea,eb316f474e31d541fdfff4c7681f444811885df1f968d19aeecfc793c65521aa,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,d4465ec98311f5aeca8c8db83bc2b5fbc78a00627d294148c031a713adea3eae,True,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,none,0.8960173868864489,0.9022015002584995,0.8737057393448537,0.8846983163199369,,,,0.9231616633111864,0.9069953349203704,0.8345930477232556,0.1268678201473369,0.0,0.0,0,250000,237500,205200,0,0,6.510688333999951,False,12500,none,True,0,634593b424518babd1d5e0f962eefa09d61900d09c0b7e6dbd38a1662ab4af3a,f6a68f415f5db6c0f99ef4359127e5649f32b1d6292b080e16036e7b57eee09e,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.005560416607863661,0.006915669974539185,0.0027295129971406373,0.008795884501644813,0.0074878802963032065,0.009135768576410519,,,,-0.30054709199562324,-0.013170001975782608
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,learned_features,0.8965546396110758,0.9017307387677314,0.8748441362515511,0.8853739759381809,,,,0.9256565256010354,0.9087107195052356,0.838600039324738,0.1640615280494055,0.0482008932333361,0.0494304525028738,11649,250000,225851,198786,0,0,5.997322415999861,False,12500,none,True,0,f5f7f7e0494406365f1ceb8427e288ff7d96320860f822517bcb6c3434deba58,8e5cb0bbfdc5eb3d7bb3e9c0f03dbbbe1b25a2265f6c49467bddcd8c02c74d2f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,none,0.89713802578736,0.9002951255976568,0.8771458722972616,0.8864829732340143,,,,0.926537825670556,0.908939935039856,0.8863795960787618,0.1122424097656619,0.0,0.0,0,250000,237500,210900,0,0,6.440075416000127,False,12500,none,True,0,a5bc440638f3e56cefc697fe9dd6e3018b6db5c0e71dbf63b4e3eea57212ff21,9493ebc186909f133a24c7eb363ea0c691f8d085694ee6deaf38f2f24e451d6e,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.000583386176284173,-0.0011089972958333583,0.0014356131700745678,-0.0023017360457104896,-0.0008813000695205853,-0.00022921553462040833,,,,-0.04777955675402379,0.051819118283743595
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,learned_features_label,0.8990530543225533,0.9037548515739768,0.8781814577181295,0.8883211565274598,,,,0.928739665751011,0.9137876410909652,0.2162298811831128,0.1177960577061841,0.7661582539816297,0.0490870817968738,37140,250000,200360,185926,0,0,4.436693500000274,False,12500,none,True,0,cd2cbba9d28be82df24a76c01218f138aa51c3cffff37e6dde27751442020a92,feed44b790fb82dde41eb6571f79492b4793ed7ab626b2f90300d2da61ca1269,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,7b951cf1b01de36483e542d3087543465eac1d5df57375e9a80743db11fd9d13,True,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,none,0.89713802578736,0.9002951255976568,0.8771458722972616,0.8864829732340143,,,,0.926537825670556,0.908939935039856,0.8863795960787618,0.1122424097656619,0.0,0.0,0,250000,237500,210900,0,0,6.440075416000127,False,12500,none,True,0,a5bc440638f3e56cefc697fe9dd6e3018b6db5c0e71dbf63b4e3eea57212ff21,9493ebc186909f133a24c7eb363ea0c691f8d085694ee6deaf38f2f24e451d6e,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0019150285351933194,0.0018381832934455389,0.0034597259763200494,0.0010355854208679016,0.0022018400804549865,0.00484770605110918,,,,-0.670149714895649,0.0055536479405222106
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,learned_features,0.8958444303529909,0.9024382131641756,0.872939973327376,0.8842604735613491,,,,0.9267127321568366,0.9111738287426434,0.8031908620718702,0.1984051288707793,0.0497835133177215,0.0490651436569164,11649,250000,225851,190662,0,0,5.668748707999839,False,12500,none,True,0,36f8d25f90c5fba4654bfba8d71905e3d05852efe3dfd484cb3e447ea309d4ca,462a7ea5aa48bdd58fc9e810991c9e74c57fcabe4866fa743c4867d926b15c6e,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,none,0.8985203973789896,0.9044606373647636,0.876603806611649,0.8874548594038323,,,,0.9256305102050482,0.9085830661770826,0.7963845881698873,0.205222553938361,0.0,0.0,0,250000,237500,189050,0,0,5.860591791999923,False,12500,none,True,0,f2215504d98e53d746dc828f34ab5fc596994ffe0cf4494e81b2e9c8c1b19fd0,48663a2661e2354b84bcaef826746f233a67ea503d97304a4cdf3bb344d41d98,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0026759670259987045,-0.003194385842483216,-0.002022424200587958,-0.0036638332842729993,0.0010822219517884202,0.002590762565560789,,,,0.006806273901982851,-0.006817425067581706
SEA_A__base_s0__instance__severe__a0,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,learned_features_label,0.9,0.9020940831995298,0.8814503127796747,0.8899640261752598,,,,0.93015374894661,0.9156425491818632,0.2216419293427902,0.0991969208715919,0.7657395083983355,0.0494601931227531,54216,250000,183284,173722,0,0,4.121739125000204,False,12500,none,True,0,09fa797b1a56482138150aec696d6350efdb8acac9a3af629842c4dbbdd1fecc,8497d71b688c917500ea5de04dfe72d9c2a849025447965d456a906c5237816f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e7dd114cc747322723b62597d0a8349f6ef3bc32fc353de405f9313c5bf3712f,True,SEA_A,instance,severe,SEA_A__base_s0,0.0,1000,236550,none,none,0.8985203973789896,0.9044606373647636,0.876603806611649,0.8874548594038323,,,,0.9256305102050482,0.9085830661770826,0.7963845881698873,0.205222553938361,0.0,0.0,0,250000,237500,189050,0,0,5.860591791999923,False,12500,none,True,0,f2215504d98e53d746dc828f34ab5fc596994ffe0cf4494e81b2e9c8c1b19fd0,48663a2661e2354b84bcaef826746f233a67ea503d97304a4cdf3bb344d41d98,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.001479602621010434,0.00250916677142754,-0.002366554165233792,0.004846506168025622,0.004523238741561797,0.007059483004780542,,,,-0.5747426588270972,-0.1060256330667691
SEA_A__base_s0__splice__moderate__a0,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,learned_features,0.8961128807485567,0.8984448030512806,0.8765398638664594,0.885461251771287,,,,0.9289505577791723,0.912146838247366,0.8360370474319394,0.1320724666533944,0.0498175694639348,0.0490643042006768,11633,250000,225867,205122,0,0,6.280111833000319,False,12500,none,True,0,660acc505d156eb37385e6cfc85521366027bf8172c83875119245aea0b4d751,cea3ab2187f0d694f780690258eb33a326ef770d7c2823115325ba707a00f2bf,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,ae34cbaca65d0399745d7ed91f792b8288c74a7e941d409ac6beb2a77a816d7a,True,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,none,0.9004827792156082,0.9022751919846712,0.8822104216421743,0.8905320182108081,,,,0.9303602929358162,0.915767347509346,0.9202357563850688,0.0709635675890901,0.0,0.0,0,250000,237500,220400,0,0,6.740780666999854,False,12500,none,True,0,6b315aef0237e9d1989f0c0ed3fc2c46cd90d594de951451d95ded686c327a08,cd496e5f68bda50ea96d04a1758e1d984408f2d67629e1346cf68f1bf135f590,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.004369898467051492,-0.0050707664395210905,-0.003830388933390605,-0.005670557775714902,-0.0014097351566438876,-0.0036205092619799872,,,,-0.08419870895312942,0.06110889906430429
SEA_A__base_s0__splice__moderate__a0,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,learned_features_label,0.8974069281305992,0.9013832095734507,0.8767178842685451,0.8865584046519397,,,,0.9275333945096328,0.9128594282691984,0.8752455795677799,0.0996068086800716,0.0511086163345495,0.0494674497312363,11760,250000,225740,213042,0,0,4.7719594169998345,False,12500,none,True,0,f774e19c4f4fc60b522c910aa429d5bc537891fd9fbecc5f66ba2df0e778ce3f,6480eef8899e143a4af71879f4e258394ef14ee1e7095da270984bf0ebc28275,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,44f645488fe649c9fa2f20614a00b37ad36ec2b8f365cc5d7f38bef1350a0b4b,True,SEA_A,splice,moderate,SEA_A__base_s0,0.0,1000,200920,none,none,0.9004827792156082,0.9022751919846712,0.8822104216421743,0.8905320182108081,,,,0.9303602929358162,0.915767347509346,0.9202357563850688,0.0709635675890901,0.0,0.0,0,250000,237500,220400,0,0,6.740780666999854,False,12500,none,True,0,6b315aef0237e9d1989f0c0ed3fc2c46cd90d594de951451d95ded686c327a08,cd496e5f68bda50ea96d04a1758e1d984408f2d67629e1346cf68f1bf135f590,496b7ebf34b54c4c65f70232b37a1cca25cb32ec880922b144e44fb341a4cd3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0030758510850089626,-0.003973613558868383,-0.00089198241122046,-0.005492537373629203,-0.002826898426183444,-0.0029079192401475495,,,,-0.044990176817288896,0.0286432410909815
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,learned_features,0.901460513098342,0.9034059905986228,0.8828105021069759,0.8913505516484765,,,,0.9306351608409444,0.9145006912599518,0.8312441029788381,0.1162879942211537,0.0500235880846475,0.0492669217485524,11699,250000,225801,206878,0,0,6.492651999999907,False,12500,none,True,0,e88e56def3e7b9338324d7c3c6db7383e3c1b6a1e0e246138ffe58f20a6278de,9b7e473feacfa8c311703d8f8df62572f7edd83e315a84d9471f3204b2a75e18,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,ba3c2ed4b011a5fa337078f44e0bb58c51a56a67eaa5b6b3b59239d3caa912e3,True,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,none,0.9042878587794444,0.9050940678528558,0.8872065204858538,0.8947996553825945,,,,0.9311539967181336,0.9162714595214893,0.929572718695242,0.0729127868260364,0.0,0.0,0,250000,237500,220400,0,0,6.525231791999886,False,12500,none,True,0,c01bcd61f7401986b80f3cfa8ca83088624ff294b2e64661f11b4e22e6ed664b,1fb1afd9a3da761d0016f29bde0cab09131836fd1c74d792c830e33e05a9d664,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0028273456811024333,-0.0034491037341179975,-0.0016880772542330336,-0.0043960183788779306,-0.0005188358771891499,-0.0017707682615374365,,,,-0.09832861571640394,0.0433752073951173
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,learned_features_label,0.9040056885517896,0.905118577001889,0.8865892142850172,0.8944130575636897,,,,0.9267798187096916,0.912295129878894,0.8982679606415959,0.0975293174866533,0.0484903625825582,0.0491089064210657,11580,250000,225920,214180,0,0,4.827385958999912,False,12500,none,True,0,260b943822946b1365ec7a3f0dd3395e718142caaa7dcd5b753cea1321816a43,01baa902bb92f32f1784f00c2abb7a83dbc99d47c1030aa39e1e2128fbb5ebd4,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,bcd948174b0189a954637bd8acdf1729184700929f93c035975e79e804a2ef65,True,SEA_A,splice,severe,SEA_A__base_s0,0.0,1000,177198,none,none,0.9042878587794444,0.9050940678528558,0.8872065204858538,0.8947996553825945,,,,0.9311539967181336,0.9162714595214893,0.929572718695242,0.0729127868260364,0.0,0.0,0,250000,237500,220400,0,0,6.525231791999886,False,12500,none,True,0,c01bcd61f7401986b80f3cfa8ca83088624ff294b2e64661f11b4e22e6ed664b,1fb1afd9a3da761d0016f29bde0cab09131836fd1c74d792c830e33e05a9d664,e8ae1124aa11ec7ff85fe794c5f2877a64779a0c41437aec6e374e0e3e066fbf,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.0002821702276547544,-0.00038659781890482137,2.4509149033180577e-05,-0.0006173062008365537,-0.004374178008441976,-0.0039763296425952,,,,-0.03130475805364619,0.024616530660616906
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,learned_features,0.900418516169943,0.9052422319031084,0.8805013584129424,0.8903130092053425,,,,0.930770876586088,0.914959499511695,,0.1113887127457197,,0.050298034242232,11898,250000,225602,211151,0,0,6.804085000000214,False,12500,none,True,0,b0f3126377409c3897a50af3f9518107991103eda83a730e800f7299e0960d3b,9a2f9247c4f8ee6f4c5562912d41fa6eb5c7e96ba029da2447811dccd76ad756,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,f91b0097152f1474000a34621527bc6fbb8c252f8fe1cdd0bf6b2680bb414760,True,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,none,0.9005030648911435,0.9045398363015232,0.8812187959786533,0.890572543883869,,,,0.9308281343002393,0.9149879021695556,,0.0803212851405622,,0.0,0,250000,237500,218500,0,0,6.934770625000056,False,12500,none,True,0,8f0d6b0667f449cd1cb5d457e8e0f6c5778c62cfd63c5e39c9199390f84c3979,eeb4c2619f21c6abfc123cadc85a50558f15eb742ca9c294e4cced41d7ed81cc,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-8.454872120056134e-05,-0.00025953467852646295,0.0007023956015851374,-0.0007174375657108545,-5.725771415121539e-05,-2.840265786063778e-05,,,,,0.031067427605157488
SEA_A__base_s1__clean__none__anone,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,learned_features_label,0.9034707250052842,0.9084518127906412,0.8839752745559051,0.8937283607473818,,,,0.9283324325890768,0.9137738283091392,,0.1068061720566476,,0.0494610019023462,11700,250000,225800,212235,0,0,4.952840749999723,False,12500,none,True,0,042f8de030845247f5e69ae25184f5e468d9ebfca9256a69c03db5de3a0095e9,c59da41631e0289ef2b218e9439c1252d6f70b51a5c189c7c8b1d5cfc5378c40,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,1da700673581497f3af08ffff0f56dddb1138297ec1d1c391042de0de2ad3bcb,True,SEA_A,clean,none,SEA_A__base_s1,,1000,236550,none,none,0.9005030648911435,0.9045398363015232,0.8812187959786533,0.890572543883869,,,,0.9308281343002393,0.9149879021695556,,0.0803212851405622,,0.0,0,250000,237500,218500,0,0,6.934770625000056,False,12500,none,True,0,8f0d6b0667f449cd1cb5d457e8e0f6c5778c62cfd63c5e39c9199390f84c3979,eeb4c2619f21c6abfc123cadc85a50558f15eb742ca9c294e4cced41d7ed81cc,ba1ae986e51dc7eacb416700726985b62788341099f069324c138b5fb95de5ae,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.0029676601141407355,0.0031558168635128503,0.0039119764891180075,0.0027564785772518086,-0.0024957017111624236,-0.001214073860416387,,,,,0.026484886916085387
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,learned_features,0.900662976825675,0.9033945191573826,0.8825255052540302,0.8910609333276719,,,,0.929050273710174,0.9146550694726588,0.8604859980919244,0.1153838496456159,0.0508446040743027,0.0502010830612407,11898,250000,225602,209346,0,0,6.34320870800002,False,12500,none,True,0,84d45a4da0e6d9bd94a61a5ac500fa3fe683a32d82082f3b6a35b87dae59b26c,b07fbe243ebf2f0b885eec0f205fa89ef3b4d365ba256845ef4684aaf3870c57,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,9c6214b28a1945b4497af79cbe05a4ed713b6662d7caa3d93f503fa7770991bf,True,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,none,0.898263916540575,0.9023654315300408,0.8785769061230038,0.8880597036569323,,,,0.927227697353963,0.912312246414192,0.8369156518323139,0.1081966233973082,0.0,0.0,0,250000,237500,209950,0,0,6.58532812500016,False,12500,none,True,0,18d04ad1cef42d285105f72a949af2cd0b19b48fa79bfc6c4fff0bdbba5680e9,2645ea6d659a613727a6a8a26ecc635b9fdcf975e7fe6802b0cbb3903f4ec2d3,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.002399060285099952,0.003001229670739569,0.0010290876273417737,0.003948599131026409,0.0018225763562109698,0.002342823058466892,,,,0.02357034625961052,0.007187226248307699
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,learned_features_label,0.9036095404953411,0.9075952635509964,0.8849666817994399,0.8941123877171541,,,,0.9316685774854252,0.9175037390869956,0.5494416072731354,0.1248108624671498,0.4012570851338459,0.0495241697857768,24250,250000,213250,196367,0,0,4.737890458000038,False,12500,none,True,0,ac46b3419ebe43d337db7dcbc850929c4db566222e7620a7723122fe2a488a61,69dc784356e77eb3496effcefabe1f07cafa57dce832203705b91b09cd60a367,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,334e9184c5c4da345c0771221aab4b0bf8d94b0e58f9c130210b5618819f8a9f,True,SEA_A,concept,moderate,SEA_A__base_s1,1.0,1000,200912,none,none,0.898263916540575,0.9023654315300408,0.8785769061230038,0.8880597036569323,,,,0.927227697353963,0.912312246414192,0.8369156518323139,0.1081966233973082,0.0,0.0,0,250000,237500,209950,0,0,6.58532812500016,False,12500,none,True,0,18d04ad1cef42d285105f72a949af2cd0b19b48fa79bfc6c4fff0bdbba5680e9,2645ea6d659a613727a6a8a26ecc635b9fdcf975e7fe6802b0cbb3903f4ec2d3,c88437fe2343a94bfff3c65693d7af16b9401cc1e8afcac95bd3856297e1ec8f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,0.005345623954766121,0.006052684060221747,0.005229832020955616,0.006389775676436171,0.004440880131462155,0.00519149267280361,,,,-0.28747404455917847,0.016614239069841594
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,learned_features,0.8964658725230057,0.901406507804518,0.8760116849577722,0.8859692595070554,,,,0.9237381453523305,0.9076894967129392,0.8104341972399866,0.181132501552532,0.0493099966341299,0.049884265793485,11766,250000,225734,194152,0,0,5.874612707999859,False,12500,none,True,0,fa3ad97dddee5d3b3af613d09cf1213f9da34e190b181ea0e14a0d8dba596482,bb1079398c9ea99b5834c03c08a0c6e9f7b72a02b7cdcee2c1ddc90e8146f978,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,fe841704bbf60e975d08a32d54af47201903a47be4f48f74380b7c9ff45c40dc,True,SEA_A,concept,severe,SEA_A__base_s1,1.0,1000,177130,none,none,0.9054987862022243,0.9097307384088528,0.8871836985281608,0.896299438220492,,,,0.9279019963668996,0.9130816543803906,0.7704308313699091,0.1911533901654152,0.0,0.0,0,250000,237500,190000,0,0,5.912634041999809,False,12500,none,True,0,2eee97ecf7f16d9ed9cf4c0861619aa745593df5b65103e3d3ac76f6fc2f8a7e,a8d8541e512f9927501c773ebb818352ecea3cb4acf9c83da35ea024c858662c,64c5d1e3a1be6c177c5280002513bdb7e9e0d046370a95e3deabd5770d57bc44,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True,-0.009032913679218657,-0.010330178713436555,-0.008324230604334737,-0.011172013570388661,-0.004163851014569175,-0.0053921576674513805,,,,0.04000336587007747,-0.010020888612883194
