stream,mode,level,detector,filter,metric,mean,std,min,max,count
RBF_I,concept,moderate,adwin,learned_features_label,poison_admission_rate_difference,-0.08566211888621822,0.08165317389473425,-0.17609974782852345,-0.017356137838065555,3
RBF_I,concept,moderate,adwin,learned_features_label,roc_auc_difference,-0.01860628243203044,0.008192710088795982,-0.024186605648954473,-0.009200571474115016,3
RBF_I,concept,moderate,adwin,none,accuracy_difference,-0.009930414406992383,0.0136058169854315,-0.02210577128837532,0.004756029610761714,3
RBF_I,concept,moderate,adwin,none,average_precision_difference,-0.011389794404361756,0.018892453440355606,-0.03186463570687159,0.0053676302517832175,3
RBF_I,concept,moderate,adwin,none,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,adwin,none,legitimate_withhold_rate_difference,0.03826355344075947,0.04572400324410465,-0.011550539207636074,0.0783232101961566,3
RBF_I,concept,moderate,adwin,none,macro_f1_difference,-0.010439756934999064,0.01375831992094668,-0.022710905625327737,0.004433983660128815,3
RBF_I,concept,moderate,adwin,none,macro_precision_difference,-0.010761139334937312,0.014351449190901887,-0.02435815255846785,0.004241330796273313,3
RBF_I,concept,moderate,adwin,none,macro_recall_difference,-0.01027562630192728,0.013568544672591798,-0.02206820968893619,0.004554121460056515,3
RBF_I,concept,moderate,adwin,none,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,adwin,none,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,adwin,none,poison_admission_rate_difference,-0.18419429298196568,0.09302205228082719,-0.27789296721770795,-0.09186395933383884,3
RBF_I,concept,moderate,adwin,none,roc_auc_difference,-0.0037091883287363827,0.0072250545888215304,-0.011048219910380297,0.0033962225993352524,3
RBF_I,concept,moderate,d3_oof,learned_features,accuracy_difference,-0.0017831366429167383,0.004891470838696872,-0.007415038095380244,0.0014039629592751401,3
RBF_I,concept,moderate,d3_oof,learned_features,average_precision_difference,-0.0031901782797530607,0.007298136901420647,-0.01152238075085299,0.0020684446797570866,3
RBF_I,concept,moderate,d3_oof,learned_features,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features,legitimate_withhold_rate_difference,-0.002665074345628506,0.016773918139670056,-0.017034147894611107,0.015767201035547185,3
RBF_I,concept,moderate,d3_oof,learned_features,macro_f1_difference,-0.0018225604017383008,0.004988943876594796,-0.007566282039038086,0.0014324548488622302,3
RBF_I,concept,moderate,d3_oof,learned_features,macro_precision_difference,-0.0021867469490067792,0.005381537973413461,-0.008393472828100434,0.0011780855980145777,3
RBF_I,concept,moderate,d3_oof,learned_features,macro_recall_difference,-0.0017642049452521642,0.004855589710383197,-0.007358560389142621,0.0013556828805619814,3
RBF_I,concept,moderate,d3_oof,learned_features,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features,poison_admission_rate_difference,-0.023940067046508934,0.056626523584204225,-0.08915662650602407,0.012750301906928385,3
RBF_I,concept,moderate,d3_oof,learned_features,roc_auc_difference,-0.001501127221132048,0.0035681858533208087,-0.0056174234160548675,0.0007120354259261275,3
RBF_I,concept,moderate,d3_oof,learned_features_label,accuracy_difference,-0.00017890496304247735,0.0026376473072224887,-0.0030555928795727993,0.002125858807129344,3
RBF_I,concept,moderate,d3_oof,learned_features_label,average_precision_difference,-0.00020348216083613627,0.004347160801051555,-0.0034182904143097437,0.00474256884004709,3
RBF_I,concept,moderate,d3_oof,learned_features_label,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features_label,legitimate_withhold_rate_difference,-0.005339366360051288,0.023034773319760195,-0.0246457852423784,0.020158319227322613,3
RBF_I,concept,moderate,d3_oof,learned_features_label,macro_f1_difference,-0.0005214111211725067,0.0026860187929020956,-0.003213672363232001,0.00215832139292782,3
RBF_I,concept,moderate,d3_oof,learned_features_label,macro_precision_difference,-0.0005442925852909841,0.0026881085920847964,-0.0033221375874544767,0.0020440508847614502,3
RBF_I,concept,moderate,d3_oof,learned_features_label,macro_recall_difference,-0.0006837871181936869,0.0026587318325520257,-0.0031364705726667497,0.0021416521237495045,3
RBF_I,concept,moderate,d3_oof,learned_features_label,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features_label,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,d3_oof,learned_features_label,poison_admission_rate_difference,0.007455771156503903,0.04434776353239106,-0.039871112356402394,0.04805582128186381,3
RBF_I,concept,moderate,d3_oof,learned_features_label,roc_auc_difference,0.0006389923744496059,0.0018498617216073578,-0.0008839602273251757,0.0026975615473506798,3
RBF_I,concept,moderate,d3_oof,none,accuracy_difference,-0.007399191852688928,0.008847135854636916,-0.016462379878871225,0.0012147764612168155,3
RBF_I,concept,moderate,d3_oof,none,average_precision_difference,-0.010619646216587952,0.012502833904049573,-0.02347619052568728,0.0014965787290259769,3
RBF_I,concept,moderate,d3_oof,none,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,d3_oof,none,legitimate_withhold_rate_difference,0.023210944261726835,0.03930633429948462,-0.022065959003299468,0.04858607985661659,3
RBF_I,concept,moderate,d3_oof,none,macro_f1_difference,-0.007336321751379808,0.009179576338596085,-0.01683100379300395,0.001491813487774829,3
RBF_I,concept,moderate,d3_oof,none,macro_precision_difference,-0.007790179154993211,0.009656244292370084,-0.01791621369694818,0.0013151916600574465,3
RBF_I,concept,moderate,d3_oof,none,macro_recall_difference,-0.0070539707358011254,0.00858091650457344,-0.016004800409172182,0.0011016769980236596,3
RBF_I,concept,moderate,d3_oof,none,malicious_precision_difference,,,,,0
RBF_I,concept,moderate,d3_oof,none,malicious_recall_difference,,,,,0
RBF_I,concept,moderate,d3_oof,none,poison_admission_rate_difference,-0.07356207504708483,0.0029974336586726207,-0.07692307692307687,-0.07116578200915546,3
RBF_I,concept,moderate,d3_oof,none,roc_auc_difference,-0.004297148729036637,0.0045704544697368985,-0.008153064039446822,0.0007513844979414319,3
RBF_I,concept,moderate,hddm_w,learned_features,accuracy_difference,-0.05724019415639755,0.0263064027408946,-0.084426927039011,-0.03191277506721102,3
RBF_I,concept,moderate,hddm_w,learned_features,average_precision_difference,-0.08014307001911514,0.03130413957077439,-0.11429212199182948,-0.05280546256128149,3
RBF_I,concept,moderate,hddm_w,learned_features,benign_fpr_difference,,,,,0
RBF_I,concept,moderate,hddm_w,learned_features,legitimate_withhold_rate_difference,0.09656044059815487,0.043719531999531124,0.05441103255999208,0.14169689912064623,3
RBF_I,concept,moderate,hddm_w,learned_features,macro_f1_difference,-0.05812091251131568,0.026014472464221894,-0.08492901920539575,-0.03298029922531254,3
RBF_I,concept,moderate,hddm_w,learned_features,macro_precision_difference,-0.05815447024329157,0.0272205933159012,-0.08722519186585143,-0.03326872012883042,3
