condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy_confirmed,accuracy_no_reset,accuracy_difference,macro_f1_confirmed,macro_f1_no_reset,macro_f1_difference,macro_precision_confirmed,macro_precision_no_reset,macro_precision_difference,macro_recall_confirmed,macro_recall_no_reset,macro_recall_difference,roc_auc_confirmed,roc_auc_no_reset,roc_auc_difference,average_precision_confirmed,average_precision_no_reset,average_precision_difference,malicious_precision_confirmed,malicious_precision_no_reset,malicious_precision_difference,malicious_recall_confirmed,malicious_recall_no_reset,malicious_recall_difference,benign_fpr_confirmed,benign_fpr_no_reset,benign_fpr_difference,poison_admission_rate_confirmed,poison_admission_rate_no_reset,poison_admission_rate_difference,legitimate_withhold_rate_confirmed,legitimate_withhold_rate_no_reset,legitimate_withhold_rate_difference
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,adwin,learned_features,1000,177115,0.916974846850916,0.9036275865962792,0.013347260254636839,0.9098531310081246,0.8947314823074655,0.01512164870065913,0.9165075714393388,0.9044665258666832,0.012041045572655618,0.9045065871046224,0.8875621680350525,0.016944419069569894,0.9336594412348812,0.929181801542324,0.0044776396925572115,0.919662050113954,0.9141323934663814,0.005529656647572545,,,,,,,,,,0.7413308656515522,0.8177841339278203,-0.0764532682762682,0.229980521130339,0.1894362419896677,0.040544279140671324
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,hddm_w,learned_features,1000,177115,0.9036275865962792,0.9036275865962792,0.0,0.8947314823074655,0.8947314823074655,0.0,0.9044665258666832,0.9044665258666832,0.0,0.8875621680350525,0.8875621680350525,0.0,0.929181801542324,0.929181801542324,0.0,0.9141323934663814,0.9141323934663814,0.0,,,,,,,,,,0.8177841339278203,0.8177841339278203,0.0,0.1894362419896677,0.1894362419896677,0.0
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,hellinger,learned_features,1000,177115,0.9123620246732348,0.9036275865962792,0.00873443807695562,0.905157615604527,0.8947314823074655,0.010426133297061546,0.9100122038976828,0.9044665258666832,0.00554567803099959,0.901070473250501,0.8875621680350525,0.013508305215448546,0.9326130188179896,0.929181801542324,0.0034312172756656434,0.9175688718993124,0.9141323934663814,0.003436478432930934,,,,,,,,,,0.7791200471102886,0.8177841339278203,-0.03866408681753175,0.2223527086920927,0.1894362419896677,0.03291646670242501
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,d3_oof,learned_features,1000,177115,0.9036275865962792,0.9036275865962792,0.0,0.8947314823074655,0.8947314823074655,0.0,0.9044665258666832,0.9044665258666832,0.0,0.8875621680350525,0.8875621680350525,0.0,0.929181801542324,0.929181801542324,0.0,0.9141323934663814,0.9141323934663814,0.0,,,,,,,,,,0.8177841339278203,0.8177841339278203,0.0,0.1894362419896677,0.1894362419896677,0.0
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,adwin,learned_features_label,1000,177115,0.9183807130960112,0.9018039127120796,0.01657680038393161,0.9114941402548842,0.8925914113663109,0.01890272888857325,0.9174741200328168,0.9030790260932764,0.014395093939540415,0.9065980763745524,0.8850139621588621,0.021584114215690287,0.932408305635089,0.9293635824434304,0.003044723191658605,0.9197308031293412,0.9148242938709036,0.004906509258437608,,,,,,,,,,0.7793724236560949,0.8469083873138723,-0.06753596365777736,0.1958727380515484,0.1422013945741467,0.053671343477401684
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,hddm_w,learned_features_label,1000,177115,0.9018039127120796,0.9018039127120796,0.0,0.8925914113663109,0.8925914113663109,0.0,0.9030790260932764,0.9030790260932764,0.0,0.8850139621588621,0.8850139621588621,0.0,0.9293635824434304,0.9293635824434304,0.0,0.9148242938709036,0.9148242938709036,0.0,,,,,,,,,,0.8469083873138723,0.8469083873138723,0.0,0.1422013945741467,0.1422013945741467,0.0
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,hellinger,learned_features_label,1000,177115,0.9167433588346554,0.9018039127120796,0.014939446122575806,0.9097420470960846,0.8925914113663109,0.01715063572977371,0.915559741800976,0.9030790260932764,0.012480715707699597,0.9049629451582364,0.8850139621588621,0.01994898299937431,0.9313566533468964,0.9293635824434304,0.00199307090346601,0.9187413831555472,0.9148242938709036,0.003917089284643627,,,,,,,,,,0.8604357701690923,0.8469083873138723,0.013527382855220038,0.1466448352765152,0.1422013945741467,0.00444344070236849
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,d3_oof,learned_features_label,1000,177115,0.9018039127120796,0.9018039127120796,0.0,0.8925914113663109,0.8925914113663109,0.0,0.9030790260932764,0.9030790260932764,0.0,0.8850139621588621,0.8850139621588621,0.0,0.9293635824434304,0.9293635824434304,0.0,0.9148242938709036,0.9148242938709036,0.0,,,,,,,,,,0.8469083873138723,0.8469083873138723,0.0,0.1422013945741467,0.1422013945741467,0.0
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,adwin,none,1000,236550,0.6998309025575988,0.6974339463115621,0.002396956246036752,0.7004985608276996,0.6973271354988523,0.0031714253288472882,0.7022818230479355,0.6985569310245472,0.0037248920233883265,0.700190196748512,0.6972013033800705,0.0029888933684415475,0.8810435842945259,0.8805748379841987,0.00046874631032722824,0.75736977492838,0.7552508483407172,0.0021189265876627728,,,,,,,,,,,,,0.2088353413654618,0.180722891566265,0.028112449799196804
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hddm_w,none,1000,236550,0.6905474529697738,0.6974339463115621,-0.006886493341788258,0.6907704515663369,0.6973271354988523,-0.006556683932515406,0.6922897399535171,0.6985569310245472,-0.0062671910710301315,0.6906846602954853,0.6972013033800705,-0.006516643084585216,0.8748000622928643,0.8805748379841987,-0.005774775691334333,0.7456690438170495,0.7552508483407172,-0.009581804523667747,,,,,,,,,,,,,0.2329317269076305,0.180722891566265,0.0522088353413655
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hellinger,none,1000,236550,0.6982794335235679,0.6974339463115621,0.0008454872120058354,0.6982988008157734,0.6973271354988523,0.0009716653169211664,0.6995764395833239,0.6985569310245472,0.0010195085587767494,0.6981651793205638,0.6972013033800705,0.0009638759404932973,0.880801050456544,0.8805748379841987,0.00022621247234533293,0.7559446988112415,0.7552508483407172,0.0006938504705242821,,,,,,,,,,,,,0.2088353413654618,0.180722891566265,0.028112449799196804
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,d3_oof,none,1000,236550,0.6974339463115621,0.6974339463115621,0.0,0.6973271354988523,0.6973271354988523,0.0,0.6985569310245472,0.6985569310245472,0.0,0.6972013033800705,0.6972013033800705,0.0,0.8805748379841987,0.8805748379841987,0.0,0.7552508483407172,0.7552508483407172,0.0,,,,,,,,,,,,,0.180722891566265,0.180722891566265,0.0
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,adwin,learned_features,1000,236550,0.662291270344536,0.662291270344536,0.0,0.6623393113805889,0.6623393113805889,0.0,0.6634982800681795,0.6634982800681795,0.0,0.6624586688471455,0.6624586688471455,0.0,0.8620903863632525,0.8620903863632525,0.0,0.7128958917822081,0.7128958917822081,0.0,,,,,,,,,,,,,0.2624899598393574,0.2624899598393574,0.0
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hddm_w,learned_features,1000,236550,0.6407524836186853,0.662291270344536,-0.021538786725850745,0.6407842838013178,0.6623393113805889,-0.02155502757927108,0.6419779362036586,0.6634982800681795,-0.02152034386452084,0.6425133725992541,0.6624586688471455,-0.01994529624789143,0.8516398468897001,0.8620903863632525,-0.010450539473552456,0.6878155622293634,0.7128958917822081,-0.025080329552844782,,,,,,,,,,,,,0.3083407313464384,0.2624899598393574,0.045850771507081
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hellinger,learned_features,1000,236550,0.6710124709363771,0.662291270344536,0.008721200591841005,0.671174700267775,0.6623393113805889,0.008835388887186157,0.6731007297056788,0.6634982800681795,0.009602449637499344,0.6706525934098626,0.6624586688471455,0.008193924562717059,0.8672442486236973,0.8620903863632525,0.005153862260444786,0.7244222995615874,0.7128958917822081,0.0115264077793793,,,,,,,,,,,,,0.2310758824772775,0.2624899598393574,-0.031414077362079906
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,d3_oof,learned_features,1000,236550,0.671993236102304,0.662291270344536,0.009701965757767939,0.6721426416449962,0.6623393113805889,0.009803330264407273,0.6736425350948038,0.6634982800681795,0.010144255026624305,0.6719505323051336,0.6624586688471455,0.009491863457988026,0.8670215188786823,0.8620903863632525,0.004931132515429759,0.7217850512458899,0.7128958917822081,0.00888915946368174,,,,,,,,,,,,,0.2352356795603466,0.2624899598393574,-0.027254280279010806
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,adwin,learned_features_label,1000,236550,0.6473557387444515,0.6669203128302684,-0.01956457408581691,0.6474494470882339,0.6671069147329354,-0.019657467644701443,0.6481638562943784,0.6694033098103664,-0.021239453515987994,0.6480962991766301,0.6666973600261611,-0.018601060849530948,0.8538938094084554,0.865519631569867,-0.011625822161411614,0.6885970992128705,0.7214174680526008,-0.032820368839730274,,,,,,,,,,,,,0.306708941027267,0.2793532022828154,0.027355738744451574
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hddm_w,learned_features_label,1000,236550,0.6528809976749101,0.6669203128302684,-0.014039315155358278,0.6530080677469604,0.6671069147329354,-0.014098846985974967,0.6544325666724631,0.6694033098103664,-0.014970743137903364,0.6530525067107321,0.6666973600261611,-0.013644853315428973,0.8562945171925485,0.865519631569867,-0.009225114377318544,0.6951886334422682,0.7214174680526008,-0.02622883461033254,,,,,,,,,,,,,0.2991967871485944,0.2793532022828154,0.019843584865778974
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,hellinger,learned_features_label,1000,236550,0.627000634115409,0.6669203128302684,-0.03991967871485946,0.6270792655450836,0.6671069147329354,-0.04002764918785173,0.6283272328911331,0.6694033098103664,-0.04107607691923332,0.6281558051979701,0.6666973600261611,-0.038541554828190994,0.8387392001468821,0.865519631569867,-0.02678043142298492,0.6621752307774288,0.7214174680526008,-0.05924223727517197,,,,,,,,,,,,,0.4498203339674487,0.2793532022828154,0.1704671316846333
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,RBF_I__base_s0,,d3_oof,learned_features_label,1000,236550,0.6562418093426337,0.6669203128302684,-0.010678503487634772,0.6565518770383159,0.6671069147329354,-0.010555037694619518,0.6572476522297591,0.6694033098103664,-0.012155657580607326,0.6569357428967758,0.6666973600261611,-0.00976161712938528,0.8566114121428855,0.865519631569867,-0.0089082194269815,0.7032693357310305,0.7214174680526008,-0.01814813232157031,,,,,,,,,,,,,0.3067977171845276,0.2793532022828154,0.02744451490171218
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,adwin,none,1000,236550,0.6761403508771929,0.656127668569013,0.020012682308179985,0.6769778269278405,0.6572114929007422,0.019766334027098265,0.6806168413990417,0.6595056523341776,0.02111118906486409,0.6758356441664388,0.6564810632210278,0.019354580945410982,0.8682155350431363,0.8577297572567536,0.01048577778638271,0.722897119865211,0.7027175363100149,0.020179583555196112,,,,,,,,,,0.8210212909387113,0.7983821133644178,0.022639177574293567,0.1763043175348846,0.2006588769233831,-0.02435455938849851
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hddm_w,none,1000,236550,0.6549439864722046,0.656127668569013,-0.0011836820968083028,0.6554065673234093,0.6572114929007422,-0.0018049255773329165,0.6591366578634403,0.6595056523341776,-0.00036899447073723834,0.654392792592466,0.6564810632210278,-0.0020882706285618724,0.8569337225081793,0.8577297572567536,-0.0007960347485742592,0.7027904005890756,0.7027175363100149,7.286427906072479e-05,,,,,,,,,,0.7815010392674568,0.7983821133644178,-0.016881074096960935,0.2213060095148993,0.2006588769233831,0.020647132591516182
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hellinger,none,1000,236550,0.6536673007820757,0.656127668569013,-0.0024603677869372564,0.6545269550867662,0.6572114929007422,-0.00268453781397604,0.6585499335060635,0.6595056523341776,-0.0009557188281140716,0.6540383010418772,0.6564810632210278,-0.002442762179150626,0.8527310786860851,0.8577297572567536,-0.004998678570668491,0.695178168504754,0.7027175363100149,-0.007539367805260877,,,,,,,,,,0.7524015504746925,0.7983821133644178,-0.045980562889725296,0.244515994187551,0.2006588769233831,0.04385711726416788
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,d3_oof,none,1000,236550,0.656127668569013,0.656127668569013,0.0,0.6572114929007422,0.6572114929007422,0.0,0.6595056523341776,0.6595056523341776,0.0,0.6564810632210278,0.6564810632210278,0.0,0.8577297572567536,0.8577297572567536,0.0,0.7027175363100149,0.7027175363100149,0.0,,,,,,,,,,0.7983821133644178,0.7983821133644178,0.0,0.2006588769233831,0.2006588769233831,0.0
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,adwin,learned_features,1000,236550,0.6687719298245614,0.672145423800465,-0.0033734939759036964,0.6692422492135428,0.6727455983212585,-0.0035033491077156587,0.6749774768392869,0.6760881113164418,-0.0011106344771548704,0.6676662323195861,0.6716650536298223,-0.003998821310236211,0.8618245746355293,0.8608858227030236,0.0009387519325056992,0.7126094018684775,0.7089730837165948,0.0036363181518827004,,,,,,,,,,0.7450424133475647,0.7699286556935003,-0.024886242345935616,0.2550361287497263,0.2278549674542667,0.02718116129545961
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features,1000,236550,0.6150327626294653,0.672145423800465,-0.05711266117099978,0.6160767924351948,0.6727455983212585,-0.05666880588606371,0.6205168254335995,0.6760881113164418,-0.055571285882842214,0.6149768691232408,0.6716650536298223,-0.05668818450658153,0.8351482124101797,0.8608858227030236,-0.025737610292843938,0.6470510098256821,0.7089730837165948,-0.061922073890912754,,,,,,,,,,0.6208359080950508,0.7699286556935003,-0.14909274759844948,0.382810478332703,0.2278549674542667,0.1549555108784363
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hellinger,learned_features,1000,236550,0.6717649545550624,0.672145423800465,-0.00038046924540269256,0.6724423690190167,0.6727455983212585,-0.0003032293022418031,0.6760439302282875,0.6760881113164418,-4.418108815429367e-05,0.6714208562103265,0.6716650536298223,-0.000244197419495773,0.8609594355945553,0.8608858227030236,7.3612891531738e-05,0.7117873384708202,0.7089730837165948,0.002814254754225365,,,,,,,,,,0.7369810684792989,0.7699286556935003,-0.032947587214201435,0.2616099687481338,0.2278549674542667,0.033755001293867104
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,d3_oof,learned_features,1000,236550,0.6752779539209469,0.672145423800465,0.003132530120481869,0.6757188448813708,0.6727455983212585,0.0029732465601123304,0.6799575302417318,0.6760881113164418,0.0038694189252900246,0.674598262951827,0.6716650536298223,0.002933209322004693,0.8646163471129059,0.8608858227030236,0.0037305244098823076,0.7195302210572677,0.7089730837165948,0.010557137340672873,,,,,,,,,,0.7797314757597887,0.7699286556935003,0.009802820066288409,0.2201614347990524,0.2278549674542667,-0.007693532655214302
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,adwin,learned_features_label,1000,236550,0.6467977171845276,0.6561910801099133,-0.009393362925385729,0.6474667706891233,0.6565289265254339,-0.009062155836310648,0.6555253246985646,0.6627127342114305,-0.007187409512865894,0.6459696608563742,0.6553332564246325,-0.009363595568258276,0.8542592542259708,0.8585539395084187,-0.004294685282447919,0.700350724597157,0.7057894606385235,-0.005438736041366576,,,,,,,,,,0.7769788214145272,0.7693388011909443,0.0076400202235828996,0.236717956884368,0.2397834265581145,-0.0030654696737464904
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features_label,1000,236550,0.6131515535827521,0.6561910801099133,-0.043039526527161254,0.6137920180562964,0.6565289265254339,-0.04273690846913758,0.6175485335853513,0.6627127342114305,-0.045164200626079176,0.6135596648186125,0.6553332564246325,-0.04177359160602001,0.8347217349326088,0.8585539395084187,-0.023832204575809923,0.6554922490721592,0.7057894606385235,-0.05029721156636435,,,,,,,,,,0.6652716139542723,0.7693388011909443,-0.10406718723667208,0.3474928837311145,0.2397834265581145,0.10770945717299998
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,hellinger,learned_features_label,1000,236550,0.6456943563728599,0.6561910801099133,-0.01049672373705346,0.6459618564681708,0.6565289265254339,-0.010567070057263095,0.6532821205437479,0.6627127342114305,-0.009430613667682608,0.6450670369140291,0.6553332564246325,-0.010266219510603358,0.8527339807463354,0.8585539395084187,-0.005819958762083299,0.6947929909591875,0.7057894606385235,-0.010996469679336096,,,,,,,,,,0.79422504353688,0.7693388011909443,0.024886242345935616,0.216095706351892,0.2397834265581145,-0.023687720206222507
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,RBF_I__base_s0,0.0,d3_oof,learned_features_label,1000,236550,0.6499767491016698,0.6561910801099133,-0.006214331008243534,0.6502505706363069,0.6565289265254339,-0.006278355889127063,0.6570305812621522,0.6627127342114305,-0.0056821529492783185,0.6490533909861189,0.6553332564246325,-0.006279865438513554,0.8556888191016309,0.8585539395084187,-0.00286512040678788,0.6990872738900326,0.7057894606385235,-0.00670218674849099,,,,,,,,,,0.7483849221953823,0.7693388011909443,-0.020953878995562003,0.2639190238270597,0.2397834265581145,0.02413559726894518
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,adwin,none,1000,236550,0.6423124075248362,0.6380131050517861,0.004299302473050104,0.6424815454590541,0.6392939628628248,0.0031875825962293103,0.6550970405543304,0.6484213034087077,0.00667573714562264,0.641194533727892,0.6378539832804011,0.003340550447490931,0.8466054945067845,0.8411724012236197,0.005433093283164769,0.6773264383821095,0.6708015836205745,0.006524854761534971,,,,,,,,,,0.732683107607304,0.7604945758372077,-0.027811468229903658,0.2696657749483593,0.2360908875419051,0.0335748874064542
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hddm_w,none,1000,236550,0.5820756711054745,0.6380131050517861,-0.055937433946311566,0.5828625120386772,0.6392939628628248,-0.05643145082414758,0.6011687086478411,0.6484213034087077,-0.04725259476086663,0.5814252486906943,0.6378539832804011,-0.056428734589706764,0.8190102775497765,0.8411724012236197,-0.02216212367384318,0.6199161954392476,0.6708015836205745,-0.05088538818132693,,,,,,,,,,0.6566774476113469,0.7604945758372077,-0.10381712822586076,0.3407097626223291,0.2360908875419051,0.104618875080424
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hellinger,none,1000,236550,0.6392517438173747,0.6380131050517861,0.0012386387655886066,0.6403282846971037,0.6392939628628248,0.001034321834278873,0.6497433308821693,0.6484213034087077,0.0013220274734615511,0.6389138876326734,0.6378539832804011,0.0010599043522723228,0.8427704748527569,0.8411724012236197,0.00159807362913722,0.6739231650242119,0.6708015836205745,0.0031215814036373857,,,,,,,,,,0.7529479145610134,0.7604945758372077,-0.0075466612761943,0.2442856659103992,0.2360908875419051,0.00819477836849411
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,d3_oof,none,1000,236550,0.629858380891989,0.6380131050517861,-0.008154724159797122,0.6298476440035751,0.6392939628628248,-0.009446318859249736,0.6424910317662589,0.6484213034087077,-0.005930271642448859,0.6281341597752685,0.6378539832804011,-0.009719823505132563,0.83901189467432,0.8411724012236197,-0.002160506549299668,0.6607804954970754,0.6708015836205745,-0.010021088123499111,,,,,,,,,,0.7073310423825888,0.7604945758372077,-0.05316353345461888,0.2879798629688576,0.2360908875419051,0.05188897542695248
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,adwin,learned_features,1000,236550,0.6331938279433523,0.6303149439864723,0.002878883956880074,0.6344894541717391,0.6318540040810644,0.0026354500906746736,0.6430814170559533,0.6405239370152673,0.002557480040686011,0.6327405156765084,0.6299372141543539,0.0028033015221544666,0.8434639913194213,0.8439238867030054,-0.0004598953835841524,0.6715737833467272,0.6713939067063328,0.0001798766403944274,,,,,,,,,,0.7336938211710801,0.7313523347483323,0.002341486422747785,0.26583928752836,0.2701511406093032,-0.004311853080943173
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hddm_w,learned_features,1000,236550,0.612428662016487,0.6303149439864723,-0.017886281969985207,0.6126415847240182,0.6318540040810644,-0.019212419357046207,0.6212069121228003,0.6405239370152673,-0.019317024892467005,0.6116381054074546,0.6299372141543539,-0.01829910874689933,0.8273752038547908,0.8439238867030054,-0.016548682848214646,0.6354856742107566,0.6713939067063328,-0.035908232495576176,,,,,,,,,,0.6564753048985917,0.7313523347483323,-0.07487702984974054,0.3430237151919452,0.2701511406093032,0.07287257458264201
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hellinger,learned_features,1000,236550,0.6358232931726908,0.6303149439864723,0.005508349186218564,0.6365397326825447,0.6318540040810644,0.00468572860148031,0.6456404732206016,0.6405239370152673,0.0051165362053342545,0.6349813696956981,0.6299372141543539,0.005044155541344186,0.844507037011244,0.8439238867030054,0.0005831503082385225,0.6713005156432045,0.6713939067063328,-9.339106312833412e-05,,,,,,,,,,0.6756620173842733,0.7313523347483323,-0.05569031736405894,0.3225367692707099,0.2701511406093032,0.052385628661406725
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,d3_oof,learned_features,1000,236550,0.6303149439864723,0.6303149439864723,0.0,0.6318540040810644,0.6318540040810644,0.0,0.6405239370152673,0.6405239370152673,0.0,0.6299372141543539,0.6299372141543539,0.0,0.8439238867030054,0.8439238867030054,0.0,0.6713939067063328,0.6713939067063328,0.0,,,,,,,,,,0.72709049255441,0.7313523347483323,-0.004261842193922227,0.2738986150147303,0.2701511406093032,0.003747474405427109
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,adwin,learned_features_label,1000,236550,0.6427774254914395,0.6440118368209681,-0.0012344113295286174,0.6438970034372309,0.6454722527700858,-0.001575249332854911,0.6586262935857845,0.6588710507530479,-0.00024475716726335417,0.6413145546111756,0.6424885022383421,-0.001173947627166494,0.8454270376326922,0.8462701472054249,-0.0008431095727327031,0.6789558682070699,0.6806701884727492,-0.0017143202656793033,,,,,,,,,,0.7259281719560676,0.7616568964355501,-0.0357287244794825,0.2832842323885634,0.2477058006840269,0.03557843170453648
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hddm_w,learned_features_label,1000,236550,0.5965165926865356,0.6440118368209681,-0.04749524413443251,0.5986141768228728,0.6454722527700858,-0.04685807594721303,0.6110304963911425,0.6588710507530479,-0.047840554361905374,0.5967186651995711,0.6424885022383421,-0.04576983703877102,0.8244248249309021,0.8462701472054249,-0.02184532227452285,0.6358133715585803,0.6806701884727492,-0.04485681691416887,,,,,,,,,,0.6781045751633987,0.7616568964355501,-0.0835523212721514,0.3311830505796169,0.2477058006840269,0.08347724989559
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,hellinger,learned_features_label,1000,236550,0.6441767068273092,0.6440118368209681,0.00016487000634113347,0.6458134686491355,0.6454722527700858,0.0003412158790496722,0.6597936355029637,0.6588710507530479,0.0009225847499158002,0.6427274230129073,0.6424885022383421,0.0002389207745652211,0.8470299222495279,0.8462701472054249,0.0007597750441029616,0.6819246407807982,0.6806701884727492,0.0012544523080489922,,,,,,,,,,0.7657165959167173,0.7616568964355501,0.004059699481167134,0.2438285191832311,0.2477058006840269,-0.003877281500795804
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,RBF_I__base_s0,0.0,d3_oof,learned_features_label,1000,236550,0.6440118368209681,0.6440118368209681,0.0,0.6454722527700858,0.6454722527700858,0.0,0.6588710507530479,0.6588710507530479,0.0,0.6424885022383421,0.6424885022383421,0.0,0.8462701472054249,0.8462701472054249,0.0,0.6806701884727492,0.6806701884727492,0.0,,,,,,,,,,0.7616568964355501,0.7616568964355501,0.0,0.2477058006840269,0.2477058006840269,0.0
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,adwin,none,1000,200943,0.6327764589958347,0.65488223028421,-0.02210577128837532,0.632584601078552,0.6552955067038797,-0.022710905625327737,0.6327034608771188,0.6570616134355867,-0.02435815255846785,0.6326623182698843,0.6547305279588205,-0.02206820968893619,0.8471672690555195,0.8582154889658998,-0.011048219910380297,0.6774507573909704,0.709315393097842,-0.03186463570687159,,,,,,,,,,0.6200185356811863,0.7118824950150251,-0.09186395933383884,0.23996854829479,0.2515190875024261,-0.011550539207636074
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,none,1000,200943,0.6012849415008236,0.65488223028421,-0.05359728878338643,0.6002184901424314,0.6552955067038797,-0.055077016561448255,0.6030118381015275,0.6570616134355867,-0.05404977533405919,0.60312711223386,0.6547305279588205,-0.05160341572496052,0.8260210537468539,0.8582154889658998,-0.03219443521904597,0.6398437604037678,0.709315393097842,-0.06947163269407419,,,,,,,,,,0.6237537562838767,0.7118824950150251,-0.08812873873114835,0.3304568957366019,0.2515190875024261,0.07893780823417584
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,none,1000,200943,0.6430330989385049,0.65488223028421,-0.011849131345705088,0.6430179555487596,0.6552955067038797,-0.012277551155120081,0.6445186448378826,0.6570616134355867,-0.012542968597704096,0.6425723275793048,0.6547305279588205,-0.012158200379515649,0.8496538248923584,0.8582154889658998,-0.00856166407354142,0.6925993661364351,0.709315393097842,-0.016716026961406838,,,,,,,,,,0.6778161597438705,0.7118824950150251,-0.034066335271154546,0.2738488028943531,0.2515190875024261,0.02232971539192702
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,none,1000,200943,0.6384198504053388,0.65488223028421,-0.016462379878871225,0.6384645029108758,0.6552955067038797,-0.01683100379300395,0.6391453997386385,0.6570616134355867,-0.01791621369694818,0.6387257275496483,0.6547305279588205,-0.016004800409172182,0.850062424926453,0.8582154889658998,-0.008153064039446822,0.6858392025721547,0.709315393097842,-0.02347619052568728,,,,,,,,,,0.6407167130058696,0.7118824950150251,-0.07116578200915546,0.2294531284991266,0.2515190875024261,-0.022065959003299468
