condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,learned_features_label,0.6794346008361537,0.6789624232828977,0.6760834124569942,0.6768900138638626,,,,0.8651930205038767,0.7284554086261602,0.6185517822060062,0.237422854867609,0.02307044625315745,0.02329782998208242,5503,250000,231997,176206,0,0,17.035478666000017,False,12500,none,True,0,ce4debad0208a55223324537fe249a03eb8984289e5cfc01e596d0ba7d5516c2,556b24ba04a7c645cf527c25fe93040dc52c68350b2027005c30aadeb5dc69f5,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,53ef3ffe4af92e9a0e2c59e4bd5d518d4db8c81d4f314d7cf88f81a9b07eb2a1,True
RBF_I__base_s1__splice__moderate__a1,RBF_I,splice,moderate,RBF_I__base_s1,1.0,1000,200920,none,none,0.6883535735616165,0.6908784136492478,0.6873085734493714,0.6883591494802014,,,,0.871215332791379,0.7405644602847447,0.7223687903452147,0.2722874776030261,0.0,0.0,0,250000,237500,172900,0,0,16.35936249999986,False,12500,none,True,0,062a100529ca7b5eb6d1f062a3777a34b0a231320738e12cc0097e927c520663,9168453176a04bb942ccfc9dd2d3bd2147d756309f3bd369156a62f5baf974b9,7d0c1ffab0d7178725405304b42a78d1ed92a8ac0c58afdea6cc35488aa8b28a,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,learned_features,0.6691065261066841,0.6718736324696606,0.6654649194015501,0.667872025398571,,,,0.8582310306673085,0.7164010092257912,0.5023587289820399,0.30008013724914784,0.07293526973750716,0.07430190297749385,17495,250000,220005,154790,0,0,15.093630833000589,False,12500,none,True,0,f5f217237fa859b90ddd291cd6f9fa92f5aba0aafad044e8d8100dd807eb6a0b,7b09d71a4774e134b3c4f02315b96bc4bd7f3653025cc990ad6251030768a7bf,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,830ff585d2c5eab3929c6d761254a192924faa244113c3d2345ee761d57db779,True
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,learned_features_label,0.6667475563782478,0.67015838038881,0.6609667198610235,0.6642893647000616,,,,0.8582858587525548,0.7165395986086736,0.6293088924082623,0.3057066750942459,0.02444654109242848,0.02413147023634845,5727,250000,231773,161328,0,0,16.419167584000206,False,12500,none,True,0,ba351f774429ff6506fac8599e12377fb78c204f8546acf01294b8812a86de0e,01843bad82a79bcdb9bd598b18a5ac01351eeb0f187a7d34756e453eddfd8802,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,30c5c4325fc14d45e078f9c2f1d62e6565c9052e5806b5aa3c6bf5968ccbbbb5,True
RBF_I__base_s1__splice__severe__a1,RBF_I,splice,severe,RBF_I__base_s1,1.0,1000,177196,none,none,0.6683785187024538,0.6697719732794186,0.6654343593772838,0.6670827871916488,,,,0.8642165776121219,0.7278001632050313,0.6263773292448698,0.2286959073568252,0.0,0.0,0,250000,237500,174800,0,0,17.24878679199992,False,12500,none,True,0,8c200ab285f95b34b5c784d1afe6d2091eea023162716addd0bce3c93cc984e3,3a1e30f79d53e34fca261cbc4f3dc11ba5b85caed3293488f009d0fdceec9607,1b8cd33a41259a9e0e98dc06401383c2bfbd2034e3f4876f790398f5ffe2ea66,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,learned_features,0.6477573451701543,0.6474474114535875,0.6463572005601865,0.6459322381590558,,,,0.8489797204310232,0.6954805159123703,,0.22336503910378355,,0.051857958148383,12267,250000,225233,184663,0,0,16.584309959000166,False,12500,none,True,0,10cb2acdea460d8d16d9fdabd7fe134452f87625b90c7eda369cc9607d535ccd,02cd3930d4b356a3d9b372b891c7fc39af523e76699b7ec660af01a340eb3506,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,learned_features_label,0.6599957725639399,0.6609282199510017,0.6604534904814356,0.6586287030245633,,,,0.8539927082949211,0.7035750049142591,,0.20865356161488058,,0.038883956880152185,9198,250000,228302,188143,0,0,17.700684500000534,False,12500,none,True,0,89ecd9ba198338d9d44381fa488ab7d0e386df6fd7f186c383f78c6913c8101d,01a2b169c71ceb0478f07f0a37bf7066da1338f618d587a61a16db88a9b9ef58,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,1cebab0fb35a5c4419d9cb67edfa78143f39481ff27cf48420bb20ac8d743e42,True
RBF_I__base_s2__clean__none__anone,RBF_I,clean,none,RBF_I__base_s2,,1000,236550,none,none,0.6545254703022617,0.6541735972635812,0.65442993565118,0.6534675847052287,,,,0.85261681246903,0.6997857216216175,,0.21285140562248997,,0.0,0,250000,237500,187150,0,0,16.84261804200014,False,12500,none,True,0,e1247e2d2fd1d495df8b1537589ec133b81cf68bfe5eff9378f286f66c7cc5bd,905032c9b9615ba73bfa7f4bdd3922a485618b29f8b881acd9d4ed9c768c9620,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,learned_features,0.6464701782335955,0.647197059041879,0.6460055358533952,0.6449869611141366,,,,0.8505235254547664,0.7023558363851424,0.6660689268702717,0.24660460021905806,0.06845054637153264,0.05235487404162103,12959,250000,224541,176049,0,0,16.60167249999995,False,12500,none,True,0,067eeedcf463634a00126699bdc6601b441fa88bad83078fa0df861413811156,9ca907b64ab0b4293e9c4b89568ad6e0085d2840dcc723115b96d36859087133,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,73f9b9e03fdc3bfa7a2e92f8dcda1a73d6764c53cd84385895567a09e50d1999,True
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,learned_features_label,0.6329831723588569,0.6344478185068232,0.6349022283677827,0.6311691493728935,,,,0.8396748822295406,0.6759170908269938,0.7511627906976744,0.21544359255202628,0.03561221630708882,0.039261176939161604,9157,250000,228343,185345,0,0,17.20920204199956,False,12500,none,True,0,cdd88584500601b67a7e61ca9e8c8b64d1955fd77c4e31ec960b883f1013b4ca,ba522e57a2acd73ec290d8a6d8a84ccf5fa8b4a5e8d258a42bc15ffaffbf7232,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,d6e4cb13c751a77d0aed0c9a8fa65c418a220a71d4efc65a5f8de053df0bd026,True
RBF_I__base_s2__concept__moderate__a2,RBF_I,concept,moderate,RBF_I__base_s2,2.0,1000,200860,none,none,0.6372846758936572,0.6369936650876575,0.6377766169129208,0.6362623736080616,,,,0.8430293032344998,0.6878633773498815,0.8108994115998879,0.20761226725082146,0.0,0.0,0,250000,237500,189050,0,0,17.434498624999833,False,12500,none,True,0,2e6f93ce280ec860988de3ffae0ce18fdd113055d2cd86c1ef01fabdd860d2df,f239e324445e48691e2ef80a8f3a8caca444930f25dc2497f2b0c48239dbbcc5,efb3354c1ef9ac98bcc45ccdb2812122b6998a684605965fc62885febcc4d58e,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,learned_features,0.6516393442622951,0.65109483056113,0.6505332618743196,0.6501208322331613,,,,0.846473310762726,0.6861309204294116,0.7075042924957075,0.23059770582125277,0.06829276504056829,0.05316014090231676,13474,250000,224026,179275,0,0,16.51452058399991,False,12500,none,True,0,ce54c522f0e712e3d0a1629b10bed204a43c89412bf94ed8d547749e964318d2,79f691b355ad8f9c9926291df79df21d4fdc1c5d379f5aa1f6235394190cde7f,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,09edbd69c36bd64c4bed0657c65024b6e6c18ea1b8dca893ed53b441a97d1cab,True
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,learned_features_label,0.6470103418687622,0.6494609677008047,0.648443394829914,0.645986796858987,,,,0.8388637560153063,0.6783141873187991,0.6839039827626839,0.22376145960348642,0.036393630273036395,0.0386803956103509,9014,250000,228486,179084,0,0,15.899538708000364,False,12500,none,True,0,036e0d656a4395cde22aa84bd702e907ef2261b7d702e4288407e0cc09d692df,f9ea7fd94b2b27298fe963d168dd9e6bc3b54a40843bed7946353011cc10c8ea,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,b93317633820013b0fb4d3cb446ff7d67fec92346a907d5224bae93a2bc347ac,True
RBF_I__base_s2__concept__severe__a2,RBF_I,concept,severe,RBF_I__base_s2,2.0,1000,177144,none,none,0.6487433952039019,0.6490704426856688,0.6490691148843151,0.6473846312694163,,,,0.8454967536684798,0.684328116953819,0.7506312493687506,0.22205663189269748,0.0,0.0,0,250000,237500,183350,0,0,16.844318208000004,False,12500,none,True,0,05e44b1a8dc85ff6299ca12452d2fa697fb4dd1678c25b25b33f92af1c0836ee,7bfa8b00563adde8f80c1860be97978ca7731f4915e83e81b35218599bdc35ee,203f4bb5014f58b57980555882c185a766e972844988a5c19e658c6ee53c97a6,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,learned_features,0.6363728598604946,0.6375156530107805,0.6357449390993112,0.6346901144598517,,,,0.8354897146393817,0.6649444297746778,0.7535592934767347,0.24610453918850994,0.05489876723484317,0.05131905702725703,12267,250000,225233,179272,0,0,15.967087457999696,False,12500,none,True,0,a54b34399728d1d1725cdaf659be6b029a91dc812954b90a2fb1cb2641b0ae0e,a61f14ffd7bddb2234bd6f9dd7d1fef870a0c8d1dd565703e1ab1159e0da60a6,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,learned_features_label,0.6442358909321496,0.6467195339714527,0.6456626630880338,0.6431134333368838,,,,0.8407866967500863,0.6820188440353881,0.790626491814327,0.2212462488615948,0.029653758670073853,0.03899193287515117,8891,250000,228609,185587,0,0,15.726976458000536,False,12500,none,True,0,69389c211dd914f5da467685397b012b3536db2550a2e60f76a6e566b359610f,98a275ef94592376d638ad3c1fb55ccb20b8ef3ae9986078148931b3f8edf208,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,af16393867f2f59dbd6a33bdbd9e09e976434e9cfb7fdf9d7bd758ef91583db1,True
RBF_I__base_s2__instance__moderate__a2,RBF_I,instance,moderate,RBF_I__base_s2,2.0,1000,236550,none,none,0.6536503910378355,0.6548017605810155,0.6546790673791332,0.6533524325268155,,,,0.8488451497825154,0.6966356045005384,0.8394316362921569,0.16065572138808296,0.0,0.0,0,250000,237500,199500,0,0,17.89117424999995,False,12500,none,True,0,467bcf76149b2a41814aa0c9736ae8b92f6dfb8fb6c38fdb91d626c3d4551142,d23eb0fe614de917b86c27a2486ae47d7338cb38d66ee84eabd328c79767d7ce,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,learned_features,0.637852462481505,0.6382194945669395,0.638425797996538,0.6370011381349288,,,,0.8336515963276102,0.6635953266294365,0.6698522731096679,0.32886921565527677,0.05247837937880674,0.05164976625488381,12267,250000,225233,159630,0,0,15.543230750000475,False,12500,none,True,0,51972143a22528cc6bda96149be1cd495ac12bbf87b761cb10face4ef0950186,9f5dac1917d1b9e775280a43770e465804112bdc4a5c5006f7504ef90d726929,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,41a25d77db7db9d81a2223c64f82230e746ab745e989c08e9d7d45d8a0e27302,True
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,learned_features_label,0.590864510674276,0.5967276347671492,0.5910193744548358,0.587657544928289,,,,0.805124719328147,0.610650115920256,0.7524817444560352,0.2556234332301994,0.028754584917723862,0.038539714085683956,8535,250000,228965,177514,0,0,15.160006875000363,False,12500,none,True,0,835434fe38bf9f3cc3408e2b5ada4f877969d7cc337d6e5cae1ff305dc8224b8,843db4558a4fcc0df77bf60f34da0972c3cda9e83c680b73867875f8820a4366,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,9f0bd8387027144f3b95f3fd2729f6455d71402492475c2e61a679d9f842b9cc,True
RBF_I__base_s2__instance__severe__a2,RBF_I,instance,severe,RBF_I__base_s2,2.0,1000,236550,none,none,0.6511054745296977,0.6510715756548268,0.6521869198107317,0.650938621006045,,,,0.8448447243660079,0.6833922905572964,0.7634687216071608,0.23708755843627904,0.0,0.0,0,250000,237500,181450,0,0,17.084024541999497,False,12500,none,True,0,52422903c64bdc9c88513e45b0c2617d9573dd136b9fccf03c1b063749c617c7,828fed352e603677ec41b7271ddc7f39cc9cb3b5e19e9fdb6b48174807b1e749,550c84519bd8b443a2990b3909d40d31bbb3f13e6ed418647f853abd0d018ed5,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,learned_features,0.6246745423679874,0.6245184896997977,0.6236830889492448,0.623019475857593,,,,0.8374925642278587,0.672801349228675,0.7589898820034193,0.2254431948862703,0.05106645365621234,0.052730359285312466,12414,250000,225086,183616,0,0,16.681612541000504,False,12500,none,True,0,2be26a1d662cbcbec0c57af0d98c84bb038effd7cfad31cc580b44e82b08f61e,8c270fa59a315c60aa3d17c6d05992b6de6a151500c5d26e74031d19a2876cbb,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,ec6a0aae426c29e41175a4ce3173e5ea7018bd20fc734e7f9716696137bf1f1f,True
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,learned_features_label,0.6128112071926759,0.6142925687432175,0.6125001309991136,0.6104884643422472,,,,0.8288011898754434,0.6582677276786181,0.6432635443818493,0.273712979972221,0.0396591832730738,0.03896032777255054,9241,250000,228259,169791,0,0,16.96184862500013,False,12500,none,True,0,cb87b3f168f23fee67daca6e1a61884ca51cdd925d191a8c89acf0aa8036f289,368bdb2c905338fec907aeb25976508e9fdc3885b6b1532aa4f1012fbeaebf6e,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,a97d85fcdae038a7cdf95f5680a7b6c3d9857d0fb22a62d779fee05160391d2a,True
RBF_I__base_s2__splice__moderate__a2,RBF_I,splice,moderate,RBF_I__base_s2,2.0,1000,200871,none,none,0.6240422958017833,0.6242679150370745,0.6226352275330057,0.6227704261341052,,,,0.8349062161449858,0.664849814657977,0.6444407074189299,0.19696222949056857,0.0,0.0,0,250000,237500,185250,0,0,17.004494708000493,False,12500,none,True,0,c4367ce215fcea63c7d247881605de0d58447864b0a85f6a05fdc03578269ef3,4ec1ef5c3a3e728dd982a50d3ca0169e12eb5fcdc1b94ceb6d81c4796250815a,756b8847487093a620271ae390e319f7f62f6c1b375efa80d9929a36fd56cc3f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,learned_features,0.643057123504177,0.6436534535834739,0.6429455106725019,0.6415162362287532,,,,0.8435465314332686,0.6801149208385482,0.6737329516753662,0.2672555881688869,0.054655665937026435,0.053409347482501694,12708,250000,224792,170776,0,0,16.245773415999793,False,12500,none,True,0,d4e020a81f837afa41ea5d248d1bfad9bc962fb77461857fa49ba4faaef3b66a,8197f8f894e6268b7664a2a2db793c6dc171236275dfcde67be005dae7f4f144,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,3f395691dfb10ce8824b62a42e7ac9219036cb78ef08bd1cc56c31c946e17d3c,True
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,learned_features_label,0.6313727703770603,0.6333976539020739,0.6304018893091303,0.6286433796247914,,,,0.8374573316841727,0.6735224341973727,0.5794914968849975,0.30816211334386995,0.03882808553628557,0.03902122375254008,9219,250000,228281,157932,0,0,15.752887792000365,False,12500,none,True,0,97f5358cfe6deae3259bf188861da83c55ab2542fec46511db071ad809983a75,0dc8c5989d5c94821e093bf18e18ca8d0f57427797c1ba9a6b969a7c53237f05,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,8ea5853edea8caf099639b872c9d370fcf7708311a4816649414b58ab522b19b,True
RBF_I__base_s2__splice__severe__a2,RBF_I,splice,severe,RBF_I__base_s2,2.0,1000,177160,none,none,0.6505926845789117,0.6508087265840903,0.6496445554325091,0.6492672328996111,,,,0.8476065611432151,0.6861567905802719,0.6756019531907729,0.27198013095506884,0.0,0.0,0,250000,237500,170050,0,0,16.040205416999925,False,12500,none,True,0,7c1446647145479ff54caa2524831d458dbe4e9a96cfba5d8a353b52fb61627c,5d883fbafb5fce7d55a177550599490fd086b994af7ed174314dca6b17c7b5a1,371c4682a2705edd3a9e04f3b16a01ff87873f4d06dfae2be53b6c4e0e43b345,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,learned_features,0.9029422954977806,0.906058464457981,0.8840764550899822,0.893066587470421,,,,0.9300325735252002,0.9134855129239009,,0.13316846332699217,,0.04924540266328472,11649,250000,225851,205999,0,0,6.502960875000099,False,12500,none,True,0,fc3ca405af6f509aae50e49d8073225d18b0573a323312aafcdeaacf355c3fa2,86f1d56aa399a90e8ecc57768e5cb079fc0f7c7ad8e80f035c4e81eb2cfc3a8b,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,learned_features_label,0.8967533291058972,0.9024731895460598,0.8746679123743,0.8854843297695388,,,,0.9273699313912993,0.9125062557805657,,0.13731557810188122,,0.04933417882054534,11670,250000,225830,205018,0,0,4.686274084000161,False,12500,none,True,0,cd44e76c57e45c0e784b79e43a6269aaf50a94ee90529793d7706f2fc90c81f9,d29b632aa134feb62176a498765d1d45deebe4e6d4d53ee86ba9f49941fdde87,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,d56032d57062be236d47a46bc07e9549ada7bafacc57966dab33ee19591cb57a,True
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,1000,236550,none,none,0.9053181145635172,0.9093135407646079,0.8861752418735733,0.8955715149536629,,,,0.9303900277837995,0.9150041328618805,,0.08032128514056225,,0.0,0,250000,237500,218500,0,0,7.086423917000047,False,12500,none,True,0,0e0c60d2daa4e876da821d6c1142b67e4ef6b4adb538801d5b58a1ea40c8a245,9a1a77dcaa27547a7ad313849876f4f9cc191dfc7bb3dd840a17a6860867ab9f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,learned_features,0.899014876362008,0.9031864240337109,0.8788160585457343,0.8885454090147153,,,,0.9240063404051848,0.9086346714226184,0.8967097862767154,0.10737847654112145,0.05087176602924635,0.04931091099059655,11720,250000,225780,212245,0,0,6.6022365419999005,False,12500,none,True,0,0adb1140e14698faf8f63a89c037d20b978e572ecc254d20f5c037452f5bea5e,26e674a50d2ad3d4f909495ea7b38c256f5b3abb3b5593ff292f564a62137cae,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,8cb09a4061dbd951c46b005b477d2b8c2473370e3aa7b0e7e3a4a46f97faa2f5,True
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,learned_features_label,0.9014080302502612,0.9048456625807864,0.8822442761737602,0.8914117794646124,,,,0.9282110789871256,0.9142677311196636,0.532845894263217,0.11673217573013583,0.41524184476940385,0.04948007363550425,24711,250000,212789,197426,0,0,4.499509875000058,False,12500,none,True,0,fb79a427ddd682872391d683a8a60d0ea348b62c2b3d85fe7c6316a67ea8a734,5fbb9380d06cc5ffd7aa6f8d8bcc847ce5b2b27e0f627d2867553b07ff481fa8,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,40548f9b70be3b701a66b154325a38e34b65edb773992b229fb753cd8eb50202,True
SEA_A__base_s0__concept__moderate__a0,SEA_A,concept,moderate,SEA_A__base_s0,0.0,1000,200990,none,none,0.9013931041345341,0.9046242016032606,0.8823965288700373,0.8914389767139543,,,,0.9270615706707993,0.9123360117165191,0.8137514060742407,0.12302602119508434,0.0,0.0,0,250000,237500,206150,0,0,6.407620166000015,False,12500,none,True,0,0af7259c4d977c16b39e913590cb49898fd2b1d5c39f82230166a8ba7769e71c,dd5d81ce495df903c35ddbacb5948c0127db7d4692c10936d2b903bae5d0e8eb,93127a43bdd9fa80480a6f888d61f2553b4a2099b718d90fce0bfb1a340b72e7,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,learned_features,0.9001326596855683,0.9040795584274244,0.8803071362764637,0.8898524879125362,,,,0.9227283150348136,0.9072145319007614,0.8063631007490952,0.18407519263879873,0.04908677720730578,0.04876231335911259,11554,250000,225946,193389,0,0,5.843403874999694,False,12500,none,True,0,a7ab18ce42b52cdbd5b779d7748fe58d70c604d0881160a829b8acb4e19f170e,ca62553325d32d88b19555d7516f83cf059e815e35acf614153b380ca6c0dc2e,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,a0ed12b3c3115b429bad0495477e04eaca2179b47c984d328aa1e2efe5f4ca62,True
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,learned_features_label,0.9015778034943126,0.9049310132556402,0.8825016238464986,0.8916139862944761,,,,0.9306495436074897,0.916131103496781,0.5340459557276324,0.11369781817155437,0.4150324046797408,0.049298597194388775,33388,250000,204112,189679,0,0,4.493829208000079,False,12500,none,True,0,29c0f8e03d80e3c71ac4f1d69ac20811efd6046c5cf3c3c4a15fc4b2e9bd69ea,eb316f474e31d541fdfff4c7681f444811885df1f968d19aeecfc793c65521aa,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,d4465ec98311f5aeca8c8db83bc2b5fbc78a00627d294148c031a713adea3eae,True
SEA_A__base_s0__concept__severe__a0,SEA_A,concept,severe,SEA_A__base_s0,0.0,1000,177145,none,none,0.8960173868864489,0.9022015002584995,0.8737057393448537,0.8846983163199369,,,,0.9231616633111865,0.9069953349203705,0.8345930477232556,0.12686782014733694,0.0,0.0,0,250000,237500,205200,0,0,6.510688333999951,False,12500,none,True,0,634593b424518babd1d5e0f962eefa09d61900d09c0b7e6dbd38a1662ab4af3a,f6a68f415f5db6c0f99ef4359127e5649f32b1d6292b080e16036e7b57eee09e,d52309c931d3014ae34c9d09154cb64a5561b96c6968270cff71c11dd7df0c86,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,learned_features,0.8965546396110758,0.9017307387677314,0.8748441362515511,0.8853739759381809,,,,0.9256565256010354,0.9087107195052355,0.838600039324738,0.16406152804940557,0.048200893233336144,0.04943045250287386,11649,250000,225851,198786,0,0,5.997322415999861,False,12500,none,True,0,f5f7f7e0494406365f1ceb8427e288ff7d96320860f822517bcb6c3434deba58,8e5cb0bbfdc5eb3d7bb3e9c0f03dbbbe1b25a2265f6c49467bddcd8c02c74d2f,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,e8f6919a0e0c53b52a90e97c4bc4055449a67fee7cc17869ac13578f2a31b6c9,True
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,learned_features_label,0.8990530543225533,0.9037548515739768,0.8781814577181295,0.8883211565274598,,,,0.928739665751011,0.9137876410909653,0.21622988118311284,0.11779605770618416,0.7661582539816297,0.049087081796873835,37140,250000,200360,185926,0,0,4.436693500000274,False,12500,none,True,0,cd2cbba9d28be82df24a76c01218f138aa51c3cffff37e6dde27751442020a92,feed44b790fb82dde41eb6571f79492b4793ed7ab626b2f90300d2da61ca1269,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,7b951cf1b01de36483e542d3087543465eac1d5df57375e9a80743db11fd9d13,True
SEA_A__base_s0__instance__moderate__a0,SEA_A,instance,moderate,SEA_A__base_s0,0.0,1000,236550,none,none,0.89713802578736,0.9002951255976568,0.8771458722972616,0.8864829732340143,,,,0.9265378256705561,0.908939935039856,0.8863795960787618,0.11224240976566194,0.0,0.0,0,250000,237500,210900,0,0,6.440075416000127,False,12500,none,True,0,a5bc440638f3e56cefc697fe9dd6e3018b6db5c0e71dbf63b4e3eea57212ff21,9493ebc186909f133a24c7eb363ea0c691f8d085694ee6deaf38f2f24e451d6e,4ed557fc142811fdb87bfb171e538f9f349967ccf91877b117c0c5dab816e4be,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
