condition,stream,mode,level,base_key,attack_seed,activation_row,host_rows,detector,filter,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,scored_resets,source_summary_sha256,source_predictions_sha256,scoring_mask_sha256,withholding_mask_sha256,reused_frozen_inference
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,SEA_A__base_s2,2.0,1000,177165,none,none,0.9028927835633449,0.9061179900438604,0.8846270392940179,0.8933966068970918,,,,0.9253699465573444,0.9102143650246868,0.8153405742190789,0.14186775040216748,0.0,0.0,0,250000,237500,201400,0,0,5.9927795410003455,False,12500,none,True,0,1533c69d5a72aab6390b91af20725a2c1de373c34f1f43f6558d4e9707f6bd49,7e84dac5597a15db14acae332206966ce267ff2f2152707a3803b53b8d32fd7d,a9bb857778abf8b4b792efe5b2a7311cc32942abc641260cc6a9197bec3e988d,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,learned_features,0.8976622278588037,0.9023368326181587,0.8771215610182075,0.8870821248472589,,,,0.9254812458146755,0.9113075732493054,0.8785253714606112,0.12264536041417762,0.05040650406504065,0.04992035045798487,11826,250000,225674,208530,0,0,6.238750584000172,False,12500,none,True,0,16d02a21bd02cabc61b650db7554b9400e583bfcb54b4eb73df1ad3d67a0708c,cf37796038a02dbb9c669c11735a26f9cdff6a025d03067a43df15e51a9a5714,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,de67737018b73d92d1a31b5bbb0d091cf6cf5d062be75da26f12b7add46861f0,True
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,learned_features_label,0.902291270344536,0.9047549484234667,0.8843926847488712,0.8927861562210906,,,,0.930317827814964,0.9158999549449278,0.21654051023268853,0.1142821585025886,0.7673955705074292,0.049322978892871364,37281,250000,200219,186597,0,0,4.54350925000017,False,12500,none,True,0,df3bf40898334a46b1303b2b2e2521edc6081bf2579bb5b0d7ef495f1250dcfe,71ed3ed45754c5347fe4e826969c997aa884e5d88111eb8733b9a9f81fe37122,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,deb39066f67daafc059d79381646e21c9c8c79b58347c27a21f21851712d3f53,True
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,SEA_A__base_s2,2.0,1000,236550,none,none,0.8990784189389136,0.9024139422889825,0.8798665214709649,0.8889748969522336,,,,0.926672554242508,0.9126183676506632,0.9294645360246706,0.0726005575467941,0.0,0.0,0,250000,237500,220400,0,0,6.603710709000097,False,12500,none,True,0,4db99897d21f98fac061bf0182958633d96233a170d3969056065181d3c00a61,92c37c158ca0f61041de99cd5b09a5254a47270f18bfd6fe959b3bdfac4d1c69,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,SEA_A__base_s2,2.0,1000,236550,none,learned_features,0.9084210526315789,0.9115297966551561,0.8910778022540387,0.8995399751033216,,,,0.9270822870915191,0.9129585361133311,0.695126056077283,0.30561389246437687,0.05033828132889023,0.04987805704220581,11826,250000,225674,165251,0,0,5.0194164999998065,False,12500,none,True,0,377c136b178b4e3a3885057fa564543bf44a24402869232bf5bd016c093ec41d,ed26d98ff55edf563eeaca8b63e01f1c5b8c46d84612d472b60249e2e9252ec0,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,de67737018b73d92d1a31b5bbb0d091cf6cf5d062be75da26f12b7add46861f0,True
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,SEA_A__base_s2,2.0,1000,236550,none,learned_features_label,0.9015937433946312,0.9031483836849464,0.8843602506933195,0.8922019253806222,,,,0.9299405156937156,0.9158888353230383,0.20374297350971085,0.18375561727976877,0.7642801844558887,0.04883363819072782,54062,250000,183438,157639,0,0,4.149416875000043,False,12500,none,True,0,b256933b5e6011f62586b247f065cf4dfd6bf33c1d8d4c0e7d47def3a11db9e3,aae9c69a79ba3dacceb41b21114d5ec349557c2e250ec46d3c81b4aa3a8c51e8,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,1377087b863b14b3b5193d9ad45fbcb6b4bac3626afd1513e7f7743c33277721,True
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,SEA_A__base_s2,2.0,1000,236550,none,none,0.9031536673007821,0.9073886943368015,0.8839546770719531,0.8933868139267238,,,,0.9270743531123058,0.9116081197962793,0.8292268336194419,0.17333401079420996,0.0,0.0,0,250000,237500,196650,0,0,5.892339750000247,False,12500,none,True,0,42266c94b1f233526e2381109772e4ebd2563fa0019a47e73533dd1b19b2145a,b059f85fea6866387a2d5b74181e9ce0d91afc4d04379af55265b2745dc21634,cb5e435290caa1e4f3c95bf3761e7ec4a9dcf6ccf43822d80743f62dae0bc64f,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,SEA_A__base_s2,2.0,1000,200900,none,learned_features,0.8998954703832752,0.9031020845249484,0.8807770561863412,0.8898306162332275,,,,0.9313150959035625,0.9178806172506186,0.8934081346423562,0.1121602787456446,0.050350631136044884,0.05016426082628173,11873,250000,225627,211167,0,0,6.660301458000049,False,12500,none,True,0,0106f4778600e62b620918593635ad923d34d1e85cdbbd823973bae1183766ef,096c9937b8a3b71f1523eb7e588a6ccd4d7d3a7b3fb09b58561ced2070ed46a3,355d42ce9a82c0432dd8ef3a011937afa7b1fd71f11754687ed9cf4b74838f64,f1ab4919e1d05d01039d66cea5655786ab6c02176bf5463e24b706ae1acd5db7,True
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,SEA_A__base_s2,2.0,1000,200900,none,learned_features_label,0.8965704330512693,0.9003713797112747,0.8763530887904029,0.8859358810361819,,,,0.9298013810573775,0.9174004840900174,0.8624403927068723,0.11436037829766053,0.048892005610098176,0.0487954206072673,11546,250000,225954,209621,0,0,4.900556292000147,False,12500,none,True,0,80e026948fd20f8b6578ec4e8247a3865a090c184c2ce75d80723ef90f79b937,3352a4dc6227ef0c207c8dc3702eb22611ce9897f87913f7ad9c2a87a31f47a1,355d42ce9a82c0432dd8ef3a011937afa7b1fd71f11754687ed9cf4b74838f64,42da86b33445f9699229145a3ba2609f1dabbfa1119a6ae31c3bbc2cf9ec04dc,True
SEA_A__base_s2__splice__moderate__a2,SEA_A,splice,moderate,SEA_A__base_s2,2.0,1000,200900,none,none,0.9014534594325535,0.9061235066895483,0.881446104745164,0.8912834069628046,,,,0.9319614321259773,0.9186288742851239,0.9517531556802244,0.052911896465903434,0.0,0.0,0,250000,237500,225150,0,0,6.71287941699984,False,12500,none,True,0,f3a7ec883a8c875de03ccef118bcf48807a2446de3e7a1adfed8432e6778bbb0,22e113227c8a4ed170079c5d40935d4dc3c1720b069a769ab7b3ffa7fb434e51,355d42ce9a82c0432dd8ef3a011937afa7b1fd71f11754687ed9cf4b74838f64,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,1000,177115,none,learned_features,0.9036275865962793,0.9044665258666831,0.8875621680350525,0.8947314823074655,,,,0.929181801542324,0.9141323934663814,0.8177841339278203,0.18943624198966774,0.05064356019180617,0.050424865200575895,11941,250000,225559,193118,0,0,5.945308625000052,False,12500,none,True,0,d4a4fbe2e5c6a8fa22d293868c2293c70048adc33cfeb4eff736acd2d76e37d4,1faf1cbd4000e61307c410d3d3592dadb7a224d6dfb5621873c52ad5a4c7dd4a,4345e528ff285c3020e0a33b3f03c551ba02c49e6e827fae485bcac21f5cd5db,b5c961633d53bcb63a49fb5fa6a279df573557d4603df272a6daaff42285270b,True
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,1000,177115,none,learned_features_label,0.9018039127120797,0.9030790260932763,0.8850139621588621,0.8925914113663109,,,,0.9293635824434303,0.9148242938709037,0.8469083873138723,0.14220139457414674,0.0488264490620005,0.04912627388984558,11603,250000,225897,203215,0,0,4.629342209000242,False,12500,none,True,0,bfeb8d41a77b7b23af971baa25d822999eaefd37e5904fd845bb02c9615dcb3c,6ae7d2a778678821739d5fb4b2f1e07bd7f82b154f08dddc24e52cf0e4ce1048,4345e528ff285c3020e0a33b3f03c551ba02c49e6e827fae485bcac21f5cd5db,71008d457253a9d21b1be43efb599aff65d74b0e9bab73be45777c33e15aa395,True
SEA_A__base_s2__splice__severe__a2,SEA_A,splice,severe,SEA_A__base_s2,2.0,1000,177115,none,none,0.9040962086779776,0.9053056870110103,0.8877763674000025,0.8951737012662111,,,,0.9294308108257919,0.9143493046685458,0.8585850088331791,0.1349123450865257,0.0,0.0,0,250000,237500,205200,0,0,6.100993499999731,False,12500,none,True,0,4ad8a968df4a876efc9177b74d4ba551ee9b7e13d6098946a7a3e579e2b816da,d014f23916e61c8ef94b9fd549b124fc30373452d5a0b93536d421c5e275ac52,4345e528ff285c3020e0a33b3f03c551ba02c49e6e827fae485bcac21f5cd5db,2a60e85386d2ea13abc91fa6589fa30195be596086698e19b8089566b7c5807e,True
radar__clean__none__anone,radar,clean,none,radar,,340000,76356,none,learned_features,0.7908219393367908,0.2685943282579897,0.4128319291265457,0.26197492618331175,0.5426574069815573,0.8743238236383846,0.15819029286839217,0.9388004782855147,0.7056608290236048,,0.041500927171581284,,5.090353779587681e-05,7,484753,460508,426308,0,0,236.10189450000053,False,24238,none,True,0,f55aa5edf54e06e8c1f600523cfbd38fe042042c1a73bb3b8c4cdefae580def2,897a557c28ffe9d0c620433232f8229acb08788820de7f2ed9e49f863970e392,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__clean__none__anone,radar,clean,none,radar,,340000,76356,none,learned_features_label,0.7965451307035466,0.3051779767622099,0.4148288846571695,0.2787328310546588,0.5523725508403752,0.8815857725083365,0.15337013410540717,0.9375444952002435,0.7241016596005211,,0.06314947460277061,,0.0009962549540050176,137,484753,460378,423331,0,0,234.5616474999997,False,24238,none,True,0,074c649dd653cdb08b22ce410fdb259788b6242ac43d0ffc28f1e6dcf0e41773,3863b806d21e075b52d31b0d57761d746b827fe6622a016261394ae44f240313,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,a22d047422d0d7e467100d0b0364001137d3ae0bcf78c17917460dad907ecf39,True
radar__clean__none__anone,radar,clean,none,radar,,340000,76356,none,none,0.7908219393367908,0.2685943282579897,0.4128319291265457,0.26197492618331175,0.5426574069815573,0.8743238236383846,0.15819029286839217,0.9388004782855147,0.7056608290236048,,0.04145002363378541,,0.0,0,484753,460515,426315,0,0,232.37873791699985,False,24238,none,True,0,600846812e51b881544b5d51c7f194b4c575d83722bfd95810afaf84edb43e3d,ed0c74274ea04ec6b767b2b61cd1317d1b14aa3f9d2f46cf8b741c6e9fba8cca,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__moderate__a0,radar,concept,moderate,radar,0.0,340000,64906,none,learned_features,0.7169907250485317,0.24512013277602135,0.4492251734493522,0.24060205432658577,0.49654366663421284,0.8838055627761893,0.19379743277429026,0.9032111319594139,0.6405044045384772,0.34335851582671895,0.05169766983130505,0.629147939179497,6.0033790447766316e-05,13165,484753,447350,411304,0,0,366.75847545800025,False,24238,none,True,0,e0b484117329dfd90fe1d45dfe33ffc6bb9cd9d3f3308758bfd45926aa5d03ea,fd65e4903dd35497a3d635cde891746f8d5ffb0c754c88036f54ffd62cac8b4a,a3db45736bf86e66a679a6717d67834260e14fdc0bae55f0d26e739083def54d,c9d94c62c809b08f0bf2835dec6be68164b68bbf112720baac27cfd4c1f27767,True
radar__concept__moderate__a0,radar,concept,moderate,radar,0.0,340000,64906,none,learned_features_label,0.7164206698918436,0.2500066740048994,0.4458284947732827,0.243224903579185,0.5058457115476761,0.9147387574733559,0.1932540054342734,0.8961288548999936,0.6164967612065724,0.11934589270345224,0.0414147391531805,0.8694176149947404,0.0010463032049467843,18305,484753,442210,407818,0,0,368.9211909169999,False,24238,none,True,0,ea4c43e93a6995d753ad1259086a8b7f91499d081af47acee730285709357041,ff0547322c0c0158b19d0c37f744bb3a0dda8fd9024fa80de20b1c999ded37d4,a3db45736bf86e66a679a6717d67834260e14fdc0bae55f0d26e739083def54d,2198f07a0df8f98bfb032ba509b866db85e9b1e03c77404bd78ade58ee3655ef,True
radar__concept__moderate__a0,radar,concept,moderate,radar,0.0,340000,64906,none,none,0.7306720488090469,0.2495940255498839,0.46056424709771593,0.24803370591565466,0.48878800385197413,0.9235768131011177,0.20890096505200037,0.8788795186130915,0.5590211606729143,0.8442669981830353,0.1105736657490073,0.0,0.0,0,484753,460515,414915,0,0,379.80762858399976,False,24238,none,True,0,970ee832e73dda2ecc12d2ba3572a2718d50b4fbb863c6b66d7d9ab932363b9f,8dda9b7c43a55108350b75718990ee2100039b0395f0f973664f725d88d49dac,a3db45736bf86e66a679a6717d67834260e14fdc0bae55f0d26e739083def54d,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__moderate__a1,radar,concept,moderate,radar,1.0,340000,64553,none,learned_features,0.8218982851300481,0.30597176942189674,0.44782444109431896,0.2757298687675547,0.6621694874420285,0.9308271949877233,0.10634788214326343,0.907326221222791,0.5707389801275913,0.3439268611232042,0.07802844867427808,0.6309679291829923,3.4234265075914484e-05,13048,484753,447467,410285,0,0,348.14688583299994,False,24238,none,True,0,ed7e56785ffa2779b89ca7ba580376f03dc5ce2c7c1580bf3cb2d66f33d5e2bf,931f670aea39fe6e450ab3fa6761fbb2597da2b1066285ecbef30bfb22787204,3fe150dba8af2ec1cbced51d8af0e72090a4fd2073acf14b4efc5115f1ec454c,2e6cf1a0b7ccec0be473a44dc4eda9bce8e26cc3ebf03e6c8d165459e75c5db4,True
radar__concept__moderate__a1,radar,concept,moderate,radar,1.0,340000,64553,none,learned_features_label,0.7844097098508203,0.3022132095226854,0.5026549090403659,0.2702652705537255,0.5866631523458091,0.9422572178477691,0.14866709643168632,0.8953198973668813,0.5379049592065909,0.12272045663425725,0.06592663596994232,0.8714748706041697,0.0008729737594358193,18118,484753,442397,407126,0,0,334.8222043749993,False,24238,none,True,0,0e853d7301baeb364aef4f5b013b5c75a043a7da153050a41624735344ca7964,520874915a5207145db746167b9fbcd6290edab223e86f42b938b538bd21988b,3fe150dba8af2ec1cbced51d8af0e72090a4fd2073acf14b4efc5115f1ec454c,396ba09bb47aa050ecc95904e37f52dc34406769c323333b0c2931ab963c0543,True
radar__concept__moderate__a1,radar,concept,moderate,radar,1.0,340000,64553,none,none,0.8040060105649621,0.3481332143521473,0.5946319839544629,0.34140042021546446,0.6210694515779261,0.9214291761916857,0.12589587046376702,0.90225766569491,0.5493895641911857,0.9619310211386833,0.058309511990551344,0.0,0.0,0,484753,460515,425365,0,0,368.3134732919998,False,24238,none,True,0,f3aad85bf2db05d408071c7b6b4277801e051facd9d6e71e88f9ecd69d76a3fb,fd686611c2a32faf7c9d4155b0fae88ed60a41dad2f9f3bb1deb7d0c4db0066f,3fe150dba8af2ec1cbced51d8af0e72090a4fd2073acf14b4efc5115f1ec454c,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__moderate__a2,radar,concept,moderate,radar,2.0,340000,66349,none,learned_features,0.7787607951890759,0.2293734175817759,0.3958885829393166,0.22375546525027995,0.5227316232771823,0.9165897457413779,0.18321942974720754,0.9252998750617697,0.7067828981735994,0.35703621786010503,0.044561667922632504,0.6354990323472491,5.8611739094029974e-05,11500,484753,449015,410315,0,0,356.8265472080002,False,24238,none,True,0,80844efe1083987c9fb9ff9032ad6280fe85869da8c8e142ca04b6ebb30cf6f7,1cf108c021bbf6c388aee7cad33379cb0200ac7f7293f83b4c7abbf17388e1aa,ff6e3460292f8f9bed9d6b41fd9c20e1f72d2ee1cae1000d0bae9c93e08ce2f1,f4fff79a3a71af9c8cb6201523fc6654745db30c036dba9fe25d568a0b6a1f5c,True
radar__concept__moderate__a2,radar,concept,moderate,radar,2.0,340000,66349,none,learned_features_label,0.7775399779951468,0.23313632764588949,0.4008453029933461,0.22669004848007607,0.5207869163308841,0.9218763111521356,0.18571796002351557,0.9282571050910282,0.7031440824556926,0.1307713574785734,0.03824834631164699,0.8667403925905447,0.0011471154651260152,15812,484753,444703,406977,0,0,348.377798042,False,24238,none,True,0,ed66500201e5dba4f377478f10473a14b00238a62293eca0930bd67bab253b18,19989b32f4e1d837bf1dc39cc37e8a58ebb6072bc677d6f0166245beae5278a7,ff6e3460292f8f9bed9d6b41fd9c20e1f72d2ee1cae1000d0bae9c93e08ce2f1,7ddeca4b4f81dc4a0f138eae93cf6a358b99be89e19f46deccdc5d451e8f026a,True
radar__concept__moderate__a2,radar,concept,moderate,radar,2.0,340000,66349,none,none,0.7836742075992102,0.23768776331698374,0.4214800526375926,0.2273047836956309,0.515217063232557,0.859444491063187,0.1770465902410347,0.9182306368374299,0.7102289487926909,0.9249654409731822,0.07613664908314494,0.0,0.0,0,484753,460515,416815,0,0,378.3219104160007,False,24238,none,True,0,59a319b4922ae3b348586c4aae2e1865101bf5c150176caf7deb197c9b816eb9,5293cddd42d2207cd09b5cd533e8729ec7d6d391e68dd3a26f535335c2deb801,ff6e3460292f8f9bed9d6b41fd9c20e1f72d2ee1cae1000d0bae9c93e08ce2f1,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__severe__a0,radar,concept,severe,radar,0.0,340000,58270,none,learned_features,0.7498369658486357,0.31436330183318234,0.5522189969671172,0.2952198636085746,0.5419339510572583,0.9147784239021456,0.159681961239026,0.9145543320700742,0.7301378745377237,0.3526506721946163,0.0674612269844908,0.6306435387007286,6.685002674001069e-05,20694,484753,439821,399916,0,0,369.90185654200013,False,24238,none,True,0,e06e5ec6bec0d0f1e51c798a7134f9be4ae0f0e9c2d803745b794cd100337663,d455def600346cc21508dc4b4ab2b8759d34a5d917cf7c3b7f7187d5d3bf5dfd,6b921eebbeb2b7c722dfdcd9f34efb19b4e2ba4a8e1e2b6e17320f8ecf04cebc,8a77a8ceb65f56fea0745c2d49973a5ab94f5de74316bfa9dfbcf352346ddaca,True
radar__concept__severe__a0,radar,concept,severe,radar,0.0,340000,58270,none,learned_features_label,0.7710314055259997,0.2586639302813297,0.544042764575101,0.2599236700887736,0.5950300912444185,0.9218969320232605,0.12957594831870134,0.9129650593697,0.7271323793399339,0.1223668566899369,0.08143288257315302,0.8649513763985002,0.0012415004966001987,28503,484753,432012,390899,0,0,360.34236750000036,False,24238,none,True,0,0f7f17f90fc6a3e169b0a76b4892b369cd54afd15460e80a0eb4e7a4cf538249,6c913e43b8bfafb2b35903eb97aebb26eca2229dcef04f9cd3d8438e9cf689f8,6b921eebbeb2b7c722dfdcd9f34efb19b4e2ba4a8e1e2b6e17320f8ecf04cebc,b883a4358beb766a4fd35da1eef6333a976515788c78241d50f8747bd9c1d1af,True
radar__concept__severe__a0,radar,concept,severe,radar,0.0,340000,58270,none,none,0.8288827870259139,0.360953128902778,0.5790912971011907,0.3710573569634164,0.5885718086875541,0.8871064768397834,0.12806443597813483,0.9040816303356094,0.7372905265369011,0.9632655549797274,0.024782259912903965,0.0,0.0,0,484753,460515,424415,0,0,392.85960604200045,False,24238,none,True,0,54a20ca0ab4cd499dbaa8cd72cc45d41bba2e9dffcde80c4850f2586d3b079fd,c96bd8289b242f6a8b0f6c40c2ee8151af8deea703d087aa241690bf3957795d,6b921eebbeb2b7c722dfdcd9f34efb19b4e2ba4a8e1e2b6e17320f8ecf04cebc,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__severe__a1,radar,concept,severe,radar,1.0,340000,57400,none,learned_features,0.768815331010453,0.284451309604539,0.43477761395822806,0.2766838729007814,0.687977809349841,0.9630646841556966,0.09846075019747658,0.9493425820536294,0.829085942399836,0.3505927475592748,0.056072318839174,0.6294456066945606,6.789590587687563e-05,21670,484753,438845,394384,0,0,401.364703708,False,24238,none,True,0,a6b53d1ae9589467704615f89221b2f8687cc8158aa7f3cd58e74faf90e4eda4,ab5cef729a3dd6a7495cc3e54f8f95e74d52ce69d181f909c197bd58ae240d61,6d8b3d6b2074a4e2eab7f9388a0133c5b9a9fb09234c848028d5f4e5b724b090,ea1627f25c843719a602d02db46acf6da94491adfeef8d64855efd428d14b71f,True
radar__concept__severe__a1,radar,concept,severe,radar,1.0,340000,57400,none,learned_features_label,0.8068641114982579,0.33589141537462575,0.45521622276741214,0.30641476235971293,0.6718360191490796,0.9436499668529217,0.10390469887491727,0.9355929189687757,0.8060390872753627,0.1267143189214319,0.017032172959970514,0.8721234309623431,0.0011930280604079573,30138,484753,430377,390704,0,0,395.1807179160005,False,24238,none,True,0,fc9b3a566fb8ba40c1c813ae66d7d27576081b25e58b3f6176c0ccaf934bad98,c8b1ab292bc9534554f7020733a089291bf37e0a3b3703a15c86ddeda74f92c8,6d8b3d6b2074a4e2eab7f9388a0133c5b9a9fb09234c848028d5f4e5b724b090,0317887fd163223d17fe6f008db21da75d97519463814b2f9a4591537d76c747,True
radar__concept__severe__a1,radar,concept,severe,radar,1.0,340000,57400,none,none,0.7501567944250871,0.2201811248354074,0.40843501716837544,0.22655767640940241,0.6584922797456857,0.9612652713325125,0.11238017975705045,0.947133371595953,0.8058303346850084,0.9620525337052533,0.03340478569142281,0.0,0.0,0,484753,460515,417765,0,0,407.61934329199994,False,24238,none,True,0,f43926f2ef83fb2f01cc36f0dd252d8a62fc4d8f6927acd8276c6ba6b22d5779,8276c4b0bef2410cef802f11391f59743877ba0bbbc3875efed4bfd1bcad7628,6d8b3d6b2074a4e2eab7f9388a0133c5b9a9fb09234c848028d5f4e5b724b090,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__concept__severe__a2,radar,concept,severe,radar,2.0,340000,55932,none,learned_features,0.7559000214546234,0.33204177968494786,0.5408866183168636,0.3024599215145603,0.5959065386705307,0.9279804437758555,0.14776139173436947,0.9274440157385545,0.8023611631114332,0.3467953875033521,0.04072836118732851,0.6376508447304907,2.993265153404839e-05,23781,484753,436734,409275,0,0,364.1268493329999,False,24238,none,True,0,4fa8a2c3bafa87fd78339e79eaef8676972c7e857a6e7e3eba1ed05c21686d00,467672542c79bfb81cd3cc744bfd8aeac3430b6107e047ccf35886d424fc8307,4a8ac00d700abccd25f323fa6646edc3a38cdc217ecf1ba4c1565497089c94c7,9af8cea9385f010b90be6551bdcd68a7c5754bf11835262c90e57f32213a3b6f,True
radar__concept__severe__a2,radar,concept,severe,radar,2.0,340000,55932,none,learned_features_label,0.7567582063934778,0.30362500524872493,0.4528264170214789,0.28088572198556955,0.601089588377724,0.9336216622790523,0.14548746026139173,0.9369222875904883,0.8283059944567248,0.12215071064628587,0.056702419555999,0.8675516224188791,0.00036916936891993017,32388,484753,428127,399297,0,0,383.11551812500056,False,24238,none,True,0,ddc9801e316ac52168dda6d04c2b93fb123547699275ac2594e4a1dcd98858c5,1fa0916a207299db9be40886df782e7021bdf42ce564daa71e9c5e6b8786ef90,4a8ac00d700abccd25f323fa6646edc3a38cdc217ecf1ba4c1565497089c94c7,7780bb716b9e909ac75669302a7b0b89bc106fc9d46012a7403bb524a56a47aa,True
radar__concept__severe__a2,radar,concept,severe,radar,2.0,340000,55932,none,none,0.7234320246013016,0.29363743043735285,0.47661739433994976,0.27095468185885696,0.5859763313609467,0.9310831139526138,0.15447280113034265,0.9446862466172947,0.8446052061750834,0.9751407884151247,0.01918682963332502,0.0,0.0,0,484753,460515,434865,0,0,373.4638222909998,False,24238,none,True,0,81fedd5f96c1dc8b4ad81fba86ececd3bc70d94a871c4311a92a9af1f927e647,8c9577fef172731e75d4fc73cc6687ec1e5bd2a4446105fa6364154b0928ac40,4a8ac00d700abccd25f323fa6646edc3a38cdc217ecf1ba4c1565497089c94c7,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__moderate__a0,radar,instance,moderate,radar,0.0,340000,76356,none,learned_features,0.8721384043166222,0.3390442302069211,0.5270629795852786,0.3527094891298104,0.6854948526608203,0.9325676176361616,0.09185345444711347,0.8966246063146823,0.5409419409387967,0.939479445390416,0.06246580027359781,4.864996351252737e-05,5.129958960328317e-05,7,484753,460508,425365,0,0,368.99085120899963,False,24238,none,True,0,e3791faa408cc5fb1b27b6f11b6fe01e1565fdab5bd37fe514d3b8de3a0fee92,842fa41e6b3a6caa34f12449eff1b37bd361d7ba915fc34492173d739090d5a5,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
radar__instance__moderate__a0,radar,instance,moderate,radar,0.0,340000,76356,none,learned_features_label,0.871025197757871,0.35243026432925606,0.5698958126890425,0.3691264533060618,0.6822731675815306,0.9394590589107077,0.09392150936192552,0.8970813265792786,0.5354491848970517,0.49165653125760156,0.09098837209302325,0.454244709316468,0.0009832421340629275,9452,484753,451063,412824,0,0,362.9063656670005,False,24238,none,True,0,3b0c05070cf844c8f14b577fd66182003171e4bbf41f581e37c0636a76f7d5c8,7623fe8684734d6c3ef7f0e6217d21d049e19da56b89f1970c4bc068f842e93b,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,9970aa12bf7915404c366dcba6df9a3c6ebb976bf35e8ac411d5d12e470a8ff6,True
radar__instance__moderate__a0,radar,instance,moderate,radar,0.0,340000,76356,none,none,0.8721384043166222,0.3390442302069211,0.5270629795852786,0.3527094891298104,0.6854948526608203,0.9325676176361616,0.09185345444711347,0.8966246063146823,0.5409419409387967,0.939479445390416,0.06246580027359781,0.0,0.0,0,484753,460515,425365,0,0,366.70455349999975,False,24238,none,True,0,2b79bfd2092b991deaa9ee1eed573c9651c70c8be325572fcf916963066f0d65,a644150128168b4ff3221fcbfb9e5af98702ca4035cbd003302710301645c6ef,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,535e8a89b9aa9b52956e701237987951903bf81b791e26ce75f36d6a820d2866,True
radar__instance__moderate__a1,radar,instance,moderate,radar,1.0,340000,76356,none,learned_features,0.8333595264288334,0.257288551826144,0.35529976343713127,0.25135884894087035,0.6038237456869733,0.7910337161911819,0.11142043556418128,0.8243139324925036,0.5585324048947493,0.9871055310485239,0.014039320363431036,4.847544718600029e-05,5.1332067142343825e-05,7,484753,460508,424408,0,0,310.7883553749998,False,24238,none,True,0,1f45813d284ad978f7a4dd6e9b45b8b0dc7eed6f2d483e7c0c2f638e78233040,74dd5be0118dab39f6b4c5c2dc66f7669790e2ee57403af4faa8f18d021a3984,3f0185df2500aa2617b4649544d55d45747ea749f932eddd07a75831349773ad,8bc682add1c7d08df56920ed322b5bbf0fdd6bfaeedc0be0fd4befd22796e99f,True
