epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon,variant
2,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,53.68,57000,25,2,0.1,alarm
2,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.46,57000,1,2,0.1,alarm
2,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,53.98,57000,37,2,0.1,alarm
2,SEA_A__s112__clean__none,17,hellinger,SEA_A,53.78,57000,6,2,0.1,alarm
2,SEA_A__s112__instance__severe,17,hellinger,SEA_A,54.04,57000,30,2,0.1,alarm
2,SEA_A__s112__splice__severe,17,hellinger,SEA_A,53.96,57000,4,2,0.1,alarm
2,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,54.3,57000,25,2,0.1,alarm
3,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,53.54,57000,3,2,0.1,alarm
3,SEA_A__s112__splice__severe,17,hellinger,SEA_A,53.58,57000,5,2,0.1,alarm
3,SEA_A__s112__clean__none,17,hellinger,SEA_A,54.3,57000,33,2,0.1,alarm
3,SEA_A__s112__instance__severe,17,hellinger,SEA_A,54.12,57000,8,2,0.1,alarm
3,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.78,57000,20,2,0.1,alarm
3,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,54.06,57000,5,2,0.1,alarm
3,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,54.32,57000,26,2,0.1,alarm
0,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,54.24,57000,4,2,0.1,alarm
0,SEA_A__s112__clean__none,27,hellinger,SEA_A,53.48,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.4,57000,4,2,0.1,alarm
0,SEA_A__s112__splice__severe,27,hellinger,SEA_A,53.78,57000,1,2,0.1,alarm
0,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,52.94,57000,0,2,0.1,alarm
0,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.54,57000,1,2,0.1,alarm
0,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.68,57000,2,2,0.1,alarm
1,SEA_A__s112__clean__none,27,hellinger,SEA_A,54.02,57000,2,2,0.1,alarm
1,SEA_A__s112__splice__severe,27,hellinger,SEA_A,53.88,57000,1,2,0.1,alarm
1,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.78,57000,0,2,0.1,alarm
1,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,53.96,57000,2,2,0.1,alarm
1,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.5,57000,1,2,0.1,alarm
1,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,53.14,57000,1,2,0.1,alarm
1,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.7,57000,2,2,0.1,alarm
2,SEA_A__s112__instance__severe,27,hellinger,SEA_A,54.2,57000,27,2,0.1,alarm
2,SEA_A__s112__splice__severe,27,hellinger,SEA_A,54.02,57000,3,2,0.1,alarm
2,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.78,57000,20,2,0.1,alarm
2,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,53.68,57000,27,2,0.1,alarm
2,SEA_A__s112__clean__none,27,hellinger,SEA_A,53.86,57000,1,2,0.1,alarm
2,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,54.0,57000,38,2,0.1,alarm
2,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,53.84,57000,1,2,0.1,alarm
3,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,53.7,57000,26,2,0.1,alarm
3,SEA_A__s112__clean__none,27,hellinger,SEA_A,54.26,57000,39,2,0.1,alarm
3,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,54.38,57000,28,2,0.1,alarm
3,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.52,57000,1,2,0.1,alarm
3,SEA_A__s112__splice__severe,27,hellinger,SEA_A,54.04,57000,31,2,0.1,alarm
3,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,54.02,57000,37,2,0.1,alarm
3,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.16,57000,0,2,0.1,alarm
0,SEA_A__s112__clean__none,37,hellinger,SEA_A,54.26,57000,2,2,0.1,alarm
0,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.62,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,53.88,57000,0,2,0.1,alarm
0,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.78,57000,0,2,0.1,alarm
0,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,54.06,57000,1,2,0.1,alarm
0,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.68,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.44,57000,1,2,0.1,alarm
1,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.4,57000,1,2,0.1,alarm
1,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,53.5,57000,0,2,0.1,alarm
1,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.18,57000,4,2,0.1,alarm
1,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.86,57000,1,2,0.1,alarm
1,SEA_A__s112__clean__none,37,hellinger,SEA_A,54.16,57000,1,2,0.1,alarm
1,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.56,57000,0,2,0.1,alarm
1,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,53.72,57000,1,2,0.1,alarm
2,SEA_A__s112__clean__none,37,hellinger,SEA_A,53.56,57000,0,2,0.1,alarm
2,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.38,57000,2,2,0.1,alarm
2,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,54.3,57000,3,2,0.1,alarm
2,SEA_A__s112__splice__severe,37,hellinger,SEA_A,54.0,57000,3,2,0.1,alarm
2,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.56,57000,1,2,0.1,alarm
2,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,54.06,57000,2,2,0.1,alarm
2,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.78,57000,20,2,0.1,alarm
3,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.54,57000,0,2,0.1,alarm
3,SEA_A__s112__clean__none,37,hellinger,SEA_A,54.28,57000,38,2,0.1,alarm
3,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,54.3,57000,2,2,0.1,alarm
3,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.74,57000,26,2,0.1,alarm
3,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,53.54,57000,1,2,0.1,alarm
3,SEA_A__s112__instance__severe,37,hellinger,SEA_A,54.06,57000,29,2,0.1,alarm
3,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.52,57000,1,2,0.1,alarm
0,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.44,57000,0,2,0.1,alarm
0,SEA_A__s112__clean__none,47,hellinger,SEA_A,53.7,57000,4,2,0.1,alarm
0,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.34,57000,0,2,0.1,alarm
0,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.64,57000,1,2,0.1,alarm
0,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,53.74,57000,2,2,0.1,alarm
0,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,52.94,57000,0,2,0.1,alarm
0,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.76,57000,0,2,0.1,alarm
1,SEA_A__s112__clean__none,47,hellinger,SEA_A,54.3,57000,3,2,0.1,alarm
1,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,54.02,57000,3,2,0.1,alarm
1,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.9,57000,2,2,0.1,alarm
1,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.66,57000,3,2,0.1,alarm
1,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,53.46,57000,4,2,0.1,alarm
1,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.56,57000,0,2,0.1,alarm
1,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.44,57000,1,2,0.1,alarm
2,SEA_A__s112__clean__none,47,hellinger,SEA_A,54.28,57000,38,2,0.1,alarm
2,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,54.06,57000,33,2,0.1,alarm
2,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.86,57000,2,2,0.1,alarm
2,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,53.74,57000,22,2,0.1,alarm
2,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,53.96,57000,1,2,0.1,alarm
2,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.96,57000,3,2,0.1,alarm
2,SEA_A__s112__concept__severe,47,hellinger,SEA_A,54.08,57000,2,2,0.1,alarm
3,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,54.18,57000,27,2,0.1,alarm
3,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.86,57000,4,2,0.1,alarm
3,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.6,57000,20,2,0.1,alarm
3,SEA_A__s112__clean__none,47,hellinger,SEA_A,54.16,57000,4,2,0.1,alarm
3,SEA_A__s112__splice__severe,47,hellinger,SEA_A,54.04,57000,28,2,0.1,alarm
3,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,53.38,57000,1,2,0.1,alarm
3,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.98,57000,38,2,0.1,alarm
0,SEA_A__s112__clean__none,7,hellinger,SEA_A,53.86,57000,5,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,7,hellinger,SEA_A,54.18,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,7,hellinger,SEA_A,53.72,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,7,hellinger,SEA_A,53.74,57000,3,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,7,hellinger,SEA_A,53.6,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,7,hellinger,SEA_A,54.12,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,7,hellinger,SEA_A,53.34,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,7,hellinger,SEA_A,53.18,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,7,hellinger,SEA_A,53.36,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,7,hellinger,SEA_A,53.94,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,7,hellinger,SEA_A,52.88,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,7,hellinger,SEA_A,53.78,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,7,hellinger,SEA_A,53.88,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,7,hellinger,SEA_A,54.08,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,7,hellinger,SEA_A,53.58,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,7,hellinger,SEA_A,54.0,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,7,hellinger,SEA_A,54.06,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,7,hellinger,SEA_A,53.44,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,7,hellinger,SEA_A,54.0,57000,22,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,7,hellinger,SEA_A,53.92,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,7,hellinger,SEA_A,53.8,57000,26,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,7,hellinger,SEA_A,53.94,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,7,hellinger,SEA_A,54.32,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,7,hellinger,SEA_A,54.08,57000,21,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,7,hellinger,SEA_A,53.46,57000,2,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,7,hellinger,SEA_A,54.16,57000,31,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,7,hellinger,SEA_A,53.36,57000,3,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,7,hellinger,SEA_A,53.66,57000,31,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,53.84,57000,3,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,17,hellinger,SEA_A,53.76,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.66,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,17,hellinger,SEA_A,53.78,57000,5,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,17,hellinger,SEA_A,53.96,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,54.04,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,53.46,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,17,hellinger,SEA_A,53.44,57000,7,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,53.24,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.6,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,53.98,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,17,hellinger,SEA_A,54.28,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,53.78,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,17,hellinger,SEA_A,53.86,57000,5,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,53.42,57000,5,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.44,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,53.7,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,17,hellinger,SEA_A,53.78,57000,6,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,17,hellinger,SEA_A,53.58,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,17,hellinger,SEA_A,54.0,57000,23,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,54.16,57000,23,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,17,hellinger,SEA_A,54.36,57000,15,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,17,hellinger,SEA_A,53.48,57000,4,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,17,hellinger,SEA_A,54.18,57000,29,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,17,hellinger,SEA_A,54.12,57000,8,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,17,hellinger,SEA_A,53.36,57000,16,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,17,hellinger,SEA_A,53.68,57000,33,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,17,hellinger,SEA_A,53.5,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,54.24,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,27,hellinger,SEA_A,53.48,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.4,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,27,hellinger,SEA_A,53.78,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,52.94,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.54,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.68,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,27,hellinger,SEA_A,54.02,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,27,hellinger,SEA_A,53.88,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.78,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,53.96,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.5,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,53.14,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.7,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,27,hellinger,SEA_A,53.84,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,27,hellinger,SEA_A,54.02,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.36,57000,16,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,54.2,57000,16,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,27,hellinger,SEA_A,53.86,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.66,57000,34,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,53.84,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,27,hellinger,SEA_A,54.42,57000,15,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,27,hellinger,SEA_A,54.12,57000,36,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,27,hellinger,SEA_A,54.18,57000,26,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,27,hellinger,SEA_A,54.14,57000,24,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,27,hellinger,SEA_A,53.88,57000,2,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,27,hellinger,SEA_A,53.68,57000,34,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,27,hellinger,SEA_A,53.32,57000,15,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,37,hellinger,SEA_A,54.26,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.62,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,53.88,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.78,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,54.06,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.68,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.44,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.4,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,53.5,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.18,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.86,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,37,hellinger,SEA_A,54.16,57000,1,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.56,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,53.72,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,37,hellinger,SEA_A,53.56,57000,0,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,37,hellinger,SEA_A,53.38,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,54.3,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,37,hellinger,SEA_A,54.0,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,53.56,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,54.06,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.76,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,37,hellinger,SEA_A,53.54,57000,0,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,37,hellinger,SEA_A,53.68,57000,3,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,37,hellinger,SEA_A,54.28,57000,23,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,37,hellinger,SEA_A,54.38,57000,16,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,37,hellinger,SEA_A,53.54,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,37,hellinger,SEA_A,54.16,57000,25,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,37,hellinger,SEA_A,53.86,57000,27,4,0.1,alarm_persistence
0,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.44,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__clean__none,47,hellinger,SEA_A,53.7,57000,4,4,0.1,alarm_persistence
0,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.34,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.64,57000,1,4,0.1,alarm_persistence
0,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,53.74,57000,2,4,0.1,alarm_persistence
0,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,52.94,57000,0,4,0.1,alarm_persistence
0,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.76,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__clean__none,47,hellinger,SEA_A,54.3,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,54.02,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.9,57000,2,4,0.1,alarm_persistence
1,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.66,57000,3,4,0.1,alarm_persistence
1,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,53.46,57000,4,4,0.1,alarm_persistence
1,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.56,57000,0,4,0.1,alarm_persistence
1,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.44,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__clean__none,47,hellinger,SEA_A,53.68,57000,0,4,0.1,alarm_persistence
2,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.96,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__splice__severe,47,hellinger,SEA_A,53.86,57000,2,4,0.1,alarm_persistence
2,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,54.28,57000,13,4,0.1,alarm_persistence
2,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,53.96,57000,1,4,0.1,alarm_persistence
2,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.96,57000,3,4,0.1,alarm_persistence
2,SEA_A__s112__concept__severe,47,hellinger,SEA_A,54.08,57000,2,4,0.1,alarm_persistence
3,SEA_A__s112__instance__moderate,47,hellinger,SEA_A,53.9,57000,0,4,0.1,alarm_persistence
3,SEA_A__s112__instance__severe,47,hellinger,SEA_A,53.86,57000,4,4,0.1,alarm_persistence
3,SEA_A__s112__concept__severe,47,hellinger,SEA_A,53.36,57000,15,4,0.1,alarm_persistence
3,SEA_A__s112__clean__none,47,hellinger,SEA_A,54.22,57000,33,4,0.1,alarm_persistence
3,SEA_A__s112__splice__severe,47,hellinger,SEA_A,54.04,57000,22,4,0.1,alarm_persistence
3,SEA_A__s112__concept__moderate,47,hellinger,SEA_A,53.38,57000,1,4,0.1,alarm_persistence
3,SEA_A__s112__splice__moderate,47,hellinger,SEA_A,53.68,57000,34,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,7,adwin,RBF_I,32.76,57000,2,2,0.1,alarm
0,RBF_I__s112__splice__moderate,7,adwin,RBF_I,31.22,57000,3,2,0.1,alarm
0,RBF_I__s112__splice__severe,7,adwin,RBF_I,33.7,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__severe,7,adwin,RBF_I,30.0,57000,2,2,0.1,alarm
0,RBF_I__s112__concept__severe,7,adwin,RBF_I,32.6,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__moderate,7,adwin,RBF_I,32.1,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__moderate,7,adwin,RBF_I,33.18,57000,3,2,0.1,alarm
1,RBF_I__s112__splice__severe,7,adwin,RBF_I,33.52,57000,2,2,0.1,alarm
1,RBF_I__s112__instance__severe,7,adwin,RBF_I,32.12,57000,0,2,0.1,alarm
1,RBF_I__s112__clean__none,7,adwin,RBF_I,33.0,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__moderate,7,adwin,RBF_I,33.46,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__severe,7,adwin,RBF_I,34.36,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__moderate,7,adwin,RBF_I,33.64,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__moderate,7,adwin,RBF_I,31.52,57000,3,2,0.1,alarm
2,RBF_I__s112__concept__severe,7,adwin,RBF_I,31.58,57000,2,2,0.1,alarm
2,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.94,57000,1,2,0.1,alarm
2,RBF_I__s112__clean__none,7,adwin,RBF_I,32.800000000000004,57000,27,2,0.1,alarm
2,RBF_I__s112__concept__moderate,7,adwin,RBF_I,33.36,57000,1,2,0.1,alarm
2,RBF_I__s112__splice__severe,7,adwin,RBF_I,32.6,57000,17,2,0.1,alarm
2,RBF_I__s112__instance__moderate,7,adwin,RBF_I,33.56,57000,2,2,0.1,alarm
2,RBF_I__s112__splice__moderate,7,adwin,RBF_I,33.22,57000,17,2,0.1,alarm
3,RBF_I__s112__concept__severe,7,adwin,RBF_I,31.7,57000,18,2,0.1,alarm
3,RBF_I__s112__instance__moderate,7,adwin,RBF_I,33.2,57000,1,2,0.1,alarm
3,RBF_I__s112__splice__severe,7,adwin,RBF_I,34.14,57000,0,2,0.1,alarm
3,RBF_I__s112__concept__moderate,7,adwin,RBF_I,32.58,57000,19,2,0.1,alarm
3,RBF_I__s112__clean__none,7,adwin,RBF_I,32.56,57000,27,2,0.1,alarm
3,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.82,57000,2,2,0.1,alarm
3,RBF_I__s112__splice__moderate,7,adwin,RBF_I,32.74,57000,15,2,0.1,alarm
0,RBF_I__s112__instance__moderate,17,adwin,RBF_I,33.54,57000,1,2,0.1,alarm
0,RBF_I__s112__clean__none,17,adwin,RBF_I,32.9,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__severe,17,adwin,RBF_I,34.38,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__severe,17,adwin,RBF_I,31.12,57000,2,2,0.1,alarm
0,RBF_I__s112__splice__severe,17,adwin,RBF_I,34.06,57000,0,2,0.1,alarm
0,RBF_I__s112__splice__moderate,17,adwin,RBF_I,35.8,57000,1,2,0.1,alarm
