stage,condition,arm,feedback_fraction,delay_blocks,host_macro_f1,resets,summary_sha256,prediction_sha256,path
validation,RBF_I__s114__clean__none,map_0000,0.05,1,0.6159922292291727,0,06d6b92ccfe4ac26c60c5153a7e51e275b4f117caeaa26bfe1ffae506922ce95,20670d9e992a57b418b22fa4dfdbfd8cb4f5b3683c41a066046168986f04ae99,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0001,0.05,1,0.5893648908939335,1,29a3e25fab508895bf78d9a67ac87b95d7e75cb90df3636f42ef4f789ce4e920,4401aabe40682fbee5a212e305e9e1358bb8695656ec913a142390f900219285,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0010,0.05,1,0.5664855395041999,2,3ae0eb9174098468e6ada708d7a09072038a02fb1ef8bb667ab4243d293f5860,3d06c1de79a619f4a1ca803e84027ffd43a37af76e7c8bcd91ceccaa0fe3dfdf,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0011,0.05,1,0.5736262372237494,3,bde0a3d7681934138bd519fe9a996472930b275836b846afe75b073b3aed25bf,d64d97decdea4e5dcd1f4ada53d2de634b1dcd0897b168b120615482fb542dae,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0100,0.05,1,0.5868777419344888,7,7ed39d7af54aafa7e2969a87d1a082238ae70897508539d63693cb280fac843c,ea02dcc075a508ec9a62c81a6e76f7cb9fa68dca77df3245e1a1e6d2a84ddf4e,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0101,0.05,1,0.5862294573994415,9,4f9aa521e83e4631ea85193a0c605bbad4c18564292d368ab9048cc9b5d129ec,031d6044461c4c4904f856cc39fce6b78f036f91979fa6fdf444d3a47f072ba8,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0110,0.05,1,0.583363714731049,9,d670a6b37dd89cabba74df9ba6c54b192aeefe1d27b57f2a1316516a99347c2b,775e52c8b10a1d9461f286c7dbcf1b5daf04b40c5691cb48e94195a6814f3b90,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_0111,0.05,1,0.586936204550057,10,cab6469c5fe0a23fe08a61c38728568d11ae78ed8242cfdc8c07b0ea4af731e9,9256c94c47b78ae46a833c9433eef975139ca82b1360a1037b66f2fa8cc364b2,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_0111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1000,0.05,1,0.5781450058134341,16,b6715eb6945b7ed2b397bb83b3c3f52fbd618439ac25fbe1e535b9b910744285,42ca8e5b7c087c05da7b01b1eafc1421137c4f20b700d089fdadb028f292f5e9,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1001,0.05,1,0.5776380062653046,16,1489c7e29171ac28422c62b5881ec1f1d95bd36f451ecc023c6fa0a22c956f59,cabac507eda7b15fe3b98d17dfeb810944c6778edb12c45aab8b7028ffb2fcc3,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1010,0.05,1,0.5781450058134341,16,501dd611bfdbbdeb3a5c731409018913434920b2cccf9ece00f6c5e009091bff,42ca8e5b7c087c05da7b01b1eafc1421137c4f20b700d089fdadb028f292f5e9,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1011,0.05,1,0.5776380062653046,16,d584afb7a38749ea5ae9612a85b8975e222f43fb249e2710fc3cdbbdbbaec176,cabac507eda7b15fe3b98d17dfeb810944c6778edb12c45aab8b7028ffb2fcc3,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1100,0.05,1,0.586627062978935,24,5940d4ddf8a3f23e8e13a4b1a324fff76beffa367f15d3354b2fbed7f7fafda3,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1101,0.05,1,0.586627062978935,24,155fb0ee4d77683b7d744e6e5a31f627eebe41c3eea82ad5377e9b09e9fa83e7,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1110,0.05,1,0.586627062978935,24,4bf1b41a8fb9e9e3afef6af9590ed7ec37d129d758ddeba4a28571c0126adaf9,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__clean__none,map_1111,0.05,1,0.586627062978935,24,8f43f93981f03cbc6cd14d7c20a19eba1238d7ccb9565019338e2192f02c7bb1,73479b1a249d4ed4742dac9380a86265ffe6329f41b29afca8b04c8b5c1463f1,results/policy_robustness/validation_runs/RBF_I__s114__clean__none/map_1111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0000,0.05,1,0.5934333944457044,0,05d61522d816c87f5b702065d114eee59bd990e5ca573691af768fc46495bef1,fcee2c5e8b9f4240ee76041fcbffe53039acf9324ea6f657f34c9c0f746047f0,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0001,0.05,1,0.5596116683194895,8,483e931b913606c74649e3a4dd5e526abf13771c64e62dc038b7e199b36e4d59,108307774c6302d23285563d50d208bbd7fe720bd71c35f223db6ae7988dc0cd,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0010,0.05,1,0.5592724794974311,2,436f2b636110ef64018c2292131ab91915281b5427c47bff5977220fd4d8d7d5,a262eb7fbf61d2525867f81d7a7e49625fbd9cf4da62e16001134af299bf1ef7,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0011,0.05,1,0.5649966389025188,8,fb838eb939e52a29d6d71b59a957a15927c32b50b80580e64aebbf7aae865721,7047b23c7e5fb61f01b3c5d431f90d2a76191b57e61817fca2483d6c5a4f2f39,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0100,0.05,1,0.5636963742996457,4,eb66f1b34103f9aa036423acec2d8854d1c25fad4fbe3bc720c43ba187c62c51,f5e9cad5c954a7189e81cc96a5598c80aae932fe5b7a1aff198c66e27aa06564,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0101,0.05,1,0.5613283253444477,11,ded531044c74858f3f8fd173060ab6415157a99937e0e58b66e8af8d33ad1ab7,bc80ece1dba2bde0f207fceb3a8d74fa1c117dc95c8ccb41647f4e067ae77989,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0110,0.05,1,0.5673350343295505,8,ed0f2c5388ba287d1754f1abbb16b1ec935b0836a03b1a03d0703619b3f62880,272bcf4f9d0370c05fc3469564f75f556b69a9c9d9c1abaf23f67ea8958c2ccf,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_0111,0.05,1,0.5674261113408973,13,8757c763d40116a55a0c8dcbd94f074c466046c935e29cf7616948950e827d00,f17ae49dca167d7bde19a0e47d74e47590958daf8ad539fc8ddfceddf6aaeab6,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_0111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1000,0.05,1,0.5634026282758022,9,ac57719c325879e4a04f695bd8c70c0138f412fb2537a023524c800bb856d92d,a25e4ca769b745868cac4546aa183474a17289e1b3127caa98d98fc73f0bbd38,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1001,0.05,1,0.5658960407724082,10,9cc7139651e052235c917e863e40e2e3c8e476a4871b19117cbd1117d9983052,e61b9d7b91c720840ee508e8f88ce1a6595e8a0c45713b541438f9264eb2540d,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1010,0.05,1,0.5702286247384741,10,189651d28963d336cdad7e8eeb8f3d0409cb484e50588e77b04666a86f40eb9e,a10d7484d643f73ec4a3ee075c216e7a1e8c2f3860b88d0ed3bf8ca0dfd27eb0,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1011,0.05,1,0.5657540964394496,13,4db114606150141a927d10f60db7bbf342222c8e6fecf72b9f13ee0132d06015,32630facfb496da9f22bee17b70067a1b118c34f8f3e3e2ae45f8b9c0ddb491c,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1100,0.05,1,0.567078542776362,14,bd97f0fc5df89226b21aac83ca394282f9799911e6754a9a4072177f421273d2,e65a8cb978afc42280d66a78b66534ac931df03d598c30394f1a58f6f91200ce,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1101,0.05,1,0.5685373759266383,21,3b23fc91a3b97e99ef21cd5ba806e9bd3c71297560137ee2b49a3a62a5ffa973,a035a05793d947862ed1640cf1106cdcbed9e5be78355bf952bdd05864616995,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1110,0.05,1,0.5662859957442046,14,e9e31fe9461b7ec33c0451f7c7b56296d4884d2a8fc5e6c50165c553613d05ff,39ac6315256c592168d40c7788ba13bc184612fe5ba3f2a19b32255d38383929,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__moderate,map_1111,0.05,1,0.5649029137420485,22,275566a61348d3f3a91a40e12dcbe66d3c22c14afced7b359defc39d85c65194,76e2a3e74a7ec9be806760d3110f046d8d2aafea111f924b3f971766eb44252d,results/policy_robustness/validation_runs/RBF_I__s114__concept__moderate/map_1111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0000,0.05,1,0.5376416090097574,0,cc42c203899b1c7fc338026897dcdcfae6fff21f30d1a6701e7244bf234f5c27,9b8f8a6de6a974751fc9ff0cf9833e7421f6459bbabbec83e28d80a5fb54741e,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0001,0.05,1,0.5340698846639668,8,950ba6d0771254c5ced94c9556838d58658e05ffa75521d23b2fe375d27ee263,7836425f4b2dca0a6fac95db1f591e1f2c84a82d5bd783ebceede364f9dc1d93,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0010,0.05,1,0.5083162328179684,6,e1d993d4e96ae4d5b527840289b6516050639bc776ba95498f96d7d31fbc0fc3,9ab1bae9627ed59379ffdda2f8a24aee721e8def98df91b77f8135629e8f7229,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0011,0.05,1,0.539768607454292,11,9f016cc066161e68f565938f24b214795b968cf1942c3a95518a51e04dcbbbc6,c30511a887d9e538455e420b3465eaaf62e813a63a59568ed9b360fb3d21a084,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0100,0.05,1,0.5512428294660312,6,c678839aac6a9ff371f369cbbb714241c20dd2f18c5c9fd4f730580ce52da6e3,76746b368c98b4ee00b58a9e2bad03ffa728865cf55866ee77ba64c5cd0919b8,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0101,0.05,1,0.5380808923570055,13,16bff763528edaa63d5da481ca7807946a3a545e58e11710356d95167dd05a64,f4f16327e1aa855c181cbe77bc23dcccfe2372d6c9146e2a6bf9bca41b37963d,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0110,0.05,1,0.54112186175435,11,01d32b35c5e52727e0a00f8590cb190dda2ec15367b2edd86b5b6f42b58839d0,52ed014bd5719f5936a258a98cf5f211494ed5d4c2f28ddb10385902de52b66e,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_0111,0.05,1,0.5365980531140206,16,ec4d90cc4182ecbee2ad7d2d2a0c8beff2273355f30ece5198db948af1b40c69,341fb39ddee48958261dcbbd787d1438605f613d0b3d33bb917915623559d47d,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_0111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1000,0.05,1,0.547490274730341,9,524ac63e8e560517c0eccd8bef67e8581a22907c5dc33bbd921a5842b2d4903a,bbf97b09572777982e755b3d7125f2a6d5e0f5fd18686e3fb01228084ad76990,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1001,0.05,1,0.545891811261708,15,e2b657f9dd11d3e8d1a9fba559a7fe637ac16ddb941b6167f4d8a84e796933c4,85caaa76ab92cb63658c2921a0398082c0da8a954248057aca610158e806f315,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1010,0.05,1,0.5445139221982156,13,9ad6f45ce5a37fb9521234fc0a3872cbbe646404f8b909d4ca137b934f412a92,9ecde173afc607a33346594782d7130adc15d427ccd429bc0a4abce0ca0ea66a,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1011,0.05,1,0.5424476217162196,19,801ce1263bb8707cae20896ea681f2cd77519d056f303541aa686a3c5a407b88,814e03bedc9cd430bd0ddb7cf59b30c2b9564a85f55901f136dd0a13a9b2d07b,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1100,0.05,1,0.554744822457973,14,ae2931ca17cae832ffec7185bfa835ff1493c302f5c341aa0e815aba65f10f5d,08d1e7d2fd5776effbea9d443d0ddb481a43cf8043c5f80f8ae82421a486c2f2,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1101,0.05,1,0.546196403035494,22,93fcbcfc2e8563987a11932d4b8bc2d2ed73d388b520b7a8088c91d06ce1f861,f9c11e7f20a2fc819aa76f02d17738acb693315cdb32721c09b0dc822b221bf9,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1110,0.05,1,0.5480180235839761,18,762aaabad9fd2d5a029c0898e6e36247d22eb80fd8b6a5ee3963daa1b2c22dd3,454e7ea1c1430171821844d4561f263773165b8a4773457ba230fdb83648da3c,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__concept__severe,map_1111,0.05,1,0.542829931981517,25,1bc516de1c35898672d2fc02f127446e20f41246195cb39e5a9a4df55cf46553,c67b1d83c3a807f61a3cbd1b51e21a144cd9aa6bcd11c66f6105259c1d029c11,results/policy_robustness/validation_runs/RBF_I__s114__concept__severe/map_1111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0000,0.05,1,0.5692407847888957,0,c71c573f9a3779a4d210091c11aa72f1a2091a4f7fe923697224b5ca21184503,d53437ba304113dde366256937fab1cb1cdcfc797f99cfbfba74633060439c4a,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0001,0.05,1,0.5703991787218587,1,aacc27d03b78483c5f54283ed96f672f6000204736d7bc87e52b6f082a8eb490,e6eb199b2cd240d2e03685687d79b265784be65bd5b62ee4693cfee1e41af237,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0010,0.05,1,0.5746973854443256,1,5cf87d4b161a53753c34d0173b5f7eb478013e0650d8ba176b0826e63ea2c52b,dae0b5ee5404ea95a096afa1668903741c210c046c2fbd780c59ea37bfcba8d6,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0011,0.05,1,0.5773776196212298,2,bc247c973a5c150d2e652b8d7db4b8ce723ba5945d4de4cc0d497404ed747fb4,1baa8c43b1245d02f9a4b2b021bc7bb11c30375868a9e38d640fdbf572b552bc,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0100,0.05,1,0.5742671720487623,6,b16ad69a02e902226867684a6cd912644ef569446b6075e5c2e39b73eff44619,f77038792fce0b1dc6d7bf65a7c1ff5e0c08d43c03209cf2a7bf86f0374d94c6,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0101,0.05,1,0.5742696741832057,6,12df93a3e902ae55561bffa5883d74f981c2027356343ef8b65e0c43a9ade428,5b9e91fe692c22a0ca7c3b14c20950fcca8ea43e9a20e2fb8d28e502e37f8fd9,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0110,0.05,1,0.5755936065394971,7,0dbce3fa44b41cb81ad67404892fcb2efac9f5bf98310e6cfa9974b4307b8296,c6f290488163ca53e6a2dcf5f43ebc47cff68292b3d20c0cae1a98dca1af94f4,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_0111,0.05,1,0.5751058236032565,7,e614113e1ea3c4e949070b18cd0893cdb15e0e341a63436379ed2fb28e8315a3,9cfc0cd40281ad2bf26a709cfab8847e9e16cb6631a8d1b7ce1a5cc5597aca07,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_0111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1000,0.05,1,0.5535614114898353,15,33abbbc0d05fd8098ad3ce7541b65742662dc08993f872552b063531ca6593ca,3641bca06b5c77a6f30d2e7f957eb9acc26a94fca2da1d49d69e020536cd3cd8,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1001,0.05,1,0.5571644483148336,17,a4eca32cedddbb0e9368b485a2d71a2131955a38a334c49a931ed1a888c63946,1b99ae053cee8561b8ac3a53f3d07d0a405b935652b092c07931c3a40a33644f,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1010,0.05,1,0.5535614114898353,15,933d57abd5e27a8c6e192b82831d87e003e2822c698d3a6007ae2474f45b1300,3641bca06b5c77a6f30d2e7f957eb9acc26a94fca2da1d49d69e020536cd3cd8,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1011,0.05,1,0.5571644483148336,17,254802ea66c7dbf76661a994fdb9de0d6d1c10a399e041f033da5c9ca8e14d89,1b99ae053cee8561b8ac3a53f3d07d0a405b935652b092c07931c3a40a33644f,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1100,0.05,1,0.568672937947454,25,5e8bfe2896d864c0a6359b1576b7ed94071c27575358a4f816ede8589f5faa81,0f664faf72c7b2fc4025afe1c09dff87e92281beb28dc8405680f634fad73e2a,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1101,0.05,1,0.5680183362302568,25,3556dbf8955470675e8ae61fe0446250d4ead1ea5dbaa51b40fc0d688d8d676e,7627b8d9102909da9bb69aa236e02e245af6d870e15936ecb89e65586e9aea80,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1110,0.05,1,0.568672937947454,25,57ffb145768b8fd701f3b12378b28fbf3ff7d8b9ff2d00116fa88fe4f95c90ed,0f664faf72c7b2fc4025afe1c09dff87e92281beb28dc8405680f634fad73e2a,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__moderate,map_1111,0.05,1,0.5680183362302568,25,387938423f38544291ecae7e8f70fe62457095bf7c5d29cbf85b5fc68189b5b5,7627b8d9102909da9bb69aa236e02e245af6d870e15936ecb89e65586e9aea80,results/policy_robustness/validation_runs/RBF_I__s114__instance__moderate/map_1111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0000,0.05,1,0.5477959327288169,0,5245d2211a992616187ed152269c2d4b852870d2ab4f176fecdd17f2456ffa3f,095deed6458aa03d7c53077182e954d1b0b175c4978a19eacf451e5389c80080,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0001,0.05,1,0.5254690848888173,1,e00afeafe22367ebf096d9781e9cea10932a3e3fba3192fc0b0a701d56425e88,f555b2a7e5cdb882e398f24abfa766c96411c203b6cfc1797ad2a50e74a140a8,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0010,0.05,1,0.5471601051985724,0,72caf5526a6f70d79b3d5edbe9e940dd85b2e844af9513d814a54e50915d0740,2944f2596710935edb2c1d9b53e584495797b5b9c7d5f4565ff54334f4ed2be8,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0011,0.05,1,0.530260855907142,1,8269946db713ec88daf2ee7f75617058122bf713ca4cadbad8a8b2af70e47bd3,e2c8dba84a1153f3c8faf9351f58d794623c583c1c59bb247a35967f8246f41b,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0100,0.05,1,0.522193186514829,4,4ae0419bc27004d58413db9d6262c1158b0fafe2a308ac4f20f042b1b130b9fe,02a6a23bcac68a174e9128734e9e1b651cfee69663ee64e8536478787b5ca79e,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0100/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0101,0.05,1,0.5249037200616005,6,c8b5d47d65678bb2404642a7e1b1d3fb182a84eca81021dd03c7a01511c4c69d,f73cedd20cd04053447b6db78113c15f5d558cfcacc20d6230823edb9e0b5741,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0101/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0110,0.05,1,0.522193186514829,4,91a5d3dd75cd6a95ac1ac95f385cb852914d5d34b7b2536f02d37b6fc886744d,02a6a23bcac68a174e9128734e9e1b651cfee69663ee64e8536478787b5ca79e,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0110/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_0111,0.05,1,0.5249037200616005,6,8770d911201afc5b4760be1549987355fbc2ab45726ed7d32f502e3b39c5c7ee,f73cedd20cd04053447b6db78113c15f5d558cfcacc20d6230823edb9e0b5741,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_0111/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_1000,0.05,1,0.5103749362283192,20,5a072b82543dcecbb6ed83529c8c4d5cd82e93ba40b446e9fb48511dda0d625c,f3fb333edd952a54a7334ccc24f5c735201f024a9723eb7dab984af8ffa0a4cf,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_1000/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_1001,0.05,1,0.5106638589902373,20,e634d30014aa2576607d549593739a32c40b89b6283a9fee4c2922c259bbc1dc,7ded79f4ea42fe8969d2334296c9ce9188ac0a02bc5b79595a52695014cdfd27,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_1001/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_1010,0.05,1,0.5103749362283192,20,ad63e7637a93538ba6a52830b57f58e0e71f762db91e5c2d03ac4a4ebf2a9d8f,f3fb333edd952a54a7334ccc24f5c735201f024a9723eb7dab984af8ffa0a4cf,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_1010/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_1011,0.05,1,0.5106638589902373,20,e16ce0993612b10cfd6c8f7cd537cfa148696562a344d74287142ad14e06f6e2,7ded79f4ea42fe8969d2334296c9ce9188ac0a02bc5b79595a52695014cdfd27,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_1011/feedback_0.05_delay_1/summary.json
validation,RBF_I__s114__instance__severe,map_1100,0.05,1,0.5257641120529966,29,7ac948aa3d6cc0d5be49500b56bee8ded5ed7e304f62449d702e198cfafa6a35,1b897530823a6b585e2b3bb606ed4a0f7194e248b3a2b199664d8c1c578e7c70,results/policy_robustness/validation_runs/RBF_I__s114__instance__severe/map_1100/feedback_0.05_delay_1/summary.json
