stream,detector,arm,feedback_fraction,delay_blocks,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
RBF_I,adwin,confirmed,0.05,1,0.5366254227865485,0.5418073921093597,0.6552639167369908,0.25439378173618854,1.7142857142857142,64057.142857142855,2.8158550320879194,,
RBF_I,adwin,error_rule,0.05,1,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,57000.0,2.5084013690581615,,
RBF_I,adwin,no_reset,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.8304396381131873,,
RBF_I,adwin,q_alarm_17,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.835802229773669,,
RBF_I,adwin,q_alarm_27,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.8299742093995777,,
RBF_I,adwin,q_alarm_37,0.05,1,0.5294388069810314,0.5339193273501825,0.35368984803296044,0.503540109503513,27.74285714285714,57000.0,2.2939137654861304,,
RBF_I,adwin,q_alarm_47,0.05,1,0.5294388069810314,0.5339193273501825,0.35368984803296044,0.503540109503513,27.74285714285714,57000.0,2.2909547167156625,,
RBF_I,adwin,q_alarm_7,0.05,1,0.5313886654968206,0.5361083301914787,0.4938110120512306,0.47026808566332534,23.228571428571428,57000.0,2.435298245370255,,
RBF_I,adwin,q_alarm_persistence_17,0.05,1,0.5315951931538339,0.5369641520738682,0.613427309219253,0.3470652777653037,5.6571428571428575,57000.0,2.5452853272851956,,
RBF_I,adwin,q_alarm_persistence_27,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.8296890488264452,,
RBF_I,adwin,q_alarm_persistence_37,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.7072391905139996,,
RBF_I,adwin,q_alarm_persistence_47,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.7100037571134243,,
RBF_I,adwin,q_alarm_persistence_7,0.05,1,0.5259856967637785,0.530839199140535,0.4359660136516507,0.4436600853010762,18.714285714285715,57000.0,2.4602178154588077,,
RBF_I,adwin,selected_map,0.05,1,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,57000.0,2.8445148392576294,,
