stream,mode,level,detector,filter,alarm_rate,resets_per_100k,rejected_update_rate,event_recall,detection_delay,unexposed_false_alarm_rate,unexposed_blocks
radar,instance,moderate,hddm_w,none,0.5218390804597701,6.447765043441817,0.22528735632183908,,,,
radar,instance,moderate,hellinger,learned_features,0.07586206896551724,2.7633278757607784,0.17011494252873563,,,,
radar,instance,moderate,hellinger,learned_features_label,0.07586206896551724,2.7633278757607784,0.17011494252873563,,,,
radar,instance,moderate,hellinger,none,0.07586206896551724,2.7633278757607784,0.17011494252873563,,,,
radar,instance,severe,adwin,learned_features,0.6459770114942529,5.987210397481687,0.2045977011494253,,,,
radar,instance,severe,adwin,learned_features_label,0.6850574712643679,6.447765043441817,0.23218390804597702,,,,
radar,instance,severe,adwin,none,0.6459770114942529,5.987210397481687,0.2045977011494253,,,,
radar,instance,severe,d3_oof,learned_features,0.022988505747126436,1.1513866149003247,0.21839080459770113,,,,
radar,instance,severe,d3_oof,learned_features_label,0.022988505747126436,1.3816639378803892,0.1310344827586207,,,,
radar,instance,severe,d3_oof,none,0.022988505747126436,1.1513866149003247,0.21839080459770113,,,,
radar,instance,severe,hddm_w,learned_features,0.5126436781609195,6.908319689401947,0.1931034482758621,,,,
radar,instance,severe,hddm_w,learned_features_label,0.5908045977011495,5.296378428541492,0.2206896551724138,,,,
radar,instance,severe,hddm_w,none,0.5126436781609195,6.908319689401947,0.1931034482758621,,,,
radar,instance,severe,hellinger,learned_features,0.0528735632183908,3.2238825217209084,0.1839080459770115,,,,
radar,instance,severe,hellinger,learned_features_label,0.07586206896551724,2.9936051987408434,0.2160919540229885,,,,
radar,instance,severe,hellinger,none,0.0528735632183908,3.2238825217209084,0.1839080459770115,,,,
radar,splice,moderate,adwin,learned_features,0.7999999999999999,5.987210397481687,0.22758620689655173,,,,
radar,splice,moderate,adwin,learned_features_label,0.7931034482758621,6.217487720461752,0.2206896551724138,,,,
radar,splice,moderate,adwin,none,0.7885057471264368,6.678042366421882,0.23908045977011494,,,,
radar,splice,moderate,d3_oof,learned_features,0.03218390804597701,1.3816639378803892,0.1471264367816092,,,,
radar,splice,moderate,d3_oof,learned_features_label,0.029885057471264367,1.1513866149003245,0.13793103448275865,,,,
radar,splice,moderate,d3_oof,none,0.03218390804597701,1.3816639378803892,0.1425287356321839,,,,
radar,splice,moderate,hddm_w,learned_features,0.6988505747126436,6.447765043441817,0.2206896551724138,,,,
radar,splice,moderate,hddm_w,learned_features_label,0.7011494252873564,6.908319689401947,0.21149425287356324,,,,
radar,splice,moderate,hddm_w,none,0.6781609195402298,7.138597012382011,0.22758620689655173,,,,
radar,splice,moderate,hellinger,learned_features,0.08045977011494253,2.302773229800649,0.2114942528735632,,,,
radar,splice,moderate,hellinger,learned_features_label,0.07816091954022988,3.2238825217209084,0.21379310344827585,,,,
radar,splice,moderate,hellinger,none,0.07816091954022988,2.0724959068205844,0.19540229885057472,,,,
radar,splice,severe,adwin,learned_features,0.8413793103448276,7.599151658342141,0.21839080459770113,,,,
radar,splice,severe,adwin,learned_features_label,0.8597701149425286,7.599151658342141,0.22528735632183908,,,,
radar,splice,severe,adwin,none,0.8344827586206897,7.138597012382012,0.21149425287356324,,,,
radar,splice,severe,d3_oof,learned_features,0.027586206896551724,1.1513866149003247,0.12873563218390804,,,,
radar,splice,severe,d3_oof,learned_features_label,0.027586206896551724,1.1513866149003247,0.15632183908045977,,,,
radar,splice,severe,d3_oof,none,0.027586206896551724,1.1513866149003247,0.13333333333333333,,,,
radar,splice,severe,hddm_w,learned_features,0.7264367816091953,7.138597012382012,0.24597701149425288,,,,
radar,splice,severe,hddm_w,learned_features_label,0.742528735632184,7.829428981322206,0.2298850574712644,,,,
radar,splice,severe,hddm_w,none,0.742528735632184,6.908319689401947,0.2620689655172414,,,,
radar,splice,severe,hellinger,learned_features,0.0735632183908046,1.8422185838405192,0.20919540229885059,,,,
radar,splice,severe,hellinger,learned_features_label,0.0574712643678161,1.8422185838405192,0.18850574712643678,,,,
radar,splice,severe,hellinger,none,0.06896551724137931,2.0724959068205844,0.21839080459770113,,,,
