stream,mode,level,detector,filter,alarm_rate,resets_per_100k,rejected_update_rate,event_recall,detection_delay,unexposed_false_alarm_rate,unexposed_blocks
RBF_I,concept,severe,d3_oof,learned_features,0.03346720214190094,0.0,0.22489959839357432,1.0,20.666666666666668,,0.0
RBF_I,concept,severe,d3_oof,learned_features_label,0.024096385542168672,0.0,0.24364123159303883,0.888888888888889,35.916666666666664,,0.0
RBF_I,concept,severe,d3_oof,none,0.020080321285140562,0.0,0.2543507362784471,0.7777777777777778,35.55555555555555,,0.0
RBF_I,concept,severe,hddm_w,learned_features,0.6934404283801875,1.6064257028112452,0.32931726907630526,1.0,1.1111111111111112,,0.0
RBF_I,concept,severe,hddm_w,learned_features_label,0.7054886211512718,0.9370816599732263,0.3708165997322624,1.0,1.111111111111111,,0.0
RBF_I,concept,severe,hddm_w,none,0.7215528781793842,1.3386880856760375,0.33199464524765726,1.0,0.8888888888888888,,0.0
RBF_I,concept,severe,hellinger,learned_features,0.1111111111111111,0.6693440428380187,0.29317269076305225,1.0,2.111111111111111,,0.0
RBF_I,concept,severe,hellinger,learned_features_label,0.09103078982597056,0.535475234270415,0.3078982597054886,1.0,10.888888888888888,,0.0
RBF_I,concept,severe,hellinger,none,0.09772423025435073,0.13386880856760378,0.2797858099062918,1.0,9.222222222222223,,0.0
RBF_I,instance,moderate,adwin,learned_features,0.0428380187416332,0.26773761713520755,0.24899598393574296,1.0,11.888888888888888,,0.0
RBF_I,instance,moderate,adwin,learned_features_label,0.04819277108433736,0.0,0.22356091030789826,1.0,7.0,,0.0
RBF_I,instance,moderate,adwin,none,0.0535475234270415,0.13386880856760378,0.20615796519410975,1.0,9.888888888888888,,0.0
RBF_I,instance,moderate,d3_oof,learned_features,0.032128514056224904,0.0,0.19812583668005354,1.0,23.333333333333332,,0.0
RBF_I,instance,moderate,d3_oof,learned_features_label,0.02677376171352075,0.13386880856760378,0.2329317269076305,0.888888888888889,26.166666666666668,,0.0
RBF_I,instance,moderate,d3_oof,none,0.03346720214190094,0.13386880856760378,0.23828647925033467,0.888888888888889,23.416666666666668,,0.0
RBF_I,instance,moderate,hddm_w,learned_features,0.5502008032128515,0.8032128514056226,0.33065595716198126,1.0,1.4444444444444444,,0.0
RBF_I,instance,moderate,hddm_w,learned_features_label,0.5609103078982597,0.535475234270415,0.29451137884872824,1.0,1.4444444444444444,,0.0
RBF_I,instance,moderate,hddm_w,none,0.5930388219544845,0.9370816599732263,0.2476572958500669,1.0,1.4444444444444444,,0.0
RBF_I,instance,moderate,hellinger,learned_features,0.09906291834002678,0.13386880856760378,0.22623828647925034,1.0,7.111111111111111,,0.0
RBF_I,instance,moderate,hellinger,learned_features_label,0.07764390896921018,0.0,0.19678714859437751,1.0,8.777777777777779,,0.0
RBF_I,instance,moderate,hellinger,none,0.0856760374832664,0.4016064257028112,0.2369477911646586,1.0,8.444444444444445,,0.0
RBF_I,instance,severe,adwin,learned_features,0.04149933065595716,0.0,0.2356091030789826,1.0,9.888888888888888,,0.0
RBF_I,instance,severe,adwin,learned_features_label,0.03748326639892905,0.0,0.2891566265060241,1.0,10.111111111111112,,0.0
RBF_I,instance,severe,adwin,none,0.04149933065595716,0.26773761713520755,0.2663989290495315,1.0,12.333333333333334,,0.0
RBF_I,instance,severe,d3_oof,learned_features,0.02275769745649264,0.0,0.24364123159303883,0.888888888888889,17.722222222222225,,0.0
RBF_I,instance,severe,d3_oof,learned_features_label,0.032128514056224904,0.0,0.24899598393574296,0.888888888888889,25.88888888888889,,0.0
RBF_I,instance,severe,d3_oof,none,0.03346720214190094,0.13386880856760378,0.2771084337349397,0.888888888888889,12.916666666666666,,0.0
RBF_I,instance,severe,hddm_w,learned_features,0.5662650602409639,0.535475234270415,0.2971887550200803,1.0,1.0,,0.0
RBF_I,instance,severe,hddm_w,learned_features_label,0.5823293172690763,0.6693440428380187,0.29585006693440424,1.0,1.0,,0.0
RBF_I,instance,severe,hddm_w,none,0.6037483266398929,0.9370816599732263,0.3145917001338688,1.0,1.0,,0.0
RBF_I,instance,severe,hellinger,learned_features,0.1004016064257028,0.0,0.2744310575635877,1.0,6.111111111111111,,0.0
RBF_I,instance,severe,hellinger,learned_features_label,0.07630522088353414,0.13386880856760378,0.2998661311914324,1.0,7.333333333333333,,0.0
RBF_I,instance,severe,hellinger,none,0.08433734939759036,0.4016064257028113,0.2797858099062918,1.0,10.888888888888888,,0.0
RBF_I,splice,moderate,adwin,learned_features,0.38286479250334676,0.535475234270415,0.30254350736278446,1.0,2.6666666666666665,0.0,0.3333333333333333
RBF_I,splice,moderate,adwin,learned_features_label,0.38018741633199465,0.8032128514056226,0.2771084337349398,1.0,2.5555555555555554,0.0,0.3333333333333333
RBF_I,splice,moderate,adwin,none,0.3788487282463186,0.8032128514056226,0.26238286479250333,1.0,4.222222222222222,0.0,0.3333333333333333
RBF_I,splice,moderate,d3_oof,learned_features,0.028112449799196786,0.26773761713520755,0.2369477911646586,1.0,27.333333333333332,0.0,0.3333333333333333
RBF_I,splice,moderate,d3_oof,learned_features_label,0.028112449799196786,0.13386880856760378,0.25702811244979923,0.888888888888889,31.5,0.0,0.3333333333333333
RBF_I,splice,moderate,d3_oof,none,0.03614457831325301,0.0,0.2757697456492637,0.7777777777777778,13.944444444444443,0.0,0.3333333333333333
RBF_I,splice,moderate,hddm_w,learned_features,0.6157965194109772,0.6693440428380187,0.30254350736278446,1.0,1.6666666666666667,0.0,0.3333333333333333
RBF_I,splice,moderate,hddm_w,learned_features_label,0.674698795180723,1.4725568942436411,0.35609103078982596,1.0,1.222222222222222,0.0,0.3333333333333333
RBF_I,splice,moderate,hddm_w,none,0.6278447121820615,1.4725568942436411,0.26907630522088355,1.0,1.0,1.0,0.3333333333333333
RBF_I,splice,moderate,hellinger,learned_features,0.09103078982597056,0.6693440428380187,0.2610441767068273,1.0,15.444444444444445,0.0,0.3333333333333333
RBF_I,splice,moderate,hellinger,learned_features_label,0.06827309236947791,0.26773761713520755,0.27844712182061576,1.0,26.444444444444443,0.0,0.3333333333333333
RBF_I,splice,moderate,hellinger,none,0.08032128514056225,0.26773761713520755,0.2597054886211513,1.0,30.666666666666668,0.0,0.3333333333333333
RBF_I,splice,severe,adwin,learned_features,0.2971887550200803,0.0,0.2543507362784471,1.0,3.4444444444444446,,0.0
RBF_I,splice,severe,adwin,learned_features_label,0.29049531459170014,0.26773761713520755,0.30522088353413657,1.0,5.0,,0.0
RBF_I,splice,severe,adwin,none,0.32262382864792505,0.13386880856760378,0.3333333333333333,1.0,5.333333333333333,,0.0
RBF_I,splice,severe,d3_oof,learned_features,0.03346720214190094,0.0,0.25301204819277107,0.888888888888889,16.777777777777775,,0.0
RBF_I,splice,severe,d3_oof,learned_features_label,0.024096385542168672,0.0,0.28112449799196787,0.888888888888889,31.694444444444446,,0.0
RBF_I,splice,severe,d3_oof,none,0.02677376171352075,0.0,0.2583668005354753,1.0,38.0,,0.0
RBF_I,splice,severe,hddm_w,learned_features,0.678714859437751,1.2048192771084338,0.33467202141900937,1.0,1.4444444444444444,,0.0
RBF_I,splice,severe,hddm_w,learned_features_label,0.6720214190093708,1.4725568942436411,0.34404283801874164,1.0,1.222222222222222,,0.0
RBF_I,splice,severe,hddm_w,none,0.6733601070950469,0.9370816599732262,0.3507362784471218,1.0,2.0,,0.0
RBF_I,splice,severe,hellinger,learned_features,0.08433734939759036,0.0,0.23828647925033467,1.0,21.0,,0.0
RBF_I,splice,severe,hellinger,learned_features_label,0.0856760374832664,0.13386880856760378,0.2717536813922356,1.0,21.444444444444446,,0.0
RBF_I,splice,severe,hellinger,none,0.057563587684069606,0.4016064257028112,0.2838018741633199,1.0,35.0,,0.0
SEA_A,clean,none,adwin,learned_features,0.032128514056224904,0.8032128514056226,0.11512717536813921,0.888888888888889,2.5,0.020257826887661142,181.0
SEA_A,clean,none,adwin,learned_features_label,0.03480589022757697,0.9370816599732263,0.08701472556894245,0.888888888888889,2.388888888888889,0.020257826887661142,181.0
SEA_A,clean,none,adwin,none,0.0321285140562249,0.8032128514056226,0.15796519410977242,1.0,2.8611111111111107,0.022099447513812154,181.0
SEA_A,clean,none,d3_oof,learned_features,0.020080321285140562,0.26773761713520755,0.1004016064257028,0.3333333333333333,6.75,0.022099447513812154,181.0
SEA_A,clean,none,d3_oof,learned_features_label,0.024096385542168672,0.0,0.0749665327978581,0.4444444444444445,12.5,0.02578268876611418,181.0
SEA_A,clean,none,d3_oof,none,0.028112449799196786,0.40160642570281135,0.10575635876840696,0.7777777777777778,6.888888888888889,0.023941068139963165,181.0
SEA_A,clean,none,hddm_w,learned_features,0.0013386880856760374,0.13386880856760378,0.08835341365461846,0.11111111111111112,1.75,0.0,181.0
SEA_A,clean,none,hddm_w,learned_features_label,0.0,0.0,0.0749665327978581,0.0,,0.0,181.0
SEA_A,clean,none,hddm_w,none,0.002677376171352075,0.26773761713520755,0.09638554216867469,0.22222222222222224,2.75,0.0,181.0
SEA_A,clean,none,hellinger,learned_features,0.09370816599732262,0.5354752342704151,0.10575635876840696,0.888888888888889,3.638888888888889,0.09576427255985266,181.0
SEA_A,clean,none,hellinger,learned_features_label,0.08969210174029452,0.26773761713520755,0.07228915662650602,0.888888888888889,6.722222222222222,0.09208103130755063,181.0
SEA_A,clean,none,hellinger,none,0.08835341365461848,0.5354752342704151,0.11914323962516733,0.888888888888889,5.638888888888889,0.07734806629834254,181.0
SEA_A,concept,moderate,adwin,learned_features,0.5502008032128515,4.016064257028113,0.3105756358768407,1.0,0.9722222222222222,0.0,21.0
SEA_A,concept,moderate,adwin,learned_features_label,0.2677376171352075,0.9370816599732263,0.13654618473895583,1.0,2.4166666666666665,0.07936507936507936,21.0
SEA_A,concept,moderate,adwin,none,0.5435073627844712,3.4805890227576977,0.3132530120481928,1.0,0.861111111111111,0.0,21.0
SEA_A,concept,moderate,d3_oof,learned_features,0.03346720214190094,0.26773761713520755,0.09103078982597053,0.5555555555555557,7.416666666666667,0.02857142857142857,21.0
SEA_A,concept,moderate,d3_oof,learned_features_label,0.032128514056224904,0.13386880856760378,0.09236947791164658,0.5555555555555557,7.75,0.011904761904761904,21.0
SEA_A,concept,moderate,d3_oof,none,0.01472556894243641,0.0,0.11646586345381527,0.11111111111111112,9.25,0.034126984126984124,21.0
SEA_A,concept,moderate,hddm_w,learned_features,0.43373493975903615,3.8821954484605086,0.28647925033467203,1.0,1.4166666666666667,0.0,21.0
SEA_A,concept,moderate,hddm_w,learned_features_label,0.03748326639892905,0.0,0.07898259705488621,0.3333333333333333,10.625,0.0,21.0
SEA_A,concept,moderate,hddm_w,none,0.43908969210174026,3.078982597054886,0.2918340026773762,1.0,0.861111111111111,0.0,21.0
SEA_A,concept,moderate,hellinger,learned_features,0.08835341365461846,0.9370816599732263,0.17001338688085676,1.0,9.86111111111111,0.09603174603174602,21.0
SEA_A,concept,moderate,hellinger,learned_features_label,0.08299866131191432,0.4016064257028112,0.07362784471218206,0.888888888888889,7.805555555555556,0.061111111111111116,21.0
SEA_A,concept,moderate,hellinger,none,0.08032128514056225,0.8032128514056226,0.13788487282463185,1.0,8.527777777777777,0.07777777777777778,21.0
SEA_A,concept,severe,adwin,learned_features,0.7710843373493975,3.078982597054886,0.28781793842034803,1.0,0.5277777777777778,0.0,3.0
SEA_A,concept,severe,adwin,learned_features_label,0.3373493975903614,1.3386880856760375,0.14457831325301204,1.0,1.6388888888888886,0.0,3.0
SEA_A,concept,severe,adwin,none,0.7751004016064257,2.9451137884872822,0.3052208835341365,1.0,0.5277777777777778,0.0,3.0
SEA_A,concept,severe,d3_oof,learned_features,0.025435073627844713,0.5354752342704151,0.1820615796519411,0.6666666666666666,11.333333333333334,0.1111111111111111,3.0
SEA_A,concept,severe,d3_oof,learned_features_label,0.02677376171352075,0.13386880856760378,0.08835341365461846,0.4444444444444445,7.0,0.0,3.0
SEA_A,concept,severe,d3_oof,none,0.03078982597054886,0.4016064257028113,0.21820615796519408,0.5555555555555556,8.958333333333332,0.0,3.0
SEA_A,concept,severe,hddm_w,learned_features,0.6599732262382865,2.0080321285140563,0.2543507362784471,1.0,0.638888888888889,0.0,3.0
SEA_A,concept,severe,hddm_w,learned_features_label,0.04685408299866131,0.26773761713520755,0.08835341365461846,0.5555555555555557,7.083333333333333,0.0,3.0
SEA_A,concept,severe,hddm_w,none,0.6653279785809906,2.4096385542168677,0.3279785809906292,1.0,0.638888888888889,0.0,3.0
SEA_A,concept,severe,hellinger,learned_features,0.09370816599732262,1.3386880856760375,0.22356091030789826,1.0,4.861111111111111,0.0,3.0
SEA_A,concept,severe,hellinger,learned_features_label,0.07898259705488621,0.5354752342704151,0.09638554216867469,0.888888888888889,6.305555555555556,0.0,3.0
SEA_A,concept,severe,hellinger,none,0.09638554216867469,1.07095046854083,0.2610441767068273,1.0,6.638888888888889,0.06666666666666667,3.0
SEA_A,instance,moderate,adwin,learned_features,0.017402945113788485,0.5354752342704151,0.15127175368139223,0.6666666666666666,4.5,,0.0
SEA_A,instance,moderate,adwin,learned_features_label,0.024096385542168672,0.8032128514056226,0.10174029451137885,0.888888888888889,4.055555555555555,,0.0
SEA_A,instance,moderate,adwin,none,0.016064257028112452,0.4016064257028113,0.13520749665327977,0.7777777777777778,4.138888888888889,,0.0
SEA_A,instance,moderate,d3_oof,learned_features,0.03346720214190094,0.26773761713520755,0.20214190093708165,0.7777777777777778,14.694444444444445,,0.0
SEA_A,instance,moderate,d3_oof,learned_features_label,0.025435073627844713,0.26773761713520755,0.06425702811244981,0.5555555555555557,9.333333333333334,,0.0
SEA_A,instance,moderate,d3_oof,none,0.02275769745649264,0.26773761713520755,0.11646586345381525,0.4444444444444445,5.916666666666667,,0.0
SEA_A,instance,moderate,hddm_w,learned_features,0.07630522088353414,0.9370816599732262,0.18607764390896922,1.0,2.638888888888889,,0.0
SEA_A,instance,moderate,hddm_w,learned_features_label,0.0,0.0,0.05488621151271753,0.0,,,0.0
SEA_A,instance,moderate,hddm_w,none,0.08032128514056225,0.9370816599732262,0.20481927710843373,1.0,2.3055555555555554,,0.0
SEA_A,instance,moderate,hellinger,learned_features,0.08433734939759036,0.9370816599732263,0.16733601070950468,1.0,5.305555555555556,,0.0
SEA_A,instance,moderate,hellinger,learned_features_label,0.09772423025435073,0.5354752342704151,0.07898259705488621,1.0,5.194444444444445,,0.0
SEA_A,instance,moderate,hellinger,none,0.09103078982597056,0.26773761713520755,0.12449799196787148,0.888888888888889,5.638888888888889,,0.0
SEA_A,instance,severe,adwin,learned_features,0.008032128514056226,0.4016064257028113,0.30655957161981257,0.4444444444444445,4.0,,0.0
SEA_A,instance,severe,adwin,learned_features_label,0.017402945113788485,0.5354752342704151,0.13253012048192772,0.6666666666666666,3.5,,0.0
SEA_A,instance,severe,adwin,none,0.00535475234270415,0.26773761713520755,0.23828647925033467,0.3333333333333333,4.083333333333333,,0.0
SEA_A,instance,severe,d3_oof,learned_features,0.017402945113788485,0.13386880856760378,0.19812583668005357,0.4444444444444445,6.333333333333333,,0.0
SEA_A,instance,severe,d3_oof,learned_features_label,0.0214190093708166,0.0,0.09370816599732262,0.3333333333333333,8.75,,0.0
SEA_A,instance,severe,d3_oof,none,0.024096385542168672,0.0,0.16198125836680052,0.3333333333333333,11.083333333333334,,0.0
SEA_A,instance,severe,hddm_w,learned_features,0.3119143239625168,0.9370816599732263,0.23159303882195448,1.0,1.0833333333333333,,0.0
SEA_A,instance,severe,hddm_w,learned_features_label,0.0,0.0,0.09370816599732262,0.0,,,0.0
SEA_A,instance,severe,hddm_w,none,0.3132530120481928,0.9370816599732262,0.34002677376171353,1.0,1.75,,0.0
SEA_A,instance,severe,hellinger,learned_features,0.10307898259705489,0.4016064257028113,0.2222222222222222,1.0,6.083333333333333,,0.0
SEA_A,instance,severe,hellinger,learned_features_label,0.08701472556894245,0.6693440428380187,0.13119143239625167,0.888888888888889,5.333333333333333,,0.0
SEA_A,instance,severe,hellinger,none,0.08701472556894245,1.2048192771084338,0.250334672021419,0.5555555555555556,6.541666666666666,,0.0
SEA_A,splice,moderate,adwin,learned_features,0.1459170013386881,1.2048192771084338,0.15127175368139223,1.0,3.9722222222222228,0.024691358024691357,17.333333333333332
SEA_A,splice,moderate,adwin,learned_features_label,0.20883534136546186,1.07095046854083,0.10441767068273093,1.0,2.861111111111111,0.04264870931537598,17.333333333333332
SEA_A,splice,moderate,adwin,none,0.14725568942436412,1.2048192771084338,0.1740294511378849,1.0,2.861111111111111,0.030303030303030304,17.333333333333332
SEA_A,splice,moderate,d3_oof,learned_features,0.024096385542168672,0.13386880856760378,0.08032128514056225,0.3333333333333333,3.0,0.030303030303030304,17.333333333333332
SEA_A,splice,moderate,d3_oof,learned_features_label,0.04149933065595716,0.13386880856760378,0.06559571619812583,0.888888888888889,10.5,0.037037037037037035,17.333333333333332
SEA_A,splice,moderate,d3_oof,none,0.028112449799196786,0.13386880856760378,0.06961178045515394,0.4444444444444445,4.0,0.08441558441558443,17.333333333333332
SEA_A,splice,moderate,hddm_w,learned_features,0.006693440428380187,0.13386880856760378,0.08433734939759036,0.11111111111111112,1.75,0.0,17.333333333333332
SEA_A,splice,moderate,hddm_w,learned_features_label,0.0,0.0,0.05622489959839357,0.0,,0.0,17.333333333333332
SEA_A,splice,moderate,hddm_w,none,0.0107095046854083,0.13386880856760378,0.06693440428380187,0.3333333333333333,10.583333333333334,0.0,17.333333333333332
SEA_A,splice,moderate,hellinger,learned_features,0.0856760374832664,0.6693440428380187,0.11780455153949128,1.0,6.527777777777779,0.07231040564373897,17.333333333333332
SEA_A,splice,moderate,hellinger,learned_features_label,0.08969210174029452,0.26773761713520755,0.06157965194109772,0.888888888888889,6.3055555555555545,0.09114959114959115,17.333333333333332
SEA_A,splice,moderate,hellinger,none,0.08701472556894245,0.535475234270415,0.13520749665327977,0.7777777777777778,4.027777777777778,0.036155202821869487,17.333333333333332
SEA_A,splice,severe,adwin,learned_features,0.14323962516733602,1.2048192771084338,0.15796519410977242,1.0,3.6388888888888893,0.0,2.6666666666666665
SEA_A,splice,severe,adwin,learned_features_label,0.21820615796519408,1.2048192771084338,0.13654618473895583,1.0,3.6388888888888893,0.05555555555555555,2.6666666666666665
SEA_A,splice,severe,adwin,none,0.1740294511378849,1.2048192771084338,0.17670682730923692,1.0,2.5277777777777777,0.0,2.6666666666666665
SEA_A,splice,severe,d3_oof,learned_features,0.02677376171352075,0.0,0.09370816599732262,0.5555555555555557,10.666666666666666,0.0,2.6666666666666665
SEA_A,splice,severe,d3_oof,learned_features_label,0.009370816599732263,0.0,0.0749665327978581,0.22222222222222224,7.75,0.0,2.6666666666666665
SEA_A,splice,severe,d3_oof,none,0.03078982597054886,0.26773761713520755,0.11244979919678715,0.6666666666666666,12.0,0.0,2.6666666666666665
SEA_A,splice,severe,hddm_w,learned_features,0.0107095046854083,0.0,0.09906291834002677,0.11111111111111112,13.75,0.0,2.6666666666666665
SEA_A,splice,severe,hddm_w,learned_features_label,0.0013386880856760374,0.0,0.0749665327978581,0.0,,0.0,2.6666666666666665
SEA_A,splice,severe,hddm_w,none,0.02275769745649264,0.4016064257028113,0.13520749665327977,0.3333333333333333,5.916666666666667,0.0,2.6666666666666665
SEA_A,splice,severe,hellinger,learned_features,0.08433734939759037,0.6693440428380187,0.13386880856760375,1.0,5.75,0.0,2.6666666666666665
SEA_A,splice,severe,hellinger,learned_features_label,0.08701472556894245,0.8032128514056226,0.10174029451137885,1.0,5.416666666666667,0.0,2.6666666666666665
SEA_A,splice,severe,hellinger,none,0.09103078982597056,0.9370816599732263,0.19009370816599733,1.0,8.194444444444445,0.0,2.6666666666666665
radar,clean,none,adwin,learned_features,0.6827586206896552,5.526655751521558,0.21379310344827587,,,,
radar,clean,none,adwin,learned_features_label,0.7103448275862069,4.835823782581363,0.2413793103448276,,,,
radar,clean,none,adwin,none,0.6827586206896552,5.526655751521558,0.21379310344827587,,,,
radar,clean,none,d3_oof,learned_features,0.027586206896551724,2.072495906820584,0.11724137931034483,,,,
radar,clean,none,d3_oof,learned_features_label,0.034482758620689655,2.072495906820584,0.13793103448275862,,,,
radar,clean,none,d3_oof,none,0.027586206896551724,2.072495906820584,0.11724137931034483,,,,
radar,clean,none,hddm_w,learned_features,0.5310344827586206,4.835823782581363,0.2,,,,
radar,clean,none,hddm_w,learned_features_label,0.5862068965517241,4.144991813641168,0.22758620689655173,,,,
radar,clean,none,hddm_w,none,0.5310344827586206,4.835823782581363,0.2,,,,
radar,clean,none,hellinger,learned_features,0.10344827586206896,2.072495906820584,0.18620689655172415,,,,
radar,clean,none,hellinger,learned_features_label,0.10344827586206896,2.072495906820584,0.1793103448275862,,,,
radar,clean,none,hellinger,none,0.10344827586206896,2.072495906820584,0.18620689655172415,,,,
radar,concept,moderate,adwin,learned_features,0.8022988505747127,6.908319689401947,0.1793103448275862,,,,
radar,concept,moderate,adwin,learned_features_label,0.7724137931034484,6.908319689401947,0.17701149425287357,,,,
radar,concept,moderate,adwin,none,0.8298850574712643,7.599151658342141,0.19540229885057472,,,,
radar,concept,moderate,d3_oof,learned_features,0.03908045977011494,1.6119412608604542,0.1563218390804598,,,,
radar,concept,moderate,d3_oof,learned_features_label,0.03218390804597701,1.1513866149003245,0.17701149425287355,,,,
radar,concept,moderate,d3_oof,none,0.041379310344827586,0.9211092919202596,0.14942528735632185,,,,
radar,concept,moderate,hddm_w,learned_features,0.6505747126436782,6.678042366421882,0.17471264367816094,,,,
radar,concept,moderate,hddm_w,learned_features_label,0.6528735632183907,5.756933074501622,0.19080459770114944,,,,
radar,concept,moderate,hddm_w,none,0.6758620689655173,7.599151658342142,0.18160919540229883,,,,
radar,concept,moderate,hellinger,learned_features,0.09195402298850575,2.3027732298006494,0.167816091954023,,,,
radar,concept,moderate,hellinger,learned_features_label,0.06436781609195402,2.0724959068205844,0.19540229885057472,,,,
radar,concept,moderate,hellinger,none,0.07816091954022988,2.533050552780714,0.1724137931034483,,,,
radar,concept,severe,adwin,learned_features,0.8574712643678161,8.289983627282336,0.18620689655172415,,,,
radar,concept,severe,adwin,learned_features_label,0.8114942528735632,7.138597012382012,0.2045977011494253,,,,
radar,concept,severe,adwin,none,0.8896551724137932,8.289983627282336,0.21839080459770113,,,,
radar,concept,severe,d3_oof,learned_features,0.034482758620689655,1.3816639378803892,0.167816091954023,,,,
radar,concept,severe,d3_oof,learned_features_label,0.03218390804597701,0.9211092919202596,0.1310344827586207,,,,
radar,concept,severe,d3_oof,none,0.03908045977011494,1.6119412608604542,0.16321839080459769,,,,
radar,concept,severe,hddm_w,learned_features,0.7563218390804597,7.599151658342141,0.1724137931034483,,,,
radar,concept,severe,hddm_w,learned_features_label,0.7264367816091953,6.217487720461752,0.16551724137931034,,,,
radar,concept,severe,hddm_w,none,0.7425287356321838,8.05970630430227,0.17701149425287355,,,,
radar,concept,severe,hellinger,learned_features,0.0574712643678161,2.302773229800649,0.11724137931034483,,,,
radar,concept,severe,hellinger,learned_features_label,0.07586206896551724,2.7633278757607784,0.1425287356321839,,,,
radar,concept,severe,hellinger,none,0.034482758620689655,0.4605546459601298,0.12183908045977011,,,,
radar,instance,moderate,adwin,learned_features,0.6551724137931035,6.217487720461752,0.20689655172413793,,,,
radar,instance,moderate,adwin,learned_features_label,0.6758620689655173,6.908319689401947,0.22528735632183908,,,,
radar,instance,moderate,adwin,none,0.6551724137931035,6.217487720461752,0.20689655172413793,,,,
radar,instance,moderate,d3_oof,learned_features,0.029885057471264367,2.072495906820584,0.18620689655172415,,,,
radar,instance,moderate,d3_oof,learned_features_label,0.027586206896551724,1.3816639378803892,0.18850574712643678,,,,
radar,instance,moderate,d3_oof,none,0.029885057471264367,2.072495906820584,0.18620689655172415,,,,
radar,instance,moderate,hddm_w,learned_features,0.5218390804597701,6.447765043441817,0.22528735632183908,,,,
radar,instance,moderate,hddm_w,learned_features_label,0.5563218390804597,6.447765043441817,0.22298850574712645,,,,
