dataset,category,policy,guarded,detector,accuracy_difference,macro_f1_difference,poison_admission_rate_difference,clean_withhold_rate_difference
SEA,3,immediate,True,hddm_w,1.0437778483906406,1.2533472206814962,-67.01971180649765,38.07966877131482
SEA,3,immediate,True,hellinger,1.3605342978324348,1.611450264822123,-28.224709373193264,20.843228195062505
SEA,4,confirmed,False,adwin,-0.15495479112264862,0.0007696144820138843,0.0,0.0
SEA,4,confirmed,False,d3_oof,1.0320897033960736,1.244759169529112,0.0,0.0
SEA,4,confirmed,False,hddm_w,-0.395479529082358,-0.2439404003761784,0.0,0.0
SEA,4,confirmed,False,hellinger,0.8103581772147502,1.0654439470740888,0.0,0.0
SEA,4,confirmed,True,adwin,1.3657046916764133,1.6669096161033365,-15.300973094022604,12.208524373159648
SEA,4,confirmed,True,d3_oof,0.9243481619050642,1.0919786353366174,-9.23203960722383,6.557197718286773
SEA,4,confirmed,True,hddm_w,1.5612964362781476,1.894396355558503,-16.76512547040797,14.220099223726889
SEA,4,confirmed,True,hellinger,1.1382045502677185,1.3954450579538775,-11.427225331069721,10.468904533944935
SEA,4,immediate,False,adwin,-5.870530135688097,-6.184702176309087,0.0,0.0
SEA,4,immediate,False,d3_oof,0.43323180537601463,0.6102692366539301,0.0,0.0
SEA,4,immediate,False,hddm_w,-5.774506617363987,-6.059831145269556,0.0,0.0
SEA,4,immediate,False,hellinger,-0.6110438018178751,-0.5077333439694298,0.0,0.0
SEA,4,immediate,True,adwin,0.34725229942927555,0.4846867364644976,-63.94388475141741,45.41326332909048
SEA,4,immediate,True,d3_oof,0.9319789181134852,1.1156375146903559,-12.569334965853566,10.80111264873271
SEA,4,immediate,True,hddm_w,0.3779845907967057,0.5517660792822047,-61.40211288037256,41.975626030315595
SEA,4,immediate,True,hellinger,1.2562467164024649,1.4984795620263671,-21.05543305860487,19.03807789315715
SEA,5,confirmed,False,adwin,1.9982672977169862,2.3275611592017964,0.0,0.0
SEA,5,confirmed,False,d3_oof,0.898869145229586,1.0621957536058397,0.0,0.0
SEA,5,confirmed,False,hddm_w,1.207215375374615,1.4186848285761482,0.0,0.0
SEA,5,confirmed,False,hellinger,1.8153987914243792,2.1297975733787555,0.0,0.0
SEA,5,confirmed,True,adwin,2.4321124992754295,2.8078424763576693,-10.993257069910152,9.398413402743381
SEA,5,confirmed,True,d3_oof,0.8080439022619864,0.9599390037805152,-2.573565751686376,2.6958255010195167
SEA,5,confirmed,True,hddm_w,1.392767269684769,1.6392288708370062,-3.593958339019417,2.987731852694406
SEA,5,confirmed,True,hellinger,1.4781467294213442,1.719529202602484,-8.028933439851274,6.2990321275431205
SEA,5,immediate,False,adwin,0.5412578515517427,0.6297408636593301,0.0,0.0
SEA,5,immediate,False,d3_oof,1.6069329392653522,1.8864034878163165,0.0,0.0
SEA,5,immediate,False,hddm_w,1.849995427972976,2.185521300326554,0.0,0.0
SEA,5,immediate,False,hellinger,0.8884840510145264,1.0609701019019406,0.0,0.0
SEA,5,immediate,True,adwin,1.6145732001867976,1.8761093864122984,-34.52753726367171,30.442487072508175
SEA,5,immediate,True,d3_oof,1.526042562130592,1.820919798640645,-13.621841581426807,10.035612697682737
SEA,5,immediate,True,hddm_w,2.005518931807497,2.363683443843971,-10.281732835411999,5.26948003130272
SEA,5,immediate,True,hellinger,1.783688963102677,2.0676746812049487,-29.21500170578155,24.291887525265793
SEA,6,confirmed,False,adwin,1.7082970544804752,1.9687588417824402,0.0,0.0
SEA,6,confirmed,False,d3_oof,1.1688644960816157,1.372081676264214,0.0,0.0
SEA,6,confirmed,False,hddm_w,0.3821461326811419,0.4273732234733078,0.0,0.0
SEA,6,confirmed,False,hellinger,1.2043384526431833,1.4175942668120687,0.0,0.0
SEA,6,confirmed,True,adwin,1.5881654035832933,1.8185310427462926,-10.10561812230076,8.588390865312041
SEA,6,confirmed,True,d3_oof,0.6746234349546539,0.7857747977063326,-1.330023815705772,2.4143381034859335
SEA,6,confirmed,True,hddm_w,0.757513633922983,0.8754196842636489,-5.500754011357774,3.161043173105229
SEA,6,confirmed,True,hellinger,1.202473460976276,1.368193516351816,-9.389126893282965,8.828968924162428
SEA,6,immediate,False,adwin,-0.014640297517705866,0.013969378691669476,0.0,0.0
SEA,6,immediate,False,d3_oof,0.7748989214057977,0.9400989771634541,0.0,0.0
SEA,6,immediate,False,hddm_w,1.038972886508538,1.2258342676050415,0.0,0.0
SEA,6,immediate,False,hellinger,0.26387417818749537,0.33875275073755134,0.0,0.0
SEA,6,immediate,True,adwin,1.0963515359337261,1.250623990122209,-33.64494727958598,28.045821170305675
SEA,6,immediate,True,d3_oof,0.9587220160935939,1.1414706275096849,-10.60129123715352,9.494573383208007
SEA,6,immediate,True,hddm_w,0.9386514508748093,1.0981030811139658,-3.5181732340266265,2.217129742449707
SEA,6,immediate,True,hellinger,1.1753042037483286,1.352990184196301,-22.26924321070844,20.41936549232228
