dataset,category,policy,guarded,detector,accuracy_difference,macro_f1_difference,poison_admission_rate_difference,clean_withhold_rate_difference
RBF,1,confirmed,True,d3_oof,-0.46077243643201093,-0.4678517216933427,-1.577158078737325,1.45401555428436
RBF,1,confirmed,True,hddm_w,-2.34596481657785,-2.665189973025891,-3.236298013310298,3.5239066305566933
RBF,1,confirmed,True,hellinger,-0.49009449046860293,-0.4977753694447677,0.3110444906473016,-0.26003381124736685
RBF,1,immediate,False,adwin,-12.312067788771307,-12.737057513908193,0.0,0.0
RBF,1,immediate,False,d3_oof,-6.790137812199803,-7.008142910154954,0.0,0.0
RBF,1,immediate,False,hddm_w,-14.903139334661946,-15.475198320094625,0.0,0.0
RBF,1,immediate,False,hellinger,-13.167223848935398,-13.661968982179191,0.0,0.0
RBF,1,immediate,True,adwin,-1.018314816231643,-1.1351889224820295,-5.844563326048743,6.05596919274712
RBF,1,immediate,True,d3_oof,-1.9861184244257426,-2.1114525248379237,-3.492269085235263,3.7937412623594455
RBF,1,immediate,True,hddm_w,-11.961114239382058,-12.552516073096706,-24.180394147042193,24.396744150562256
RBF,1,immediate,True,hellinger,-4.018482780350733,-4.169968786744042,-9.33078062519771,9.377960421960688
RBF,2,confirmed,False,adwin,-2.9758752860224784,-3.0977817196196042,0.0,0.0
RBF,2,confirmed,False,d3_oof,-1.9024087529314837,-1.9871859578314168,0.0,0.0
RBF,2,confirmed,False,hddm_w,-7.445645932949371,-7.661889368271031,0.0,0.0
RBF,2,confirmed,False,hellinger,-6.379760320564505,-6.605291543003241,0.0,0.0
RBF,2,confirmed,True,adwin,-1.787214865557555,-1.8237673072367528,-1.3005979126346527,1.3514335355432403
RBF,2,confirmed,True,d3_oof,-0.5164302639471985,-0.5654937322489081,-2.5070445371239143,2.5556790057958474
RBF,2,confirmed,True,hddm_w,-4.146059669908394,-4.18012954926447,-8.758888703521917,8.86091569791379
RBF,2,confirmed,True,hellinger,-2.380573043683143,-2.626307492416391,-4.677051891054774,4.688163996518075
RBF,2,immediate,False,adwin,-12.964512956327377,-13.70693601586518,0.0,0.0
RBF,2,immediate,False,d3_oof,-9.916131841436359,-10.34160772170577,0.0,0.0
RBF,2,immediate,False,hddm_w,-15.713834604403607,-16.587299678322076,0.0,0.0
