dataset,base_key,attack_seed,category,mode,level,series,reference,metric,difference
RADAR,radar,2,1,instance,moderate,rl_alarm,confirmed,macro_recall,1.6014653771471987
RADAR,radar,2,1,instance,moderate,rl_alarm,confirmed,roc_auc,0.013231105781500219
RADAR,radar,2,2,instance,severe,rl,none,accuracy,4.779043145132455
RADAR,radar,2,2,instance,severe,rl,none,macro_f1,12.617702330961366
RADAR,radar,2,2,instance,severe,rl,none,macro_recall,12.720540306551765
RADAR,radar,2,2,instance,severe,rl,none,roc_auc,0.00355501520213386
RADAR,radar,2,2,instance,severe,rl,immediate,accuracy,2.8283314413853566
RADAR,radar,2,2,instance,severe,rl,immediate,macro_f1,3.7028994421341057
RADAR,radar,2,2,instance,severe,rl,immediate,macro_recall,3.7166962686808636
RADAR,radar,2,2,instance,severe,rl,immediate,roc_auc,0.021396877164424732
RADAR,radar,2,2,instance,severe,rl,confirmed,accuracy,4.963181123067284
RADAR,radar,2,2,instance,severe,rl,confirmed,macro_f1,7.960651864806295
RADAR,radar,2,2,instance,severe,rl,confirmed,macro_recall,9.310497947847573
RADAR,radar,2,2,instance,severe,rl,confirmed,roc_auc,0.03728377816642492
RADAR,radar,2,2,instance,severe,rl_alarm,none,accuracy,0.6409954610685942
RADAR,radar,2,2,instance,severe,rl_alarm,none,macro_f1,5.777122536030066
RADAR,radar,2,2,instance,severe,rl_alarm,none,macro_recall,5.945431322792071
RADAR,radar,2,2,instance,severe,rl_alarm,none,roc_auc,-0.01807944341624501
RADAR,radar,2,2,instance,severe,rl_alarm,immediate,accuracy,-1.3097162426785047
RADAR,radar,2,2,instance,severe,rl_alarm,immediate,macro_f1,-3.1376803527971955
RADAR,radar,2,2,instance,severe,rl_alarm,immediate,macro_recall,-3.0584127150788287
RADAR,radar,2,2,instance,severe,rl_alarm,immediate,roc_auc,-0.00023758145395413877
RADAR,radar,2,2,instance,severe,rl_alarm,confirmed,accuracy,0.8251334390034226
RADAR,radar,2,2,instance,severe,rl_alarm,confirmed,macro_f1,1.1200720698749944
RADAR,radar,2,2,instance,severe,rl_alarm,confirmed,macro_recall,2.5353889640878813
RADAR,radar,2,2,instance,severe,rl_alarm,confirmed,roc_auc,0.015649319548046048
RADAR,radar,2,3,concept,moderate,rl,none,accuracy,2.4101847831583534
RADAR,radar,2,3,concept,moderate,rl,none,macro_f1,7.142606216813152
RADAR,radar,2,3,concept,moderate,rl,none,macro_recall,7.567478603737953
RADAR,radar,2,3,concept,moderate,rl,none,roc_auc,-0.06570209863791276
RADAR,radar,2,3,concept,moderate,rl,immediate,accuracy,2.750735418486694
RADAR,radar,2,3,concept,moderate,rl,immediate,macro_f1,-0.11382080347438484
RADAR,radar,2,3,concept,moderate,rl,immediate,macro_recall,-0.823288587203741
RADAR,radar,2,3,concept,moderate,rl,immediate,roc_auc,0.013815984119722291
RADAR,radar,2,3,concept,moderate,rl,confirmed,accuracy,1.664216724820089
RADAR,radar,2,3,concept,moderate,rl,confirmed,macro_f1,1.7478201130396553
RADAR,radar,2,3,concept,moderate,rl,confirmed,macro_recall,1.9263749367366523
RADAR,radar,2,3,concept,moderate,rl,confirmed,roc_auc,-0.06025134560843437
RADAR,radar,2,3,concept,moderate,rl_alarm,none,accuracy,-0.9178999203114935
RADAR,radar,2,3,concept,moderate,rl_alarm,none,macro_f1,4.809978246173696
RADAR,radar,2,3,concept,moderate,rl_alarm,none,macro_recall,5.153660369483404
RADAR,radar,2,3,concept,moderate,rl_alarm,none,roc_auc,-0.07938900991151432
RADAR,radar,2,3,concept,moderate,rl_alarm,immediate,accuracy,-0.577349284983153
RADAR,radar,2,3,concept,moderate,rl_alarm,immediate,macro_f1,-2.4464487741138408
RADAR,radar,2,3,concept,moderate,rl_alarm,immediate,macro_recall,-3.237106821458291
RADAR,radar,2,3,concept,moderate,rl_alarm,immediate,roc_auc,0.00012907284612073688
RADAR,radar,2,3,concept,moderate,rl_alarm,confirmed,accuracy,-1.6638679786497579
RADAR,radar,2,3,concept,moderate,rl_alarm,confirmed,macro_f1,-0.5848078575998006
RADAR,radar,2,3,concept,moderate,rl_alarm,confirmed,macro_recall,-0.4874432975178977
RADAR,radar,2,3,concept,moderate,rl_alarm,confirmed,roc_auc,-0.07393825688203592
RADAR,radar,2,4,concept,severe,rl,none,accuracy,3.5913880620698335
RADAR,radar,2,4,concept,severe,rl,none,macro_f1,9.475362532778785
RADAR,radar,2,4,concept,severe,rl,none,macro_recall,8.814873246265865
RADAR,radar,2,4,concept,severe,rl,none,roc_auc,-0.023200945067742063
RADAR,radar,2,4,concept,severe,rl,immediate,accuracy,7.075885422933192
RADAR,radar,2,4,concept,severe,rl,immediate,macro_f1,6.756514327333196
RADAR,radar,2,4,concept,severe,rl,immediate,macro_recall,5.7680488555236
RADAR,radar,2,4,concept,severe,rl,immediate,roc_auc,0.03576298996558036
RADAR,radar,2,4,concept,severe,rl,confirmed,accuracy,1.582610120962602
RADAR,radar,2,4,concept,severe,rl,confirmed,macro_f1,2.3695278791479146
RADAR,radar,2,4,concept,severe,rl,confirmed,macro_recall,3.356658330048734
RADAR,radar,2,4,concept,severe,rl,confirmed,roc_auc,-0.02428891140668188
RADAR,radar,2,4,concept,severe,rl_alarm,none,accuracy,-2.7652083845554287
RADAR,radar,2,4,concept,severe,rl_alarm,none,macro_f1,1.473488897423486
RADAR,radar,2,4,concept,severe,rl_alarm,none,macro_recall,1.3964851668165468
RADAR,radar,2,4,concept,severe,rl_alarm,none,roc_auc,-0.05995225174781371
RADAR,radar,2,4,concept,severe,rl_alarm,immediate,accuracy,0.7192889763079302
RADAR,radar,2,4,concept,severe,rl_alarm,immediate,macro_f1,-1.2453593080221037
RADAR,radar,2,4,concept,severe,rl_alarm,immediate,macro_recall,-1.6503392239257175
RADAR,radar,2,4,concept,severe,rl_alarm,immediate,roc_auc,-0.0009883167144912886
RADAR,radar,2,4,concept,severe,rl_alarm,confirmed,accuracy,-4.77398632566266
RADAR,radar,2,4,concept,severe,rl_alarm,confirmed,macro_f1,-5.6323457562073855
RADAR,radar,2,4,concept,severe,rl_alarm,confirmed,macro_recall,-4.061729749400583
RADAR,radar,2,4,concept,severe,rl_alarm,confirmed,roc_auc,-0.06104021808675353
RADAR,radar,2,5,splice,moderate,rl,none,accuracy,-11.38080814950052
RADAR,radar,2,5,splice,moderate,rl,none,macro_f1,-8.06460137388978
RADAR,radar,2,5,splice,moderate,rl,none,macro_recall,-10.464172621918893
RADAR,radar,2,5,splice,moderate,rl,none,roc_auc,-0.17270099307591702
RADAR,radar,2,5,splice,moderate,rl,immediate,accuracy,0.9475433447896364
RADAR,radar,2,5,splice,moderate,rl,immediate,macro_f1,-3.5601278142526285
RADAR,radar,2,5,splice,moderate,rl,immediate,macro_recall,-3.571172637081271
RADAR,radar,2,5,splice,moderate,rl,immediate,roc_auc,0.016097265058676258
RADAR,radar,2,5,splice,moderate,rl,confirmed,accuracy,-3.716064817963227
RADAR,radar,2,5,splice,moderate,rl,confirmed,macro_f1,-6.434807781501128
RADAR,radar,2,5,splice,moderate,rl,confirmed,macro_recall,-6.487007117113325
RADAR,radar,2,5,splice,moderate,rl,confirmed,roc_auc,-0.08455329092778674
RADAR,radar,2,5,splice,moderate,rl_alarm,none,accuracy,-8.666691078898591
RADAR,radar,2,5,splice,moderate,rl_alarm,none,macro_f1,-5.023720047560221
RADAR,radar,2,5,splice,moderate,rl_alarm,none,macro_recall,-7.3983986627375655
RADAR,radar,2,5,splice,moderate,rl_alarm,none,roc_auc,-0.14645136314330176
RADAR,radar,2,5,splice,moderate,rl_alarm,immediate,accuracy,3.6616604153915655
RADAR,radar,2,5,splice,moderate,rl_alarm,immediate,macro_f1,-0.5192464879230696
RADAR,radar,2,5,splice,moderate,rl_alarm,immediate,macro_recall,-0.5053986778999431
RADAR,radar,2,5,splice,moderate,rl_alarm,immediate,roc_auc,0.04234689499129152
RADAR,radar,2,5,splice,moderate,rl_alarm,confirmed,accuracy,-1.001947747361298
RADAR,radar,2,5,splice,moderate,rl_alarm,confirmed,macro_f1,-3.3939264551715698
RADAR,radar,2,5,splice,moderate,rl_alarm,confirmed,macro_recall,-3.4212331579319963
RADAR,radar,2,5,splice,moderate,rl_alarm,confirmed,roc_auc,-0.05830366099517148
RADAR,radar,2,6,splice,severe,rl,none,accuracy,-8.644720070167722
RADAR,radar,2,6,splice,severe,rl,none,macro_f1,-2.1552906672313856
RADAR,radar,2,6,splice,severe,rl,none,macro_recall,-3.524747028883551
RADAR,radar,2,6,splice,severe,rl,none,roc_auc,-0.16682110225152813
RADAR,radar,2,6,splice,severe,rl,immediate,accuracy,1.2746672525602354
RADAR,radar,2,6,splice,severe,rl,immediate,macro_f1,1.2078992515012044
RADAR,radar,2,6,splice,severe,rl,immediate,macro_recall,0.3980541943991056
RADAR,radar,2,6,splice,severe,rl,immediate,roc_auc,0.004344578262852283
RADAR,radar,2,6,splice,severe,rl,confirmed,accuracy,-2.929642203866545
RADAR,radar,2,6,splice,severe,rl,confirmed,macro_f1,-2.9142764602791136
RADAR,radar,2,6,splice,severe,rl,confirmed,macro_recall,-3.5413495417918606
RADAR,radar,2,6,splice,severe,rl,confirmed,roc_auc,-0.08455585107429786
RADAR,radar,2,6,splice,severe,rl_alarm,none,accuracy,-6.819731360824988
RADAR,radar,2,6,splice,severe,rl_alarm,none,macro_f1,-1.9195405589397974
RADAR,radar,2,6,splice,severe,rl_alarm,none,macro_recall,-2.5118222541542004
RADAR,radar,2,6,splice,severe,rl_alarm,none,roc_auc,-0.12921379706817893
RADAR,radar,2,6,splice,severe,rl_alarm,immediate,accuracy,3.0996559619029695
RADAR,radar,2,6,splice,severe,rl_alarm,immediate,macro_f1,1.4436493597927924
RADAR,radar,2,6,splice,severe,rl_alarm,immediate,macro_recall,1.4109789691284569
RADAR,radar,2,6,splice,severe,rl_alarm,immediate,roc_auc,0.04195188344620149
RADAR,radar,2,6,splice,severe,rl_alarm,confirmed,accuracy,-1.1046534945238107
RADAR,radar,2,6,splice,severe,rl_alarm,confirmed,macro_f1,-2.678526351987526
RADAR,radar,2,6,splice,severe,rl_alarm,confirmed,macro_recall,-2.5284247670625093
RADAR,radar,2,6,splice,severe,rl_alarm,confirmed,roc_auc,-0.046948545890948656
RBF,RBF_I__base_s0,0,0,clean,none,rl,none,accuracy,-11.474559023835262
RBF,RBF_I__base_s0,0,0,clean,none,rl,none,macro_f1,-11.489228429403099
RBF,RBF_I__base_s0,0,0,clean,none,rl,none,macro_recall,-11.399020825459804
RBF,RBF_I__base_s0,0,0,clean,none,rl,none,roc_auc,-0.0746103663790113
RBF,RBF_I__base_s0,0,0,clean,none,rl,immediate,accuracy,-0.5402992042825017
RBF,RBF_I__base_s0,0,0,clean,none,rl,immediate,macro_f1,-0.5443323129193933
RBF,RBF_I__base_s0,0,0,clean,none,rl,immediate,macro_recall,-0.5173577154007014
RBF,RBF_I__base_s0,0,0,clean,none,rl,immediate,roc_auc,-0.009441366610407509
RBF,RBF_I__base_s0,0,0,clean,none,rl,confirmed,accuracy,-12.411470479583532
RBF,RBF_I__base_s0,0,0,clean,none,rl,confirmed,macro_f1,-12.520045018101268
RBF,RBF_I__base_s0,0,0,clean,none,rl,confirmed,macro_recall,-12.384098845754021
RBF,RBF_I__base_s0,0,0,clean,none,rl,confirmed,roc_auc,-0.07869507566419565
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,none,accuracy,-10.960549545935638
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,none,macro_f1,-11.003966038910406
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,none,macro_recall,-10.900387712510307
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,none,roc_auc,-0.07189659260549208
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,immediate,accuracy,-0.026289726382877632
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,immediate,macro_f1,-0.05906992242670217
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,immediate,macro_recall,-0.01872460245120333
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,immediate,roc_auc,-0.006727592836888285
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,confirmed,accuracy,-11.897461001683906
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,confirmed,macro_f1,-12.034782627608575
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,confirmed,macro_recall,-11.885465732804523
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,confirmed,roc_auc,-0.07598130189067642
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,none,accuracy,-7.945389892506749
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,none,macro_f1,-7.951338602890523
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,none,macro_recall,-7.936917381526176
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,none,roc_auc,-0.05647630567909201
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,immediate,accuracy,-8.344495135267449
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,immediate,macro_f1,-8.312506539494958
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,immediate,macro_recall,-8.326591914488501
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,immediate,roc_auc,-0.05629204910666041
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,confirmed,accuracy,-9.854567953276817
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,confirmed,macro_f1,-9.841651766313042
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,confirmed,macro_recall,-9.819875919518594
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,confirmed,roc_auc,-0.06589761213556977
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,none,accuracy,-8.274011472292674
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,none,macro_f1,-8.276231285963965
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,none,macro_recall,-8.268860908786134
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,none,roc_auc,-0.058118892629801744
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,immediate,accuracy,-8.673116715053375
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,immediate,macro_f1,-8.637399222568398
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,immediate,macro_recall,-8.65853544174846
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,immediate,roc_auc,-0.05793463605737015
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,confirmed,accuracy,-10.183189533062741
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,confirmed,macro_f1,-10.166544449386484
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,confirmed,macro_recall,-10.151819446778553
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,confirmed,roc_auc,-0.0675401990862795
RBF,RBF_I__base_s0,0,2,instance,severe,rl,none,accuracy,-7.443165464364954
RBF,RBF_I__base_s0,0,2,instance,severe,rl,none,macro_f1,-7.451135863487446
RBF,RBF_I__base_s0,0,2,instance,severe,rl,none,macro_recall,-7.465033191846371
RBF,RBF_I__base_s0,0,2,instance,severe,rl,none,roc_auc,-0.04891873069612096
RBF,RBF_I__base_s0,0,2,instance,severe,rl,immediate,accuracy,-6.02284033297299
RBF,RBF_I__base_s0,0,2,instance,severe,rl,immediate,macro_f1,-6.134290954596744
RBF,RBF_I__base_s0,0,2,instance,severe,rl,immediate,macro_recall,-6.046042003985952
RBF,RBF_I__base_s0,0,2,instance,severe,rl,immediate,roc_auc,-0.04510661587844078
RBF,RBF_I__base_s0,0,2,instance,severe,rl,confirmed,accuracy,-8.340642330538916
RBF,RBF_I__base_s0,0,2,instance,severe,rl,confirmed,macro_f1,-8.318618358331742
RBF,RBF_I__base_s0,0,2,instance,severe,rl,confirmed,macro_recall,-8.347340068958198
RBF,RBF_I__base_s0,0,2,instance,severe,rl,confirmed,roc_auc,-0.054938774213454056
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,none,accuracy,-8.009754395030333
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,none,macro_f1,-8.032816825302868
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,none,macro_recall,-8.027757156868143
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,none,roc_auc,-0.05204343565118308
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,immediate,accuracy,-6.589429263638369
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,immediate,macro_f1,-6.715971916412167
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,immediate,macro_recall,-6.608765969007724
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,immediate,roc_auc,-0.0482313208335029
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,confirmed,accuracy,-8.907231261204295
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,confirmed,macro_f1,-8.900299320147164
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,confirmed,macro_recall,-8.91006403397997
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,confirmed,roc_auc,-0.058063479168516174
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,none,accuracy,-8.06663992366914
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,none,macro_f1,-8.195606149761325
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,none,macro_recall,-8.013254590925435
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,none,roc_auc,-0.057586744989162386
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,immediate,accuracy,1.9572248020904848
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,immediate,macro_f1,1.9257146947253223
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,immediate,macro_recall,1.9455880434794515
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,immediate,roc_auc,0.0044193986815604935
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,confirmed,accuracy,-5.569342552868417
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,confirmed,macro_f1,-5.649348497263073
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,confirmed,macro_recall,-5.526327261513863
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,confirmed,roc_auc,-0.045761706779080646
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,none,accuracy,-8.259053524523107
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,none,macro_f1,-8.357183787122135
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,none,macro_recall,-8.227107102043396
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,none,roc_auc,-0.05798227100680464
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,immediate,accuracy,1.7648112012365158
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,immediate,macro_f1,1.764137057364512
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,immediate,macro_recall,1.7317355323614891
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,immediate,roc_auc,0.004023872663918238
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,confirmed,accuracy,-5.761756153722386
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,confirmed,macro_f1,-5.810926134623884
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,confirmed,macro_recall,-5.740179772631826
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,confirmed,roc_auc,-0.0461572327967229
RBF,RBF_I__base_s0,0,4,concept,severe,rl,none,accuracy,-10.893465416544846
RBF,RBF_I__base_s0,0,4,concept,severe,rl,none,macro_f1,-11.023581373673409
RBF,RBF_I__base_s0,0,4,concept,severe,rl,none,macro_recall,-10.876734702538437
RBF,RBF_I__base_s0,0,4,concept,severe,rl,none,roc_auc,-0.06872873386887002
RBF,RBF_I__base_s0,0,4,concept,severe,rl,immediate,accuracy,1.008301661012112
RBF,RBF_I__base_s0,0,4,concept,severe,rl,immediate,macro_f1,1.134287564842773
RBF,RBF_I__base_s0,0,4,concept,severe,rl,immediate,macro_recall,1.0043290023737605
RBF,RBF_I__base_s0,0,4,concept,severe,rl,immediate,roc_auc,0.0008802050113361215
RBF,RBF_I__base_s0,0,4,concept,severe,rl,confirmed,accuracy,-6.331291346827217
RBF,RBF_I__base_s0,0,4,concept,severe,rl,confirmed,macro_f1,-6.401689663184351
RBF,RBF_I__base_s0,0,4,concept,severe,rl,confirmed,macro_recall,-6.327947911273468
RBF,RBF_I__base_s0,0,4,concept,severe,rl,confirmed,roc_auc,-0.04255283160106882
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,none,accuracy,-8.723203176524185
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,none,macro_f1,-8.828981920963619
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,none,macro_recall,-8.713205648066957
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,none,roc_auc,-0.057899127742814804
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,immediate,accuracy,3.1785639010327715
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,immediate,macro_f1,3.328887017552562
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,immediate,macro_recall,3.167858056845241
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,immediate,roc_auc,0.011709811137391335
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,confirmed,accuracy,-4.1610291068065575
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,confirmed,macro_f1,-4.207090210474562
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,confirmed,macro_recall,-4.164418856801988
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,confirmed,roc_auc,-0.031723225475013606
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,none,accuracy,-11.199650074676427
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,none,macro_f1,-11.319096485707824
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,none,macro_recall,-11.199226149206776
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,none,roc_auc,-0.07185707529952579
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,immediate,accuracy,1.5282036637906615
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,immediate,macro_f1,1.4809642181847216
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,immediate,macro_recall,1.5131352112983332
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,immediate,roc_auc,0.003619228316534495
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,confirmed,accuracy,-10.041768935968653
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,confirmed,macro_f1,-10.145871327064505
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,confirmed,macro_recall,-10.069237141506903
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,confirmed,roc_auc,-0.06609085406594106
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,none,accuracy,-9.332852865920128
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,none,macro_f1,-9.431790043112498
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,none,macro_recall,-9.32972123043726
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,none,roc_auc,-0.06198327694464412
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,immediate,accuracy,3.3950008725469605
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,immediate,macro_f1,3.3682706607800483
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,immediate,macro_recall,3.382640130067849
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,immediate,roc_auc,0.013493026671416164
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,confirmed,accuracy,-8.174971727212355
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,confirmed,macro_f1,-8.258564884469177
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,confirmed,macro_recall,-8.199732222737389
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,confirmed,roc_auc,-0.056217055711059394
RBF,RBF_I__base_s0,0,6,splice,severe,rl,none,accuracy,-10.609491044495357
RBF,RBF_I__base_s0,0,6,splice,severe,rl,none,macro_f1,-10.721381373129212
RBF,RBF_I__base_s0,0,6,splice,severe,rl,none,macro_recall,-10.563426370843644
RBF,RBF_I__base_s0,0,6,splice,severe,rl,none,roc_auc,-0.07272266001398509
RBF,RBF_I__base_s0,0,6,splice,severe,rl,immediate,accuracy,-2.535598782513704
RBF,RBF_I__base_s0,0,6,splice,severe,rl,immediate,macro_f1,-2.5895849438422824
RBF,RBF_I__base_s0,0,6,splice,severe,rl,immediate,macro_recall,-2.505585565013635
RBF,RBF_I__base_s0,0,6,splice,severe,rl,immediate,roc_auc,-0.021417969190784425
RBF,RBF_I__base_s0,0,6,splice,severe,rl,confirmed,accuracy,-11.515806697987696
RBF,RBF_I__base_s0,0,6,splice,severe,rl,confirmed,macro_f1,-11.621452400033295
RBF,RBF_I__base_s0,0,6,splice,severe,rl,confirmed,macro_recall,-11.51337242272621
RBF,RBF_I__base_s0,0,6,splice,severe,rl,confirmed,roc_auc,-0.07372417287094046
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,none,accuracy,-8.481156385343935
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,none,macro_f1,-8.561976213304334
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,none,macro_recall,-8.455127239646476
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,none,roc_auc,-0.061103841967554584
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,immediate,accuracy,-0.4072641233622831
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,immediate,macro_f1,-0.43017978401740375
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,immediate,macro_recall,-0.39728643381646833
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,immediate,roc_auc,-0.009799151144353924
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,confirmed,accuracy,-9.387472038836275
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,confirmed,macro_f1,-9.462047240208415
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,confirmed,macro_recall,-9.405073291529042
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,confirmed,roc_auc,-0.06210535482450996
RBF,RBF_I__base_s1,1,0,clean,none,rl,none,accuracy,-9.933714885749268
RBF,RBF_I__base_s1,1,0,clean,none,rl,none,macro_f1,-10.588907587016882
RBF,RBF_I__base_s1,1,0,clean,none,rl,none,macro_recall,-10.78202780318922
RBF,RBF_I__base_s1,1,0,clean,none,rl,none,roc_auc,-0.06305934861292029
RBF,RBF_I__base_s1,1,0,clean,none,rl,immediate,accuracy,-8.510021974341397
RBF,RBF_I__base_s1,1,0,clean,none,rl,immediate,macro_f1,-9.051089488044328
RBF,RBF_I__base_s1,1,0,clean,none,rl,immediate,macro_recall,-8.93983813920045
RBF,RBF_I__base_s1,1,0,clean,none,rl,immediate,roc_auc,-0.060927545312547404
RBF,RBF_I__base_s1,1,0,clean,none,rl,confirmed,accuracy,-10.095976500354176
RBF,RBF_I__base_s1,1,0,clean,none,rl,confirmed,macro_f1,-10.597585645227259
RBF,RBF_I__base_s1,1,0,clean,none,rl,confirmed,macro_recall,-10.783830348585433
RBF,RBF_I__base_s1,1,0,clean,none,rl,confirmed,roc_auc,-0.06532335413382795
RBF,RBF_I__base_s1,1,0,clean,none,rl_alarm,none,accuracy,-8.699666650825222
