dataset,base_key,attack_seed,category,mode,level,series,reference,metric,difference
RADAR,radar,1,6,splice,severe,rl_alarm,immediate,macro_f1,0.1388894597229129
RADAR,radar,1,6,splice,severe,rl_alarm,immediate,macro_recall,0.4774836301608354
RADAR,radar,1,6,splice,severe,rl_alarm,immediate,roc_auc,0.05074013651489495
RADAR,radar,1,6,splice,severe,rl_alarm,confirmed,accuracy,1.6061106005807457
RADAR,radar,1,6,splice,severe,rl_alarm,confirmed,macro_f1,1.4913519438584322
RADAR,radar,1,6,splice,severe,rl_alarm,confirmed,macro_recall,2.3935371315971232
RADAR,radar,1,6,splice,severe,rl_alarm,confirmed,roc_auc,-0.004535641157436654
RADAR,radar,2,0,clean,none,rl,none,accuracy,-2.564504963529868
RADAR,radar,2,0,clean,none,rl,none,macro_f1,4.371483655463254
RADAR,radar,2,0,clean,none,rl,none,macro_recall,2.6403133579339544
RADAR,radar,2,0,clean,none,rl,none,roc_auc,-0.1569810378147244
RADAR,radar,2,0,clean,none,rl,immediate,accuracy,3.116047031908531
RADAR,radar,2,0,clean,none,rl,immediate,macro_f1,2.3387294330064146
RADAR,radar,2,0,clean,none,rl,immediate,macro_recall,2.1293210904964166
RADAR,radar,2,0,clean,none,rl,immediate,roc_auc,0.009156263818751786
RADAR,radar,2,0,clean,none,rl,confirmed,accuracy,-4.53195648345287
RADAR,radar,2,0,clean,none,rl,confirmed,macro_f1,-4.1977586674674106
RADAR,radar,2,0,clean,none,rl,confirmed,macro_recall,-3.567602592660779
RADAR,radar,2,0,clean,none,rl,confirmed,roc_auc,-0.11135669476676224
RADAR,radar,2,0,clean,none,rl_alarm,none,accuracy,-4.1197385101214845
RADAR,radar,2,0,clean,none,rl_alarm,none,macro_f1,0.8999045805801686
RADAR,radar,2,0,clean,none,rl_alarm,none,macro_recall,-0.900844541396284
RADAR,radar,2,0,clean,none,rl_alarm,none,roc_auc,-0.15344335617242877
RADAR,radar,2,0,clean,none,rl_alarm,immediate,accuracy,1.5608134853169142
RADAR,radar,2,0,clean,none,rl_alarm,immediate,macro_f1,-1.132849641876671
RADAR,radar,2,0,clean,none,rl_alarm,immediate,macro_recall,-1.4118368088338218
RADAR,radar,2,0,clean,none,rl_alarm,immediate,roc_auc,0.012693945461047407
RADAR,radar,2,0,clean,none,rl_alarm,confirmed,accuracy,-6.087190030044487
RADAR,radar,2,0,clean,none,rl_alarm,confirmed,macro_f1,-7.669337742350496
RADAR,radar,2,0,clean,none,rl_alarm,confirmed,macro_recall,-7.108760491991017
RADAR,radar,2,0,clean,none,rl_alarm,confirmed,roc_auc,-0.10781901312446662
RADAR,radar,2,1,instance,moderate,rl,none,accuracy,1.116859610485399
RADAR,radar,2,1,instance,moderate,rl,none,macro_f1,7.677908321276227
RADAR,radar,2,1,instance,moderate,rl,none,macro_recall,6.27836376635052
RADAR,radar,2,1,instance,moderate,rl,none,roc_auc,0.02303102653135003
RADAR,radar,2,1,instance,moderate,rl,immediate,accuracy,1.8037151929525375
RADAR,radar,2,1,instance,moderate,rl,immediate,macro_f1,0.606579388466022
RADAR,radar,2,1,instance,moderate,rl,immediate,macro_recall,0.24530899748044233
RADAR,radar,2,1,instance,moderate,rl,immediate,roc_auc,0.0062152134601233255
RADAR,radar,2,1,instance,moderate,rl,confirmed,accuracy,1.1074434638864594
RADAR,radar,2,1,instance,moderate,rl,confirmed,macro_f1,2.7268871546799076
RADAR,radar,2,1,instance,moderate,rl,confirmed,macro_recall,4.333050774834995
RADAR,radar,2,1,instance,moderate,rl,confirmed,roc_auc,0.02924701987961187
RADAR,radar,2,1,instance,moderate,rl_alarm,none,accuracy,-0.9709093382018308
RADAR,radar,2,1,instance,moderate,rl_alarm,none,macro_f1,4.310826085170555
RADAR,radar,2,1,instance,moderate,rl_alarm,none,macro_recall,3.5467783686627232
RADAR,radar,2,1,instance,moderate,rl_alarm,none,roc_auc,0.00701511243323838
RADAR,radar,2,1,instance,moderate,rl_alarm,immediate,accuracy,-0.28405375573469227
RADAR,radar,2,1,instance,moderate,rl_alarm,immediate,macro_f1,-2.7605028476396507
RADAR,radar,2,1,instance,moderate,rl_alarm,immediate,macro_recall,-2.4862764002073545
RADAR,radar,2,1,instance,moderate,rl_alarm,immediate,roc_auc,-0.009800700637988324
RADAR,radar,2,1,instance,moderate,rl_alarm,confirmed,accuracy,-0.9803254848007703
RADAR,radar,2,1,instance,moderate,rl_alarm,confirmed,macro_f1,-0.6401950814257651
