dataset,category,mode,level,series,metric,mean,sd,defined,realizations
RBF,0,clean,none,immediate,seconds_per_100k,21.97428725336989,2.108495405553941,3,3
RBF,0,clean,none,none,accuracy,0.6734095796105636,0.028475773381866697,3,3
RBF,0,clean,none,none,clean_withhold_rate,0.1941097724230254,0.03040914776867618,3,3
RBF,0,clean,none,none,macro_f1,0.672188329302572,0.028353701450772352,3,3
RBF,0,clean,none,none,macro_recall,0.6719412552403154,0.027126357738070928,3,3
RBF,0,clean,none,none,poison_admission_rate,,,0,3
RBF,0,clean,none,none,resets_per_100k,0.0,0.0,3,3
RBF,0,clean,none,none,roc_auc,0.8611227055012756,0.01648217303236938,3,3
RBF,0,clean,none,none,seconds_per_100k,28.57236282667145,1.3688836200031025,3,3
RBF,0,clean,none,rl,accuracy,0.572399699623479,0.020906335519679443,3,3
RBF,0,clean,none,rl,clean_withhold_rate,0.4261490406068719,0.011385409033621638,3,3
RBF,0,clean,none,rl,macro_f1,0.5679901614502568,0.01889888460765943,3,3
RBF,0,clean,none,rl,macro_recall,0.5671856236714308,0.01708363617913432,3,3
RBF,0,clean,none,rl,poison_admission_rate,,,0,3
RBF,0,clean,none,rl,resets_per_100k,29.200000000000003,1.5376750126227734,3,3
RBF,0,clean,none,rl,roc_auc,0.7934604313397721,0.014218984409120181,3,3
RBF,0,clean,none,rl,seconds_per_100k,23.779516275568557,2.1359891030399196,3,3
RBF,0,clean,none,rl_alarm,accuracy,0.5764687806309524,0.029710401790454123,3,3
RBF,0,clean,none,rl_alarm,clean_withhold_rate,0.39937527889335117,0.028376819447719158,3,3
RBF,0,clean,none,rl_alarm,macro_f1,0.5721862617369883,0.027997657676824727,3,3
RBF,0,clean,none,rl_alarm,macro_recall,0.5713948033266031,0.025959594014121117,3,3
RBF,0,clean,none,rl_alarm,poison_admission_rate,,,0,3
RBF,0,clean,none,rl_alarm,resets_per_100k,33.06666666666667,1.8666666666666667,3,3
RBF,0,clean,none,rl_alarm,roc_auc,0.7956686418855079,0.018484746202075866,3,3
RBF,0,clean,none,rl_alarm,seconds_per_100k,25.928744000020544,1.0784300218603122,3,3
RBF,1,instance,moderate,confirmed,accuracy,0.6479113368096933,0.00889635642680397,3,3
RBF,1,instance,moderate,confirmed,clean_withhold_rate,0.21131215517174515,0.07827625136585689,3,3
RBF,1,instance,moderate,confirmed,macro_f1,0.6459895695773914,0.01034471777175149,3,3
RBF,1,instance,moderate,confirmed,macro_recall,0.6460275854280852,0.009427570584651622,3,3
RBF,1,instance,moderate,confirmed,poison_admission_rate,0.7873560103637364,0.07858816601080038,3,3
RBF,1,instance,moderate,confirmed,resets_per_100k,0.1333333333333333,0.23094010767585024,3,3
RBF,1,instance,moderate,confirmed,roc_auc,0.8454426738068309,0.008645054782954562,3,3
RBF,1,instance,moderate,confirmed,seconds_per_100k,27.138959853320074,3.5929878129777957,3,3
RBF,1,instance,moderate,immediate,accuracy,0.6352036332991565,0.008181600021769701,3,3
RBF,1,instance,moderate,immediate,clean_withhold_rate,0.27851682270705996,0.057400981674020024,3,3
RBF,1,instance,moderate,immediate,macro_f1,0.6331758458943133,0.0122189428249098,3,3
RBF,1,instance,moderate,immediate,macro_recall,0.6328896362830637,0.013103297886401627,3,3
RBF,1,instance,moderate,immediate,poison_admission_rate,0.721945124526969,0.057541977235119356,3,3
RBF,1,instance,moderate,immediate,resets_per_100k,0.39999999999999997,0.6928203230275509,3,3
RBF,1,instance,moderate,immediate,roc_auc,0.8376672951001956,0.008674752386729262,3,3
RBF,1,instance,moderate,immediate,seconds_per_100k,25.52103305331742,3.361881559449233,3,3
RBF,1,instance,moderate,none,accuracy,0.645386781461473,0.010929854529189369,3,3
RBF,1,instance,moderate,none,clean_withhold_rate,0.21795713077958875,0.060039954767548566,3,3
RBF,1,instance,moderate,none,macro_f1,0.6445277351191336,0.008851239429827965,3,3
RBF,1,instance,moderate,none,macro_recall,0.6453599341831443,0.00988492622150529,3,3
RBF,1,instance,moderate,none,poison_admission_rate,0.7803907577874564,0.06256275828383383,3,3
RBF,1,instance,moderate,none,resets_per_100k,0.0,0.0,3,3
RBF,1,instance,moderate,none,roc_auc,0.8454351649047783,0.005453114460653094,3,3
RBF,1,instance,moderate,none,seconds_per_100k,28.22287115997945,1.3063105098841261,3,3
RBF,1,instance,moderate,rl,accuracy,0.5619650551795087,0.024157542374273297,3,3
RBF,1,instance,moderate,rl,clean_withhold_rate,0.40069281093929193,0.017786031518260803,3,3
RBF,1,instance,moderate,rl,macro_f1,0.5569429495749691,0.019385726658555986,3,3
RBF,1,instance,moderate,rl,macro_recall,0.5560397965648877,0.018260261843264187,3,3
RBF,1,instance,moderate,rl,poison_admission_rate,0.5991663794351464,0.019099532643366984,3,3
RBF,1,instance,moderate,rl,resets_per_100k,30.08888888888889,0.8146801235477055,3,3
RBF,1,instance,moderate,rl,roc_auc,0.7839681700120761,0.018471885361715474,3,3
RBF,1,instance,moderate,rl,seconds_per_100k,24.648177031117182,1.0229615608745657,3,3
RBF,1,instance,moderate,rl_alarm,accuracy,0.5615094769932494,0.02373532732282914,3,3
RBF,1,instance,moderate,rl_alarm,clean_withhold_rate,0.399190161510438,0.012412362028603914,3,3
RBF,1,instance,moderate,rl_alarm,macro_f1,0.556549119487994,0.01850609538166709,3,3
RBF,1,instance,moderate,rl_alarm,macro_recall,0.5557629561643327,0.017237302850710547,3,3
RBF,1,instance,moderate,rl_alarm,poison_admission_rate,0.5995808534815098,0.01259073021307919,3,3
RBF,1,instance,moderate,rl_alarm,resets_per_100k,33.86666666666667,0.9237604307034021,3,3
RBF,1,instance,moderate,rl_alarm,roc_auc,0.7836670488588267,0.017801698945318637,3,3
RBF,1,instance,moderate,rl_alarm,seconds_per_100k,25.25166027113381,0.8923448489845272,3,3
RBF,2,instance,severe,confirmed,accuracy,0.60615939726904,0.031429623119665656,3,3
RBF,2,instance,severe,confirmed,clean_withhold_rate,0.24486762863217146,0.013915249078240887,3,3
RBF,2,instance,severe,confirmed,macro_f1,0.6046000545620331,0.0311809525491506,3,3
RBF,2,instance,severe,confirmed,macro_recall,0.6042458739476884,0.02948759331241236,3,3
RBF,2,instance,severe,confirmed,poison_admission_rate,0.7546843461230474,0.014124821443758366,3,3
RBF,2,instance,severe,confirmed,resets_per_100k,0.26666666666666666,0.46188021535170054,3,3
RBF,2,instance,severe,confirmed,roc_auc,0.8152248683175202,0.025159397941736338,3,3
RBF,2,instance,severe,confirmed,seconds_per_100k,25.973125493340195,1.548677337415404,3,3
RBF,2,instance,severe,immediate,accuracy,0.5994158763987733,0.014764418451199779,3,3
RBF,2,instance,severe,immediate,clean_withhold_rate,0.3201188696169597,0.016623407829975644,3,3
RBF,2,instance,severe,immediate,macro_f1,0.5953918235280019,0.011782108712519664,3,3
RBF,2,instance,severe,immediate,macro_recall,0.5932212735037704,0.009282423970296093,3,3
RBF,2,instance,severe,immediate,poison_admission_rate,0.6805687265719662,0.017035153360752897,3,3
RBF,2,instance,severe,immediate,resets_per_100k,0.5333333333333332,0.23094010767585027,3,3
RBF,2,instance,severe,immediate,roc_auc,0.8137522048134213,0.013692194444330182,3,3
RBF,2,instance,severe,immediate,seconds_per_100k,22.800260026659817,0.7433597991601119,3,3
RBF,2,instance,severe,none,accuracy,0.6240315459246156,0.008563409663588184,3,3
RBF,2,instance,severe,none,clean_withhold_rate,0.23135329327673904,0.017257502112313423,3,3
RBF,2,instance,severe,none,macro_f1,0.6228377276344007,0.008391951308740007,3,3
RBF,2,instance,severe,none,macro_recall,0.6224483487521432,0.009842700381325028,3,3
RBF,2,instance,severe,none,poison_admission_rate,0.767690325249394,0.01512858517161891,3,3
RBF,2,instance,severe,none,resets_per_100k,0.0,0.0,3,3
RBF,2,instance,severe,none,roc_auc,0.8288330035452117,0.0033576100991920305,3,3
RBF,2,instance,severe,none,seconds_per_100k,27.683366666672132,0.9049729568111522,3,3
RBF,2,instance,severe,rl,accuracy,0.5398598562402426,0.021008736599956227,3,3
RBF,2,instance,severe,rl,clean_withhold_rate,0.4497562384650107,0.0348212789493136,3,3
RBF,2,instance,severe,rl,macro_f1,0.5324996487674779,0.015406956144885676,3,3
RBF,2,instance,severe,rl,macro_recall,0.5318751207960727,0.014083217293765018,3,3
RBF,2,instance,severe,rl,poison_admission_rate,0.5482948537247972,0.0343851673368575,3,3
RBF,2,instance,severe,rl,resets_per_100k,28.13333333333333,2.6566478460228375,3,3
RBF,2,instance,severe,rl,roc_auc,0.7690684602800152,0.019259831500064432,3,3
RBF,2,instance,severe,rl,seconds_per_100k,23.466757044444478,1.193694728964563,3,3
RBF,2,instance,severe,rl_alarm,accuracy,0.5409907775486209,0.018285847374246864,3,3
RBF,2,instance,severe,rl_alarm,clean_withhold_rate,0.43014557371628753,0.020545229110056188,3,3
RBF,2,instance,severe,rl_alarm,macro_f1,0.5344745124590076,0.011102539996657498,3,3
RBF,2,instance,severe,rl_alarm,macro_recall,0.53426666617293,0.010312333495198087,3,3
RBF,2,instance,severe,rl_alarm,poison_admission_rate,0.5679982910052392,0.021548332747908395,3,3
RBF,2,instance,severe,rl_alarm,resets_per_100k,31.2,2.626362080478963,3,3
RBF,2,instance,severe,rl_alarm,roc_auc,0.769859919132975,0.015229454066158075,3,3
RBF,2,instance,severe,rl_alarm,seconds_per_100k,25.349889626685115,0.6081050756466579,3,3
RBF,3,concept,moderate,confirmed,accuracy,0.6407631033311773,0.037599834265059986,3,3
RBF,3,concept,moderate,confirmed,clean_withhold_rate,0.23038836170319796,0.02650066206844026,3,3
RBF,3,concept,moderate,confirmed,macro_f1,0.6393757614695936,0.03676840412884624,3,3
RBF,3,concept,moderate,confirmed,macro_recall,0.6401217799550007,0.036667765846810765,3,3
RBF,3,concept,moderate,confirmed,poison_admission_rate,0.5926013560321876,0.03262066534816658,3,3
RBF,3,concept,moderate,confirmed,resets_per_100k,0.1333333333333333,0.23094010767585024,3,3
RBF,3,concept,moderate,confirmed,roc_auc,0.8475312285575615,0.016887405873633857,3,3
RBF,3,concept,moderate,confirmed,seconds_per_100k,26.792884879993895,2.626904247270548,3,3
RBF,3,concept,moderate,immediate,accuracy,0.5476770659034039,0.024798447925958964,3,3
RBF,3,concept,moderate,immediate,clean_withhold_rate,0.39369004369094857,0.014925280726304342,3,3
RBF,3,concept,moderate,immediate,macro_f1,0.54228408672165,0.02280712876203783,3,3
RBF,3,concept,moderate,immediate,macro_recall,0.5414227851156319,0.01935577185522833,3,3
RBF,3,concept,moderate,immediate,poison_admission_rate,0.30475258953307854,0.08758381952178093,3,3
RBF,3,concept,moderate,immediate,resets_per_100k,13.066666666666668,3.002221399786054,3,3
RBF,3,concept,moderate,immediate,roc_auc,0.781106879455867,0.01451406625556702,3,3
RBF,3,concept,moderate,immediate,seconds_per_100k,19.35479538664222,0.2665748580907934,3,3
RBF,3,concept,moderate,none,accuracy,0.6475113710977878,0.02569270420668338,3,3
RBF,3,concept,moderate,none,clean_withhold_rate,0.2110644396842041,0.03650227517945373,3,3
RBF,3,concept,moderate,none,macro_f1,0.6465411922697198,0.02502851796639425,3,3
RBF,3,concept,moderate,none,macro_recall,0.6471016809076103,0.02422586123401546,3,3
RBF,3,concept,moderate,none,poison_admission_rate,0.7681226149688932,0.04279630827913979,3,3
RBF,3,concept,moderate,none,resets_per_100k,0.0,0.0,3,3
RBF,3,concept,moderate,none,roc_auc,0.8481907500192172,0.013908172834223456,3,3
RBF,3,concept,moderate,none,seconds_per_100k,28.164324439999955,0.6777345164277607,3,3
RBF,3,concept,moderate,rl,accuracy,0.5555182998375651,0.035602888513432476,3,3
RBF,3,concept,moderate,rl,clean_withhold_rate,0.4506812361103843,0.032774539627222495,3,3
RBF,3,concept,moderate,rl,macro_f1,0.5507286188231837,0.03417907592733167,3,3
RBF,3,concept,moderate,rl,macro_recall,0.5498956643872155,0.03245368322461534,3,3
RBF,3,concept,moderate,rl,poison_admission_rate,0.42179987062017005,0.053642804675109276,3,3
RBF,3,concept,moderate,rl,resets_per_100k,26.177777777777777,1.8151624761477425,3,3
RBF,3,concept,moderate,rl,roc_auc,0.782182052762443,0.025450791396188402,3,3
RBF,3,concept,moderate,rl,seconds_per_100k,21.944270946664943,1.8529989709591912,3,3
RBF,3,concept,moderate,rl_alarm,accuracy,0.5662201465537984,0.0300169936308176,3,3
RBF,3,concept,moderate,rl_alarm,clean_withhold_rate,0.40273783546162795,0.024067045234636403,3,3
RBF,3,concept,moderate,rl_alarm,macro_f1,0.5620652909653471,0.027696362524412287,3,3
RBF,3,concept,moderate,rl_alarm,macro_recall,0.5614897659381518,0.025554544884190934,3,3
RBF,3,concept,moderate,rl_alarm,poison_admission_rate,0.48025740346951834,0.06979782949345699,3,3
RBF,3,concept,moderate,rl_alarm,resets_per_100k,31.644444444444446,1.5625240738886181,3,3
RBF,3,concept,moderate,rl_alarm,roc_auc,0.7900526092085212,0.0187029932692011,3,3
RBF,3,concept,moderate,rl_alarm,seconds_per_100k,25.142156102218564,0.35198311816237454,3,3
RBF,4,concept,severe,confirmed,accuracy,0.6280898630136459,0.04257497232540791,3,3
RBF,4,concept,severe,confirmed,clean_withhold_rate,0.27551894742164257,0.023831027016743465,3,3
RBF,4,concept,severe,confirmed,macro_f1,0.6267015126781822,0.04183907398682691,3,3
RBF,4,concept,severe,confirmed,macro_recall,0.6278201431640502,0.041935430556280996,3,3
RBF,4,concept,severe,confirmed,poison_admission_rate,0.5048966040736985,0.07822050888526882,3,3
RBF,4,concept,severe,confirmed,resets_per_100k,0.6666666666666666,0.23094010767585033,3,3
RBF,4,concept,severe,confirmed,roc_auc,0.8371975221530207,0.023703097237963097,3,3
RBF,4,concept,severe,confirmed,seconds_per_100k,25.497137199963134,1.7896496514853102,3,3
RBF,4,concept,severe,immediate,accuracy,0.5594562998173874,0.04999529485623206,3,3
RBF,4,concept,severe,immediate,clean_withhold_rate,0.4283165354593836,0.035936209799338155,3,3
RBF,4,concept,severe,immediate,macro_f1,0.5551433349106764,0.04828773146603707,3,3
RBF,4,concept,severe,immediate,macro_recall,0.5556624115416868,0.04561150007051918,3,3
RBF,4,concept,severe,immediate,poison_admission_rate,0.19819617302345804,0.07787251759290022,3,3
RBF,4,concept,severe,immediate,resets_per_100k,6.0,1.4422205101855954,3,3
RBF,4,concept,severe,immediate,roc_auc,0.7912942548420943,0.029518380453479317,3,3
RBF,4,concept,severe,immediate,seconds_per_100k,19.67252332000062,0.36854339240248263,3,3
RBF,4,concept,severe,none,accuracy,0.6582914691703813,0.01710627591727138,3,3
RBF,4,concept,severe,none,clean_withhold_rate,0.216763859978229,0.026505458396917522,3,3
RBF,4,concept,severe,none,macro_f1,0.6569458600628274,0.015610517559715221,3,3
RBF,4,concept,severe,none,macro_recall,0.6573705628766477,0.015005469843236993,3,3
RBF,4,concept,severe,none,poison_admission_rate,0.6601860923068565,0.053313477499337965,3,3
RBF,4,concept,severe,none,resets_per_100k,0.0,0.0,3,3
RBF,4,concept,severe,none,roc_auc,0.8525507840674192,0.009010413377945187,3,3
RBF,4,concept,severe,none,seconds_per_100k,28.280014506665367,0.3789447636743032,3,3
RBF,4,concept,severe,rl,accuracy,0.5493119737753313,0.040207113199178524,3,3
RBF,4,concept,severe,rl,clean_withhold_rate,0.44040325083977416,0.03897200176375319,3,3
RBF,4,concept,severe,rl,macro_f1,0.5447618600399537,0.037904676363880334,3,3
RBF,4,concept,severe,rl,macro_recall,0.5442406198230344,0.0356097923473809,3,3
RBF,4,concept,severe,rl,poison_admission_rate,0.39245051697618316,0.06680762978555055,3,3
RBF,4,concept,severe,rl,resets_per_100k,24.933333333333337,3.5552777669262356,3,3
RBF,4,concept,severe,rl,roc_auc,0.7794491993904235,0.026362962803030285,3,3
RBF,4,concept,severe,rl,seconds_per_100k,21.741968355555503,1.3000120406286169,3,3
RBF,4,concept,severe,rl_alarm,accuracy,0.5692629808490222,0.027118172773169476,3,3
RBF,4,concept,severe,rl_alarm,clean_withhold_rate,0.4285773821373314,0.039196199825357485,3,3
RBF,4,concept,severe,rl_alarm,macro_f1,0.5649063361538412,0.024605474719448146,3,3
RBF,4,concept,severe,rl_alarm,macro_recall,0.5643863184005986,0.022462241099074506,3,3
RBF,4,concept,severe,rl_alarm,poison_admission_rate,0.35361973957178744,0.04227097967754484,3,3
RBF,4,concept,severe,rl_alarm,resets_per_100k,26.48888888888889,3.4288536039086073,3,3
RBF,4,concept,severe,rl_alarm,roc_auc,0.7909527029687418,0.017114890798968985,3,3
RBF,4,concept,severe,rl_alarm,seconds_per_100k,25.595802048893855,0.5094456178913318,3,3
RBF,5,splice,moderate,confirmed,accuracy,0.646713343143733,0.010987543595949705,3,3
RBF,5,splice,moderate,confirmed,clean_withhold_rate,0.24266395600023594,0.028185888638707607,3,3
RBF,5,splice,moderate,confirmed,macro_f1,0.6446829923701629,0.010279084610397187,3,3
RBF,5,splice,moderate,confirmed,macro_recall,0.6444130592394788,0.008963037447309235,3,3
RBF,5,splice,moderate,confirmed,poison_admission_rate,0.6087189822505351,0.04939472809611463,3,3
RBF,5,splice,moderate,confirmed,resets_per_100k,0.6666666666666666,0.6110100926607787,3,3
RBF,5,splice,moderate,confirmed,roc_auc,0.8489306817442578,0.007504016282641751,3,3
RBF,5,splice,moderate,confirmed,seconds_per_100k,27.67800825337569,0.9534564181157595,3,3
RBF,5,splice,moderate,immediate,accuracy,0.5421921056712841,0.023601823662471388,3,3
RBF,5,splice,moderate,immediate,clean_withhold_rate,0.4115469394719644,0.018414047349523514,3,3
RBF,5,splice,moderate,immediate,macro_f1,0.5369612841197324,0.01988291487415568,3,3
RBF,5,splice,moderate,immediate,macro_recall,0.5356857861124923,0.016775973852083632,3,3
RBF,5,splice,moderate,immediate,poison_admission_rate,0.3612883773254722,0.050399877439698294,3,3
RBF,5,splice,moderate,immediate,resets_per_100k,12.666666666666666,0.8326663997864527,3,3
RBF,5,splice,moderate,immediate,roc_auc,0.777446391932358,0.01258586012228919,3,3
RBF,5,splice,moderate,immediate,seconds_per_100k,19.55704471999779,0.29688284980294954,3,3
RBF,5,splice,moderate,none,accuracy,0.6512337750536048,0.030113320868955427,3,3
RBF,5,splice,moderate,none,clean_withhold_rate,0.2635545493507546,0.061149989114702895,3,3
RBF,5,splice,moderate,none,macro_f1,0.6503923522657938,0.030565138683789725,3,3
RBF,5,splice,moderate,none,macro_recall,0.6501460894712653,0.030226109258671034,3,3
RBF,5,splice,moderate,none,poison_admission_rate,0.6643138187008588,0.0484702376922869,3,3
RBF,5,splice,moderate,none,resets_per_100k,0.0,0.0,3,3
RBF,5,splice,moderate,none,roc_auc,0.8500027485871583,0.017951917737394133,3,3
RBF,5,splice,moderate,none,seconds_per_100k,28.039622626670948,1.0434492547434981,3,3
RBF,5,splice,moderate,rl,accuracy,0.5544124103690662,0.022691888217381797,3,3
RBF,5,splice,moderate,rl,clean_withhold_rate,0.43243034043565814,0.02302227382234342,3,3
RBF,5,splice,moderate,rl,macro_f1,0.5496620129299821,0.019721065361339968,3,3
RBF,5,splice,moderate,rl,macro_recall,0.5485293255557183,0.01686829232859153,3,3
RBF,5,splice,moderate,rl,poison_admission_rate,0.45825233760751366,0.06651906312396295,3,3
RBF,5,splice,moderate,rl,resets_per_100k,28.133333333333336,1.7435595774162698,3,3
RBF,5,splice,moderate,rl,roc_auc,0.7821966697649926,0.015421909640644842,3,3
RBF,5,splice,moderate,rl,seconds_per_100k,21.827629302224764,1.3903168882658197,3,3
RBF,5,splice,moderate,rl_alarm,accuracy,0.5677204141091007,0.03120955039237643,3,3
RBF,5,splice,moderate,rl_alarm,clean_withhold_rate,0.41256011324851477,0.0291212276529489,3,3
RBF,5,splice,moderate,rl_alarm,macro_f1,0.5635316285383827,0.02949378506959534,3,3
RBF,5,splice,moderate,rl_alarm,macro_recall,0.5627149122524143,0.02772580868959178,3,3
RBF,5,splice,moderate,rl_alarm,poison_admission_rate,0.4795137914480832,0.030128335752565932,3,3
RBF,5,splice,moderate,rl_alarm,resets_per_100k,32.800000000000004,1.922960680247463,3,3
RBF,5,splice,moderate,rl_alarm,roc_auc,0.7909116588851418,0.020135903883051715,3,3
RBF,5,splice,moderate,rl_alarm,seconds_per_100k,25.53424098223655,0.4173314010933245,3,3
RBF,6,splice,severe,confirmed,accuracy,0.6394901047272037,0.02083883229431904,3,3
RBF,6,splice,severe,confirmed,clean_withhold_rate,0.2940427167216475,0.06284663416551795,3,3
RBF,6,splice,severe,confirmed,macro_f1,0.6369989865651325,0.02146493698734237,3,3
RBF,6,splice,severe,confirmed,macro_recall,0.6358087531437757,0.021313570528747012,3,3
RBF,6,splice,severe,confirmed,poison_admission_rate,0.47488264762275817,0.07301870253459546,3,3
RBF,6,splice,severe,confirmed,resets_per_100k,0.2666666666666666,0.23094010767585024,3,3
RBF,6,splice,severe,confirmed,roc_auc,0.8439044170542834,0.015206975416395353,3,3
RBF,6,splice,severe,confirmed,seconds_per_100k,25.189281400013716,1.6633437471803756,3,3
RBF,6,splice,severe,immediate,accuracy,0.569108109477391,0.041993624245283405,3,3
RBF,6,splice,severe,immediate,clean_withhold_rate,0.37583817708972794,0.0556945694155556,3,3
RBF,6,splice,severe,immediate,macro_f1,0.5648673820128516,0.04080196531503521,3,3
RBF,6,splice,severe,immediate,macro_recall,0.5631581632454183,0.03735311483968455,3,3
RBF,6,splice,severe,immediate,poison_admission_rate,0.22832884748252516,0.06056645577434879,3,3
RBF,6,splice,severe,immediate,resets_per_100k,4.8,1.0583005244258359,3,3
RBF,6,splice,severe,immediate,roc_auc,0.796297665305776,0.027921195729242083,3,3
RBF,6,splice,severe,immediate,seconds_per_100k,20.003298613335936,0.19377428789707382,3,3
RBF,6,splice,severe,none,accuracy,0.6538481055097254,0.009914323766749493,3,3
RBF,6,splice,severe,none,clean_withhold_rate,0.2489304497913354,0.023015817960420085,3,3
RBF,6,splice,severe,none,macro_f1,0.652749553583682,0.008967626407783728,3,3
RBF,6,splice,severe,none,macro_recall,0.6524136065424119,0.008224529133796003,3,3
RBF,6,splice,severe,none,poison_admission_rate,0.6868169110496956,0.024806782861291166,3,3
RBF,6,splice,severe,none,resets_per_100k,0.0,0.0,3,3
RBF,6,splice,severe,none,roc_auc,0.8550417494657373,0.007981789528058694,3,3
RBF,6,splice,severe,none,seconds_per_100k,27.535442053340375,2.0112076564011896,3,3
RBF,6,splice,severe,rl,accuracy,0.5577384788724601,0.0327086550528596,3,3
RBF,6,splice,severe,rl,clean_withhold_rate,0.45771144002071734,0.004657599089330309,3,3
RBF,6,splice,severe,rl,macro_f1,0.5536467240244564,0.030004969540506587,3,3
RBF,6,splice,severe,rl,macro_recall,0.5528770427676868,0.027199412314352703,3,3
RBF,6,splice,severe,rl,poison_admission_rate,0.3249777720451845,0.0746651626680985,3,3
RBF,6,splice,severe,rl,resets_per_100k,21.91111111111111,1.6671110518676489,3,3
RBF,6,splice,severe,rl,roc_auc,0.7852806859759122,0.018874403971286913,3,3
RBF,6,splice,severe,rl,seconds_per_100k,22.822256497769718,1.642704013081118,3,3
RBF,6,splice,severe,rl_alarm,accuracy,0.5675737708649812,0.02298613077393332,3,3
RBF,6,splice,severe,rl_alarm,clean_withhold_rate,0.4317137058475977,0.04572976682379431,3,3
RBF,6,splice,severe,rl_alarm,macro_f1,0.5633753994328022,0.02054317340734392,3,3
RBF,6,splice,severe,rl_alarm,macro_recall,0.5624431450955525,0.018226425793885136,3,3
RBF,6,splice,severe,rl_alarm,poison_admission_rate,0.386077173301773,0.039058603559035204,3,3
RBF,6,splice,severe,rl_alarm,resets_per_100k,27.644444444444446,3.7931712521514442,3,3
RBF,6,splice,severe,rl_alarm,roc_auc,0.7913671441953668,0.016679553209857367,3,3
RBF,6,splice,severe,rl_alarm,seconds_per_100k,24.780626786645087,1.0258945487469602,3,3
SEA,0,clean,none,confirmed,accuracy,0.9245916746788723,0.0011500916868049061,3,3
SEA,0,clean,none,confirmed,clean_withhold_rate,0.15394912985274423,0.05452586841878528,3,3
SEA,0,clean,none,confirmed,macro_f1,0.9177414740792242,0.0012381564273010758,3,3
SEA,0,clean,none,confirmed,macro_recall,0.9117845845362208,0.0012437279802615816,3,3
SEA,0,clean,none,confirmed,poison_admission_rate,,,0,3
SEA,0,clean,none,confirmed,resets_per_100k,0.7999999999999999,0.0,3,3
SEA,0,clean,none,confirmed,roc_auc,0.9342966599789606,0.001034991409091517,3,3
SEA,0,clean,none,confirmed,seconds_per_100k,7.9696147599878415,0.38076664798918536,3,3
SEA,0,clean,none,immediate,accuracy,0.9158929514263555,0.002085302628021962,3,3
SEA,0,clean,none,immediate,clean_withhold_rate,0.29049531459170014,0.03731555519348423,3,3
SEA,0,clean,none,immediate,macro_f1,0.9078998381890088,0.0025355398121471194,3,3
SEA,0,clean,none,immediate,macro_recall,0.9007643748659403,0.0033848900411350444,3,3
SEA,0,clean,none,immediate,poison_admission_rate,,,0,3
SEA,0,clean,none,immediate,resets_per_100k,3.3333333333333335,0.6110100926607788,3,3
SEA,0,clean,none,immediate,roc_auc,0.9304789721183943,0.0023529298195358503,3,3
SEA,0,clean,none,immediate,seconds_per_100k,6.629061373354246,0.13094863797732606,3,3
SEA,0,clean,none,none,accuracy,0.9018194974219313,0.001897580342805099,3,3
SEA,0,clean,none,none,clean_withhold_rate,0.0843373493975903,0.022360499449116583,3,3
SEA,0,clean,none,none,macro_f1,0.8915742994604804,0.0023648510070930634,3,3
SEA,0,clean,none,none,macro_recall,0.8820202172419679,0.003084545356103004,3,3
SEA,0,clean,none,none,poison_admission_rate,,,0,3
SEA,0,clean,none,none,resets_per_100k,0.0,0.0,3,3
SEA,0,clean,none,none,roc_auc,0.9296324577907872,0.001489527465492829,3,3
SEA,0,clean,none,none,seconds_per_100k,11.552481733293584,0.29789812618479894,3,3
SEA,0,clean,none,rl,accuracy,0.9166048398540397,0.00032972777720297145,3,3
SEA,0,clean,none,rl,clean_withhold_rate,0.27889335118250774,0.04016807903781458,3,3
SEA,0,clean,none,rl,macro_f1,0.9083306996861328,0.0004095000951568686,3,3
SEA,0,clean,none,rl,macro_recall,0.8998968864989765,0.0005687335490193495,3,3
SEA,0,clean,none,rl,poison_admission_rate,,,0,3
SEA,0,clean,none,rl,resets_per_100k,44.888888888888886,2.7723502531112385,3,3
SEA,0,clean,none,rl,roc_auc,0.9357019628712836,0.0002587434980361772,3,3
SEA,0,clean,none,rl,seconds_per_100k,7.094036773312837,0.2705314935166587,3,3
SEA,0,clean,none,rl_alarm,accuracy,0.9117241937707804,0.00159685097749254,3,3
SEA,0,clean,none,rl_alarm,clean_withhold_rate,0.24319500223114676,0.028408378478174002,3,3
SEA,0,clean,none,rl_alarm,macro_f1,0.9026291094777501,0.0018998166016488437,3,3
SEA,0,clean,none,rl_alarm,macro_recall,0.8931815155421315,0.0023120470804822825,3,3
SEA,0,clean,none,rl_alarm,poison_admission_rate,,,0,3
SEA,0,clean,none,rl_alarm,resets_per_100k,44.97777777777778,2.723831723741253,3,3
SEA,0,clean,none,rl_alarm,roc_auc,0.9350466190569393,0.0009673141808031836,3,3
SEA,0,clean,none,rl_alarm,seconds_per_100k,9.843676191113062,0.14248861141717153,3,3
SEA,1,instance,moderate,confirmed,accuracy,0.9191328356748998,0.0030270686425291067,3,3
SEA,1,instance,moderate,confirmed,clean_withhold_rate,0.1230430301593734,0.022019860706884435,3,3
SEA,1,instance,moderate,confirmed,macro_f1,0.9123873882748539,0.0033206708715522583,3,3
SEA,1,instance,moderate,confirmed,macro_recall,0.9090649788226712,0.0034949279740256294,3,3
SEA,1,instance,moderate,confirmed,poison_admission_rate,0.8761820741713353,0.02277137280881688,3,3
SEA,1,instance,moderate,confirmed,resets_per_100k,0.3999999999999999,0.0,3,3
