stream,condition,mode,level,left,right,comparison,alarm_rate_difference,poison_alarm_rate_difference,unexposed_alarm_rate_difference,event_recall_difference,detection_delay_difference,seconds_per_100k_difference
RBF_I,RBF_I__s118__splice__moderate,splice,moderate,adwin,hddm_w,passive_detector,-0.4745762711864407,-0.3448275862068966,,0.0,3.0,-0.1285304847503236
RBF_I,RBF_I__s118__splice__moderate,splice,moderate,adwin,hellinger,passive_detector,0.2542372881355932,0.4482758620689656,,0.0,-7.333333333333333,-0.0103013183979783
RBF_I,RBF_I__s118__splice__moderate,splice,moderate,d3_oof,hddm_w,passive_detector,-0.7627118644067797,-0.8620689655172414,,-0.33333333333333337,28.333333333333332,0.04450971881548568
RBF_I,RBF_I__s118__splice__moderate,splice,moderate,d3_oof,hellinger,passive_detector,-0.0338983050847458,-0.0689655172413793,,-0.33333333333333337,18.0,0.162738885167831
RBF_I,RBF_I__s118__splice__moderate,splice,moderate,hddm_w,hellinger,passive_detector,0.728813559322034,0.7931034482758621,,0.0,-10.333333333333334,0.1182291663523453
RBF_I,RBF_I__s118__splice__severe,splice,severe,adwin,d3_oof,passive_detector,0.40677966101694923,0.6551724137931034,,0.6666666666666667,-28.333333333333332,-0.19011380015096319
RBF_I,RBF_I__s118__splice__severe,splice,severe,adwin,hddm_w,passive_detector,-0.30508474576271183,-0.13793103448275867,,0.0,0.6666666666666665,-0.1380453352855208
RBF_I,RBF_I__s118__splice__severe,splice,severe,adwin,hellinger,passive_detector,0.3389830508474576,0.5517241379310345,,0.0,-6.666666666666668,-0.0114085382665508
RBF_I,RBF_I__s118__splice__severe,splice,severe,d3_oof,hddm_w,passive_detector,-0.711864406779661,-0.7931034482758621,,-0.6666666666666667,29.0,0.05206846486544239
RBF_I,RBF_I__s118__splice__severe,splice,severe,d3_oof,hellinger,passive_detector,-0.0677966101694916,-0.1034482758620689,,-0.6666666666666667,21.666666666666664,0.1787052618844124
RBF_I,RBF_I__s118__splice__severe,splice,severe,hddm_w,hellinger,passive_detector,0.6440677966101694,0.6896551724137931,,0.0,-7.333333333333334,0.12663679701897002
RBF_I,RBF_I__s119__clean__none,clean,none,adwin,d3_oof,passive_detector,0.1186440677966101,,0.0,1.0,,-0.1861320149813157
RBF_I,RBF_I__s119__clean__none,clean,none,adwin,hddm_w,passive_detector,-0.4237288135593221,,-0.5,0.0,2.666666666666666,-0.1094069466247068
RBF_I,RBF_I__s119__clean__none,clean,none,adwin,hellinger,passive_detector,0.0,,-0.125,0.0,-2.666666666666667,-0.0123254200055574
RBF_I,RBF_I__s119__clean__none,clean,none,d3_oof,hddm_w,passive_detector,-0.5423728813559322,,-0.5,-1.0,,0.0767250683566089
RBF_I,RBF_I__s119__clean__none,clean,none,d3_oof,hellinger,passive_detector,-0.1186440677966101,,-0.125,-1.0,,0.1738065949757583
RBF_I,RBF_I__s119__clean__none,clean,none,hddm_w,hellinger,passive_detector,0.4237288135593221,,0.375,0.0,-5.333333333333333,0.0970815266191494
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,adwin,d3_oof,passive_detector,0.5254237288135594,0.8928571428571429,,1.0,,-0.1865945750614628
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,adwin,hddm_w,passive_detector,-0.2542372881355932,-0.07142857142857151,,0.0,3.0,-0.1291302686634785
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,adwin,hellinger,passive_detector,0.38983050847457634,0.8214285714285715,,0.0,1.0,-0.0099920799160221
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,d3_oof,hddm_w,passive_detector,-0.7796610169491526,-0.9642857142857144,,-1.0,,0.057464306397984305
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,d3_oof,hellinger,passive_detector,-0.135593220338983,-0.0714285714285714,,-1.0,,0.1766024951454407
RBF_I,RBF_I__s119__concept__moderate,concept,moderate,hddm_w,hellinger,passive_detector,0.6440677966101696,0.892857142857143,,0.0,-2.0,0.1191381887474564
RBF_I,RBF_I__s119__concept__severe,concept,severe,adwin,d3_oof,passive_detector,0.3728813559322034,0.6551724137931034,,0.0,-6.333333333333333,-0.1528305604006164
RBF_I,RBF_I__s119__concept__severe,concept,severe,adwin,hddm_w,passive_detector,-0.288135593220339,-0.206896551724138,,0.0,2.666666666666667,-0.1395095121794536
RBF_I,RBF_I__s119__concept__severe,concept,severe,adwin,hellinger,passive_detector,0.3220338983050847,0.7241379310344828,,0.0,0.666666666666667,-0.011398000060580699
RBF_I,RBF_I__s119__concept__severe,concept,severe,d3_oof,hddm_w,passive_detector,-0.6610169491525424,-0.8620689655172415,,0.0,9.0,0.013321048221162812
RBF_I,RBF_I__s119__concept__severe,concept,severe,d3_oof,hellinger,passive_detector,-0.050847457627118696,0.0689655172413793,,0.0,7.0,0.1414325603400357
RBF_I,RBF_I__s119__concept__severe,concept,severe,hddm_w,hellinger,passive_detector,0.6101694915254237,0.9310344827586208,,0.0,-2.0,0.1281115121188729
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,adwin,d3_oof,passive_detector,0.1016949152542373,0.1016949152542373,,0.6666666666666667,-25.666666666666668,-0.1675299295069029
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,adwin,hddm_w,passive_detector,-0.4576271186440679,-0.4576271186440679,,0.0,3.0,-0.10214790997755091
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,adwin,hellinger,passive_detector,0.0,0.0,,0.0,-2.666666666666667,-0.010488326564276
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,d3_oof,hddm_w,passive_detector,-0.5593220338983051,-0.5593220338983051,,-0.6666666666666667,28.666666666666668,0.06538201952935199
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,d3_oof,hellinger,passive_detector,-0.1016949152542373,-0.1016949152542373,,-0.6666666666666667,23.0,0.1570416029426269
RBF_I,RBF_I__s119__instance__moderate,instance,moderate,hddm_w,hellinger,passive_detector,0.4576271186440679,0.4576271186440679,,0.0,-5.666666666666667,0.0916595834132749
RBF_I,RBF_I__s119__instance__severe,instance,severe,adwin,d3_oof,passive_detector,0.1016949152542373,0.1016949152542373,,1.0,,-0.1814381951893059
RBF_I,RBF_I__s119__instance__severe,instance,severe,adwin,hddm_w,passive_detector,-0.5423728813559321,-0.5423728813559321,,0.0,4.666666666666667,-0.1101437483157497
RBF_I,RBF_I__s119__instance__severe,instance,severe,adwin,hellinger,passive_detector,-0.01694915254237281,-0.01694915254237281,,0.0,-1.0,-0.0106165267061442
RBF_I,RBF_I__s119__instance__severe,instance,severe,d3_oof,hddm_w,passive_detector,-0.6440677966101694,-0.6440677966101694,,-1.0,,0.0712944468735562
RBF_I,RBF_I__s119__instance__severe,instance,severe,d3_oof,hellinger,passive_detector,-0.1186440677966101,-0.1186440677966101,,-1.0,,0.17082166848316171
RBF_I,RBF_I__s119__instance__severe,instance,severe,hddm_w,hellinger,passive_detector,0.5254237288135594,0.5254237288135594,,0.0,-5.666666666666667,0.0995272216096055
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,adwin,d3_oof,passive_detector,0.33898305084745767,0.5357142857142858,,0.0,-4.333333333333334,-0.1597384719449716
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,adwin,hddm_w,passive_detector,-0.4067796610169491,-0.2142857142857142,,0.0,0.9999999999999998,-0.1254281267756596
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,adwin,hellinger,passive_detector,0.3050847457627119,0.5714285714285715,,0.0,-8.666666666666668,-0.0104242414333082
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,d3_oof,hddm_w,passive_detector,-0.7457627118644068,-0.75,,0.0,5.333333333333333,0.034310345169312
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,d3_oof,hellinger,passive_detector,-0.033898305084745804,0.0357142857142857,,0.0,-4.333333333333334,0.1493142305116634
RBF_I,RBF_I__s119__splice__moderate,splice,moderate,hddm_w,hellinger,passive_detector,0.711864406779661,0.7857142857142857,,0.0,-9.666666666666668,0.1150038853423514
RBF_I,RBF_I__s119__splice__severe,splice,severe,adwin,d3_oof,passive_detector,0.30508474576271194,0.4482758620689656,,0.6666666666666667,-28.666666666666668,-0.25866583998625486
RBF_I,RBF_I__s119__splice__severe,splice,severe,adwin,hddm_w,passive_detector,-0.3898305084745763,-0.4827586206896552,,0.0,1.3333333333333335,-0.1551291013796193
RBF_I,RBF_I__s119__splice__severe,splice,severe,adwin,hellinger,passive_detector,0.22033898305084743,0.3793103448275863,,0.0,-2.3333333333333335,-0.0111015267126883
RBF_I,RBF_I__s119__splice__severe,splice,severe,d3_oof,hddm_w,passive_detector,-0.6949152542372882,-0.9310344827586208,,-0.6666666666666667,30.0,0.10353673860663556
RBF_I,RBF_I__s119__splice__severe,splice,severe,d3_oof,hellinger,passive_detector,-0.08474576271186449,-0.0689655172413793,,-0.6666666666666667,26.333333333333332,0.24756431327356657
RBF_I,RBF_I__s119__splice__severe,splice,severe,hddm_w,hellinger,passive_detector,0.6101694915254237,0.8620689655172415,,0.0,-3.666666666666667,0.144027574666931
SEA_A,SEA_A__s115__clean__none,clean,none,adwin,d3_oof,passive_detector,0.0169491525423729,,0.0,-0.33333333333333337,-10.833333333333334,-0.1305479967656235
SEA_A,SEA_A__s115__clean__none,clean,none,adwin,hddm_w,passive_detector,0.050847457627118696,,0.0,0.3333333333333333,-14.5,-0.077401181673243
SEA_A,SEA_A__s115__clean__none,clean,none,adwin,hellinger,passive_detector,-0.016949152542372906,,-0.0769230769230769,-0.33333333333333337,-9.166666666666666,0.005319298264415399
SEA_A,SEA_A__s115__clean__none,clean,none,d3_oof,hddm_w,passive_detector,0.0338983050847458,,0.0,0.6666666666666667,-3.666666666666666,0.053146815092380506
SEA_A,SEA_A__s115__clean__none,clean,none,d3_oof,hellinger,passive_detector,-0.033898305084745804,,-0.0769230769230769,0.0,1.6666666666666679,0.13586729503003891
SEA_A,SEA_A__s115__clean__none,clean,none,hddm_w,hellinger,passive_detector,-0.0677966101694916,,-0.0769230769230769,-0.6666666666666667,5.333333333333334,0.0827204799376584
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,adwin,d3_oof,passive_detector,0.576271186440678,0.8787878787878788,0.0,1.0,,-0.13597526805824608
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,adwin,hddm_w,passive_detector,0.2033898305084746,0.21212121212121215,0.0,0.0,0.0,-0.1010848598283095
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,adwin,hellinger,passive_detector,0.5423728813559323,0.8181818181818182,0.0,0.6666666666666667,-3.6666666666666665,0.0050283433908286
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,d3_oof,hddm_w,passive_detector,-0.3728813559322034,-0.6666666666666666,0.0,-1.0,,0.034890408229936595
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,d3_oof,hellinger,passive_detector,-0.0338983050847457,-0.0606060606060606,0.0,-0.3333333333333333,,0.1410036114490747
SEA_A,SEA_A__s115__concept__moderate,concept,moderate,hddm_w,hellinger,passive_detector,0.3389830508474577,0.6060606060606061,0.0,0.6666666666666667,-3.6666666666666665,0.1061132032191381
SEA_A,SEA_A__s115__concept__severe,concept,severe,adwin,d3_oof,passive_detector,0.7118644067796611,0.9090909090909092,,0.33333333333333337,-10.0,-0.1200605567040232
SEA_A,SEA_A__s115__concept__severe,concept,severe,adwin,hddm_w,passive_detector,0.10169491525423735,0.09090909090909094,,0.0,0.0,-0.1258479931372373
SEA_A,SEA_A__s115__concept__severe,concept,severe,adwin,hellinger,passive_detector,0.6779661016949153,0.8636363636363636,,0.33333333333333337,-5.5,0.0054115800594446
SEA_A,SEA_A__s115__concept__severe,concept,severe,d3_oof,hddm_w,passive_detector,-0.6101694915254238,-0.8181818181818182,,-0.33333333333333337,10.0,-0.005787436433214083
SEA_A,SEA_A__s115__concept__severe,concept,severe,d3_oof,hellinger,passive_detector,-0.0338983050847458,-0.0454545454545455,,0.0,4.5,0.1254721367634678
SEA_A,SEA_A__s115__concept__severe,concept,severe,hddm_w,hellinger,passive_detector,0.576271186440678,0.7727272727272727,,0.33333333333333337,-5.5,0.13125957319668188
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,adwin,d3_oof,passive_detector,0.0169491525423729,0.0169491525423729,,0.3333333333333333,10.5,-0.1283617465135952
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,adwin,hddm_w,passive_detector,-0.11864406779661019,-0.11864406779661019,,-0.33333333333333337,12.833333333333334,-0.0831131333931504
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,adwin,hellinger,passive_detector,-0.0508474576271187,-0.0508474576271187,,-0.33333333333333337,4.833333333333334,0.0053556218335871
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,d3_oof,hddm_w,passive_detector,-0.13559322033898308,-0.13559322033898308,,-0.6666666666666667,2.3333333333333335,0.0452486131204448
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,d3_oof,hellinger,passive_detector,-0.0677966101694916,-0.0677966101694916,,-0.6666666666666667,-5.666666666666666,0.1337173683471823
SEA_A,SEA_A__s115__instance__moderate,instance,moderate,hddm_w,hellinger,passive_detector,0.06779661016949148,0.06779661016949148,,0.0,-8.0,0.0884687552267375
SEA_A,SEA_A__s115__instance__severe,instance,severe,adwin,d3_oof,passive_detector,0.0,0.0,,0.0,2.0,-0.12884937008493588
SEA_A,SEA_A__s115__instance__severe,instance,severe,adwin,hddm_w,passive_detector,-0.2711864406779662,-0.2711864406779662,,-0.6666666666666667,6.333333333333333,-0.0903095864244582
SEA_A,SEA_A__s115__instance__severe,instance,severe,adwin,hellinger,passive_detector,-0.0677966101694916,-0.0677966101694916,,-0.6666666666666667,-3.666666666666666,0.004014381605278101
SEA_A,SEA_A__s115__instance__severe,instance,severe,d3_oof,hddm_w,passive_detector,-0.2711864406779662,-0.2711864406779662,,-0.6666666666666667,4.333333333333333,0.038539783660477694
SEA_A,SEA_A__s115__instance__severe,instance,severe,d3_oof,hellinger,passive_detector,-0.0677966101694916,-0.0677966101694916,,-0.6666666666666667,-5.666666666666666,0.132863751690214
SEA_A,SEA_A__s115__instance__severe,instance,severe,hddm_w,hellinger,passive_detector,0.2033898305084746,0.2033898305084746,,0.0,-10.0,0.0943239680297363
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,adwin,d3_oof,passive_detector,0.050847457627118696,0.0810810810810811,0.0,0.6666666666666667,-12.666666666666668,-0.1228374168082762
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,adwin,hddm_w,passive_detector,0.0677966101694915,0.1081081081081081,0.0,1.0,,-0.0740295067953412
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,adwin,hellinger,passive_detector,-0.016949152542372906,0.0,0.0,0.0,1.9999999999999996,0.005379443027777601
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,d3_oof,hddm_w,passive_detector,0.0169491525423728,0.027027027027027,0.0,0.3333333333333333,,0.048807910012934996
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,d3_oof,hellinger,passive_detector,-0.0677966101694916,-0.0810810810810811,0.0,-0.6666666666666667,14.666666666666666,0.1282168598360538
SEA_A,SEA_A__s115__splice__moderate,splice,moderate,hddm_w,hellinger,passive_detector,-0.0847457627118644,-0.1081081081081081,0.0,-1.0,,0.0794089498231188
SEA_A,SEA_A__s115__splice__severe,splice,severe,adwin,d3_oof,passive_detector,0.0508474576271187,0.052631578947368404,,0.6666666666666667,4.666666666666667,-0.1156536967512997
SEA_A,SEA_A__s115__splice__severe,splice,severe,adwin,hddm_w,passive_detector,0.0847457627118644,0.087719298245614,,1.0,,-0.07389687826313701
SEA_A,SEA_A__s115__splice__severe,splice,severe,adwin,hellinger,passive_detector,-0.0338983050847457,-0.0350877192982456,,0.0,1.666666666666667,0.0059360301141471
SEA_A,SEA_A__s115__splice__severe,splice,severe,d3_oof,hddm_w,passive_detector,0.0338983050847457,0.0350877192982456,,0.3333333333333333,,0.04175681848816269
SEA_A,SEA_A__s115__splice__severe,splice,severe,d3_oof,hellinger,passive_detector,-0.0847457627118644,-0.087719298245614,,-0.6666666666666667,-3.0,0.12158972686544679
SEA_A,SEA_A__s115__splice__severe,splice,severe,hddm_w,hellinger,passive_detector,-0.1186440677966101,-0.1228070175438596,,-1.0,,0.0798329083772841
SEA_A,SEA_A__s116__clean__none,clean,none,adwin,d3_oof,passive_detector,0.0169491525423729,,0.0,0.6666666666666667,12.333333333333334,-0.1157868783532952
SEA_A,SEA_A__s116__clean__none,clean,none,adwin,hddm_w,passive_detector,0.0338983050847458,,0.0,0.6666666666666667,-2.666666666666666,-0.0757893150633511
SEA_A,SEA_A__s116__clean__none,clean,none,adwin,hellinger,passive_detector,-0.0169491525423729,,0.0,0.0,7.666666666666667,0.005175471257340801
SEA_A,SEA_A__s116__clean__none,clean,none,d3_oof,hddm_w,passive_detector,0.0169491525423729,,0.0,0.0,-15.0,0.039997563289944096
SEA_A,SEA_A__s116__clean__none,clean,none,d3_oof,hellinger,passive_detector,-0.0338983050847458,,0.0,-0.6666666666666667,-4.666666666666667,0.12096234961063598
SEA_A,SEA_A__s116__clean__none,clean,none,hddm_w,hellinger,passive_detector,-0.050847457627118696,,0.0,-0.6666666666666667,10.333333333333332,0.0809647863206919
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,adwin,d3_oof,passive_detector,0.47457627118644075,0.8823529411764706,0.0,0.0,-4.333333333333333,-0.1081121584381132
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,adwin,hddm_w,passive_detector,0.11864406779661019,0.17647058823529405,0.0,0.0,0.0,-0.1044573647474559
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,adwin,hellinger,passive_detector,0.4067796610169493,0.7647058823529411,0.0,0.0,-2.9999999999999996,0.005609298629375799
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,d3_oof,hddm_w,passive_detector,-0.35593220338983056,-0.7058823529411765,0.0,0.0,4.333333333333333,0.0036547936906572986
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,d3_oof,hellinger,passive_detector,-0.06779661016949151,-0.1176470588235294,0.0,0.0,1.333333333333333,0.113721457067489
SEA_A,SEA_A__s116__concept__moderate,concept,moderate,hddm_w,hellinger,passive_detector,0.2881355932203391,0.5882352941176471,0.0,0.0,-2.9999999999999996,0.1100666633768317
SEA_A,SEA_A__s116__concept__severe,concept,severe,adwin,d3_oof,passive_detector,0.7627118644067797,0.9347826086956522,,0.33333333333333337,-5.5,-0.11913714993473451
SEA_A,SEA_A__s116__concept__severe,concept,severe,adwin,hddm_w,passive_detector,0.15254237288135597,0.15217391304347827,,0.0,0.0,-0.1256914732221048
SEA_A,SEA_A__s116__concept__severe,concept,severe,adwin,hellinger,passive_detector,0.711864406779661,0.9130434782608696,,0.0,-4.333333333333333,0.0054591650647732
SEA_A,SEA_A__s116__concept__severe,concept,severe,d3_oof,hddm_w,passive_detector,-0.6101694915254238,-0.782608695652174,,-0.33333333333333337,5.5,-0.006554323287370295
SEA_A,SEA_A__s116__concept__severe,concept,severe,d3_oof,hellinger,passive_detector,-0.0508474576271187,-0.021739130434782594,,-0.33333333333333337,1.166666666666667,0.12459631499950771
SEA_A,SEA_A__s116__concept__severe,concept,severe,hddm_w,hellinger,passive_detector,0.559322033898305,0.7608695652173914,,0.0,-4.333333333333333,0.131150638286878
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,adwin,d3_oof,passive_detector,0.0169491525423729,0.0169491525423729,,0.3333333333333333,16.5,-0.12204798161595448
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,adwin,hddm_w,passive_detector,-0.0847457627118644,-0.0847457627118644,,-0.33333333333333337,10.166666666666668,-0.0805002785637044
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,adwin,hellinger,passive_detector,-0.0338983050847458,-0.0338983050847458,,-0.33333333333333337,11.833333333333332,0.0051740263976777015
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,d3_oof,hddm_w,passive_detector,-0.1016949152542373,-0.1016949152542373,,-0.6666666666666667,-6.333333333333333,0.041547703052250085
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,d3_oof,hellinger,passive_detector,-0.050847457627118696,-0.050847457627118696,,-0.6666666666666667,-4.666666666666667,0.12722200801363218
SEA_A,SEA_A__s116__instance__moderate,instance,moderate,hddm_w,hellinger,passive_detector,0.050847457627118606,0.050847457627118606,,0.0,1.666666666666666,0.0856743049613821
SEA_A,SEA_A__s116__instance__severe,instance,severe,adwin,d3_oof,passive_detector,-0.0169491525423729,-0.0169491525423729,,-0.3333333333333333,9.0,-0.11781146541276641
SEA_A,SEA_A__s116__instance__severe,instance,severe,adwin,hddm_w,passive_detector,-0.22033898305084748,-0.22033898305084748,,-0.6666666666666667,17.333333333333332,-0.0851975119439885
SEA_A,SEA_A__s116__instance__severe,instance,severe,adwin,hellinger,passive_detector,-0.050847457627118696,-0.050847457627118696,,-0.6666666666666667,12.333333333333332,0.005339574563549799
SEA_A,SEA_A__s116__instance__severe,instance,severe,d3_oof,hddm_w,passive_detector,-0.2033898305084746,-0.2033898305084746,,-0.33333333333333337,8.333333333333332,0.032613953468777906
SEA_A,SEA_A__s116__instance__severe,instance,severe,d3_oof,hellinger,passive_detector,-0.0338983050847458,-0.0338983050847458,,-0.33333333333333337,3.333333333333333,0.1231510399763162
SEA_A,SEA_A__s116__instance__severe,instance,severe,hddm_w,hellinger,passive_detector,0.1694915254237288,0.1694915254237288,,0.0,-5.0,0.09053708650753829
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,adwin,d3_oof,passive_detector,0.0677966101694916,0.0909090909090909,,0.0,-6.5,-0.12758452527729489
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,adwin,hddm_w,passive_detector,0.1016949152542373,0.1212121212121212,,0.6666666666666666,,-0.076169731716315
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,adwin,hellinger,passive_detector,0.050847457627118696,0.0909090909090909,,-0.33333333333333337,-14.333333333333334,0.0050887431522521
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,d3_oof,hddm_w,passive_detector,0.0338983050847457,0.0303030303030303,,0.6666666666666666,,0.05141479356097989
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,d3_oof,hellinger,passive_detector,-0.0169491525423729,0.0,,-0.33333333333333337,-7.833333333333334,0.132673268429547
SEA_A,SEA_A__s116__splice__moderate,splice,moderate,hddm_w,hellinger,passive_detector,-0.0508474576271186,-0.0303030303030303,,-1.0,,0.0812584748685671
SEA_A,SEA_A__s116__splice__severe,splice,severe,adwin,d3_oof,passive_detector,0.0508474576271187,0.0434782608695652,,0.0,-10.0,-0.12078763824926379
SEA_A,SEA_A__s116__splice__severe,splice,severe,adwin,hddm_w,passive_detector,0.0847457627118644,0.0869565217391304,,0.6666666666666666,,-0.0758043817768339
SEA_A,SEA_A__s116__splice__severe,splice,severe,adwin,hellinger,passive_detector,0.0508474576271187,0.0434782608695652,,0.3333333333333333,-1.0,0.0049764515521624995
SEA_A,SEA_A__s116__splice__severe,splice,severe,d3_oof,hddm_w,passive_detector,0.0338983050847457,0.0434782608695652,,0.6666666666666666,,0.044983256472429886
SEA_A,SEA_A__s116__splice__severe,splice,severe,d3_oof,hellinger,passive_detector,0.0,0.0,,0.3333333333333333,9.0,0.12576408980142628
SEA_A,SEA_A__s116__splice__severe,splice,severe,hddm_w,hellinger,passive_detector,-0.0338983050847457,-0.0434782608695652,,-0.3333333333333333,,0.08078083332899641
SEA_A,SEA_A__s117__clean__none,clean,none,adwin,d3_oof,passive_detector,0.0338983050847458,,0.0769230769230769,0.0,-5.5,-0.1411132033293446
SEA_A,SEA_A__s117__clean__none,clean,none,adwin,hddm_w,passive_detector,0.0677966101694915,,0.0769230769230769,0.6666666666666666,,-0.0786274913601422
SEA_A,SEA_A__s117__clean__none,clean,none,adwin,hellinger,passive_detector,-0.0338983050847458,,0.0,-0.33333333333333337,3.0,0.0052286867867224
SEA_A,SEA_A__s117__clean__none,clean,none,d3_oof,hddm_w,passive_detector,0.0338983050847457,,0.0,0.6666666666666666,,0.0624857119692024
SEA_A,SEA_A__s117__clean__none,clean,none,d3_oof,hellinger,passive_detector,-0.0677966101694916,,-0.0769230769230769,-0.33333333333333337,8.5,0.146341890116067
SEA_A,SEA_A__s117__clean__none,clean,none,hddm_w,hellinger,passive_detector,-0.1016949152542373,,-0.0769230769230769,-1.0,,0.08385617814686461
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,adwin,d3_oof,passive_detector,0.576271186440678,0.9166666666666666,0.0,0.6666666666666667,-10.0,-0.1194970853005846
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,adwin,hddm_w,passive_detector,0.06779661016949146,0.05555555555555547,0.0,0.0,0.0,-0.10969390035218869
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,adwin,hellinger,passive_detector,0.5254237288135594,0.8333333333333334,0.0,0.0,-6.333333333333333,0.005399093109493501
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,d3_oof,hddm_w,passive_detector,-0.5084745762711865,-0.8611111111111112,0.0,-0.6666666666666667,10.0,0.00980318494839591
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,d3_oof,hellinger,passive_detector,-0.050847457627118696,-0.0833333333333333,0.0,-0.6666666666666667,3.666666666666667,0.12489617841007811
SEA_A,SEA_A__s117__concept__moderate,concept,moderate,hddm_w,hellinger,passive_detector,0.45762711864406785,0.7777777777777779,0.0,0.0,-6.333333333333333,0.1150929934616822
SEA_A,SEA_A__s117__concept__severe,concept,severe,adwin,d3_oof,passive_detector,0.7457627118644069,0.88,0.0,0.33333333333333337,-6.0,-0.11717728057798629
SEA_A,SEA_A__s117__concept__severe,concept,severe,adwin,hddm_w,passive_detector,0.06779661016949157,0.06000000000000005,0.0,0.0,0.0,-0.1296234056159544
SEA_A,SEA_A__s117__concept__severe,concept,severe,adwin,hellinger,passive_detector,0.6949152542372882,0.8,0.0,0.33333333333333337,-6.5,0.0054081214572457995
SEA_A,SEA_A__s117__concept__severe,concept,severe,d3_oof,hddm_w,passive_detector,-0.6779661016949153,-0.82,0.0,-0.33333333333333337,6.0,-0.012446125037968103
SEA_A,SEA_A__s117__concept__severe,concept,severe,d3_oof,hellinger,passive_detector,-0.0508474576271187,-0.08,0.0,0.0,-0.5,0.12258540203523209
SEA_A,SEA_A__s117__concept__severe,concept,severe,hddm_w,hellinger,passive_detector,0.6271186440677966,0.74,0.0,0.33333333333333337,-6.5,0.13503152707320018
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,adwin,d3_oof,passive_detector,-0.0169491525423729,-0.0169491525423729,,-0.3333333333333333,8.0,-0.12466576338435209
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,adwin,hddm_w,passive_detector,-0.1016949152542373,-0.1016949152542373,,-0.3333333333333333,15.0,-0.09267465497638719
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,adwin,hellinger,passive_detector,-0.08474576271186449,-0.08474576271186449,,-0.6666666666666667,13.0,0.0027077001868747
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,d3_oof,hddm_w,passive_detector,-0.0847457627118644,-0.0847457627118644,,0.0,7.0,0.0319911084079649
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,d3_oof,hellinger,passive_detector,-0.0677966101694916,-0.0677966101694916,,-0.33333333333333337,5.0,0.1273734635712268
SEA_A,SEA_A__s117__instance__moderate,instance,moderate,hddm_w,hellinger,passive_detector,0.01694915254237281,0.01694915254237281,,-0.33333333333333337,-1.9999999999999998,0.09538235516326189
SEA_A,SEA_A__s117__instance__severe,instance,severe,adwin,d3_oof,passive_detector,0.0338983050847457,0.0338983050847457,,0.6666666666666666,,-0.1294709737703669
