experiment,stream,condition,mode,level,detector,method,shared_detector_reference,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,malicious_recall,benign_fpr,resets_per_100k,training_visits_per_100k
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hddm_w,confirmed_unscreened,False,0.5498492960092877,0.5566815343443354,1.0,0.0,,,5.0,104500.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hddm_w,immediate_screened,False,0.5620139269489667,0.567350579839429,0.6230850192959888,0.37215520326743723,,,31.666666666666664,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hddm_w,immediate_unscreened,False,0.5599241126401107,0.5654237288135593,1.0,0.0,,,51.66666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hddm_w,none_screened,True,0.5704104383025628,0.5739696699375557,0.8457490352005613,0.15223478389018716,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hddm_w,none_unscreened,True,0.5517536798846111,0.5564495985727029,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,confirmed_screened,False,0.5758634153453135,0.57950044603033,0.7828324172611391,0.22090991389292405,,,1.6666666666666667,104500.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,confirmed_unscreened,False,0.5851438828416455,0.5894380017841213,1.0,0.0,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,immediate_screened,False,0.5586372515049098,0.5649420160570919,0.6983978482048884,0.30571169919366725,,,6.666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,immediate_unscreened,False,0.5701518409848381,0.5751293487957181,1.0,0.0,,,8.333333333333334,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,none_screened,True,0.5704104383025628,0.5739696699375557,0.8457490352005613,0.15223478389018716,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__moderate,instance,moderate,hellinger,none_unscreened,True,0.5517536798846111,0.5564495985727029,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,confirmed_screened,False,0.5480370402039694,0.551935771632471,0.6819393769295538,0.3233886788841571,,,3.3333333333333335,101333.33333333334
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,confirmed_unscreened,False,0.5626086415069318,0.5647992863514719,1.0,0.0,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,immediate_screened,False,0.536934812632248,0.5423193577163247,0.7295116474880718,0.2714244700703383,,,6.666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,immediate_unscreened,False,0.5525426835508109,0.5584834968777876,1.0,0.0,,,10.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,none_screened,True,0.5267755857854688,0.5314897413024086,0.8207970811114229,0.18890856021819225,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,adwin,none_unscreened,True,0.5533797848291684,0.5567885816235504,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,confirmed_screened,False,0.5317680647139716,0.5367528991971454,0.7684535503788942,0.2392458969328676,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,confirmed_unscreened,False,0.5532448945339254,0.5570205173951829,1.0,0.0,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,immediate_screened,False,0.5311604964263259,0.5362890276538804,0.7684535503788942,0.2392458969328676,,,1.6666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,immediate_unscreened,False,0.5513219170558201,0.5553256021409456,1.0,0.0,,,1.6666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,none_screened,True,0.5267755857854688,0.5314897413024086,0.8207970811114229,0.18890856021819225,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,d3_oof,none_unscreened,True,0.5533797848291684,0.5567885816235504,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,confirmed_screened,False,0.558418448416171,0.5608028545941124,0.6792029188885771,0.3224556198861189,,,1.6666666666666667,110833.33333333334
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,confirmed_unscreened,False,0.5427240214120639,0.548135593220339,1.0,0.0,,,3.3333333333333335,101333.33333333334
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,immediate_screened,False,0.5590040061717322,0.5654772524531668,0.3717373000280662,0.62672855160534,,,13.333333333333334,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,immediate_unscreened,False,0.5450239715702319,0.5500802854594112,1.0,0.0,,,51.66666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,none_screened,True,0.5267755857854688,0.5314897413024086,0.8207970811114229,0.18890856021819225,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hddm_w,none_unscreened,True,0.5533797848291684,0.5567885816235504,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,confirmed_screened,False,0.5520572349739097,0.5578055307760927,0.7149172046028628,0.2891765156227571,,,5.0,104500.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,confirmed_unscreened,False,0.5807739579732378,0.5837466547725245,1.0,0.0,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,immediate_screened,False,0.5469293653770393,0.5521677074041035,0.6824305360651136,0.32355615101201013,,,8.333333333333334,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,immediate_unscreened,False,0.561239697406024,0.5656735057983943,1.0,0.0,,,8.333333333333334,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,none_screened,True,0.5267755857854688,0.5314897413024086,0.8207970811114229,0.18890856021819225,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__instance__severe,instance,severe,hellinger,none_unscreened,True,0.5533797848291684,0.5567885816235504,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,confirmed_screened,False,0.5333167280251009,0.5418192532727196,0.8307169634489222,0.20951719493202003,,,8.333333333333334,110833.33333333334
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,confirmed_unscreened,False,0.539967500479952,0.5479648103716799,1.0,0.0,,,8.333333333333334,110833.33333333334
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,immediate_screened,False,0.5345553186622206,0.5426611104095636,0.2654639175257732,0.3878856758008166,,,16.666666666666668,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,immediate_unscreened,False,0.5194672635838561,0.5283705855116386,1.0,0.0,,,33.333333333333336,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,none_screened,True,0.5459420546166023,0.5495853853601044,0.6783036551077788,0.36208275455655176,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,adwin,none_unscreened,True,0.5870031776316288,0.5894894136465042,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,confirmed_screened,False,0.5693233746944255,0.5726733173380477,0.5407685098406748,0.2773919265900577,,,1.6666666666666667,98166.66666666667
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,confirmed_unscreened,False,0.5870031776316288,0.5894894136465042,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,immediate_screened,False,0.554703488055686,0.5582986067264385,0.6778350515463918,0.3220103548427832,,,1.6666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,immediate_unscreened,False,0.5763649609238681,0.5802921244264848,1.0,0.0,,,1.6666666666666667,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,none_screened,True,0.5459420546166023,0.5495853853601044,0.6783036551077788,0.36208275455655176,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,d3_oof,none_unscreened,True,0.5870031776316288,0.5894894136465042,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,confirmed_screened,False,0.529939129061493,0.5380519425853433,0.7795220243673852,0.24030811971208485,,,5.0,113999.99999999999
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,confirmed_unscreened,False,0.5537099557197904,0.5595192995748621,1.0,0.0,,,6.666666666666667,107666.66666666667
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,immediate_screened,False,0.5459957269632192,0.5543629246116933,0.2510543580131209,0.40529107210506377,,,29.999999999999996,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,immediate_unscreened,False,0.5265436262970242,0.5346213747527044,1.0,0.0,,,65.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,none_screened,True,0.5459420546166023,0.5495853853601044,0.6783036551077788,0.36208275455655176,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hddm_w,none_unscreened,True,0.5870031776316288,0.5894894136465042,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,confirmed_screened,False,0.5566652674053144,0.5607399924232858,0.48406747891283974,0.4271583112345835,,,1.6666666666666667,101333.33333333334
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,confirmed_unscreened,False,0.5568453027135742,0.562949867407501,1.0,0.0,,,3.3333333333333335,101333.33333333334
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,immediate_screened,False,0.5422708313891372,0.5476701603737846,0.5270618556701031,0.3948941364650419,,,3.3333333333333335,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,immediate_unscreened,False,0.5471741734418818,0.5531211853348487,1.0,0.0,,,5.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,none_screened,True,0.5459420546166023,0.5495853853601044,0.6783036551077788,0.36208275455655176,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__moderate,splice,moderate,hellinger,none_unscreened,True,0.5870031776316288,0.5894894136465042,1.0,0.0,,,0.0,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__severe,splice,severe,adwin,confirmed_screened,False,0.5547534019589986,0.5616045159901452,0.47174050410728074,0.2972229530939795,,,3.3333333333333335,110833.33333333334
E1_fixed,RBF_I,RBF_I__s115__splice__severe,splice,severe,adwin,confirmed_unscreened,False,0.5450498532133318,0.5529456789532853,1.0,0.0,,,5.0,104500.0
E1_fixed,RBF_I,RBF_I__s115__splice__severe,splice,severe,adwin,immediate_screened,False,0.531740036676557,0.5414404286363528,0.2165274169767605,0.346616595307006,,,11.666666666666666,95000.0
E1_fixed,RBF_I,RBF_I__s115__splice__severe,splice,severe,adwin,immediate_unscreened,False,0.5085895766323547,0.5191953500609946,1.0,0.0,,,21.666666666666664,95000.0
