stream,detector,filter,filter_seed,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,malicious_recall,benign_fpr
SEA_A,d3_oof,learned_features_label,7.0,0.8797518790625254,0.8908612440191388,0.3058659217877095,0.17906729470177374,0.0,10010.0,,
SEA_A,d3_oof,learned_features_label,17.0,0.8829982683462265,0.8935885167464115,0.2629189944134078,0.22285556243747928,0.0,10002.5,,
SEA_A,d3_oof,learned_features_label,27.0,0.8799283269738212,0.8912440191387561,0.26641061452513964,0.22159885308746785,0.0,10011.0,,
SEA_A,d3_oof,learned_features_label,37.0,0.8799243460559442,0.8911004784688995,0.3463687150837989,0.13041722538496375,0.0,10074.0,,
SEA_A,d3_oof,learned_features_label,47.0,0.8842628950331001,0.894688995215311,0.2608240223463687,0.223441444009804,0.0,9966.5,,
SEA_A,d3_oof,none,,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,0.0,11400.0,,
SEA_A,d3_oof,oracle_blocks,,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,oracle_rows,,0.8631482436455138,0.8773684210526316,0.0,0.18390935455264484,0.0,9968.0,,
SEA_A,d3_oof,random_blocks,7.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,random_blocks,17.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,random_blocks,27.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,random_blocks,37.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,random_blocks,47.0,0.8573356692411499,0.8719138755980861,0.0,0.5909090909090909,0.0,6175.0,,
SEA_A,d3_oof,random_rows,7.0,0.8420464777656049,0.8601435406698564,0.4776536312849162,0.3622642187762145,0.0,9968.0,,
