stream,detector,filter,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,malicious_recall,benign_fpr
radar,hddm_w,random_rows,0.1847853042298795,0.6663271939328277,0.5559071729957805,0.449452585279564,0.5,12171.6,0.3504033307311996,0.055411175051048825
radar,hellinger,learned_features,0.1644629677399144,0.6164030335861321,0.7570323488045008,0.270041470659653,0.9,12518.2,0.23174603174603176,0.05555968071282717
radar,hellinger,learned_features_label,0.1734853128123346,0.6293932827735644,0.6676511954992967,0.3345882185683174,0.8,12262.4,0.40897736143637786,0.07120846482272136
radar,hellinger,none,0.16848598392320446,0.6139219934994583,0.719760900140647,0.31677742452131097,1.0,13300.0,0.2444704657819412,0.06255801002413217
radar,hellinger,oracle_blocks,0.15652108895727634,0.5623510292524377,0.0,0.6818181818181819,0.5,7125.0,0.6341399947957325,0.13773900129942454
radar,hellinger,oracle_rows,0.23391371021728596,0.724160346695558,0.0,0.36187340138168433,0.5,10928.0,0.4973978662503252,0.04872842027102283
radar,hellinger,random_blocks,0.15652108895727634,0.5623510292524377,0.0,0.6818181818181819,0.5,7125.0,0.6341399947957325,0.13773900129942454
radar,hellinger,random_rows,0.16396287051190964,0.6155796316359696,0.5825597749648382,0.39062701694834223,1.0,11616.4,0.22961228207129847,0.055411175051048825
radar,none,learned_features,0.1644629677399144,0.6164030335861321,0.7229254571026723,0.3143825033623669,0.0,10832.0,0.23174603174603176,0.05555968071282717
radar,none,learned_features_label,0.1734853128123346,0.6293932827735644,0.6659634317862165,0.3710642064247943,0.0,10794.2,0.40897736143637786,0.07120846482272136
radar,none,none,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.0,11400.0,0.2444704657819412,0.06255801002413217
