epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon
0,SEA_A__s112__concept__moderate,7,hddm_w,53.52,57000,4,4,0.1
0,RBF_I__s112__splice__moderate,7,hddm_w,32.02,57000,4,4,0.1
0,RBF_I__s112__instance__moderate,7,hddm_w,32.2,57000,5,4,0.1
0,SEA_A__s112__splice__severe,7,hddm_w,53.98,57000,10,4,0.1
0,RBF_I__s112__clean__none,7,hddm_w,32.16,57000,4,4,0.1
0,SEA_A__s112__clean__none,7,hddm_w,54.28,57000,7,4,0.1
0,SEA_A__s112__concept__severe,7,hddm_w,53.7,57000,2,4,0.1
0,SEA_A__s112__instance__moderate,7,hddm_w,54.3,57000,6,4,0.1
0,RBF_I__s112__splice__severe,7,hddm_w,31.64,57000,4,4,0.1
0,RBF_I__s112__concept__moderate,7,hddm_w,32.02,57000,3,4,0.1
0,SEA_A__s112__instance__severe,7,hddm_w,53.5,57000,4,4,0.1
0,SEA_A__s112__splice__moderate,7,hddm_w,54.14,57000,6,4,0.1
0,RBF_I__s112__instance__severe,7,hddm_w,31.1,57000,5,4,0.1
0,RBF_I__s112__concept__severe,7,hddm_w,32.06,57000,2,4,0.1
1,RBF_I__s112__instance__moderate,7,hddm_w,32.12,57000,6,4,0.1
1,SEA_A__s112__splice__severe,7,hddm_w,54.08,57000,6,4,0.1
1,RBF_I__s112__concept__moderate,7,hddm_w,32.660000000000004,57000,5,4,0.1
1,SEA_A__s112__concept__severe,7,hddm_w,53.86,57000,4,4,0.1
1,RBF_I__s112__splice__severe,7,hddm_w,34.86,57000,0,4,0.1
1,RBF_I__s112__clean__none,7,hddm_w,32.14,57000,4,4,0.1
1,RBF_I__s112__concept__severe,7,hddm_w,32.2,57000,3,4,0.1
1,SEA_A__s112__concept__moderate,7,hddm_w,53.72,57000,5,4,0.1
1,RBF_I__s112__instance__severe,7,hddm_w,31.12,57000,6,4,0.1
1,SEA_A__s112__instance__moderate,7,hddm_w,54.58,57000,7,4,0.1
1,RBF_I__s112__splice__moderate,7,hddm_w,32.08,57000,4,4,0.1
1,SEA_A__s112__clean__none,7,hddm_w,54.3,57000,7,4,0.1
1,SEA_A__s112__instance__severe,7,hddm_w,53.84,57000,7,4,0.1
1,SEA_A__s112__splice__moderate,7,hddm_w,54.16,57000,9,4,0.1
2,RBF_I__s112__clean__none,7,hddm_w,33.0,57000,3,4,0.1
2,SEA_A__s112__instance__severe,7,hddm_w,53.5,57000,3,4,0.1
2,RBF_I__s112__splice__severe,7,hddm_w,31.68,57000,3,4,0.1
2,SEA_A__s112__clean__none,7,hddm_w,53.96,57000,7,4,0.1
2,RBF_I__s112__instance__moderate,7,hddm_w,32.18,57000,6,4,0.1
2,RBF_I__s112__concept__moderate,7,hddm_w,32.84,57000,13,4,0.1
2,SEA_A__s112__splice__severe,7,hddm_w,54.06,57000,9,4,0.1
2,SEA_A__s112__concept__severe,7,hddm_w,53.18,57000,3,4,0.1
2,RBF_I__s112__concept__severe,7,hddm_w,31.72,57000,3,4,0.1
2,SEA_A__s112__splice__moderate,7,hddm_w,54.12,57000,8,4,0.1
2,SEA_A__s112__instance__moderate,7,hddm_w,54.519999999999996,57000,6,4,0.1
2,RBF_I__s112__splice__moderate,7,hddm_w,32.160000000000004,57000,18,4,0.1
2,RBF_I__s112__instance__severe,7,hddm_w,31.54,57000,5,4,0.1
2,SEA_A__s112__concept__moderate,7,hddm_w,54.22,57000,4,4,0.1
3,SEA_A__s112__splice__severe,7,hddm_w,53.8,57000,9,4,0.1
3,RBF_I__s112__splice__severe,7,hddm_w,32.34,57000,8,4,0.1
3,SEA_A__s112__instance__moderate,7,hddm_w,54.74,57000,8,4,0.1
3,RBF_I__s112__concept__moderate,7,hddm_w,32.68,57000,11,4,0.1
3,SEA_A__s112__clean__none,7,hddm_w,54.22,57000,33,4,0.1
3,SEA_A__s112__instance__severe,7,hddm_w,54.16,57000,24,4,0.1
3,RBF_I__s112__concept__severe,7,hddm_w,32.22,57000,10,4,0.1
3,SEA_A__s112__concept__severe,7,hddm_w,53.72,57000,15,4,0.1
3,RBF_I__s112__clean__none,7,hddm_w,32.86,57000,9,4,0.1
3,RBF_I__s112__instance__severe,7,hddm_w,31.12,57000,5,4,0.1
3,RBF_I__s112__splice__moderate,7,hddm_w,32.58,57000,5,4,0.1
3,RBF_I__s112__instance__moderate,7,hddm_w,31.88,57000,3,4,0.1
3,SEA_A__s112__concept__moderate,7,hddm_w,54.1,57000,18,4,0.1
3,SEA_A__s112__splice__moderate,7,hddm_w,54.06,57000,35,4,0.1
