experiment,stream,detector,method,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,malicious_recall,benign_fpr,resets_per_100k,training_visits_per_100k
E1_fixed,SEA_A,hddm_w,confirmed_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E1_fixed,SEA_A,hddm_w,confirmed_unscreened,0.8726368682379393,0.884354066985646,1.0,0.0,,,0.0,95000.0
E1_fixed,SEA_A,hddm_w,immediate_screened,0.8634816052892786,0.8772727272727272,0.5516759776536313,0.31935623037653094,,,12.5,95000.0
E1_fixed,SEA_A,hddm_w,immediate_unscreened,0.8774994224119514,0.888133971291866,1.0,0.0,,,20.833333333333336,95000.0
E1_fixed,SEA_A,hddm_w,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E1_fixed,SEA_A,hddm_w,none_unscreened,0.8726368682379393,0.884354066985646,1.0,0.0,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,confirmed_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,confirmed_unscreened,0.8726368682379393,0.884354066985646,1.0,0.0,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,immediate_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,immediate_unscreened,0.8726368682379393,0.884354066985646,1.0,0.0,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E1_fixed,SEA_A,hellinger,none_unscreened,0.8726368682379393,0.884354066985646,1.0,0.0,,,0.0,95000.0
E1_fixed,radar,adwin,confirmed_screened,0.22408879568683948,0.7160346695557963,0.8136427566807314,0.31733320584227764,0.4864689045016914,0.06255801002413217,4.166666666666667,110833.33333333334
E1_fixed,radar,adwin,confirmed_unscreened,0.16443145466964215,0.6936619718309859,1.0,0.0,0.4903721051262035,0.06292927417857805,8.333333333333334,110833.33333333334
E1_fixed,radar,adwin,immediate_screened,0.1494594620077587,0.6168472372697725,0.5439521800281294,0.4997191212678985,0.166016133229248,0.044830146649341006,16.666666666666668,95000.0
E1_fixed,radar,adwin,immediate_unscreened,0.20314123083264224,0.6503250270855905,1.0,0.0,0.4587561800676555,0.16261369964729905,58.333333333333336,95000.0
E1_fixed,radar,adwin,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,adwin,none_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E1_fixed,radar,d3_oof,confirmed_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,d3_oof,confirmed_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E1_fixed,radar,d3_oof,immediate_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,d3_oof,immediate_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E1_fixed,radar,d3_oof,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,d3_oof,none_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E1_fixed,radar,hddm_w,confirmed_screened,0.22408879568683948,0.7160346695557963,0.8136427566807314,0.31733320584227764,0.4864689045016914,0.06255801002413217,4.166666666666667,110833.33333333334
E1_fixed,radar,hddm_w,confirmed_unscreened,0.19896739150377682,0.7450162513542795,1.0,0.0,0.6061670569867291,0.06292927417857805,8.333333333333334,110833.33333333334
E1_fixed,radar,hddm_w,immediate_screened,0.1494594620077587,0.6168472372697725,0.459915611814346,0.5464585375182271,0.166016133229248,0.044830146649341006,12.5,95000.0
E1_fixed,radar,hddm_w,immediate_unscreened,0.20530388334785565,0.669284940411701,1.0,0.0,0.4587561800676555,0.1299424540560609,50.0,95000.0
E1_fixed,radar,hddm_w,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,hddm_w,none_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E1_fixed,radar,hellinger,confirmed_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.31677742452131097,0.2444704657819412,0.06255801002413217,8.333333333333334,110833.33333333334
E1_fixed,radar,hellinger,confirmed_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,4.166666666666667,102916.66666666667
E1_fixed,radar,hellinger,immediate_screened,0.16848598392320446,0.6139219934994583,0.6318565400843882,0.40824827289460475,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,hellinger,immediate_unscreened,0.20702049196816846,0.7528169014084507,1.0,0.0,0.627504553734062,0.06292927417857805,8.333333333333334,95000.0
E1_fixed,radar,hellinger,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E1_fixed,radar,hellinger,none_unscreened,0.18397479981189419,0.700433369447454,1.0,0.0,0.5027322404371585,0.06292927417857805,0.0,95000.0
E2_RL,RBF_I,adwin,RL_2state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,adwin,RL_4state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,adwin,confirmed_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.3153435233098701,,,4.166666666666667,102916.66666666667
E2_RL,RBF_I,adwin,error_rule,0.3757655520009724,0.38124401913875594,0.7140344706296166,0.3157080201250045,,,8.333333333333334,95000.0
E2_RL,RBF_I,adwin,none_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,adwin,selected_map,0.3598284438597549,0.36688995215311004,0.7140344706296166,0.3157080201250045,,,4.166666666666667,95000.0
E2_RL,RBF_I,d3_oof,RL_2state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,d3_oof,RL_4state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,d3_oof,confirmed_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,d3_oof,error_rule,0.3757655520009724,0.38124401913875594,0.7140344706296166,0.3157080201250045,,,8.333333333333334,95000.0
E2_RL,RBF_I,d3_oof,none_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,d3_oof,selected_map,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hddm_w,RL_2state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hddm_w,RL_4state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hddm_w,confirmed_screened,0.34357187532061073,0.3530622009569378,0.8040801969750264,0.2700921400145799,,,4.166666666666667,102916.66666666667
E2_RL,RBF_I,hddm_w,error_rule,0.3757655520009724,0.38124401913875594,0.7140344706296166,0.3157080201250045,,,8.333333333333334,95000.0
E2_RL,RBF_I,hddm_w,none_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hddm_w,selected_map,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hellinger,RL_2state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hellinger,RL_4state,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hellinger,confirmed_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hellinger,error_rule,0.3757655520009724,0.38124401913875594,0.7140344706296166,0.3157080201250045,,,8.333333333333334,95000.0
E2_RL,RBF_I,hellinger,none_screened,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,RBF_I,hellinger,selected_map,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E2_RL,SEA_A,adwin,RL_2state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,adwin,RL_4state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,adwin,confirmed_screened,0.8601748226884922,0.8741626794258373,0.9053770949720671,0.1356625841861803,,,4.166666666666667,102916.66666666667
E2_RL,SEA_A,adwin,error_rule,0.8659817751883642,0.8791387559808612,0.7185754189944135,0.27108549241425595,,,12.5,95000.0
E2_RL,SEA_A,adwin,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,adwin,selected_map,0.8607911923187523,0.8749282296650718,0.9053770949720671,0.18111712964072574,,,4.166666666666667,95000.0
E2_RL,SEA_A,d3_oof,RL_2state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,d3_oof,RL_4state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,d3_oof,confirmed_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,d3_oof,error_rule,0.8659817751883642,0.8791387559808612,0.7185754189944135,0.27108549241425595,,,12.5,95000.0
E2_RL,SEA_A,d3_oof,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,d3_oof,selected_map,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hddm_w,RL_2state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hddm_w,RL_4state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hddm_w,confirmed_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hddm_w,error_rule,0.8659817751883642,0.8791387559808612,0.7185754189944135,0.27108549241425595,,,12.5,95000.0
E2_RL,SEA_A,hddm_w,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hddm_w,selected_map,0.863465350971252,0.8770334928229665,0.7185754189944135,0.22563094695971048,,,8.333333333333334,95000.0
E2_RL,SEA_A,hellinger,RL_2state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hellinger,RL_4state,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hellinger,confirmed_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hellinger,error_rule,0.8659817751883642,0.8791387559808612,0.7185754189944135,0.27108549241425595,,,12.5,95000.0
E2_RL,SEA_A,hellinger,none_screened,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,SEA_A,hellinger,selected_map,0.8602108688086589,0.8744497607655501,0.9053770949720671,0.1356625841861803,,,0.0,95000.0
E2_RL,radar,adwin,RL_2state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,adwin,RL_4state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,adwin,confirmed_screened,0.22408879568683948,0.7160346695557963,0.8136427566807314,0.31733320584227764,0.4864689045016914,0.06255801002413217,4.166666666666667,110833.33333333334
E2_RL,radar,adwin,error_rule,0.2015246021725431,0.6654929577464789,0.5390295358649789,0.4987987952095235,0.36677075201665366,0.06255801002413217,12.5,95000.0
E2_RL,radar,adwin,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,adwin,selected_map,0.16675029939016914,0.6140303358613217,0.5390295358649789,0.4987987952095235,0.2434296122820713,0.06255801002413217,4.166666666666667,95000.0
E2_RL,radar,d3_oof,RL_2state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,d3_oof,RL_4state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,d3_oof,confirmed_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,d3_oof,error_rule,0.2015246021725431,0.6654929577464789,0.5390295358649789,0.4987987952095235,0.36677075201665366,0.06255801002413217,12.5,95000.0
E2_RL,radar,d3_oof,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,d3_oof,selected_map,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hddm_w,RL_2state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hddm_w,RL_4state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hddm_w,confirmed_screened,0.22408879568683948,0.7160346695557963,0.8136427566807314,0.31733320584227764,0.4864689045016914,0.06255801002413217,4.166666666666667,110833.33333333334
E2_RL,radar,hddm_w,error_rule,0.2015246021725431,0.6654929577464789,0.5390295358649789,0.4987987952095235,0.36677075201665366,0.06255801002413217,12.5,95000.0
E2_RL,radar,hddm_w,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hddm_w,selected_map,0.16675029939016914,0.6140303358613217,0.5390295358649789,0.4987987952095235,0.2434296122820713,0.06255801002413217,0.0,95000.0
E2_RL,radar,hellinger,RL_2state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hellinger,RL_4state,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hellinger,confirmed_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.31677742452131097,0.2444704657819412,0.06255801002413217,8.333333333333334,110833.33333333334
E2_RL,radar,hellinger,error_rule,0.2015246021725431,0.6654929577464789,0.5390295358649789,0.4987987952095235,0.36677075201665366,0.06255801002413217,12.5,95000.0
E2_RL,radar,hellinger,none_screened,0.16848598392320446,0.6139219934994583,0.719760900140647,0.3622319699758564,0.2444704657819412,0.06255801002413217,0.0,95000.0
E2_RL,radar,hellinger,selected_map,0.16848598392320446,0.6139219934994583,0.6318565400843882,0.40824827289460475,0.2444704657819412,0.06255801002413217,0.0,95000.0
E3_filter,RBF_I,adwin,confirmed_screened_filter_learned_features,0.3412621794759344,0.34946411483253587,0.6002813928948294,0.34521677402392537,,,4.166666666666667,98813.33333333334
E3_filter,RBF_I,adwin,confirmed_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.3565338560618116,,,2.5,95007.5
E3_filter,RBF_I,adwin,confirmed_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.3153435233098701,,,4.166666666666667,102916.66666666667
E3_filter,RBF_I,adwin,confirmed_screened_filter_oracle_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6363636363636364,,,4.166666666666667,59375.00000000001
E3_filter,RBF_I,adwin,confirmed_screened_filter_oracle_rows,0.35112853363164076,0.3575598086124402,0.0,0.27176524014962294,,,8.333333333333334,96820.83333333334
E3_filter,RBF_I,adwin,confirmed_screened_filter_random_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6363636363636364,,,4.166666666666667,59375.00000000001
E3_filter,RBF_I,adwin,confirmed_screened_filter_random_rows,0.3358114462781744,0.34338755980861246,0.4982061202954625,0.38329409515159485,,,4.166666666666667,91070.83333333334
E3_filter,RBF_I,adwin,none_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
E3_filter,RBF_I,adwin,none_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,adwin,none_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_oracle_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_oracle_rows,0.35112853363164076,0.3575598086124402,0.0,0.362835665714593,,,0.0,83154.16666666666
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_random_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,d3_oof,confirmed_screened_filter_random_rows,0.3358114462781744,0.34338755980861246,0.4982061202954625,0.42874864060614026,,,0.0,83154.16666666666
E3_filter,RBF_I,d3_oof,none_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
E3_filter,RBF_I,d3_oof,none_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,d3_oof,none_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_learned_features,0.3412621794759344,0.34946411483253587,0.6526204713330989,0.33644180158919357,,,5.833333333333334,101827.5
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_none,0.34357187532061073,0.3530622009569378,0.8040801969750264,0.2700921400145799,,,4.166666666666667,102916.66666666667
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_oracle_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_oracle_rows,0.35112853363164076,0.3575598086124402,0.0,0.362835665714593,,,0.0,83154.16666666666
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_random_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,hddm_w,confirmed_screened_filter_random_rows,0.3358114462781744,0.34338755980861246,0.511712979247274,0.42208372671104366,,,0.8333333333333334,84300.0
E3_filter,RBF_I,hddm_w,none_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
E3_filter,RBF_I,hddm_w,none_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,hddm_w,none_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E3_filter,RBF_I,hellinger,confirmed_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
E3_filter,RBF_I,hellinger,confirmed_screened_filter_learned_features_label,0.3355345673186384,0.3412057416267943,0.6113964122405909,0.38263911921970634,,,0.0,90469.16666666666
E3_filter,RBF_I,hellinger,confirmed_screened_filter_none,0.34357187532061073,0.3530622009569378,0.6211748153359128,0.36079806876441556,,,0.0,95000.0
E3_filter,RBF_I,hellinger,confirmed_screened_filter_oracle_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,hellinger,confirmed_screened_filter_oracle_rows,0.35112853363164076,0.3575598086124402,0.0,0.362835665714593,,,0.0,83154.16666666666
E3_filter,RBF_I,hellinger,confirmed_screened_filter_random_blocks,0.3184156847862005,0.3203349282296651,0.0,0.6818181818181819,,,0.0,51458.333333333336
E3_filter,RBF_I,hellinger,confirmed_screened_filter_random_rows,0.3358114462781744,0.34338755980861246,0.4982061202954625,0.42874864060614026,,,0.0,83154.16666666666
E3_filter,RBF_I,hellinger,none_screened_filter_learned_features,0.33783595480980966,0.34654545454545455,0.6002813928948294,0.37981007545933204,,,0.0,91283.33333333334
