state,action,q_value,selected,visits,mean_reward,rejected_fraction
00,update,5.90563581788844,False,1254,0.7730781499202553,0.2783094098883573
00,reset,6.326661484054018,True,575,0.7990608695652174,0.43826086956521737
01,update,6.355024313353293,True,548,0.5838686131386861,0.24635036496350365
01,reset,5.245021416317582,False,26,0.6538461538461539,0.46153846153846156
10,update,5.437687144657629,False,491,0.7232586558044807,0.32790224032586557
10,reset,6.416548298573847,True,47,0.8004255319148937,0.7021276595744681
11,update,6.366383855636802,True,342,0.7088888888888889,0.4269005847953216
11,reset,4.938420019278583,False,21,0.7019047619047619,0.6190476190476191
