epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon
0,RBF_I__s112__splice__severe,17,hellinger,32.160000000000004,57000,1,4,0.1
0,SEA_A__s112__splice__severe,17,hellinger,53.72,57000,1,4,0.1
0,RBF_I__s112__instance__severe,17,hellinger,29.62,57000,2,4,0.1
0,SEA_A__s112__concept__severe,17,hellinger,52.96,57000,0,4,0.1
0,RBF_I__s112__splice__moderate,17,hellinger,35.04,57000,0,4,0.1
0,RBF_I__s112__clean__none,17,hellinger,33.54,57000,0,4,0.1
0,RBF_I__s112__instance__moderate,17,hellinger,31.86,57000,0,4,0.1
0,SEA_A__s112__instance__moderate,17,hellinger,54.339999999999996,57000,2,4,0.1
0,SEA_A__s112__clean__none,17,hellinger,53.56,57000,0,4,0.1
0,RBF_I__s112__concept__moderate,17,hellinger,34.62,57000,0,4,0.1
0,SEA_A__s112__instance__severe,17,hellinger,53.46,57000,1,4,0.1
0,RBF_I__s112__concept__severe,17,hellinger,31.86,57000,0,4,0.1
0,SEA_A__s112__splice__moderate,17,hellinger,53.6,57000,2,4,0.1
0,SEA_A__s112__concept__moderate,17,hellinger,53.72,57000,1,4,0.1
1,RBF_I__s112__splice__severe,17,hellinger,31.96,57000,3,4,0.1
1,SEA_A__s112__instance__severe,17,hellinger,54.16,57000,26,4,0.1
1,SEA_A__s112__concept__moderate,17,hellinger,54.22,57000,16,4,0.1
1,RBF_I__s112__instance__moderate,17,hellinger,31.32,57000,23,4,0.1
1,SEA_A__s112__clean__none,17,hellinger,54.18,57000,31,4,0.1
1,SEA_A__s112__splice__moderate,17,hellinger,53.8,57000,34,4,0.1
1,RBF_I__s112__splice__moderate,17,hellinger,32.6,57000,19,4,0.1
1,SEA_A__s112__splice__severe,17,hellinger,54.1,57000,1,4,0.1
1,RBF_I__s112__clean__none,17,hellinger,32.980000000000004,57000,0,4,0.1
1,RBF_I__s112__concept__severe,17,hellinger,32.34,57000,12,4,0.1
1,RBF_I__s112__concept__moderate,17,hellinger,32.42,57000,3,4,0.1
1,SEA_A__s112__concept__severe,17,hellinger,53.36,57000,16,4,0.1
1,RBF_I__s112__instance__severe,17,hellinger,29.580000000000002,57000,19,4,0.1
1,SEA_A__s112__instance__moderate,17,hellinger,54.14,57000,23,4,0.1
2,SEA_A__s112__instance__severe,17,hellinger,54.18,57000,24,4,0.1
2,SEA_A__s112__clean__none,17,hellinger,54.3,57000,30,4,0.1
2,RBF_I__s112__splice__severe,17,hellinger,31.12,57000,10,4,0.1
2,RBF_I__s112__concept__severe,17,hellinger,33.26,57000,1,4,0.1
2,RBF_I__s112__clean__none,17,hellinger,32.6,57000,18,4,0.1
2,SEA_A__s112__concept__severe,17,hellinger,53.839999999999996,57000,1,4,0.1
2,RBF_I__s112__concept__moderate,17,hellinger,33.76,57000,1,4,0.1
2,SEA_A__s112__instance__moderate,17,hellinger,54.14,57000,25,4,0.1
2,SEA_A__s112__splice__severe,17,hellinger,53.98,57000,24,4,0.1
2,RBF_I__s112__splice__moderate,17,hellinger,32.44,57000,14,4,0.1
2,SEA_A__s112__concept__moderate,17,hellinger,53.6,57000,1,4,0.1
2,SEA_A__s112__splice__moderate,17,hellinger,53.76,57000,2,4,0.1
2,RBF_I__s112__instance__severe,17,hellinger,31.46,57000,0,4,0.1
2,RBF_I__s112__instance__moderate,17,hellinger,31.240000000000002,57000,20,4,0.1
3,SEA_A__s112__concept__moderate,17,hellinger,53.5,57000,1,4,0.1
3,SEA_A__s112__splice__severe,17,hellinger,53.68,57000,3,4,0.1
3,RBF_I__s112__clean__none,17,hellinger,34.26,57000,1,4,0.1
3,RBF_I__s112__splice__moderate,17,hellinger,33.62,57000,15,4,0.1
3,RBF_I__s112__splice__severe,17,hellinger,31.86,57000,14,4,0.1
3,RBF_I__s112__instance__severe,17,hellinger,29.3,57000,17,4,0.1
3,RBF_I__s112__instance__moderate,17,hellinger,31.0,57000,18,4,0.1
3,RBF_I__s112__concept__moderate,17,hellinger,35.18,57000,0,4,0.1
3,RBF_I__s112__concept__severe,17,hellinger,32.34,57000,12,4,0.1
3,SEA_A__s112__instance__severe,17,hellinger,53.54,57000,2,4,0.1
3,SEA_A__s112__splice__moderate,17,hellinger,53.76,57000,1,4,0.1
3,SEA_A__s112__clean__none,17,hellinger,54.42,57000,2,4,0.1
3,SEA_A__s112__concept__severe,17,hellinger,53.56,57000,0,4,0.1
3,SEA_A__s112__instance__moderate,17,hellinger,54.32,57000,1,4,0.1
