experiment,stream,condition,mode,level,method,left,right,comparison,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,malicious_recall_difference,benign_fpr_difference,resets_per_100k_difference,training_visits_per_100k_difference
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,adwin,d3_oof,detector,-0.038751834487450454,-0.03391614629794826,,-0.05084745762711865,,,3.333333333333333,6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,adwin,hddm_w,detector,-0.02871398082693033,-0.025887600356824247,,0.0,,,1.6666666666666665,-3166.6666666666715
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,adwin,hellinger,detector,-0.019903042428121354,-0.017109723461195325,,-0.05084745762711865,,,1.6666666666666665,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,d3_oof,hddm_w,detector,0.010037853660520124,0.00802854594112401,,0.05084745762711865,,,-1.6666666666666667,-9500.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,d3_oof,hellinger,detector,0.0188487920593291,0.016806422836752932,,0.0,,,-1.6666666666666667,-6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_screened,hddm_w,hellinger,detector,0.008810938398808976,0.008777876895628922,,-0.05084745762711865,,,0.0,3166.6666666666715
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,adwin,d3_oof,detector,-0.02336498161702716,-0.019982158786797433,,0.0,,,3.333333333333333,6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,adwin,hddm_w,detector,0.006926317556638195,0.006815343443354216,,0.0,,,0.0,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,adwin,hellinger,detector,-0.025556505702786114,-0.022783229259589644,,0.0,,,3.333333333333333,6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,d3_oof,hddm_w,detector,0.030291299173665354,0.02679750223015165,,0.0,,,-3.333333333333333,-6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,d3_oof,hellinger,detector,-0.0021915240857589557,-0.002801070472792211,,0.0,,,0.0,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,confirmed_unscreened,hddm_w,hellinger,detector,-0.03248282325942431,-0.02959857270294386,,0.0,,,3.333333333333333,6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,adwin,d3_oof,detector,-0.019048907056055997,-0.017430865298840303,,0.0,,,3.333333333333334,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,adwin,hddm_w,detector,-0.01795636606493245,-0.01671721677074045,,-0.033898305084745756,,,-21.666666666666664,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,adwin,hellinger,detector,-0.020591892544476798,-0.019589652096342558,,0.05084745762711865,,,0.0,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,d3_oof,hddm_w,detector,0.0010925409911235473,0.0007136485280998528,,-0.033898305084745756,,,-24.999999999999996,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,d3_oof,hellinger,detector,-0.0015429854884208005,-0.0021587867975022546,,0.05084745762711865,,,-3.333333333333334,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_screened,hddm_w,hellinger,detector,-0.002635526479544348,-0.0028724353256021073,,0.0847457627118644,,,21.666666666666664,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,adwin,d3_oof,detector,-0.024607633180812716,-0.022711864406779636,,0.0,,,5.0,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,adwin,hddm_w,detector,-0.015767257753632302,-0.014362176628010759,,0.0,,,-36.666666666666664,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,adwin,hellinger,detector,-0.0241303448355219,-0.022337198929527236,,0.0,,,1.666666666666666,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,d3_oof,hddm_w,detector,0.008840375427180414,0.008349687778768877,,0.0,,,-41.666666666666664,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,d3_oof,hellinger,detector,0.0004772883452908161,0.0003746654772524005,,0.0,,,-3.333333333333334,0.0
E1_fixed,RBF_I,RBF_I__s115__clean__none,clean,none,immediate_unscreened,hddm_w,hellinger,detector,-0.008363087081889597,-0.007975022301516477,,0.0,,,38.33333333333333,0.0
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,adwin,d3_oof,detector,-0.032631096920034075,-0.03138749131633789,-0.06727506727506727,0.06789044902427216,,,0.0,12666.666666666672
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,adwin,hddm_w,detector,0.00038319750892412685,-0.000947308591036311,0.03568503568503567,-0.03357682672673307,,,-1.6666666666666667,3166.6666666666715
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,adwin,hellinger,detector,-0.032631096920034075,-0.03138749131633789,-0.06727506727506727,0.06789044902427216,,,0.0,12666.666666666672
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,d3_oof,hddm_w,detector,0.0330142944289582,0.03044018272530158,0.10296010296010294,-0.10146727575100523,,,-1.6666666666666667,-9500.0
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,d3_oof,hellinger,detector,0.0,0.0,0.0,0.0,,,0.0,0.0
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_screened,hddm_w,hellinger,detector,-0.0330142944289582,-0.03044018272530158,-0.10296010296010294,0.10146727575100523,,,1.6666666666666667,9500.0
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_unscreened,adwin,d3_oof,detector,0.019431457327035995,0.020651327284592624,0.0,0.0,,,6.666666666666667,12666.666666666672
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_unscreened,adwin,hddm_w,detector,0.03496818449278005,0.032776877249857894,0.0,0.0,,,-1.666666666666667,-3166.6666666666715
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_unscreened,adwin,hellinger,detector,-0.002666092850228674,-0.0027577205650168857,0.0,0.0,,,3.3333333333333335,6333.3333333333285
E1_fixed,RBF_I,RBF_I__s115__concept__moderate,concept,moderate,confirmed_unscreened,d3_oof,hddm_w,detector,0.015536727165744058,0.01212554996526527,0.0,0.0,,,-8.333333333333334,-15833.333333333343
