stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,resets,training_visits,seconds,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,policy,guarded,detector,status,folder,rows,accepted_training_visits,accepted_refit_rows,pending_candidate,audit_rows_reserved
RBF_I,splice,moderate,116.0,2889189400.0,,RBF_I__s116,RBF_I__s116__splice__moderate,10,57000,2.4119904169929214,47517,0.5232022223625229,0.5166267383617174,8533,3026,0.35462322746982305,47517,17293,0.36393290822232044,,,immediate,True,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__moderate/immediate_screened,60000.0,34200.0,9500.0,False,3000.0
RBF_I,splice,moderate,116.0,2889189400.0,,RBF_I__s116,RBF_I__s116__splice__moderate,15,57000,2.1734367499884684,47517,0.5132268451291117,0.5081135068937043,8533,8533,1.0,47517,0,0.0,,,immediate,False,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__moderate/immediate_unscreened,60000.0,57000.0,14250.0,False,3000.0
RBF_I,splice,severe,116.0,51810913.0,,RBF_I__s116,RBF_I__s116__splice__severe,3,68400,2.9242521669948474,41774,0.5366974673241729,0.5324084592059757,14276,7912,0.5542168674698795,41774,9786,0.23426054483650116,,,confirmed,True,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__severe/confirmed_screened,,,,,
RBF_I,splice,severe,116.0,51810913.0,,RBF_I__s116,RBF_I__s116__splice__severe,5,66500,2.3604847919777967,41774,0.49779767319385265,0.49318751003454975,14276,14276,1.0,41774,0,0.0,,,confirmed,False,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__severe/confirmed_unscreened,60000.0,66500.0,14250.0,False,3000.0
RBF_I,splice,severe,116.0,51810913.0,,RBF_I__s116,RBF_I__s116__splice__severe,12,57000,2.4110526249860413,41774,0.5148657059414947,0.5104396003437235,14276,4091,0.2865648641075932,41774,17365,0.415689184660315,,,immediate,True,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__severe/immediate_screened,60000.0,29450.0,11400.0,False,3000.0
RBF_I,splice,severe,116.0,51810913.0,,RBF_I__s116,RBF_I__s116__splice__severe,17,57000,2.156497332995059,41774,0.5016756834394599,0.49694290901750265,14276,14276,1.0,41774,0,0.0,,,immediate,False,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s116__splice__severe/immediate_unscreened,60000.0,57000.0,16150.0,False,3000.0
RBF_I,clean,none,117.0,,,RBF_I__s117,RBF_I__s117__clean__none,2,64600,2.9180061249935534,56050,0.5626048171275647,0.5597707629123767,0,0,,56050,10450,0.1864406779661017,,,confirmed,True,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s117__clean__none/confirmed_screened,,,,,
RBF_I,clean,none,117.0,,,RBF_I__s117,RBF_I__s117__clean__none,2,60800,2.2733497919980437,56050,0.5762890276538805,0.5740897483813759,0,0,,56050,0,0.0,,,confirmed,False,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s117__clean__none/confirmed_unscreened,60000.0,60800.0,5700.0,False,3000.0
RBF_I,clean,none,117.0,,,RBF_I__s117,RBF_I__s117__clean__none,2,57000,2.527016916021239,56050,0.5761819803746655,0.5763016188794262,0,0,,56050,15200,0.2711864406779661,,,immediate,True,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s117__clean__none/immediate_screened,60000.0,41800.0,1900.0,False,3000.0
RBF_I,clean,none,117.0,,,RBF_I__s117,RBF_I__s117__clean__none,5,57000,2.172348874999443,56050,0.5345227475468332,0.5304860278041196,0,0,,56050,0,0.0,,,immediate,False,adwin,complete,results/per_dataset_study/fixed_responses/runs/RBF_I/adwin/RBF_I__s117__clean__none/immediate_unscreened,60000.0,57000.0,4750.0,False,3000.0
