stream,condition,mode,level,view,threshold,rows,poison_rows,prevalence,roc_auc,average_precision,poison_recall,poison_precision,legitimate_rejection,tn,fp,fn,tp
radar,radar__evaluation__clean__none__aNone,clean,none,features,0.5275873365339913,75608,0,0.0,,,,0.0,0.01555390963919162,74432,1176,0,0
radar,radar__evaluation__clean__none__aNone,clean,none,features_label,0.6803848255315412,75608,0,0.0,,,,0.0,0.07710824251401968,69778,5830,0,0
radar,radar__evaluation__instance__moderate__a0,instance,moderate,features,0.5275873365339913,75608,11481,0.15184901068669981,0.5012202453729054,0.1522185923635579,0.015939378102952706,0.1556122448979592,0.015484897157203675,63134,993,11298,183
radar,radar__evaluation__instance__moderate__a0,instance,moderate,features_label,0.6803848255315412,75608,11481,0.15184901068669981,0.22695447591275777,0.11154867951031258,0.02586882675725111,0.05677690690116612,0.07694107006409157,59193,4934,11184,297
radar,radar__evaluation__instance__moderate__a1,instance,moderate,features,0.5275873365339913,75608,11429,0.15116125277748385,0.49813703249703445,0.15145651767885548,0.015574415959401523,0.15136054421768708,0.015550257872512815,63181,998,11251,178
radar,radar__evaluation__instance__moderate__a1,instance,moderate,features_label,0.6803848255315412,75608,11429,0.15116125277748385,0.22765280746260647,0.11205095692761732,0.029311400822469157,0.06347101174687382,0.07701896258900887,59236,4943,11094,335
radar,radar__evaluation__instance__moderate__a2,instance,moderate,features,0.5275873365339913,75608,11533,0.15253676859591578,0.49879323641984924,0.15173806758370595,0.014133356455388884,0.13860544217687074,0.015809598127194693,63062,1013,11370,163
radar,radar__evaluation__instance__moderate__a2,instance,moderate,features_label,0.6803848255315412,75608,11533,0.15253676859591578,0.22859026088059103,0.11253775777469394,0.026445851036157115,0.05928085519922255,0.07553648068669527,59235,4840,11228,305
radar,radar__evaluation__instance__moderate__a3,instance,moderate,features,0.5275873365339913,75608,11525,0.15243095968680562,0.497374837533604,0.15153030381624383,0.015531453362255965,0.1522108843537415,0.01555794828581683,63086,997,11346,179
radar,radar__evaluation__instance__moderate__a3,instance,moderate,features_label,0.6803848255315412,75608,11525,0.15243095968680562,0.22536213898034824,0.11102381285382826,0.024642082429501083,0.05471007513003275,0.07657256994834824,59176,4907,11241,284
radar,radar__evaluation__instance__moderate__a4,instance,moderate,features,0.5275873365339913,75608,11460,0.1515712623002857,0.5035205740412033,0.15312671138556788,0.015532286212914486,0.15136054421768708,0.015557772650745151,63150,998,11282,178
radar,radar__evaluation__instance__moderate__a4,instance,moderate,features_label,0.6803848255315412,75608,11460,0.1515712623002857,0.2252956459435374,0.11281306832705819,0.02774869109947644,0.06055989335364693,0.07690029307227038,59215,4933,11142,318
radar,radar__evaluation__instance__severe__a0,instance,severe,features,0.5275873365339913,75608,18934,0.2504232356364406,0.5038780931247445,0.253669653094158,0.016478293017851486,0.2653061224489796,0.01524508593005611,55810,864,18622,312
radar,radar__evaluation__instance__severe__a0,instance,severe,features_label,0.6803848255315412,75608,18934,0.2504232356364406,0.22757136061019412,0.18154596198706657,0.027305376571247493,0.10538116591928251,0.0774429191516392,52285,4389,18417,517
radar,radar__evaluation__instance__severe__a1,instance,severe,features,0.5275873365339913,75608,18916,0.2501851655909428,0.4989170036361688,0.24972568870428544,0.014908014379361387,0.23979591836734693,0.0157694207295562,55798,894,18634,282
radar,radar__evaluation__instance__severe__a1,instance,severe,features_label,0.6803848255315412,75608,18916,0.2501851655909428,0.22402593905116275,0.17999424935237895,0.027172763797843096,0.10464169381107492,0.07757708318634023,52294,4398,18402,514
radar,radar__evaluation__instance__severe__a2,instance,severe,features,0.5275873365339913,75608,18891,0.24985451274997356,0.5012348964515444,0.25066115445244264,0.015139484410565878,0.24319727891156462,0.015691944214256747,55827,890,18605,286
radar,radar__evaluation__instance__severe__a2,instance,severe,features_label,0.6803848255315412,75608,18891,0.24985451274997356,0.22400051031468654,0.1803985587663054,0.027420464771584354,0.10545602605863193,0.07747236278364511,52323,4394,18373,518
radar,radar__evaluation__instance__severe__a3,instance,severe,features,0.5275873365339913,75608,19143,0.2531874933869432,0.4993671398917631,0.2529604863527333,0.0161939090006791,0.26360544217687076,0.015336934384131763,55599,866,18833,310
radar,radar__evaluation__instance__severe__a3,instance,severe,features_label,0.6803848255315412,75608,19143,0.2531874933869432,0.23190814000574583,0.18482236048432002,0.027947552630204254,0.11060574736406864,0.07618878951562916,52163,4302,18608,535
radar,radar__evaluation__instance__severe__a4,instance,severe,features,0.5275873365339913,75608,18954,0.25068775790921594,0.5033716873248978,0.25385398423474714,0.016988498469979952,0.27380952380952384,0.015073957708193596,55800,854,18632,322
radar,radar__evaluation__instance__severe__a4,instance,severe,features_label,0.6803848255315412,75608,18954,0.25068775790921594,0.22546309478208637,0.18039704241706467,0.027540360873694207,0.10627035830618893,0.07748790906202563,52264,4390,18432,522
radar,radar__evaluation__concept__moderate__a0,concept,moderate,features,0.5275873365339913,84649,20482,0.2419638743517348,0.9944488838975394,0.9862534773281472,0.9328678839957035,0.9452359750667854,0.01725185843190425,63060,1107,1375,19107
radar,radar__evaluation__concept__moderate__a0,concept,moderate,features_label,0.6803848255315412,84649,20482,0.2419638743517348,0.9415329011151049,0.8762073991564162,0.7132116004296455,0.7398703403565641,0.08004114264341484,59031,5136,5874,14608
radar,radar__evaluation__concept__moderate__a1,concept,moderate,features,0.5275873365339913,85767,20406,0.23792367693868272,0.994273060620869,0.9856549344163368,0.9300695873762619,0.9471976842840745,0.01618702284236777,64303,1058,1427,18979
