condition,detector,policy,stream,mode,level,host_accuracy,host_macro_f1,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
radar__concept__severe__a1,adwin,confirmed,radar,concept,severe,-0.008724413560994071,-0.01802273679600519,-0.17958224543080936,0.1551245412211858,-10.0,0.0,95.35163809987716,-0.008228039309768787,-0.006090348702317838
radar__concept__severe__a1,adwin,immediate,radar,concept,severe,-0.0902963747406903,-0.16240062946599199,-0.48483899042645784,0.4612943002625738,-215.0,0.0,40.587475299835205,-0.05564737312884671,-0.01435866524122556
radar__concept__severe__a1,d3_oof,confirmed,radar,concept,severe,-0.024037833838654987,-0.0471256629584762,-0.13913838120104438,0.12175010517458981,1.0,1900.0,347.8811935998965,-0.0029914757749699428,0.015046743852785302
radar__concept__severe__a1,d3_oof,immediate,radar,concept,severe,0.0008442980865478455,0.004687185408310146,-0.14856396866840726,0.14341461999332686,-6.0,0.0,178.07798910001293,-0.00231617233269954,-0.00854695994358895
radar__concept__severe__a1,hddm_w,confirmed,radar,concept,severe,-0.0028578474750845517,-0.018298732571671084,-0.1438903394255875,0.14221635501138788,-6.0,-5700.0,78.80360549991019,-0.019412012108072196,-0.022120874371630683
radar__concept__severe__a1,hddm_w,immediate,radar,concept,severe,-0.0581114995720482,-0.1436142357943001,-0.47098346388163626,0.4328376829675192,-223.0,0.0,97.54156429995783,-0.0485270684129776,-0.06963810476992016
radar__concept__severe__a1,hellinger,confirmed,radar,concept,severe,-0.01760840236171357,-0.03147556203783486,-0.14532637075718013,0.12795613131591546,0.0,9500.0,189.4617735000793,-0.04983028558227143,-0.005385210290471537
radar__concept__severe__a1,hellinger,immediate,radar,concept,severe,-0.019267984854859033,-0.03532467234412673,-0.2193733681462141,0.2107669766294808,-9.0,0.0,68.72211020020768,-0.028878107728670166,-0.020545686145167524
radar__concept__severe__a1,none,none,radar,concept,severe,0.0033858964501762845,-0.0038629201212197484,-0.10878154917319405,0.08776928321703684,0.0,0.0,915.0398532003164,0.005526825540687064,-0.01936287332529628
radar__concept__severe__a2,adwin,confirmed,radar,concept,severe,-0.01681742490615079,-0.01705857001526978,-0.1745383630934243,0.14853989823093572,-6.0,0.0,106.09759819996543,0.008811220916202123,0.019507451159863853
radar__concept__severe__a2,adwin,immediate,radar,concept,severe,-0.08659363740274206,-0.16432572473744872,-0.40987088966856167,0.41737790903447036,-210.0,0.0,42.117371200118214,-0.08259710295061129,-0.03184119447384226
radar__concept__severe__a2,d3_oof,confirmed,radar,concept,severe,-0.03048140132636301,-0.06867192285737223,-0.1465920270234976,0.13580425991145975,2.0,5700.0,282.4103638997767,0.016045015509396854,-0.013203283658934223
radar__concept__severe__a2,d3_oof,immediate,radar,concept,severe,-0.055401477218002815,-0.0638191560802695,-0.16494432497845257,0.16000487377502887,-8.0,0.0,246.0386991999112,0.0038081896678575644,0.051228511770258306
radar__concept__severe__a2,hddm_w,confirmed,radar,concept,severe,-0.029326780813572317,-0.036851493285443127,-0.1438670416060872,0.13120028314312074,-7.0,-1900.0,103.48780449968763,0.0016186277568174257,0.028048396784988994
radar__concept__severe__a2,hddm_w,immediate,radar,concept,severe,-0.06716526158827052,-0.15134730269356894,-0.3754733900385677,0.37647591252734247,-211.0,0.0,68.7822183999233,-0.0641977197949346,-0.06809873859443377
radar__concept__severe__a2,hellinger,confirmed,radar,concept,severe,0.014856310668345474,-0.0025891215138226786,-0.14261337419360454,0.14264205023469548,-1.0,3800.0,221.83733530016616,-0.022413579992583754,-0.04813363462143533
radar__concept__severe__a2,hellinger,immediate,radar,concept,severe,-0.042532390296545985,-0.05459743951295426,-0.1861609047299827,0.18049503629221764,-17.0,0.0,154.31295259995386,-0.022607815323401836,0.02231629530047767
radar__concept__severe__a2,none,none,radar,concept,severe,-0.01824474473603277,-0.029660158629042033,-0.0759513507395767,0.07115131330830689,0.0,0.0,798.6241376001853,0.01547408135517403,0.011704470695918304
radar__instance__moderate__a0,adwin,confirmed,radar,instance,moderate,-0.04328223428677125,-0.07987817809471837,-0.17394957983193282,0.17358819086148844,-9.0,1900.0,93.14966699993238,-0.004004879405143047,0.011150232261282339
radar__instance__moderate__a0,adwin,immediate,radar,instance,moderate,-0.1126369501593899,-0.17735298052540382,-0.31454650825847585,0.31415073807115695,-112.0,0.0,29.07764539984055,-0.0732359246203661,0.03153596774125375
radar__instance__moderate__a0,d3_oof,confirmed,radar,instance,moderate,-0.0040124900721334456,-0.0323926989677113,-0.14213271515502757,0.1427236297993829,2.0,7600.0,204.1398332999088,0.04193238794858689,-0.010799409942219979
radar__instance__moderate__a0,d3_oof,immediate,radar,instance,moderate,-0.013356108493901897,-0.06189910841716356,-0.1731816864676905,0.17372389865444443,-3.0,0.0,111.83989939978346,-0.052866202046838784,-0.04102930423057903
radar__instance__moderate__a0,hddm_w,confirmed,radar,instance,moderate,-0.010577393839826699,-0.03798925339941728,-0.14321935670820052,0.1425315904697282,-8.0,-1900.0,88.3799270002637,-0.0036819775942021904,-0.01892327135472363
radar__instance__moderate__a0,hddm_w,immediate,radar,instance,moderate,-0.106420201712489,-0.2020522481990225,-0.29494349463923497,0.2957226439974907,-144.0,0.0,59.48900610022247,-0.06594372538994875,-0.015410821389171853
radar__instance__moderate__a0,hellinger,confirmed,radar,instance,moderate,-0.010805870769096892,-0.035536401299765374,-0.1328600405679513,0.13219987453430462,-3.0,1900.0,126.21622100006789,0.04782534599825994,-0.005321509634933441
radar__instance__moderate__a0,hellinger,immediate,radar,instance,moderate,-0.020066802302177056,-0.09049695841526023,-0.18270066647348593,0.184204125004801,-22.0,0.0,207.67592580011114,0.06023015723524294,-0.05721362543165939
radar__instance__moderate__a0,none,none,radar,instance,moderate,0.018706820580331462,0.0254965741219505,-0.07557229788467112,0.07664673725178917,0.0,0.0,978.7539790000301,0.09535021392244969,-0.0007904069116223544
radar__instance__moderate__a1,adwin,confirmed,radar,instance,moderate,-0.029484403729613806,-0.04429296160231322,-0.13866148919831345,0.13603961612913137,5.0,26600.0,66.30357009987347,0.034792670128891645,0.0228583988131216
radar__instance__moderate__a1,adwin,immediate,radar,instance,moderate,-0.1184402641628497,-0.1898060937490076,-0.32054421374443975,0.3179557954463984,-109.0,0.0,26.11708140000701,-0.07473383024334246,0.03361554100605696
radar__instance__moderate__a1,d3_oof,confirmed,radar,instance,moderate,-0.013266893692948756,-0.04973649521083484,-0.12225973310923399,0.12191075104724643,-3.0,0.0,284.71678250003606,0.07193534788185385,0.013339701674225532
radar__instance__moderate__a1,d3_oof,immediate,radar,instance,moderate,-0.009404545602907044,-0.055262244894907164,-0.18585276091397773,0.18364708051251064,-3.0,0.0,87.10062790010124,0.02678291131860533,-0.03706458934768184
radar__instance__moderate__a1,hddm_w,confirmed,radar,instance,moderate,-0.025154221927257248,-0.050996099769885395,-0.147485402147297,0.14421018671200467,1.0,15200.0,61.72547599975951,0.024392540968167342,-0.0004903058917015701
radar__instance__moderate__a1,hddm_w,immediate,radar,instance,moderate,-0.09689597771805947,-0.19131580724782926,-0.315241172464755,0.31159550170529615,-141.0,0.0,55.578226699726656,-0.09331413861457183,-0.02960855837387516
radar__instance__moderate__a1,hellinger,confirmed,radar,instance,moderate,-0.026050721878297933,-0.05900013323625619,-0.16639378703797614,0.17005848192795764,-2.0,0.0,131.91517329984345,0.03932674972418804,-0.0012342182791108547
radar__instance__moderate__a1,hellinger,immediate,radar,instance,moderate,-0.058431342682754406,-0.14768272370095042,-0.18363591578886362,0.1864713172260516,-22.0,0.0,157.37520410004072,-0.018154257370682325,-0.04689184105635558
radar__instance__moderate__a1,none,none,radar,instance,moderate,-0.010633969079455574,-0.05867660710972983,-0.0884854456148485,0.08895961571945062,0.0,0.0,748.1127210000996,0.024419449452412367,-0.02434199681301169
radar__instance__moderate__a2,adwin,confirmed,radar,instance,moderate,-0.052699835714208,-0.09177126770098293,-0.16061876536070552,0.16378283533344434,-5.0,19000.0,75.20600369991735,-0.06225277830099829,0.0010017456580454498
radar__instance__moderate__a2,adwin,immediate,radar,instance,moderate,-0.14223232839750632,-0.20229105555162957,-0.3250686713893306,0.33175373660011015,-107.0,0.0,36.83528059977107,-0.08902223537748111,0.07168187601178425
radar__instance__moderate__a2,d3_oof,confirmed,radar,instance,moderate,0.007657241086679756,0.0009219250173259641,-0.1443400318056961,0.14476619833758117,-1.0,0.0,236.28247929993086,0.08986985263120129,0.0009172101594762117
radar__instance__moderate__a2,d3_oof,immediate,radar,instance,moderate,-0.007398300566840321,-0.06830201447517492,-0.17415064334248953,0.17598586047464748,-4.0,0.0,85.89705680008046,-0.020199302173308564,-0.06162637845697354
radar__instance__moderate__a2,hddm_w,confirmed,radar,instance,moderate,-0.041517522004504315,-0.10127100892635804,-0.1874512071707387,0.19066330255254293,-11.0,5700.0,88.49583950010128,-0.03916529881871755,-0.018631623884659748
radar__instance__moderate__a2,hddm_w,immediate,radar,instance,moderate,-0.12443723956350028,-0.20149279797657887,-0.32206158739337865,0.32741966469857453,-135.0,0.0,55.91569649986923,-0.06870632977244384,0.03678139542747488
radar__instance__moderate__a2,hellinger,confirmed,radar,instance,moderate,-0.01616746270930125,-0.031219963713141452,-0.14935665751048144,0.14874422059708756,-7.0,-11400.0,149.08312790002674,-0.001986743086761944,-0.002620600455646327
radar__instance__moderate__a2,hellinger,immediate,radar,instance,moderate,-0.0005200570104337832,-0.03562283782445691,-0.18247795286974122,0.18667759576838844,-19.0,0.0,204.82468169997446,0.055543596229224446,-0.0608232912205658
radar__instance__moderate__a2,none,none,radar,instance,moderate,0.002443615157812218,0.00032846509096878806,-0.10390342634089922,0.10569551351835961,0.0,0.0,736.7477937000804,0.019997488541470432,-0.01436680798184177
radar__instance__severe__a0,adwin,confirmed,radar,instance,severe,-0.04514921719452092,-0.07932988144644526,-0.16663483906808796,0.16771062925244148,-7.0,1900.0,62.89903729991056,-0.07296235503054116,0.00826757176007134
radar__instance__severe__a0,adwin,immediate,radar,instance,severe,-0.11891027384591957,-0.1910454360919035,-0.30980695114752965,0.3101657853241221,-102.0,0.0,20.89723280002363,-0.0576020952739732,0.04074611031037206
radar__instance__severe__a0,d3_oof,confirmed,radar,instance,severe,-0.018336905551989413,-0.06200210738290968,-0.15482969341342312,0.15510757606116837,-3.0,-5700.0,193.38918510009535,0.03901281740799545,-0.015516490762383386
radar__instance__severe__a0,d3_oof,immediate,radar,instance,severe,-0.029725936483413706,-0.04508333342331333,-0.21832575257803544,0.21938605126596797,-3.0,0.0,87.63165079988539,0.010099651086654227,0.026983731143300355
radar__instance__severe__a0,hddm_w,confirmed,radar,instance,severe,-0.02729320117937617,-0.05076990326211217,-0.17126141453421762,0.17168030061476183,-8.0,5700.0,57.03447429998778,-0.03982007193534787,0.008808598950914459
radar__instance__severe__a0,hddm_w,immediate,radar,instance,severe,-0.09549030061035979,-0.1562703442465806,-0.331342661713135,0.33054846512816494,-142.0,0.0,33.039636299945414,-0.0634546905972787,0.022740049115124672
radar__instance__severe__a0,hellinger,confirmed,radar,instance,severe,-0.01334305266937208,-0.04383455842200468,-0.175844588729558,0.17566449162361591,-2.0,-1900.0,128.67593429982662,0.01160204145700472,-0.007954790415365176
radar__instance__severe__a0,hellinger,immediate,radar,instance,severe,-0.052510526258527035,-0.14989524808127003,-0.18218117426478242,0.18457955459532294,-23.0,0.0,158.9205750003457,-0.09622025491304076,-0.06434419473597451
radar__instance__severe__a0,none,none,radar,instance,severe,-0.0018256394634055262,-0.025037689019023923,-0.10461442311030866,0.10569721890690294,0.0,0.0,877.4633571999148,0.09401375920494404,0.0008791691851200573
radar__instance__severe__a1,adwin,confirmed,radar,instance,severe,-0.06769227421583457,-0.10245724439200976,-0.14677305919024752,0.14676794601531967,-10.0,3800.0,67.66489619994536,-0.016517324579106485,0.040069826321818186
radar__instance__severe__a1,adwin,immediate,radar,instance,severe,-0.08712586902832031,-0.1675751531497316,-0.2994416997334398,0.2998397184619941,-104.0,0.0,32.17819459992461,-0.08427288790822418,-0.009163648044905243
radar__instance__severe__a1,d3_oof,confirmed,radar,instance,severe,0.005951280014796612,-0.03449423714070121,-0.1633657778433807,0.16328681684349902,-5.0,-7600.0,202.7864241998177,0.07844720106916381,-7.608194871230878e-05
radar__instance__severe__a1,d3_oof,immediate,radar,instance,severe,-0.012311642531524392,-0.04727601072355686,-0.19351225568936625,0.1918238993710692,-3.0,0.0,113.32647469989024,-0.05559292845034036,-0.031210506071762192
radar__instance__severe__a1,hddm_w,confirmed,radar,instance,severe,-0.04900721334305269,-0.10254429135044851,-0.16463345807538354,0.16286288379007766,-4.0,9500.0,53.04578399984166,0.002228919444967614,0.017811629548538155
radar__instance__severe__a1,hddm_w,immediate,radar,instance,severe,-0.08774819666423683,-0.1755747739738452,-0.3017339434406231,0.3018316230828644,-133.0,0.0,43.20418550004251,-0.06560288458951102,-0.0165224631953573
radar__instance__severe__a1,hellinger,confirmed,radar,instance,severe,-0.03056803716558054,-0.030492610150379962,-0.16618766877078428,0.16510159875026859,1.0,5700.0,108.65411540004425,-0.012817407995407648,0.05753486032622249
radar__instance__severe__a1,hellinger,immediate,radar,instance,severe,-0.03504618497927381,-0.07208066101016403,-0.1629055925536811,0.16344071034919308,-20.0,0.0,163.46200370020233,-0.008982948990483353,-0.020309653531259103
radar__instance__severe__a1,none,none,radar,instance,severe,0.01015307954261091,0.0364212754875225,-0.0867839994443046,0.08683368467511049,0.0,0.0,889.7877678000368,-0.006422158239826392,0.002227510387299389
radar__instance__severe__a2,adwin,confirmed,radar,instance,severe,-0.04885271941945102,-0.08466422745960239,-0.15138418814544818,0.15074273599837368,-9.0,-1900.0,53.354945599799976,-0.03106136031357354,0.015774324033019566
radar__instance__severe__a2,adwin,immediate,radar,instance,severe,-0.11394253261236176,-0.18901039568936956,-0.295808383233533,0.2955377757126055,-94.0,0.0,29.051863000029698,-0.07892706903820113,0.024130658066588623
radar__instance__severe__a2,d3_oof,confirmed,radar,instance,severe,-0.015445040418656797,-0.04270786005246513,-0.18333767248112476,0.18419271929951936,-3.0,-5700.0,173.98484489973634,0.016315510947268352,-0.005038315714726502
radar__instance__severe__a2,d3_oof,immediate,radar,instance,severe,0.0044868516967132566,-0.009203173116584418,-0.2054499696259655,0.207141301348977,-3.0,0.0,88.72913119988516,0.04634537936478045,-0.015922261155515732
radar__instance__severe__a2,hddm_w,confirmed,radar,instance,severe,-0.0177276337406026,-0.060947357784815526,-0.13862709363880932,0.13845818752087358,-9.0,-7600.0,68.4081274997443,0.018324677770901188,-0.006568408238829676
radar__instance__severe__a2,hddm_w,immediate,radar,instance,severe,-0.07675954435172394,-0.1577764245419203,-0.3018484769591252,0.3017933117458289,-136.0,0.0,43.183369300095364,-0.06390316533469664,-0.02424055421472862
radar__instance__severe__a2,hellinger,confirmed,radar,instance,severe,0.012664149793826796,0.004603853541173153,-0.16067864271457089,0.16142709861036492,1.0,5700.0,125.8288990999572,0.05392460242714525,-0.006314801743121962
radar__instance__severe__a2,hellinger,immediate,radar,instance,severe,-0.010553458161522311,-0.05797224833621084,-0.19538314674997825,0.19671540796027126,-19.0,0.0,164.27179810008965,0.0011525800751643889,-0.04942367923850424
radar__instance__severe__a2,none,none,radar,instance,severe,0.012762068477799704,0.07004137737081317,-0.10893864445022994,0.10976810373618714,0.0,0.0,682.0750531998929,0.15257559041699176,0.048992548195801136
radar__splice__moderate__a0,adwin,confirmed,radar,splice,moderate,0.028181664645099858,0.012762257914676889,-0.197138661510054,0.16221410183578736,-5.0,13300.0,74.97326809982769,0.09563587047553179,-0.04178232357359182
radar__splice__moderate__a0,adwin,immediate,radar,splice,moderate,-0.07487729857262027,-0.17925987466654403,-0.49142906991959756,0.4167242429360315,-195.0,0.0,25.832886800169945,-0.13773186295433792,-0.0850424628966161
radar__splice__moderate__a0,d3_oof,confirmed,radar,splice,moderate,-0.029901275890129142,-0.02780358650412673,-0.19222437081085797,0.1630790253489122,3.0,13300.0,136.60202310001478,-0.06255234307882662,0.028661847561360962
radar__splice__moderate__a0,d3_oof,immediate,radar,splice,moderate,0.02868321792490003,0.018887782145485588,-0.20049724479855768,0.16648498155000435,-1.0,0.0,110.67724730004556,-0.020515785321784885,-0.0502992090768999
radar__splice__moderate__a0,hddm_w,confirmed,radar,splice,moderate,-0.0008290982788533574,-0.019095362020028706,-0.1829919015978715,0.15254896541841315,-9.0,1900.0,86.28211240028031,0.09500370116221901,-0.00033542528523303194
radar__splice__moderate__a0,hddm_w,immediate,radar,splice,moderate,-0.0828049111278295,-0.1902027131866204,-0.46224865147792205,0.39511906772504646,-201.0,0.0,37.57216120022349,-0.10543719641014282,-0.08044859485972905
radar__splice__moderate__a0,hellinger,confirmed,radar,splice,moderate,-0.0182734284237408,-0.04343030801553244,-0.1822067782317277,0.12351517198671395,-6.0,1900.0,167.34981909999624,0.015301739276085136,-0.00825437875834309
radar__splice__moderate__a0,hellinger,immediate,radar,splice,moderate,-0.048028844431479145,-0.09764903809069914,-0.2932871952194711,0.2230837338082736,-17.0,0.0,131.1979627001565,-0.0006375724698368668,-0.02410686941261686
radar__splice__moderate__a0,none,none,radar,splice,moderate,-0.002072745697133449,-0.016988521231698472,-0.05757571351720725,0.0749515079864683,0.0,0.0,614.3481153000612,0.04645633979370756,0.009085650117398841
radar__splice__moderate__a1,adwin,confirmed,radar,splice,moderate,-0.00980680768059139,-0.049455825970088796,-0.2139354014916277,0.18112515903104337,-6.0,19000.0,50.279995899880305,-0.04315712561153817,-0.04640225196873807
radar__splice__moderate__a1,adwin,immediate,radar,splice,moderate,-0.08983558046010842,-0.1694692230358964,-0.500435299921646,0.40294946588608127,-190.0,0.0,23.031503500184044,-0.10493042760022864,-0.018693719366237344
radar__splice__moderate__a1,d3_oof,confirmed,radar,splice,moderate,-0.011698541138163043,-0.0384082897174588,-0.1632084506224789,0.13414156514705092,-1.0,1900.0,267.08925170009024,-0.0408274562128047,-0.012672280068788122
radar__splice__moderate__a1,d3_oof,immediate,radar,splice,moderate,0.005283542430890353,-0.001189793697832009,-0.19383905510897004,0.1700793811292548,-6.0,0.0,141.25395789998583,-0.010224071838532689,-0.027936504789893887
radar__splice__moderate__a1,hddm_w,confirmed,radar,splice,moderate,-0.021991721426249278,-0.06465876427075656,-0.17967729765808638,0.16285034826838551,-9.0,3800.0,56.30425720009953,-0.043575407162674495,-0.022960764004182815
radar__splice__moderate__a1,hddm_w,immediate,radar,splice,moderate,-0.07094128458685212,-0.1730862060696845,-0.4984329202820743,0.38871154776562983,-203.0,0.0,29.426832200028002,-0.08864921532498893,-0.0731196011477904
radar__splice__moderate__a1,hellinger,confirmed,radar,splice,moderate,-0.020074389410388416,-0.08409065876455435,-0.1888766360022055,0.13690876929811313,-13.0,-11400.0,142.5866881001275,0.014454539678505629,-0.05772652258163634
radar__splice__moderate__a1,hellinger,immediate,radar,splice,moderate,0.013065504150806206,-0.05155967152980817,-0.27526916045155114,0.21407818311672686,-18.0,0.0,92.11274400004186,0.00964165448884935,-0.08368066052463338
radar__splice__moderate__a1,none,none,radar,splice,moderate,0.010400694232900798,-0.005547396329864895,-0.13275196610464612,0.11276420911974237,0.0,0.0,695.784118700074,0.014751043056526303,-0.025924402440293592
radar__splice__moderate__a2,adwin,confirmed,radar,splice,moderate,-0.02301889786755884,-0.04495760987545605,-0.21769300002903347,0.19019194786512714,-13.0,9500.0,96.520065800054,0.02556179922387647,-0.0006458719271015823
radar__splice__moderate__a2,adwin,immediate,radar,splice,moderate,-0.1030411155961799,-0.17792283011344334,-0.4893301977179688,0.3927572252411827,-185.0,0.0,23.243920700158924,-0.09268443406354576,-0.007049516847744464
radar__splice__moderate__a2,d3_oof,confirmed,radar,splice,moderate,0.019586412374353324,0.01737519965742018,-0.11616293586505244,0.11325922304500625,1.0,3800.0,240.4461654999759,0.064226573587712,-0.026841235668151997
radar__splice__moderate__a2,d3_oof,immediate,radar,splice,moderate,-0.020625628713086708,-0.04679397216800901,-0.13353947101007457,0.14180695660631873,-4.0,0.0,78.23001400008798,0.02219440793091343,-0.015576027637310363
radar__splice__moderate__a2,hddm_w,confirmed,radar,splice,moderate,-0.037657514225233446,-0.05163615909968422,-0.22590947362308744,0.17901653275451201,-11.0,11400.0,62.91219049971551,0.024624376142320714,0.02957492615030291
radar__splice__moderate__a2,hddm_w,immediate,radar,splice,moderate,-0.09868203819503996,-0.17754984233141113,-0.44962691983857384,0.3730095551590948,-195.0,0.0,39.46445409976877,-0.07083043116224752,-0.027376958894507586
radar__splice__moderate__a2,hellinger,confirmed,radar,splice,moderate,-0.013724822680512672,-0.04983842668424815,-0.2009697180849519,0.18341400484796982,-3.0,1900.0,126.61026600003242,-0.004849462421903206,-0.02025234065989087
radar__splice__moderate__a2,hellinger,immediate,radar,splice,moderate,-0.044074547134604125,-0.09414819382516576,-0.25212670208750687,0.21330043334809395,-13.0,0.0,94.52744109998457,-0.05851300609063148,-0.0340860161217644
radar__splice__moderate__a2,none,none,radar,splice,moderate,0.031025471038883534,0.027956136378783802,-0.050285979734634,0.056788309584083096,0.0,0.0,517.8280698999297,0.06581338472576437,-0.030611325289140345
radar__splice__severe__a0,adwin,confirmed,radar,splice,severe,-0.04581122964235551,-0.09255672731138326,-0.18935961105264532,0.16564128756660126,-8.0,13300.0,116.86183539987542,0.038590851882271515,-0.0018534254153098617
radar__splice__severe__a0,adwin,immediate,radar,splice,severe,-0.03478937165542617,-0.13196176526670594,-0.5093018603720745,0.42831439284014533,-196.0,0.0,14.770354100037366,-0.0803784042496617,-0.11431927961631241
radar__splice__severe__a0,d3_oof,confirmed,radar,splice,severe,-0.02049694127479773,-0.028656062549479666,-0.12553815110848254,0.14006871974647986,-1.0,1900.0,263.26078540016897,-0.017779799925548234,-0.003319057205262585
radar__splice__severe__a0,d3_oof,immediate,radar,splice,severe,-0.002170708208062977,-0.020721259939505576,-0.13475738625986067,0.14250641345606926,-2.0,0.0,155.00485690007918,-0.08141245708680733,-0.050806667769217176
radar__splice__severe__a0,hddm_w,confirmed,radar,splice,severe,-0.022339721638594545,-0.07249181661219395,-0.18506309957643707,0.17258871463893113,-7.0,15200.0,154.72609789972194,0.10963323623084786,-0.012694538383014625
radar__splice__severe__a0,hddm_w,immediate,radar,splice,severe,-0.052575829686466125,-0.15683011579471995,-0.49581220591944475,0.4080031806098878,-212.0,0.0,44.54776860005222,-0.0725609648008414,-0.10417961688270955
radar__splice__severe__a0,hellinger,confirmed,radar,splice,severe,-0.009901679687046583,-0.045426359707995356,-0.2000052184349913,0.20344295216316297,-8.0,-5700.0,119.93258069991134,0.01595395805881683,-0.019851611909826566
radar__splice__severe__a0,hellinger,immediate,radar,splice,severe,0.007147666198474623,-0.047407564663942414,-0.25187646224897153,0.22748905939847006,-22.0,0.0,217.9665224000346,0.03907537949739126,-0.0815678268159292
radar__splice__severe__a0,none,none,radar,splice,severe,-0.007208608541214412,-0.03841467182192693,-0.07490193690912095,0.08528445563977852,0.0,0.0,639.6929411003366,-0.002534906669345416,-0.024008987687552392
radar__splice__severe__a1,adwin,confirmed,radar,splice,severe,-0.05611880705460415,-0.0691674336872854,-0.161111546124466,0.136472581871362,-6.0,5700.0,65.58076940011233,-0.03944704863702864,0.042266638820056324
radar__splice__severe__a1,adwin,immediate,radar,splice,severe,-0.09138022087712483,-0.14686399650148385,-0.4624017957351291,0.4219124500182807,-212.0,0.0,16.143782600061968,-0.076302510972442,0.010899690112383675
radar__splice__severe__a1,d3_oof,confirmed,radar,splice,severe,-0.0050199346537985745,-0.038653727809444816,-0.09864362835939067,0.09390469668568245,-2.0,-1900.0,570.6084755000193,-0.007488131848445989,-0.01430901835053991
radar__splice__severe__a1,d3_oof,immediate,radar,splice,severe,0.02401734053727811,-0.046044089717920955,-0.16232088325111582,0.13331263456616738,-17.0,0.0,317.62063569994643,0.034144448093631485,-0.0996889834670159
radar__splice__severe__a1,hddm_w,confirmed,radar,splice,severe,-0.045037228763935344,-0.07485470546825962,-0.1728395061728395,0.16012721036718067,-6.0,19000.0,74.48286469979212,-0.026501059922969028,0.019383498625543977
radar__splice__severe__a1,hddm_w,immediate,radar,splice,severe,-0.08397219014235724,-0.15809274775634752,-0.46117505807428283,0.4278348122312304,-218.0,0.0,22.48312840005383,-0.09563789448541493,-0.026281179266317067
radar__splice__severe__a1,hellinger,confirmed,radar,splice,severe,-0.022189271848322534,-0.02236845828357842,-0.19653033348123783,0.1660089488314869,-5.0,5700.0,131.60318139987066,0.016403427581882846,0.02974695333623087
radar__splice__severe__a1,hellinger,immediate,radar,splice,severe,0.015544387248785707,-0.016583155906580327,-0.23597734450447627,0.2162547225107798,-17.0,0.0,88.65277400030755,0.055020452034753475,-0.054887926801045386
radar__splice__severe__a1,none,none,radar,splice,severe,-0.014073227208626138,-0.04526857650860139,-0.0960248479628325,0.072725215160783,0.0,0.0,520.3348770001903,0.0038814080554145924,-0.012034251330710483
radar__splice__severe__a2,adwin,confirmed,radar,splice,severe,0.0011314777098890838,0.009397151050340447,-0.19988161869031973,0.1841900650454622,-15.0,13300.0,172.46329169999808,0.02490694660599213,-0.009209245672849808
radar__splice__severe__a2,adwin,immediate,radar,splice,severe,-0.04251164841796207,-0.13687616578853623,-0.46935577935812955,0.42511358295472346,-195.0,0.0,20.010616400046274,-0.11916751977939388,-0.1063275144712652
radar__splice__severe__a2,d3_oof,confirmed,radar,splice,severe,-0.018181976430448943,-0.0751511406441569,-0.17195755681867642,0.15766706703570246,-4.0,-1900.0,141.2005515000783,-0.011527377521613813,-0.039813766057839525
radar__splice__severe__a2,d3_oof,immediate,radar,splice,severe,0.012730574848701104,-0.021812884571609237,-0.1923174011820722,0.16741808391502894,-6.0,0.0,135.43222779990174,-0.09448543988070224,-0.0928608424923019
radar__splice__severe__a2,hddm_w,confirmed,radar,splice,severe,0.009898979349081238,0.011588423554045046,-0.19533786548053234,0.19948532270324532,-16.0,7600.0,155.9085181998089,0.06169040588440666,-0.0186689281872357
radar__splice__severe__a2,hddm_w,immediate,radar,splice,severe,-0.03149279625858037,-0.1411773141339262,-0.48278683530200295,0.4289054838953006,-214.0,0.0,22.835690499981865,-0.12169431146405985,-0.13510498426232123
radar__splice__severe__a2,hellinger,confirmed,radar,splice,severe,0.0,-0.005467191844765629,-0.1735417772864567,0.1571390441044209,-6.0,-9500.0,114.29490359988995,-0.0440561219961062,-0.02462818666651488
radar__splice__severe__a2,hellinger,immediate,radar,splice,severe,-0.030135023006713446,-0.0992447124496234,-0.22565566706997553,0.20867350195252435,-25.0,0.0,175.9232999999076,-0.07289823597985667,-0.06131718395155186
radar__splice__severe__a2,none,none,radar,splice,severe,-0.002982459194271758,-0.01233350687605006,-0.0630119338805567,0.06719526984292769,0.0,0.0,674.7879665000364,-0.04626336625460825,-0.009670277131132138
