stream,detector,arm,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,malicious_recall,benign_fpr
radar,hddm_w,q_alarm_7,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hddm_w,q_alarm_persistence_17,0.4620812285895327,0.6012471190648384,0.7050052987906712,0.2938766326684447,17.0,0.7274045067206758,0.23779056907842797
radar,hddm_w,q_alarm_persistence_27,0.44440908359833003,0.5725235476039258,0.5336787912218374,0.4525148340425966,78.66666666666666,0.6682727645925246,0.29548397289914513
radar,hddm_w,q_alarm_persistence_7,0.4361397225935734,0.5840566703273072,0.6618708749289466,0.32257370394429813,23.952380952380953,0.6733008571028055,0.2278513218150783
radar,hddm_w,selected_map,0.4620812285895327,0.6012471190648384,0.7050052987906712,0.2938766326684447,17.0,0.7274045067206758,0.23779056907842797
radar,hellinger,confirmed,0.4594653790257005,0.6170647802661386,0.8241833004407577,0.17620716033071937,3.5714285714285716,0.6840945175523524,0.17858316726883383
radar,hellinger,error_rule,0.4522868689594884,0.5855008139048417,0.6130246635828501,0.37085846832046604,31.142857142857142,0.7043831127706589,0.2706859134878116
radar,hellinger,no_reset,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hellinger,q_alarm_17,0.44440908359833003,0.5725235476039258,0.5336787912218374,0.4525148340425966,78.66666666666666,0.6682727645925246,0.29548397289914513
radar,hellinger,q_alarm_27,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hellinger,q_alarm_7,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hellinger,q_alarm_persistence_17,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hellinger,q_alarm_persistence_27,0.45882052020556197,0.5910119621059291,0.6261033202442245,0.35824790017254093,29.9047619047619,0.708565250969478,0.2702492602014897
radar,hellinger,q_alarm_persistence_7,0.44173621491949927,0.6458904291231412,0.8691038322692003,0.12899915257643654,0.0,0.7453994180249219,0.10732203991956857
radar,hellinger,selected_map,0.45855955922565805,0.5907857482960724,0.6221111401061731,0.36220594621086993,30.666666666666664,0.7054667000683434,0.2709414392935612
