rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,malicious_recall_baseline,benign_fpr_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference,malicious_recall_difference,benign_fpr_difference
12000,11400,7600,0,0,0.14101199999277014,False,600,rl,True,10450,0.8836363636363637,0.8696778970751573,0,0,,10450,3800,0.36363636363636365,,,SEA_A__s9917__clean__none,SEA_A,clean,none,9917.0,q_alarm_persistence_7,d3_oof,0.05,1,0,complete,0.8696778970751573,0.8836363636363637,,0.36363636363636365,0,11400,0.14101199999277014,,,0.0,0.0,,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.13266687501163688,False,600,none,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,no_reset,adwin,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13461683299101423,,,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0019499579793773592,,
12000,11400,9500,0,0,0.13461683299101423,False,600,none,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,no_reset,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.13461683299101423,,,0.0,0.0,0.0,0.0,0,0,0.0,,
12000,11400,9500,0,0,0.14249520799785387,False,600,confirmed,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,confirmed,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14249520799785387,,,0.0,0.0,0.0,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.14043137499538716,False,600,confirmed,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,confirmed,adwin,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14249520799785387,,,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0020638330024667084,,
12000,11400,6650,1900,2,0.14851749999797903,False,600,rl,True,10450,0.8872727272727273,0.876379914315407,2850,1558,0.5466666666666666,7600,3458,0.455,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,error_rule,adwin,0.01,5,4,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.15027745898987632,,,0.012076577086475693,0.010717703349282348,-0.26210526315789473,0.2767105263157895,0,0,-0.0017599589918972924,,
12000,11400,9500,1900,2,0.15027745898987632,False,600,rl,True,10450,0.876555023923445,0.8643033372289313,2850,2305,0.8087719298245614,7600,1355,0.17828947368421053,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,error_rule,adwin,0.05,1,0,complete,0.8643033372289313,0.876555023923445,0.8087719298245614,0.17828947368421053,2,11400,0.15027745898987632,,,0.0,0.0,0.0,0.0,0,0,0.0,,
12000,11400,8550,950,1,0.14989270799560472,False,600,rl,True,10450,0.8807655502392344,0.8688985789088042,2850,2026,0.7108771929824561,7600,2026,0.266578947368421,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,selected_map,adwin,0.05,1,0,complete,0.8688985789088042,0.8807655502392344,0.7108771929824561,0.266578947368421,1,11400,0.14989270799560472,,,0.0,0.0,0.0,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.153397166999639,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,selected_map,adwin,0.01,5,4,complete,0.8688985789088042,0.8807655502392344,0.7108771929824561,0.266578947368421,1,11400,0.14989270799560472,,,0.002735879344484604,0.0023923444976077235,-0.06631578947368422,0.10013157894736846,-1,0,0.0035044590040342882,,
12000,11400,7600,0,0,0.1393895000073826,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,q_alarm_7,adwin,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14249645800737198,,,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.0031069579999893904,,
12000,11400,9500,0,0,0.14249645800737198,False,600,rl,True,10450,0.8766507177033492,0.8633430909927007,2850,2343,0.8221052631578948,7600,1393,0.18328947368421053,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,q_alarm_7,adwin,0.05,1,0,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14249645800737198,,,0.0,0.0,0.0,0.0,0,0,0.0,,
12000,11400,7600,0,0,0.14323833301023114,False,600,rl,True,10450,0.8831578947368421,0.8716344582532888,2850,1837,0.6445614035087719,7600,2787,0.3667105263157895,,,SEA_A__s9917__instance__severe,SEA_A,instance,severe,9917.0,q_alarm_persistence_7,adwin,0.01,5,4,complete,0.8633430909927007,0.8766507177033492,0.8221052631578948,0.18328947368421053,0,11400,0.14856408299237955,,,0.0082913672605881,0.006507177033492906,-0.1775438596491229,0.18342105263157896,0,0,-0.005325749982148409,,
