stream,detector,arm,feedback_fraction,delay_blocks,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
RBF_I,adwin,confirmed,0.01,1,0.5406758087555927,0.545821922842349,0.8224332746221119,0.14458478291635993,1.8571428571428572,63514.28571428572,2.678442053485196,,
RBF_I,adwin,confirmed,0.01,5,0.5385402327626935,0.5426978606570986,0.7022364250747118,0.21040207038739664,1.5714285714285714,63242.857142857145,2.6851493202274597,,
RBF_I,adwin,confirmed,0.02,1,0.5405498523486172,0.5452651694508487,0.7683974361879379,0.18500650414599815,2.028571428571429,63677.142857142855,2.694159782170651,,
RBF_I,adwin,confirmed,0.02,5,0.5265748400286892,0.5315436548098156,0.6501243303153642,0.27125581381975794,1.6285714285714286,63948.57142857143,2.6796260928893125,,
RBF_I,adwin,confirmed,0.05,1,0.5366254227865485,0.5418073921093597,0.6552639167369908,0.25439378173618854,1.7142857142857142,64057.142857142855,2.8158550320879194,,
RBF_I,adwin,confirmed,0.05,5,0.5178776287395542,0.5228463774074953,0.5675666441645103,0.382575685925982,0.9714285714285714,64220.0,2.7633945582293173,,
RBF_I,adwin,error_rule,0.01,1,0.5278179718531812,0.5329778920312125,0.6889367641286605,0.21349195939947982,10.828571428571427,57000.0,2.3803330845141315,,
RBF_I,adwin,error_rule,0.01,5,0.5240981102050394,0.5295139428423943,0.6055609752990253,0.27475938687468654,10.057142857142859,57000.0,2.380625104855114,,
RBF_I,adwin,error_rule,0.02,1,0.5283371038815012,0.533732043462784,0.5928543816847115,0.29027623444823625,9.142857142857142,57000.0,2.3941861858849216,,
RBF_I,adwin,error_rule,0.02,5,0.5215394191756703,0.5269236722856718,0.48380222341675005,0.3710056704031232,8.4,57000.0,2.3949893344858926,,
RBF_I,adwin,error_rule,0.05,1,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,57000.0,2.5084013690581615,,
RBF_I,adwin,error_rule,0.05,5,0.5165828002389087,0.5216837160111808,0.3778147788787399,0.5038922587120677,5.828571428571428,57000.0,2.434626700028145,,
RBF_I,adwin,no_reset,0.01,1,0.5480713034533602,0.552054953586573,0.8460878487757015,0.12192008114931685,0.0,57000.0,2.723683179742823,,
RBF_I,adwin,no_reset,0.01,5,0.5368546098671165,0.5406779304569264,0.7109215124169905,0.19040433956392788,0.0,57000.0,2.6798053475969934,,
RBF_I,adwin,no_reset,0.02,1,0.5444276172769784,0.5484378240121898,0.797634991242519,0.16885794980458163,0.0,57000.0,2.7282254143152387,,
RBF_I,adwin,no_reset,0.02,5,0.5329592228790996,0.5373678541358473,0.6784323393837833,0.2598809524615319,0.0,57000.0,2.6689688951433967,,
