stream,detector,arm,mode,level,feedback_fraction,delay_blocks,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds,malicious_recall,benign_fpr
RBF_I,adwin,confirmed,clean,none,0.01,1,0.5521701662140178,0.5573713945881653,,0.13559322033898305,2.3333333333333335,62700.0,2.8216848473336236,,
RBF_I,adwin,confirmed,clean,none,0.01,5,0.5464986775149108,0.551543264942016,,0.21468926553672318,2.3333333333333335,62066.666666666664,2.7710679169977084,,
RBF_I,adwin,confirmed,clean,none,0.02,1,0.5596258577221722,0.5639131727624145,,0.18644067796610173,1.6666666666666667,62700.0,2.8615793056572634,,
RBF_I,adwin,confirmed,clean,none,0.02,5,0.54341638664985,0.5507225691347012,,0.20903954802259886,1.6666666666666667,62066.666666666664,2.8106856389980144,,
RBF_I,adwin,confirmed,clean,none,0.05,1,0.5396274780112226,0.5457805530776093,,0.23163841807909602,2.6666666666666665,63966.666666666664,2.8178020416671643,,
RBF_I,adwin,confirmed,clean,none,0.05,5,0.5435073218300325,0.5477787689562891,,0.2937853107344633,0.3333333333333333,62700.0,2.947600624669576,,
RBF_I,adwin,confirmed,instance,severe,0.01,1,0.5293883725662069,0.5343502824858758,0.8173313317513871,0.18015102290736817,1.3333333333333333,61433.333333333336,2.777705458002553,,
RBF_I,adwin,confirmed,instance,severe,0.01,5,0.5299012921053156,0.5354623847754981,0.7758085905775989,0.2266017367938938,0.6666666666666666,59533.333333333336,2.7853086109971628,,
RBF_I,adwin,confirmed,instance,severe,0.02,1,0.5200316764293659,0.5254653583110317,0.8019648385507182,0.1976399247215983,1.6666666666666667,60166.666666666664,2.755544555664528,,
RBF_I,adwin,confirmed,instance,severe,0.02,5,0.5129758111972295,0.5192090395480226,0.6513666153846495,0.3432668457578834,1.0,60166.666666666664,2.7523366666670577,,
RBF_I,adwin,confirmed,instance,severe,0.05,1,0.5174938062880429,0.5231935771632471,0.7060919943862469,0.29374302341409736,1.3333333333333333,61433.333333333336,2.8117616803307706,,
RBF_I,adwin,confirmed,instance,severe,0.05,5,0.5135387282331638,0.5221052631578947,0.6207650290772442,0.3782897308997035,1.0,61433.333333333336,2.8422480549973748,,
RBF_I,adwin,error_rule,clean,none,0.01,1,0.5512278977391664,0.5568777876895629,,0.192090395480226,13.333333333333334,57000.0,2.4864794303236217,,
RBF_I,adwin,error_rule,clean,none,0.01,5,0.5462428650956628,0.5513767469521261,,0.2768361581920904,8.666666666666666,57000.0,2.532267069327645,,
RBF_I,adwin,error_rule,clean,none,0.02,1,0.549084526124645,0.5547130538209931,,0.2768361581920904,12.666666666666666,57000.0,2.5404955553337154,,
RBF_I,adwin,error_rule,clean,none,0.02,5,0.5448098242701377,0.5501397561700863,,0.3559322033898305,8.333333333333334,57000.0,2.517658458004007,,
RBF_I,adwin,error_rule,clean,none,0.05,1,0.5496435111752915,0.5555040142729705,,0.3276836158192091,9.0,57000.0,2.590862763672097,,
RBF_I,adwin,error_rule,clean,none,0.05,5,0.5424934627205936,0.5476241451085341,,0.4745762711864407,6.333333333333333,57000.0,2.601050375000341,,
RBF_I,adwin,error_rule,instance,severe,0.01,1,0.5102222227715132,0.5175617008623253,0.7553782871555562,0.2423638309285241,8.666666666666666,57000.0,2.5169899446773343,,
