condition,dataset,base_key,attack_seed,mode,level,series,category,source_run,rows,audit_rows,policy,learner_resets,events_path,alarm_rate,alarm_blocks,monitored_blocks,poison_exposed_blocks,poison_alarm_blocks,poison_alarm_rate,unexposed_blocks,unexposed_alarm_blocks,unexposed_alarm_rate,event_recall,detected_events,scheduled_events,detection_delay,seconds_per_100k
RBF_I__base_s1__clean__none__anone,RBF,RBF_I__base_s1,,clean,none,hddm_w,0,RBF_I__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s1__clean__none__anone/hddm_w/alarms.parquet,0.2891566265060241,72,249,0,0,,53,14,0.2641509433962264,1.0,3.0,3.0,4.0,0.6492096395231783
RBF_I__base_s1__clean__none__anone,RBF,RBF_I__base_s1,,clean,none,hellinger,0,RBF_I__base_s1__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s1__clean__none__anone/hellinger/alarms.parquet,0.0963855421686747,24,249,0,0,,53,5,0.09433962264150944,1.0,3.0,3.0,8.333333333333334,0.06884456034749746
RBF_I__base_s2__clean__none__anone,RBF,RBF_I__base_s2,,clean,none,adwin,0,RBF_I__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s2__clean__none__anone/adwin/alarms.parquet,0.05622489959839357,14,249,0,0,,53,1,0.018867924528301886,1.0,3.0,3.0,7.666666666666667,0.0730454806238413
RBF_I__base_s2__clean__none__anone,RBF,RBF_I__base_s2,,clean,none,d3_oof,0,RBF_I__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s2__clean__none__anone/d3_oof/alarms.parquet,0.03614457831325301,9,249,0,0,,53,2,0.03773584905660377,1.0,3.0,3.0,21.333333333333332,0.9331918797455728
RBF_I__base_s2__clean__none__anone,RBF,RBF_I__base_s2,,clean,none,hddm_w,0,RBF_I__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s2__clean__none__anone/hddm_w/alarms.parquet,0.42971887550200805,107,249,0,0,,53,21,0.39622641509433965,1.0,3.0,3.0,3.6666666666666665,0.6314617598429322
RBF_I__base_s2__clean__none__anone,RBF,RBF_I__base_s2,,clean,none,hellinger,0,RBF_I__base_s2__clean__none__anone__none__none__unguarded,250000,12500,none,0,runs/RBF/clean/none/RBF_I__base_s2__clean__none__anone/hellinger/alarms.parquet,0.08032128514056225,20,249,0,0,,53,5,0.09433962264150944,1.0,3.0,3.0,4.333333333333333,0.06658951984718442
RBF_I__base_s0__instance__moderate__a0,RBF,RBF_I__base_s0,0.0,instance,moderate,adwin,1,RBF_I__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s0__instance__moderate__a0/adwin/alarms.parquet,0.05220883534136546,13,249,249,13,0.05220883534136546,0,0,,1.0,3.0,3.0,7.0,0.09578175991773606
RBF_I__base_s0__instance__moderate__a0,RBF,RBF_I__base_s0,0.0,instance,moderate,d3_oof,1,RBF_I__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s0__instance__moderate__a0/d3_oof/alarms.parquet,0.020080321285140562,5,249,249,5,0.020080321285140562,0,0,,0.6666666666666666,2.0,3.0,31.25,1.2058967199176551
RBF_I__base_s0__instance__moderate__a0,RBF,RBF_I__base_s0,0.0,instance,moderate,hddm_w,1,RBF_I__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s0__instance__moderate__a0/hddm_w/alarms.parquet,0.5381526104417671,134,249,249,134,0.5381526104417671,0,0,,1.0,3.0,3.0,1.6666666666666667,0.7087758789770305
RBF_I__base_s0__instance__moderate__a0,RBF,RBF_I__base_s0,0.0,instance,moderate,hellinger,1,RBF_I__base_s0__instance__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s0__instance__moderate__a0/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,1.0,3.0,3.0,13.666666666666666,0.07376132132485509
RBF_I__base_s1__instance__moderate__a1,RBF,RBF_I__base_s1,1.0,instance,moderate,adwin,1,RBF_I__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s1__instance__moderate__a1/adwin/alarms.parquet,0.05622489959839357,14,249,249,14,0.05622489959839357,0,0,,1.0,3.0,3.0,11.0,0.07641743961721659
RBF_I__base_s1__instance__moderate__a1,RBF,RBF_I__base_s1,1.0,instance,moderate,d3_oof,1,RBF_I__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s1__instance__moderate__a1/d3_oof/alarms.parquet,0.03614457831325301,9,249,249,9,0.03614457831325301,0,0,,1.0,3.0,3.0,23.666666666666668,0.934838800970465
RBF_I__base_s1__instance__moderate__a1,RBF,RBF_I__base_s1,1.0,instance,moderate,hddm_w,1,RBF_I__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s1__instance__moderate__a1/hddm_w/alarms.parquet,0.5662650602409639,141,249,249,141,0.5662650602409639,0,0,,1.0,3.0,3.0,1.6666666666666667,0.6754993990994991
RBF_I__base_s1__instance__moderate__a1,RBF,RBF_I__base_s1,1.0,instance,moderate,hellinger,1,RBF_I__base_s1__instance__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s1__instance__moderate__a1/hellinger/alarms.parquet,0.0963855421686747,24,249,249,24,0.0963855421686747,0,0,,1.0,3.0,3.0,8.333333333333334,0.06732320031151175
RBF_I__base_s2__instance__moderate__a2,RBF,RBF_I__base_s2,2.0,instance,moderate,adwin,1,RBF_I__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s2__instance__moderate__a2/adwin/alarms.parquet,0.05622489959839357,14,249,249,14,0.05622489959839357,0,0,,1.0,3.0,3.0,5.666666666666667,0.07497220085933805
RBF_I__base_s2__instance__moderate__a2,RBF,RBF_I__base_s2,2.0,instance,moderate,d3_oof,1,RBF_I__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s2__instance__moderate__a2/d3_oof/alarms.parquet,0.040160642570281124,10,249,249,10,0.040160642570281124,0,0,,1.0,3.0,3.0,15.333333333333334,0.8842123200185598
RBF_I__base_s2__instance__moderate__a2,RBF,RBF_I__base_s2,2.0,instance,moderate,hddm_w,1,RBF_I__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s2__instance__moderate__a2/hddm_w/alarms.parquet,0.5180722891566265,129,249,249,129,0.5180722891566265,0,0,,1.0,3.0,3.0,1.6666666666666667,0.6482156809419394
RBF_I__base_s2__instance__moderate__a2,RBF,RBF_I__base_s2,2.0,instance,moderate,hellinger,1,RBF_I__base_s2__instance__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/moderate/RBF_I__base_s2__instance__moderate__a2/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,1.0,3.0,3.0,4.333333333333333,0.06981652015820146
RBF_I__base_s0__instance__severe__a0,RBF,RBF_I__base_s0,0.0,instance,severe,adwin,2,RBF_I__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s0__instance__severe__a0/adwin/alarms.parquet,0.03614457831325301,9,249,249,9,0.03614457831325301,0,0,,1.0,3.0,3.0,8.666666666666666,0.12048195889219643
RBF_I__base_s0__instance__severe__a0,RBF,RBF_I__base_s0,0.0,instance,severe,d3_oof,2,RBF_I__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s0__instance__severe__a0/d3_oof/alarms.parquet,0.040160642570281124,10,249,249,10,0.040160642570281124,0,0,,1.0,3.0,3.0,15.333333333333334,0.9814623210579158
RBF_I__base_s0__instance__severe__a0,RBF,RBF_I__base_s0,0.0,instance,severe,hddm_w,2,RBF_I__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s0__instance__severe__a0/hddm_w/alarms.parquet,0.6024096385542169,150,249,249,150,0.6024096385542169,0,0,,1.0,3.0,3.0,0.6666666666666666,0.7772418807260693
RBF_I__base_s0__instance__severe__a0,RBF,RBF_I__base_s0,0.0,instance,severe,hellinger,2,RBF_I__base_s0__instance__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s0__instance__severe__a0/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,1.0,3.0,3.0,13.666666666666666,0.0887160800397396
RBF_I__base_s1__instance__severe__a1,RBF,RBF_I__base_s1,1.0,instance,severe,adwin,2,RBF_I__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s1__instance__severe__a1/adwin/alarms.parquet,0.04417670682730924,11,249,249,11,0.04417670682730924,0,0,,1.0,3.0,3.0,14.333333333333334,0.08388279965147376
RBF_I__base_s1__instance__severe__a1,RBF,RBF_I__base_s1,1.0,instance,severe,d3_oof,2,RBF_I__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s1__instance__severe__a1/d3_oof/alarms.parquet,0.0321285140562249,8,249,249,8,0.0321285140562249,0,0,,0.6666666666666666,2.0,3.0,11.75,0.9644923199899496
RBF_I__base_s1__instance__severe__a1,RBF,RBF_I__base_s1,1.0,instance,severe,hddm_w,2,RBF_I__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s1__instance__severe__a1/hddm_w/alarms.parquet,0.606425702811245,151,249,249,151,0.606425702811245,0,0,,1.0,3.0,3.0,0.6666666666666666,0.704744799155742
RBF_I__base_s1__instance__severe__a1,RBF,RBF_I__base_s1,1.0,instance,severe,hellinger,2,RBF_I__base_s1__instance__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s1__instance__severe__a1/hellinger/alarms.parquet,0.0963855421686747,24,249,249,24,0.0963855421686747,0,0,,1.0,3.0,3.0,8.333333333333334,0.06671576006338
RBF_I__base_s2__instance__severe__a2,RBF,RBF_I__base_s2,2.0,instance,severe,adwin,2,RBF_I__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s2__instance__severe__a2/adwin/alarms.parquet,0.04417670682730924,11,249,249,11,0.04417670682730924,0,0,,1.0,3.0,3.0,11.333333333333334,0.07914603985846043
RBF_I__base_s2__instance__severe__a2,RBF,RBF_I__base_s2,2.0,instance,severe,d3_oof,2,RBF_I__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s2__instance__severe__a2/d3_oof/alarms.parquet,0.028112449799196786,7,249,249,7,0.028112449799196786,0,0,,1.0,3.0,3.0,11.666666666666666,0.9323218404315412
RBF_I__base_s2__instance__severe__a2,RBF,RBF_I__base_s2,2.0,instance,severe,hddm_w,2,RBF_I__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s2__instance__severe__a2/hddm_w/alarms.parquet,0.6104417670682731,152,249,249,152,0.6104417670682731,0,0,,1.0,3.0,3.0,1.0,0.6739440799690783
RBF_I__base_s2__instance__severe__a2,RBF,RBF_I__base_s2,2.0,instance,severe,hellinger,2,RBF_I__base_s2__instance__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/instance/severe/RBF_I__base_s2__instance__severe__a2/hellinger/alarms.parquet,0.08032128514056225,20,249,249,20,0.08032128514056225,0,0,,1.0,3.0,3.0,4.333333333333333,0.06190880015492439
RBF_I__base_s0__concept__moderate__a0,RBF,RBF_I__base_s0,0.0,concept,moderate,adwin,3,RBF_I__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s0__concept__moderate__a0/adwin/alarms.parquet,0.43775100401606426,109,249,100,99,0.99,0,0,,1.0,3.0,3.0,3.0,0.1329736404120922
RBF_I__base_s0__concept__moderate__a0,RBF,RBF_I__base_s0,0.0,concept,moderate,d3_oof,3,RBF_I__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s0__concept__moderate__a0/d3_oof/alarms.parquet,0.028112449799196786,7,249,100,3,0.03,0,0,,0.6666666666666666,2.0,3.0,16.75,1.1822694398462772
RBF_I__base_s0__concept__moderate__a0,RBF,RBF_I__base_s0,0.0,concept,moderate,hddm_w,3,RBF_I__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s0__concept__moderate__a0/hddm_w/alarms.parquet,0.6184738955823293,154,249,100,95,0.95,0,0,,1.0,3.0,3.0,0.6666666666666666,0.8176648405380547
RBF_I__base_s0__concept__moderate__a0,RBF,RBF_I__base_s0,0.0,concept,moderate,hellinger,3,RBF_I__base_s0__concept__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s0__concept__moderate__a0/hellinger/alarms.parquet,0.08032128514056225,20,249,100,5,0.05,0,0,,1.0,3.0,3.0,14.333333333333334,0.08441480062901974
RBF_I__base_s1__concept__moderate__a1,RBF,RBF_I__base_s1,1.0,concept,moderate,adwin,3,RBF_I__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s1__concept__moderate__a1/adwin/alarms.parquet,0.43775100401606426,109,249,101,99,0.9801980198019802,0,0,,1.0,3.0,3.0,3.3333333333333335,0.07998879970982671
RBF_I__base_s1__concept__moderate__a1,RBF,RBF_I__base_s1,1.0,concept,moderate,d3_oof,3,RBF_I__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s1__concept__moderate__a1/d3_oof/alarms.parquet,0.028112449799196786,7,249,101,3,0.0297029702970297,0,0,,1.0,3.0,3.0,27.333333333333332,0.9519136000424623
RBF_I__base_s1__concept__moderate__a1,RBF,RBF_I__base_s1,1.0,concept,moderate,hddm_w,3,RBF_I__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s1__concept__moderate__a1/hddm_w/alarms.parquet,0.5783132530120482,144,249,101,93,0.9207920792079208,0,0,,1.0,3.0,3.0,5.333333333333333,0.7737078002654015
RBF_I__base_s1__concept__moderate__a1,RBF,RBF_I__base_s1,1.0,concept,moderate,hellinger,3,RBF_I__base_s1__concept__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s1__concept__moderate__a1/hellinger/alarms.parquet,0.08835341365461848,22,249,101,8,0.07920792079207921,0,0,,1.0,3.0,3.0,15.666666666666666,0.06864928063005209
RBF_I__base_s2__concept__moderate__a2,RBF,RBF_I__base_s2,2.0,concept,moderate,adwin,3,RBF_I__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s2__concept__moderate__a2/adwin/alarms.parquet,0.40160642570281124,100,249,97,93,0.9587628865979382,0,0,,1.0,3.0,3.0,2.3333333333333335,0.08196815885603427
RBF_I__base_s2__concept__moderate__a2,RBF,RBF_I__base_s2,2.0,concept,moderate,d3_oof,3,RBF_I__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s2__concept__moderate__a2/d3_oof/alarms.parquet,0.040160642570281124,10,249,97,3,0.030927835051546393,0,0,,1.0,3.0,3.0,10.0,0.9175740404054523
RBF_I__base_s2__concept__moderate__a2,RBF,RBF_I__base_s2,2.0,concept,moderate,hddm_w,3,RBF_I__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s2__concept__moderate__a2/hddm_w/alarms.parquet,0.6265060240963856,156,249,97,90,0.9278350515463918,0,0,,1.0,3.0,3.0,3.3333333333333335,0.7844377202913165
RBF_I__base_s2__concept__moderate__a2,RBF,RBF_I__base_s2,2.0,concept,moderate,hellinger,3,RBF_I__base_s2__concept__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/moderate/RBF_I__base_s2__concept__moderate__a2/hellinger/alarms.parquet,0.06827309236947791,17,249,97,7,0.07216494845360824,0,0,,1.0,3.0,3.0,14.0,0.0668482007458806
RBF_I__base_s0__concept__severe__a0,RBF,RBF_I__base_s0,0.0,concept,severe,adwin,4,RBF_I__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s0__concept__severe__a0/adwin/alarms.parquet,0.43775100401606426,109,249,105,102,0.9714285714285714,0,0,,1.0,3.0,3.0,3.0,0.12580795949324966
RBF_I__base_s0__concept__severe__a0,RBF,RBF_I__base_s0,0.0,concept,severe,d3_oof,4,RBF_I__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s0__concept__severe__a0/d3_oof/alarms.parquet,0.03614457831325301,9,249,105,4,0.0380952380952381,0,0,,1.0,3.0,3.0,10.666666666666666,1.1313483604229986
RBF_I__base_s0__concept__severe__a0,RBF,RBF_I__base_s0,0.0,concept,severe,hddm_w,4,RBF_I__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s0__concept__severe__a0/hddm_w/alarms.parquet,0.6586345381526104,164,249,105,103,0.9809523809523809,0,0,,1.0,3.0,3.0,1.3333333333333333,0.9243818396702409
RBF_I__base_s0__concept__severe__a0,RBF,RBF_I__base_s0,0.0,concept,severe,hellinger,4,RBF_I__base_s0__concept__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s0__concept__severe__a0/hellinger/alarms.parquet,0.12048192771084337,30,249,105,12,0.11428571428571428,0,0,,1.0,3.0,3.0,2.3333333333333335,0.09209736017510295
RBF_I__base_s1__concept__severe__a1,RBF,RBF_I__base_s1,1.0,concept,severe,adwin,4,RBF_I__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s1__concept__severe__a1/adwin/alarms.parquet,0.42168674698795183,105,249,105,99,0.9428571428571428,0,0,,1.0,3.0,3.0,2.0,0.09200415965169668
RBF_I__base_s1__concept__severe__a1,RBF,RBF_I__base_s1,1.0,concept,severe,d3_oof,4,RBF_I__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s1__concept__severe__a1/d3_oof/alarms.parquet,0.008032128514056224,2,249,105,1,0.009523809523809525,0,0,,0.6666666666666666,2.0,3.0,48.75,0.9932487991638481
RBF_I__base_s1__concept__severe__a1,RBF,RBF_I__base_s1,1.0,concept,severe,hddm_w,4,RBF_I__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s1__concept__severe__a1/hddm_w/alarms.parquet,0.6184738955823293,154,249,105,105,1.0,0,0,,1.0,3.0,3.0,2.0,0.8346284804865717
RBF_I__base_s1__concept__severe__a1,RBF,RBF_I__base_s1,1.0,concept,severe,hellinger,4,RBF_I__base_s1__concept__severe__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s1__concept__severe__a1/hellinger/alarms.parquet,0.08433734939759036,21,249,105,10,0.09523809523809523,0,0,,1.0,3.0,3.0,8.333333333333334,0.06458727987483144
RBF_I__base_s2__concept__severe__a2,RBF,RBF_I__base_s2,2.0,concept,severe,adwin,4,RBF_I__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s2__concept__severe__a2/adwin/alarms.parquet,0.41767068273092367,104,249,105,96,0.9142857142857143,0,0,,1.0,3.0,3.0,3.3333333333333335,0.07796255983412266
RBF_I__base_s2__concept__severe__a2,RBF,RBF_I__base_s2,2.0,concept,severe,d3_oof,4,RBF_I__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s2__concept__severe__a2/d3_oof/alarms.parquet,0.01606425702811245,4,249,105,1,0.009523809523809525,0,0,,0.6666666666666666,2.0,3.0,47.25,0.9598902791738511
RBF_I__base_s2__concept__severe__a2,RBF,RBF_I__base_s2,2.0,concept,severe,hddm_w,4,RBF_I__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s2__concept__severe__a2/hddm_w/alarms.parquet,0.6265060240963856,156,249,105,104,0.9904761904761905,0,0,,1.0,3.0,3.0,2.6666666666666665,0.8231129606254398
RBF_I__base_s2__concept__severe__a2,RBF,RBF_I__base_s2,2.0,concept,severe,hellinger,4,RBF_I__base_s2__concept__severe__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/concept/severe/RBF_I__base_s2__concept__severe__a2/hellinger/alarms.parquet,0.10040160642570281,25,249,105,13,0.12380952380952381,0,0,,1.0,3.0,3.0,18.666666666666668,0.06343451961874962
RBF_I__base_s0__splice__moderate__a0,RBF,RBF_I__base_s0,0.0,splice,moderate,adwin,5,RBF_I__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s0__splice__moderate__a0/adwin/alarms.parquet,0.36947791164658633,92,249,102,83,0.8137254901960784,0,0,,1.0,3.0,3.0,7.333333333333333,0.10205104099586607
RBF_I__base_s0__splice__moderate__a0,RBF,RBF_I__base_s0,0.0,splice,moderate,d3_oof,5,RBF_I__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s0__splice__moderate__a0/d3_oof/alarms.parquet,0.040160642570281124,10,249,102,3,0.029411764705882353,0,0,,1.0,3.0,3.0,12.666666666666666,0.9599756798706949
RBF_I__base_s0__splice__moderate__a0,RBF,RBF_I__base_s0,0.0,splice,moderate,hddm_w,5,RBF_I__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s0__splice__moderate__a0/hddm_w/alarms.parquet,0.5863453815261044,146,249,102,88,0.8627450980392157,0,0,,1.0,3.0,3.0,3.3333333333333335,0.8469825996086
RBF_I__base_s0__splice__moderate__a0,RBF,RBF_I__base_s0,0.0,splice,moderate,hellinger,5,RBF_I__base_s0__splice__moderate__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s0__splice__moderate__a0/hellinger/alarms.parquet,0.08433734939759036,21,249,102,9,0.08823529411764706,0,0,,1.0,3.0,3.0,17.0,0.07090559964999557
RBF_I__base_s1__splice__moderate__a1,RBF,RBF_I__base_s1,1.0,splice,moderate,adwin,5,RBF_I__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s1__splice__moderate__a1/adwin/alarms.parquet,0.3654618473895582,91,249,99,82,0.8282828282828283,0,0,,1.0,3.0,3.0,2.0,0.07290560044348239
RBF_I__base_s1__splice__moderate__a1,RBF,RBF_I__base_s1,1.0,splice,moderate,d3_oof,5,RBF_I__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s1__splice__moderate__a1/d3_oof/alarms.parquet,0.03614457831325301,9,249,99,4,0.04040404040404041,0,0,,1.0,3.0,3.0,24.666666666666668,0.9310545213520528
RBF_I__base_s1__splice__moderate__a1,RBF,RBF_I__base_s1,1.0,splice,moderate,hddm_w,5,RBF_I__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s1__splice__moderate__a1/hddm_w/alarms.parquet,0.5823293172690763,145,249,99,91,0.9191919191919192,0,0,,1.0,3.0,3.0,0.6666666666666666,0.7210103997960686
RBF_I__base_s1__splice__moderate__a1,RBF,RBF_I__base_s1,1.0,splice,moderate,hellinger,5,RBF_I__base_s1__splice__moderate__a1__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s1__splice__moderate__a1/hellinger/alarms.parquet,0.07228915662650602,18,249,99,10,0.10101010101010101,0,0,,1.0,3.0,3.0,32.666666666666664,0.0643738003447652
RBF_I__base_s2__splice__moderate__a2,RBF,RBF_I__base_s2,2.0,splice,moderate,adwin,5,RBF_I__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s2__splice__moderate__a2/adwin/alarms.parquet,0.36947791164658633,92,249,97,82,0.845360824742268,1,0,0.0,1.0,3.0,3.0,0.6666666666666666,0.07690931968390942
RBF_I__base_s2__splice__moderate__a2,RBF,RBF_I__base_s2,2.0,splice,moderate,d3_oof,5,RBF_I__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s2__splice__moderate__a2/d3_oof/alarms.parquet,0.0321285140562249,8,249,97,3,0.030927835051546393,1,0,0.0,0.3333333333333333,1.0,3.0,4.5,0.9279519195668399
RBF_I__base_s2__splice__moderate__a2,RBF,RBF_I__base_s2,2.0,splice,moderate,hddm_w,5,RBF_I__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s2__splice__moderate__a2/hddm_w/alarms.parquet,0.6184738955823293,154,249,97,87,0.8969072164948454,1,1,1.0,1.0,3.0,3.0,1.6666666666666667,0.719360841345042
RBF_I__base_s2__splice__moderate__a2,RBF,RBF_I__base_s2,2.0,splice,moderate,hellinger,5,RBF_I__base_s2__splice__moderate__a2__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/moderate/RBF_I__base_s2__splice__moderate__a2/hellinger/alarms.parquet,0.10040160642570281,25,249,97,13,0.13402061855670103,1,0,0.0,1.0,3.0,3.0,26.333333333333332,0.06749315904453397
RBF_I__base_s0__splice__severe__a0,RBF,RBF_I__base_s0,0.0,splice,severe,adwin,6,RBF_I__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s0__splice__severe__a0/adwin/alarms.parquet,0.2289156626506024,57,249,105,47,0.44761904761904764,0,0,,1.0,3.0,3.0,5.333333333333333,0.08800135934725405
RBF_I__base_s0__splice__severe__a0,RBF,RBF_I__base_s0,0.0,splice,severe,d3_oof,6,RBF_I__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s0__splice__severe__a0/d3_oof/alarms.parquet,0.020080321285140562,5,249,105,2,0.01904761904761905,0,0,,1.0,3.0,3.0,39.666666666666664,0.9970003602094949
RBF_I__base_s0__splice__severe__a0,RBF,RBF_I__base_s0,0.0,splice,severe,hddm_w,6,RBF_I__base_s0__splice__severe__a0__none__none__unguarded,250000,12500,none,0,runs/RBF/splice/severe/RBF_I__base_s0__splice__severe__a0/hddm_w/alarms.parquet,0.6224899598393574,155,249,105,89,0.8476190476190476,0,0,,1.0,3.0,3.0,2.3333333333333335,0.8483152000233531
