dataset,category,mode,level,series,metric,mean,sd,defined,runs
RBF,6,splice,severe,hddm_w,event_recall,1.0,0.0,3,3
RBF,6,splice,severe,hddm_w,poison_alarm_rate,0.8952380952380953,0.041513323271816005,3,3
RBF,6,splice,severe,hddm_w,seconds_per_100k,0.7726659598449865,0.06622387058179974,3,3
RBF,6,splice,severe,hddm_w,unexposed_alarm_rate,,,0,3
RBF,6,splice,severe,hellinger,alarm_rate,0.06961178045515394,0.03344041766210656,3,3
RBF,6,splice,severe,hellinger,detection_delay,27.555555555555554,20.726615560495944,3,3
RBF,6,splice,severe,hellinger,event_recall,1.0,0.0,3,3
RBF,6,splice,severe,hellinger,poison_alarm_rate,0.08253968253968254,0.014547859349066158,3,3
RBF,6,splice,severe,hellinger,seconds_per_100k,0.08056933311745525,0.01114181202037191,3,3
RBF,6,splice,severe,hellinger,unexposed_alarm_rate,,,0,3
SEA,0,clean,none,adwin,alarm_rate,0.03882195448460509,0.004637351559756031,3,3
SEA,0,clean,none,adwin,detection_delay,2.75,0.3333333333333335,3,3
SEA,0,clean,none,adwin,event_recall,1.0,0.0,3,3
SEA,0,clean,none,adwin,poison_alarm_rate,,,0,3
SEA,0,clean,none,adwin,seconds_per_100k,0.08123930677150687,0.005570287678985004,3,3
SEA,0,clean,none,adwin,unexposed_alarm_rate,0.031307550644567216,0.01150091712412228,3,3
SEA,0,clean,none,d3_oof,alarm_rate,0.028112449799196786,0.00401606425702811,3,3
SEA,0,clean,none,d3_oof,detection_delay,6.833333333333333,3.185252475602732,3,3
SEA,0,clean,none,d3_oof,event_recall,0.6666666666666666,0.0,3,3
SEA,0,clean,none,d3_oof,poison_alarm_rate,,,0,3
SEA,0,clean,none,d3_oof,seconds_per_100k,0.8052120664156973,0.029805935987851567,3,3
SEA,0,clean,none,d3_oof,unexposed_alarm_rate,0.023941068139963165,0.006379560985520726,3,3
SEA,0,clean,none,hddm_w,alarm_rate,0.00535475234270415,0.002318675779878015,3,3
SEA,0,clean,none,hddm_w,detection_delay,7.083333333333333,7.571877794400365,3,3
SEA,0,clean,none,hddm_w,event_recall,0.3333333333333333,0.0,3,3
SEA,0,clean,none,hddm_w,poison_alarm_rate,,,0,3
SEA,0,clean,none,hddm_w,seconds_per_100k,0.5845192668338617,0.08549321018025227,3,3
SEA,0,clean,none,hddm_w,unexposed_alarm_rate,0.0018416206261510127,0.003189780492760363,3,3
SEA,0,clean,none,hellinger,alarm_rate,0.09772423025435073,0.015204573884338077,3,3
SEA,0,clean,none,hellinger,detection_delay,3.638888888888889,0.1924500897298753,3,3
SEA,0,clean,none,hellinger,event_recall,0.8888888888888888,0.19245008972987526,3,3
SEA,0,clean,none,hellinger,poison_alarm_rate,,,0,3
SEA,0,clean,none,hellinger,seconds_per_100k,0.028458600398153067,0.00514548567539882,3,3
SEA,0,clean,none,hellinger,unexposed_alarm_rate,0.09023941068139962,0.015948902463801814,3,3
SEA,1,instance,moderate,adwin,alarm_rate,0.020080321285140562,0.004016064257028114,3,3
SEA,1,instance,moderate,adwin,detection_delay,3.0,0.5,3,3
SEA,1,instance,moderate,adwin,event_recall,0.6666666666666666,0.0,3,3
SEA,1,instance,moderate,adwin,poison_alarm_rate,0.020080321285140562,0.004016064257028114,3,3
SEA,1,instance,moderate,adwin,seconds_per_100k,0.10012132007007797,0.017744960633723578,3,3
SEA,1,instance,moderate,adwin,unexposed_alarm_rate,,,0,3
SEA,1,instance,moderate,d3_oof,alarm_rate,0.032128514056224904,0.008032128514056224,3,3
SEA,1,instance,moderate,d3_oof,detection_delay,7.75,1.3919410907075054,3,3
SEA,1,instance,moderate,d3_oof,event_recall,0.6666666666666666,0.0,3,3
SEA,1,instance,moderate,d3_oof,poison_alarm_rate,0.032128514056224904,0.008032128514056224,3,3
SEA,1,instance,moderate,d3_oof,seconds_per_100k,0.8462300528151294,0.10928171252327747,3,3
SEA,1,instance,moderate,d3_oof,unexposed_alarm_rate,,,0,3
SEA,1,instance,moderate,hddm_w,alarm_rate,0.11914323962516733,0.014103954153752003,3,3
SEA,1,instance,moderate,hddm_w,detection_delay,2.3055555555555554,0.5091750772173157,3,3
SEA,1,instance,moderate,hddm_w,event_recall,1.0,0.0,3,3
SEA,1,instance,moderate,hddm_w,poison_alarm_rate,0.11914323962516733,0.014103954153752003,3,3
SEA,1,instance,moderate,hddm_w,seconds_per_100k,0.56480495998015,0.00821498160397035,3,3
SEA,1,instance,moderate,hddm_w,unexposed_alarm_rate,,,0,3
SEA,1,instance,moderate,hellinger,alarm_rate,0.09772423025435073,0.015204573884338077,3,3
SEA,1,instance,moderate,hellinger,detection_delay,3.638888888888889,0.1924500897298753,3,3
SEA,1,instance,moderate,hellinger,event_recall,0.8888888888888888,0.19245008972987526,3,3
SEA,1,instance,moderate,hellinger,poison_alarm_rate,0.09772423025435073,0.015204573884338077,3,3
SEA,1,instance,moderate,hellinger,seconds_per_100k,0.026735400160153706,0.004187674036876433,3,3
SEA,1,instance,moderate,hellinger,unexposed_alarm_rate,,,0,3
SEA,2,instance,severe,adwin,alarm_rate,0.012048192771084336,0.004016064257028112,3,3
SEA,2,instance,severe,adwin,detection_delay,5.833333333333333,2.126225137028846,3,3
SEA,2,instance,severe,adwin,event_recall,0.4444444444444444,0.19245008972987526,3,3
SEA,2,instance,severe,adwin,poison_alarm_rate,0.012048192771084336,0.004016064257028112,3,3
SEA,2,instance,severe,adwin,seconds_per_100k,0.0822541596988837,0.007412700625559367,3,3
SEA,2,instance,severe,adwin,unexposed_alarm_rate,,,0,3
SEA,2,instance,severe,d3_oof,alarm_rate,0.024096385542168672,0.01062550727335177,3,3
SEA,2,instance,severe,d3_oof,detection_delay,11.083333333333334,8.8928810479694,3,3
SEA,2,instance,severe,d3_oof,event_recall,0.3333333333333333,0.0,3,3
SEA,2,instance,severe,d3_oof,poison_alarm_rate,0.024096385542168672,0.01062550727335177,3,3
SEA,2,instance,severe,d3_oof,seconds_per_100k,0.8692215206101537,0.10842524621539758,3,3
SEA,2,instance,severe,d3_oof,unexposed_alarm_rate,,,0,3
SEA,2,instance,severe,hddm_w,alarm_rate,0.33199464524765726,0.032212073401649145,3,3
SEA,2,instance,severe,hddm_w,detection_delay,1.1944444444444444,0.19245008972987535,3,3
SEA,2,instance,severe,hddm_w,event_recall,1.0,0.0,3,3
SEA,2,instance,severe,hddm_w,poison_alarm_rate,0.33199464524765726,0.032212073401649145,3,3
SEA,2,instance,severe,hddm_w,seconds_per_100k,0.6485540931733946,0.0338016712912349,3,3
SEA,2,instance,severe,hddm_w,unexposed_alarm_rate,,,0,3
SEA,2,instance,severe,hellinger,alarm_rate,0.09772423025435073,0.015204573884338077,3,3
SEA,2,instance,severe,hellinger,detection_delay,3.638888888888889,0.1924500897298753,3,3
SEA,2,instance,severe,hellinger,event_recall,0.8888888888888888,0.19245008972987526,3,3
SEA,2,instance,severe,hellinger,poison_alarm_rate,0.09772423025435073,0.015204573884338077,3,3
SEA,2,instance,severe,hellinger,seconds_per_100k,0.02978867984687289,0.007078861655629042,3,3
SEA,2,instance,severe,hellinger,unexposed_alarm_rate,,,0,3
SEA,3,concept,moderate,adwin,alarm_rate,0.5421686746987951,0.010625507273351792,3,3
SEA,3,concept,moderate,adwin,detection_delay,0.861111111111111,0.1924500897298752,3,3
SEA,3,concept,moderate,adwin,event_recall,1.0,0.0,3,3
SEA,3,concept,moderate,adwin,poison_alarm_rate,0.901704758642066,0.015525651799858224,3,3
SEA,3,concept,moderate,adwin,seconds_per_100k,0.08381307926028968,0.011703776398478596,3,3
SEA,3,concept,moderate,adwin,unexposed_alarm_rate,0.0,0.0,3,3
SEA,3,concept,moderate,d3_oof,alarm_rate,0.01472556894243641,0.002318675779878014,3,3
SEA,3,concept,moderate,d3_oof,detection_delay,9.25,,1,3
SEA,3,concept,moderate,d3_oof,event_recall,0.1111111111111111,0.19245008972987526,3,3
SEA,3,concept,moderate,d3_oof,poison_alarm_rate,0.009410430839002268,0.010949704606734749,3,3
SEA,3,concept,moderate,d3_oof,seconds_per_100k,0.8230871606618168,0.03439299221267876,3,3
SEA,3,concept,moderate,d3_oof,unexposed_alarm_rate,0.034126984126984124,0.033361665963466194,3,3
SEA,3,concept,moderate,hddm_w,alarm_rate,0.42704149933065594,0.006134639484545971,3,3
SEA,3,concept,moderate,hddm_w,detection_delay,1.4166666666666667,1.1547005383792517,3,3
SEA,3,concept,moderate,hddm_w,event_recall,1.0,0.0,3,3
SEA,3,concept,moderate,hddm_w,poison_alarm_rate,0.7469232777043672,0.022810906836883794,3,3
SEA,3,concept,moderate,hddm_w,seconds_per_100k,0.7625128136947751,0.05312017228132958,3,3
SEA,3,concept,moderate,hddm_w,unexposed_alarm_rate,0.0,0.0,3,3
SEA,3,concept,moderate,hellinger,alarm_rate,0.09103078982597056,0.008360104415526643,3,3
SEA,3,concept,moderate,hellinger,detection_delay,4.638888888888888,2.116950987028628,3,3
SEA,3,concept,moderate,hellinger,event_recall,1.0,0.0,3,3
SEA,3,concept,moderate,hellinger,poison_alarm_rate,0.08886768136511199,0.01883603542610078,3,3
SEA,3,concept,moderate,hellinger,seconds_per_100k,0.029218280377487343,0.0005460450441584421,3,3
SEA,3,concept,moderate,hellinger,unexposed_alarm_rate,0.09126984126984128,0.021604218394946348,3,3
SEA,4,concept,severe,adwin,alarm_rate,0.7710843373493975,0.02008032128514052,3,3
SEA,4,concept,severe,adwin,detection_delay,0.5277777777777778,0.19245008972987523,3,3
SEA,4,concept,severe,adwin,event_recall,1.0,0.0,3,3
SEA,4,concept,severe,adwin,poison_alarm_rate,0.9239570436325,0.007562235363238464,3,3
SEA,4,concept,severe,adwin,seconds_per_100k,0.08604766676823299,0.009946295176650346,3,3
SEA,4,concept,severe,adwin,unexposed_alarm_rate,0.0,0.0,3,3
SEA,4,concept,severe,d3_oof,alarm_rate,0.03346720214190094,0.012269278969091942,3,3
SEA,4,concept,severe,d3_oof,detection_delay,8.125,3.7123106012293743,2,3
SEA,4,concept,severe,d3_oof,event_recall,0.5555555555555555,0.5091750772173156,3,3
SEA,4,concept,severe,d3_oof,poison_alarm_rate,0.031258689473699613,0.013949556558601722,3,3
SEA,4,concept,severe,d3_oof,seconds_per_100k,0.7756566534439723,0.07967425228242161,3,3
SEA,4,concept,severe,d3_oof,unexposed_alarm_rate,0.0,0.0,3,3
SEA,4,concept,severe,hddm_w,alarm_rate,0.6666666666666666,0.004016064257028135,3,3
SEA,4,concept,severe,hddm_w,detection_delay,0.638888888888889,0.3849001794597504,3,3
SEA,4,concept,severe,hddm_w,event_recall,1.0,0.0,3,3
SEA,4,concept,severe,hddm_w,poison_alarm_rate,0.8232396406838598,0.009816760156063847,3,3
SEA,4,concept,severe,hddm_w,seconds_per_100k,0.8636780397966505,0.0210701438982269,3,3
SEA,4,concept,severe,hddm_w,unexposed_alarm_rate,0.0,0.0,3,3
SEA,4,concept,severe,hellinger,alarm_rate,0.07630522088353413,0.030320620221970882,3,3
SEA,4,concept,severe,hellinger,detection_delay,8.444444444444445,7.293610851920964,3,3
SEA,4,concept,severe,hellinger,event_recall,0.8888888888888888,0.19245008972987532,3,3
SEA,4,concept,severe,hellinger,poison_alarm_rate,0.07733838920451497,0.032772344468429804,3,3
SEA,4,concept,severe,hellinger,seconds_per_100k,0.02686094685147206,0.0027339337321570767,3,3
SEA,4,concept,severe,hellinger,unexposed_alarm_rate,0.06666666666666667,0.11547005383792516,3,3
SEA,5,splice,moderate,adwin,alarm_rate,0.0749665327978581,0.008360104415526638,3,3
SEA,5,splice,moderate,adwin,detection_delay,3.6666666666666665,2.509703391062599,3,3
SEA,5,splice,moderate,adwin,event_recall,0.8888888888888888,0.19245008972987532,3,3
SEA,5,splice,moderate,adwin,poison_alarm_rate,0.09605129408085072,0.013049656808633783,3,3
SEA,5,splice,moderate,adwin,seconds_per_100k,0.08679169335712988,0.009795953990342646,3,3
SEA,5,splice,moderate,adwin,unexposed_alarm_rate,0.04264870931537598,0.04571360685615331,3,3
SEA,5,splice,moderate,d3_oof,alarm_rate,0.028112449799196786,0.006956027339634044,3,3
SEA,5,splice,moderate,d3_oof,detection_delay,4.75,1.5,3,3
SEA,5,splice,moderate,d3_oof,event_recall,0.3333333333333333,0.0,3,3
SEA,5,splice,moderate,d3_oof,poison_alarm_rate,0.02742982250371413,0.011812074590178561,3,3
SEA,5,splice,moderate,d3_oof,seconds_per_100k,0.8771122138326367,0.13466555773833266,3,3
SEA,5,splice,moderate,d3_oof,unexposed_alarm_rate,0.10822510822510822,0.09572876358223369,3,3
SEA,5,splice,moderate,hddm_w,alarm_rate,0.013386880856760375,0.004637351559756029,3,3
SEA,5,splice,moderate,hddm_w,detection_delay,7.583333333333333,9.251126057585278,3,3
SEA,5,splice,moderate,hddm_w,event_recall,0.3333333333333333,0.0,3,3
SEA,5,splice,moderate,hddm_w,poison_alarm_rate,0.022863398232856363,0.007857347030784409,3,3
SEA,5,splice,moderate,hddm_w,seconds_per_100k,0.5496467467087011,0.053597351518832485,3,3
SEA,5,splice,moderate,hddm_w,unexposed_alarm_rate,0.0,0.0,3,3
SEA,5,splice,moderate,hellinger,alarm_rate,0.09370816599732262,0.02211875721801647,3,3
SEA,5,splice,moderate,hellinger,detection_delay,4.25,3.4920544732928276,3,3
SEA,5,splice,moderate,hellinger,event_recall,0.7777777777777778,0.3849001794597505,3,3
SEA,5,splice,moderate,hellinger,poison_alarm_rate,0.10745171631871138,0.02009955010210251,3,3
SEA,5,splice,moderate,hellinger,seconds_per_100k,0.034398506457606955,0.004017706527864544,3,3
SEA,5,splice,moderate,hellinger,unexposed_alarm_rate,0.06084656084656084,0.0563063403539491,3,3
SEA,6,splice,severe,adwin,alarm_rate,0.10441767068273093,0.014480125604273053,3,3
SEA,6,splice,severe,adwin,detection_delay,4.388888888888889,2.7642727259993185,3,3
SEA,6,splice,severe,adwin,event_recall,0.8888888888888888,0.19245008972987532,3,3
SEA,6,splice,severe,adwin,poison_alarm_rate,0.1208974358974359,0.013675948164036174,3,3
SEA,6,splice,severe,adwin,seconds_per_100k,0.07719919976467887,0.0046945145864567385,3,3
SEA,6,splice,severe,adwin,unexposed_alarm_rate,0.3333333333333333,0.5773502691896258,3,3
SEA,6,splice,severe,d3_oof,alarm_rate,0.02677376171352075,0.010106873407323629,3,3
SEA,6,splice,severe,d3_oof,detection_delay,11.583333333333334,6.625393070100319,3,3
SEA,6,splice,severe,d3_oof,event_recall,0.5555555555555555,0.1924500897298752,3,3
SEA,6,splice,severe,d3_oof,poison_alarm_rate,0.025256410256410258,0.008890635101326056,3,3
SEA,6,splice,severe,d3_oof,seconds_per_100k,0.8700674672611058,0.12894428909777336,3,3
SEA,6,splice,severe,d3_oof,unexposed_alarm_rate,0.0,0.0,3,3
SEA,6,splice,severe,hddm_w,alarm_rate,0.020080321285140562,0.008032128514056224,3,3
SEA,6,splice,severe,hddm_w,detection_delay,8.166666666666666,5.3870987862979955,3,3
SEA,6,splice,severe,hddm_w,event_recall,0.4444444444444444,0.19245008972987526,3,3
SEA,6,splice,severe,hddm_w,poison_alarm_rate,0.02346153846153846,0.007428156890703063,3,3
SEA,6,splice,severe,hddm_w,seconds_per_100k,0.557761773529152,0.052004755713746346,3,3
SEA,6,splice,severe,hddm_w,unexposed_alarm_rate,0.0,0.0,3,3
SEA,6,splice,severe,hellinger,alarm_rate,0.08835341365461846,0.0040160642570281156,3,3
SEA,6,splice,severe,hellinger,detection_delay,5.638888888888889,4.438885412319595,3,3
SEA,6,splice,severe,hellinger,event_recall,1.0,0.0,3,3
SEA,6,splice,severe,hellinger,poison_alarm_rate,0.0891025641025641,0.0037355903293162743,3,3
SEA,6,splice,severe,hellinger,seconds_per_100k,0.027786360339572033,0.0021168675076361615,3,3
SEA,6,splice,severe,hellinger,unexposed_alarm_rate,0.3333333333333333,0.5773502691896258,3,3
