dataset,series,category,mode,level,profile,metric,mean,sd,defined,realizations
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,macro_recall,0.6804537064179867,0.01107469011193,3,3
RADAR,hddm_w,1,instance,moderate,immediate_unscreened,roc_auc,0.8471703017581036,0.0114958850561973,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,accuracy,0.6184999462772697,0.0084330113790942,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,macro_f1,0.4583648406906047,0.0171029701141471,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,macro_recall,0.4337272617515748,0.0198774699226898,3,3
RADAR,hddm_w,2,instance,severe,confirmed_screened,roc_auc,0.7662403406151213,0.0115916842799429,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,accuracy,0.6474107729539784,0.0096508385261253,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,macro_f1,0.5220702286279207,0.0104707890549989,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,macro_recall,0.4917231128998152,0.0054383116907936,3,3
RADAR,hddm_w,2,instance,severe,confirmed_unscreened,roc_auc,0.7861416516447304,0.0098203364790748,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,accuracy,0.6244017292606446,0.0063550422488222,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,macro_f1,0.4962431842613367,0.0146285110860487,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,macro_recall,0.4849778240734086,0.012757497973766,3,3
RADAR,hddm_w,2,instance,severe,immediate_screened,roc_auc,0.7910923341258812,0.0159126450941682,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,accuracy,0.7134487366111077,0.0044463472389583,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,macro_f1,0.6583081544961207,0.0047434523389354,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,macro_recall,0.6422539448235155,0.0063155587156302,3,3
RADAR,hddm_w,2,instance,severe,immediate_unscreened,roc_auc,0.8231767807169176,0.0119630690918757,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,accuracy,0.6682846085798159,0.0088369251386744,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,macro_f1,0.5233214922829115,0.0089985796609831,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,macro_recall,0.5221227050535312,0.0070079107597435,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_screened,roc_auc,0.9019355564408624,0.0063827841125848,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,accuracy,0.693342016642691,0.0141550103526217,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,macro_f1,0.5641125599848219,0.0221150040104884,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,macro_recall,0.5638152204230326,0.0264888885313519,3,3
RADAR,hddm_w,3,concept,moderate,confirmed_unscreened,roc_auc,0.9070766311937666,0.0091644374805261,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,accuracy,0.6579268017730099,0.0095615437423053,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,macro_f1,0.5190518721466922,0.027438033150602,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,macro_recall,0.5277773313575101,0.0313204194762096,3,3
RADAR,hddm_w,3,concept,moderate,immediate_screened,roc_auc,0.8567925184291433,0.0042511582379237,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,accuracy,0.7018318273005807,0.0155130428766103,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,macro_f1,0.6462598858399803,0.0101961092320187,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,macro_recall,0.6744116892021225,0.0115308218220096,3,3
RADAR,hddm_w,3,concept,moderate,immediate_unscreened,roc_auc,0.8420191590976164,0.0079605451704266,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,accuracy,0.6459731472353233,0.0028241241824981,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,macro_f1,0.4922035467388592,0.0089040733788877,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,macro_recall,0.4968916611025231,0.0061790036213379,3,3
RADAR,hddm_w,4,concept,severe,confirmed_screened,roc_auc,0.8894135879085505,0.005435525206333,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,accuracy,0.6555416592080698,0.0096997707586854,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,macro_f1,0.513651216683316,0.0103986000346812,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,macro_recall,0.5173809925169138,0.0132066681060289,3,3
RADAR,hddm_w,4,concept,severe,confirmed_unscreened,roc_auc,0.8975360859171125,0.0109168010964934,3,3
RADAR,hddm_w,4,concept,severe,immediate_screened,accuracy,0.6281057493543025,0.016554555654986,3,3
RADAR,hddm_w,4,concept,severe,immediate_screened,macro_f1,0.4740260017156504,0.0180067799053656,3,3
RADAR,hddm_w,4,concept,severe,immediate_screened,macro_recall,0.4885946689423869,0.0098012743433778,3,3
RADAR,hddm_w,4,concept,severe,immediate_screened,roc_auc,0.8562798866283637,0.0118358850631164,3,3
RADAR,hddm_w,4,concept,severe,immediate_unscreened,accuracy,0.6890522968185809,0.0076122252894803,3,3
RADAR,hddm_w,4,concept,severe,immediate_unscreened,macro_f1,0.6238792147136335,0.0066934587675082,3,3
RADAR,hddm_w,4,concept,severe,immediate_unscreened,macro_recall,0.6586300890383583,0.0072464012769215,3,3
RADAR,hddm_w,4,concept,severe,immediate_unscreened,roc_auc,0.8476701694962397,0.0062139482313539,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_screened,accuracy,0.6324637058806424,0.0144510773123956,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_screened,macro_f1,0.5000724534935506,0.0074349032929547,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_screened,macro_recall,0.494343796689081,0.0060164018069465,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_screened,roc_auc,0.8392200414649018,0.010502189652452,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_unscreened,accuracy,0.6446175749724278,0.021690004895948,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_unscreened,macro_f1,0.5383296889748573,0.022752969833191,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_unscreened,macro_recall,0.5246016949811604,0.0299067079919441,3,3
RADAR,hddm_w,5,splice,moderate,confirmed_unscreened,roc_auc,0.8296775127953193,0.0300325054698968,3,3
RADAR,hddm_w,5,splice,moderate,immediate_screened,accuracy,0.5968428142639819,0.0204341694712809,3,3
RADAR,hddm_w,5,splice,moderate,immediate_screened,macro_f1,0.4710828150658828,0.0255843064472425,3,3
RADAR,hddm_w,5,splice,moderate,immediate_screened,macro_recall,0.4579559285334714,0.0303099062041767,3,3
RADAR,hddm_w,5,splice,moderate,immediate_screened,roc_auc,0.7711443312194733,0.0249673556180673,3,3
RADAR,hddm_w,5,splice,moderate,immediate_unscreened,accuracy,0.6692974234284358,0.0179840718484548,3,3
RADAR,hddm_w,5,splice,moderate,immediate_unscreened,macro_f1,0.6345811595634393,0.0157646776283063,3,3
RADAR,hddm_w,5,splice,moderate,immediate_unscreened,macro_recall,0.6499412383160622,0.0180301758613615,3,3
RADAR,hddm_w,5,splice,moderate,immediate_unscreened,roc_auc,0.7724393935369074,0.0154802331849292,3,3
RADAR,hddm_w,6,splice,severe,confirmed_screened,accuracy,0.6208980970260501,0.0081906145145518,3,3
RADAR,hddm_w,6,splice,severe,confirmed_screened,macro_f1,0.4697300618001255,0.0304145148282259,3,3
RADAR,hddm_w,6,splice,severe,confirmed_screened,macro_recall,0.4632729774830377,0.0325601014352637,3,3
RADAR,hddm_w,6,splice,severe,confirmed_screened,roc_auc,0.8384979214433758,0.0096101859325705,3,3
RADAR,hddm_w,6,splice,severe,confirmed_unscreened,accuracy,0.6380792137250723,0.0202455794378396,3,3
RADAR,hddm_w,6,splice,severe,confirmed_unscreened,macro_f1,0.5150699546482344,0.0234251865998022,3,3
RADAR,hddm_w,6,splice,severe,confirmed_unscreened,macro_recall,0.4967681278167563,0.0188859310466972,3,3
RADAR,hddm_w,6,splice,severe,confirmed_unscreened,roc_auc,0.8188882061976358,0.0252166376889142,3,3
RADAR,hddm_w,6,splice,severe,immediate_screened,accuracy,0.5928865933075821,0.0151013387884152,3,3
RADAR,hddm_w,6,splice,severe,immediate_screened,macro_f1,0.4573533830664556,0.0048899555819629,3,3
RADAR,hddm_w,6,splice,severe,immediate_screened,macro_recall,0.4461301801538972,0.0067390227265394,3,3
RADAR,hddm_w,6,splice,severe,immediate_screened,roc_auc,0.7612978696669336,0.0105330214558907,3,3
RADAR,hddm_w,6,splice,severe,immediate_unscreened,accuracy,0.6491688240289283,0.0156801201920369,3,3
RADAR,hddm_w,6,splice,severe,immediate_unscreened,macro_f1,0.6091764499951005,0.0081931054215419,3,3
RADAR,hddm_w,6,splice,severe,immediate_unscreened,macro_recall,0.6236473920118643,0.0159220460874263,3,3
RADAR,hddm_w,6,splice,severe,immediate_unscreened,roc_auc,0.7587513454753175,0.0163457919178997,3,3
RADAR,hellinger,0,clean,none,confirmed_screened,accuracy,0.6397365198950532,0.007787819465191,3,3
RADAR,hellinger,0,clean,none,confirmed_screened,macro_f1,0.4691216105393079,0.0149958740996946,3,3
RADAR,hellinger,0,clean,none,confirmed_screened,macro_recall,0.4577691177855374,0.0170208492560942,3,3
RADAR,hellinger,0,clean,none,confirmed_screened,roc_auc,0.8834575250197,0.000503323283389,3,3
RADAR,hellinger,0,clean,none,confirmed_unscreened,accuracy,0.6746664879632592,0.0026510956468782,3,3
RADAR,hellinger,0,clean,none,confirmed_unscreened,macro_f1,0.5466618643938168,0.0118527070479831,3,3
RADAR,hellinger,0,clean,none,confirmed_unscreened,macro_recall,0.5496036295797854,0.0117874770280219,3,3
RADAR,hellinger,0,clean,none,confirmed_unscreened,roc_auc,0.8910734358280288,0.0017059087369852,3,3
RADAR,hellinger,0,clean,none,immediate_screened,accuracy,0.6304790508929432,0.0062438795049296,3,3
RADAR,hellinger,0,clean,none,immediate_screened,macro_f1,0.4490151565417521,0.0114863932151079,3,3
RADAR,hellinger,0,clean,none,immediate_screened,macro_recall,0.4432161790172371,0.0144081939235855,3,3
RADAR,hellinger,0,clean,none,immediate_screened,roc_auc,0.870340670378755,0.0082481542661026,3,3
RADAR,hellinger,0,clean,none,immediate_unscreened,accuracy,0.6898660214784407,0.0054101783989703,3,3
RADAR,hellinger,0,clean,none,immediate_unscreened,macro_f1,0.5985075342279997,0.0027848143643965,3,3
RADAR,hellinger,0,clean,none,immediate_unscreened,macro_recall,0.6034744791567624,0.0039691171408471,3,3
RADAR,hellinger,0,clean,none,immediate_unscreened,roc_auc,0.8484257729214905,0.0060909803165619,3,3
RADAR,hellinger,1,instance,moderate,confirmed_screened,accuracy,0.6307419057528229,0.0067678304033671,3,3
RADAR,hellinger,1,instance,moderate,confirmed_screened,macro_f1,0.4454028623157213,0.0176939471139256,3,3
RADAR,hellinger,1,instance,moderate,confirmed_screened,macro_recall,0.4347066685916645,0.0177728388191995,3,3
RADAR,hellinger,1,instance,moderate,confirmed_screened,roc_auc,0.8298297256509023,0.0222629073835936,3,3
RADAR,hellinger,1,instance,moderate,confirmed_unscreened,accuracy,0.6397595027500773,0.0059473509720349,3,3
RADAR,hellinger,1,instance,moderate,confirmed_unscreened,macro_f1,0.4825259409035063,0.0020190773743259,3,3
RADAR,hellinger,1,instance,moderate,confirmed_unscreened,macro_recall,0.4661082468113454,0.0068636312845722,3,3
RADAR,hellinger,1,instance,moderate,confirmed_unscreened,roc_auc,0.8213977161313569,0.0071831066219078,3,3
RADAR,hellinger,1,instance,moderate,immediate_screened,accuracy,0.6281063940506395,0.0199746459716795,3,3
RADAR,hellinger,1,instance,moderate,immediate_screened,macro_f1,0.4385201578627845,0.0308168236612006,3,3
RADAR,hellinger,1,instance,moderate,immediate_screened,macro_recall,0.4220095493652375,0.0349705244883142,3,3
RADAR,hellinger,1,instance,moderate,immediate_screened,roc_auc,0.8443758596493618,0.0128124253453958,3,3
RADAR,hellinger,1,instance,moderate,immediate_unscreened,accuracy,0.6588486806252186,0.0098061079014011,3,3
RADAR,hellinger,1,instance,moderate,immediate_unscreened,macro_f1,0.5317821881029544,0.029886930147689,3,3
RADAR,hellinger,1,instance,moderate,immediate_unscreened,macro_recall,0.524887650799752,0.0215662324145717,3,3
RADAR,hellinger,1,instance,moderate,immediate_unscreened,roc_auc,0.7902438009454542,0.0108209240993441,3,3
RADAR,hellinger,2,instance,severe,confirmed_screened,accuracy,0.6191493557590367,0.012542415059121,3,3
RADAR,hellinger,2,instance,severe,confirmed_screened,macro_f1,0.4408728165377791,0.0223277850085272,3,3
RADAR,hellinger,2,instance,severe,confirmed_screened,macro_recall,0.4245693003127469,0.0285092998802686,3,3
RADAR,hellinger,2,instance,severe,confirmed_screened,roc_auc,0.7791301223890299,0.0203925296060542,3,3
RADAR,hellinger,2,instance,severe,confirmed_unscreened,accuracy,0.6287577691646895,0.0152083692269621,3,3
RADAR,hellinger,2,instance,severe,confirmed_unscreened,macro_f1,0.4680355524638186,0.0135040101869109,3,3
RADAR,hellinger,2,instance,severe,confirmed_unscreened,macro_recall,0.4363795846727987,0.0088849913837298,3,3
RADAR,hellinger,2,instance,severe,confirmed_unscreened,roc_auc,0.7927133450816944,0.0192665914254869,3,3
RADAR,hellinger,2,instance,severe,immediate_screened,accuracy,0.6157076843392013,0.0099618526113002,3,3
RADAR,hellinger,2,instance,severe,immediate_screened,macro_f1,0.4269369809415584,0.040367474045002,3,3
RADAR,hellinger,2,instance,severe,immediate_screened,macro_recall,0.4024581912376421,0.0432885709859636,3,3
RADAR,hellinger,2,instance,severe,immediate_screened,roc_auc,0.8091066684963705,0.0212056136182556,3,3
RADAR,hellinger,2,instance,severe,immediate_unscreened,accuracy,0.6493747339958192,0.0067965507633979,3,3
RADAR,hellinger,2,instance,severe,immediate_unscreened,macro_f1,0.5223230808692239,0.0164528335982601,3,3
RADAR,hellinger,2,instance,severe,immediate_unscreened,macro_recall,0.4988572258519514,0.0042023450772344,3,3
RADAR,hellinger,2,instance,severe,immediate_unscreened,roc_auc,0.778100926901197,0.0100227802431347,3,3
RADAR,hellinger,3,concept,moderate,confirmed_screened,accuracy,0.658199151355852,0.0226584677335515,3,3
RADAR,hellinger,3,concept,moderate,confirmed_screened,macro_f1,0.4882874632979062,0.044976852963448,3,3
RADAR,hellinger,3,concept,moderate,confirmed_screened,macro_recall,0.4906197085894074,0.0401609898581963,3,3
RADAR,hellinger,3,concept,moderate,confirmed_screened,roc_auc,0.8915448879637317,0.0188639544960392,3,3
RADAR,hellinger,3,concept,moderate,confirmed_unscreened,accuracy,0.6666801404268085,0.0027703851924515,3,3
RADAR,hellinger,3,concept,moderate,confirmed_unscreened,macro_f1,0.5080391341614648,0.0101076943334511,3,3
RADAR,hellinger,3,concept,moderate,confirmed_unscreened,macro_recall,0.5141303079224063,0.011214475845842,3,3
RADAR,hellinger,3,concept,moderate,confirmed_unscreened,roc_auc,0.9107932016758312,0.0040298494390242,3,3
RADAR,hellinger,3,concept,moderate,immediate_screened,accuracy,0.6334567266496797,0.014238124103405,3,3
RADAR,hellinger,3,concept,moderate,immediate_screened,macro_f1,0.4716422175716228,0.0108267663859049,3,3
RADAR,hellinger,3,concept,moderate,immediate_screened,macro_recall,0.4707496967045945,0.0041377717350075,3,3
RADAR,hellinger,3,concept,moderate,immediate_screened,roc_auc,0.8716432125368675,0.0102012583271924,3,3
RADAR,hellinger,3,concept,moderate,immediate_unscreened,accuracy,0.690264909997459,0.0227939840911961,3,3
RADAR,hellinger,3,concept,moderate,immediate_unscreened,macro_f1,0.5597571637895487,0.0235921566366974,3,3
RADAR,hellinger,3,concept,moderate,immediate_unscreened,macro_recall,0.5652155310176713,0.0265153344190491,3,3
RADAR,hellinger,3,concept,moderate,immediate_unscreened,roc_auc,0.8996376333349582,0.0217759385573144,3,3
RADAR,hellinger,4,concept,severe,confirmed_screened,accuracy,0.640818085479664,0.0242038622544965,3,3
RADAR,hellinger,4,concept,severe,confirmed_screened,macro_f1,0.4763400595355209,0.0169569349367749,3,3
RADAR,hellinger,4,concept,severe,confirmed_screened,macro_recall,0.4804927509750171,0.0191265931524227,3,3
RADAR,hellinger,4,concept,severe,confirmed_screened,roc_auc,0.8878160570765834,0.0117222705459759,3,3
RADAR,hellinger,4,concept,severe,confirmed_unscreened,accuracy,0.6446587385890691,0.0077744115822956,3,3
RADAR,hellinger,4,concept,severe,confirmed_unscreened,macro_f1,0.4873002724841775,0.011245066982771,3,3
RADAR,hellinger,4,concept,severe,confirmed_unscreened,macro_recall,0.4985382430039926,0.0185019308572628,3,3
RADAR,hellinger,4,concept,severe,confirmed_unscreened,roc_auc,0.8869864163820985,0.0093263375514874,3,3
RADAR,hellinger,4,concept,severe,immediate_screened,accuracy,0.6431715966889641,0.0148319434410058,3,3
RADAR,hellinger,4,concept,severe,immediate_screened,macro_f1,0.4752297723768322,0.0422998131887221,3,3
RADAR,hellinger,4,concept,severe,immediate_screened,macro_recall,0.4825546199337251,0.0396928928100157,3,3
RADAR,hellinger,4,concept,severe,immediate_screened,roc_auc,0.8845161130431526,0.0108016642909627,3,3
RADAR,hellinger,4,concept,severe,immediate_unscreened,accuracy,0.6769772177795504,0.0057668557136818,3,3
RADAR,hellinger,4,concept,severe,immediate_unscreened,macro_f1,0.5296983290052996,0.0216184522881877,3,3
RADAR,hellinger,4,concept,severe,immediate_unscreened,macro_recall,0.5360883705477785,0.0265343316878399,3,3
RADAR,hellinger,4,concept,severe,immediate_unscreened,roc_auc,0.8983971567468035,0.0136621639968085,3,3
RADAR,hellinger,5,splice,moderate,confirmed_screened,accuracy,0.6411444126472282,0.0094683611242092,3,3
RADAR,hellinger,5,splice,moderate,confirmed_screened,macro_f1,0.4659734398405699,0.0131143858042226,3,3
RADAR,hellinger,5,splice,moderate,confirmed_screened,macro_recall,0.455625377868754,0.0269010224952331,3,3
RADAR,hellinger,5,splice,moderate,confirmed_screened,roc_auc,0.8694685764072351,0.0225961695150248,3,3
RADAR,hellinger,5,splice,moderate,confirmed_unscreened,accuracy,0.6602739837611264,0.0130292108994454,3,3
RADAR,hellinger,5,splice,moderate,confirmed_unscreened,macro_f1,0.5322308026885545,0.0274655823307529,3,3
RADAR,hellinger,5,splice,moderate,confirmed_unscreened,macro_recall,0.5263267737747662,0.026632698778299,3,3
RADAR,hellinger,5,splice,moderate,confirmed_unscreened,roc_auc,0.8503947730773183,0.0106569892398891,3,3
RADAR,hellinger,5,splice,moderate,immediate_screened,accuracy,0.635856327964348,0.0277375940896393,3,3
RADAR,hellinger,5,splice,moderate,immediate_screened,macro_f1,0.4855883060131094,0.0269275001163629,3,3
RADAR,hellinger,5,splice,moderate,immediate_screened,macro_recall,0.4695718939145253,0.0336445467611738,3,3
RADAR,hellinger,5,splice,moderate,immediate_screened,roc_auc,0.8343336338875297,0.0269768226400394,3,3
RADAR,hellinger,5,splice,moderate,immediate_unscreened,accuracy,0.651542571932464,0.0080275140698781,3,3
RADAR,hellinger,5,splice,moderate,immediate_unscreened,macro_f1,0.5453857334077002,0.0173889765199751,3,3
RADAR,hellinger,5,splice,moderate,immediate_unscreened,macro_recall,0.5400031784644228,0.0295380918838341,3,3
RADAR,hellinger,5,splice,moderate,immediate_unscreened,roc_auc,0.823830627754958,0.0153618704087436,3,3
RADAR,hellinger,6,splice,severe,confirmed_screened,accuracy,0.6285803224121443,0.0316429342782779,3,3
RADAR,hellinger,6,splice,severe,confirmed_screened,macro_f1,0.4585597412129622,0.0476305582269298,3,3
RADAR,hellinger,6,splice,severe,confirmed_screened,macro_recall,0.4411626735695444,0.042829749366273,3,3
RADAR,hellinger,6,splice,severe,confirmed_screened,roc_auc,0.8550558329143815,0.0177050049748078,3,3
RADAR,hellinger,6,splice,severe,confirmed_unscreened,accuracy,0.6341891815802755,0.0306111638027608,3,3
RADAR,hellinger,6,splice,severe,confirmed_unscreened,macro_f1,0.482199468537262,0.0263282198670485,3,3
RADAR,hellinger,6,splice,severe,confirmed_unscreened,macro_recall,0.4667861413248843,0.033379361177582,3,3
RADAR,hellinger,6,splice,severe,confirmed_unscreened,roc_auc,0.8533041316364489,0.0209972067261364,3,3
RADAR,hellinger,6,splice,severe,immediate_screened,accuracy,0.6439900533861455,0.0038775677142271,3,3
RADAR,hellinger,6,splice,severe,immediate_screened,macro_f1,0.4828419160834229,0.0086005663324084,3,3
RADAR,hellinger,6,splice,severe,immediate_screened,macro_recall,0.465744049147494,0.0137927304744033,3,3
RADAR,hellinger,6,splice,severe,immediate_screened,roc_auc,0.8418292404856952,0.0131933459208502,3,3
RADAR,hellinger,6,splice,severe,immediate_unscreened,accuracy,0.6467270119964069,0.0317525946373288,3,3
RADAR,hellinger,6,splice,severe,immediate_unscreened,macro_f1,0.5383161166249862,0.0470832237128692,3,3
RADAR,hellinger,6,splice,severe,immediate_unscreened,macro_recall,0.5148137784261362,0.0496598784396796,3,3
RADAR,hellinger,6,splice,severe,immediate_unscreened,roc_auc,0.8160468227279037,0.0104258260645827,3,3
RBF,adwin,0,clean,none,confirmed_screened,accuracy,0.6815584366459712,0.0237130152573375,3,3
RBF,adwin,0,clean,none,confirmed_screened,macro_f1,0.6800913876063569,0.0236781232062403,3,3
RBF,adwin,0,clean,none,confirmed_screened,macro_recall,0.6796893979119004,0.0224509647161081,3,3
RBF,adwin,0,clean,none,confirmed_screened,roc_auc,0.8648905511095538,0.0157176479070495,3,3
RBF,adwin,0,clean,none,confirmed_unscreened,accuracy,0.627593271060709,0.048466350573681,3,3
RBF,adwin,0,clean,none,confirmed_unscreened,macro_f1,0.6262548808025309,0.0483393725246581,3,3
RBF,adwin,0,clean,none,confirmed_unscreened,macro_recall,0.6249707855253633,0.0461054793988486,3,3
RBF,adwin,0,clean,none,confirmed_unscreened,roc_auc,0.8387067089122594,0.0281237715831099,3,3
RBF,adwin,0,clean,none,immediate_screened,accuracy,0.5998130040056427,0.0703557830418369,3,3
RBF,adwin,0,clean,none,immediate_screened,macro_f1,0.597111238780129,0.0705836232276997,3,3
RBF,adwin,0,clean,none,immediate_screened,macro_recall,0.5955399049722657,0.0679177910733973,3,3
RBF,adwin,0,clean,none,immediate_screened,roc_auc,0.8180260100648198,0.042800229403445,3,3
RBF,adwin,0,clean,none,immediate_unscreened,accuracy,0.5376003349800552,0.0325621467367519,3,3
RBF,adwin,0,clean,none,immediate_unscreened,macro_f1,0.5317831264588874,0.0294461160199808,3,3
RBF,adwin,0,clean,none,immediate_unscreened,macro_recall,0.5310476168992767,0.0263506385031901,3,3
RBF,adwin,0,clean,none,immediate_unscreened,roc_auc,0.776893248367902,0.0182844982751811,3,3
RBF,adwin,1,instance,moderate,confirmed_screened,accuracy,0.6479113368096933,0.0088963564268039,3,3
RBF,adwin,1,instance,moderate,confirmed_screened,macro_f1,0.6459895695773914,0.0103447177717514,3,3
RBF,adwin,1,instance,moderate,confirmed_screened,macro_recall,0.6460275854280852,0.0094275705846516,3,3
RBF,adwin,1,instance,moderate,confirmed_screened,roc_auc,0.8454426738068309,0.0086450547829545,3,3
RBF,adwin,1,instance,moderate,confirmed_unscreened,accuracy,0.6275242157964835,0.0577245972942144,3,3
RBF,adwin,1,instance,moderate,confirmed_unscreened,macro_f1,0.6251473218018908,0.059096680296077,3,3
RBF,adwin,1,instance,moderate,confirmed_unscreened,macro_recall,0.6234443330102666,0.0588282927659972,3,3
RBF,adwin,1,instance,moderate,confirmed_unscreened,roc_auc,0.8333402795748742,0.0358363146228871,3,3
RBF,adwin,1,instance,moderate,immediate_screened,accuracy,0.6352036332991565,0.0081816000217697,3,3
RBF,adwin,1,instance,moderate,immediate_screened,macro_f1,0.6331758458943133,0.0122189428249098,3,3
RBF,adwin,1,instance,moderate,immediate_screened,macro_recall,0.6328896362830637,0.0131032978864016,3,3
RBF,adwin,1,instance,moderate,immediate_screened,roc_auc,0.8376672951001956,0.0086747523867292,3,3
RBF,adwin,1,instance,moderate,immediate_unscreened,accuracy,0.5417829702801944,0.0377490744315481,3,3
RBF,adwin,1,instance,moderate,immediate_unscreened,macro_f1,0.5362195019156579,0.0307902684347248,3,3
RBF,adwin,1,instance,moderate,immediate_unscreened,macro_recall,0.5345981396795952,0.0285595247481068,3,3
RBF,adwin,1,instance,moderate,immediate_unscreened,roc_auc,0.778267296940527,0.0212938615497974,3,3
RBF,adwin,2,instance,severe,confirmed_screened,accuracy,0.60615939726904,0.0314296231196656,3,3
RBF,adwin,2,instance,severe,confirmed_screened,macro_f1,0.6046000545620331,0.0311809525491506,3,3
RBF,adwin,2,instance,severe,confirmed_screened,macro_recall,0.6042458739476884,0.0294875933124123,3,3
RBF,adwin,2,instance,severe,confirmed_screened,roc_auc,0.8152248683175202,0.0251593979417363,3,3
RBF,adwin,2,instance,severe,confirmed_unscreened,accuracy,0.6211760686773377,0.0377126414706191,3,3
RBF,adwin,2,instance,severe,confirmed_unscreened,macro_f1,0.6184301553821835,0.0395187509011465,3,3
RBF,adwin,2,instance,severe,confirmed_unscreened,macro_recall,0.6180030897232367,0.0380806851544793,3,3
RBF,adwin,2,instance,severe,confirmed_unscreened,roc_auc,0.8277100436858258,0.0264171663654187,3,3
RBF,adwin,2,instance,severe,immediate_screened,accuracy,0.5994158763987733,0.0147644184511997,3,3
RBF,adwin,2,instance,severe,immediate_screened,macro_f1,0.5953918235280019,0.0117821087125196,3,3
RBF,adwin,2,instance,severe,immediate_screened,macro_recall,0.5932212735037704,0.009282423970296,3,3
RBF,adwin,2,instance,severe,immediate_screened,roc_auc,0.8137522048134213,0.0136921944443301,3,3
RBF,adwin,2,instance,severe,immediate_unscreened,accuracy,0.5212896919742885,0.0217489660116064,3,3
RBF,adwin,2,instance,severe,immediate_unscreened,macro_f1,0.5123386124197277,0.0101394023580441,3,3
RBF,adwin,2,instance,severe,immediate_unscreened,macro_recall,0.5124304273247879,0.0095558522023337,3,3
RBF,adwin,2,instance,severe,immediate_unscreened,roc_auc,0.763392330658062,0.0178452333442371,3,3
RBF,adwin,3,concept,moderate,confirmed_screened,accuracy,0.6407631033311773,0.0375998342650599,3,3
RBF,adwin,3,concept,moderate,confirmed_screened,macro_f1,0.6393757614695936,0.0367684041288462,3,3
RBF,adwin,3,concept,moderate,confirmed_screened,macro_recall,0.6401217799550007,0.0366677658468107,3,3
RBF,adwin,3,concept,moderate,confirmed_screened,roc_auc,0.8475312285575615,0.0168874058736338,3,3
RBF,adwin,3,concept,moderate,confirmed_unscreened,accuracy,0.605663916127866,0.0351368223754061,3,3
RBF,adwin,3,concept,moderate,confirmed_unscreened,macro_f1,0.6033941739144184,0.033053411475145,3,3
RBF,adwin,3,concept,moderate,confirmed_unscreened,macro_recall,0.602741884126482,0.0306522538069097,3,3
RBF,adwin,3,concept,moderate,confirmed_unscreened,roc_auc,0.8209386350895556,0.0203087802850168,3,3
RBF,adwin,3,concept,moderate,immediate_screened,accuracy,0.5476770659034039,0.0247984479259589,3,3
RBF,adwin,3,concept,moderate,immediate_screened,macro_f1,0.54228408672165,0.0228071287620378,3,3
RBF,adwin,3,concept,moderate,immediate_screened,macro_recall,0.5414227851156319,0.0193557718552283,3,3
RBF,adwin,3,concept,moderate,immediate_screened,roc_auc,0.781106879455867,0.014514066255567,3,3
RBF,adwin,3,concept,moderate,immediate_unscreened,accuracy,0.5291035904743729,0.0328856177074766,3,3
RBF,adwin,3,concept,moderate,immediate_unscreened,macro_f1,0.5230237442041905,0.0288546974594942,3,3
RBF,adwin,3,concept,moderate,immediate_unscreened,macro_recall,0.5221292011508396,0.0258925759983393,3,3
