state,action,q_value,selected,visits,mean_reward,rejected_fraction,dataset,detector,variant,seed
0,reset,4.566231778696265,False,491,0.5434623217922607,0.5274949083503055,RBF_I,hellinger,alarm,7
1,update,4.904282559440211,True,98,0.5363265306122449,0.2653061224489796,RBF_I,hellinger,alarm,7
1,reset,1.9605601957775889,False,6,0.54,0.6666666666666666,RBF_I,hellinger,alarm,7
0,update,4.5639712435802045,False,1196,0.5687792642140468,0.2583612040133779,RBF_I,hellinger,alarm,17
0,reset,4.615995828192952,True,328,0.5459146341463414,0.5152439024390244,RBF_I,hellinger,alarm,17
1,update,4.783896928795226,True,124,0.547741935483871,0.2580645161290322,RBF_I,hellinger,alarm,17
1,reset,1.5384628390315371,False,4,0.49,0.75,RBF_I,hellinger,alarm,17
0,update,4.560885693217227,True,928,0.5502155172413793,0.271551724137931,RBF_I,hellinger,alarm,27
0,reset,4.454534357484648,False,618,0.5459546925566343,0.5258899676375405,RBF_I,hellinger,alarm,27
1,update,4.807222592583554,True,102,0.52,0.3431372549019608,RBF_I,hellinger,alarm,27
1,reset,1.5026902189340303,False,4,0.5850000000000001,0.75,RBF_I,hellinger,alarm,27
00,update,4.405383011963433,True,904,0.5808185840707966,0.245575221238938,RBF_I,hellinger,alarm_persistence,7
00,reset,4.38951611631045,False,80,0.56575,0.475,RBF_I,hellinger,alarm_persistence,7
01,update,4.7135756828384885,True,504,0.5040079365079366,0.2539682539682539,RBF_I,hellinger,alarm_persistence,7
01,reset,3.871608584929086,False,25,0.5104,0.6,RBF_I,hellinger,alarm_persistence,7
10,update,1.4217794862401394,False,4,0.545,0.0,RBF_I,hellinger,alarm_persistence,7
