stream,detector,arm,host_macro_f1,host_accuracy,poison_admission_rate,clean_withhold_rate,resets,malicious_recall,benign_fpr
RBF_I,adwin,confirmed,0.5366254227865485,0.5418073921093597,0.6552639167369908,0.25439378173618854,1.7142857142857142,,
RBF_I,adwin,error_rule,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,,
RBF_I,adwin,no_reset,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_17,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_37,0.5294388069810314,0.5339193273501825,0.3536898480329604,0.503540109503513,27.74285714285714,,
RBF_I,adwin,q_alarm_47,0.5294388069810314,0.5339193273501825,0.3536898480329604,0.503540109503513,27.74285714285714,,
RBF_I,adwin,q_alarm_7,0.5313886654968206,0.5361083301914786,0.4938110120512306,0.4702680856633253,23.228571428571428,,
RBF_I,adwin,q_alarm_persistence_17,0.5315951931538339,0.5369641520738682,0.613427309219253,0.3470652777653037,5.6571428571428575,,
RBF_I,adwin,q_alarm_persistence_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_persistence_37,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_persistence_47,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,adwin,q_alarm_persistence_7,0.5259856967637785,0.530839199140535,0.4359660136516507,0.4436600853010761,18.714285714285715,,
RBF_I,adwin,selected_map,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,d3_oof,confirmed,0.5427351285105159,0.5470164557477768,0.6953901875392953,0.2354406487115565,0.34285714285714286,,
RBF_I,d3_oof,error_rule,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,,
RBF_I,d3_oof,no_reset,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,d3_oof,q_alarm_17,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,d3_oof,q_alarm_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,d3_oof,q_alarm_37,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,d3_oof,q_alarm_47,0.5294388069810314,0.5339193273501825,0.3536898480329604,0.503540109503513,27.74285714285714,,
RBF_I,d3_oof,q_alarm_7,0.5418243186305108,0.5458454119413447,0.6980760772970381,0.2508044945996933,0.48571428571428577,,
RBF_I,d3_oof,q_alarm_persistence_17,0.5294871106414938,0.5349628966950334,0.4847090324505303,0.3795736388198786,7.314285714285715,,
RBF_I,d3_oof,q_alarm_persistence_27,0.5215862472145901,0.5264378889448712,0.4552236175685802,0.4274127944026157,19.057142857142857,,
RBF_I,d3_oof,q_alarm_persistence_37,0.5215862472145901,0.5264378889448712,0.4552236175685802,0.4274127944026157,19.057142857142857,,
RBF_I,d3_oof,q_alarm_persistence_47,0.5215862472145901,0.5264378889448712,0.4552236175685802,0.4274127944026157,19.057142857142857,,
RBF_I,d3_oof,q_alarm_persistence_7,0.5377077433428238,0.5419419409420908,0.6934612815002766,0.24233543274179445,0.2285714285714286,,
RBF_I,d3_oof,selected_map,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,confirmed,0.5283252562122028,0.5335324115175809,0.6743214840720988,0.25634757007675807,2.4,,
RBF_I,hddm_w,error_rule,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,,
RBF_I,hddm_w,no_reset,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,q_alarm_17,0.5285074514323511,0.5334086224644626,0.36225100180333003,0.453231811499284,18.2,,
RBF_I,hddm_w,q_alarm_27,0.5277766703338681,0.5326585069104325,0.5729616122700155,0.39666651398955244,11.142857142857142,,
RBF_I,hddm_w,q_alarm_37,0.5277766703338681,0.5326585069104325,0.5729616122700155,0.39666651398955244,11.142857142857142,,
RBF_I,hddm_w,q_alarm_47,0.5294388069810314,0.5339193273501825,0.3536898480329604,0.503540109503513,27.74285714285714,,
RBF_I,hddm_w,q_alarm_7,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,q_alarm_persistence_17,0.5288613338435364,0.5343484121831797,0.5048405274376772,0.3549266702187382,5.028571428571429,,
RBF_I,hddm_w,q_alarm_persistence_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,q_alarm_persistence_37,0.5142151568132942,0.5195598914388793,0.6199324567982248,0.34579904249356896,7.257142857142857,,
RBF_I,hddm_w,q_alarm_persistence_47,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,q_alarm_persistence_7,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hddm_w,selected_map,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,confirmed,0.5374784137416396,0.542059210570544,0.667214725088399,0.25954848866374197,1.3714285714285717,,
RBF_I,hellinger,error_rule,0.5294746960413691,0.5349573750121733,0.48443351176312954,0.3807924420399266,7.371428571428572,,
RBF_I,hellinger,no_reset,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_17,0.5290106344910084,0.5334880672403274,0.3561601269610269,0.5039270416878014,27.457142857142856,,
RBF_I,hellinger,q_alarm_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_37,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_47,0.5290106344910084,0.5334880672403274,0.3561601269610269,0.5039270416878014,27.457142857142856,,
RBF_I,hellinger,q_alarm_7,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_persistence_17,0.5296835765011189,0.5352849613277956,0.5112980301574795,0.36558702998974696,7.257142857142857,,
RBF_I,hellinger,q_alarm_persistence_27,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_persistence_37,0.5210350306264633,0.5258636494044141,0.45588613930388844,0.42663701559239314,18.657142857142855,,
RBF_I,hellinger,q_alarm_persistence_47,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
RBF_I,hellinger,q_alarm_persistence_7,0.5220192249943113,0.5269284477969689,0.6568212557460213,0.2651203682800814,2.257142857142857,,
RBF_I,hellinger,selected_map,0.5382632430967099,0.5425691723854149,0.724690033606028,0.22938260383460848,0.0,,
SEA_A,adwin,confirmed,0.8962047255091937,0.9050593014125837,0.6472107799548469,0.3107522061078275,1.2857142857142858,,
SEA_A,adwin,error_rule,0.8995534677633302,0.9081426066124928,0.4284687153248141,0.48139911134127183,5.571428571428571,,
SEA_A,adwin,no_reset,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,adwin,q_alarm_17,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,adwin,q_alarm_27,0.902098016800356,0.9105915337368551,0.5306648394488886,0.3799534370723786,29.62857142857143,,
SEA_A,adwin,q_alarm_37,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,adwin,q_alarm_47,0.902098016800356,0.9105915337368551,0.5306648394488886,0.3799534370723786,29.62857142857143,,
SEA_A,adwin,q_alarm_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,adwin,q_alarm_persistence_17,0.8930017494841195,0.9023931109249015,0.5467979278960694,0.3563161254057755,3.0285714285714285,,
SEA_A,adwin,q_alarm_persistence_27,0.9002847075766842,0.9090431716635768,0.5349151353821195,0.37354451026893415,26.542857142857144,,
SEA_A,adwin,q_alarm_persistence_37,0.8990308290858733,0.9077872306172774,0.5118118342418619,0.4293235720005682,3.942857142857143,,
SEA_A,adwin,q_alarm_persistence_47,0.9002847075766842,0.9090431716635768,0.5349151353821195,0.37354451026893415,26.542857142857144,,
SEA_A,adwin,q_alarm_persistence_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,adwin,selected_map,0.8991737100979875,0.9078699090730024,0.38154088306562767,0.503269889803387,8.085714285714285,,
SEA_A,d3_oof,confirmed,0.8895782491873595,0.8996449429485447,0.7505368898038703,0.2169501242918474,0.2285714285714286,,
SEA_A,d3_oof,error_rule,0.8995534677633302,0.9081426066124928,0.4284687153248141,0.48139911134127183,5.571428571428571,,
SEA_A,d3_oof,no_reset,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_17,0.9006195794353545,0.9092605164609481,0.44790695696545035,0.42450272966664876,32.857142857142854,,
SEA_A,d3_oof,q_alarm_27,0.9006195794353545,0.9092605164609481,0.44790695696545035,0.42450272966664876,32.857142857142854,,
SEA_A,d3_oof,q_alarm_37,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_47,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_persistence_17,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_persistence_27,0.9002996054259943,0.9090587180159403,0.5152304829282409,0.3911571110074567,28.400000000000002,,
SEA_A,d3_oof,q_alarm_persistence_37,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,q_alarm_persistence_47,0.9002996054259943,0.9090587180159403,0.5152304829282409,0.3911571110074567,28.400000000000002,,
SEA_A,d3_oof,q_alarm_persistence_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,d3_oof,selected_map,0.8995439463827161,0.9081382464619959,0.4259094431646182,0.48057381730248416,5.428571428571429,,
SEA_A,hddm_w,confirmed,0.8953593244938381,0.9043291700405193,0.6670415244065274,0.2863901883052563,1.2,,
SEA_A,hddm_w,error_rule,0.8995534677633302,0.9081426066124928,0.4284687153248141,0.48139911134127183,5.571428571428571,,
SEA_A,hddm_w,no_reset,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hddm_w,q_alarm_17,0.9006195794353545,0.9092605164609481,0.44790695696545035,0.42450272966664876,32.857142857142854,,
SEA_A,hddm_w,q_alarm_27,0.9025984525283653,0.9111107725181883,0.525315522136353,0.38676407821620007,28.942857142857147,,
SEA_A,hddm_w,q_alarm_37,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hddm_w,q_alarm_47,0.9025984525283653,0.9111107725181883,0.525315522136353,0.38676407821620007,28.942857142857147,,
SEA_A,hddm_w,q_alarm_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hddm_w,q_alarm_persistence_17,0.9002996054259943,0.9090587180159403,0.5152304829282409,0.3911571110074567,28.400000000000002,,
SEA_A,hddm_w,q_alarm_persistence_27,0.9008891344550108,0.9096248393797942,0.5457611817673284,0.3713978483358683,25.542857142857144,,
SEA_A,hddm_w,q_alarm_persistence_37,0.8991102488550282,0.907850539611785,0.5313084978871586,0.41629853630900965,4.0,,
SEA_A,hddm_w,q_alarm_persistence_47,0.9008891344550108,0.9096248393797942,0.5457611817673284,0.3713978483358683,25.542857142857144,,
SEA_A,hddm_w,q_alarm_persistence_7,0.8944579226044203,0.9035390118309623,0.5916205717772888,0.31575570535825775,1.3142857142857145,,
SEA_A,hddm_w,selected_map,0.9025984525283653,0.9111107725181883,0.525315522136353,0.38676407821620007,28.942857142857147,,
SEA_A,hellinger,confirmed,0.8918737474748941,0.9014435281515165,0.7306241992256624,0.2273160787426549,0.5714285714285714,,
SEA_A,hellinger,error_rule,0.8995534677633302,0.9081426066124928,0.4284687153248141,0.48139911134127183,5.571428571428571,,
SEA_A,hellinger,no_reset,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hellinger,q_alarm_17,0.8963849468838551,0.9053794850524205,0.5880915618620163,0.3492439110323753,2.8000000000000003,,
SEA_A,hellinger,q_alarm_27,0.9006666360773179,0.9093047743787156,0.44593901472669084,0.4247698811834534,32.714285714285715,,
SEA_A,hellinger,q_alarm_37,0.9006666360773179,0.9093047743787156,0.44593901472669084,0.4247698811834534,32.714285714285715,,
SEA_A,hellinger,q_alarm_47,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hellinger,q_alarm_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hellinger,q_alarm_persistence_17,0.9002996054259943,0.9090587180159403,0.5152304829282409,0.3911571110074567,28.400000000000002,,
SEA_A,hellinger,q_alarm_persistence_27,0.9002480569947651,0.9090064064180913,0.5163814626855396,0.3901097152996587,28.314285714285713,,
SEA_A,hellinger,q_alarm_persistence_37,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hellinger,q_alarm_persistence_47,0.9002480569947651,0.9090064064180913,0.5163814626855396,0.3901097152996587,28.314285714285713,,
SEA_A,hellinger,q_alarm_persistence_7,0.8893060094360855,0.899411015046615,0.7522696801647379,0.21337189953647506,0.0,,
SEA_A,hellinger,selected_map,0.9002834005315384,0.9088454374050386,0.4496752452850647,0.4685730357199815,7.057142857142857,,
radar,adwin,confirmed,0.45335902717572846,0.5981558421325655,0.8272763952453276,0.17370137964212792,9.62857142857143,0.6871396082247755,0.20945839263652166
radar,adwin,error_rule,0.4566523376648239,0.5890049293249734,0.6054622891275758,0.3694514338124212,30.771428571428572,0.7088334452508718,0.26400178170791067
radar,adwin,no_reset,0.44308591096995276,0.6438080459209882,0.8657000947770106,0.13052753994793917,0.0,0.7451208333775757,0.10891157769097307
radar,adwin,q_alarm_17,0.4750779490097865,0.6091138594376542,0.7168432087380204,0.2957869985751139,30.428571428571427,0.7245268782184164,0.23380009655562356
radar,adwin,q_alarm_27,0.4750779490097865,0.6091138594376542,0.7168432087380204,0.2957869985751139,30.428571428571427,0.7245268782184164,0.23380009655562356
radar,adwin,q_alarm_37,0.43899156352103186,0.5785324609422967,0.5620971237160446,0.4040906491466106,46.05714285714286,0.6706576656283529,0.2629304403381555
radar,adwin,q_alarm_47,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,adwin,q_alarm_7,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,adwin,q_alarm_persistence_17,0.44694123572617733,0.5950646959812388,0.7652500662902945,0.24636362213764726,15.971428571428572,0.7177723113296617,0.20930611047888537
radar,adwin,q_alarm_persistence_27,0.4566523376648239,0.5890049293249734,0.6054622891275758,0.3694514338124212,30.771428571428572,0.7088334452508718,0.26400178170791067
radar,adwin,q_alarm_persistence_37,0.43899156352103186,0.5785324609422967,0.5620971237160446,0.4040906491466106,46.05714285714286,0.6706576656283529,0.2629304403381555
radar,adwin,q_alarm_persistence_47,0.44694123572617733,0.5950646959812388,0.7652500662902945,0.24636362213764726,15.971428571428572,0.7177723113296617,0.20930611047888537
radar,adwin,q_alarm_persistence_7,0.44694123572617733,0.5950646959812388,0.7652500662902945,0.24636362213764726,15.971428571428572,0.7177723113296617,0.20930611047888537
radar,adwin,selected_map,0.457152606074332,0.6142278532871546,0.7759159788920428,0.23246691411876078,8.77142857142857,0.7126571814214504,0.19533998052294935
radar,d3_oof,confirmed,0.45603217761173703,0.6340934774646246,0.8445646801917835,0.1475861336616114,1.6285714285714286,0.7328037577706434,0.13734295574794855
radar,d3_oof,error_rule,0.4566523376648239,0.5890049293249734,0.6054622891275758,0.3694514338124212,30.771428571428572,0.7088334452508718,0.26400178170791067
radar,d3_oof,no_reset,0.44308591096995276,0.6438080459209882,0.8657000947770106,0.13052753994793917,0.0,0.7451208333775757,0.10891157769097307
radar,d3_oof,q_alarm_17,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_27,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_37,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_47,0.44308591096995276,0.6438080459209882,0.8657000947770106,0.13052753994793917,0.0,0.7451208333775757,0.10891157769097307
radar,d3_oof,q_alarm_7,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_persistence_17,0.4557917411914572,0.5910196482667579,0.6173665388044899,0.37578646390407133,44.68571428571429,0.68543621428623,0.246568504738454
radar,d3_oof,q_alarm_persistence_27,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_persistence_37,0.4482585795150827,0.5746596164518266,0.5288084697241634,0.45349786543030585,78.42857142857143,0.6728763404790824,0.29269039326838175
radar,d3_oof,q_alarm_persistence_47,0.44308591096995276,0.6438080459209882,0.8657000947770106,0.13052753994793917,0.0,0.7451208333775757,0.10891157769097307
radar,d3_oof,q_alarm_persistence_7,0.4557917411914572,0.5910196482667579,0.6173665388044899,0.37578646390407133,44.68571428571429,0.68543621428623,0.246568504738454
radar,d3_oof,selected_map,0.4565986256609524,0.5889644484117239,0.6054622891275758,0.3694514338124212,30.74285714285714,0.7095197843877131,0.2641351747022457
radar,hddm_w,confirmed,0.44626316560247303,0.5944783884086356,0.8270009834094901,0.17819767568753905,9.200000000000001,0.6780072255751212,0.20348080043857508
radar,hddm_w,error_rule,0.4566523376648239,0.5890049293249734,0.6054622891275758,0.3694514338124212,30.771428571428572,0.7088334452508718,0.26400178170791067
