epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,radar__training__splice__moderate__a0,47,d3_oof,radar,191.66,229900,4,2,0.1
0,radar__training__clean__none__aNone,47,d3_oof,radar,188.78,229900,5,2,0.1
0,radar__training__instance__severe__a0,47,d3_oof,radar,190.02,229900,9,2,0.1
0,radar__training__concept__severe__a0,47,d3_oof,radar,190.04,229900,122,2,0.1
0,radar__training__instance__moderate__a0,47,d3_oof,radar,200.06,229900,120,2,0.1
0,radar__training__concept__moderate__a0,47,d3_oof,radar,193.38,229900,80,2,0.1
0,radar__training__splice__severe__a0,47,d3_oof,radar,189.32,229900,42,2,0.1
1,radar__training__clean__none__aNone,47,d3_oof,radar,195.3,229900,9,2,0.1
1,radar__training__instance__moderate__a0,47,d3_oof,radar,197.84,229900,137,2,0.1
1,radar__training__splice__moderate__a0,47,d3_oof,radar,187.72,229900,88,2,0.1
1,radar__training__splice__severe__a0,47,d3_oof,radar,184.28,229900,77,2,0.1
1,radar__training__concept__moderate__a0,47,d3_oof,radar,194.35999999999999,229900,3,2,0.1
1,radar__training__concept__severe__a0,47,d3_oof,radar,191.3,229900,123,2,0.1
1,radar__training__instance__severe__a0,47,d3_oof,radar,190.78,229900,125,2,0.1
2,radar__training__clean__none__aNone,47,d3_oof,radar,193.82,229900,9,2,0.1
2,radar__training__splice__moderate__a0,47,d3_oof,radar,185.64,229900,142,2,0.1
2,radar__training__splice__severe__a0,47,d3_oof,radar,184.16,229900,119,2,0.1
2,radar__training__concept__moderate__a0,47,d3_oof,radar,193.14,229900,10,2,0.1
2,radar__training__instance__moderate__a0,47,d3_oof,radar,199.68,229900,137,2,0.1
2,radar__training__instance__severe__a0,47,d3_oof,radar,191.9,229900,136,2,0.1
2,radar__training__concept__severe__a0,47,d3_oof,radar,188.54,229900,3,2,0.1
3,radar__training__instance__moderate__a0,47,d3_oof,radar,197.9,229900,140,2,0.1
3,radar__training__instance__severe__a0,47,d3_oof,radar,193.38,229900,144,2,0.1
3,radar__training__concept__severe__a0,47,d3_oof,radar,193.14,229900,4,2,0.1
3,radar__training__clean__none__aNone,47,d3_oof,radar,189.8,229900,101,2,0.1
3,radar__training__splice__severe__a0,47,d3_oof,radar,181.48,229900,106,2,0.1
3,radar__training__concept__moderate__a0,47,d3_oof,radar,191.86,229900,5,2,0.1
3,radar__training__splice__moderate__a0,47,d3_oof,radar,184.04,229900,92,2,0.1
