stream,mode,level,base_seed,attack_seed,attack_assignment,base_key,condition,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,filter_poison_recall,filter_legitimate_rejection,detector,filter,filter_seed,status,folder,host_macro_f1_no_reset,host_accuracy_no_reset,poison_admission_rate_no_reset,clean_withhold_rate_no_reset,resets_no_reset,training_visits_no_reset,malicious_recall_no_reset,benign_fpr_no_reset,host_macro_f1_reset_difference,host_accuracy_reset_difference,poison_admission_rate_reset_difference,clean_withhold_rate_reset_difference,resets_reset_difference,training_visits_reset_difference,malicious_recall_reset_difference,benign_fpr_reset_difference
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,1813.0,60000.0,58845,47809.0,5495.0,2,2.57707279198803,False,3000.0,confirmed,True,56050,0.5615165031222124,0.5530429271338739,0,0,,56050,11935,0.21293487957181087,,,,0.032346119536128454,adwin,learned_features_label,17.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_label_seed_17,0.560417692807385,0.5663336306868867,,0.22925958965209633,0,55187,,,-0.00737476567351103,-0.0048171275646743394,,-0.016324710080285465,2,3658,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,1352.0,60000.0,66760,44510.0,11114.0,4,2.643796124990331,False,3000.0,confirmed,True,56050,0.5427653880463872,0.5349433578212588,0,0,,56050,15280,0.2726137377341659,,,,0.024121320249776985,adwin,learned_features_label,27.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_label_seed_27,0.553406064092776,0.55985727029438,,0.12344335414808207,0,55648,,,-0.01846270627151725,-0.01709188224799285,,0.14917038358608387,4,11112,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,1455.0,60000.0,59253,43510.0,5546.0,2,2.480261166987475,True,3000.0,confirmed,True,56050,0.5611953612845674,0.5520770257930655,0,0,,56050,15347,0.2738090990187333,,,,0.025958965209634255,adwin,learned_features_label,37.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_label_seed_37,0.5650457177692249,0.5698126672613738,,0.22438893844781446,0,55545,,,-0.012968691976159352,-0.008617305976806433,,0.04942016057091883,2,3708,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,1619.0,60000.0,59050,50725.0,5514.0,2,2.598984667012701,False,3000.0,confirmed,True,56050,0.5629616413916146,0.5547838539002405,0,0,,56050,9024,0.16099910793933989,,,,0.02888492417484389,adwin,learned_features_label,47.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_label_seed_47,0.5309820633998088,0.5357894736842105,,0.2761106155218555,0,55381,,,0.02380179050043174,0.02717216770740416,,-0.11511150758251562,2,3669,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,1706.0,60000.0,62660,45159.0,2753.0,1,2.6904850830032956,False,3000.0,confirmed,True,56050,0.5670472792149867,0.5618682444429347,0,0,,56050,12761,0.22767172167707403,,,,0.030437109723461194,adwin,learned_features_label,7.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_label_seed_7,0.5844489504068859,0.5873684210526315,,0.17855486173059767,0,55294,,,-0.02258070596395123,-0.020321141837644885,,0.049116859946476354,1,7366,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,3691.0,60000.0,58634,43606.0,5344.0,2,2.4909131670137867,False,3000.0,confirmed,True,56050,0.5586619090098127,0.5547213446947653,0,0,,56050,16050,0.2863514719000892,,,,0.06585191793041927,adwin,learned_features,17.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_seed_17,0.5259131143770266,0.528849241748439,,0.224157002676182,0,53309,,,0.028808230317738714,0.02981266726137377,,0.0621944692239072,2,5325,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,2385.0,60000.0,58281,47339.0,5485.0,2,2.545234791992698,False,3000.0,confirmed,True,56050,0.5596074933095451,0.5531786882914576,0,0,,56050,12416,0.2215165031222123,,,,0.04255129348795718,adwin,learned_features,27.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_seed_27,0.5601404154263752,0.5658340767172167,,0.2695985727029438,0,54615,,,-0.006961727134917606,-0.006226583407671682,,-0.048082069580731496,2,3666,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,3575.0,60000.0,58767,45387.0,2679.0,1,2.665416791976895,False,3000.0,confirmed,True,56050,0.5656735057983943,0.5621327683992918,0,0,,56050,13393,0.23894736842105263,,,,0.06378233719892953,adwin,learned_features,37.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_seed_37,0.555145987928708,0.5586619090098127,,0.2550223015165031,0,53425,,,0.006986780470583875,0.007011596788581542,,-0.016074933095450494,1,5342,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,3124.0,60000.0,59290,47587.0,5386.0,2,2.4839710000087507,True,3000.0,confirmed,True,56050,0.5386440677966101,0.5318820189168865,0,0,,56050,13011,0.23213202497769847,,,,0.055735950044603036,adwin,learned_features,47.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_seed_47,0.5420976861444367,0.5489027653880464,,0.22990187332738626,0,53876,,,-0.010215667227550185,-0.010258697591436272,,0.0022301516503122065,2,5414,,
RBF_I,clean,none,115.0,,,RBF_I__s115,RBF_I__s115__clean__none,4841.0,60000.0,55672,45293.0,5262.0,2,2.4058369579724967,False,3000.0,confirmed,True,56050,0.5608563782337199,0.5569159798783466,0,0,,56050,15220,0.2715432649420161,,,,0.0863693131132917,adwin,learned_features,7.0,complete,results/per_dataset_study/filters/runs/RBF_I/adwin/RBF_I__s115__clean__none/learned_features_seed_7,0.53507263739252,0.5392685102586976,,0.2726672613737734,0,52159,,,0.021843342485826645,0.021587867975022323,,-0.0011239964317573126,2,3513,,
