stream,repetition,input_seed,mode,level,condition,shared_clean_reference,within_dataset_weight,dataset_weight,input_rows,base_seed,attack_seed,attack_assignment,base_key,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,filter_poison_recall,filter_legitimate_rejection,detector,filter,filter_seed,status,folder
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2738.0,60000.0,54262,49756.0,0.0,0,0.9691205419949256,False,3000.0,confirmed,True,56050,0.8964674397859055,0.8864538757396143,0,0,,56050,7244,0.1292417484388938,,,,0.0488492417484388,d3_oof,learned_features,37.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/learned_features_seed_37
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2811.0,60000.0,54189,46026.0,0.0,0,0.9635217920003925,False,3000.0,confirmed,True,56050,0.8941302408563783,0.8836746526584551,0,0,,56050,10974,0.1957894736842105,,,,0.0501516503122212,d3_oof,learned_features,47.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/learned_features_seed_47
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,2847.0,60000.0,54153,46937.0,0.0,0,0.9215776250057388,False,3000.0,confirmed,True,56050,0.896057091882248,0.8858480812889026,0,0,,56050,10063,0.179536128456735,,,,0.0507939339875111,d3_oof,learned_features,7.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/learned_features_seed_7
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,,,57000,,,0,1.0601231249893317,,,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,none,,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/none
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.034729500010144,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,oracle_blocks,,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/oracle_blocks
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.02307545801159,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,oracle_rows,,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/oracle_rows
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0073594159912318,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_blocks,17.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_blocks_seed_17
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0142613339994568,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_blocks,27.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_blocks_seed_27
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,0.9946414580044802,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_blocks,37.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_blocks_seed_37
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,0.9957395409874152,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_blocks,47.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_blocks_seed_47
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.008424874977209,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_blocks,7.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_blocks_seed_7
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.048299499991117,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_rows,17.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_rows_seed_17
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0299520829867106,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_rows,27.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_rows_seed_27
SEA_A,1,115,clean,none,SEA_A__s115__clean__none,False,0.02857142857142857,0.3333333333333333,60000,115.0,,,SEA_A__s115,0.0,60000.0,57000,54150.0,0.0,0,1.0340785419975873,True,3000.0,confirmed,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.0508474576271186,,,,0.0,d3_oof,random_rows,37.0,complete,results/per_dataset_study/filters/runs/SEA_A/d3_oof/SEA_A__s115__clean__none/random_rows_seed_37
