condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_inference_seconds,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,total_seconds,scored_resets,accuracy_no_filter,macro_f1_no_filter,macro_recall_no_filter,roc_auc_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,scored_resets_no_filter,total_seconds_no_filter,accuracy_difference,macro_f1_difference,macro_recall_difference,roc_auc_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference,filter_poison_recall_difference,filter_legitimate_rejection_difference,scored_resets_difference,total_seconds_difference
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,adwin,learned_features,1000,200943,0.6496618444036368,0.6497814173130726,0.650168327595519,0.6496755931500366,,,,0.8547323094945973,0.6985841961024423,0.5582891004577751,0.2380077932548036,0.0598196983739152,0.0446096654275092,0.8061170000000857,11094,250000,246252,174847,2703,1,38.87139933300023,True,12500,confirmed,True,39.67751633300031,1,0.6327764589958347,0.632584601078552,0.6326623182698843,0.8471672690555195,0.6200185356811863,0.23996854829479,0.0,0.0,1,40.415403541999694,0.016885385407802156,0.01709099207148468,0.01750600932563473,0.007565040439077797,-0.06172943522341112,-0.0019607550399864115,0.0598196983739152,0.0446096654275092,0,-0.737887208999382
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,adwin,learned_features_label,1000,200943,0.6677067626142738,0.6682021618415492,0.6673942215610716,0.6675318468066074,,,,0.8590471247958111,0.7089713797196625,0.7059847782739349,0.2048889486073165,0.0290111494930772,0.0148748650114709,0.9040556669988292,4022,250000,257750,186793,5601,2,50.42435820800165,True,12500,confirmed,True,51.32841387500048,2,0.6327764589958347,0.632584601078552,0.6326623182698843,0.8471672690555195,0.6200185356811863,0.23996854829479,0.0,0.0,1,40.415403541999694,0.034930303618439074,0.03494724572805541,0.03473190329118736,0.0118798557402916,0.08596624259274865,-0.03507959968747351,0.0290111494930772,0.0148748650114709,1,10.913010333000784
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,none,1000,200943,0.6012849415008236,0.6030118381015275,0.60312711223386,0.6002184901424314,,,,0.8260210537468539,0.6398437604037678,0.6237537562838767,0.3304568957366019,0.0,0.0,0.0,0,250000,283100,167200,17100,6,39.59974233400135,False,12500,confirmed,True,39.59974233400135,6,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,oracle_rows,1000,200943,0.5886744002030426,0.5893614821946799,0.5899602001674795,0.5876682232574921,,,,0.8208528139479838,0.6266989777050427,0.0,0.2994580552694048,1.0,0.0,0.0,35607,250000,224895,148386,15206,6,31.2394215839995,False,12500,confirmed,True,31.2394215839995,6,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,-0.012610541297780942,-0.01255026688493932,-0.013166912066380432,-0.005168239798870045,-0.6237537562838767,-0.030998840467197142,1.0,0.0,0,-8.360320750001847
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,random_rows,1000,200943,0.5997173327759613,0.5995926965654123,0.6004426580406077,0.5994700007368604,,,,0.8248185372553621,0.6335508374939558,0.5331535933945573,0.367323071716855,0.148257365124835,0.1509283727226129,0.0,35607,250000,239114,157570,16966,7,19.65371370899993,True,12500,confirmed,True,19.65371370899993,7,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,-0.0015676087248622794,-0.00074848940557104,-0.0026844541932522503,-0.001202516491491723,-0.09060016288931949,0.0368661759802531,0.148257365124835,0.1509283727226129,1,-19.946028625001418
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,oracle_blocks,1000,200943,0.5745908043574546,0.5745389493977167,0.5758646764819353,0.5741152096198296,,,,0.810932986241141,0.6038877366583818,0.0,0.5035905704602798,1.0,0.2955713809388732,0.0,95000,250000,157700,108300,14250,5,15.38155241700042,False,12500,confirmed,True,15.38155241700042,5,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,-0.02669413714336899,-0.0261032805226018,-0.027262435751924663,-0.015088067505712899,-0.6237537562838767,0.17313367472367786,1.0,0.2955713809388732,-1,-24.218189917000927
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,random_blocks,1000,200943,0.6244357852724405,0.6263394740359453,0.6258060525718926,0.6244159288580418,,,,0.8342255729483865,0.65275343372854,0.5072317240991939,0.5461946920270923,0.3679894402785969,0.4075633388572879,0.0,95000,250000,142500,110200,0,0,18.804738000000725,True,12500,confirmed,True,18.804738000000725,0,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,0.023150843771616914,0.02419743871561031,0.022678940338032638,0.008204519201532645,-0.11652203218468282,0.21573779629049034,0.3679894402785969,0.4075633388572879,-6,-20.795004334000623
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features,1000,200943,0.5790448037503173,0.5789283087787721,0.5800021929784833,0.5786142117018291,,,,0.8098642922753125,0.5998898911285973,0.5381806948072009,0.383526671742733,0.0598196983739152,0.0446096654275092,0.8061170000000857,11094,250000,267986,156653,24468,9,19.194104457999856,True,12500,confirmed,True,20.000221457999945,9,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,-0.02224013775050626,-0.02160427844060231,-0.02312491925537663,-0.016156761471541325,-0.08557306147667587,0.05306977600613111,0.0598196983739152,0.0446096654275092,3,-19.599520876001403
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features_label,1000,200943,0.6060524626386588,0.6073111111338166,0.6071584275050504,0.6057249730551328,,,,0.825393416242954,0.6318733064428065,0.6144578313253012,0.3374986936593959,0.0290111494930772,0.0148748650114709,0.9040556669988292,4022,250000,276342,163395,13937,5,20.391277833999993,True,12500,confirmed,True,21.295333500998822,5,0.6012849415008236,0.6002184901424314,0.60312711223386,0.8260210537468539,0.6237537562838767,0.3304568957366019,0.0,0.0,6,39.59974233400135,0.0047675211378351845,0.005506482912701394,0.004031315271190494,-0.000627637503899825,-0.009295924958575563,0.007041797922793969,0.0290111494930772,0.0148748650114709,-1,-18.304408833002526
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,none,1000,200943,0.6430330989385049,0.6445186448378826,0.6425723275793048,0.6430179555487596,,,,0.8496538248923584,0.6925993661364351,0.6778161597438705,0.2738488028943531,0.0,0.0,0.0,0,250000,247000,171000,0,0,24.95020670899976,False,12500,confirmed,True,24.95020670899976,0,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,oracle_rows,1000,200943,0.6567335015402378,0.6581279841689104,0.6564342312972847,0.6568557231917774,,,,0.85848777539752,0.7031531252524605,0.0,0.2300105004901887,1.0,0.0,0.0,35607,250000,207355,155674,0,0,23.8499448750008,False,12500,confirmed,True,23.8499448750008,0,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,0.013700402601732886,0.013837767643017806,0.013861903717979907,0.008833950505161559,-0.6778161597438705,-0.04383830240416439,1.0,0.0,0,-1.1002618339989603
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,random_rows,1000,200943,0.653513682984727,0.6529993132358014,0.6533659223797323,0.6529251040759451,,,,0.8543233194715248,0.7040167862809453,0.556884882186087,0.351283697366915,0.148257365124835,0.1509283727226129,0.0,35607,250000,216443,152751,4880,2,21.09252554199884,False,12500,confirmed,True,21.09252554199884,2,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,0.010480584046222097,0.009907148527185439,0.01079359480042752,0.004669494579166433,-0.12093127755778355,0.07743489447256191,0.148257365124835,0.1509283727226129,2,-3.857681167000923
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,oracle_blocks,1000,200943,0.6084859885639211,0.6092612861560633,0.6097773715979605,0.6079108820893784,,,,0.8275610349549014,0.6440031323805151,0.0,0.4799520261964836,1.0,0.2955713809388732,0.0,95000,250000,152000,107350,5700,2,17.111523249999664,False,12500,confirmed,True,17.111523249999664,2,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,-0.0345471103745838,-0.035107073459381244,-0.0327949559813443,-0.022092789937457002,-0.6778161597438705,0.2061032233021305,1.0,0.2955713809388732,2,-7.838683459000098
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,random_blocks,1000,200943,0.6244357852724405,0.6263394740359453,0.6258060525718926,0.6244159288580418,,,,0.8342255729483865,0.65275343372854,0.5072317240991939,0.5461946920270923,0.3679894402785969,0.4075633388572879,0.0,95000,250000,142500,110200,0,0,17.546338000000105,False,12500,confirmed,True,17.546338000000105,0,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,-0.01859731366606443,-0.018602026690717866,-0.016766275007412235,-0.015428251943971905,-0.17058443564467662,0.27234588913273916,0.3679894402785969,0.4075633388572879,0,-7.403868708999656
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,learned_features,1000,200943,0.6603613960177762,0.6617899803708753,0.6603397293645634,0.6606501892904585,,,,0.8589034160855515,0.7098940491950352,0.6940770073300194,0.1896707026370662,0.0598196983739152,0.0446096654275092,0.8061170000000857,11094,250000,237228,188494,0,0,26.001028374999805,False,12500,confirmed,True,26.80714537499989,0,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,0.017328297079271304,0.017632233741698866,0.017767401785258596,0.00924959119319313,0.016260847586148874,-0.08417810025728689,0.0598196983739152,0.0446096654275092,0,1.8569386660001292
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,hellinger,learned_features_label,1000,200943,0.6810189954365168,0.6847121198037024,0.6808108798193897,0.6814416210491304,,,,0.8681860229387893,0.7269231366907556,0.7560311174769007,0.2182111345008286,0.0290111494930772,0.0148748650114709,0.9040556669988292,4022,250000,242813,184965,0,0,25.263328959001228,False,12500,confirmed,True,26.167384626000057,0,0.6430330989385049,0.6430179555487596,0.6425723275793048,0.8496538248923584,0.6778161597438705,0.2738488028943531,0.0,0.0,0,24.95020670899976,0.03798589649801187,0.038423665500370796,0.03823855224008488,0.018532198046430914,0.07821495773303011,-0.05563766839352449,0.0290111494930772,0.0148748650114709,0,1.2171779170002957
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,none,1000,200943,0.6384198504053388,0.6391453997386385,0.6387257275496483,0.6384645029108758,,,,0.850062424926453,0.6858392025721547,0.6407167130058696,0.2294531284991266,0.0,0.0,0.0,0,250000,243200,180500,2850,1,21.36093962499945,True,12500,confirmed,True,21.36093962499945,1,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,oracle_rows,1000,200943,0.6574899349566793,0.6589878937782323,0.6573295511437407,0.6577614856100149,,,,0.8601831374312658,0.7082404377666037,0.0,0.2335687234688443,1.0,0.0,0.0,35607,250000,205693,154959,0,0,24.666286542000307,False,12500,confirmed,True,24.666286542000307,0,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.019070084551340516,0.019296982699139154,0.018603823594092406,0.010120712504812834,-0.6407167130058696,0.004115594969717695,1.0,0.0,-1,3.3053469170008576
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,random_rows,1000,200943,0.6669353995909287,0.6678632882512336,0.6667232892278561,0.6668854192625653,,,,0.8625488471122443,0.7202518727203744,0.6286404358693515,0.324146648552077,0.148257365124835,0.1509283727226129,0.0,35607,250000,203520,159142,0,0,25.209972541999377,True,12500,confirmed,True,25.209972541999377,0,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.02851554918558996,0.02842091635168953,0.027997561678207772,0.012486422185791324,-0.012076277136518154,0.09469352005295037,0.148257365124835,0.1509283727226129,-1,3.849032916999928
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,oracle_blocks,1000,200943,0.644197608276974,0.6455399751547528,0.6446329858392108,0.6444270906649034,,,,0.8490014535442667,0.6884365808537911,0.0,0.4894074439020021,1.0,0.2955713809388732,0.0,95000,250000,144400,103550,0,0,18.933671915998275,False,12500,confirmed,True,18.933671915998275,0,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.0057777578716352584,0.005962587754027693,0.005907258289562511,-0.0010609713821863043,-0.6407167130058696,0.2599543154028755,1.0,0.2955713809388732,-1,-2.4272677090011747
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,random_blocks,1000,200943,0.6244357852724405,0.6263394740359453,0.6258060525718926,0.6244159288580418,,,,0.8342255729483865,0.65275343372854,0.5072317240991939,0.5461946920270923,0.3679894402785969,0.4075633388572879,0.0,95000,250000,142500,110200,0,0,18.97782187499979,False,12500,confirmed,True,18.97782187499979,0,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,-0.013984065132898293,-0.014048574052833995,-0.012919674977755702,-0.015836851978066502,-0.1334849889066757,0.3167415635279657,0.3679894402785969,0.4075633388572879,-1,-2.383117749999659
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,learned_features,1000,200943,0.6560566926939481,0.6577600278165231,0.6555692407521074,0.6559769488681868,,,,0.8551308600472016,0.7026596323695737,0.7189878394697672,0.2351014964442652,0.0598196983739152,0.0446096654275092,0.8061170000000857,11094,250000,231853,181174,2728,1,25.85070979199918,False,12500,confirmed,True,26.656826791999265,1,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.01763684228860929,0.01751244595731105,0.016843513202459137,0.005068435120748616,0.07827112646389756,0.005648367945138594,0.0598196983739152,0.0446096654275092,0,5.295887166999815
RBF_I__base_s0__concept__moderate__a0,RBF_I,concept,moderate,RBF_I__base_s0,0.0,d3_oof,learned_features_label,1000,200943,0.6813474467883928,0.6824305557439596,0.6808819454233973,0.6812473096478662,,,,0.867363736042601,0.7254823775856376,0.7375235206560508,0.1870580214289624,0.0290111494930772,0.0148748650114709,0.9040556669988292,4022,250000,239079,190566,0,0,26.731028209000215,True,12500,confirmed,True,27.635083875999044,0,0.6384198504053388,0.6384645029108758,0.6387257275496483,0.850062424926453,0.6407167130058696,0.2294531284991266,0.0,0.0,1,21.36093962499945,0.04292759638305399,0.04278280673699042,0.04215621787374901,0.017301311116147966,0.09680680765018113,-0.042395107070164195,0.0290111494930772,0.0148748650114709,-1,6.274144250999594
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,none,1000,200909,0.6546993912666929,0.6557925243828653,0.6557943205326089,0.6550686957387067,,,,0.8569006334947976,0.7104276642275613,0.5880306388709632,0.2673698042397304,0.0,0.0,0.0,0,250000,256500,169100,0,0,26.45493145799992,True,12500,confirmed,True,26.45493145799992,0,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,oracle_rows,1000,200909,0.6380500624660916,0.6392349561412747,0.6385191935941243,0.6380507488545873,,,,0.8489708120469157,0.6839078799009816,0.0,0.1931123045757034,1.0,0.0,0.0,35641,250000,209459,165911,5700,2,18.43472070899952,False,12500,confirmed,True,18.43472070899952,2,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,-0.016649328800601215,-0.017017946884119395,-0.017275126938484542,-0.007929821447881902,-0.5880306388709632,-0.074257499664027,1.0,0.0,2,-8.020210749000398
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,random_rows,1000,200909,0.6437989338456714,0.6457525213552626,0.644543492279127,0.6444642226026465,,,,0.8491118800556523,0.6840678849434014,0.4947111472742067,0.4175124061142109,0.1521562245728234,0.1504064028988248,0.0,35641,250000,224514,138032,4818,2,21.017328583999188,True,12500,confirmed,True,21.017328583999188,2,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,-0.010900457421021414,-0.010604473136060277,-0.011250828253481893,-0.007788753439145313,-0.09331949159675651,0.15014260187448053,0.1521562245728234,0.1504064028988248,2,-5.437602874000731
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,oracle_blocks,1000,200909,0.6371740439701556,0.6389541366211509,0.6383200649775748,0.6376294151498676,,,,0.842148599650856,0.6761456269738276,0.0,0.5366061251611426,1.0,0.3049091877417139,0.0,96900,250000,146300,94050,0,0,16.718501707999167,False,12500,confirmed,True,16.718501707999167,0,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,-0.017525347296537208,-0.017439280588839146,-0.017474255555034124,-0.014752033843941637,-0.5880306388709632,0.2692363209214122,1.0,0.3049091877417139,0,-9.736429750000752
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,random_blocks,1000,200909,0.601580815194939,0.6041584284512358,0.6028436028884822,0.6020156075738653,,,,0.8237890781440819,0.6411210071459916,0.3577621278864229,0.5622445983007233,0.4205269212423894,0.4077069718131094,0.0,96900,250000,140600,101650,0,0,17.263055875000646,False,12500,confirmed,True,17.263055875000646,0,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,-0.053118576071753854,-0.053053088164841444,-0.05295071764412673,-0.03311155535071575,-0.23026851098454026,0.2948747940609929,0.4205269212423894,0.4077069718131094,0,-9.191875582999273
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,learned_features,1000,200909,0.675181300987014,0.6777963485786447,0.6749820517516921,0.6755327824043911,,,,0.8672520328325987,0.7290922874944425,0.5924917931595635,0.2964625775848767,0.0441065065514435,0.0443185720898516,0.3551681250010006,10476,250000,247084,163414,0,0,27.426231875000667,True,12500,confirmed,True,27.781400000001668,0,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,0.020481909720321156,0.020464086665684333,0.019187731219083237,0.010351399337801048,0.0044611542886002775,0.029092773345146317,0.0441065065514435,0.0443185720898516,0,1.3264685420017486
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,adwin,learned_features_label,1000,200909,0.6551174910033896,0.6567318438666299,0.6554138638944372,0.6551713021573586,,,,0.8533567103001038,0.6936726097084538,0.4858168962711484,0.2801965068762475,0.0155438960747453,0.01471312882947,0.4307784590000665,3510,250000,254613,162880,0,0,25.82921241599979,True,12500,confirmed,True,26.259990874999858,0,0.6546993912666929,0.6550686957387067,0.6557943205326089,0.8569006334947976,0.5880306388709632,0.2673698042397304,0.0,0.0,0,26.45493145799992,0.00041809973669670875,0.00010260641865189601,-0.00038045663817165565,-0.0035439231946937655,-0.1022137425998148,0.012826702636517084,0.0155438960747453,0.01471312882947,0,-0.19494058300006145
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,none,1000,200909,0.6313007381451304,0.632957787158063,0.6318787289288522,0.6309203312466282,,,,0.841649906560972,0.677607971560034,0.5848601329929014,0.3282779765963695,0.0,0.0,0.0,0,250000,273600,162450,8550,3,24.003165750000335,True,12500,confirmed,True,24.003165750000335,3,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,oracle_rows,1000,200909,0.6137604587151397,0.6161852455704139,0.6149533107035519,0.6132941747022658,,,,0.8348922237798932,0.6565585858091483,0.0,0.2597245519115619,1.0,0.0,0.0,35641,250000,228716,155057,10682,4,20.257385332999547,False,12500,confirmed,True,20.257385332999547,4,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,-0.0175402794299907,-0.017626156544362392,-0.01692541822530036,-0.0067576827810788,-0.5848601329929014,-0.06855342468480757,1.0,0.0,1,-3.7457804170007876
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,random_rows,1000,200909,0.6070061570163606,0.6080488038947546,0.6076840783022286,0.6070798068289716,,,,0.823766819968807,0.6333803564393682,0.5394068628826352,0.4088766556002967,0.1521562245728234,0.1504064028988248,0.0,35641,250000,229278,142967,7228,3,18.557431834000457,True,12500,confirmed,True,18.557431834000457,3,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,-0.02429458112876981,-0.023840524417656606,-0.024194650626623626,-0.017883086592165087,-0.04545327011026623,0.0805986790039272,0.1521562245728234,0.1504064028988248,0,-5.445733915999877
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,oracle_blocks,1000,200909,0.5928654266359397,0.5945663191411819,0.5953093638804713,0.592079528311514,,,,0.8235278343435072,0.6250576675315822,0.0,0.4751355091110901,1.0,0.3049091877417139,0.0,96900,250000,155800,110200,11400,4,14.53871849999996,False,12500,confirmed,True,14.53871849999996,4,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,-0.03843531150919077,-0.03884080293511416,-0.03656936504838093,-0.01812207221746487,-0.5848601329929014,0.1468575325147206,1.0,0.3049091877417139,1,-9.464447250000374
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,random_blocks,1000,200909,0.601580815194939,0.6041584284512358,0.6028436028884822,0.6020156075738653,,,,0.8237890781440819,0.6411210071459916,0.3577621278864229,0.5622445983007233,0.4205269212423894,0.4077069718131094,0.0,96900,250000,140600,101650,0,0,17.22398104199965,True,12500,confirmed,True,17.22398104199965,0,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,-0.029719922950191435,-0.028904723672762866,-0.029035126040370063,-0.017860828416890184,-0.22709800510647848,0.23396662170435378,0.4205269212423894,0.4077069718131094,-3,-6.779184708000685
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features,1000,200909,0.6573971300439503,0.6597909203996474,0.6570606945971682,0.6575790484024497,,,,0.8554875827042469,0.6998387921889979,0.6513004685614882,0.3065965188219542,0.0441065065514435,0.0443185720898516,0.3551681250010006,10476,250000,265124,163474,0,0,24.019668875000207,True,12500,confirmed,True,24.374837000001207,0,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,0.02609639189881985,0.026658717155821576,0.025181965668315986,0.013837676143274802,0.06644033556858675,-0.02168145777441527,0.0441065065514435,0.0443185720898516,-3,0.37167125000087253
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hddm_w,learned_features_label,1000,200909,0.5975790034294133,0.5974187202077468,0.5982265829841691,0.5967417054451098,,,,0.822757356438168,0.6325097933570367,0.449173704441514,0.3668775415735482,0.0155438960747453,0.01471312882947,0.4307784590000665,3510,250000,275169,153497,16838,6,19.33139745799963,True,12500,confirmed,True,19.762175916999695,6,0.6313007381451304,0.6309203312466282,0.6318787289288522,0.841649906560972,0.5848601329929014,0.3282779765963695,0.0,0.0,3,24.003165750000335,-0.033721734715717155,-0.034178625801518314,-0.03365214594468313,-0.018892550122803997,-0.1356864285513874,0.0385995649771787,0.0155438960747453,0.01471312882947,3,-4.24098983300064
RBF_I__base_s0__splice__moderate__a0,RBF_I,splice,moderate,RBF_I__base_s0,0.0,hellinger,none,1000,200909,0.6549482601575838,0.6555833171727339,0.6550216003529462,0.6544299914301408,,,,0.8589114531482414,0.703667143062698,0.6417608933531607,0.239073411345435,0.0,0.0,0.0,0,250000,248900,177650,2850,1,22.34652958300103,False,12500,confirmed,True,22.34652958300103,1,0.6549482601575838,0.6544299914301408,0.6550216003529462,0.8589114531482414,0.6417608933531607,0.239073411345435,0.0,0.0,1,22.34652958300103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
