condition,stream,mode,level,base_key,attack_seed,detector,filter,activation_row,host_rows,accuracy,macro_precision,macro_recall,macro_f1,malicious_precision,malicious_recall,benign_fpr,roc_auc,average_precision,poison_admission_rate,legitimate_withhold_rate,filter_poison_recall,filter_legitimate_rejection,filter_inference_seconds,filter_rows_withheld,rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,total_seconds,scored_resets,accuracy_no_filter,macro_f1_no_filter,macro_recall_no_filter,roc_auc_no_filter,poison_admission_rate_no_filter,legitimate_withhold_rate_no_filter,filter_poison_recall_no_filter,filter_legitimate_rejection_no_filter,scored_resets_no_filter,total_seconds_no_filter,accuracy_difference,macro_f1_difference,macro_recall_difference,roc_auc_difference,poison_admission_rate_difference,legitimate_withhold_rate_difference,filter_poison_recall_difference,filter_legitimate_rejection_difference,scored_resets_difference,total_seconds_difference
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,none,1000,236550,0.9259015007398012,0.9264813506800184,0.9134317584602988,0.9192386532945848,,,,0.9360244310802134,0.9224634195172402,,0.1365461847389558,,0.0,0.0,0,250000,241300,209000,5700,2,5.387147041999924,False,12500,confirmed,True,5.387147041999924,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,oracle_rows,1000,236550,0.9259015007398012,0.9264813506800184,0.9134317584602988,0.9192386532945848,,,,0.9360244310802134,0.9224634195172402,,0.1365461847389558,,0.0,0.0,0,250000,241300,209000,5700,2,5.064161542000875,False,12500,confirmed,True,5.064161542000875,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.32298549999904935
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,random_rows,1000,236550,0.9259015007398012,0.9264813506800184,0.9134317584602988,0.9192386532945848,,,,0.9360244310802134,0.9224634195172402,,0.1365461847389558,,0.0,0.0,0,250000,241300,209000,5700,2,5.303439625000465,False,12500,confirmed,True,5.303439625000465,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.08370741699945938
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,oracle_blocks,1000,236550,0.9259015007398012,0.9264813506800184,0.9134317584602988,0.9192386532945848,,,,0.9360244310802134,0.9224634195172402,,0.1365461847389558,,0.0,0.0,0,250000,241300,209000,5700,2,5.117197999999917,False,12500,confirmed,True,5.117197999999917,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.26994904200000747
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,random_blocks,1000,236550,0.9259015007398012,0.9264813506800184,0.9134317584602988,0.9192386532945848,,,,0.9360244310802134,0.9224634195172402,,0.1365461847389558,,0.0,0.0,0,250000,241300,209000,5700,2,5.3351958750008635,False,12500,confirmed,True,5.3351958750008635,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.05195116699906066
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,learned_features,1000,236550,0.9244430352990912,0.9252289797894088,0.9115234688025264,0.9175863069509668,,,,0.935095668660904,0.9196630840677624,,0.1676432043965335,,0.0492454026632847,0.2860359999995125,11649,250000,229478,201471,5448,2,5.268466833000275,False,12500,confirmed,True,5.554502832999788,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,-0.001458465440709933,-0.0016523463436179942,-0.001908289657772344,-0.0009287624193093924,,0.03109701965757769,,0.0492454026632847,0,0.16735579099986353
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,adwin,learned_features_label,1000,236550,0.9265017966603256,0.926107965992116,0.9150796684480658,0.9200699592249708,,,,0.9342350185542604,0.9212470982742268,,0.1334432466708941,,0.0493341788205453,0.2906918749995384,11670,250000,229433,208648,5421,2,4.613726084000518,False,12500,confirmed,True,4.904417959000057,2,0.9259015007398012,0.9192386532945848,0.9134317584602988,0.9360244310802134,,0.1365461847389558,,0.0,2,5.387147041999924,0.0006002959205244629,0.0008313059303860504,0.0016479099877669823,-0.0017894125259529936,,-0.0031029380680616947,,0.0493341788205453,0,-0.4827290829998674
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,none,1000,236550,0.92430775734517,0.92252698231416,0.9139326870922824,0.9178996275798276,,,,0.935552248380228,0.9210045014402948,,0.1004016064257028,,0.0,0.0,0,250000,239400,215650,2850,1,6.098493249999592,False,12500,confirmed,True,6.098493249999592,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,oracle_rows,1000,236550,0.92430775734517,0.92252698231416,0.9139326870922824,0.9178996275798276,,,,0.935552248380228,0.9210045014402948,,0.1004016064257028,,0.0,0.0,0,250000,239400,215650,2850,1,6.123260790998756,False,12500,confirmed,True,6.123260790998756,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.02476754099916434
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,random_rows,1000,236550,0.92430775734517,0.92252698231416,0.9139326870922824,0.9178996275798276,,,,0.935552248380228,0.9210045014402948,,0.1004016064257028,,0.0,0.0,0,250000,239400,215650,2850,1,6.038485041999593,False,12500,confirmed,True,6.038485041999593,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.060008207999999286
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,oracle_blocks,1000,236550,0.92430775734517,0.92252698231416,0.9139326870922824,0.9178996275798276,,,,0.935552248380228,0.9210045014402948,,0.1004016064257028,,0.0,0.0,0,250000,239400,215650,2850,1,6.0196295410005405,False,12500,confirmed,True,6.0196295410005405,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.0788637089990516
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,random_blocks,1000,236550,0.92430775734517,0.92252698231416,0.9139326870922824,0.9178996275798276,,,,0.935552248380228,0.9210045014402948,,0.1004016064257028,,0.0,0.0,0,250000,239400,215650,2850,1,5.948050541999692,False,12500,confirmed,True,5.948050541999692,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.15044270799990045
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,learned_features,1000,236550,0.9214880574931305,0.919163115146388,0.9112058723047668,0.9148962703525584,,,,0.9346140748847984,0.9184287140002853,,0.1409427182413866,,0.0492454026632847,0.2860359999995125,11649,250000,227673,205070,2737,1,5.945290124998792,False,12500,confirmed,True,6.231326124998304,1,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,-0.002819699852039559,-0.0030033572272691877,-0.0027268147875155746,-0.0009381734954295728,,0.0405411118156838,,0.0492454026632847,0,0.1328328749987122
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hddm_w,learned_features_label,1000,236550,0.8967533291058972,0.9024731895460598,0.8746679123743,0.8854843297695388,,,,0.9273699313912992,0.9125062557805655,,0.1373155781018812,,0.0493341788205453,0.2906918749995384,11670,250000,225830,205018,0,0,5.944857292000961,False,12500,confirmed,True,6.235549167000499,0,0.92430775734517,0.9178996275798276,0.9139326870922824,0.935552248380228,,0.1004016064257028,,0.0,1,6.098493249999592,-0.027554428239272788,-0.032415297810288735,-0.0392647747179824,-0.008182316988928795,,0.036913971676178395,,0.0493341788205453,-1,0.13705591700090736
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,none,1000,236550,0.914846755442824,0.9172034578683494,0.8988082685701816,0.906609416564458,,,,0.9326950394286216,0.9189349100784848,,0.1405622489959839,,0.0,0.0,0,250000,243200,208050,5700,2,5.24923595799919,False,12500,confirmed,True,5.24923595799919,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,oracle_rows,1000,236550,0.914846755442824,0.9172034578683494,0.8988082685701816,0.906609416564458,,,,0.9326950394286216,0.9189349100784848,,0.1405622489959839,,0.0,0.0,0,250000,243200,208050,5700,2,5.260483125000974,False,12500,confirmed,True,5.260483125000974,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.011247167001783964
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,random_rows,1000,236550,0.914846755442824,0.9172034578683494,0.8988082685701816,0.906609416564458,,,,0.9326950394286216,0.9189349100784848,,0.1405622489959839,,0.0,0.0,0,250000,243200,208050,5700,2,5.217373458999646,False,12500,confirmed,True,5.217373458999646,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.031862498999544187
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,oracle_blocks,1000,236550,0.914846755442824,0.9172034578683494,0.8988082685701816,0.906609416564458,,,,0.9326950394286216,0.9189349100784848,,0.1405622489959839,,0.0,0.0,0,250000,243200,208050,5700,2,5.163261792000412,False,12500,confirmed,True,5.163261792000412,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.08597416599877761
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,random_blocks,1000,236550,0.914846755442824,0.9172034578683494,0.8988082685701816,0.906609416564458,,,,0.9326950394286216,0.9189349100784848,,0.1405622489959839,,0.0,0.0,0,250000,243200,208050,5700,2,5.149455749999106,False,12500,confirmed,True,5.149455749999106,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.0997802080000838
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,learned_features,1000,236550,0.913980131050518,0.9187905108421875,0.8957746088412226,0.905192341922436,,,,0.9330487886822588,0.9194272764632898,,0.1406256605368843,,0.0492454026632847,0.2860359999995125,11649,250000,229461,207845,5408,2,5.994586999999228,False,12500,confirmed,True,6.280622999998741,2,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,-0.0008666243923060035,-0.0014170746420220093,-0.0030336597289589706,0.0003537492536371811,,6.341154090039325e-05,,0.0492454026632847,0,1.031387041999551
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,hellinger,learned_features_label,1000,236550,0.8967533291058972,0.9024731895460598,0.8746679123743,0.8854843297695388,,,,0.9273699313912992,0.9125062557805655,,0.1373155781018812,,0.0493341788205453,0.2906918749995384,11670,250000,225830,205018,0,0,5.663529750001544,False,12500,confirmed,True,5.954221625001082,0,0.914846755442824,0.906609416564458,0.8988082685701816,0.9326950394286216,,0.1405622489959839,,0.0,2,5.24923595799919,-0.018093426336926788,-0.0211250867949192,-0.024140356195881618,-0.005325108037322446,,-0.0032466708941027156,,0.0493341788205453,-2,0.7049856670018926
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,none,1000,236550,0.9139082646374972,0.91835845343198,0.8959726554335833,0.9051751786298288,,,,0.9325905368462264,0.9185818607713032,,0.1365461847389558,,0.0,0.0,0,250000,239400,207100,2850,1,7.075234334000925,False,12500,confirmed,True,7.075234334000925,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,oracle_rows,1000,236550,0.9139082646374972,0.91835845343198,0.8959726554335833,0.9051751786298288,,,,0.9325905368462264,0.9185818607713032,,0.1365461847389558,,0.0,0.0,0,250000,239400,207100,2850,1,6.912010165999163,False,12500,confirmed,True,6.912010165999163,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.16322416800176143
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,random_rows,1000,236550,0.9139082646374972,0.91835845343198,0.8959726554335833,0.9051751786298288,,,,0.9325905368462264,0.9185818607713032,,0.1365461847389558,,0.0,0.0,0,250000,239400,207100,2850,1,7.059447000001455,False,12500,confirmed,True,7.059447000001455,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.01578733399946941
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,oracle_blocks,1000,236550,0.9139082646374972,0.91835845343198,0.8959726554335833,0.9051751786298288,,,,0.9325905368462264,0.9185818607713032,,0.1365461847389558,,0.0,0.0,0,250000,239400,207100,2850,1,7.211623584000336,False,12500,confirmed,True,7.211623584000336,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.1363892499994117
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,random_blocks,1000,236550,0.9139082646374972,0.91835845343198,0.8959726554335833,0.9051751786298288,,,,0.9325905368462264,0.9185818607713032,,0.1365461847389558,,0.0,0.0,0,250000,239400,207100,2850,1,6.979991416999837,False,12500,confirmed,True,6.979991416999837,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.09524291700108733
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,learned_features,1000,236550,0.9135066582117946,0.9183593416334428,0.8951827135748369,0.9046515541960716,,,,0.932721066935416,0.9179891408980494,,0.1601141407736208,,0.0492454026632847,0.2860359999995125,11649,250000,227649,201423,2696,1,6.89729345899832,False,12500,confirmed,True,7.183329458997832,1,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,-0.0004016064257026386,-0.0005236244337571971,-0.000789941858746368,0.00013053008918961773,,0.023567956034664994,,0.0492454026632847,0,0.10809512499690754
SEA_A__base_s0__clean__none__anone,SEA_A,clean,none,SEA_A__base_s0,,d3_oof,learned_features_label,1000,236550,0.8967533291058972,0.9024731895460598,0.8746679123743,0.8854843297695388,,,,0.9273699313912992,0.9125062557805655,,0.1373155781018812,,0.0493341788205453,0.2906918749995384,11670,250000,225830,205018,0,0,6.264934499999072,False,12500,confirmed,True,6.55562637499861,0,0.9139082646374972,0.9051751786298288,0.8959726554335833,0.9325905368462264,,0.1365461847389558,,0.0,1,7.075234334000925,-0.01715493553159997,-0.019690848860289933,-0.021304743059283315,-0.005220605454927196,,0.0007693933629253913,,0.0493341788205453,-1,-0.5196079590023146
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,none,1000,177198,0.9224426912267631,0.9213728672264828,0.9105979538679498,0.91548774911677,,,,0.9343718269828104,0.9198180189153378,0.818557083164847,0.1483143150599893,0.0,0.0,0.0,0,250000,245100,204250,5700,2,4.99831925000035,False,12500,confirmed,True,4.99831925000035,2,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,oracle_rows,1000,177198,0.9246379755979188,0.9240975493429202,0.9126583136347932,0.9178255788917258,,,,0.9345300027258135,0.9212127267016548,0.0,0.1042111084775223,1.0,0.0,0.0,59352,250000,181193,162727,4633,2,4.233211916000073,False,12500,confirmed,True,4.233211916000073,2,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,0.0021952843711556813,0.0023378297749557797,0.002060359766843378,0.00015817574300314163,-0.818557083164847,-0.044103206582467,1.0,0.0,0,-0.7651073340002768
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,random_rows,1000,177198,0.9173297667016558,0.9154287081357932,0.9054120460562624,0.9099784563099692,,,,0.9307512852006714,0.9134033323346236,0.6344689311227928,0.365190352035576,0.2495619355708316,0.2513572387950202,0.0,59352,250000,182415,153962,4293,2,4.100278500000059,True,12500,confirmed,True,4.100278500000059,2,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,-0.005112924525107365,-0.005509292806800792,-0.005185907811687485,-0.0036205417821389974,-0.1840881520420542,0.2168760369755867,0.2495619355708316,0.2513572387950202,0,-0.8980407500002912
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,oracle_blocks,1000,177198,0.8901793473966975,0.8998338834734417,0.8634801461475137,0.8767456223995768,,,,0.9161390698961088,0.9039419028251552,0.0,0.7480219867041389,1.0,0.7104933464260319,0.0,185250,250000,52250,45600,0,0,2.941826666999986,False,12500,confirmed,True,2.941826666999986,0,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,-0.03226334383006568,-0.03874212671719324,-0.04711780772043617,-0.01823275708670158,-0.818557083164847,0.5997076716441496,1.0,0.7104933464260319,-2,-2.0564925830003635
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,random_blocks,1000,177198,0.9005124211334213,0.9044607779531332,0.8799989219065627,0.8898370716438428,,,,0.9266500148550618,0.9145166677362296,0.1554960237228737,0.8429948419282385,0.7930651031136272,0.7798056411471913,0.0,185250,250000,52250,38000,0,0,2.42299179100155,False,12500,confirmed,True,2.42299179100155,0,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,-0.021930270093341808,-0.025650677472927153,-0.030599031961387135,-0.007721812127748584,-0.6630610594419732,0.6946805268682492,0.7930651031136272,0.7798056411471913,-2,-2.5753274589987996
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,learned_features,1000,177198,0.9209810494475108,0.9203955028305452,0.9083766089364864,0.9137725577930726,,,,0.934507235353186,0.9195104834238386,0.7958114301118749,0.160402487612727,0.0500235880846475,0.0492669217485524,0.2603541250009584,11699,250000,233048,200584,5444,2,5.123486583001068,False,12500,confirmed,True,5.383840708002026,2,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,-0.0014616417792523428,-0.0017151913236973515,-0.0022213449314634204,0.0001354083703756226,-0.022745653052972048,0.012088172552737697,0.0500235880846475,0.0492669217485524,0,0.38552145800167636
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,adwin,learned_features_label,1000,177198,0.911517060011964,0.9130073378173632,0.8951889926734362,0.90279072495938,,,,0.9292834586879112,0.915795669326918,0.8957238172260412,0.1018690955879863,0.0484903625825582,0.0491089064210657,0.2970014170005015,11580,250000,229553,215077,2712,1,4.815115332999994,False,12500,confirmed,True,5.112116750000496,1,0.9224426912267631,0.91548774911677,0.9105979538679498,0.9343718269828104,0.818557083164847,0.1483143150599893,0.0,0.0,2,4.99831925000035,-0.01092563121479917,-0.012697024157390047,-0.015408961194513626,-0.005088368294899226,0.07716673406119423,-0.04644521947200299,0.0484903625825582,0.0491089064210657,-1,0.1137975000001461
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,none,1000,177198,0.917978758225262,0.9148207501675054,0.9075929488075888,0.9109693009706168,,,,0.933489830207786,0.9183665462899192,0.8605438738374444,0.1141265702773169,0.0,0.0,0.0,0,250000,241300,210900,2850,1,5.7413138749998325,False,12500,confirmed,True,5.7413138749998325,1,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,oracle_rows,1000,177198,0.9218952809851128,0.9185541280341384,0.912457965307562,0.9153370505036008,,,,0.9344996139864158,0.9208308839564372,0.0,0.0612196525920157,1.0,0.0,0.0,59352,250000,179688,168128,2253,1,4.8865684590000456,False,12500,confirmed,True,4.8865684590000456,1,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,0.003916522759850771,0.004367749532984022,0.004865016499973174,0.0010097837786298136,-0.8605438738374444,-0.0529069176853012,1.0,0.0,0,-0.8547454159997869
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,random_rows,1000,177198,0.9025158297497714,0.9024094364057664,0.8859524911158136,0.8930123838072186,,,,0.9290191377834822,0.9107606112413548,0.6674080064698746,0.3249077303355568,0.2495619355708316,0.2513572387950202,0.0,59352,250000,178148,160187,0,0,6.11689691599895,False,12500,confirmed,True,6.11689691599895,0,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,-0.015462928475490578,-0.0179569171633982,-0.02164045769177514,-0.004470692424303757,-0.1931358673675697,0.2107811600582399,0.2495619355708316,0.2513572387950202,-1,0.37558304099911766
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,oracle_blocks,1000,177198,0.8901793473966975,0.8998338834734417,0.8634801461475137,0.8767456223995768,,,,0.9161390698961088,0.9039419028251552,0.0,0.7480219867041389,1.0,0.7104933464260319,0.0,185250,250000,52250,45600,0,0,2.8758245419994637,False,12500,confirmed,True,2.8758245419994637,0,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,-0.02779941082856452,-0.03422367857104003,-0.04411280266007511,-0.01735076031167715,-0.8605438738374444,0.633895416426822,1.0,0.7104933464260319,-1,-2.865489333000369
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,random_blocks,1000,177198,0.9005124211334213,0.9044607779531332,0.8799989219065627,0.8898370716438428,,,,0.9266500148550618,0.9145166677362296,0.1554960237228737,0.8429948419282385,0.7930651031136272,0.7798056411471913,0.0,185250,250000,52250,38000,0,0,2.4821147919992654,False,12500,confirmed,True,2.4821147919992654,0,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,-0.017466337091840645,-0.021132229326773944,-0.02759402690102608,-0.0068398153527241545,-0.7050478501145707,0.7288682716509216,0.7930651031136272,0.7798056411471913,-1,-3.259199083000567
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,learned_features,1000,177198,0.901460513098342,0.9034059905986228,0.8828105021069759,0.8913505516484765,,,,0.9306351608409444,0.9145006912599518,0.8312441029788381,0.1162879942211537,0.0500235880846475,0.0492669217485524,0.2603541250009584,11699,250000,225801,206878,0,0,7.766880709001271,False,12500,confirmed,True,8.027234834002229,0,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,-0.016518245126920017,-0.01961874932214025,-0.024782446700612915,-0.0028546693668415335,-0.029299770858606244,0.002161423943836796,0.0500235880846475,0.0492669217485524,-1,2.2859209590023966
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hddm_w,learned_features_label,1000,177198,0.9040056885517896,0.905118577001889,0.8865892142850172,0.8944130575636897,,,,0.9267798187096916,0.912295129878894,0.8982679606415959,0.0975293174866533,0.0484903625825582,0.0491089064210657,0.2970014170005015,11580,250000,225920,214180,0,0,5.9154948750001495,False,12500,confirmed,True,6.212496292000651,0,0.917978758225262,0.9109693009706168,0.9075929488075888,0.933489830207786,0.8605438738374444,0.1141265702773169,0.0,0.0,1,5.7413138749998325,-0.013973069673472338,-0.016556243406927074,-0.021003734522571538,-0.006710011498094359,0.03772408680415151,-0.016597252790663597,0.0484903625825582,0.0491089064210657,-1,0.47118241700081853
SEA_A__base_s0__splice__severe__a0,SEA_A,splice,severe,SEA_A__base_s0,0.0,hellinger,none,1000,177198,0.914361335906726,0.9156927716036938,0.8987092485512631,0.906014408452191,,,,0.9330971159865048,0.9191717806078592,0.8394999326054724,0.1446065982686034,0.0,0.0,0.0,0,250000,243200,205200,5700,2,6.006697917000565,False,12500,confirmed,True,6.006697917000565,2,0.914361335906726,0.906014408452191,0.8987092485512631,0.9330971159865048,0.8394999326054724,0.1446065982686034,0.0,0.0,2,6.006697917000565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
