dataset,base_key,attack_seed,category,detector,policy,accuracy_screened_minus_unscreened,macro_f1_screened_minus_unscreened,macro_recall_screened_minus_unscreened,roc_auc_screened_minus_unscreened,poison_admission_rate_screened_minus_unscreened,clean_withhold_rate_screened_minus_unscreened,resets_per_100k_screened_minus_unscreened,seconds_per_100k_screened_minus_unscreened
RADAR,radar,1,6,hddm_w,confirmed,-4.54264540710766,-8.18464751301342,-7.886985738285262,-0.018133344389578365,-17.28395061728395,16.012721036718062,-1.2377437581613737,15.365116812024297
RADAR,radar,1,6,hddm_w,immediate,-8.531231023049102,-15.23254798250746,-16.564009548815328,-0.014397771181010599,-46.11750580742828,42.78348122312304,-44.971356546529876,4.638058640184546
RADAR,radar,1,6,hellinger,confirmed,-2.3393038515485243,-2.8004249949452165,-2.3836804508035545,-0.002926638408527027,-19.653033348123785,16.60089488314869,-1.0314531318011442,27.148502721978133
RADAR,radar,1,6,hellinger,immediate,1.007088311004345,-1.8097526381210483,-0.5842403944129715,0.02503312563055715,-23.59773445044763,21.62547225107798,-3.5069406481238907,18.288236277095237
RADAR,radar,1,6,none,none,-1.9013225423337166,-5.70808921118291,-5.800933700680611,-0.00963612978685302,-9.602484796283239,7.272521516078299,0.0,107.34020769344193
RADAR,radar,2,0,adwin,confirmed,-4.270745601874859,-5.2777776035581425,-4.832415076142171,-0.004164371632315422,,14.676922742158341,-1.650325010881831,16.57048523683669
RADAR,radar,2,0,adwin,immediate,-11.458927291654675,-18.813525760826245,-20.987468368913913,-0.06118329668172873,,36.38223102281505,-28.46810643771158,3.414922898882864
RADAR,radar,2,0,d3_oof,confirmed,-3.6942681823175283,-6.448168063332805,-5.641851556296562,-0.02113342547065733,,12.60975052495294,-0.6188718790806869,25.917570164587246
RADAR,radar,2,0,d3_oof,immediate,-4.513996055680813,-11.852204921994414,-12.959232220255767,0.004427069308330034,,17.364246624525357,-1.2377437581613733,27.713378070902444
RADAR,radar,2,0,hddm_w,confirmed,-4.842514948132726,-7.025840567849329,-6.5211271301536815,-0.012527946871916051,,15.297074407319961,-1.8566156372420606,16.444203728480602
RADAR,radar,2,0,hddm_w,immediate,-8.349506436982434,-17.66078893559422,-20.12712061100067,0.004498809329360753,,35.55536213593289,-35.688278360319586,6.02068890755222
RADAR,radar,2,0,hellinger,confirmed,-3.2292151641809763,-7.743232925593535,-8.719023458345298,-0.008181568975268005,,14.470205520437801,-1.4440343845216022,31.036304715999094
RADAR,radar,2,0,hellinger,immediate,-5.291351269348876,-14.409703777572618,-14.570265331425613,0.03603744635223172,,22.32545994581833,-4.538393779925033,50.277206556746805
RADAR,radar,2,0,none,none,-5.7093235544907195,-8.776051335669766,-6.858997270447498,-0.028209855844806397,,7.441819981939441,0.0,106.93428653353816
RADAR,radar,2,1,adwin,confirmed,-4.504056789826382,-7.714304421383794,-8.214483717024152,-0.022782130341256757,-16.061876536070553,16.37828353334443,-1.0314531318011442,15.51429360930564
RADAR,radar,2,1,adwin,immediate,-12.979111848128023,-19.302450096319703,-19.820808195497698,-0.04399400356056993,-32.50686713893306,33.17537366001101,-22.07309702054448,7.5987731070815485
RADAR,radar,2,1,d3_oof,confirmed,1.3595869450358622,0.5616932493385629,3.0341551171958137,0.03861847599366541,-14.43400318056961,14.47661983375811,-0.20629062636022888,48.74286065273054
RADAR,radar,2,1,d3_oof,immediate,-0.7852020025005069,-6.69633921530553,-6.196242135594909,0.03669442146009061,-17.415064334248953,17.59858604746474,-0.8251625054409155,17.719757649788747
RADAR,radar,2,1,hddm_w,confirmed,-5.20399035368092,-9.96748514537893,-10.56469903809482,-0.04948461375062141,-18.74512071707387,19.06633025525429,-2.269196889962517,18.25586216075017
RADAR,radar,2,1,hddm_w,immediate,-12.509873875947497,-20.538563741402378,-20.86207951822131,-0.030877104366734742,-32.206158739337866,32.741966469857445,-27.84923455863089,11.534884054326476
RADAR,radar,2,1,hellinger,confirmed,-0.699933563854549,-2.7596866306227263,-2.625639022882942,-0.016632428196294402,-14.935665751048145,14.87442205970875,-1.4440343845216015,30.754451834238623
RADAR,radar,2,1,hellinger,immediate,-0.15902825367098972,-2.933704153441241,-4.435493431510695,0.06021569835142737,-18.24779528697412,18.66775957683884,-3.919521900844347,42.25341188192222
