dataset,category,mode,level,series,reference,metric,mean,sd,defined
RBF,5,splice,moderate,rl,immediate,macro_f1,1.2700728810249566,0.1829857112972682,3
RBF,5,splice,moderate,rl,immediate,macro_recall,1.2843539443226064,0.19919954302967766,3
RBF,5,splice,moderate,rl,immediate,roc_auc,0.004750277832634524,0.0034323463941128714,3
RBF,5,splice,moderate,rl,none,accuracy,-9.682136468453866,1.4891439077613355,3
RBF,5,splice,moderate,rl,none,macro_f1,-10.073033933581172,1.4492942318920905,3
RBF,5,splice,moderate,rl,none,macro_recall,-10.161676391554701,1.4976777941570008,3
RBF,5,splice,moderate,rl,none,roc_auc,-0.06780607882216579,0.0038028514795314726,3
RBF,5,splice,moderate,rl_alarm,confirmed,accuracy,-7.899292903463224,2.0494053363992624,3
RBF,5,splice,moderate,rl_alarm,confirmed,macro_f1,-8.115136383178028,1.9788526544425469,3
RBF,5,splice,moderate,rl_alarm,confirmed,macro_recall,-8.169814698706443,1.9525947397024968,3
RBF,5,splice,moderate,rl_alarm,confirmed,roc_auc,-0.05801902285911605,0.012862244603910363,3
RBF,5,splice,moderate,rl_alarm,immediate,accuracy,2.5528308437816727,1.1565491927946119,3
RBF,5,splice,moderate,rl_alarm,immediate,macro_f1,2.657034441865021,1.1663117056308625,3
RBF,5,splice,moderate,rl_alarm,immediate,macro_recall,2.7029126139922144,1.2285064837752162,3
RBF,5,splice,moderate,rl_alarm,immediate,roc_auc,0.013465266952783791,0.007897088371213386,3
RBF,5,splice,moderate,rl_alarm,none,accuracy,-8.351336094450412,0.8763564847301213,3
RBF,5,splice,moderate,rl_alarm,none,macro_f1,-8.686072372741108,0.6459158190116643,3
RBF,5,splice,moderate,rl_alarm,none,macro_recall,-8.743117721885092,0.5270874422992045,3
RBF,5,splice,moderate,rl_alarm,none,roc_auc,-0.05909108970201652,0.004016511867309041,3
RBF,6,splice,severe,rl,confirmed,accuracy,-8.175162585474348,3.154187456724762,3
RBF,6,splice,severe,rl,confirmed,macro_f1,-8.335226254067626,3.090997147751535,3
RBF,6,splice,severe,rl,confirmed,macro_recall,-8.29317103760889,3.0186602830801754,3
RBF,6,splice,severe,rl,confirmed,roc_auc,-0.05862373107837123,0.015111700547374447,3
RBF,6,splice,severe,rl,immediate,accuracy,-1.1369630604930792,1.7882414187780422,3
RBF,6,splice,severe,rl,immediate,macro_f1,-1.122065798839526,1.8750705174105085,3
RBF,6,splice,severe,rl,immediate,macro_recall,-1.0281120477731553,1.7905144514987248,3
RBF,6,splice,severe,rl,immediate,roc_auc,-0.01101697932986386,0.01239603840624213,3
RBF,6,splice,severe,rl,none,accuracy,-9.61096266372652,2.3393014568329735,3
RBF,6,splice,severe,rl,none,macro_f1,-9.91028295592257,2.1557399484688387,3
RBF,6,splice,severe,rl,none,macro_recall,-9.953656377472509,1.9785096871657384,3
RBF,6,splice,severe,rl,none,roc_auc,-0.0697610634898251,0.011003711392477442,3
RBF,6,splice,severe,rl_alarm,confirmed,accuracy,-7.191633386222244,1.9978118398739446,3
RBF,6,splice,severe,rl_alarm,confirmed,macro_f1,-7.362358713233042,1.896907398022312,3
RBF,6,splice,severe,rl_alarm,confirmed,macro_recall,-7.336560804822319,1.8584402486919014,3
RBF,6,splice,severe,rl_alarm,confirmed,roc_auc,-0.05253727285891666,0.009911415139814231,3
RBF,6,splice,severe,rl_alarm,immediate,accuracy,-0.15343386124097394,1.9720616649545029,3
RBF,6,splice,severe,rl_alarm,immediate,macro_f1,-0.14919825800494188,2.0591035837957974,3
RBF,6,splice,severe,rl_alarm,immediate,macro_recall,-0.07150181498658537,1.9339109044635736,3
RBF,6,splice,severe,rl_alarm,immediate,roc_auc,-0.004930521110409296,0.011454879308333431,3
RBF,6,splice,severe,rl_alarm,none,accuracy,-8.627433464474413,1.5346156030816904,3
RBF,6,splice,severe,rl_alarm,none,macro_f1,-8.937415415087985,1.410063464615785,3
RBF,6,splice,severe,rl_alarm,none,macro_recall,-8.997046144685939,1.3314651454434874,3
RBF,6,splice,severe,rl_alarm,none,roc_auc,-0.06367460527037054,0.008850787554770744,3
SEA,0,clean,none,rl,confirmed,accuracy,-0.7986834824832459,0.0945042664397777,3
SEA,0,clean,none,rl,confirmed,macro_f1,-0.941077439309157,0.09903024523062393,3
SEA,0,clean,none,rl,confirmed,macro_recall,-1.188769803724432,0.0856850951053393,3
SEA,0,clean,none,rl,confirmed,roc_auc,0.0014053028923230275,0.0008234839378534613,3
SEA,0,clean,none,rl,immediate,accuracy,0.07118884276842152,0.20777551025618127,3
SEA,0,clean,none,rl,immediate,macro_f1,0.04308614971239392,0.25292720096863003,3
SEA,0,clean,none,rl,immediate,macro_recall,-0.0867488366963783,0.3451497075749805,3
SEA,0,clean,none,rl,immediate,roc_auc,0.005222990752889345,0.0025253702768095435,3
SEA,0,clean,none,rl,none,accuracy,1.4785342432108457,0.16695792913403576,3
SEA,0,clean,none,rl,none,macro_f1,1.6756400225652242,0.20675213584300134,3
SEA,0,clean,none,rl,none,macro_recall,1.787666925700859,0.26843636734211973,3
SEA,0,clean,none,rl,none,roc_auc,0.006069505080496455,0.0014663426540157424,3
SEA,0,clean,none,rl_alarm,confirmed,accuracy,-1.2867480908091866,0.14372181734524114,3
SEA,0,clean,none,rl_alarm,confirmed,macro_f1,-1.511236460147421,0.17141972522372095,3
SEA,0,clean,none,rl_alarm,confirmed,macro_recall,-1.8603068994089256,0.20957435808127176,3
SEA,0,clean,none,rl_alarm,confirmed,roc_auc,0.0007499590779787013,0.000277160270204305,3
SEA,0,clean,none,rl_alarm,immediate,accuracy,-0.4168757655575191,0.21088369913409427,3
SEA,0,clean,none,rl_alarm,immediate,macro_f1,-0.5270728711258702,0.25104667690685406,3
SEA,0,clean,none,rl_alarm,immediate,macro_recall,-0.7582859323808718,0.3164967901274217,3
SEA,0,clean,none,rl_alarm,immediate,roc_auc,0.0045676469385450185,0.0024364840698423867,3
SEA,0,clean,none,rl_alarm,none,accuracy,0.9904696348849051,0.0860814407618525,3
SEA,0,clean,none,rl_alarm,none,macro_f1,1.10548100172696,0.09522500930013598,3
SEA,0,clean,none,rl_alarm,none,macro_recall,1.1161298300163658,0.10023744204616991,3
SEA,0,clean,none,rl_alarm,none,roc_auc,0.005414161266152129,0.0008689883832472532,3
SEA,1,instance,moderate,rl,confirmed,accuracy,0.0009454496149937283,0.28818263030805463,3
SEA,1,instance,moderate,rl,confirmed,macro_f1,-0.05340107263645718,0.33516281622464017,3
SEA,1,instance,moderate,rl,confirmed,macro_recall,-0.2846215568167258,0.4255010676387933,3
SEA,1,instance,moderate,rl,confirmed,roc_auc,0.0023978950104540653,0.0013467417499135896,3
SEA,1,instance,moderate,rl,immediate,accuracy,0.710886443144565,0.6635467787630016,3
SEA,1,instance,moderate,rl,immediate,macro_f1,0.84777952087662,0.7743167068375691,3
SEA,1,instance,moderate,rl,immediate,macro_recall,1.076701242086416,0.9231717396687963,3
SEA,1,instance,moderate,rl,immediate,roc_auc,0.006701695979632068,0.003417364502644204,3
SEA,1,instance,moderate,rl,none,accuracy,2.2036851352778704,0.2436483287692469,3
SEA,1,instance,moderate,rl,none,macro_f1,2.5554033152568176,0.28158760471821953,3
SEA,1,instance,moderate,rl,none,macro_recall,2.953812473438903,0.33223879459144784,3
SEA,1,instance,moderate,rl,none,roc_auc,0.010258462882973421,0.002194426837487759,3
SEA,1,instance,moderate,rl_alarm,confirmed,accuracy,-0.6747041629865502,0.24055761477707488,3
SEA,1,instance,moderate,rl_alarm,confirmed,macro_f1,-0.8438638909785653,0.26540756765696266,3
SEA,1,instance,moderate,rl_alarm,confirmed,macro_recall,-1.2206723572057026,0.2918904902899507,3
SEA,1,instance,moderate,rl_alarm,confirmed,roc_auc,0.0009037712856463745,0.0002685631449554794,3
SEA,1,instance,moderate,rl_alarm,immediate,accuracy,0.03523683054302099,0.6956288973623577,3
SEA,1,instance,moderate,rl_alarm,immediate,macro_f1,0.0573167025345119,0.8290816820568501,3
SEA,1,instance,moderate,rl_alarm,immediate,macro_recall,0.14065044169743932,1.0471572409585277,3
SEA,1,instance,moderate,rl_alarm,immediate,roc_auc,0.0052075722548243775,0.0038598133726308803,3
SEA,1,instance,moderate,rl_alarm,none,accuracy,1.5280355226763263,0.18750690009136112,3
SEA,1,instance,moderate,rl_alarm,none,macro_f1,1.7649404969147096,0.2046500645266424,3
SEA,1,instance,moderate,rl_alarm,none,macro_recall,2.0177616730499266,0.19683133555895974,3
SEA,1,instance,moderate,rl_alarm,none,roc_auc,0.008764339158165732,0.001105001895080524,3
SEA,2,instance,severe,rl,confirmed,accuracy,-0.3461710949600942,0.7218524040087015,3
SEA,2,instance,severe,rl,confirmed,macro_f1,-0.3491969971152013,0.8669525636873595,3
SEA,2,instance,severe,rl,confirmed,macro_recall,-0.2684251917637474,1.1040114794644529,3
SEA,2,instance,severe,rl,confirmed,roc_auc,0.0035003871443407184,0.0027677292233152235,3
SEA,2,instance,severe,rl,immediate,accuracy,-0.9712477759263279,0.22229498959747407,3
SEA,2,instance,severe,rl,immediate,macro_f1,-1.0944735136774038,0.2532899472191731,3
SEA,2,instance,severe,rl,immediate,macro_recall,-1.2159536380034086,0.2944915914130894,3
SEA,2,instance,severe,rl,immediate,roc_auc,0.0018461131698474704,0.001236781396192123,3
SEA,2,instance,severe,rl,none,accuracy,0.9742885567350664,0.44779540481922464,3
SEA,2,instance,severe,rl,none,macro_f1,1.2329016434356133,0.5301558178891695,3
SEA,2,instance,severe,rl,none,macro_recall,1.7083738037122487,0.6252820480382922,3
SEA,2,instance,severe,rl,none,roc_auc,0.00799040202522446,0.0017955028492511937,3
SEA,2,instance,severe,rl_alarm,confirmed,accuracy,-0.6378888229250109,0.9218565030413672,3
SEA,2,instance,severe,rl_alarm,confirmed,macro_f1,-0.7057968390585256,1.0986787490727925,3
SEA,2,instance,severe,rl_alarm,confirmed,macro_recall,-0.7218514869119064,1.3639035499102405,3
SEA,2,instance,severe,rl_alarm,confirmed,roc_auc,0.002925629037606736,0.0032319848836648555,3
SEA,2,instance,severe,rl_alarm,immediate,accuracy,-1.2629655038912446,0.04829592085722209,3
SEA,2,instance,severe,rl_alarm,immediate,macro_f1,-1.4510733556207283,0.04649758123486057,3
SEA,2,instance,severe,rl_alarm,immediate,macro_recall,-1.6693799331515677,0.023978986801187145,3
SEA,2,instance,severe,rl_alarm,immediate,roc_auc,0.0012713550631134884,0.000919768788572816,3
SEA,2,instance,severe,rl_alarm,none,accuracy,0.6825708287701496,0.2228968173213114,3
SEA,2,instance,severe,rl_alarm,none,macro_f1,0.8763018014922889,0.27303684819357926,3
SEA,2,instance,severe,rl_alarm,none,macro_recall,1.2549475085640898,0.34974329908025364,3
SEA,2,instance,severe,rl_alarm,none,roc_auc,0.007415643918490478,0.001242792211603624,3
SEA,3,concept,moderate,rl,confirmed,accuracy,-0.14341875219354336,0.5279448708865375,3
SEA,3,concept,moderate,rl,confirmed,macro_f1,-0.20573917401876715,0.5803768011856428,3
SEA,3,concept,moderate,rl,confirmed,macro_recall,-0.3796126121804466,0.5750145010155926,3
SEA,3,concept,moderate,rl,confirmed,roc_auc,0.0032512995346409466,0.0022308782394938253,3
SEA,3,concept,moderate,rl,immediate,accuracy,0.09833692048635638,0.2682415800782355,3
SEA,3,concept,moderate,rl,immediate,macro_f1,0.09354343474666053,0.28859949076122565,3
SEA,3,concept,moderate,rl,immediate,macro_recall,0.0438148722055387,0.26476072157106734,3
SEA,3,concept,moderate,rl,immediate,roc_auc,0.00285138233273452,0.001726804519735165,3
SEA,3,concept,moderate,rl,none,accuracy,1.12011667673656,0.30302816502248964,3
SEA,3,concept,moderate,rl,none,macro_f1,1.2977011913144227,0.35754364949140277,3
SEA,3,concept,moderate,rl,none,macro_recall,1.4742619620345991,0.41336011122880145,3
SEA,3,concept,moderate,rl,none,roc_auc,0.005276450932469127,0.0016925515423181958,3
SEA,3,concept,moderate,rl_alarm,confirmed,accuracy,-0.5494052579036457,0.4551019162567493,3
SEA,3,concept,moderate,rl_alarm,confirmed,macro_f1,-0.6880252253123165,0.5093015778816686,3
SEA,3,concept,moderate,rl_alarm,confirmed,macro_recall,-0.968672110180376,0.5276600993562778,3
SEA,3,concept,moderate,rl_alarm,confirmed,roc_auc,0.002991770648776019,0.0011588897236651447,3
SEA,3,concept,moderate,rl_alarm,immediate,accuracy,-0.30764958522374597,0.327731555887675,3
SEA,3,concept,moderate,rl_alarm,immediate,macro_f1,-0.3887426165468888,0.36613292536057845,3
SEA,3,concept,moderate,rl_alarm,immediate,macro_recall,-0.5452446257943907,0.373081289493604,3
SEA,3,concept,moderate,rl_alarm,immediate,roc_auc,0.002591853446869593,0.0029644263081007485,3
SEA,3,concept,moderate,rl_alarm,none,accuracy,0.7141301710264577,0.2233767743767856,3
SEA,3,concept,moderate,rl_alarm,none,macro_f1,0.8154151400208735,0.2593059381809142,3
SEA,3,concept,moderate,rl_alarm,none,macro_recall,0.8852024640346697,0.2834410836290222,3
SEA,3,concept,moderate,rl_alarm,none,roc_auc,0.0050169220466042,0.0012916124484786576,3
SEA,4,concept,severe,rl,confirmed,accuracy,-0.6455428665744519,0.4312676733381182,3
SEA,4,concept,severe,rl,confirmed,macro_f1,-0.8007303463579918,0.4604445839088806,3
SEA,4,concept,severe,rl,confirmed,macro_recall,-1.144888042164242,0.44824844000288105,3
SEA,4,concept,severe,rl,confirmed,roc_auc,0.0037383080204770693,0.0050859136622936115,3
SEA,4,concept,severe,rl,immediate,accuracy,0.3729095256726859,0.1499539695373521,3
SEA,4,concept,severe,rl,immediate,macro_f1,0.3814925332808472,0.15966046276178875,3
SEA,4,concept,severe,rl,immediate,macro_recall,0.28672118116831086,0.1606105687899027,3
SEA,4,concept,severe,rl,immediate,roc_auc,0.00273938686980435,0.0020609907277467764,3
SEA,4,concept,severe,rl,none,accuracy,0.7201618251019615,0.3015790469697478,3
SEA,4,concept,severe,rl,none,macro_f1,0.8661792697453449,0.3381635754317842,3
SEA,4,concept,severe,rl,none,macro_recall,1.0725212928389238,0.32716511940174786,3
SEA,4,concept,severe,rl,none,roc_auc,0.00581868846173476,0.0013218329753064513,3
SEA,4,concept,severe,rl_alarm,confirmed,accuracy,-1.0091298476782102,0.38735043865823254,3
SEA,4,concept,severe,rl_alarm,confirmed,macro_f1,-1.2277711580869728,0.4261942260984696,3
SEA,4,concept,severe,rl_alarm,confirmed,macro_recall,-1.647803491068504,0.46182974914006886,3
SEA,4,concept,severe,rl_alarm,confirmed,roc_auc,0.0024352750454232908,0.005024796528135192,3
SEA,4,concept,severe,rl_alarm,immediate,accuracy,0.009322544568927485,0.25779653551581727,3
SEA,4,concept,severe,rl_alarm,immediate,macro_f1,-0.04554827844813388,0.28717592840139944,3
SEA,4,concept,severe,rl_alarm,immediate,macro_recall,-0.2161942677359511,0.2983743341721181,3
SEA,4,concept,severe,rl_alarm,immediate,roc_auc,0.0014363538947505712,0.0021357422322399134,3
SEA,4,concept,severe,rl_alarm,none,accuracy,0.35657484399820305,0.14193862414736458,3
SEA,4,concept,severe,rl_alarm,none,macro_f1,0.43913845801636375,0.16891510949762398,3
SEA,4,concept,severe,rl_alarm,none,macro_recall,0.5696058439346618,0.1930394898424059,3
SEA,4,concept,severe,rl_alarm,none,roc_auc,0.004515655486680981,0.0011832819310112765,3
SEA,5,splice,moderate,rl,confirmed,accuracy,-0.7118002831399517,0.09606373070543811,3
SEA,5,splice,moderate,rl,confirmed,macro_f1,-0.8537369584428411,0.09607154330425731,3
SEA,5,splice,moderate,rl,confirmed,macro_recall,-1.1447609200630409,0.07517908720448178,3
SEA,5,splice,moderate,rl,confirmed,roc_auc,0.0004618341905304006,0.001201250702010999,3
SEA,5,splice,moderate,rl,immediate,accuracy,0.1057390159486804,0.19040345410407922,3
SEA,5,splice,moderate,rl,immediate,macro_f1,0.07799613150252978,0.20874618332543923,3
SEA,5,splice,moderate,rl,immediate,macro_recall,-0.06403861902768797,0.21331571212141628,3
SEA,5,splice,moderate,rl,immediate,roc_auc,0.004133609568376051,0.0012340443296895763,3
SEA,5,splice,moderate,rl,none,accuracy,1.720312216135478,0.24470593654187214,3
SEA,5,splice,moderate,rl,none,macro_f1,1.9541055179148283,0.309304864344089,3
SEA,5,splice,moderate,rl,none,macro_recall,2.1008477145810223,0.4272070658299477,3
SEA,5,splice,moderate,rl,none,roc_auc,0.005665375558238983,0.0006235535998566779,3
SEA,5,splice,moderate,rl_alarm,confirmed,accuracy,-1.3050308890415623,0.0889953825337423,3
SEA,5,splice,moderate,rl_alarm,confirmed,macro_f1,-1.5407651485399096,0.10197753691222698,3
SEA,5,splice,moderate,rl_alarm,confirmed,macro_recall,-1.9317822386729595,0.12037808907538322,3
SEA,5,splice,moderate,rl_alarm,confirmed,roc_auc,-0.00035828242590200493,0.00041867717483606777,3
SEA,5,splice,moderate,rl_alarm,immediate,accuracy,-0.4874915899529301,0.12268276309801548,3
SEA,5,splice,moderate,rl_alarm,immediate,macro_f1,-0.6090320585945386,0.1402580268751581,3
SEA,5,splice,moderate,rl_alarm,immediate,macro_recall,-0.8510599376376068,0.1828437677038057,3
SEA,5,splice,moderate,rl_alarm,immediate,roc_auc,0.0033134929519436454,0.00046777486115693,3
SEA,5,splice,moderate,rl_alarm,none,accuracy,1.1270816102338672,0.24284347031989925,3
SEA,5,splice,moderate,rl_alarm,none,macro_f1,1.2670773278177598,0.2870278954168054,3
SEA,5,splice,moderate,rl_alarm,none,macro_recall,1.3138263959711034,0.34530923646882755,3
SEA,5,splice,moderate,rl_alarm,none,roc_auc,0.004845258941806578,0.00042888524378733716,3
SEA,6,splice,severe,rl,confirmed,accuracy,-0.5554418468416497,0.5857546585820597,3
SEA,6,splice,severe,rl,confirmed,macro_f1,-0.6666961200331575,0.6748999784133601,3
SEA,6,splice,severe,rl,confirmed,macro_recall,-0.8787233749521913,0.788140022035999,3
SEA,6,splice,severe,rl,confirmed,roc_auc,0.00038592102361123537,0.001241013528913855,3
SEA,6,splice,severe,rl,immediate,accuracy,-0.0636279791920824,0.2851050810033613,3
SEA,6,splice,severe,rl,immediate,macro_f1,-0.09878906740907374,0.3253375504119075,3
SEA,6,splice,severe,rl,immediate,macro_recall,-0.20035981791192517,0.368678790980044,3
SEA,6,splice,severe,rl,immediate,roc_auc,0.0029250937602827154,0.0015394706125925117,3
SEA,6,splice,severe,rl,none,accuracy,1.0327235567416437,0.3024601297676935,3
SEA,6,splice,severe,rl,none,macro_f1,1.1518349227131353,0.36424996224056,3
SEA,6,splice,severe,rl,none,macro_recall,1.191938864616256,0.4705254184196053,3
SEA,6,splice,severe,rl,none,roc_auc,0.0035838326057540857,0.0010007323898673644,3
SEA,6,splice,severe,rl_alarm,confirmed,accuracy,-0.8425171738161078,0.4134622075268544,3
SEA,6,splice,severe,rl_alarm,confirmed,macro_f1,-1.0016167088706858,0.4767864470982881,3
SEA,6,splice,severe,rl_alarm,confirmed,macro_recall,-1.2774761974592745,0.5587953679962165,3
SEA,6,splice,severe,rl_alarm,confirmed,roc_auc,0.0006086693343344182,0.0007851635121257051,3
SEA,6,splice,severe,rl_alarm,immediate,accuracy,-0.3507033061665406,0.28914708289852525,3
SEA,6,splice,severe,rl_alarm,immediate,macro_f1,-0.4337096562466021,0.32648385223440696,3
SEA,6,splice,severe,rl_alarm,immediate,macro_recall,-0.5991126404190084,0.36241180317768856,3
SEA,6,splice,severe,rl_alarm,immediate,roc_auc,0.0031478420710058983,0.000999238593950301,3
SEA,6,splice,severe,rl_alarm,none,accuracy,0.7456482297671855,0.1429148918441696,3
SEA,6,splice,severe,rl_alarm,none,macro_f1,0.8169143338756069,0.1800010701023017,3
SEA,6,splice,severe,rl_alarm,none,macro_recall,0.793186042109173,0.25571450861894207,3
SEA,6,splice,severe,rl_alarm,none,roc_auc,0.003806580916477268,0.0005947107352715189,3
