dataset,base_key,attack_seed,category,mode,level,series,accuracy,macro_f1,macro_recall,roc_auc,poison_admission_rate,clean_withhold_rate,resets_per_100k,seconds_per_100k,policy_runs,accuracy_training_seed_sd,macro_f1_training_seed_sd,macro_recall_training_seed_sd,roc_auc_training_seed_sd,poison_admission_rate_training_seed_sd,clean_withhold_rate_training_seed_sd,resets_per_100k_training_seed_sd,seconds_per_100k_training_seed_sd
RADAR,radar,1,5,splice,moderate,rl,0.6193199019065174,0.501706592512718,0.4991079826841354,0.7480926384410206,0.5633071186047186,0.37528510394294595,27.367889763790355,52.20136895833556,3,0.01745677973389149,0.012179999566218496,0.011196048582060148,0.043262638799273605,0.030036118675045815,0.03370118214612761,10.783167086250852,5.8184139179835865
RADAR,radar,1,5,splice,moderate,rl_alarm,0.6294624384004815,0.48613427510069546,0.48575514929900104,0.7789737857970351,0.6007090552057034,0.3316250562101675,36.30715023940027,143.37222286399088,3,0.06206606147252689,0.018871683993363836,0.026984176106794617,0.12259758583388443,0.23082952664399647,0.1895390534740898,31.4429144463389,184.53915288222518
RADAR,radar,1,6,splice,severe,confirmed,0.5971915456172312,0.4450244674178036,0.4301484817137579,0.795488933719045,0.838888453875534,0.136472581871362,7.426462548968238,91.94975558687618,1,,,,,,,,
RADAR,radar,1,6,splice,severe,immediate,0.5683707632697589,0.4585490922591588,0.4493090167281208,0.7402131560467134,0.5375982042648709,0.4219124500182807,34.65682522851844,44.73566457558648,1,,,,,,,,
RADAR,radar,1,6,splice,severe,none,0.6696868567989209,0.44395432079676,0.450596826315856,0.9098206162117466,0.9039751520371676,0.072725215160783,0.0,176.00987271868237,1,,,,,,,,
RADAR,radar,1,6,splice,severe,rl,0.6039036763559955,0.4637988307200653,0.4489086045827512,0.787367339877989,0.5619908531191907,0.40523833566436274,28.26181581135135,77.52151178022513,3,0.012446166102595097,0.020768399696052157,0.018365024130896572,0.014956216988762223,0.025527731715766073,0.03136884457178303,7.325496038008926,8.001763147899398
RADAR,radar,1,6,splice,severe,rl_alarm,0.6132526516230387,0.4599379868563879,0.45408385302972915,0.7909532925616084,0.6368653517662993,0.3346478017715824,35.06940648123889,159.06066375383514,3,0.04887345532469726,0.013842260853244878,0.003019853717889071,0.10294212196088652,0.23132387263435952,0.2268316138298821,30.370996908395522,184.58299378790863
RADAR,radar,2,0,clean,none,confirmed,0.663901109535941,0.5518674307335347,0.5385307874323649,0.8640907134772564,,0.1467692274215834,6.807590669887551,65.297160409542,1,,,,,,,,
RADAR,radar,2,0,clean,none,immediate,0.5874210743823269,0.4865025497287965,0.481561550600793,0.7435777548917424,,0.3638223102281505,21.660515767824027,37.3671877636694,1,,,,,,,,
RADAR,radar,2,0,clean,none,none,0.6442265943367109,0.4661750075042281,0.4764516279264176,0.9097150565252186,,0.0744181998193944,0.0,178.0275463380358,1,,,,,,,,
RADAR,radar,2,0,clean,none,rl,0.6185815447014122,0.5098898440588606,0.5028547615057571,0.7527340187104942,,0.37071288428550186,30.324722074953637,44.067843458427426,3,0.011453328253189586,0.012919741460447902,0.015026964294739764,0.05218016694882508,,0.04827337705215479,18.68952089481633,9.284895790149108
RADAR,radar,2,0,clean,none,rl_alarm,0.6030292092354961,0.47517405331002976,0.46744318251245476,0.7562717003527898,,0.30456337333492906,38.64511067148286,115.31097409057429,3,0.0356779820671426,0.007793402277644037,0.0078015425770972145,0.1328858444872671,,0.19931156682283058,33.467647573565266,145.23451243520836
RADAR,radar,2,1,instance,moderate,confirmed,0.6303900900288238,0.4871975578691416,0.4593213854394225,0.7824794178522172,0.8393812346392945,0.1637828353334443,6.807590669887551,83.52794687193045,1,,,,,,,,
RADAR,radar,2,1,instance,moderate,immediate,0.6234273727381631,0.5084006355312805,0.5001988032129681,0.8055112242717057,0.6749313286106694,0.3317537366001101,25.992618921388832,51.60465420532304,1,,,,,,,,
RADAR,radar,2,1,instance,moderate,none,0.6302959285628345,0.4376873462031784,0.4398682555242673,0.788695411200479,0.8960965736591008,0.1056955135183596,0.0,224.8430146074532,1,,,,,,,,
RADAR,radar,2,1,instance,moderate,rl,0.6414645246676884,0.5144664294159407,0.5026518931877725,0.8117264377318291,0.6839525805985254,0.3195626651639152,33.07526375975669,59.50222484441343,3,0.011452431834412191,0.007232761067388332,0.004686723997764418,0.0027549511356568207,0.06586789992091577,0.06666694694398226,16.97401260051086,10.140683461602318
RADAR,radar,2,1,instance,moderate,rl_alarm,0.6205868351808161,0.48079560705488394,0.4753360392108945,0.7957105236337174,0.6874993976193918,0.3169465114392687,38.50758358724271,154.1957472087399,3,0.008408321516543209,0.03733284901054316,0.030716001688550397,0.006075265577588544,0.1806504536080826,0.18294873077432094,33.348545624904894,188.50701210427079
RADAR,radar,2,2,instance,severe,confirmed,0.5983647292073174,0.4528233752180661,0.4259434063730402,0.7648113338937983,0.8486158118545518,0.1507427359983736,6.807590669887551,77.91612676970229,1,,,,,,,,
RADAR,radar,2,2,instance,severe,immediate,0.6197132260241367,0.495400899444788,0.4818814231647073,0.7806982348957985,0.704191616766467,0.2955377757126055,27.230362679550204,53.02065594230851,1,,,,,,,,
RADAR,radar,2,2,instance,severe,none,0.6002061089866657,0.4062528705565154,0.3918429827859983,0.7985400968580894,0.8910613555497701,0.1097681037361871,0.0,215.1052445472153,1,,,,,,,,
RADAR,radar,2,2,instance,severe,rl,0.6479965404379903,0.532429893866129,0.5190483858515159,0.8020951120602232,0.6872660476149152,0.3137845412171286,34.244243975797986,59.56130283532795,3,0.014969068540982289,0.008738134043007252,0.004280511238891114,0.015279056495089807,0.054178393126879436,0.05435901870993787,17.30383677915208,10.117117901673515
RADAR,radar,2,2,instance,severe,rl_alarm,0.6066160635973517,0.46402409591681604,0.451297296013919,0.7804606534418443,0.7061789464549163,0.2943635316382786,40.84554401932531,147.51635575232947,3,0.005551183529959201,0.05003134876977622,0.05148894561993654,0.01565725728475148,0.1601128629890105,0.15986432998567,35.37327875213126,176.09201780196065
RADAR,radar,2,3,concept,moderate,confirmed,0.6563315739089041,0.5153591615042679,0.5213719631064826,0.9059726540732452,0.8645377809417268,0.1536236928447486,8.045334428048923,174.61282560396916,1,,,,,,,,
