dataset,base_key,attack_seed,category,mode,level,series,accuracy,macro_f1,macro_recall,roc_auc,poison_admission_rate,clean_withhold_rate,resets_per_100k,seconds_per_100k,policy_runs,accuracy_training_seed_sd,macro_f1_training_seed_sd,macro_recall_training_seed_sd,roc_auc_training_seed_sd,poison_admission_rate_training_seed_sd,clean_withhold_rate_training_seed_sd,resets_per_100k_training_seed_sd,seconds_per_100k_training_seed_sd
RADAR,radar,2,6,splice,severe,rl,0.6001154349823796,0.47348477106000425,0.45244636470062577,0.7425361666743294,0.5776775792182772,0.37280449805908056,29.8433772801131,68.52815710271635,3,0.006103087624147056,0.01511894067613378,0.018708038179503544,0.00940594016227015,0.005536822107080914,0.008489056926411626,8.354982598048387,9.477950760402727
RADAR,radar,2,6,splice,severe,rl_alarm,0.618365322075807,0.47584227214292013,0.4625756124479193,0.7801434718576786,0.6480448224135279,0.32184158151571585,35.894568986679815,155.08074450972256,3,0.05906060605459858,0.016623708876364402,0.02175301881888628,0.11190243078049018,0.2502321893012007,0.22053017488864446,31.085608600357777,176.31984951782655
RBF,RBF_I__base_s0,0,0,clean,none,confirmed,0.6959389171805628,0.6961795496459307,0.6958216249580049,0.8780974836117912,,0.1927710843373494,0.0,30.811340839974584,1,,,,,,,,
RBF,RBF_I__base_s0,0,0,clean,none,immediate,0.5772272044275525,0.5764224225941119,0.5771542136544717,0.808843774558003,,0.2891566265060241,2.8,20.2841917200014,1,,,,,,,,
RBF,RBF_I__base_s0,0,0,clean,none,none,0.6865698026230801,0.685871383758949,0.6859708447550628,0.8740127743266068,,0.180722891566265,0.0,28.022169280052186,1,,,,,,,,
RBF,RBF_I__base_s0,0,0,clean,none,rl,0.5718242123847275,0.570979099464918,0.5719806365004647,0.7994024079475955,,0.4176706827309237,29.733333333333334,25.637486546672886,3,0.08617137576707218,0.087078529676524,0.08585637286386086,0.055442875331369,,0.11309339630786124,26.23077073464166,9.952986863924433
RBF,RBF_I__base_s0,0,0,clean,none,rl_alarm,0.5769643071637237,0.5758317233698449,0.5769669676299597,0.8021161817211148,,0.3949129852744311,33.06666666666667,25.46772414672499,3,0.0949211434621825,0.09529714132077637,0.09440012670133674,0.06226427564189665,,0.18549406239024127,28.63657335180544,10.3735236678915
RBF,RBF_I__base_s0,0,1,instance,moderate,confirmed,0.6570754492483631,0.6578663520122561,0.6569107710301179,0.8551817839659821,0.8210212909387113,0.1763043175348846,0.0,29.14000479998067,1,,,,,,,,
RBF,RBF_I__base_s0,0,1,instance,moderate,immediate,0.6419747210682695,0.6425748997440752,0.6419779309798169,0.8455762209370727,0.7318970844334588,0.2645211696558313,0.0,27.249167320039124,1,,,,,,,,
RBF,RBF_I__base_s0,0,1,instance,moderate,none,0.6379836686406625,0.6389632203780309,0.6380811856501937,0.8457604775095043,0.7869220830290433,0.2128112745585922,0.0,28.36743499999866,1,,,,,,,,
RBF,RBF_I__base_s0,0,1,instance,moderate,rl,0.558529769715595,0.5594498343491257,0.5587120118349319,0.7892841718304123,0.5898357770162724,0.40796955763016635,29.2,23.674412920015556,3,0.07151670864834488,0.07132561392735838,0.07144003416197914,0.05045341096087821,0.16147446266162274,0.1625134583903019,25.74956310308973,6.902860143164771
RBF,RBF_I__base_s0,0,1,instance,moderate,rl_alarm,0.5552435539177357,0.5562009075183912,0.5553925765623323,0.7876415848797026,0.5963522648540344,0.4028206302127913,33.333333333333336,25.62549057335903,3,0.07165504126209336,0.07167426541240342,0.07161043607368879,0.05033243745722848,0.16503830373413914,0.1645529289532488,28.867513459481287,10.564577302509681
RBF,RBF_I__base_s0,0,2,instance,severe,confirmed,0.6242291557598297,0.6243841668497574,0.6240774673577187,0.8311137668430554,0.7649080250656963,0.2375695596717573,0.0,27.02760971998796,1,,,,,,,,
RBF,RBF_I__base_s0,0,2,instance,severe,immediate,0.6010511357841705,0.6025408928124074,0.6010644867079963,0.8212816085080421,0.6998686072367091,0.3015644576885307,0.7999999999999999,22.02576959999278,1,,,,,,,,
RBF,RBF_I__base_s0,0,2,instance,severe,none,0.6152543870980901,0.6157093419013144,0.6152543985866005,0.8250937233257223,0.7551209487231318,0.245013714401815,0.0,27.77419280000031,1,,,,,,,,
RBF,RBF_I__base_s0,0,2,instance,severe,rl,0.5408227324544406,0.54119798326644,0.5406040666681368,0.7761749926296013,0.5724232419199066,0.42507496830073105,29.73333333333333,22.960654213341574,3,0.07663303385762987,0.07733498569536218,0.07662824304642975,0.04737156143806789,0.10997297990549229,0.10772502128029536,26.013329916282025,6.261662792167282
RBF,RBF_I__base_s0,0,2,instance,severe,rl_alarm,0.5351568431477868,0.5353811736482857,0.534976827017919,0.7730502876745392,0.5854333715158457,0.41334906068575766,33.333333333333336,25.281931440004456,3,0.06936650784170326,0.06956623434659348,0.0695224163326015,0.04507093737414539,0.14695375256814305,0.14578268623674476,28.867513459481287,9.975896118410404
RBF,RBF_I__base_s0,0,3,concept,moderate,confirmed,0.618436350532707,0.6181853113011886,0.6183292199873126,0.839110523091074,0.6200185356811863,0.23996854829479,0.3999999999999999,23.832629999984057,1,,,,,,,,
RBF,RBF_I__base_s0,0,3,concept,moderate,immediate,0.5431706769831179,0.5424346793813046,0.5436100669373795,0.7889294176304329,0.4052573932092004,0.3768382078499873,16.0,19.187057880032807,1,,,,,,,,
RBF,RBF_I__base_s0,0,3,concept,moderate,none,0.6434093242407142,0.6436478878261711,0.6431984932814283,0.8509355613011558,0.7253068216923638,0.2491701626829499,0.0,28.066010519955302,1,,,,,,,,
RBF,RBF_I__base_s0,0,3,concept,moderate,rl,0.5627429250040228,0.5616918263285579,0.563065947372174,0.7933488163119934,0.47594574100598197,0.43033762476589543,26.8,24.065248386655,3,0.07280327540242336,0.07341728197888366,0.07273779964164338,0.046829021354158736,0.08071380665245517,0.08751486939293522,20.71907333835179,7.057171069349896
RBF,RBF_I__base_s0,0,3,concept,moderate,rl_alarm,0.5608187889954831,0.5600760499549498,0.5609274222609943,0.7929532902943511,0.5600022467492347,0.41844204575426863,32.800000000000004,25.144670959965637,3,0.07152550163452412,0.07237533463743212,0.07124883750024955,0.05021411966100671,0.14315796126253844,0.14659375088619112,28.40563324412959,9.621349706291765
RBF,RBF_I__base_s0,0,4,concept,severe,confirmed,0.6048178189952339,0.604452826960055,0.6051006186151142,0.824760620747014,0.4348484593507564,0.2931060764310353,0.7999999999999999,23.43606719998643,1,,,,,,,,
RBF,RBF_I__base_s0,0,4,concept,severe,immediate,0.5314218889168406,0.5290930546797837,0.5317778494786419,0.781327584134609,0.2880029618161318,0.469104089156368,7.6,19.407050199992955,1,,,,,,,,
RBF,RBF_I__base_s0,0,4,concept,severe,none,0.6504395596924102,0.6506717440649455,0.6505884865277639,0.8509365230148151,0.6269121383975902,0.2395456367465152,0.0,27.978313639946283,1,,,,,,,,
RBF,RBF_I__base_s0,0,4,concept,severe,rl,0.5415049055269617,0.5404359303282115,0.5418211395023795,0.7822077891459451,0.3882335122763913,0.4526714353731127,22.133333333333336,20.946962079995625,3,0.03779698488341428,0.0383835124859831,0.03779890314440308,0.029457168176770226,0.07870593369503147,0.12557706212085518,15.20175428473087,1.672126567286778
RBF,RBF_I__base_s0,0,4,concept,severe,rl_alarm,0.5632075279271683,0.5623819248553094,0.5634564300470943,0.7930373952720003,0.32199092382859607,0.46262850948754286,24.0,25.020704933317997,3,0.07554515553243053,0.07646122633108027,0.07545857439624036,0.050142115482237945,0.2640695179695546,0.19319543494294103,20.784609690826528,9.806946247037255
RBF,RBF_I__base_s0,0,5,splice,moderate,confirmed,0.6487261947660781,0.6487532070572174,0.6492568542729241,0.8525727529861618,0.5826716422098145,0.2569621072226729,0.0,28.77378512006253,1,,,,,,,,
RBF,RBF_I__base_s0,0,5,splice,moderate,immediate,0.5330264687684849,0.5324848516047251,0.5334331307448718,0.7828626706036862,0.3045930248870682,0.4015001816742903,12.4,19.22027067998424,1,,,,,,,,
RBF,RBF_I__base_s0,0,5,splice,moderate,none,0.6603050061531558,0.6604854586436506,0.6605567443499228,0.8583389742197465,0.6289385819702028,0.3171834014404531,0.0,27.0156726400368,1,,,,,,,,
RBF,RBF_I__base_s0,0,5,splice,moderate,rl,0.5483085054063915,0.5472944937865724,0.5485644828578551,0.7864818989202207,0.40735856644501184,0.44652554141427214,26.933333333333337,21.01897469336788,3,0.04527615802142045,0.046117604415599464,0.0451443401736855,0.03396349386888941,0.03856566724146124,0.07934454184492848,17.75086852335213,1.7502398513871686
RBF,RBF_I__base_s0,0,5,splice,moderate,rl_alarm,0.5669764774939545,0.5661675582125256,0.5672595320455502,0.7963556972751024,0.4494075175593652,0.44610412342569683,31.2,25.470057826675472,3,0.08082487671669235,0.0816816978049655,0.08079775595785682,0.05367909244386802,0.15547846254824574,0.11164862031345206,27.019992598074484,8.468969401876796
RBF,RBF_I__base_s0,0,6,splice,severe,confirmed,0.6547433692097444,0.6547816870247976,0.6550959288890523,0.8558960401258386,0.5125454056235705,0.2332990750256937,0.0,26.93329851999879,1,,,,,,,,
RBF,RBF_I__base_s0,0,6,splice,severe,immediate,0.5649412900550045,0.5644630124628874,0.5650180603119266,0.8035898364456826,0.2615195748688282,0.3474978259150921,5.6,19.81357832001522,1,,,,,,,,
RBF,RBF_I__base_s0,0,6,splice,severe,none,0.645680212674821,0.6457809767557567,0.6455964683702267,0.8548945272688833,0.711707924122158,0.2518945597054538,0.0,25.54274776000529,1,,,,,,,,
RBF,RBF_I__base_s0,0,6,splice,severe,rl,0.5395853022298674,0.5385671630244646,0.5399622046617902,0.7821718672548982,0.3953652630162787,0.4568175914527404,22.666666666666668,21.003137533335636,3,0.037015548098630516,0.03727265485690877,0.037016651775224944,0.031152266004055348,0.05374812286867619,0.11304094396639175,18.384051058820887,2.1779730973523743
RBF,RBF_I__base_s0,0,6,splice,severe,rl_alarm,0.5608686488213817,0.5601612146227134,0.5610451959737619,0.7937906853013287,0.39685075563926636,0.45731640747056984,25.866666666666664,23.856943986658006,3,0.07344896883176448,0.07414888907319649,0.07322354981763646,0.05291747941273189,0.2726743064698213,0.17790053865693012,22.40119044455748,7.112313953811506
RBF,RBF_I__base_s1,1,0,clean,none,confirmed,0.6945476023979416,0.6911923268323471,0.6891976764006258,0.8690679547742157,,0.1927710843373494,0.0,30.356195360049604,1,,,,,,,,
RBF,RBF_I__base_s1,1,0,clean,none,immediate,0.6786880571378138,0.6757273652605178,0.670757754306776,0.8646721459529352,,0.2329317269076305,0.3999999999999999,24.337042400054635,1,,,,,,,,
RBF,RBF_I__base_s1,1,0,clean,none,none,0.6929249862518925,0.6911055462502433,0.6891796509466637,0.8668039492533081,,0.1726907630522088,0.0,30.130739639978856,1,,,,,,,,
RBF,RBF_I__base_s1,1,0,clean,none,rl,0.5935878373943998,0.5852164703800745,0.5813593729147715,0.8037446006403878,,0.4216867469879518,30.400000000000002,21.445750266686087,3,0.05409049960771957,0.05746700330504039,0.05937671084327881,0.037273481399730836,,0.10828488966034348,26.626302785028194,3.496948318873475
RBF,RBF_I__base_s1,1,0,clean,none,rl_alarm,0.6059283197436403,0.5981826213532321,0.5941158527288705,0.8100661024782664,,0.37349397590361444,34.93333333333334,27.161055720038714,3,0.07534132324070927,0.0804736135547652,0.08232766423684679,0.04913641666321508,,0.17390068349085117,30.253154105536392,12.988310252454513
RBF,RBF_I__base_s1,1,1,instance,moderate,confirmed,0.647349161195712,0.6411555854512794,0.6408011448809957,0.8424702935165732,0.6975433282853778,0.3009826175258348,0.3999999999999999,22.990989879984408,1,,,,,,,,
RBF,RBF_I__base_s1,1,1,instance,moderate,immediate,0.6261125783302669,0.6193633664399076,0.61786939280452,0.8283894875516257,0.660076280217623,0.3416213686956175,1.2,21.64658195991069,1,,,,,,,,
RBF,RBF_I__base_s1,1,1,instance,moderate,none,0.6579402958728521,0.6547343827822396,0.6566135471673218,0.8507183405960493,0.7148185540411689,0.2804043963920912,0.0,26.850291919987647,1,,,,,,,,
RBF,RBF_I__base_s1,1,1,instance,moderate,rl,0.5876563493626082,0.5749532826389044,0.572816712193459,0.7991991501336134,0.5865256978331184,0.41368662432218967,30.8,24.556018546658255,3,0.057798461413959154,0.0657815890816046,0.0692594619665895,0.04311066854536798,0.09766825908335357,0.09743150353101122,27.384667242820388,8.108274310269293
RBF,RBF_I__base_s1,1,1,instance,moderate,rl_alarm,0.5877491349441816,0.575226863698656,0.5731824641642037,0.7991455411497276,0.5889188026997214,0.40938248743935374,34.93333333333334,24.233199866674838,3,0.06078732848535041,0.06885553131825937,0.07225343734594832,0.04466335446479468,0.1090323829918375,0.11169830337855165,30.253154105536392,8.727455703514735
RBF,RBF_I__base_s1,1,2,instance,severe,confirmed,0.6243813351618882,0.6207597445710188,0.6182998308182245,0.828343478721491,0.7605778631873504,0.2361195747850226,0.0,26.6966626400128,1,,,,,,,,
RBF,RBF_I__base_s1,1,2,instance,severe,immediate,0.6132945896953691,0.6018415690090154,0.595626308960374,0.8220273222630903,0.6676275243585853,0.333654952941973,0.3999999999999999,23.50798491993919,1,,,,,,,,
RBF,RBF_I__base_s1,1,2,instance,severe,none,0.6244763838064267,0.6207173418535405,0.6184253460424074,0.8298155793065026,0.7844813054178889,0.2119586069921231,0.0,26.736405480001125,1,,,,,,,,
RBF,RBF_I__base_s1,1,2,instance,severe,rl,0.5603705991911813,0.541590292913941,0.5393930355542432,0.7837652354170682,0.5089230527179348,0.4895859194559174,25.066666666666663,22.609492266643787,3,0.046896294816901954,0.05343376111193476,0.04960455160076416,0.035168898015040376,0.13941019241427846,0.13910208357938023,21.93931022920578,5.306453819566967
RBF,RBF_I__base_s1,1,2,instance,severe,rl_alarm,0.561481763107095,0.5450959219738821,0.5442055633974322,0.7832414645646337,0.5439072631851027,0.4530529412207251,28.266666666666666,24.778618320046615,3,0.054554941827386294,0.06549007068603373,0.06427621723390788,0.040334366525229814,0.20834323206470318,0.2087938181504654,24.47965141364013,9.208603501678088
RBF,RBF_I__base_s1,1,3,concept,moderate,confirmed,0.6841737217654607,0.6818322350922231,0.6824559081434783,0.866973234737685,0.556524675032356,0.2004298336384621,0.0,28.84598195999861,1,,,,,,,,
RBF,RBF_I__base_s1,1,3,concept,moderate,immediate,0.5744196940791484,0.5650155462715246,0.559592003618299,0.7900316549950095,0.2447526869619042,0.4052425774098543,13.2,19.21514623994008,1,,,,,,,,
RBF,RBF_I__base_s1,1,3,concept,moderate,none,0.6750083167563972,0.6728906215182,0.6730421512532923,0.860521876034596,0.768161611614428,0.176410889118841,0.0,27.541116280015554,1,,,,,,,,
RBF,RBF_I__base_s1,1,3,concept,moderate,rl,0.586954799843396,0.5780809196835927,0.573693894817809,0.8001405555036453,0.4207791720593476,0.4332165883944918,27.599999999999998,21.128110306647915,3,0.044971185637830265,0.04743454078341808,0.04884036833445912,0.03301034400739326,0.04106514460709872,0.043274801319506916,19.1373979422491,2.345601522092798
RBF,RBF_I__base_s1,1,3,concept,moderate,rl_alarm,0.5985711020437722,0.5907026444619774,0.5873208417184227,0.8071357921880374,0.43027029054827154,0.3750298495582265,32.266666666666666,24.78892229332899,3,0.06619656973565886,0.07117687601634134,0.07423683170286628,0.04623370481968576,0.2926224677615755,0.17200906541376423,27.943753028777884,9.490162677478658
RBF,RBF_I__base_s1,1,4,concept,severe,confirmed,0.6772283815252592,0.6749641794081096,0.6762129682222442,0.8645306462192396,0.4905406088377499,0.2850539812970185,0.3999999999999999,26.657436279952528,1,,,,,,,,
RBF,RBF_I__base_s1,1,4,concept,severe,immediate,0.6171780057436538,0.6108620598493146,0.6082563187396419,0.824505836525582,0.1493960477770852,0.4013127077560373,4.8,20.0933002400212,1,,,,,,,,
RBF,RBF_I__base_s1,1,4,concept,severe,none,0.677914089603715,0.6747172906077991,0.6745698125759297,0.8622592161941609,0.6319681935342577,0.1876731888188452,0.0,28.70533092003316,1,,,,,,,,
RBF,RBF_I__base_s1,1,4,concept,severe,rl,0.5928500788677443,0.584643908120995,0.580998452720625,0.8043243983122869,0.46126675539233025,0.3967733500384707,28.933333333333337,23.24219769332558,3,0.059875808887482174,0.06385091530267226,0.06610251379340924,0.04554161063850186,0.023913979210335026,0.05287171159118496,20.43265360478989,4.949930400212224
RBF,RBF_I__base_s1,1,4,concept,severe,rl_alarm,0.5988969831107611,0.5906767016048198,0.5872990632698566,0.8069297584094478,0.4016296321254289,0.38573065223402997,30.400000000000002,25.99050618670881,3,0.0684308215564384,0.07278128502558723,0.07557868590636253,0.04791671601918031,0.19947904565120766,0.17152279472665705,26.327172275046934,11.139615692917568
RBF,RBF_I__base_s1,1,5,splice,moderate,confirmed,0.6565553013381491,0.6523036912968894,0.6499119746568776,0.8539185923098919,0.5777996070726915,0.260835158271949,0.7999999999999999,27.22249912004918,1,,,,,,,,
RBF,RBF_I__base_s1,1,5,splice,moderate,immediate,0.5690019213404575,0.5587008200209643,0.553474270215321,0.7864173715289471,0.4010103845074375,0.4327991240294644,13.6,19.780901199951767,1,,,,,,,,
RBF,RBF_I__base_s1,1,5,splice,moderate,none,0.6757687059127047,0.674634442020731,0.6737909159252042,0.8622709327109326,0.7195621667134438,0.2765180171212423,0.0,29.101535039953884,1,,,,,,,,
RBF,RBF_I__base_s1,1,5,splice,moderate,rl,0.5795319533175372,0.5704599652919965,0.5653800117548323,0.7950227861048477,0.5335204415754514,0.4058630300617161,30.133333333333336,21.03089901333054,3,0.033786627561617585,0.036482637039429146,0.03637640372913053,0.024498862695797825,0.00801497871453105,0.06801005783645661,19.860849260123125,1.8442928518763788
RBF,RBF_I__base_s1,1,5,splice,moderate,rl_alarm,0.5992952821926364,0.5916189738305415,0.5878876436328007,0.8077658104008488,0.509664140705398,0.3937520737938815,34.93333333333334,25.152719346682233,3,0.06622792765595055,0.07189350435976309,0.07439441607343338,0.04720282055691054,0.1817770227271744,0.10152767126721013,30.253154105536392,9.640395146281122
RBF,RBF_I__base_s1,1,6,splice,severe,confirmed,0.647980555763003,0.6430600673464084,0.639404195730804,0.8490172883115807,0.5213801934157766,0.2900291202961692,0.3999999999999999,25.01406236002222,1,,,,,,,,
RBF,RBF_I__base_s1,1,6,splice,severe,immediate,0.6130298113284406,0.605870029254816,0.5995465851937803,0.8198492147616918,0.1584223472722984,0.3400133185850696,5.199999999999999,20.200887199956924,1,,,,,,,,
RBF,RBF_I__base_s1,1,6,splice,severe,none,0.664878846924158,0.6628669051011103,0.661548243199592,0.8630961317229429,0.6620952252586177,0.2245761755344364,0.0,29.564665440004323,1,,,,,,,,
RBF,RBF_I__base_s1,1,6,splice,severe,rl,0.5954978625370294,0.5882004514253102,0.5841278731988626,0.8055164914269483,0.24666689130752206,0.4535655432402537,23.066666666666663,23.266433213309696,3,0.06277270994845352,0.06755535159532253,0.0691813551005154,0.04532799104062392,0.02729448966357738,0.07473798159031486,19.613600723307623,5.670220716317913
RBF,RBF_I__base_s1,1,6,splice,severe,rl_alarm,0.5931669076828725,0.5853362073622699,0.581328293000768,0.8067023471318565,0.4186182340982354,0.3789175075434359,32.0,25.884782119933515,3,0.062104361137599415,0.06714355381496863,0.06947251476250407,0.04883845007142825,0.2108572595818903,0.13366351437372187,27.712812921102035,10.69752530823536
RBF,RBF_I__base_s2,2,0,clean,none,confirmed,0.6541887903594091,0.6529022863407932,0.6540488923770705,0.8475062149426542,,0.2891566265060241,0.0,29.03569735996425,1,,,,,,,,
RBF,RBF_I__base_s2,2,0,clean,none,immediate,0.5435237504515619,0.539183928485757,0.5387077469555495,0.7805621096835211,,0.3373493975903614,2.0,21.30162764005363,1,,,,,,,,
RBF,RBF_I__base_s2,2,0,clean,none,none,0.6407339499567182,0.6395880578985236,0.6406732700192199,0.8425513929239119,,0.2289156626506024,0.0,27.564179559983312,1,,,,,,,,
RBF,RBF_I__base_s2,2,0,clean,none,rl,0.5517870490913098,0.5477749145057782,0.5482168615990562,0.7772342854313329,,0.43908969210174026,27.46666666666667,24.255312013346707,3,0.08795936253812145,0.09051474272446912,0.09063648938161778,0.062009244989804535,,0.14398211148325307,24.14732559380714,7.263829716379038
RBF,RBF_I__base_s2,2,0,clean,none,rl_alarm,0.5465137149854932,0.5425444404878877,0.5431015896209791,0.7748236414571427,,0.42971887550200805,31.2,25.15745213329792,3,0.08159711703561978,0.08404223795274851,0.08449955391481274,0.05865395331142097,,0.17390068349085117,27.019992598074484,9.461766977825167
RBF,RBF_I__base_s2,2,1,instance,moderate,confirmed,0.6393093999850047,0.6389467712686387,0.6403708403731421,0.8386759439379372,0.8435034118671197,0.156649530454516,0.0,29.28588487999514,1,,,,,,,,
RBF,RBF_I__base_s2,2,1,instance,moderate,immediate,0.6375236004989333,0.6375892714989572,0.6388215850648544,0.8390361768118884,0.773862008929825,0.2294079297697311,0.0,27.66734988000244,1,,,,,,,,
RBF,RBF_I__base_s2,2,1,instance,moderate,none,0.6402363798709044,0.6398856021971304,0.6413850697319176,0.8398266766087812,0.8394316362921569,0.1606557213880829,0.0,29.450886559952053,1,,,,,,,,
RBF,RBF_I__base_s2,2,1,instance,moderate,rl,0.5397090464603228,0.5364257317368772,0.5365906656662721,0.7634211880722024,0.6211376634560483,0.3804222508655197,30.266666666666666,25.714099626677733,3,0.07995212159264146,0.08210186260946682,0.08249158439938893,0.06062635062839631,0.16378216038702753,0.16046056248676882,26.612277868182073,10.187982812325629
RBF,RBF_I__base_s2,2,1,instance,moderate,rl_alarm,0.541535742117831,0.5382195872469349,0.538713827766462,0.7642140205470497,0.6134714928907735,0.3853673668791689,33.333333333333336,25.896290373367567,3,0.08547725966388706,0.08804535164839788,0.08891590378018345,0.06548248099707495,0.19568722442837277,0.1946059935214834,28.867513459481287,11.299810792986351
RBF,RBF_I__base_s2,2,2,instance,severe,confirmed,0.5698677008854021,0.5686562522653232,0.5703603236671219,0.7862173593880142,0.7385671501160952,0.2609137514397344,0.7999999999999999,24.195104120019824,1,,,,,,,,
RBF,RBF_I__base_s2,2,2,instance,severe,immediate,0.5839019037167804,0.5817930087625828,0.582973024842941,0.7979476836691314,0.6742100481206044,0.3251371982203753,0.3999999999999999,22.86702556004748,1,,,,,,,,
RBF,RBF_I__base_s2,2,2,instance,severe,none,0.6323638668693299,0.632086499148347,0.6336653016274216,0.8315897080034103,0.7634687216071608,0.237087558436279,0.0,28.53950172001496,1,,,,,,,,
RBF,RBF_I__base_s2,2,2,instance,severe,rl,0.5183862370751058,0.5147106701220525,0.5156282601658383,0.7472651527933761,0.5635382665365504,0.43460782763838385,29.599999999999998,24.83012465334808,3,0.07705215578944333,0.07887832938199212,0.08020602922985973,0.05772295998457839,0.10745268098054321,0.10790038192758253,25.885903499781495,8.672327862357271
RBF,RBF_I__base_s2,2,2,instance,severe,rl_alarm,0.526333726390981,0.5229464417548547,0.5236176081034388,0.7532880051597525,0.5746542383147694,0.42403471924237973,32.0,25.98911912000428,3,0.09182479522108282,0.09451806227325599,0.09530409821965331,0.0678112638221879,0.16351813913364352,0.1619009904234578,27.712812921102035,10.510372135019212
RBF,RBF_I__base_s2,2,3,concept,moderate,confirmed,0.6196792376953644,0.6181097380153692,0.6195802117342113,0.8365099278439254,0.6012608573830205,0.2507667031763417,0.0,27.700042679999022,1,,,,,,,,
RBF,RBF_I__base_s2,2,3,concept,moderate,immediate,0.5254408266479453,0.5194020345121209,0.5210662847912173,0.7643595657421587,0.2642476884281311,0.3989893458130041,10.0,19.66218203995377,1,,,,,,,,
RBF,RBF_I__base_s2,2,3,concept,moderate,none,0.6241164722962519,0.6230850674647884,0.6250643981881105,0.8331148127218996,0.8108994115998879,0.2076122672508214,0.0,28.88584652002901,1,,,,,,,,
RBF,RBF_I__base_s2,2,3,concept,moderate,rl,0.5168571746652763,0.5124131104574007,0.5129271509716635,0.7530567864716903,0.3686746987951807,0.4884894951707657,24.133333333333336,20.639454146691907,3,0.03233931995315809,0.03366594468030745,0.034108875366472495,0.024499704816899302,0.034118337248641155,0.05153328658929228,17.084886108292714,1.3452361539360695
RBF,RBF_I__base_s2,2,3,concept,moderate,rl_alarm,0.5392705486221399,0.5354171784791141,0.5362210338350383,0.7700687451431749,0.4504996731110488,0.4147416110723887,29.866666666666664,25.49287505336106,3,0.07347872530933658,0.07592261895774792,0.07694061048743737,0.054599496131886055,0.31211532904860295,0.17937927361867867,25.865292059695236,10.523498073701397
RBF,RBF_I__base_s2,2,4,concept,severe,confirmed,0.6022233885204447,0.6006875316663818,0.6021468426547923,0.8223012994928085,0.5893007440325893,0.2483967845368739,0.7999999999999999,26.397908119950444,1,,,,,,,,
RBF,RBF_I__base_s2,2,4,concept,severe,immediate,0.5297690047916681,0.5254748902029309,0.5269530664067767,0.7680493438660918,0.1571895094771571,0.4145328094657454,5.6,19.517219519987705,1,,,,,,,,
RBF,RBF_I__base_s2,2,4,concept,severe,none,0.6465207582150184,0.6454485455157375,0.6469533895262495,0.8444566129932818,0.7216779449887217,0.2230727543693266,0.0,28.156398960016663,1,,,,,,,,
RBF,RBF_I__base_s2,2,4,concept,severe,rl,0.5135809369312876,0.5092057416706548,0.5099022672460988,0.7518154107130385,0.3278512832598279,0.4717649671077391,23.733333333333334,21.0367452933453,3,0.031906432571107944,0.033991479673032614,0.034449755341599136,0.026434599045558498,0.02703263095129522,0.06512592111877101,17.460049637195574,1.783633617770444
RBF,RBF_I__base_s2,2,4,concept,severe,rl_alarm,0.5456844315091369,0.5416603820013944,0.542403461884845,0.7728909552247772,0.33723866276133724,0.43737298469042135,25.066666666666666,25.77619502665475,3,0.08732682055160063,0.08988318621555424,0.09054289330128115,0.06197767766606819,0.33293418462157043,0.18558944349492426,21.70837012152993,10.466058611522296
RBF,RBF_I__base_s2,2,5,splice,moderate,confirmed,0.6348585333269717,0.6329920787563821,0.6340703487886347,0.8403006999367199,0.6656856974690994,0.210194602506086,1.2,27.03774052001536,1,,,,,,,,
RBF,RBF_I__base_s2,2,5,splice,moderate,immediate,0.5245479269049096,0.5196981807335079,0.5201499573772839,0.7630591336644407,0.3782617225819109,0.4003415127121386,12.0,19.66996228005737,1,,,,,,,,
RBF,RBF_I__base_s2,2,5,splice,moderate,none,0.6176276130949541,0.6160571561329997,0.6160906081386688,0.8293983388307958,0.6444407074189299,0.1969622294905685,0.0,28.00166020002216,1,,,,,,,,
RBF,RBF_I__base_s2,2,5,splice,moderate,rl,0.5353967723832699,0.5312315797113772,0.5316434820544674,0.7650853242699092,0.43387800480207783,0.4449024498309861,27.333333333333332,23.433014199975876,3,0.06350403301151371,0.06557210229137052,0.06577663438194946,0.04596947460015859,0.04148130830610854,0.08812802384178955,20.08515206149392,4.331847593827792
RBF,RBF_I__base_s2,2,5,splice,moderate,rl_alarm,0.5368894826407112,0.5328083535720809,0.5329975610788922,0.7686134689794741,0.47946971607948646,0.39782414252596604,32.266666666666666,25.979945773351943,3,0.06992127202743634,0.07209557785239074,0.07196068963162242,0.0526412414569754,0.1428690693874606,0.17395151934139494,27.943753028777884,10.720861650046189
RBF,RBF_I__base_s2,2,6,splice,severe,confirmed,0.6157463892088636,0.6131552053241919,0.6129261348114707,0.8267999227254308,0.3907223438289274,0.3587999548430797,0.3999999999999999,23.62048332002014,1,,,,,,,,
RBF,RBF_I__base_s2,2,6,splice,severe,immediate,0.5293532270487278,0.5242691043208514,0.5249098442305481,0.7654539447099536,0.2650446203064489,0.4400033867690223,3.6,19.995430320035663,1,,,,,,,,
RBF,RBF_I__base_s2,2,6,splice,severe,none,0.650985256930197,0.6496007788941791,0.6500961080574169,0.8471345894053857,0.6866475837683111,0.270320614134116,0.0,27.49891296001151,1,,,,,,,,
