condition,stream,mode,level,detector,filter,malicious_precision,malicious_recall,benign_fpr,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,random_rows,0.41712113065519624,0.8048165987402742,0.24143745724694166,-0.08456474323137214,0.06609855502037798,0.08391530519718107
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,oracle_blocks,0.23928253402874952,0.9756947017413857,0.6659136825694787,-0.26240333985781883,0.23697665802148948,0.5083915305197181
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,random_blocks,0.23928253402874952,0.9756947017413857,0.6659136825694787,-0.26240333985781883,0.23697665802148948,0.5083915305197181
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,learned_features,0.5016858738865684,0.7387180437198962,0.15752215204976058,0.0,0.0,0.0
radar__instance__moderate__a0,radar,instance,moderate,d3_oof,learned_features_label,0.5010589141316905,0.7713968136346795,0.16490351728416666,-0.0006269597548779204,0.032678769914783246,0.007381365234406079
radar__instance__severe__a2,radar,instance,severe,adwin,none,0.35687302443913343,0.6860318636532049,0.2654109861440321,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,adwin,oracle_rows,0.38827978627437376,0.8292701000370507,0.28047597079270137,0.03140676183524033,0.1432382363838458,0.015064984648669288
radar__instance__severe__a2,radar,instance,severe,adwin,random_rows,0.3887248872488725,0.7025565024082994,0.237174082499483,0.03185186280973906,0.016524638755094467,-0.02823690364454909
radar__instance__severe__a2,radar,instance,severe,adwin,oracle_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.1457431392737653,0.3139681363467951,0.536723882852643
radar__instance__severe__a2,radar,instance,severe,adwin,random_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.1457431392737653,0.3139681363467951,0.536723882852643
radar__instance__severe__a2,radar,instance,severe,adwin,learned_features,0.35687302443913343,0.6860318636532049,0.2654109861440321,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,adwin,learned_features_label,0.37615505972503943,0.4947017413856984,0.176134646283069,0.019282035285905996,-0.1913301222675065,-0.08927633986096309
radar__instance__severe__a2,radar,instance,severe,hddm_w,none,0.37834405017067557,0.7063356798814375,0.24915289289066353,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,hddm_w,oracle_rows,0.36336301607493926,0.6984809188588366,0.2627225147547764,-0.014981034095736312,-0.007854761022600965,0.013569621864112896
radar__instance__severe__a2,radar,instance,severe,hddm_w,random_rows,0.4554582244762051,0.658836606150426,0.16910325957270803,0.07711417430552953,-0.047499073731011476,-0.0800496333179555
radar__instance__severe__a2,radar,instance,severe,hddm_w,oracle_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.16721416500530745,0.29366432011856247,0.5529819761060116
radar__instance__severe__a2,radar,instance,severe,hddm_w,random_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.16721416500530745,0.29366432011856247,0.5529819761060116
radar__instance__severe__a2,radar,instance,severe,hddm_w,learned_features,0.37834405017067557,0.7063356798814375,0.24915289289066353,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,hddm_w,learned_features_label,0.3164447197274698,0.3785846609855502,0.17556195415281334,-0.06189933044320578,-0.3277510188958873,-0.07359093873785019
radar__instance__severe__a2,radar,instance,severe,hellinger,none,0.4184983295234746,0.7054464616524638,0.2104325416394903,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,hellinger,oracle_rows,0.4394388460778502,0.8240088921822898,0.22565660743545282,0.02094051655437562,0.11856243052982596,0.015224065795962527
radar__instance__severe__a2,radar,instance,severe,hellinger,random_rows,0.276954483592923,0.5428677287884401,0.30425860231303986,-0.14154384593055158,-0.1625787328640237,0.09382606067354957
radar__instance__severe__a2,radar,instance,severe,hellinger,oracle_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.20736844435810647,0.29455353834753617,0.5917023273571849
radar__instance__severe__a2,radar,instance,severe,hellinger,random_blocks,0.21112988516536813,1.0,0.8021348689966752,-0.20736844435810647,0.29455353834753617,0.5917023273571849
radar__instance__severe__a2,radar,instance,severe,hellinger,learned_features,0.4184983295234746,0.7054464616524638,0.2104325416394903,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,hellinger,learned_features_label,0.3405411524963206,0.44579473879214526,0.18532953659661794,-0.07795717702715399,-0.25965172286031857,-0.025103005042872356
radar__instance__severe__a2,radar,instance,severe,d3_oof,none,0.4053887470282645,0.6823267876991478,0.21485499753424223,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,d3_oof,oracle_rows,0.5682736480876737,0.7608002964060763,0.12408329488872273,0.16288490105940917,0.07847350870692849,-0.0907717026455195
radar__instance__severe__a2,radar,instance,severe,d3_oof,random_rows,0.397787964170066,0.7009262689885143,0.2278042029239115,-0.007600782858198485,0.018599481289366504,0.01294920538966926
radar__instance__severe__a2,radar,instance,severe,d3_oof,oracle_blocks,0.16359338696463827,0.9026306039273805,0.9907255691128044,-0.24179536006362623,0.2203038162282327,0.7758705715785622
radar__instance__severe__a2,radar,instance,severe,d3_oof,random_blocks,0.16359338696463827,0.9026306039273805,0.9907255691128044,-0.24179536006362623,0.2203038162282327,0.7758705715785622
radar__instance__severe__a2,radar,instance,severe,d3_oof,learned_features,0.4053887470282645,0.6823267876991478,0.21485499753424223,0.0,0.0,0.0
radar__instance__severe__a2,radar,instance,severe,d3_oof,learned_features_label,0.5689059293660222,0.7806595035198222,0.12699447988418894,0.16351718233775775,0.09833271582067438,-0.08786051765005329
radar__concept__moderate__a0,radar,concept,moderate,adwin,none,0.4130369299355383,0.5940559743523092,0.18257284737187296,0.0,0.0,0.0
radar__concept__moderate__a0,radar,concept,moderate,adwin,oracle_rows,0.473465724223045,0.7313057793951997,0.1758830694275274,0.06042879428750669,0.13724980504289053,-0.006689777944345554
radar__concept__moderate__a0,radar,concept,moderate,adwin,random_rows,0.4182173213875488,0.6309678537388441,0.18982479153002904,0.005180391452010491,0.03691187938653495,0.007251944158156082
radar__concept__moderate__a0,radar,concept,moderate,adwin,oracle_blocks,0.45609671848013816,0.5720474828870982,0.147531153377682,0.04305978854459985,-0.022008491465211,-0.035041693994190964
radar__concept__moderate__a0,radar,concept,moderate,adwin,random_blocks,0.34633651161947576,0.8277445628628368,0.33786189450014054,-0.06670041831606255,0.23368858851052765,0.15528904712826758
radar__concept__moderate__a0,radar,concept,moderate,adwin,learned_features,0.4033187948062365,0.6970799757386709,0.22303007589243887,-0.009718135129301808,0.1030240013863617,0.04045722852056591
radar__concept__moderate__a0,radar,concept,moderate,adwin,learned_features_label,0.4058172432620241,0.7084308118880513,0.22432305818420312,-0.007219686673514192,0.11437483753574218,0.04175021081233016
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,none,0.3834539996468303,0.7526210900268607,0.2617071114026047,0.0,0.0,0.0
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,oracle_rows,0.49498069498069497,0.6664933714582791,0.14706268153283988,0.11152669533386467,-0.08612771856858159,-0.11464442986976484
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,random_rows,0.45682210708117443,0.7792219045143401,0.2003747774758737,0.07336810743434413,0.02660081448747942,-0.061332333926731014
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,oracle_blocks,0.45609671848013816,0.5720474828870982,0.147531153377682,0.07264271883330786,-0.18057360713976256,-0.11417595802492272
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,random_blocks,0.34633651161947576,0.8277445628628368,0.33786189450014054,-0.03711748802735454,0.07512347283597609,0.07615478309753582
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,learned_features,0.3440155582801336,0.7050515553244953,0.29075236578281644,-0.03943844136669672,-0.04756953470236547,0.029045254380211716
radar__concept__moderate__a0,radar,concept,moderate,hddm_w,learned_features_label,0.4241420965504899,0.8214192877566935,0.24118804459851964,0.0406880969036596,0.06879819772983276,-0.02051906680408508
radar__concept__moderate__a0,radar,concept,moderate,hellinger,none,0.45126817410448106,0.8525257776622477,0.22419188606764734,0.0,0.0,0.0
radar__concept__moderate__a0,radar,concept,moderate,hellinger,oracle_rows,0.4268562043382228,0.6530629928082489,0.1896374027920922,-0.024411969766258257,-0.19946278485399882,-0.03455448327555513
radar__concept__moderate__a0,radar,concept,moderate,hellinger,random_rows,0.47306969896949086,0.8074690234815007,0.1945095099784503,0.021801524865009803,-0.04505675418074695,-0.02968237608919705
radar__concept__moderate__a0,radar,concept,moderate,hellinger,oracle_blocks,0.39605921601334443,0.9875227449961008,0.3256628876604516,-0.05520895809113663,0.13499696733385314,0.10147100159280426
radar__concept__moderate__a0,radar,concept,moderate,hellinger,random_blocks,0.40162207710132714,0.9911619443722381,0.31936662606577343,-0.04964609700315392,0.13863616670999046,0.09517473999812609
radar__concept__moderate__a0,radar,concept,moderate,hellinger,learned_features,0.37060510732790525,0.6941339571960835,0.25494237796308444,-0.08066306677657581,-0.15839182046616418,0.030750491895437104
radar__concept__moderate__a0,radar,concept,moderate,hellinger,learned_features_label,0.38268615806304246,0.7258469803309938,0.2532184015740654,-0.0685820160414386,-0.12667879733125387,0.02902651550641805
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,none,0.46984238795456545,0.9247032319556364,0.22565351822355476,0.0,0.0,0.0
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,oracle_rows,0.4894940073215987,0.8457672645351356,0.1907617352197133,0.019651619367033246,-0.0789359674205008,-0.034891783003841464
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,random_rows,0.5420304178334157,0.8553851486006412,0.15630094631312658,0.0721880298788502,-0.06931808335499523,-0.06935257191042818
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,oracle_blocks,0.4306645938593082,0.9601421020708777,0.27450576220369155,-0.039177794095257235,0.03543887011524127,0.048852243980136795
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,random_blocks,0.39943342776203966,0.952950350922797,0.30986601705237515,-0.0704089601925258,0.02824711896716059,0.0842124988288204
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,learned_features,0.3756283320639756,0.8546919677670912,0.30724257472125927,-0.09421405589058984,-0.0700112641885452,0.08158905649770451
radar__concept__moderate__a0,radar,concept,moderate,d3_oof,learned_features_label,0.42048131942107037,0.865956156312278,0.25810924763421716,-0.04936106853349509,-0.05874707564335846,0.03245572941066241
radar__splice__moderate__a1,radar,splice,moderate,adwin,none,0.4494294893098482,0.7437213565536205,0.18241879243897963,0.0,0.0,0.0
radar__splice__moderate__a1,radar,splice,moderate,adwin,oracle_rows,0.3166687868379765,0.6845096241979834,0.2957423380436777,-0.13276070247187172,-0.05921173235563704,0.1133235456046981
radar__splice__moderate__a1,radar,splice,moderate,adwin,random_rows,0.34866951991068107,0.6869844179651695,0.25694622866581024,-0.10075996939916715,-0.05673693858845097,0.07452743622683061
radar__splice__moderate__a1,radar,splice,moderate,adwin,oracle_blocks,0.3226011606645997,0.7439046746104492,0.31275463387777575,-0.1268283286452485,0.00018331805682869629,0.13033584143879612
radar__splice__moderate__a1,radar,splice,moderate,adwin,random_blocks,0.30635535123800306,0.696333638863428,0.3156726004771518,-0.14307413807184516,-0.047387717690192455,0.13325380803817216
radar__splice__moderate__a1,radar,splice,moderate,adwin,learned_features,0.349894088195648,0.6661778185151237,0.24782528904386125,-0.09953540111420023,-0.07754353803849678,0.06540649660488163
radar__splice__moderate__a1,radar,splice,moderate,adwin,learned_features_label,0.40784433889995403,0.7319890009165902,0.21279133786015783,-0.04158515040989419,-0.011732355637030234,0.030372545421178204
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,none,0.4101716974520699,0.7510540788267644,0.21624151220407414,0.0,0.0,0.0
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,oracle_rows,0.343210820628017,0.6582034830430797,0.2521930629473298,-0.06696087682405288,-0.09285059578368471,0.03595155074325565
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,random_rows,0.4089167380426453,0.8314390467461045,0.24063130849697192,-0.0012549594094246053,0.08038496791934002,0.02438979629289778
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,oracle_blocks,0.42733617441788646,0.6341888175985334,0.17015966232336208,0.017164476965816577,-0.11686526122823104,-0.04608184988071207
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,random_blocks,0.4197463233744891,0.9130155820348305,0.252706918700679,0.0095746259224192,0.16196150320806602,0.036465406496604874
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,learned_features,0.39959651626236287,0.7443629697525206,0.22393099651312168,-0.010575181189707017,-0.006691109074243862,0.007689484309047534
radar__splice__moderate__a1,radar,splice,moderate,hddm_w,learned_features_label,0.4132764487785058,0.7458295142071494,0.21200220223894292,0.003104751326435895,-0.005224564619615069,-0.004239309965131222
radar__splice__moderate__a1,radar,splice,moderate,hellinger,none,0.5263319987680937,0.6265811182401466,0.11290144980730409,0.0,0.0,0.0
radar__splice__moderate__a1,radar,splice,moderate,hellinger,oracle_rows,0.5906953023176744,0.9554537121906508,0.13255643237291245,0.06436330354958075,0.32887259395050417,0.019654982565608367
radar__splice__moderate__a1,radar,splice,moderate,hellinger,random_rows,0.4883155477509118,0.6626947754353804,0.13903468526335108,-0.038016451017181874,0.03611365719523374,0.026133235456046996
radar__splice__moderate__a1,radar,splice,moderate,hellinger,oracle_blocks,0.5188599151000607,0.7842346471127406,0.1456046981097449,-0.0074720836680329805,0.15765352887259398,0.03270324830244083
radar__splice__moderate__a1,radar,splice,moderate,hellinger,random_blocks,0.534148942140412,0.8724106324472961,0.15233987887685813,0.007816943372318308,0.2458295142071495,0.03943842906955404
radar__splice__moderate__a1,radar,splice,moderate,hellinger,learned_features,0.4542716857610475,0.6360219981668195,0.1529821985685447,-0.07206031300704618,0.009440879926672863,0.04008074876124061
radar__splice__moderate__a1,radar,splice,moderate,hellinger,learned_features_label,0.4119382660009078,0.6654445462878094,0.1902000367039824,-0.11439373276718584,0.03886342804766274,0.0772985868966783
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,none,0.5041686085650665,0.8923923006416132,0.17572031565424848,0.0,0.0,0.0
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,oracle_rows,0.3602044828942194,0.7556370302474794,0.26872820701046063,-0.1439641256708471,-0.13675527039413382,0.09300789135621215
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,random_rows,0.37453874538745385,0.8000916590284143,0.2675169755918517,-0.12962986317761266,-0.09230064161319895,0.09179665993760325
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,oracle_blocks,0.5036798528058878,0.9032997250229148,0.1782161864562305,-0.0004887557591787273,0.010907424381301545,0.0024958708019820197
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,random_blocks,0.46938489561440383,0.921173235563703,0.20849697192145347,-0.03478371295066268,0.028780934922089774,0.032776656267204995
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,learned_features,0.5021426385062748,0.9021998166819432,0.17909708203340063,-0.002025970058791682,0.009807516040329922,0.0033767663791521574
radar__splice__moderate__a1,radar,splice,moderate,d3_oof,learned_features_label,0.4983077323613642,0.8771769019248395,0.17682143512571113,-0.005860876203702292,-0.015215398716773687,0.0011011194714626582
radar__splice__moderate__a0,radar,splice,moderate,adwin,none,0.429140832595217,0.7940453428025129,0.2123480743886367,0.0,0.0,0.0
radar__splice__moderate__a0,radar,splice,moderate,adwin,oracle_rows,0.4053888888888889,0.6643904215605937,0.1959108214965588,-0.023751943706328105,-0.12965492124191924,-0.016437252892077897
radar__splice__moderate__a0,radar,splice,moderate,adwin,random_rows,0.33668668668668666,0.6124920331421287,0.2425867623370918,-0.09245414590853035,-0.1815533096603842,0.030238687948455106
radar__splice__moderate__a0,radar,splice,moderate,adwin,oracle_blocks,0.4342506039281588,0.7528908312847128,0.19719212183335774,0.0051097713329417704,-0.04115451151780014,-0.015155952555278962
radar__splice__moderate__a0,radar,splice,moderate,adwin,random_blocks,0.2871730562522393,0.4378585086042065,0.21849831600527164,-0.1419677763429777,-0.35618683419830643,0.006150241616634938
radar__splice__moderate__a0,radar,splice,moderate,adwin,learned_features,0.429119716577277,0.7940453428025129,0.2123663786791624,-2.1116017940026044e-05,0.0,1.830429052568361e-05
radar__splice__moderate__a0,radar,splice,moderate,adwin,learned_features_label,0.410000423029739,0.8824547027223891,0.25528993996192706,-0.019140409565478023,0.0884093599198762,0.042941865573290355
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,none,0.3772693468655672,0.7852135117909497,0.26056157563332843,0.0,0.0,0.0
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,oracle_rows,0.31646926416206655,0.5376490940544478,0.2334529213647679,-0.060800082703500624,-0.24756441773650184,-0.027108654268560545
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,random_rows,0.3305564413265306,0.7550760265865428,0.30742055937911844,-0.046712905539036564,-0.030137485204406844,0.046858983745790006
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,oracle_blocks,0.49640703195175157,0.7044523354274789,0.1436703763362132,0.11913768508618439,-0.0807611763634708,-0.11689119929711522
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,random_blocks,0.21814900105806934,0.31912956387143765,0.22993849758383364,-0.15912034580749784,-0.466083947919512,-0.030623078049494795
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,learned_features,0.3642023346303502,0.8096148593280524,0.2841375018304291,-0.013067012235217002,0.02440134753710277,0.02357592619710064
radar__splice__moderate__a0,radar,splice,moderate,hddm_w,learned_features_label,0.39657954178767346,0.895201675316398,0.2738321862644604,0.019310194922106283,0.10998816352544838,0.01327061063113194
radar__splice__moderate__a0,radar,splice,moderate,hellinger,none,0.42571121846484167,0.7221159974506055,0.195837604334456,0.0,0.0,0.0
radar__splice__moderate__a0,radar,splice,moderate,hellinger,oracle_rows,0.31602373887240354,0.5042338158972958,0.2193952262410309,-0.10968747959243813,-0.21788218155330974,0.0235576219065749
radar__splice__moderate__a0,radar,splice,moderate,hellinger,random_rows,0.4069841947885519,0.6939816079395429,0.20328745057841557,-0.018727023676289756,-0.02813438951106262,0.007449846243959585
radar__splice__moderate__a0,radar,splice,moderate,hellinger,oracle_blocks,0.44047186932849364,0.6629336246927069,0.1692963830721921,0.01476065086365197,-0.059182372757898616,-0.02654122126226388
radar__splice__moderate__a0,radar,splice,moderate,hellinger,random_blocks,0.5511094150357084,0.9204224710916872,0.1507175281886074,0.12539819657086676,0.19830647364108167,-0.04512007614584859
radar__splice__moderate__a0,radar,splice,moderate,hellinger,learned_features,0.3786502113599922,0.7095511244650824,0.2340752672426417,-0.04706100710484945,-0.012564872985523112,0.0382376629081857
radar__splice__moderate__a0,radar,splice,moderate,hellinger,learned_features_label,0.39209876543209876,0.6506419011199126,0.2027932347342217,-0.033612453032742906,-0.0714740963306929,0.006955630399765711
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,none,0.39610951008645534,0.7508877355913685,0.23013984477961635,0.0,0.0,0.0
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,oracle_rows,0.45169107575597933,0.7806610215788036,0.19051105579147753,0.05558156566952399,0.029773285987435116,-0.03962878898813882
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,random_rows,0.4686358685205357,0.6659382682327233,0.15179748132962367,0.07252635843408034,-0.08494946735864517,-0.07834236344999268
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,oracle_blocks,0.3159699224685394,0.7384139124100884,0.3213684287597013,-0.08013958761791595,-0.012473823181280097,0.09122858398008493
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,random_blocks,0.27533247533247535,0.5843576436310662,0.3091960755601113,-0.12077703475398,-0.16653009196030222,0.07905623078049495
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,learned_features,0.37875595456211064,0.7528908312847128,0.2482610924000586,-0.0173535555243447,0.0020030956933443367,0.018121247620442232
radar__splice__moderate__a0,radar,splice,moderate,d3_oof,learned_features_label,0.38626177627366687,0.7690066466357097,0.24564357885488358,-0.009847733812788473,0.018118911044341268,0.015503734075267228
radar__splice__moderate__a2,radar,splice,moderate,adwin,none,0.3055797733217088,0.5812603648424544,0.276242774566474,0.0,0.0,0.0
radar__splice__moderate__a2,radar,splice,moderate,adwin,oracle_rows,0.37807767590398683,0.6762483876911738,0.23263969171483623,0.072497902582278,0.09498802284871943,-0.043603082851637776
radar__splice__moderate__a2,radar,splice,moderate,adwin,random_rows,0.39284964300713987,0.689423254099871,0.22283236994219655,0.08726986968543105,0.10816288925741668,-0.05341040462427746
radar__splice__moderate__a2,radar,splice,moderate,adwin,oracle_blocks,0.4065407930808139,0.9700571217984153,0.29614643545279384,0.1009610197591051,0.38879675695596094,0.01990366088631984
radar__splice__moderate__a2,radar,splice,moderate,adwin,random_blocks,0.40588547189819724,0.7052699465634789,0.21589595375722542,0.10030569857648841,0.1240095817210245,-0.06034682080924858
radar__splice__moderate__a2,radar,splice,moderate,adwin,learned_features,0.3755059211512517,0.6923714759535655,0.24080924855491329,0.06992614782954287,0.11111111111111116,-0.03543352601156072
radar__splice__moderate__a2,radar,splice,moderate,adwin,learned_features_label,0.42693353101062514,0.7959277685645845,0.22342967244701348,0.12135375768891632,0.2146674037221301,-0.052813102119460525
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,none,0.2796317187670585,0.7079417726183895,0.38140655105973026,0.0,0.0,0.0
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,oracle_rows,0.42813726031939,0.7138382163257785,0.19940269749518305,0.14850554155233148,0.005896443707388954,-0.1820038535645472
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,random_rows,0.3144009808962544,0.7323567348442971,0.3339884393063584,0.0347692621291959,0.024414962225907555,-0.04741811175337185
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,oracle_blocks,0.4065407930808139,0.9700571217984153,0.29614643545279384,0.12690907431375542,0.26211534918002577,-0.08526011560693642
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,random_blocks,0.40588547189819724,0.7052699465634789,0.21589595375722542,0.12625375313113874,-0.0026718260549106754,-0.16551059730250484
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,learned_features,0.39785696486419136,0.7354892205638475,0.23279383429672448,0.11822524609713286,0.027547447945457937,-0.14861271676300578
radar__splice__moderate__a2,radar,splice,moderate,hddm_w,learned_features_label,0.3782645722937169,0.7365948037589829,0.2531984585741811,0.0986328535266584,0.028653031140593366,-0.12820809248554915
radar__splice__moderate__a2,radar,splice,moderate,hellinger,none,0.39287307109089287,0.8115901971623365,0.26229287090558767,0.0,0.0,0.0
radar__splice__moderate__a2,radar,splice,moderate,hellinger,oracle_rows,0.5794953238044821,0.9076838032061912,0.1377456647398844,0.18662225271358923,0.09609360604385475,-0.12454720616570328
radar__splice__moderate__a2,radar,splice,moderate,hellinger,random_rows,0.4366488536459231,0.7001105583195135,0.18890173410404623,0.04377578255503023,-0.11147963884282297,-0.07339113680154144
radar__splice__moderate__a2,radar,splice,moderate,hellinger,oracle_blocks,0.4739385262404367,0.9759535655058044,0.22655105973025047,0.08106545514954383,0.16436336834346787,-0.0357418111753372
radar__splice__moderate__a2,radar,splice,moderate,hellinger,random_blocks,0.3353553687428353,0.6468583010871568,0.268111753371869,-0.05751770234805759,-0.16473189607517968,0.0058188824662813166
radar__splice__moderate__a2,radar,splice,moderate,hellinger,learned_features,0.39292564342744996,0.8115901971623365,0.26223506743737957,5.2572336557088484e-05,0.0,-5.7803468208106334e-05
radar__splice__moderate__a2,radar,splice,moderate,hellinger,learned_features_label,0.2772427262931034,0.7585222037958357,0.41354527938342966,-0.11563034479778944,-0.05306799336650081,0.151252408477842
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,none,0.5937130701961711,0.92574166206007,0.13248554913294797,0.0,0.0,0.0
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,oracle_rows,0.5211916807195054,0.8542472821079786,0.1641233140655106,-0.07252138947666575,-0.0714943799520914,0.03163776493256262
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,random_rows,0.5169500257599176,0.9244518149990787,0.18065510597302506,-0.07676304443625359,-0.0012898470609913337,0.048169556840077093
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,oracle_blocks,0.5782390759507464,0.9777962041643634,0.14915221579961466,-0.015473994245424727,0.05205454210429339,0.01666666666666669
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,random_blocks,0.6125670041691483,0.9475769301639948,0.12533718689788054,0.018853933972977188,0.021835268103924776,-0.007148362235067429
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,learned_features,0.593818332249867,0.92574166206007,0.1324277456647399,0.00010526205369587593,0.0,-5.780346820807858e-05
radar__splice__moderate__a2,radar,splice,moderate,d3_oof,learned_features_label,0.4945071332703683,0.9165284687672748,0.1959344894026975,-0.09920593692580282,-0.009213193292795241,0.06344894026974954
radar__splice__severe__a2,radar,splice,severe,adwin,none,0.5255085461753428,0.7285997477022887,0.16083623386350618,0.0,0.0,0.0
radar__splice__severe__a2,radar,splice,severe,adwin,oracle_rows,0.4094416704493872,0.7314831501171383,0.2579415781821386,-0.11606687572595564,0.002883402414849523,0.09710534431863241
radar__splice__severe__a2,radar,splice,severe,adwin,random_rows,0.4838923505236643,0.6577761758875473,0.17152046525972595,-0.04161619565167851,-0.07082357181474142,0.010684231396219768
radar__splice__severe__a2,radar,splice,severe,adwin,oracle_blocks,0.5798207975769814,0.8279870246891332,0.14669339560294312,0.054312251401638534,0.09938727698684446,-0.014142838260563062
radar__splice__severe__a2,radar,splice,severe,adwin,random_blocks,0.4572974097576199,0.7922148134799063,0.22985416574877737,-0.06821113641772292,0.06361506577761755,0.0690179318852712
radar__splice__severe__a2,radar,splice,severe,adwin,learned_features,0.5252695855528128,0.7285997477022887,0.16099043926510112,-0.0002389606225300378,0.0,0.00015420540159494234
radar__splice__severe__a2,radar,splice,severe,adwin,learned_features_label,0.5923646222613028,0.7284195350513606,0.12254923558179495,0.06685607608596,-0.00018021265092815764,-0.038286998281711226
radar__splice__severe__a2,radar,splice,severe,hddm_w,none,0.5378267643834035,0.8397909533249234,0.17643300876767853,0.0,0.0,0.0
radar__splice__severe__a2,radar,splice,severe,hddm_w,oracle_rows,0.4013462131332854,0.7038205081996756,0.25666387628320925,-0.1364805512501181,-0.1359704451252478,0.08023086751553071
radar__splice__severe__a2,radar,splice,severe,hddm_w,random_rows,0.4576963472984012,0.7067940169399892,0.20474071463188967,-0.08013041708500229,-0.13299693638493415,0.028307705864211136
radar__splice__severe__a2,radar,splice,severe,hddm_w,oracle_blocks,0.45837068579112505,0.7371598486213732,0.21295765960259064,-0.07945607859227843,-0.10263110470355019,0.036524650834912104
radar__splice__severe__a2,radar,splice,severe,hddm_w,random_blocks,0.34988750480162434,0.5745179311587674,0.26098162752786713,-0.18793925958177915,-0.265273022166156,0.0845486187601886
radar__splice__severe__a2,radar,splice,severe,hddm_w,learned_features,0.45616616673269567,0.7262569832402235,0.21167995770366127,-0.08166059765070782,-0.1135339700846999,0.035246948935982736
radar__splice__severe__a2,radar,splice,severe,hddm_w,learned_features_label,0.5661171518765346,0.7271580464948639,0.13625148698065823,0.028290387493131064,-0.11263290683005944,-0.04018152178702031
radar__splice__severe__a2,radar,splice,severe,hellinger,none,0.6295384182381086,0.8061812939268337,0.11598449134246817,0.0,0.0,0.0
radar__splice__severe__a2,radar,splice,severe,hellinger,oracle_rows,0.5044617643736586,0.804829699044873,0.1932854562276953,-0.12507665386445,-0.0013515948819606827,0.07730096488522713
radar__splice__severe__a2,radar,splice,severe,hellinger,random_rows,0.6366804336602995,0.8889890070282934,0.12402520156848923,0.007142015422190839,0.08280771310145973,0.008040710226021056
