condition,stream,mode,level,detector,filter,malicious_precision,malicious_recall,benign_fpr,malicious_precision_difference,malicious_recall_difference,benign_fpr_difference
radar__splice__severe__a2,radar,splice,severe,hellinger,oracle_blocks,0.6086055989844324,0.8207785186520093,0.12904789179186676,-0.020932819253676183,0.014597224725175661,0.01306340044939859
radar__splice__severe__a2,radar,splice,severe,hellinger,random_blocks,0.49184071289334447,0.7957289601730041,0.2009957263074415,-0.13769770534476417,-0.01045233375382959,0.08501123496497333
radar__splice__severe__a2,radar,splice,severe,hellinger,learned_features,0.6001750959660583,0.803027572535592,0.1307882098955809,-0.029363322272050296,-0.003153721391241704,0.01480371855311273
radar__splice__severe__a2,radar,splice,severe,hellinger,learned_features_label,0.6234275666170702,0.8306001081275906,0.1226593822972199,-0.006110851621038416,0.024418814200756866,0.006674890954751725
radar__splice__severe__a2,radar,splice,severe,d3_oof,none,0.5079458891515629,0.696972427464408,0.16506586773582413,0.0,0.0,0.0
radar__splice__severe__a2,radar,splice,severe,d3_oof,oracle_rows,0.5642124399428645,0.7830239682825735,0.14786095078644754,0.056266550791301606,0.08605154081816546,-0.017204916949376592
radar__splice__severe__a2,radar,splice,severe,d3_oof,random_rows,0.5537115072933549,0.7695981257884303,0.1516499977970657,0.04576561814179203,0.07262569832402233,-0.013415869938758429
radar__splice__severe__a2,radar,splice,severe,d3_oof,oracle_blocks,0.4545088206322199,0.914669309785547,0.2683834868044235,-0.05343706851934299,0.21769688232113893,0.10331761906859935
radar__splice__severe__a2,radar,splice,severe,d3_oof,random_blocks,0.5793586005830904,0.8952964498107767,0.15891968101511214,0.0714127114315275,0.1983240223463687,-0.006146186720711988
radar__splice__severe__a2,radar,splice,severe,d3_oof,learned_features,0.5742039935240151,0.766985042349973,0.13904921355245187,0.06625810437245216,0.07001261488556498,-0.026016654183372262
radar__splice__severe__a2,radar,splice,severe,d3_oof,learned_features_label,0.5486403315958048,0.7871688592539197,0.1583248887518174,0.04069444244424192,0.09019643178951164,-0.006740978984006718
radar__concept__moderate__a1,radar,concept,moderate,adwin,none,0.3316101184501104,0.5593937854542376,0.2524932691213833,0.0,0.0,0.0
radar__concept__moderate__a1,radar,concept,moderate,adwin,oracle_rows,0.41258443951060514,0.739480145626958,0.23577035379773237,0.08097432106049474,0.1800863601727204,-0.016722915323650944
radar__concept__moderate__a1,radar,concept,moderate,adwin,random_rows,0.37097500562936275,0.5579544492422318,0.21186151454248986,0.03936488717925235,-0.0014393362120057596,-0.04063175457889345
radar__concept__moderate__a1,radar,concept,moderate,adwin,oracle_blocks,0.5126391246934541,0.46016425366184066,0.09796746425998255,0.18102900624334367,-0.09922953179239691,-0.15452580486140077
radar__concept__moderate__a1,radar,concept,moderate,adwin,random_blocks,0.4828125740837324,0.8621623909914486,0.20681809563535702,0.151202455633622,0.3027686055372111,-0.04567517348602629
radar__concept__moderate__a1,radar,concept,moderate,adwin,learned_features,0.39703120266585884,0.5548217763102193,0.18869212392400744,0.06542108421574844,-0.00457200914401823,-0.06380114519737587
radar__concept__moderate__a1,radar,concept,moderate,adwin,learned_features_label,0.44245301298198025,0.7733468800270934,0.21823214895149975,0.11084289453186985,0.21395309457285583,-0.03426112016988356
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,none,0.40958703006319014,0.5433070866141733,0.17538204846232605,0.0,0.0,0.0
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,oracle_rows,0.46989398924225806,0.7618321903310473,0.19246520799362937,0.06030695917906792,0.21852510371687406,0.01708315953130332
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,random_rows,0.3958841204149895,0.591228515790365,0.2020401198285996,-0.013702909648200645,0.04792142917619169,0.026658071366273545
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,oracle_blocks,0.5126391246934541,0.46016425366184066,0.09796746425998255,0.10305209463026394,-0.0831428329523326,-0.0774145842023435
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,random_blocks,0.4828125740837324,0.8621623909914486,0.20681809563535702,0.07322554402054227,0.3188553043772754,0.03143604717303097
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,learned_features,0.44452419403074345,0.629243925154517,0.17608357665617536,0.03493716396755331,0.08593683854034373,0.0007015281938493045
radar__concept__moderate__a1,radar,concept,moderate,hddm_w,learned_features_label,0.47478344050592547,0.7564135128270256,0.18738386864358575,0.06519641044273533,0.21310642621285236,0.012001820181259698
radar__concept__moderate__a1,radar,concept,moderate,hellinger,none,0.5901051479973257,0.8220303107272882,0.12786773349512723,0.0,0.0,0.0
radar__concept__moderate__a1,radar,concept,moderate,hellinger,oracle_rows,0.5159804203858336,0.7586148505630345,0.15936066133252436,-0.07412472761149214,-0.0634154601642537,0.03149292783739713
radar__concept__moderate__a1,radar,concept,moderate,hellinger,random_rows,0.4879428802371009,0.6133265599864534,0.14413560350384894,-0.1021622677602248,-0.2087037507408348,0.016267870008721708
radar__concept__moderate__a1,radar,concept,moderate,hellinger,oracle_blocks,0.48942679744443446,0.460502921005842,0.10758029653786357,-0.10067835055289126,-0.36152738972144616,-0.020287436957263663
radar__concept__moderate__a1,radar,concept,moderate,hellinger,random_blocks,0.48168801096356506,0.863009059351452,0.20795570892268023,-0.10841713703376066,0.04097874862416384,0.080087975427553
radar__concept__moderate__a1,radar,concept,moderate,hellinger,learned_features,0.5384480131285898,0.7778342223351113,0.14931174396116947,-0.05165713486873591,-0.04419608839217681,0.021444010466042246
radar__concept__moderate__a1,radar,concept,moderate,hellinger,learned_features_label,0.26458837431770865,0.39810346287359244,0.24779113420044746,-0.32551677367961707,-0.4239268478536957,0.11992340070532023
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,none,0.5232400722021661,0.7853695707391415,0.16025179174092755,0.0,0.0,0.0
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,oracle_rows,0.3333881488790221,0.5149436965540598,0.23057525311895644,-0.189851923323144,-0.2704258741850817,0.07032346137802889
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,random_rows,0.4972923210224196,0.77749555499111,0.1760077357703538,-0.02594775117974646,-0.007874015748031482,0.01575594402942626
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,oracle_blocks,0.5138838964773544,0.9683346033358733,0.20513063592582761,-0.009356175724811622,0.1829650325967318,0.04487884418490007
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,random_blocks,0.4494299849429985,0.884514435695538,0.24265291418603768,-0.07381008725916754,0.09914486495639652,0.08240112244511014
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,learned_features,0.45512128747712666,0.8212683092032851,0.22018505176140457,-0.0681187847250394,0.0358987384641436,0.059933260020477025
radar__concept__moderate__a1,radar,concept,moderate,d3_oof,learned_features_label,0.3439993771653237,0.7482008297349928,0.319517651966175,-0.17924069503684237,-0.03716874100414869,0.15926586022524744
radar__splice__severe__a0,radar,splice,severe,adwin,none,0.32485799296727075,0.5708174904942965,0.2666552711422589,0.0,0.0,0.0
radar__splice__severe__a0,radar,splice,severe,adwin,oracle_rows,0.4337748344370861,0.7346958174904943,0.21556771078159054,0.10891684146981534,0.16387832699619775,-0.05108756036066836
radar__splice__severe__a0,radar,splice,severe,adwin,random_rows,0.4020278524309797,0.6256653992395437,0.2091790949104739,0.07716985946370897,0.05484790874524714,-0.057476176231785
radar__splice__severe__a0,radar,splice,severe,adwin,oracle_blocks,0.23808870912456298,0.33013307984790874,0.2374684842528097,-0.08676928384270777,-0.2406844106463878,-0.0291867868894492
radar__splice__severe__a0,radar,splice,severe,adwin,random_blocks,0.2196639701306783,0.4697718631178707,0.37511217469338914,-0.10519402283659246,-0.1010456273764258,0.10845690355113025
radar__splice__severe__a0,radar,splice,severe,adwin,learned_features,0.3216239407915907,0.5700570342205323,0.270266227938977,-0.003234052175680069,-0.0007604562737641984,0.003610956796718079
radar__splice__severe__a0,radar,splice,severe,adwin,learned_features_label,0.34178750938817953,0.5623574144486692,0.24342976795863425,0.016929516420908786,-0.008460076045627374,-0.02322550318362465
radar__splice__severe__a0,radar,splice,severe,hddm_w,none,0.3152384442234204,0.5724334600760457,0.27949660270928595,0.0,0.0,0.0
radar__splice__severe__a0,radar,splice,severe,hddm_w,oracle_rows,0.38777490297542044,0.6838403041825095,0.2426819366693731,0.07253645875200004,0.11140684410646384,-0.03681466603991285
radar__splice__severe__a0,radar,splice,severe,hddm_w,random_rows,0.34470519680033906,0.6185361216730038,0.26430494423315243,0.029466752576918664,0.04610266159695808,-0.015191658476133518
radar__splice__severe__a0,radar,splice,severe,hddm_w,oracle_blocks,0.23808870912456298,0.33013307984790874,0.2374684842528097,-0.07714973509885742,-0.24230038022813694,-0.04202811845647625
radar__splice__severe__a0,radar,splice,severe,hddm_w,random_blocks,0.2196639701306783,0.4697718631178707,0.37511217469338914,-0.09557447409274211,-0.10266159695817495,0.0956155719841032
radar__splice__severe__a0,radar,splice,severe,hddm_w,learned_features,0.3121885382059801,0.5716730038022814,0.283107559506004,-0.003049906017440318,-0.0007604562737643095,0.003610956796718079
radar__splice__severe__a0,radar,splice,severe,hddm_w,learned_features_label,0.3309533106487421,0.5639733840304183,0.2562710995256613,0.015714866425321716,-0.008460076045627374,-0.02322550318362465
radar__splice__severe__a0,radar,splice,severe,hellinger,none,0.3964170084178718,0.8729087452471483,0.2987479167556942,0.0,0.0,0.0
radar__splice__severe__a0,radar,splice,severe,hellinger,oracle_rows,0.3911353032659409,0.8128326996197719,0.2844109226101449,-0.005281705151930882,-0.06007604562737645,-0.014336994145549287
radar__splice__severe__a0,radar,splice,severe,hellinger,random_rows,0.3735421526157947,0.7459125475285171,0.28118456476218967,-0.0228748558020771,-0.12699619771863124,-0.017563351993504506
radar__splice__severe__a0,radar,splice,severe,hellinger,oracle_blocks,0.08940357971100672,0.2858365019011407,0.654395111320029,-0.3070134287068651,-0.5870722433460076,0.35564719456433486
radar__splice__severe__a0,radar,splice,severe,hellinger,random_blocks,0.31455615078712984,0.9097908745247149,0.44562198196658265,-0.08186085763074197,0.03688212927756651,0.14687406521088847
radar__splice__severe__a0,radar,splice,severe,hellinger,learned_features,0.4121476876548914,0.9326996197718631,0.29902568266313406,0.015730679237019596,0.059790874524714765,0.0002777659074398864
radar__splice__severe__a0,radar,splice,severe,hellinger,learned_features_label,0.3583736996744223,0.8579847908745247,0.3452843895560019,-0.03804330874344952,-0.014923954372623616,0.046536472800307704
radar__splice__severe__a0,radar,splice,severe,d3_oof,none,0.6198463080521216,0.8817490494296578,0.1215546344173326,0.0,0.0,0.0
radar__splice__severe__a0,radar,splice,severe,d3_oof,oracle_rows,0.6565680105647479,0.8034220532319392,0.09446177513781462,0.0367217025126263,-0.07832699619771866,-0.027092859279517975
radar__splice__severe__a0,radar,splice,severe,d3_oof,random_rows,0.7350594076964001,0.7880228136882129,0.06384342549463698,0.1152130996442785,-0.0937262357414449,-0.057711208922695614
radar__splice__severe__a0,radar,splice,severe,d3_oof,oracle_blocks,0.4586128625472888,0.8642585551330798,0.22932780650399556,-0.16123344550483282,-0.017490494296578007,0.10777317208666297
radar__splice__severe__a0,radar,splice,severe,d3_oof,random_blocks,0.42340559069183603,0.8336501901140685,0.2551814025041665,-0.19644071736028557,-0.048098859315589326,0.13362676808683388
radar__splice__severe__a0,radar,splice,severe,d3_oof,learned_features,0.6197634796552415,0.8817490494296578,0.1215973676338618,-8.282839688011912e-05,0.0,4.273321652920048e-05
radar__splice__severe__a0,radar,splice,severe,d3_oof,learned_features_label,0.6477161614750664,0.8815589353612168,0.10777317208666297,0.02786985342294479,-0.0001901140684410496,-0.013781462330669625
radar__splice__severe__a1,radar,splice,severe,adwin,none,0.43949743839960964,0.6908916586768936,0.19228355023643134,0.0,0.0,0.0
radar__splice__severe__a1,radar,splice,severe,adwin,oracle_rows,0.39661882753587935,0.6253116011505273,0.20759928024438215,-0.04287861086373029,-0.06558005752636631,0.015315730007950806
radar__splice__severe__a1,radar,splice,severe,adwin,random_rows,0.24645714285714285,0.41351869606903163,0.275913294555802,-0.1930402955424668,-0.277372962607862,0.08362974431937065
radar__splice__severe__a1,radar,splice,severe,adwin,oracle_blocks,0.13127646702964307,0.2912751677852349,0.4206385738795665,-0.30822097136996657,-0.39961649089165874,0.22835502364313515
radar__splice__severe__a1,radar,splice,severe,adwin,random_blocks,0.11929150661545028,0.053595397890699906,0.08634975101477173,-0.32020593178415935,-0.6372962607861937,-0.10593379922165962
radar__splice__severe__a1,radar,splice,severe,adwin,learned_features,0.3739929864467823,0.7566634707574305,0.2763945265096037,-0.06550445195282734,0.06577181208053684,0.08411097627317238
radar__splice__severe__a1,radar,splice,severe,adwin,learned_features_label,0.38168395849960096,0.7336529242569511,0.2593630999707076,-0.05781347990000868,0.04276126558005744,0.06707954973427627
radar__splice__severe__a1,radar,splice,severe,hddm_w,none,0.33088860544217685,0.5969319271332694,0.2634221868853831,0.0,0.0,0.0
radar__splice__severe__a1,radar,splice,severe,hddm_w,oracle_rows,0.4279587825361844,0.6888782358581016,0.20094572540486252,0.09707017709400756,0.09194630872483223,-0.06247646148052058
radar__splice__severe__a1,radar,splice,severe,hddm_w,random_rows,0.35082731977549386,0.461457334611697,0.18634138176340126,0.01993871433331701,-0.13547459252157235,-0.07708080512198184
radar__splice__severe__a1,radar,splice,severe,hddm_w,oracle_blocks,0.3187493478941328,0.8787152444870565,0.4098422396116667,-0.012139257548044069,0.28178331735378714,0.1464200527262836
radar__splice__severe__a1,radar,splice,severe,hddm_w,random_blocks,0.5197753614529812,0.8341323106423778,0.1681801062894924,0.18888675601080435,0.23720038350910844,-0.0952420805958907
radar__splice__severe__a1,radar,splice,severe,hddm_w,learned_features,0.3952819332566168,0.6586768935762224,0.21990207975896556,0.06439332781443996,0.06174496644295302,-0.043520107126417545
radar__splice__severe__a1,radar,splice,severe,hddm_w,learned_features_label,0.36911431636667064,0.5937679769894535,0.22147131439092774,0.03822571092449378,-0.0031639501438158746,-0.041950872494455366
radar__splice__severe__a1,radar,splice,severe,hellinger,none,0.4841101694915254,0.7448705656759348,0.17322258024019752,0.0,0.0,0.0
radar__splice__severe__a1,radar,splice,severe,hellinger,oracle_rows,0.46433416233325797,0.7876318312559923,0.19828848809473992,-0.01977600715826744,0.04276126558005755,0.025065907854542407
radar__splice__severe__a1,radar,splice,severe,hellinger,random_rows,0.40826312868889675,0.775934803451582,0.24542829643888353,-0.07584704080262866,0.031064237775647152,0.07220571619868602
radar__splice__severe__a1,radar,splice,severe,hellinger,oracle_blocks,0.13127646702964307,0.2912751677852349,0.4206385738795665,-0.35283370246188234,-0.4535953978906999,0.24741599363936898
radar__splice__severe__a1,radar,splice,severe,hellinger,random_blocks,0.11929150661545028,0.053595397890699906,0.08634975101477173,-0.3648186628760751,-0.6912751677852349,-0.08687282922542579
radar__splice__severe__a1,radar,splice,severe,hellinger,learned_features,0.4709505978982969,0.7476510067114094,0.18328660501318156,-0.013159571593228503,0.00278044103547459,0.010064024772984043
radar__splice__severe__a1,radar,splice,severe,hellinger,learned_features_label,0.3626880827102372,0.7534036433365292,0.2889065573084488,-0.12142208678128819,0.008533077660594413,0.11568397706825126
radar__splice__severe__a1,radar,splice,severe,d3_oof,none,0.7274186487669634,0.9558964525407478,0.07816880780014228,0.0,0.0,0.0
radar__splice__severe__a1,radar,splice,severe,d3_oof,oracle_rows,0.49649885307255825,0.7885906040268457,0.17451981420261958,-0.23091979569440513,-0.16730584851390218,0.0963510064024773
radar__splice__severe__a1,radar,splice,severe,d3_oof,random_rows,0.7592045984154109,0.937104506232023,0.06486169812110307,0.0317859496484475,-0.018791946308724827,-0.013307109679039211
radar__splice__severe__a1,radar,splice,severe,d3_oof,oracle_blocks,0.6067368922216271,0.9774688398849473,0.13826003264008035,-0.1206817565453363,0.021572387344199417,0.060091224839938076
radar__splice__severe__a1,radar,splice,severe,d3_oof,random_blocks,0.7631778824244265,0.9633748801534037,0.06523831443277399,0.03575923365746314,0.007478427612655825,-0.01293049336736829
radar__splice__severe__a1,radar,splice,severe,d3_oof,learned_features,0.7274186487669634,0.9558964525407478,0.07816880780014228,0.0,0.0,0.0
radar__splice__severe__a1,radar,splice,severe,d3_oof,learned_features_label,0.7272064186725018,0.9558964525407478,0.07825250031384692,-0.00021223009446158514,0.0,8.369251370464459e-05
radar__concept__severe__a0,radar,concept,severe,adwin,none,0.2976834812730028,0.5514337276919992,0.26867649494782175,0.0,0.0,0.0
radar__concept__severe__a0,radar,concept,severe,adwin,oracle_rows,0.3325500562980369,0.6810707840385001,0.28230081166142124,0.0348665750250341,0.1296370563465009,0.013624316713599482
radar__concept__severe__a0,radar,concept,severe,adwin,random_rows,0.3087135736196319,0.6457790254662121,0.2986375683286401,0.011030092346629106,0.09434529777421297,0.029961073380818326
radar__concept__severe__a0,radar,concept,severe,adwin,oracle_blocks,0.40435993128369174,0.6843793864046521,0.2081952956766606,0.10667645001068893,0.13294565871265296,-0.06048119927116116
radar__concept__severe__a0,radar,concept,severe,adwin,random_blocks,0.2296548426116065,0.8185281732504511,0.567024184197449,-0.0680286386613963,0.26709444555845197,0.2983476892496273
radar__concept__severe__a0,radar,concept,severe,adwin,learned_features,0.3909737248840804,0.6340485261680369,0.20397134338247475,0.09329024361107757,0.0826147984760377,-0.06470515156534701
radar__concept__severe__a0,radar,concept,severe,adwin,learned_features_label,0.34212265000900954,0.5710848205333868,0.2267889680304787,0.04443916873600673,0.019651092841387663,-0.04188752691734304
radar__concept__severe__a0,radar,concept,severe,hddm_w,none,0.33493347247586747,0.6435732905554441,0.2639141957926122,0.0,0.0,0.0
radar__concept__severe__a0,radar,concept,severe,hddm_w,oracle_rows,0.36229517121236865,0.667234810507319,0.24254596653967203,0.027361698736501183,0.023661519951874932,-0.021368229252940185
radar__concept__severe__a0,radar,concept,severe,hddm_w,random_rows,0.3298709767571848,0.7100461199117706,0.29789216498260723,-0.005062495718682669,0.06647282935632648,0.033977969189995016
radar__concept__severe__a0,radar,concept,severe,hddm_w,oracle_blocks,0.40435993128369174,0.6843793864046521,0.2081952956766606,0.06942645880782428,0.040806095849208024,-0.055718900115951625
radar__concept__severe__a0,radar,concept,severe,hddm_w,random_blocks,0.2296548426116065,0.8185281732504511,0.567024184197449,-0.10527862986426095,0.17495488269500703,0.3031099884048368
radar__concept__severe__a0,radar,concept,severe,hddm_w,learned_features,0.43349928876244664,0.8555243633446962,0.2308886864336591,0.09856581628657918,0.21195107278925207,-0.033025509358953126
radar__concept__severe__a0,radar,concept,severe,hddm_w,learned_features_label,0.33280957273221734,0.5521355524363345,0.22859035945005798,-0.002123899743650126,-0.0914377381191096,-0.03532383634255423
radar__concept__severe__a0,radar,concept,severe,hellinger,none,0.4053231939163498,0.8550230599558853,0.259069074043399,0.0,0.0,0.0
radar__concept__severe__a0,radar,concept,severe,hellinger,oracle_rows,0.4451797067600882,0.6879887708040906,0.17707470597979127,0.03985651284373842,-0.16703428915179475,-0.08199436806360774
radar__concept__severe__a0,radar,concept,severe,hellinger,random_rows,0.41148830579166884,0.781431722478444,0.23080586383965546,0.00616511187531904,-0.0735913374774414,-0.02826321020374356
radar__concept__severe__a0,radar,concept,severe,hellinger,oracle_blocks,0.33954080754535126,0.9889713254461601,0.3972792777869803,-0.06578238637099854,0.13394826549027472,0.13821020374358128
radar__concept__severe__a0,radar,concept,severe,hellinger,random_blocks,0.3018974889118618,0.9076599157810307,0.4334520457180719,-0.103425705004488,0.05263685582514532,0.17438297167467287
radar__concept__severe__a0,radar,concept,severe,hellinger,learned_features,0.4734181343770385,0.8731702426308402,0.20057561702832533,0.0680949404606887,0.018147182674954854,-0.05849345701507369
radar__concept__severe__a0,radar,concept,severe,hellinger,learned_features_label,0.42640081337550834,0.7568678564267094,0.2102658605267517,0.021077619459158536,-0.09815520352917595,-0.04880321351664732
radar__concept__severe__a0,radar,concept,severe,d3_oof,none,0.4698389123729007,0.8246440745939443,0.19216912373695544,0.0,0.0,0.0
radar__concept__severe__a0,radar,concept,severe,d3_oof,oracle_rows,0.46503411306042886,0.7653900140364949,0.18183700513500084,-0.0048047993124718524,-0.05925406055744942,-0.010332118601954599
radar__concept__severe__a0,radar,concept,severe,d3_oof,random_rows,0.40382375776397517,0.8343693603368759,0.25438959748219314,-0.06601515460892554,0.009725285742931633,0.0622204737452377
radar__concept__severe__a0,radar,concept,severe,d3_oof,oracle_blocks,0.6164967174186339,0.8850010026067776,0.11369471591850257,0.14665780504573317,0.06035692801283332,-0.07847440781845287
radar__concept__severe__a0,radar,concept,severe,d3_oof,random_blocks,0.37894470026614846,0.8993382795267696,0.30439373861189334,-0.09089421210675225,0.0746942049328253,0.1122246148749379
radar__concept__severe__a0,radar,concept,severe,d3_oof,learned_features,0.38170377079658674,0.8027872468417887,0.2685522610568163,-0.08813514157631397,-0.021856827752155583,0.07638313731986085
radar__concept__severe__a0,radar,concept,severe,d3_oof,learned_features_label,0.38758007852862164,0.7521556045718869,0.24544475732979956,-0.08225883384427907,-0.07248847002205738,0.053275633592844124
radar__concept__moderate__a2,radar,concept,moderate,adwin,none,0.42393330571665283,0.6870017621884702,0.2043834509112287,0.0,0.0,0.0
radar__concept__moderate__a2,radar,concept,moderate,adwin,oracle_rows,0.42821479039095617,0.7628597801460099,0.22301219870664316,0.0042814846743033375,0.07585801795753966,0.018628747795414458
radar__concept__moderate__a2,radar,concept,moderate,adwin,random_rows,0.3610491865484039,0.638751363598221,0.24748309817754263,-0.06288411916824893,-0.048250398590249155,0.043099647266313934
radar__concept__moderate__a2,radar,concept,moderate,adwin,oracle_blocks,0.3733319323316171,0.8944365192582026,0.3287037037037037,-0.05060137338503573,0.20743475706973236,0.12432025279247502
radar__concept__moderate__a2,radar,concept,moderate,adwin,random_blocks,0.31518375241779495,0.5469497356717294,0.26017783656672544,-0.10874955329885788,-0.14005202651674076,0.05579438565549674
radar__concept__moderate__a2,radar,concept,moderate,adwin,learned_features,0.4966759863311587,0.6708064110094822,0.14882789535567315,0.0727426806145059,-0.01619535117898796,-0.05555555555555555
radar__concept__moderate__a2,radar,concept,moderate,adwin,learned_features_label,0.4105746623653562,0.6301082487203156,0.19804526748971193,-0.013358643351296606,-0.05689351346815463,-0.006338183421516763
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,none,0.38057523968320134,0.5362926911135353,0.1911008230452675,0.0,0.0,0.0
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,oracle_rows,0.47613181398213733,0.7783838214315684,0.1875,0.09555657429893599,0.2420911303180331,-0.003600823045267487
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,random_rows,0.4269148430066603,0.6024167156163464,0.1770465902410347,0.04633960332345899,0.06612402450281107,-0.014054232804232791
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,oracle_blocks,0.3733319323316171,0.8944365192582026,0.3287037037037037,-0.007243307351584238,0.3581438281446673,0.13760288065843623
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,random_blocks,0.31518375241779495,0.5469497356717294,0.26017783656672544,-0.06539148726540639,0.010657044558194162,0.06907701352145795
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,learned_features,0.498201737398329,0.7555592850549635,0.1666115520282187,0.11762649771512768,0.21926659394142822,-0.024489271017048786
radar__concept__moderate__a2,radar,concept,moderate,hddm_w,learned_features_label,0.4016044848250532,0.6973231517999496,0.22747648442092885,0.021029245141851838,0.16103046068641436,0.03637566137566137
radar__concept__moderate__a2,radar,concept,moderate,hellinger,none,0.5403077288659182,0.7631954350927247,0.14215902410346853,0.0,0.0,0.0
radar__concept__moderate__a2,radar,concept,moderate,hellinger,oracle_rows,0.3921214311528731,0.6373248300746832,0.21630658436213993,-0.14818629771304503,-0.12587060501804148,0.07414756025867139
radar__concept__moderate__a2,radar,concept,moderate,hellinger,random_rows,0.4649892724790326,0.8002013929680288,0.20157260435038213,-0.07531845638688556,0.03700595787530414,0.059413580246913594
radar__concept__moderate__a2,radar,concept,moderate,hellinger,oracle_blocks,0.3733319323316171,0.8944365192582026,0.3287037037037037,-0.16697579653430106,0.13124108416547786,0.18654467960023519
radar__concept__moderate__a2,radar,concept,moderate,hellinger,random_blocks,0.31518375241779495,0.5469497356717294,0.26017783656672544,-0.2251239764481232,-0.21624569942099525,0.1180188124632569
radar__concept__moderate__a2,radar,concept,moderate,hellinger,learned_features,0.4463446819741357,0.709574557355039,0.19269914756025866,-0.09396304689178248,-0.053620877737685646,0.050540123456790126
radar__concept__moderate__a2,radar,concept,moderate,hellinger,learned_features_label,0.4690129376639826,0.8700176218847026,0.21564520870076426,-0.07129479120193555,0.10682218679197786,0.07348618459729572
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,none,0.4872702518720218,0.9009817907191408,0.20756172839506173,0.0,0.0,0.0
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,oracle_rows,0.5048392132375897,0.9498195854661408,0.20396090534979425,0.01756896136556796,0.04883779474700001,-0.003600823045267487
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,random_rows,0.5461283709194134,0.8717798103549551,0.15861992945326278,0.05885811904739158,-0.029201980364185642,-0.04894179894179895
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,oracle_blocks,0.5129356809198706,0.9582948728706889,0.19922104644326866,0.025665429047848853,0.05731308215154818,-0.008340681951793077
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,random_blocks,0.413757123364636,0.8651506251573382,0.2683715461493239,-0.07351312850738578,-0.03583116556180255,0.06080981775426217
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,learned_features,0.5341909275558565,0.7944952588738776,0.15167548500881833,0.046920675683834734,-0.10648653184526313,-0.0558862433862434
radar__concept__moderate__a2,radar,concept,moderate,d3_oof,learned_features_label,0.5035879374862425,0.9598892338675841,0.2071575543797766,0.016317685614220756,0.05890744314844332,-0.0004041740152851414
radar__concept__severe__a2,radar,concept,severe,adwin,none,0.47341165989197614,0.7993606619029711,0.20878223242670435,0.0,0.0,0.0
radar__concept__severe__a2,radar,concept,severe,adwin,oracle_rows,0.46679526040231467,0.6370816096276796,0.17087601554221124,-0.006616399489661473,-0.1622790522752915,-0.03790621688449311
radar__concept__severe__a2,radar,concept,severe,adwin,random_rows,0.38417614074798084,0.7021436630312148,0.26428382197103495,-0.0892355191439953,-0.09721699887175628,0.0555015895443306
radar__concept__severe__a2,radar,concept,severe,adwin,oracle_blocks,0.4212529667278671,0.8844490409928545,0.2853232073472271,-0.05215869316410904,0.08508837908988343,0.07654097492052275
radar__concept__severe__a2,radar,concept,severe,adwin,random_blocks,0.35589171974522293,0.8405415569763068,0.35720593429883435,-0.11751994014675321,0.04118089507333578,0.14842370187213
radar__concept__severe__a2,radar,concept,severe,adwin,learned_features,0.41195761856710394,0.6141406543813464,0.20584599081596608,-0.0614540413248722,-0.1852200075216247,-0.0029362416107382716
radar__concept__severe__a2,radar,concept,severe,adwin,learned_features_label,0.42462883141762453,0.6668860473862355,0.21218209113387496,-0.048782828474351614,-0.1324746145167356,0.0033998587071706055
radar__concept__severe__a2,radar,concept,severe,hddm_w,none,0.4697323416037787,0.8134637081609628,0.2156261038502296,0.0,0.0,0.0
radar__concept__severe__a2,radar,concept,severe,hddm_w,oracle_rows,0.44050932780574475,0.6993230537796163,0.20856146238078418,-0.029223013798033937,-0.11414065438134646,-0.00706464146944541
radar__concept__severe__a2,radar,concept,severe,hddm_w,random_rows,0.4518382964564964,0.7660774727341105,0.2182311903920876,-0.017894045147282267,-0.047386235426852275,0.0026050865418580094
radar__concept__severe__a2,radar,concept,severe,hddm_w,oracle_blocks,0.3987174182871328,0.9060737119217751,0.3208451077357824,-0.07101492331664588,0.0926100037608123,0.1052190038855528
