condition,stream,mode,level,detector,granularity,accuracy_oracle_minus_random,macro_f1_oracle_minus_random,macro_recall_oracle_minus_random,roc_auc_oracle_minus_random,poison_admission_rate_oracle_minus_random,legitimate_withhold_rate_oracle_minus_random,filter_poison_recall_oracle_minus_random,filter_legitimate_rejection_oracle_minus_random,scored_resets_oracle_minus_random,total_seconds_oracle_minus_random
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hellinger,blocks,0.01806790280247228,0.021360826402241795,0.023906367771267867,0.011908271465651765,-0.0922623558137576,-0.06846160358987385,0.1382672392018186,-0.04634662602658535,0,0.3726265010009233
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,d3_oof,rows,0.01038015409364157,0.012233570475877587,0.015646679091875226,0.004214749258126371,-0.6,-0.24406626591030958,0.7486570682832365,-0.2509468574492705,0,-0.8399669999998878
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,d3_oof,blocks,0.01806790280247228,0.021360826402241795,0.023906367771267867,0.011908271465651765,-0.0922623558137576,-0.06846160358987385,0.1382672392018186,-0.04634662602658535,0,0.2978352919999452
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,adwin,rows,0.0046797717184527965,0.004399091911717834,0.001371683144166358,0.0017165142945135825,-0.7338940285954584,-0.12674731182795698,0.851107373142697,-0.1511300278773397,1,-0.23386879100144142
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.06601108300128544
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hddm_w,rows,-0.01431832593532023,-0.017192251310671036,-0.02290495166151496,-0.004084787653371946,-0.7338940285954584,-0.16690561529271208,0.851107373142697,-0.1511300278773397,-1,1.9492920419997972
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.036095625000598375
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hellinger,rows,0.008970619319382811,0.009000680473158162,0.005769255738655055,0.0023528818114432193,-0.7113260442949257,-0.1426125049780964,0.851107373142697,-0.1511300278773397,-1,0.08057904099950974
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.07548070799930429
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,d3_oof,rows,0.0102768970619318,0.011037282311992525,0.010006589780536368,0.004314276344764778,-0.7687412391365293,-0.0965750696933492,0.851107373142697,-0.1511300278773397,1,-0.8387521669992566
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.024550750000344124
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,adwin,rows,0.027279644895370936,0.03144958318869706,0.03625481238878858,0.013749942859115016,-0.6556262412063685,-0.22768330962220273,0.7497559662055269,-0.2515017049432062,2,-1.4503690410001582
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.015018624000731728
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hddm_w,rows,0.0031240752483617795,0.004285038231366389,0.008106525940970388,0.003639798493728752,-0.3406038574169444,-0.5759659462999345,0.7497559662055269,-0.2515017049432062,-5,1.2515443749998667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.07792529100152046
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hellinger,rows,-0.009465229338406433,-0.01140164704780422,-0.014681122295729043,0.0021080564348706643,-0.4873943922717021,-0.4329426642278076,0.7497559662055269,-0.2515017049432062,-2,2.3734821660000307
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.017744498998581548
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,d3_oof,rows,0.011545127879940775,0.014553215726215152,0.021871244664923184,0.007532333498340815,-0.5153825440102325,-0.3973929047264187,0.7497559662055269,-0.2515017049432062,0,0.05136812400087365
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.8409039590005705
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,adwin,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.1357575000001816
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,adwin,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.05375308400107315
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,hddm_w,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,1.6355426250011078
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,hddm_w,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,3.1293454579990794
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,hellinger,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,7.221539334001136
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,hellinger,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-12.959663375000673
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,d3_oof,rows,0.0,0.0,0.0,0.0,,0.0,,0.0,0,3.96419566700024
RBF_I__base_s0__clean__none__anone,RBF_I,clean,none,d3_oof,blocks,0.0,0.0,0.0,0.0,,0.0,,0.0,0,-0.2523953750005603
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,adwin,rows,-0.004557176072711999,-0.005035360518741427,-0.004572263786165376,0.0024121323940315964,-0.688725352508286,-0.09805521826542188,0.8470591539801136,-0.1500736508947588,0,-0.5078219159986475
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0711959590007627
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,hddm_w,rows,-0.041031494398647284,-0.04293213931347617,-0.03912559164814167,-0.019477325863472505,-0.6088421998764114,-0.06813205406373785,0.8470591539801136,-0.1500736508947588,4,-3.432702165999217
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11001787399982277
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,hellinger,rows,-0.0002874656520820418,-0.0012803743206508678,-0.0007283376685214282,0.00623988292889488,-0.6270715128363575,-0.175866393295778,0.8470591539801136,-0.1500736508947588,0,4.216305916997953
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1081689999991795
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,d3_oof,rows,0.0005368843796237366,-0.00011121574326866668,0.001370284385464382,0.0029921573582211147,-0.6670130891522948,-0.11002846507554198,0.8470591539801136,-0.1500736508947588,1,-10.028201334000187
RBF_I__base_s0__instance__moderate__a0,RBF_I,instance,moderate,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12187375000030265
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,adwin,rows,0.07900655252589306,0.07886639291577213,0.08009377422053066,0.042859954695183555,-0.4906677447611346,-0.25835562629101627,0.748231251263392,-0.2506857200907521,0,23.146439125999674
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,adwin,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.5433190839994495
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,hddm_w,rows,-0.005567533291058968,-0.0077496738613805904,-0.004334807208218994,-0.0005658158350196896,-0.5019372009972374,-0.21339722099940178,0.748231251263392,-0.2506857200907521,5,-3.0153878329983854
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,hddm_w,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3.4536754580003617
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,hellinger,rows,0.07232720355104627,0.07166876622850737,0.07304171290123518,0.03798369940017632,-0.4936661950003369,-0.30035104353617104,0.748231251263392,-0.2506857200907521,0,4.487710209001307
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,hellinger,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3485225000003993
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,d3_oof,rows,0.08010991333756079,0.07994117465078698,0.08127828874714693,0.04327883372880148,-0.4863553668890236,-0.2857957174946102,0.748231251263392,-0.2506857200907521,0,4.125527126001543
RBF_I__base_s0__instance__severe__a0,RBF_I,instance,severe,d3_oof,blocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10965895800109138
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,adwin,rows,0.0843067403614356,0.08630558195726079,0.08400078862869131,0.04801402286675638,-0.358245123941908,-0.2092905090697636,0.7473032327549939,-0.2507071197502357,-2,7.084761582998908
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,adwin,blocks,0.02182050167394023,0.02247325896773278,0.021673332537155532,0.015321237570657842,-0.3922050384531242,-0.10476099070158706,0.5957120980091883,-0.19985095439995026,0,-0.1985135419981816
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,hddm_w,rows,0.005284344001761476,0.006464653340319981,0.005359294768262579,0.0069413530247756094,-0.4014607138650017,-0.11611442637203812,0.7473032327549939,-0.2507071197502357,2,-0.8323027499991458
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,hddm_w,blocks,-0.025089342675029713,-0.025744042811540968,-0.0241750008102537,-0.008763513744445839,-0.3922050384531242,-0.14766805738255606,0.5957120980091883,-0.19985095439995026,4,-3.6516362089987524
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,hellinger,rows,0.04270382268090134,0.0442267042121377,0.04315833747768716,0.023709257232430336,-0.4200225501910035,-0.200680867400227,0.7473032327549939,-0.2507071197502357,-1,5.054824333999939
RBF_I__base_s0__concept__severe__a0,RBF_I,concept,severe,hellinger,blocks,-0.00013549600004514328,0.00014098017165864452,1.5065291225302424e-05,0.0038094061237462506,-0.3922050384531242,-0.09939760736646597,0.5957120980091883,-0.19985095439995026,1,-2.3526208749972284
