state,action,q_value,selected,visits,mean_reward,rejected_fraction
00,update,6.8143419155731735,True,799,0.7951439299123906,0.3804755944931164
00,reset,6.296501049778583,False,1140,0.7492456140350878,0.4368421052631579
01,update,6.584832394577192,True,78,0.6035897435897436,0.2692307692307692
01,reset,5.41391408412627,False,490,0.5861632653061225,0.48367346938775513
10,update,5.403195362626924,False,372,0.7343010752688172,0.40591397849462363
10,reset,6.729456816407067,True,78,0.7723076923076924,0.6923076923076923
11,update,6.060837468808311,True,336,0.7298214285714286,0.4583333333333333
11,reset,3.8579807373452875,False,11,0.66,0.8181818181818182
