epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,SEA_A__s112__instance__moderate,17,d3_oof,SEA_A,53.78,57000,2,2,0.1
0,SEA_A__s112__clean__none,17,d3_oof,SEA_A,54.019999999999996,57000,1,2,0.1
0,SEA_A__s112__concept__severe,17,d3_oof,SEA_A,53.66,57000,0,2,0.1
0,SEA_A__s112__instance__severe,17,d3_oof,SEA_A,54.18,57000,1,2,0.1
0,SEA_A__s112__splice__severe,17,d3_oof,SEA_A,53.78,57000,1,2,0.1
0,SEA_A__s112__splice__moderate,17,d3_oof,SEA_A,53.8,57000,2,2,0.1
0,SEA_A__s112__concept__moderate,17,d3_oof,SEA_A,53.06,57000,1,2,0.1
1,SEA_A__s112__splice__severe,17,d3_oof,SEA_A,53.38,57000,4,2,0.1
1,SEA_A__s112__concept__moderate,17,d3_oof,SEA_A,52.94,57000,0,2,0.1
1,SEA_A__s112__concept__severe,17,d3_oof,SEA_A,53.7,57000,22,2,0.1
1,SEA_A__s112__instance__moderate,17,d3_oof,SEA_A,54.339999999999996,57000,27,2,0.1
1,SEA_A__s112__clean__none,17,d3_oof,SEA_A,54.28,57000,37,2,0.1
1,SEA_A__s112__splice__moderate,17,d3_oof,SEA_A,54.02,57000,36,2,0.1
1,SEA_A__s112__instance__severe,17,d3_oof,SEA_A,54.16,57000,28,2,0.1
2,SEA_A__s112__concept__moderate,17,d3_oof,SEA_A,53.68,57000,25,2,0.1
2,SEA_A__s112__concept__severe,17,d3_oof,SEA_A,53.44,57000,1,2,0.1
2,SEA_A__s112__splice__moderate,17,d3_oof,SEA_A,53.98,57000,37,2,0.1
2,SEA_A__s112__clean__none,17,d3_oof,SEA_A,54.28,57000,37,2,0.1
2,SEA_A__s112__instance__severe,17,d3_oof,SEA_A,54.04,57000,30,2,0.1
2,SEA_A__s112__splice__severe,17,d3_oof,SEA_A,53.78,57000,1,2,0.1
2,SEA_A__s112__instance__moderate,17,d3_oof,SEA_A,54.3,57000,25,2,0.1
3,SEA_A__s112__concept__moderate,17,d3_oof,SEA_A,53.16,57000,10,2,0.1
3,SEA_A__s112__splice__severe,17,d3_oof,SEA_A,53.519999999999996,57000,1,2,0.1
3,SEA_A__s112__clean__none,17,d3_oof,SEA_A,53.58,57000,1,2,0.1
3,SEA_A__s112__instance__severe,17,d3_oof,SEA_A,54.06,57000,30,2,0.1
3,SEA_A__s112__concept__severe,17,d3_oof,SEA_A,53.78,57000,20,2,0.1
3,SEA_A__s112__splice__moderate,17,d3_oof,SEA_A,54.04,57000,2,2,0.1
3,SEA_A__s112__instance__moderate,17,d3_oof,SEA_A,54.32,57000,26,2,0.1
