condition,stream,base_key,detector,reference_policy,rl_policy,rl_seed,host_accuracy,host_macro_f1,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,17.0,0.002094329504078396,0.0020768861634111735,0.20631259994949927,-0.11851308250303422,-10.0,0.0,1.9660157999023795
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,27.0,0.003037060035563921,0.002811053096020588,0.13143674774850608,-0.031002850771966406,24.0,0.0,1.3375530999619496
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,7.0,0.0019927178300261916,0.0015781113824078208,0.13707600370339199,-0.034474582968754386,23.0,0.0,0.9498094001319259
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,17.0,-0.008433768946343512,-0.010588176309908715,0.7147883174816936,-0.5003697535916904,-34.0,0.0,26.130347199970856
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,27.0,-0.0003838663241976237,-0.0007911037255436959,0.002339870381281084,0.02759885969121345,43.0,0.0,0.8522578000556678
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,7.0,-0.0003838663241976237,-0.0007911037255436959,0.002339870381281084,0.02759885969121345,43.0,0.0,0.07193959993310273
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,17.0,-0.0005870896723023655,-0.0008101236504328702,-0.4499452908004376,0.35321911428490793,23.0,-5700.0,-5.8981772002298385
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,27.0,0.00035564085918315946,-7.595671782345548e-05,-0.5248211430014308,0.4407293460159757,57.0,-5700.0,-6.526639900170268
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,7.0,-0.0006887013463545699,-0.0013088984314362229,-0.5191818870465449,0.4372576138191877,56.0,-5700.0,-6.914383600000292
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,17.0,-0.011115188122724273,-0.013475186123752758,0.05853042673175668,-0.0286375568037483,-1.0,-5700.0,18.26615419983864
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,27.0,-0.0030652855005783852,-0.0036781135393877396,-0.6539180203686558,0.49933105647915554,76.0,-5700.0,-7.01193520007655
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,7.0,-0.0030652855005783852,-0.0036781135393877396,-0.6539180203686558,0.49933105647915554,76.0,-5700.0,-7.792253400199115
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,17.0,-0.0071184622766661265,-0.008396844283380833,-0.44598939483208483,0.34382003443506737,22.0,0.0,-3.483635000186041
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,27.0,-0.0061757317451806015,-0.0076626773507714185,-0.520865247033078,0.43133026616613523,56.0,0.0,-4.112097700126471
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,7.0,-0.007220073950718331,-0.008895619064384186,-0.5152259910781921,0.42785853396934725,55.0,0.0,-4.499841399956495
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,17.0,-0.017646560727088034,-0.02106190675670072,0.06248632270010945,-0.03803663665358881,-2.0,0.0,20.680696399882436
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,27.0,-0.009596658104942146,-0.011264834172335703,-0.649962124400303,0.4899319766293151,75.0,0.0,-4.597393000032753
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,7.0,-0.009596658104942146,-0.011264834172335703,-0.649962124400303,0.4899319766293151,75.0,0.0,-5.377711200155318
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,17.0,-0.005266871771712367,-0.006671623775753588,-0.323558623011531,0.2400801603206413,14.0,-47500.0,-3.733950400026515
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,27.0,-0.004324141240226842,-0.005937456843144173,-0.3984344752125242,0.32759039205170914,48.0,-47500.0,-4.362413099966945
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,7.0,-0.005368483445764571,-0.007170398556756941,-0.3927952192576383,0.32411865985492117,47.0,-47500.0,-4.750156799796969
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,17.0,-0.015794970222134275,-0.019336686249073476,0.1849170945206633,-0.1417765107680149,-10.0,-47500.0,20.43038100004196
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,27.0,-0.007745067599988387,-0.009539613664708457,-0.5275313525797491,0.386192102514889,67.0,-47500.0,-4.847708399873227
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,7.0,-0.007745067599988387,-0.009539613664708457,-0.5275313525797491,0.386192102514889,67.0,-47500.0,-5.628026599995792
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,17.0,0.007406362019814039,0.007684214510636722,0.15724265634205878,-0.09206582178441386,-6.0,0.0,1.145734999794513
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,27.0,0.008349092551299564,0.008418381443246137,0.08236680414106559,-0.004555590053346048,28.0,0.0,0.5172722998540831
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,7.0,0.007304750345761835,0.007185439729633369,0.0880060600959515,-0.008027322250134028,27.0,0.0,0.12952860002405941
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,17.0,-0.0031217364306078688,-0.004980847962683166,0.665718373874253,-0.4739224928730701,-30.0,0.0,25.31006639986299
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,27.0,0.004928166191538019,0.004816224621681853,-0.04673007322615941,0.05404612040983381,47.0,0.0,0.03197699994780123
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,7.0,0.004928166191538019,0.004816224621681853,-0.04673007322615941,0.05404612040983381,47.0,0.0,-0.7483412001747638
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,17.0,-0.006824917440514944,-0.008341317129178405,-0.36449793788401647,0.2370769708430947,20.0,-19000.0,-2.3268112000077927
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,27.0,-0.005882186909029419,-0.00760715019656899,-0.43937379008500965,0.3245872025741625,54.0,-19000.0,-2.9552738999482226
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,7.0,-0.006926529114567148,-0.008840091910181758,-0.43373453413012375,0.32111547037737453,53.0,-19000.0,-3.3430175997782463
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,17.0,-0.01735301589093685,-0.021006379602498293,0.14397777964817782,-0.1447797002455615,-4.0,-19000.0,21.837520200060684
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,27.0,-0.009303113268790963,-0.011209307018133274,-0.5684706674522346,0.38318891303734237,73.0,-19000.0,-3.4405691998545045
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,7.0,-0.009303113268790963,-0.011209307018133274,-0.5684706674522346,0.38318891303734237,73.0,-19000.0,-4.2208873999770695
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,17.0,-0.004583815518360734,-0.005184209987010635,-0.3351738069186095,0.27372491461796844,18.0,0.0,-1.8194345999509096
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,27.0,-0.0036410849868752093,-0.00445004305440122,-0.41004965911960267,0.3612351463490362,52.0,0.0,-2.4478972998913395
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,7.0,-0.004685427192412939,-0.005682984768013988,-0.40441040316471677,0.3577634141522482,51.0,0.0,-2.835640999721363
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,17.0,-0.015111913968782642,-0.017849272460330523,0.1733019106135848,-0.10813175647068779,-6.0,0.0,22.344896800117567
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,27.0,-0.007062011346636754,-0.008052199875965504,-0.5391465364868276,0.41983685681221605,71.0,0.0,-2.9331925997976214
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,7.0,-0.007062011346636754,-0.008052199875965504,-0.5391465364868276,0.41983685681221605,71.0,0.0,-3.7135107999201864
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl,17.0,0.010528098450421908,0.012665062473319888,-0.5084757175321943,0.3818566710886562,24.0,0.0,-10.496658100048084
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl,27.0,0.011470828981907433,0.013399229405929303,-0.5833515697331875,0.46936690281972404,58.0,0.0,-11.125120799988514
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl,7.0,0.010426486776369703,0.012166287692316535,-0.5777123137783016,0.46589517062293606,57.0,0.0,-11.512864499818537
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.667673300020393
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,27.0,0.008049902622145888,0.009797072584365019,-0.7124484471004124,0.5279686132829039,77.0,0.0,-11.610416099894795
SEA_A__base_s0__concept__severe__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,7.0,0.008049902622145888,0.009797072584365019,-0.7124484471004124,0.5279686132829039,77.0,0.0,-12.39073430001736
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,17.0,-0.001069541323187484,-0.0009346014301400141,-0.1526361619055644,0.1526058850753176,2.0,-1900.0,1.7709158000070566
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,27.0,0.0044853096596914055,0.0043929090505225865,-0.3306086907671133,0.329088475185246,141.0,-1900.0,-6.037636200198909
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,7.0,0.004963009934474738,0.004873395913944312,-0.32159209010982837,0.3212307600435931,131.0,-1900.0,-5.844147100113336
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,17.0,-0.021204819277108378,-0.025072610032845555,-0.016993904665599247,0.0158995566039144,-1.0,-1900.0,18.335478499764573
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,27.0,0.0044853096596914055,0.0043929090505225865,-0.3306086907671133,0.329088475185246,141.0,-1900.0,-5.715479699894789
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,7.0,0.0044853096596914055,0.0043929090505225865,-0.3306086907671133,0.329088475185246,141.0,-1900.0,-5.965800400124866
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,17.0,-0.005280067638977037,-0.005026753705854925,-0.1294345664447628,0.12835097462540251,0.0,0.0,3.76675990014337
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,27.0,0.0002747833439018521,0.0003007567748076756,-0.3074070953063117,0.3048335647353309,139.0,0.0,-4.041792100062596
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,7.0,0.0007524836186851847,0.0007812436382294008,-0.2983904946490268,0.296975849593678,129.0,0.0,-3.8483029999770224
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,17.0,-0.02541534559289793,-0.029164762308560466,0.006207690795202336,-0.00835535384600071,-3.0,0.0,20.331322599900886
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,27.0,0.0002747833439018521,0.0003007567748076756,-0.3074070953063117,0.3048335647353309,139.0,0.0,-3.719635599758476
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,7.0,0.0002747833439018521,0.0003007567748076756,-0.3074070953063117,0.3048335647353309,139.0,0.0,-3.969956299988553
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,17.0,-0.0003466497569224458,-0.0001520362200421177,-0.11676638296677055,0.11641262210809711,2.0,-1900.0,0.46214470011181774
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,27.0,0.005208201225956444,0.005175474260620483,-0.29473891182831946,0.2928952122180255,141.0,-1900.0,-7.346407300094148
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,7.0,0.005685901500739776,0.005655961124042208,-0.2857223111710345,0.2850374970763726,131.0,-1900.0,-7.152918200008575
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,17.0,-0.02048192771084334,-0.02429004482274766,0.018875874273194593,-0.020293706363306102,-1.0,-1900.0,17.026707399869334
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,27.0,0.005208201225956444,0.005175474260620483,-0.29473891182831946,0.2928952122180255,141.0,-1900.0,-7.024250799790028
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,7.0,0.005208201225956444,0.005175474260620483,-0.29473891182831946,0.2928952122180255,141.0,-1900.0,-7.274571500020105
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,17.0,-0.003923060663707623,-0.0037421984224501603,-0.009072778854526509,0.007847762367565903,-1.0,0.0,4.669543200172484
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,27.0,0.0016317903191712668,0.0015853120582124403,-0.18704530771607542,0.1843303524774943,138.0,0.0,-3.1390088000334817
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,7.0,0.0021094905939545994,0.0020657989216341655,-0.17802870705879048,0.1764726373358414,128.0,0.0,-2.9455196999479085
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,17.0,-0.024058338617628516,-0.0278802070251557,0.12656947838543864,-0.1288585661038373,-4.0,0.0,21.23410589993
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,27.0,0.0016317903191712668,0.0015853120582124403,-0.18704530771607542,0.1843303524774943,138.0,0.0,-2.816852299729362
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,7.0,0.0016317903191712668,0.0015853120582124403,-0.18704530771607542,0.1843303524774943,138.0,0.0,-3.067172999959439
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,17.0,-0.004789685056013626,-0.0046041417152880015,-0.07255414173759167,0.0722422107101802,0.0,-7600.0,4.442082399968058
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,27.0,0.0007651659268652633,0.000723368765374599,-0.2505266705991406,0.2487248008201086,139.0,-7600.0,-3.3664696002379078
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl,7.0,0.0012428662016485958,0.0012038556287963242,-0.24151006994185564,0.2408670856784557,129.0,-7600.0,-3.1729805001523346
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,17.0,-0.02492496300993452,-0.028742150317993542,0.06308811550237348,-0.06446411776122302,-3.0,-7600.0,21.006645099725574
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,27.0,0.0007651659268652633,0.000723368765374599,-0.2505266705991406,0.2487248008201086,139.0,-7600.0,-3.044313099933788
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,confirmed,rl_alarm,7.0,0.0007651659268652633,0.000723368765374599,-0.2505266705991406,0.2487248008201086,139.0,-7600.0,-3.294633800163865
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,17.0,-0.0014035087719298511,-0.0008120689112157686,0.1985618381506138,-0.20120030455488708,-12.0,0.0,5.983813700033352
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,27.0,0.004151342210949038,0.004515441569446832,0.020589309289064883,-0.024717714444958683,127.0,0.0,-1.8247383001726138
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl,7.0,0.004629042485732371,0.004995928432868557,0.029605909946349818,-0.03257542958661158,117.0,0.0,-1.6312492000870407
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,17.0,-0.021538786725850745,-0.02495007751392131,0.33420409539057894,-0.3379066330262903,-15.0,0.0,22.548376399790868
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,27.0,0.004151342210949038,0.004515441569446832,0.020589309289064883,-0.024717714444958683,127.0,0.0,-1.5025817998684943
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hddm_w,immediate,rl_alarm,7.0,0.004151342210949038,0.004515441569446832,0.020589309289064883,-0.024717714444958683,127.0,0.0,-1.7529025000985712
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,17.0,0.005609807651659193,0.007973159212526393,-0.10881716805707697,0.108365804258792,2.0,-3800.0,0.5610946002416313
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,27.0,0.011164658634538083,0.013300669693188993,-0.2867896969186259,0.2848483943687204,141.0,-3800.0,-7.247457399964334
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl,7.0,0.011642358909321415,0.013781156556610719,-0.27777309626134095,0.2769906792270675,131.0,-3800.0,-7.053968299878761
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,17.0,-0.0145254703022617,-0.016164849390179148,0.026825089182888173,-0.028340524212611212,-1.0,-3800.0,17.125657299999148
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,27.0,0.011164658634538083,0.013300669693188993,-0.2867896969186259,0.2848483943687204,141.0,-3800.0,-6.925300899660215
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,confirmed,rl_alarm,7.0,0.011164658634538083,0.013300669693188993,-0.2867896969186259,0.2848483943687204,141.0,-3800.0,-7.175621599890292
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,17.0,-0.00613823715916284,-0.006013830513459939,0.20162354990028375,-0.21011301374975738,-14.0,0.0,7.4138329001143575
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,27.0,-0.000583386176283951,-0.0006863200327973384,0.023651021038734843,-0.03363042363982899,125.0,0.0,-0.39471910009160815
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl,7.0,-0.0001056859015006184,-0.00020583316937561325,0.03266762169601978,-0.04148813878148189,115.0,0.0,-0.20123000000603497
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,17.0,-0.026273515113083734,-0.03015183911616548,0.3372658071402489,-0.3468193422211606,-17.0,0.0,23.978395599871874
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,27.0,-0.000583386176283951,-0.0006863200327973384,0.023651021038734843,-0.03363042363982899,125.0,0.0,-0.07256259978748858
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,hellinger,immediate,rl_alarm,7.0,-0.000583386176283951,-0.0006863200327973384,0.023651021038734843,-0.03363042363982899,125.0,0.0,-0.3228833000175655
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl,17.0,0.020135277953920894,0.02413800860270554,-0.13564225723996515,0.1367063284714032,3.0,0.0,-4.622094599995762
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl,27.0,0.025690128936799783,0.02946551908336814,-0.31361478610151405,0.3131889185813316,142.0,0.0,-12.430646600201728
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl,7.0,0.026167829211583116,0.029946005946789866,-0.3045981854442291,0.3053312034396787,132.0,0.0,-12.237157500116155
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.942468099761754
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,27.0,0.025690128936799783,0.02946551908336814,-0.31361478610151405,0.3131889185813316,142.0,0.0,-12.108490099897608
SEA_A__base_s0__instance__moderate__a0,SEA_A,SEA_A__base_s0,none,none,rl_alarm,7.0,0.025690128936799783,0.02946551908336814,-0.31361478610151405,0.3131889185813316,142.0,0.0,-12.358810800127685
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,17.0,-0.008759247516381241,-0.010371842827835431,-0.0013140825850364024,-0.00044019797621797085,0.0,-1900.0,4.8958692997694016
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,27.0,-0.009055168040583261,-0.009769155217777437,-0.10406523240729826,0.09917434661640134,142.0,-1900.0,-4.343043000204489
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl,7.0,-0.006087507926442415,-0.006561607327984942,-0.12761763566217976,0.1234529580739645,116.0,-1900.0,-4.012339000124484
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,17.0,-0.019999999999999907,-0.023987173254320426,0.12658995569183074,-0.12915860107340588,-1.0,-1900.0,16.017458999995142
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,27.0,-0.009055168040583261,-0.009769155217777437,-0.10406523240729826,0.09917434661640134,142.0,-1900.0,-4.032340500038115
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,confirmed,rl_alarm,7.0,-0.009055168040583261,-0.009769155217777437,-0.10406523240729826,0.09917434661640134,142.0,-1900.0,-4.219699600012973
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,17.0,-0.009511731135066426,-0.011236037648678865,-0.0013140825850364024,-0.00044019797621797085,0.0,0.0,5.5437912999186665
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,27.0,-0.009807651659268446,-0.01063335003862087,-0.10406523240729826,0.09917434661640134,142.0,0.0,-3.6951210000552237
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl,7.0,-0.0068399915451275994,-0.007425802148828375,-0.12761763566217976,0.1234529580739645,116.0,0.0,-3.3644169999752194
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,17.0,-0.02075248361868509,-0.02485136807516386,0.12658995569183074,-0.12915860107340588,-1.0,0.0,16.665381000144407
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,27.0,-0.009807651659268446,-0.01063335003862087,-0.10406523240729826,0.09917434661640134,142.0,0.0,-3.3844184998888505
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,adwin,immediate,rl_alarm,7.0,-0.009807651659268446,-0.01063335003862087,-0.10406523240729826,0.09917434661640134,142.0,0.0,-3.571777599863708
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,17.0,0.011240752483618666,0.013615330426484995,-0.12790403827686714,0.1287184030971879,1.0,0.0,-1.8202486000955105
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,27.0,0.010944831959416645,0.01421801803654299,-0.230655188099129,0.22833294768980722,143.0,0.0,-11.0591609000694
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl,7.0,0.013912492073557492,0.017425565926335485,-0.2542075913540105,0.2526115591473704,117.0,0.0,-10.728456899989396
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30134110013023
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,27.0,0.010944831959416645,0.01421801803654299,-0.230655188099129,0.22833294768980722,143.0,0.0,-10.748458399903027
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,confirmed,rl_alarm,7.0,0.010944831959416645,0.01421801803654299,-0.230655188099129,0.22833294768980722,143.0,0.0,-10.935817499877885
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,17.0,-0.0002621010357219955,-0.000602785692824015,-0.009417591859426921,0.012929404660455002,-5.0,0.0,6.402979099890217
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,27.0,-0.0005580215599240157,-9.808276602019106e-08,-0.11216874168168878,0.11254394925307432,137.0,0.0,-2.835933200083673
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl,7.0,0.002409638554216831,0.0032074498070264745,-0.13572114493657028,0.13682256071063748,111.0,0.0,-2.5052292000036687
SEA_A__base_s0__instance__severe__a0,SEA_A,SEA_A__base_s0,d3_oof,immediate,rl_alarm,17.0,-0.011502853519340661,-0.01421811611930901,0.11848644641744022,-0.1157889984367329,-6.0,0.0,17.524568800115958
