condition,stream,base_key,detector,reference_policy,rl_policy,rl_seed,host_accuracy,host_macro_f1,poison_admission_rate,clean_withhold_rate,resets,training_visits,seconds
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl,7.0,-0.1206217740370018,-0.1224652140494964,-0.06596335680817039,0.1774385418273945,79.0,0.0,-14.581929599866271
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,17.0,0.009606339188388824,0.009474360001997084,0.1278864229398725,0.008501361312833189,-1.0,0.0,23.335884200176224
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,27.0,-0.12356340432733226,-0.12505449065575258,-0.14141017367638398,0.2018824442906988,116.0,0.0,-12.99913839972578
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,7.0,-0.12356340432733226,-0.12505449065575258,-0.14141017367638398,0.2018824442906988,116.0,0.0,-13.663492399966344
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl,17.0,-0.06493487101125384,-0.06551624191929906,-0.2656210544036362,0.03799232488340498,18.0,0.0,-9.943459399975836
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl,27.0,-0.13089508185297827,-0.13238204038345636,-0.2052692124238938,0.1810969145234908,104.0,0.0,-17.694724099943414
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl,7.0,-0.13022811322539063,-0.13193957405149348,-0.1938497797480429,0.1689371805145613,80.0,0.0,-17.337051100097597
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5807626999449
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,27.0,-0.13316974351572108,-0.13452885065774967,-0.2692965966162565,0.1933810829778656,117.0,0.0,-15.754259899957106
RBF_I__base_s0__splice__moderate__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,7.0,-0.13316974351572108,-0.13452885065774967,-0.2692965966162565,0.1933810829778656,117.0,0.0,-16.41861390019767
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl,17.0,-0.06734580938075285,-0.06772004313663638,-0.06963877303914973,0.09463763369210443,5.0,-22800.0,-8.538297299994156
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl,27.0,-0.1361203031295528,-0.13701352501094022,-0.17550114354903806,0.3058626881854015,93.0,-22800.0,-18.0079940999858
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl,7.0,-0.1366228837965734,-0.13759900733334485,-0.10640051123368766,0.2700552274036344,72.0,-22800.0,-17.929915999993682
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl_alarm,17.0,-0.012203110353161684,-0.011967424173366714,0.19916251849858746,0.018595484679760133,0.0,-22800.0,12.84058429999277
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl_alarm,27.0,-0.13512643574308525,-0.1360188610374381,-0.27312323422575,0.3267282563274342,97.0,-22800.0,-17.97523170011118
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,confirmed,rl_alarm,7.0,-0.13512643574308525,-0.1360188610374381,-0.27312323422575,0.3267282563274342,97.0,-22800.0,-17.938011599937454
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl,17.0,0.024022226488824683,0.024167426569551953,0.1813870577155926,-0.019561117197293976,-9.0,0.0,9.261003199964762
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl,27.0,-0.044752267259975276,-0.04512605530475189,0.07552468720570427,0.19166393729600312,79.0,0.0,-0.20869360002688353
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl,7.0,-0.045254847926995856,-0.04571153762715652,0.14462531952105467,0.155856476514236,58.0,0.0,-0.1306155000347644
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl_alarm,17.0,0.07916492551641585,0.07992004553282162,0.4501883492533298,-0.09560326620963827,-14.0,0.0,30.639884799951687
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl_alarm,27.0,-0.043758399873507714,-0.04413139133124977,-0.02209740347100772,0.21252950543803578,83.0,0.0,-0.17593120015226305
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,adwin,immediate,rl_alarm,7.0,-0.043758399873507714,-0.04413139133124977,-0.02209740347100772,0.21252950543803578,83.0,0.0,-0.13871109997853637
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl,17.0,-0.057977479868538406,-0.058605274213210934,-0.23375487690030944,0.08244581728651623,5.0,-1900.0,-6.575889900093898
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl,27.0,-0.12675197361733836,-0.12789875608751478,-0.3396172474101978,0.2936708717798133,93.0,-1900.0,-16.045586700085543
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl,7.0,-0.12725455428435895,-0.1284842384099194,-0.27051661509484737,0.2578634109980462,72.0,-1900.0,-15.967508600093424
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl_alarm,17.0,-0.0028347808409472375,-0.0028526552499412716,0.03504641463742775,0.006403668274171936,0.0,-1900.0,14.802991699893028
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl_alarm,27.0,-0.1257581062308708,-0.12690409211401266,-0.43723933808690973,0.314536439921846,97.0,-1900.0,-16.012824300210923
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,confirmed,rl_alarm,7.0,-0.1257581062308708,-0.12690409211401266,-0.43723933808690973,0.314536439921846,97.0,-1900.0,-15.975604200037196
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl,17.0,-0.06455055735631277,-0.06531055993972701,-0.19085497107493615,0.043204996442406496,5.0,0.0,-8.453305799979717
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl,27.0,-0.13332505110511272,-0.13460404181403085,-0.2967173415848245,0.2544300509357036,93.0,0.0,-17.923002599971362
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl,7.0,-0.1338276317721333,-0.13518952413643548,-0.22761670926947408,0.21862259015393648,72.0,0.0,-17.844924499979243
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl_alarm,17.0,-0.009407858328721597,-0.009557940976457346,0.07794632046280103,-0.0328371525699378,0.0,0.0,12.92557580000721
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl_alarm,27.0,-0.13233118371864516,-0.13360937784052873,-0.39433943226153645,0.27529561907773625,97.0,0.0,-17.89024020009674
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,d3_oof,immediate,rl_alarm,7.0,-0.13233118371864516,-0.13360937784052873,-0.39433943226153645,0.27529561907773625,97.0,0.0,-17.853020099923015
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl,17.0,-0.02891815276193488,-0.029162395538743224,0.09301426072918073,-0.0063189636673706695,4.0,-43700.0,-2.659515399951488
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl,27.0,-0.09769264651073484,-0.09845587741304707,-0.012848109780707606,0.20490609082592642,92.0,-43700.0,-12.129212199943133
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl,7.0,-0.09819522717775542,-0.0990413597354517,0.0562525225346428,0.16909863004415931,71.0,-43700.0,-12.051134099951014
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl_alarm,17.0,0.02622454626565629,0.026590223424526438,0.3618155522669179,-0.08236111267971497,-1.0,-43700.0,18.719366200035438
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl_alarm,27.0,-0.09669877912426728,-0.09746121343954495,-0.11047020045741959,0.2257716589679591,96.0,-43700.0,-12.096449800068513
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,confirmed,rl_alarm,7.0,-0.09669877912426728,-0.09746121343954495,-0.11047020045741959,0.2257716589679591,96.0,-43700.0,-12.059229699894786
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl,17.0,0.06885355138181448,0.06942813795827196,0.22502690703619002,-0.20876297392227505,-53.0,0.0,10.567717100027949
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl,27.0,7.905763301452318e-05,0.000134656083968121,0.11916453652630168,0.0024620805710220406,35.0,0.0,1.0980203000363034
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl,7.0,-0.00042352303400605695,-0.00045082623843650804,0.1882651688416521,-0.03334538021074507,14.0,0.0,1.1760984000284225
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl_alarm,17.0,0.12399625040940565,0.12518075692154162,0.49382819857392724,-0.28480512293461935,-58.0,0.0,31.946598700014874
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl_alarm,27.0,0.001072925019482085,0.00112932005747024,0.021542445849589698,0.023327648713054705,39.0,0.0,1.1307826999109238
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hddm_w,immediate,rl_alarm,7.0,0.001072925019482085,0.00112932005747024,0.021542445849589698,0.023327648713054705,39.0,0.0,1.1680028000846505
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl,17.0,-0.058259828557875815,-0.059174703149085905,-0.18234562087986012,0.05142699027591113,5.0,-9500.0,-7.893434299854562
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl,27.0,-0.12703432230667577,-0.12846818502338975,-0.28820799138974845,0.2626520447692082,93.0,-9500.0,-17.363131099846207
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl,7.0,-0.12753690297369635,-0.12905366734579438,-0.21910735907439804,0.22684458398744112,72.0,-9500.0,-17.285052999854088
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl_alarm,17.0,-0.003117129530284646,-0.003422084185816243,0.08645567065787707,-0.024615158736433163,0.0,-9500.0,13.485447300132364
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl_alarm,27.0,-0.1260404549202082,-0.12747352104988763,-0.3858300820664604,0.2835176129112409,97.0,-9500.0,-17.330368699971586
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,confirmed,rl_alarm,7.0,-0.1260404549202082,-0.12747352104988763,-0.3858300820664604,0.2835176129112409,97.0,-9500.0,-17.29314859979786
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl,17.0,-0.04692635216787322,-0.047018153543256114,-0.06714987219157814,0.004274759156567998,4.0,0.0,0.7156819999217987
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl,27.0,-0.11570084591667318,-0.11631163541755996,-0.17301224270146648,0.2154998136498651,92.0,0.0,-8.754014800069847
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl,7.0,-0.11620342658369376,-0.11689711773996458,-0.10391161038611607,0.17969235286809798,71.0,0.0,-8.675936700077727
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,17.0,0.008216346859717949,0.008734465420013549,0.20165141934615904,-0.0717673898557763,-1.0,0.0,22.094563599908724
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,27.0,-0.11470697853020562,-0.11531697144405784,-0.27063433337817844,0.23636538179189776,96.0,0.0,-8.721252400195226
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,hellinger,immediate,rl_alarm,7.0,-0.11470697853020562,-0.11531697144405784,-0.27063433337817844,0.23636538179189776,96.0,0.0,-8.6840323000215
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl,17.0,-0.05514269902759117,-0.05575261896326966,-0.2688012915377372,0.0760421490123443,5.0,0.0,-5.061920400010422
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl,27.0,-0.12391719277639113,-0.1250461008375735,-0.3746636620476255,0.2872672035056414,93.0,0.0,-14.531617200002067
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl,7.0,-0.12441977344341171,-0.12563158315997813,-0.3055630297322751,0.2514597427238743,72.0,0.0,-14.453539100009948
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.316961199976504
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,27.0,-0.12292332538992357,-0.12405143686407138,-0.4722857527243375,0.30813277164767405,97.0,0.0,-14.498854800127447
RBF_I__base_s0__splice__severe__a0,RBF_I,RBF_I__base_s0,none,none,rl_alarm,7.0,-0.12292332538992357,-0.12405143686407138,-0.4722857527243375,0.30813277164767405,97.0,0.0,-14.46163469995372
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,17.0,-0.03947579792855638,-0.03957448774547212,,0.10441767068273089,2.0,-9500.0,-12.201069799950346
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,27.0,-0.12105263157894741,-0.12257855777259896,,0.28112449799196787,131.0,-9500.0,-27.860607300186523
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,7.0,-0.12087930670048619,-0.12212054709967446,,0.3012048192771084,95.0,-9500.0,-26.76666110008955
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,17.0,-0.0038089198900866927,-0.002595286147598186,,-0.020080321285140618,0.0,-9500.0,29.506093899952248
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,27.0,-0.12105263157894741,-0.12257855777259896,,0.28112449799196787,131.0,-9500.0,-26.6681210999377
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,7.0,-0.12105263157894741,-0.12257855777259896,,0.28112449799196787,131.0,-9500.0,-26.80152010009624
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl,17.0,-0.02894525470302267,-0.029556273447630232,,0.0642570281124498,1.0,0.0,2.84681260003709
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl,27.0,-0.1105220883534137,-0.11256034347475707,,0.24096385542168677,130.0,0.0,-12.812724900199086
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl,7.0,-0.11034876347495248,-0.11210233280183257,,0.26104417670682734,94.0,0.0,-11.718778700102114
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,17.0,0.006721623335447013,0.007422928150243702,,-0.060240963855421714,-1.0,0.0,44.553976299939684
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,27.0,-0.1105220883534137,-0.11256034347475707,,0.24096385542168677,130.0,0.0,-11.620238699950264
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,7.0,-0.1105220883534137,-0.11256034347475707,,0.24096385542168677,130.0,0.0,-11.753637700108804
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl,17.0,-0.02260832804903834,-0.0225404262877833,,0.0923694779116466,0.0,-5700.0,3.240270000183955
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl,27.0,-0.10418516169942937,-0.10554449631491014,,0.26907630522088355,129.0,-5700.0,-12.419267500052221
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl,7.0,-0.10401183682096815,-0.10508648564198564,,0.28915662650602414,93.0,-5700.0,-11.325321299955249
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl_alarm,17.0,0.013058549989431345,0.014438775310090635,,-0.03212851405622491,-2.0,-5700.0,44.94743370008655
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl_alarm,27.0,-0.10418516169942937,-0.10554449631491014,,0.26907630522088355,129.0,-5700.0,-11.226781299803399
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,confirmed,rl_alarm,7.0,-0.10418516169942937,-0.10554449631491014,,0.26907630522088355,129.0,-5700.0,-11.36018029996194
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl,17.0,-0.022181357006975322,-0.022484187688260326,,0.0963855421686747,1.0,0.0,2.7875361000187695
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl,27.0,-0.10375819065736636,-0.10548825771538717,,0.2730923694779117,130.0,0.0,-12.872001400217407
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl,7.0,-0.10358486577890513,-0.10503024704246267,,0.2931726907630522,94.0,0.0,-11.778055200120434
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl_alarm,17.0,0.013485521031494363,0.014495013909613608,,-0.028112449799196804,-1.0,0.0,44.494699799921364
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl_alarm,27.0,-0.10375819065736636,-0.10548825771538717,,0.2730923694779117,130.0,0.0,-11.679515199968584
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,d3_oof,immediate,rl_alarm,7.0,-0.10375819065736636,-0.10548825771538717,,0.2730923694779117,130.0,0.0,-11.812914200127125
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl,17.0,-0.02623546818854372,-0.02771232767188625,,0.0803212851405623,2.0,-17100.0,-12.662727099843323
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl,27.0,-0.10781230183893475,-0.11071639769901309,,0.2570281124497993,131.0,-17100.0,-28.3222646000795
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl,7.0,-0.10763897696047353,-0.11025838702608859,,0.2771084337349398,95.0,-17100.0,-27.228318399982527
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl_alarm,17.0,0.009431409849925965,0.009266873925987684,,-0.0441767068273092,0.0,-17100.0,29.04443660005927
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl_alarm,27.0,-0.10781230183893475,-0.11071639769901309,,0.2570281124497993,131.0,-17100.0,-27.129778399830677
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,confirmed,rl_alarm,7.0,-0.10781230183893475,-0.11071639769901309,,0.2570281124497993,131.0,-17100.0,-27.263177399989218
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl,17.0,0.07838511942506865,0.07940921302137138,,-0.12449799196787148,-69.0,0.0,15.573115200037137
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl,27.0,-0.003191714225322384,-0.0035948570057554585,,0.0522088353413655,60.0,0.0,-0.08642230019903963
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl,7.0,-0.003018389346861161,-0.003136846332830956,,0.07228915662650603,24.0,0.0,1.007523899897933
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl_alarm,17.0,0.11405199746353833,0.11638841461924532,,-0.248995983935743,-71.0,0.0,57.28027889993973
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl_alarm,27.0,-0.003191714225322384,-0.0035948570057554585,,0.0522088353413655,60.0,0.0,1.106063900049783
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hddm_w,immediate,rl_alarm,7.0,-0.003191714225322384,-0.0035948570057554585,,0.0522088353413655,60.0,0.0,0.9726648998912424
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl,17.0,-0.044836186852673876,-0.045936778861552785,,0.1606425702811245,2.0,-5700.0,-16.693122199969366
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl,27.0,-0.1264130205030649,-0.12894084888867963,,0.3373493975903615,131.0,-5700.0,-32.35265970020554
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl,7.0,-0.1262396956246037,-0.12848283821575512,,0.357429718875502,95.0,-5700.0,-31.25871350010857
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl_alarm,17.0,-0.009169308814204191,-0.008957577263678851,,0.03614457831325299,0.0,-5700.0,25.014041499933228
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl_alarm,27.0,-0.1264130205030649,-0.12894084888867963,,0.3373493975903615,131.0,-5700.0,-31.16017349995672
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,confirmed,rl_alarm,7.0,-0.1264130205030649,-0.12894084888867963,,0.3373493975903615,131.0,-5700.0,-31.29357250011526
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl,17.0,0.011879095328683142,0.011783107918275859,,0.0,-3.0,0.0,9.84672630019486
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl,27.0,-0.06969773832170789,-0.07122096210885098,,0.17670682730923698,126.0,0.0,-5.812811200041317
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl,7.0,-0.06952441344324667,-0.07076295143592648,,0.19678714859437751,90.0,0.0,-4.718864999944344
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl_alarm,17.0,0.04754597336715283,0.04876230951614979,,-0.12449799196787151,-5.0,0.0,51.553890000097454
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl_alarm,27.0,-0.06969773832170789,-0.07122096210885098,,0.17670682730923698,126.0,0.0,-4.620324999792494
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,hellinger,immediate,rl_alarm,7.0,-0.06969773832170789,-0.07122096210885098,,0.17670682730923698,126.0,0.0,-4.753723999951035
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl,17.0,-0.035666878038469685,-0.036979201597873934,,0.12449799196787151,2.0,0.0,-11.637430499773473
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl,27.0,-0.11724371168886072,-0.11998327162500078,,0.3012048192771085,131.0,0.0,-27.29696800000965
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl,7.0,-0.1170703868103995,-0.11952526095207627,,0.321285140562249,95.0,0.0,-26.203021799912676
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl_alarm,17.0,0.0,0.0,,0.0,0.0,0.0,30.06973320012912
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl_alarm,27.0,-0.11724371168886072,-0.11998327162500078,,0.3012048192771085,131.0,0.0,-26.104481799760826
RBF_I__base_s1__clean__none__anone,RBF_I,RBF_I__base_s1,none,none,rl_alarm,7.0,-0.11724371168886072,-0.11998327162500078,,0.3012048192771085,131.0,0.0,-26.237880799919367
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,17.0,-0.045192231154978946,-0.046823624800660935,-0.08840245343537223,0.18286834354851553,16.0,-30400.0,-12.545151800150052
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,27.0,-0.11440340682957895,-0.11764059363540502,-0.1617241573349839,0.259701106423625,109.0,-30400.0,-23.13789899996482
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl,7.0,-0.11440340682957895,-0.11740565632458788,-0.15710989814866916,0.2557908142959485,82.0,-30400.0,-22.200986600015312
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,17.0,-0.006293281859428568,-0.005811749160325341,0.21163693658207194,-0.024018944519621083,0.0,-30400.0,17.252889799885452
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,27.0,-0.11462727851627796,-0.11823004765183398,-0.29520004501716274,0.27390949613945714,121.0,-30400.0,-23.931282999925322
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,confirmed,rl_alarm,7.0,-0.11462727851627796,-0.11823004765183398,-0.29520004501716274,0.27390949613945714,121.0,-30400.0,-23.749554299982265
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl,17.0,0.05716687893019179,0.05828899803220777,0.2233695346350796,-0.021944400222876692,-17.0,0.0,11.531937499996275
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl,27.0,-0.012044296744408212,-0.012527970802536315,0.15004783073546793,0.05488836265223279,76.0,0.0,0.9391903001815081
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl,7.0,-0.012044296744408212,-0.012293033491719174,0.15466208992178268,0.050978070524556274,49.0,0.0,1.876102700131014
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,17.0,0.09606582822574217,0.09930087367254337,0.5234089246525238,-0.2288316882910133,-33.0,0.0,41.32997910003178
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,27.0,-0.01226816843110723,-0.013117424818965273,0.0165719430532891,0.0690967523680649,88.0,0.0,0.14580630022100394
RBF_I__base_s1__concept__moderate__a1,RBF_I,RBF_I__base_s1,adwin,immediate,rl_alarm,7.0,-0.01226816843110723,-0.013117424818965273,0.0165719430532891,0.0690967523680649,88.0,0.0,0.3275350001640618
