rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
60000,57000,49400,0,0,0.850189999997383,False,3000,confirmed,True,56050,0.8874219446922391,0.8763503167858626,14241,12352,0.8673548205884418,41809,5711,0.13659738333851562,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,confirmed,0.05,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.850189999997383,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,54150,0,0,0.8676827080053044,False,3000,confirmed,True,56050,0.8929705619982159,0.8826215115222555,14241,13543,0.9509865880205042,41809,2152,0.051472171063646585,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,confirmed,0.01,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.850189999997383,0.006271194736392927,0.005548617305976777,0.08363176743206235,-0.08512521227486904,0,0,0.017492708007921465
60000,58900,34200,2850,1,0.7443508329888573,False,3000,confirmed,True,56050,0.908528099910794,0.8997994426053356,14241,7970,0.5596517098518362,41809,18429,0.4407902604702337,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,confirmed,0.02,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.850189999997383,0.023449125819473005,0.021106155218554856,-0.3077031107366056,0.30419287713171805,1,1900,-0.10583916700852569
60000,57000,44650,6650,7,0.6975522080028895,False,3000,rl,True,56050,0.90014272970562,0.8908741151499489,14241,11037,0.7750157994522856,41809,9146,0.21875672702049798,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.01,1,0,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,-0.011729533706851036,-0.010561998215878665,0.3312267396952461,-0.34162500896936066,2,0,0.00443820800865069
60000,58900,47500,0,0,0.8603797079995275,False,3000,confirmed,True,56050,0.895593220338983,0.8851467116940148,14241,11863,0.8330173442876202,41809,7122,0.1703460977301538,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,confirmed,0.02,5,4,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.850189999997383,0.008796394908152205,0.008171275646743914,-0.03433747630082162,0.03374871439163818,0,1900,0.01018970800214447
60000,57000,41800,0,0,0.829948583006626,False,3000,confirmed,True,56050,0.892042818911686,0.8815213114726335,14241,10411,0.7310582122041992,41809,11370,0.2719510153316272,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,confirmed,0.05,5,4,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.850189999997383,0.005170994686770847,0.004620874219446902,-0.13629660838424262,0.13535363199311157,0,0,-0.02024141699075699
60000,57000,25650,4750,5,0.6931139999942388,False,3000,rl,True,56050,0.9107047279214987,0.9026036488567999,14241,6320,0.44378905975703953,41809,23429,0.5603817359898586,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.05,1,0,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,40850,7600,8,0.6978294160071528,False,3000,rl,True,56050,0.9029794826048171,0.8940642563751495,14241,10186,0.715258759918545,41809,12095,0.2892917792819728,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.01,5,4,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,-0.008539392481650365,-0.007725245316681617,0.2714697001615055,-0.2710899567078858,3,0,0.00471541601291392
60000,57000,29450,4750,5,0.6809708340006182,False,3000,rl,True,56050,0.9037109723461195,0.8944421098962237,14241,7272,0.5106382978723404,41809,20581,0.4922624315338803,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.02,1,0,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,-0.008161538960576142,-0.006993755575379179,0.06684923811530086,-0.06811930445597836,0,0,-0.012143165993620642
60000,57000,38950,1900,2,0.7332995000033407,False,3000,rl,True,56050,0.8867439785905441,0.8741671792030574,14241,9607,0.6746015027034619,41809,13416,0.3208878471142577,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.02,5,4,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,-0.02843646965374247,-0.0239607493309546,0.23081244294642234,-0.2394938888756009,-3,0,0.040185500009101816
60000,57000,38950,950,1,0.751921791001223,False,3000,rl,True,56050,0.8898483496877788,0.8781246684113485,14241,9630,0.6762165578259953,41809,13439,0.32143796790164797,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,error_rule,0.05,5,4,complete,0.9026036488567999,0.9107047279214987,0.44378905975703953,0.5603817359898586,5,57000,0.6931139999942388,-0.02447898044545138,-0.020856378233719886,0.2324274980689558,-0.23894376808821066,-4,0,0.05880779100698419
60000,57000,45600,44650,47,0.6461776659998577,False,3000,rl,True,56050,0.9016949152542373,0.892828102889141,14241,11364,0.7979776701074363,41809,8523,0.2038556291707527,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.01,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,-0.011024237930137293,-0.01016949152542368,0.2908503616319078,-0.28721088760793134,17,0,-0.018960959001560695
60000,57000,29450,28500,30,0.6651386250014184,False,3000,rl,True,56050,0.911864406779661,0.9038523408192783,14241,7222,0.5071273084755284,41809,20531,0.491066516778684,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.05,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,31350,30400,32,0.6454040840035304,False,3000,rl,True,56050,0.9006244424620874,0.8913918981200626,14241,7640,0.5364791798328769,41809,19049,0.4556196034346672,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.01,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,-0.012460442699215757,-0.01123996431757357,0.029351871357348402,-0.03544691334401684,2,0,-0.01973454099788796
60000,57000,38950,38000,40,0.6612400000012713,False,3000,rl,True,56050,0.9062622658340768,0.8977913963224184,14241,9693,0.6806404044659785,41809,13502,0.32294482049319523,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.02,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,-0.006060944496859899,-0.0056021409455842,0.17351309599045006,-0.1681216962854888,10,0,-0.003898625000147149
60000,57000,25650,24700,26,0.6491435839998303,False,3000,rl,True,56050,0.8954861730597681,0.8857216113884954,14241,6217,0.4365564215996068,41809,23326,0.5579181515941544,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.02,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,-0.018130729430782977,-0.016378233719892887,-0.07057088687592167,0.06685163481547035,-4,0,-0.015995041001588106
60000,57000,22800,21850,23,0.6684563329908997,False,3000,rl,True,56050,0.9047636039250669,0.8954684414012981,14241,5464,0.38368092128361775,41809,25423,0.608074816427085,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,selected_map,0.05,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.6651386250014184,-0.008383899417980234,-0.007100802854594024,-0.1234463871919107,0.11700829964840104,-7,0,0.0033177079894812778
60000,57000,46550,39900,42,0.6500162920128787,False,3000,rl,True,56050,0.8998929527207851,0.8910685176907591,14241,11601,0.8146197598483252,41809,7810,0.18680188476165419,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.01,1,0,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,-0.011716563560753679,-0.011132917038358503,0.2907099220560354,-0.28725872419813914,16,0,-0.02025849898927845
60000,57000,30400,24700,26,0.6702747910021571,False,3000,rl,True,56050,0.9110258697591436,0.9027850812515128,14241,7461,0.5239098377922898,41809,19820,0.47406060895979335,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.05,1,0,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,32300,28500,30,0.6555215830012457,False,3000,rl,True,56050,0.9031043710972346,0.893992235982644,14241,7923,0.556351379818833,41809,18382,0.4396661006003492,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.01,5,4,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,-0.00879284526886881,-0.007921498661908943,0.032441542026543146,-0.03439450835944413,4,0,-0.0147532080009114
60000,57000,39900,33250,35,0.6551987499988172,False,3000,rl,True,56050,0.904834968777877,0.8961652061416914,14241,9933,0.6974931535706762,41809,12792,0.3059628309694085,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.02,1,0,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,-0.006619875109821427,-0.006190900981266623,0.17358331577838637,-0.16809777799038483,9,0,-0.015076041003339924
60000,57000,28500,23750,25,0.6621448749938281,False,3000,rl,True,56050,0.9031400535236396,0.8941472403937655,14241,6952,0.4881679657327435,41809,21211,0.507330957449353,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.02,5,4,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,-0.008637840857747325,-0.007885816235503995,-0.03574187205954632,0.03327034848955962,-1,0,-0.008129916008329019
60000,57000,23750,19950,21,0.6701021250046324,False,3000,rl,True,56050,0.9072256913470116,0.8983269532362758,14241,5716,0.40137630784355033,41809,24725,0.5913798464445454,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_7,0.05,5,4,complete,0.9027850812515128,0.9110258697591436,0.5239098377922898,0.47406060895979335,26,57000,0.6702747910021571,-0.0044581280152370395,-0.0038001784121319826,-0.1225335299487395,0.11731923748475209,-5,0,-0.00017266599752474576
60000,57000,54150,0,0,0.8800924160022987,False,3000,rl,True,56050,0.8929705619982159,0.8826215115222555,14241,13543,0.9509865880205042,41809,2152,0.051472171063646585,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.01,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.006271194736392927,0.005548617305976777,0.08363176743206235,-0.08512521227486904,0,0,0.026824166008736938
60000,57000,49400,0,0,0.8532682499935618,False,3000,rl,True,56050,0.8874219446922391,0.8763503167858626,14241,12352,0.8673548205884418,41809,5711,0.13659738333851562,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.05,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,49400,0,0,0.8352755410014652,False,3000,rl,True,56050,0.8948617305976806,0.8845447838425584,14241,12334,0.8660908644055895,41809,5693,0.13616685402664497,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.01,5,4,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.008194467056695798,0.007439785905441476,-0.001263956182852355,-0.00043052931187065324,0,0,-0.017992708992096595
60000,57000,38000,950,1,0.7443867919937475,False,3000,rl,True,56050,0.8937020517395183,0.8826344906214398,14241,9408,0.66062776490415,41809,14167,0.3388504867373054,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.02,1,0,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.0062841738355772225,0.006280107047279215,-0.20672705568429184,0.20225310339878977,1,0,-0.1088814579998143
60000,57000,47500,0,0,0.8236626249999972,False,3000,rl,True,56050,0.8961462979482605,0.885837418940856,14241,11873,0.8337195421669826,41809,7132,0.17058528068119305,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.02,5,4,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.009487102154993377,0.008724353256021389,-0.03363527842145919,0.03398789734267743,0,0,-0.02960562499356456
60000,57000,45600,44650,47,0.6444352500111563,False,3000,rl,True,56050,0.9016949152542373,0.892828102889141,14241,11364,0.7979776701074363,41809,8523,0.2038556291707527,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.01,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,-0.011024237930137293,-0.01016949152542368,0.2908503616319078,-0.28721088760793134,17,0,-0.0069654999824706465
60000,57000,31350,30400,32,0.6492429999925662,False,3000,rl,True,56050,0.9006244424620874,0.8913918981200626,14241,7640,0.5364791798328769,41809,19049,0.4556196034346672,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.01,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,-0.012460442699215757,-0.01123996431757357,0.029351871357348402,-0.03544691334401684,2,0,-0.0021577500010607764
60000,57000,29450,28500,30,0.651400749993627,False,3000,rl,True,56050,0.911864406779661,0.9038523408192783,14241,7222,0.5071273084755284,41809,20531,0.491066516778684,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.05,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,40850,0,0,0.8171734579955228,False,3000,rl,True,56050,0.8909723461195361,0.8802512911298441,14241,10138,0.7118882100976055,41809,12047,0.2881437011169844,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_17,0.05,5,4,complete,0.8763503167858626,0.8874219446922391,0.8673548205884418,0.13659738333851562,0,57000,0.8532682499935618,0.0039009743439815114,0.003550401427297012,-0.15546661049083632,0.15154631777846878,0,0,-0.036094791998039
60000,57000,38950,38000,40,0.6463942919945111,False,3000,rl,True,56050,0.9062622658340768,0.8977913963224184,14241,9693,0.6806404044659785,41809,13502,0.32294482049319523,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.02,1,0,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,-0.006060944496859899,-0.0056021409455842,0.17351309599045006,-0.1681216962854888,10,0,-0.00500645799911581
60000,57000,25650,24700,26,0.6466463749966351,False,3000,rl,True,56050,0.8954861730597681,0.8857216113884954,14241,6217,0.4365564215996068,41809,23326,0.5579181515941544,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.02,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,-0.018130729430782977,-0.016378233719892887,-0.07057088687592167,0.06685163481547035,-4,0,-0.004754374996991828
60000,57000,22800,21850,23,0.6648050420044456,False,3000,rl,True,56050,0.9047636039250669,0.8954684414012981,14241,5464,0.38368092128361775,41809,25423,0.608074816427085,SEA_A__s116__instance__severe,SEA_A,instance,severe,116,q_alarm_persistence_27,0.05,5,4,complete,0.9038523408192783,0.911864406779661,0.5071273084755284,0.491066516778684,30,57000,0.651400749993627,-0.008383899417980234,-0.007100802854594024,-0.1234463871919107,0.11700829964840104,-7,0,0.013404292010818608
60000,57000,53200,0,0,0.8948787919944152,False,3000,none,True,56050,0.8898840321141838,0.8781492238669206,0,0,,56050,3800,0.06779661016949153,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.01,1,0,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,-0.022450395494864495,-0.019446922390722543,,-0.1694915254237288,0,0,0.03527420798491221
60000,57000,43700,0,0,0.859604584009503,False,3000,none,True,56050,0.9093309545049063,0.9005996193617851,0,0,,56050,13300,0.23728813559322035,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.05,1,0,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,0.0,0.0,,0.0,0,0,0.0
60000,57000,53200,0,0,0.8831269170041196,False,3000,none,True,56050,0.8961819803746655,0.8855944258499127,0,0,,56050,3800,0.06779661016949153,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.01,5,4,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,-0.015005193511872461,-0.013148974130240854,,-0.1694915254237288,0,0,0.02352233299461659
60000,57000,50350,0,0,0.8859572919900529,False,3000,none,True,56050,0.8914719000892061,0.8799048357054708,0,0,,56050,6650,0.11864406779661017,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.02,1,0,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,-0.020694783656314275,-0.017859054415700237,,-0.11864406779661017,0,0,0.026352707980549894
60000,57000,48450,0,0,0.8767525829898659,False,3000,none,True,56050,0.8995004460303301,0.8894775634337555,0,0,,56050,8550,0.15254237288135594,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.02,5,4,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,-0.011122055928029617,-0.009830508474576227,,-0.0847457627118644,0,0,0.0171479989803629
60000,57000,40850,0,0,0.8457385829970008,False,3000,none,True,56050,0.89971454058876,0.889349168603869,0,0,,56050,16150,0.288135593220339,SEA_A__s117__clean__none,SEA_A,clean,none,117,no_reset,0.05,5,4,complete,0.9005996193617851,0.9093309545049063,,0.23728813559322035,0,57000,0.859604584009503,-0.011250450757916086,-0.009616413916146316,,0.05084745762711865,0,0,-0.013866001012502238
60000,58900,56050,2850,1,0.8191527080052765,False,3000,confirmed,True,56050,0.908135593220339,0.9001958557959353,0,0,,56050,1900,0.03389830508474576,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.01,1,0,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,-0.0032966819738875497,-0.0035147190008920637,,-0.4406779661016949,0,0,0.07138129099621437
60000,58900,32300,2850,1,0.7477714170090621,False,3000,confirmed,True,56050,0.911650312221231,0.9034925377698229,0,0,,56050,26600,0.4745762711864407,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.05,1,0,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,0.0,0.0,,0.0,0,0,0.0
60000,58900,51300,0,0,0.9045535000041127,False,3000,confirmed,True,56050,0.8956289027653881,0.8848037361526075,0,0,,56050,5700,0.1016949152542373,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.01,5,4,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,-0.01868880161721531,-0.01602140945584296,,-0.3728813559322034,-1,0,0.1567820829950506
60000,58900,54150,2850,1,0.8311439590033842,False,3000,confirmed,True,56050,0.9079036574487065,0.8999164942785116,0,0,,56050,3800,0.06779661016949153,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.02,1,0,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,-0.0035760434913112427,-0.0037466547725245603,,-0.4067796610169492,0,0,0.08337254199432209
60000,58900,48450,0,0,0.9064012500020908,True,3000,confirmed,True,56050,0.8995004460303301,0.8894775634337555,0,0,,56050,8550,0.15254237288135594,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.02,5,4,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,-0.014014974336067354,-0.01214986619090097,,-0.3220338983050848,-1,0,0.15862983299302869
60000,58900,40850,0,0,0.8651121669972781,False,3000,confirmed,True,56050,0.89971454058876,0.889349168603869,0,0,,56050,16150,0.288135593220339,SEA_A__s117__clean__none,SEA_A,clean,none,117,confirmed,0.05,5,4,complete,0.9034925377698229,0.911650312221231,,0.4745762711864407,1,58900,0.7477714170090621,-0.014143369165953823,-0.01193577163247106,,-0.1864406779661017,-1,0,0.11734074998821598
60000,57000,49400,7600,8,0.6935202919994481,False,3000,rl,True,56050,0.9051382694023193,0.8961602731008562,0,0,,56050,7600,0.13559322033898305,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.01,5,4,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,-0.002548854849174109,-0.0026048171275646625,,-0.288135593220339,2,0,-0.010965916997520253
60000,57000,33250,5700,6,0.7044862089969683,False,3000,rl,True,56050,0.907743086529884,0.8987091279500303,0,0,,56050,23750,0.423728813559322,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.05,1,0,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,0.0,0.0,,0.0,0,0,0.0
60000,57000,53200,2850,3,0.7315325420058798,False,3000,rl,True,56050,0.9094915254237288,0.9015023158646025,0,0,,56050,3800,0.06779661016949153,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.01,1,0,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,0.0027931879145721705,0.0017484388938447948,,-0.3559322033898305,-3,0,0.02704633300891146
60000,57000,46550,5700,6,0.7050672920013312,False,3000,rl,True,56050,0.9068688670829617,0.8981747390511957,0,0,,56050,10450,0.1864406779661017,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.02,1,0,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,-0.0005343888988346146,-0.0008742194469223419,,-0.23728813559322032,0,0,0.0005810830043628812
60000,57000,40850,6650,7,0.7075624999997672,False,3000,rl,True,56050,0.9053523639607494,0.8962751397431041,0,0,,56050,16150,0.288135593220339,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.02,5,4,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,-0.0024339882069261964,-0.00239072256913464,,-0.13559322033898302,1,0,0.0030762910027988255
60000,57000,51300,50350,53,0.645492124996963,False,3000,rl,True,56050,0.9128099910793934,0.9041212744883997,0,0,,56050,5700,0.1016949152542373,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.01,1,0,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,-0.000323364256922698,-0.00030330062444239303,,-0.1864406779661017,11,0,-0.016246415994828567
60000,57000,25650,2850,3,0.7045000830112258,False,3000,rl,True,56050,0.900035682426405,0.8899802037644842,0,0,,56050,31350,0.559322033898305,SEA_A__s117__clean__none,SEA_A,clean,none,117,error_rule,0.05,5,4,complete,0.8987091279500303,0.907743086529884,,0.423728813559322,6,57000,0.7044862089969683,-0.00872892418554616,-0.007707404103479032,,0.13559322033898302,-3,0,1.3874014257453382e-05
60000,57000,40850,39900,42,0.6617385409917915,False,3000,rl,True,56050,0.9131132917038358,0.9044446387453224,0,0,,56050,16150,0.288135593220339,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.05,1,0,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,0.0,0.0,,0.0,0,0,0.0
60000,57000,48450,47500,50,0.6513101250020554,False,3000,rl,True,56050,0.9135057983942908,0.9048763056750151,0,0,,56050,8550,0.15254237288135594,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.01,5,4,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,0.0004316669296926534,0.00039250669045498565,,-0.13559322033898305,8,0,-0.010428415989736095
60000,57000,48450,47500,50,0.6516585420031333,False,3000,rl,True,56050,0.9104192685102587,0.9013778150068738,0,0,,56050,8550,0.15254237288135594,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.02,1,0,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,-0.0030668237384486874,-0.002694023193577144,,-0.13559322033898305,8,0,-0.01007999898865819
60000,57000,44650,43700,46,0.6509024160041008,False,3000,rl,True,56050,0.9128456735057984,0.904271005346432,0,0,,56050,12350,0.22033898305084745,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.02,5,4,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,-0.00017363339889042706,-0.0002676181980374448,,-0.06779661016949154,4,0,-0.01083612498769071
60000,57000,33250,32300,34,0.6667439170123544,False,3000,rl,True,56050,0.9026583407671722,0.8922531533416436,0,0,,56050,23750,0.423728813559322,SEA_A__s117__clean__none,SEA_A,clean,none,117,selected_map,0.05,5,4,complete,0.9044446387453224,0.9131132917038358,,0.288135593220339,42,57000,0.6617385409917915,-0.01219148540367887,-0.010454950936663598,,0.13559322033898302,-8,0,0.005005376020562835
60000,57000,51300,47500,50,0.6584826250036713,False,3000,rl,True,56050,0.9096520963425513,0.90037738250907,0,0,,56050,5700,0.1016949152542373,SEA_A__s117__clean__none,SEA_A,clean,none,117,q_alarm_persistence_7,0.01,1,0,complete,0.9040645306373368,0.9128099910793934,,0.288135593220339,39,57000,0.6613720419991296,-0.0036871481282668706,-0.0031578947368421373,,-0.1864406779661017,11,0,-0.002889416995458305
60000,57000,40850,37050,39,0.6613720419991296,False,3000,rl,True,56050,0.9128099910793934,0.9040645306373368,0,0,,56050,16150,0.288135593220339,SEA_A__s117__clean__none,SEA_A,clean,none,117,q_alarm_persistence_7,0.05,1,0,complete,0.9040645306373368,0.9128099910793934,,0.288135593220339,39,57000,0.6613720419991296,0.0,0.0,,0.0,0,0,0.0
60000,57000,46550,43700,46,0.6465728339971974,False,3000,rl,True,56050,0.9088314005352364,0.8993415168749875,0,0,,56050,10450,0.1864406779661017,SEA_A__s117__clean__none,SEA_A,clean,none,117,q_alarm_persistence_7,0.01,5,4,complete,0.9040645306373368,0.9128099910793934,,0.288135593220339,39,57000,0.6613720419991296,-0.004723013762349293,-0.003978590544157057,,-0.1016949152542373,7,0,-0.01479920800193213
60000,57000,48450,43700,46,0.6507321670069359,False,3000,rl,True,56050,0.908528099910794,0.8991101254482057,0,0,,56050,8550,0.15254237288135594,SEA_A__s117__clean__none,SEA_A,clean,none,117,q_alarm_persistence_7,0.02,1,0,complete,0.9040645306373368,0.9128099910793934,,0.288135593220339,39,57000,0.6613720419991296,-0.00495440518913115,-0.00428189116859945,,-0.13559322033898305,7,0,-0.010639874992193654
