rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_baseline,host_accuracy_baseline,poison_admission_rate_baseline,clean_withhold_rate_baseline,resets_baseline,training_visits_baseline,seconds_baseline,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
60000,57000,49400,7600,8,0.7023211669875309,False,3000,rl,True,56050,0.907992863514719,0.8998114322622934,0,0,,56050,7600,0.13559322033898305,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.01,1,0,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,-0.009486944895850002,-0.008421052631578996,,-0.3220338983050848,4,0,-0.02717100002337247
60000,60800,47500,5700,2,0.7708728330035228,False,3000,confirmed,True,56050,0.912221231043711,0.9044845891295112,0,0,,56050,13300,0.23728813559322035,SEA_A__s115__clean__none,SEA_A,clean,none,115,confirmed,0.02,5,4,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8360884580033598,0.0034356659665664147,0.0036752899197145528,,0.1016949152542373,1,1900,-0.06521562499983702
60000,57000,46550,6650,7,0.6947286249924218,False,3000,rl,True,56050,0.9075289919714541,0.8995038302418222,0,0,,56050,10450,0.1864406779661017,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.01,5,4,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,-0.0097945469163212,-0.008884924174843878,,-0.2711864406779661,3,0,-0.03476354201848153
60000,57000,31350,3800,4,0.7294921670109034,False,3000,rl,True,56050,0.916413916146298,0.9092983771581434,0,0,,56050,25650,0.4576271186440678,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.05,1,0,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,0.0,0.0,,0.0,0,0,0.0
60000,58900,43700,0,0,0.8586270410014549,False,3000,confirmed,True,56050,0.8954326494201605,0.8847023825393403,0,0,,56050,13300,0.23728813559322035,SEA_A__s115__clean__none,SEA_A,clean,none,115,confirmed,0.05,5,4,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8360884580033598,-0.016346540623604522,-0.013113291703835905,,0.1016949152542373,-1,0,0.02253858299809508
60000,57000,44650,6650,7,0.719256292009959,False,3000,rl,True,56050,0.912471008028546,0.9048444749226747,0,0,,56050,12350,0.22033898305084745,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.02,1,0,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,-0.00445390223546871,-0.0039429081177519976,,-0.23728813559322035,3,0,-0.010235875000944361
60000,57000,38950,3800,4,0.702628792001633,False,3000,rl,True,56050,0.9067082961641392,0.8981092047940482,0,0,,56050,18050,0.3220338983050847,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.02,5,4,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,-0.011189172364095223,-0.009705619982158797,,-0.13559322033898308,0,0,-0.026863375009270385
60000,57000,24700,4750,5,0.7065447500062874,False,3000,rl,True,56050,0.9025691347011596,0.8933528866678793,0,0,,56050,32300,0.576271186440678,SEA_A__s115__clean__none,SEA_A,clean,none,115,error_rule,0.05,5,4,complete,0.9092983771581434,0.916413916146298,,0.4576271186440678,4,57000,0.7294921670109034,-0.01594549049026417,-0.013844781445138343,,0.11864406779661019,1,0,-0.022947417004616
60000,57000,50350,49400,52,0.6510232919972623,False,3000,rl,True,56050,0.9130062444246209,0.9047892917830906,0,0,,56050,6650,0.11864406779661017,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.01,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,0.001438563307314622,0.0012667261373773275,,-0.288135593220339,17,0,-0.005039042007410899
60000,57000,34200,33250,35,0.6560623340046732,False,3000,rl,True,56050,0.9117395182872435,0.903350728475776,0,0,,56050,22800,0.4067796610169492,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.05,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,0.0,0.0,,0.0,0,0,0.0
60000,57000,47500,46550,49,0.6493486660037888,False,3000,rl,True,56050,0.9128456735057984,0.9046124598334329,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.01,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,0.0012617313576568367,0.0011061552185548384,,-0.23728813559322037,14,0,-0.006713668000884354
60000,57000,49400,48450,51,0.6547247499984223,False,3000,rl,True,56050,0.9108652988403212,0.9023066212145907,0,0,,56050,7600,0.13559322033898305,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.02,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,-0.001044107261185312,-0.0008742194469223419,,-0.27118644067796616,16,0,-0.001337584006250836
60000,57000,40850,39900,42,0.6486507499939762,False,3000,rl,True,56050,0.9058340767172167,0.896399957686993,0,0,,56050,16150,0.288135593220339,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.02,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,-0.006950770788783034,-0.005905441570026815,,-0.11864406779661019,7,0,-0.00741158401069697
60000,57000,28500,27550,29,0.654920624991064,False,3000,rl,True,56050,0.9024799286351471,0.8926205410450738,0,0,,56050,28500,0.5084745762711864,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.05,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6560623340046732,-0.010730187430702198,-0.00925958965209639,,0.10169491525423724,-6,0,-0.0011417090136092156
60000,57000,51300,44650,47,0.668777458005934,False,3000,rl,True,56050,0.9090098126672613,0.9003879314310184,0,0,,56050,5700,0.1016949152542373,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.01,1,0,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,-0.002374481560160957,-0.0022836752899197954,,-0.2542372881355932,14,0,-0.004125999999814667
60000,57000,37050,31350,33,0.6729034580057487,False,3000,rl,True,56050,0.9112934879571811,0.9027624129911793,0,0,,56050,19950,0.3559322033898305,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.05,1,0,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,0.0,0.0,,0.0,0,0,0.0
60000,57000,46550,41800,44,0.6677700000000186,False,3000,rl,True,56050,0.9104192685102587,0.9017688052180753,0,0,,56050,10450,0.1864406779661017,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.01,5,4,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,-0.0009936077731039772,-0.0008742194469224529,,-0.1694915254237288,11,0,-0.005133458005730063
60000,57000,48450,41800,44,0.666803833009908,False,3000,rl,True,56050,0.9091882247992864,0.9007400141948204,0,0,,56050,8550,0.15254237288135594,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.02,1,0,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,-0.002022398796358904,-0.002105263157894721,,-0.20338983050847456,11,0,-0.006099624995840713
60000,57000,40850,37050,39,0.6671033339953283,False,3000,rl,True,56050,0.903657448706512,0.8938487571653825,0,0,,56050,16150,0.288135593220339,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.02,5,4,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,-0.00891365582579684,-0.0076360392506691355,,-0.06779661016949151,6,0,-0.005800124010420404
60000,57000,29450,26600,28,0.6629328330018325,False,3000,rl,True,56050,0.904299732381802,0.8947592161762141,0,0,,56050,27550,0.4915254237288136,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.05,5,4,complete,0.9027624129911793,0.9112934879571811,,0.3559322033898305,33,57000,0.6729034580057487,-0.008003196814965197,-0.006993755575379179,,0.13559322033898308,-5,0,-0.009970625003916211
60000,57000,47500,950,1,0.774625083009596,False,3000,rl,True,56050,0.904299732381802,0.895498735930816,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.01,5,4,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,-0.006037433204310383,-0.004870651204281873,,0.0,0,0,-0.028059000993380323
60000,57000,48450,1900,2,0.7379678330034949,False,3000,rl,True,56050,0.9072256913470116,0.8992458275369322,0,0,,56050,8550,0.15254237288135594,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.02,1,0,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,-0.00229034159819419,-0.001944692239072232,,-0.016949152542372864,1,0,-0.06471625099948142
60000,57000,47500,950,1,0.8026840840029763,False,3000,rl,True,56050,0.9091703835860838,0.9015361691351264,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.05,1,0,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,0.0,0.0,,0.0,0,0,0.0
60000,57000,47500,950,1,0.8070174589956878,False,3000,rl,True,56050,0.896021409455843,0.88612687810191,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.01,1,0,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,-0.01540929103321631,-0.013148974130240854,,0.0,0,0,0.0043333749927114695
60000,57000,39900,1900,2,0.7613098330039065,False,3000,rl,True,56050,0.9008563782337199,0.8914156842760601,0,0,,56050,17100,0.3050847457627119,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.02,5,4,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,-0.010120484859066248,-0.008314005352363929,,0.13559322033898308,1,0,-0.04137425099906977
60000,57000,50350,49400,52,0.6392324579937849,False,3000,rl,True,56050,0.9130062444246209,0.9047892917830906,0,0,,56050,6650,0.11864406779661017,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.01,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,0.001438563307314622,0.0012667261373773275,,-0.288135593220339,17,0,-0.017072250018827617
60000,57000,47500,46550,49,0.6486152919969754,False,3000,rl,True,56050,0.9128456735057984,0.9046124598334329,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.01,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,0.0012617313576568367,0.0011061552185548384,,-0.23728813559322037,14,0,-0.007689416015637107
60000,57000,34200,33250,35,0.6563047080126125,False,3000,rl,True,56050,0.9117395182872435,0.903350728475776,0,0,,56050,22800,0.4067796610169492,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.05,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,0.0,0.0,,0.0,0,0,0.0
60000,57000,42750,950,1,0.7666331670043292,False,3000,rl,True,56050,0.9008563782337199,0.8917031723585069,0,0,,56050,14250,0.2542372881355932,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.05,5,4,complete,0.9015361691351264,0.9091703835860838,,0.1694915254237288,1,57000,0.8026840840029763,-0.009832996776619418,-0.008314005352363929,,0.0847457627118644,0,0,-0.03605091699864715
60000,57000,40850,39900,42,0.6426222910085926,False,3000,rl,True,56050,0.9058340767172167,0.896399957686993,0,0,,56050,16150,0.288135593220339,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.02,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,-0.006950770788783034,-0.005905441570026815,,-0.11864406779661019,7,0,-0.013682417004019953
60000,57000,49400,48450,51,0.6532513749989448,False,3000,rl,True,56050,0.9108652988403212,0.9023066212145907,0,0,,56050,7600,0.13559322033898305,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.02,1,0,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,-0.001044107261185312,-0.0008742194469223419,,-0.27118644067796616,16,0,-0.003053333013667725
60000,57000,28500,27550,29,0.658343834002153,False,3000,rl,True,56050,0.9024799286351471,0.8926205410450738,0,0,,56050,28500,0.5084745762711864,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_27,0.05,5,4,complete,0.903350728475776,0.9117395182872435,,0.4067796610169492,35,57000,0.6563047080126125,-0.010730187430702198,-0.00925958965209639,,0.10169491525423724,-6,0,0.00203912598954048
60000,57000,56050,0,0,0.8628348749916768,False,3000,none,True,56050,0.8883140053523639,0.876981384784705,14226,14001,0.9841838886545762,41824,725,0.017334544758990055,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.01,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,-0.008670805614741317,-0.007314897413024157,0.24244341346829756,-0.23553462127008418,0,0,0.07565437500306871
60000,57000,42750,0,0,0.7871804999886081,False,3000,none,True,56050,0.8956289027653881,0.8856521903994463,14226,10552,0.7417404751862786,41824,10576,0.2528691660290742,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.05,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,47500,0,0,0.8337488749966724,False,3000,none,True,56050,0.8911150758251561,0.880592161180783,14226,11761,0.8267257134823562,41824,7035,0.1682048584544759,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.01,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,-0.005060029218663331,-0.004513826940231946,0.08498523829607763,-0.08466430757459834,0,0,0.04656837500806432
60000,57000,52250,0,0,0.8391369579912862,False,3000,none,True,56050,0.8904192685102587,0.8793979000544628,14226,13046,0.917053282721777,41824,3570,0.08535768936495793,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.02,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,-0.006254290344983482,-0.005209634255129436,0.17531280753549838,-0.1675114766641163,0,0,0.05195645800267812
60000,57000,43700,0,0,0.8232522499893093,False,3000,none,True,56050,0.8939161462979482,0.8840524522683355,14226,10826,0.7610009841135948,41824,9900,0.2367061973986228,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.02,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,-0.001599738131110806,-0.0017127564674398466,0.019260508927316233,-0.016162968630451413,0,0,0.036071750000701286
60000,57000,31350,0,0,0.7790311670105439,False,3000,none,True,56050,0.8919536128456735,0.8811766757223214,14226,7706,0.5416842401237172,41824,19130,0.4573928844682479,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,no_reset,0.05,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7871804999886081,-0.0044755146771249255,-0.0036752899197145528,-0.20005623506256143,0.20452371843917366,0,0,-0.008149332978064194
60000,57000,47500,0,0,0.8535122089961078,False,3000,confirmed,True,56050,0.8911150758251561,0.880592161180783,14226,11761,0.8267257134823562,41824,7035,0.1682048584544759,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.01,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,-0.005060029218663331,-0.004513826940231946,0.08498523829607763,-0.08466430757459834,0,0,0.05782349999935832
60000,57000,42750,0,0,0.7956887089967495,False,3000,confirmed,True,56050,0.8956289027653881,0.8856521903994463,14226,10552,0.7417404751862786,41824,10576,0.2528691660290742,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.05,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,56050,0,0,0.8853964160080068,False,3000,confirmed,True,56050,0.8883140053523639,0.876981384784705,14226,14001,0.9841838886545762,41824,725,0.017334544758990055,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.01,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,-0.008670805614741317,-0.007314897413024157,0.24244341346829756,-0.23553462127008418,0,0,0.0897077070112573
60000,57000,52250,0,0,0.8603959159954684,False,3000,confirmed,True,56050,0.8904192685102587,0.8793979000544628,14226,13046,0.917053282721777,41824,3570,0.08535768936495793,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.02,1,0,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,-0.006254290344983482,-0.005209634255129436,0.17531280753549838,-0.1675114766641163,0,0,0.0647072069987189
60000,58900,39900,2850,1,0.7523567500029458,False,3000,confirmed,True,56050,0.904442462087422,0.8969301601934021,14226,9606,0.6752425137072965,41824,13430,0.32110749808722266,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.02,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,0.011277969793955789,0.00881355932203387,-0.06649796147898213,0.06823833205814844,1,1900,-0.04333195899380371
60000,57000,53200,6650,7,0.7144735830079298,False,3000,rl,True,56050,0.8965923282783229,0.888060601903365,14226,13301,0.9349782089132574,41824,2875,0.06874043611323642,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.01,1,0,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,-0.011314315624966653,-0.010276538804638746,0.5269225362013216,-0.5249139250191277,2,0,0.02642691700020805
60000,57000,44650,3800,4,0.7049516669940203,False,3000,rl,True,56050,0.9042283675289919,0.896244586927261,14226,11057,0.77723885842823,41824,9181,0.21951511094108644,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.01,5,4,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,-0.0031303306010705967,-0.002640499553969722,0.36918318571629416,-0.3741392501912777,-1,0,0.016905000986298546
60000,57000,23750,4750,5,0.6880466660077218,False,3000,rl,True,56050,0.9068688670829617,0.8993749175283317,14226,5805,0.4080556727119359,41824,24829,0.5936543611323641,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.05,1,0,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,0.0,0.0,0.0,0.0,0,0,0.0
60000,58900,32300,0,0,0.7867560419981601,False,3000,confirmed,True,56050,0.8899197145405887,0.8787586992614507,14226,7940,0.558132995922958,41824,18414,0.4402735271614384,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,confirmed,0.05,5,4,complete,0.8856521903994463,0.8956289027653881,0.7417404751862786,0.2528691660290742,0,57000,0.7956887089967495,-0.006893491137995644,-0.0057091882247993775,-0.18360747926332066,0.1874043611323642,0,1900,-0.008932666998589411
60000,57000,45600,1900,2,0.7281735829892568,False,3000,rl,True,56050,0.903728813559322,0.8959559016149197,14226,11347,0.7976240686067764,41824,8521,0.20373469778117828,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.02,1,0,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,-0.0034190159134119824,-0.003140053523639663,0.3895683958948405,-0.3899196633511859,-3,0,0.04012691698153503
60000,57000,36100,6650,7,0.6803394579910673,False,3000,rl,True,56050,0.8997680642283675,0.8904484824829312,14226,8887,0.624701251230142,41824,15561,0.37205910482019894,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.02,5,4,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,-0.008926435045400472,-0.007100802854594135,0.2166455785182061,-0.2215952563121652,2,0,-0.0077072080166544765
60000,57000,43700,42750,45,0.6488517500110902,False,3000,rl,True,56050,0.9008920606601248,0.892922809578631,14226,10947,0.7695065373260228,41824,10021,0.23959927314460597,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,selected_map,0.01,1,0,complete,0.895395314636066,0.903550401427297,0.6082524954309012,0.3891784621270084,36,57000,0.6563960000057705,-0.002472505057435015,-0.002658340767172196,0.1612540418951216,-0.14957918898240244,9,0,-0.0075442499946802855
60000,57000,29450,3800,4,0.714248750009574,False,3000,rl,True,56050,0.8972524531668153,0.8879007310686478,14226,7299,0.5130746520455504,41824,20623,0.4930900918133129,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,error_rule,0.05,5,4,complete,0.8993749175283317,0.9068688670829617,0.4080556727119359,0.5936543611323641,5,57000,0.6880466660077218,-0.0114741864596839,-0.009616413916146316,0.10501897933361448,-0.10056426931905121,-1,0,0.0262020840018522
60000,57000,35150,34200,36,0.6563960000057705,False,3000,rl,True,56050,0.903550401427297,0.895395314636066,14226,8653,0.6082524954309012,41824,16277,0.3891784621270084,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,selected_map,0.05,1,0,complete,0.895395314636066,0.903550401427297,0.6082524954309012,0.3891784621270084,36,57000,0.6563960000057705,0.0,0.0,0.0,0.0,0,0,0.0
60000,57000,41800,40850,43,0.6405732499988517,False,3000,rl,True,56050,0.9023728813559322,0.8942548214369939,14226,10421,0.7325319836918318,41824,11395,0.2724512241775057,SEA_A__s115__instance__severe,SEA_A,instance,severe,115,selected_map,0.01,5,4,complete,0.895395314636066,0.903550401427297,0.6082524954309012,0.3891784621270084,36,57000,0.6563960000057705,-0.0011404931990721678,-0.001177520071364846,0.1242794882609306,-0.11672723794950268,7,0,-0.015822750006918795
