rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,condition,stream,mode,level,base_seed,arm,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_reference,host_accuracy_reference,poison_admission_rate_reference,clean_withhold_rate_reference,resets_reference,training_visits_reference,seconds_reference,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference
60000,57000,28500,27550,29,0.654920624991064,False,3000,rl,True,56050,0.9024799286351471,0.8926205410450738,0,0,,56050,28500,0.5084745762711864,SEA_A__s115__clean__none,SEA_A,clean,none,115,selected_map,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8586270410014549,0.007918158505733519,0.0070472792149866015,,0.27118644067796605,29,-1900,-0.20370641601039097
60000,57000,51300,44650,47,0.668777458005934,False,3000,rl,True,56050,0.9090098126672613,0.9003879314310184,0,0,,56050,5700,0.1016949152542373,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.7840189159906004,0.0003543766953635341,0.0009277430865298752,,0.05084745762711865,45,-3800,-0.11524145798466634
60000,57000,37050,31350,33,0.6729034580057487,False,3000,rl,True,56050,0.9112934879571811,0.9027624129911793,0,0,,56050,19950,0.3559322033898305,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8360884580033598,0.0017134898282344935,0.0027475468331846775,,0.22033898305084745,32,-1900,-0.16318499999761116
60000,57000,46550,41800,44,0.6677700000000186,False,3000,rl,True,56050,0.9104192685102587,0.9017688052180753,0,0,,56050,10450,0.1864406779661017,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7559547919954639,0.0014506128057257817,0.0021409455842996694,,0.01694915254237289,42,-3800,-0.08818479199544527
60000,57000,48450,41800,44,0.666803833009908,False,3000,rl,True,56050,0.9091882247992864,0.9007400141948204,0,0,,56050,8550,0.15254237288135594,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.8189347500010626,-0.00028644955993617494,0.0006601248884924305,,0.05084745762711865,43,-3800,-0.15213091699115466
60000,57000,40850,37050,39,0.6671033339953283,False,3000,rl,True,56050,0.903657448706512,0.8938487571653825,0,0,,56050,16150,0.288135593220339,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7708728330035228,-0.010635831964128761,-0.00856378233719901,,0.05084745762711865,37,-3800,-0.10376949900819454
60000,57000,29450,26600,28,0.6629328330018325,False,3000,rl,True,56050,0.904299732381802,0.8947592161762141,0,0,,56050,27550,0.4915254237288136,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_7,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8586270410014549,0.010056833636873819,0.008867082961641404,,0.2542372881355932,28,-1900,-0.19569420799962245
60000,57000,47500,950,1,0.774625083009596,False,3000,rl,True,56050,0.904299732381802,0.895498735930816,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7559547919954639,-0.0048194564815335905,-0.003978590544157057,,0.0,-1,-3800,0.01867029101413209
60000,57000,48450,1900,2,0.7379678330034949,False,3000,rl,True,56050,0.9072256913470116,0.8992458275369322,0,0,,56050,8550,0.15254237288135594,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.8189347500010626,-0.0017806362178244273,-0.0013024085637823868,,0.05084745762711865,1,-3800,-0.08096691699756775
60000,57000,47500,950,1,0.8026840840029763,False,3000,rl,True,56050,0.9091703835860838,0.9015361691351264,0,0,,56050,9500,0.1694915254237288,SEA_A__s115__clean__none,SEA_A,clean,none,115,q_alarm_persistence_17,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8360884580033598,0.000487245972181527,0.0006244424620873712,,0.033898305084745756,0,-1900,-0.03340437400038354
