state,action,q_value,selected,visits,mean_reward,rejected_fraction
0,update,7.087074524843496,False,2917,0.786952348303051,0.17209461775797052
0,reset,7.752951996510171,True,3761,0.7960542408933794,0.42967295931933
1,update,7.9750603259909205,True,70,0.8454285714285714,0.08571428571428572
1,reset,0.0,False,0,,
