epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon
0,SEA_A__s112__splice__severe,27,hellinger,53.08,57000,3,2,0.1
0,SEA_A__s112__clean__none,27,hellinger,53.48,57000,1,2,0.1
0,RBF_I__s112__instance__severe,27,hellinger,30.9,57000,1,2,0.1
0,RBF_I__s112__concept__severe,27,hellinger,32.04,57000,1,2,0.1
0,SEA_A__s112__instance__moderate,27,hellinger,53.88,57000,0,2,0.1
0,RBF_I__s112__instance__moderate,27,hellinger,32.44,57000,5,2,0.1
0,SEA_A__s112__instance__severe,27,hellinger,53.74,57000,1,2,0.1
0,RBF_I__s112__concept__moderate,27,hellinger,35.12,57000,0,2,0.1
0,SEA_A__s112__splice__moderate,27,hellinger,54.06,57000,1,2,0.1
0,RBF_I__s112__splice__moderate,27,hellinger,32.1,57000,4,2,0.1
0,SEA_A__s112__concept__moderate,27,hellinger,53.1,57000,1,2,0.1
0,SEA_A__s112__concept__severe,27,hellinger,53.56,57000,0,2,0.1
0,RBF_I__s112__clean__none,27,hellinger,32.980000000000004,57000,0,2,0.1
0,RBF_I__s112__splice__severe,27,hellinger,31.18,57000,3,2,0.1
1,SEA_A__s112__splice__moderate,27,hellinger,54.24,57000,30,2,0.1
1,SEA_A__s112__clean__none,27,hellinger,54.28,57000,38,2,0.1
1,SEA_A__s112__concept__moderate,27,hellinger,53.72,57000,27,2,0.1
1,RBF_I__s112__splice__severe,27,hellinger,31.36,57000,20,2,0.1
1,SEA_A__s112__instance__moderate,27,hellinger,53.9,57000,1,2,0.1
1,SEA_A__s112__instance__severe,27,hellinger,52.98,57000,4,2,0.1
1,RBF_I__s112__concept__moderate,27,hellinger,33.38,57000,2,2,0.1
1,RBF_I__s112__clean__none,27,hellinger,32.62,57000,0,2,0.1
1,RBF_I__s112__instance__moderate,27,hellinger,31.7,57000,23,2,0.1
1,RBF_I__s112__instance__severe,27,hellinger,30.26,57000,32,2,0.1
1,SEA_A__s112__splice__severe,27,hellinger,53.86,57000,0,2,0.1
1,SEA_A__s112__concept__severe,27,hellinger,53.44,57000,1,2,0.1
1,RBF_I__s112__concept__severe,27,hellinger,31.54,57000,2,2,0.1
1,RBF_I__s112__splice__moderate,27,hellinger,32.1,57000,29,2,0.1
2,SEA_A__s112__instance__moderate,27,hellinger,53.7,57000,0,2,0.1
2,SEA_A__s112__concept__severe,27,hellinger,53.82,57000,2,2,0.1
2,RBF_I__s112__splice__severe,27,hellinger,34.12,57000,0,2,0.1
2,SEA_A__s112__instance__severe,27,hellinger,53.12,57000,1,2,0.1
2,RBF_I__s112__splice__moderate,27,hellinger,31.92,57000,2,2,0.1
2,RBF_I__s112__concept__moderate,27,hellinger,32.58,57000,28,2,0.1
2,SEA_A__s112__splice__severe,27,hellinger,54.1,57000,30,2,0.1
2,SEA_A__s112__concept__moderate,27,hellinger,53.98,57000,23,2,0.1
2,SEA_A__s112__splice__moderate,27,hellinger,54.2,57000,30,2,0.1
2,RBF_I__s112__instance__moderate,27,hellinger,32.14,57000,15,2,0.1
2,SEA_A__s112__clean__none,27,hellinger,54.32,57000,3,2,0.1
2,RBF_I__s112__instance__severe,27,hellinger,30.32,57000,8,2,0.1
2,RBF_I__s112__clean__none,27,hellinger,32.7,57000,29,2,0.1
2,RBF_I__s112__concept__severe,27,hellinger,32.1,57000,0,2,0.1
3,RBF_I__s112__clean__none,27,hellinger,32.04,57000,4,2,0.1
3,RBF_I__s112__instance__moderate,27,hellinger,31.42,57000,30,2,0.1
3,RBF_I__s112__splice__moderate,27,hellinger,33.8,57000,1,2,0.1
3,SEA_A__s112__concept__severe,27,hellinger,53.64,57000,19,2,0.1
3,RBF_I__s112__concept__moderate,27,hellinger,32.78,57000,26,2,0.1
3,SEA_A__s112__splice__severe,27,hellinger,54.06,57000,28,2,0.1
3,SEA_A__s112__clean__none,27,hellinger,54.28,57000,37,2,0.1
3,RBF_I__s112__splice__severe,27,hellinger,31.68,57000,22,2,0.1
3,SEA_A__s112__instance__severe,27,hellinger,54.06,57000,30,2,0.1
3,RBF_I__s112__instance__severe,27,hellinger,30.06,57000,33,2,0.1
3,SEA_A__s112__instance__moderate,27,hellinger,54.019999999999996,57000,1,2,0.1
3,SEA_A__s112__concept__moderate,27,hellinger,53.62,57000,1,2,0.1
3,SEA_A__s112__splice__moderate,27,hellinger,54.2,57000,4,2,0.1
3,RBF_I__s112__concept__severe,27,hellinger,30.8,57000,11,2,0.1
