epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,RBF_I__s112__clean__none,37,adwin,RBF_I,33.56,57000,2,2,0.1
0,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.28,57000,0,2,0.1
0,RBF_I__s112__instance__moderate,37,adwin,RBF_I,34.42,57000,0,2,0.1
0,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.66,57000,0,2,0.1
0,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.160000000000004,57000,1,2,0.1
0,RBF_I__s112__concept__severe,37,adwin,RBF_I,34.96,57000,1,2,0.1
0,RBF_I__s112__instance__severe,37,adwin,RBF_I,30.900000000000002,57000,1,2,0.1
1,RBF_I__s112__concept__moderate,37,adwin,RBF_I,33.86,57000,1,2,0.1
1,RBF_I__s112__splice__moderate,37,adwin,RBF_I,35.0,57000,0,2,0.1
1,RBF_I__s112__instance__severe,37,adwin,RBF_I,29.66,57000,3,2,0.1
1,RBF_I__s112__splice__severe,37,adwin,RBF_I,30.5,57000,1,2,0.1
1,RBF_I__s112__clean__none,37,adwin,RBF_I,32.44,57000,1,2,0.1
1,RBF_I__s112__concept__severe,37,adwin,RBF_I,32.1,57000,0,2,0.1
1,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.7,57000,1,2,0.1
2,RBF_I__s112__clean__none,37,adwin,RBF_I,33.0,57000,0,2,0.1
2,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.34,57000,0,2,0.1
2,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.740000000000002,57000,4,2,0.1
2,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.86,57000,0,2,0.1
2,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.12,57000,0,2,0.1
2,RBF_I__s112__splice__moderate,37,adwin,RBF_I,32.76,57000,1,2,0.1
2,RBF_I__s112__concept__severe,37,adwin,RBF_I,31.1,57000,3,2,0.1
3,RBF_I__s112__concept__severe,37,adwin,RBF_I,33.12,57000,1,2,0.1
3,RBF_I__s112__clean__none,37,adwin,RBF_I,31.78,57000,1,2,0.1
3,RBF_I__s112__instance__moderate,37,adwin,RBF_I,33.2,57000,1,2,0.1
3,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.160000000000004,57000,1,2,0.1
3,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.94,57000,1,2,0.1
3,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.32,57000,0,2,0.1
3,RBF_I__s112__splice__severe,37,adwin,RBF_I,30.5,57000,8,2,0.1
