,,,,,,,host_macro_f1,host_macro_f1,host_macro_f1,host_macro_f1,host_accuracy,host_accuracy,host_accuracy,host_accuracy,poison_admission_rate,poison_admission_rate,poison_admission_rate,poison_admission_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,clean_withhold_rate,resets,resets,resets,resets,training_visits,training_visits,training_visits,training_visits,seconds,seconds,seconds,seconds,malicious_recall,malicious_recall,malicious_recall,malicious_recall,benign_fpr,benign_fpr,benign_fpr,benign_fpr
adwin,RBF_I,clean,none,error_rule,0.02,1,0.5510696975839341,0.01654710842754698,0.5362529255051928,0.5714854380613216,0.5556396074933095,0.01971785264076271,0.5381445138269403,0.5780731489741302,,,,,0.2779661016949152,0.055700599068321976,0.22033898305084745,0.3389830508474576,11.8,2.280350850198276,8,14,57000.0,0.0,57000,57000,2.451398991595488,0.12585373746103065,2.3025754999835044,2.5706357499875594,,,,,,,,
adwin,RBF_I,clean,none,error_rule,0.02,5,0.5442442406697373,0.014325873422403025,0.5331732333453609,0.5668520991989521,0.548485280999108,0.016763719182401795,0.5319892952720785,0.5718822479928635,,,,,0.34576271186440677,0.040818964673872186,0.288135593220339,0.3898305084745763,10.0,2.6457513110645907,7,14,57000.0,0.0,57000,57000,2.44921109979623,0.09876253985604305,2.323134707985446,2.5606697910116054,,,,,,,,
adwin,RBF_I,clean,none,error_rule,0.05,1,0.5513469926529522,0.01532015177640906,0.5351636399474955,0.5678119734549991,0.5557966101694916,0.019171944732449046,0.5351471900089206,0.5773238180196253,,,,,0.3694915254237288,0.07895467592442114,0.2542372881355932,0.4745762711864407,8.2,1.4832396974191326,6,10,57000.0,0.0,57000,57000,2.514986700002919,0.10393391943289496,2.3989359169790987,2.5944682080007624,,,,,,,,
adwin,RBF_I,clean,none,error_rule,0.05,5,0.5346088901638193,0.013727867903364289,0.5188342097063726,0.555530192502585,0.5389830508474576,0.015981261124304175,0.5153791257805531,0.56014272970562,,,,,0.4915254237288136,0.04321202977621003,0.423728813559322,0.5423728813559322,6.2,0.8366600265340753,5,7,57000.0,0.0,57000,57000,2.5058883583929856,0.13114519915229048,2.3427694169804454,2.6061874589941,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.01,1,0.5600123613859516,0.020849192012373157,0.5285001924990951,0.5801847546117795,0.5637609277430865,0.01957757712050064,0.5376271186440678,0.5841391614629795,,,,,0.10169491525423728,0.03974928610019855,0.03389830508474576,0.13559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8274811919953207,0.17669033820774674,2.635726542008342,3.101563542004442,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.01,5,0.5620937882503889,0.012307237456772736,0.5467176709574141,0.5756326896897679,0.5646458519179304,0.011569435937091466,0.5492952720785014,0.5774665477252453,,,,,0.2,0.0742674654244293,0.1016949152542373,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8047341163968666,0.1554289050701238,2.6396290409902576,3.0047022920043673,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.02,1,0.5715787385040181,0.021174043995875753,0.5430810668461427,0.5986765038061654,0.5746404995539697,0.019280931503704923,0.5514183764495986,0.5993041926851026,,,,,0.1423728813559322,0.0725059309701947,0.06779661016949153,0.2542372881355932,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.867858149809763,0.08863575096177131,2.7463110420212615,2.952459166990593,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.02,5,0.550659601933012,0.03417563555131663,0.5061146124170981,0.5863496939386209,0.5543300624442462,0.030421584640583345,0.5182872435325602,0.5895628902765389,,,,,0.288135593220339,0.0479394427923083,0.22033898305084745,0.3559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.785033741593361,0.19421649530631127,2.603579290997004,3.0914417919993866,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.05,1,0.5576023644552077,0.013457641172360245,0.5352868594879819,0.5679550152776619,0.5601677074041035,0.011839151350776561,0.544299732381802,0.5739696699375557,,,,,0.1864406779661017,0.05224079663533031,0.13559322033898305,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.9277072750002846,0.10295135008937838,2.8174453749961685,3.088423042005161,,,,,,,,
adwin,RBF_I,clean,none,no_reset,0.05,5,0.5273225282194122,0.01372720329723258,0.5081473624270565,0.5410130628875168,0.531693131132917,0.008765789491727042,0.52042818911686,0.5414808206958073,,,,,0.33559322033898303,0.04046554707224855,0.2711864406779661,0.3728813559322034,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.762309324997477,0.15783299204588722,2.605743457999779,2.9477214590006042,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.01,1,0.5539024596285247,0.01879567828949964,0.5339531930510535,0.5739636606648394,0.5584977698483498,0.021807113538767506,0.5380731489741303,0.5822836752899198,,,,,0.20677966101694914,0.07130740328122925,0.11864406779661017,0.288135593220339,11.2,3.271085446759225,6,15,57000.0,0.0,57000,57000,2.4580669000046327,0.09358377869456394,2.352670708001824,2.5509216250211466,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.01,5,0.5449280022693939,0.015980686284802502,0.5324694754965282,0.5668845700608329,0.5495486173059768,0.01918022693463124,0.5293131132917038,0.5722747546833185,,,,,0.288135593220339,0.03170896090486391,0.2542372881355932,0.3389830508474576,8.2,1.3038404810405297,7,10,57000.0,0.0,57000,57000,2.455080041399924,0.1100523305884325,2.3296174999850336,2.540074124990497,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.02,1,0.5512252655492096,0.015121887361435571,0.5362529255051928,0.5717898110676797,0.5565780553077608,0.01717505403410851,0.5401248884924175,0.5784299732381802,,,,,0.288135593220339,0.04641716589026831,0.22033898305084745,0.3389830508474576,10.2,3.271085446759225,5,13,57000.0,0.0,57000,57000,2.4879195748013445,0.08279643339999218,2.387258250004379,2.569981375010684,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.02,5,0.5437568240988508,0.01616996104898251,0.5284423684884043,0.5689291642056189,0.5478751115075825,0.018358940412720345,0.5320606601248885,0.5737734165923283,,,,,0.3423728813559322,0.04703198957800545,0.2711864406779661,0.3898305084745763,9.0,3.391164991562634,4,13,57000.0,0.0,57000,57000,2.4440774332091677,0.13371118259717707,2.297215625003446,2.567274458007887,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.05,1,0.5528691007220907,0.017028162629733123,0.5351636399474955,0.572200217454581,0.5573487957181088,0.02064501518939497,0.5357894736842105,0.5814272970561998,,,,,0.34576271186440677,0.08774358715623584,0.2542372881355932,0.4915254237288136,8.2,1.0954451150103321,7,9,57000.0,0.0,57000,57000,2.5323155081976436,0.11485044187004896,2.385386457986897,2.6292003330017906,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_17,0.05,5,0.5347015600043035,0.00829383335318653,0.522829153983371,0.5459274754349299,0.5399607493309546,0.009915665748409954,0.5235147190008921,0.5504549509366637,,,,,0.5084745762711865,0.047939442792308294,0.4745762711864407,0.5932203389830508,5.4,2.1908902300206643,2,8,57000.0,0.0,57000,57000,2.5144335581979247,0.11325198374321148,2.357764832995599,2.6258950420015026,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.01,1,0.5600123613859516,0.020849192012373157,0.5285001924990951,0.5801847546117795,0.5637609277430865,0.01957757712050064,0.5376271186440678,0.5841391614629795,,,,,0.10169491525423728,0.03974928610019855,0.03389830508474576,0.13559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8829826083907393,0.16875353466245854,2.697621374973096,3.143592666980112,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.01,5,0.5620937882503889,0.012307237456772736,0.5467176709574141,0.5756326896897679,0.5646458519179304,0.011569435937091466,0.5492952720785014,0.5774665477252453,,,,,0.2,0.0742674654244293,0.1016949152542373,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.801351316604996,0.15200743150304155,2.6402876249921974,3.0158767079992685,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.02,1,0.5715787385040181,0.021174043995875753,0.5430810668461427,0.5986765038061654,0.5746404995539697,0.019280931503704923,0.5514183764495986,0.5993041926851026,,,,,0.1423728813559322,0.0725059309701947,0.06779661016949153,0.2542372881355932,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8540734083973804,0.13264087496721583,2.692821999982698,2.995633957994869,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.02,5,0.550659601933012,0.03417563555131663,0.5061146124170981,0.5863496939386209,0.5543300624442462,0.030421584640583345,0.5182872435325602,0.5895628902765389,,,,,0.288135593220339,0.0479394427923083,0.22033898305084745,0.3559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.803297433402622,0.16942979791978824,2.631711624999298,3.0373701250064187,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.05,1,0.5576023644552077,0.013457641172360245,0.5352868594879819,0.5679550152776619,0.5601677074041035,0.011839151350776561,0.544299732381802,0.5739696699375557,,,,,0.1864406779661017,0.05224079663533031,0.13559322033898305,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.918730783398496,0.08799087669995959,2.8363450419856235,3.043753707999713,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_27,0.05,5,0.5273225282194122,0.01372720329723258,0.5081473624270565,0.5410130628875168,0.531693131132917,0.008765789491727042,0.52042818911686,0.5414808206958073,,,,,0.33559322033898303,0.04046554707224855,0.2711864406779661,0.3728813559322034,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.7677217332122384,0.09970992662125001,2.6399488750030287,2.8606497080181725,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.01,1,0.5600123613859516,0.020849192012373157,0.5285001924990951,0.5801847546117795,0.5637609277430865,0.01957757712050064,0.5376271186440678,0.5841391614629795,,,,,0.10169491525423728,0.03974928610019855,0.03389830508474576,0.13559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.6978817169961986,0.10184091405487126,2.6028380419884343,2.812056416994892,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.01,5,0.5620937882503889,0.012307237456772736,0.5467176709574141,0.5756326896897679,0.5646458519179304,0.011569435937091466,0.5492952720785014,0.5774665477252453,,,,,0.2,0.0742674654244293,0.1016949152542373,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.656554858590243,0.06253820914690207,2.5916744169953745,2.7546092919947114,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.02,1,0.5715787385040181,0.021174043995875753,0.5430810668461427,0.5986765038061654,0.5746404995539697,0.019280931503704923,0.5514183764495986,0.5993041926851026,,,,,0.1423728813559322,0.0725059309701947,0.06779661016949153,0.2542372881355932,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.760950175009202,0.04990703165551154,2.7076012079778593,2.8137387500028126,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.02,5,0.550659601933012,0.03417563555131663,0.5061146124170981,0.5863496939386209,0.5543300624442462,0.030421584640583345,0.5182872435325602,0.5895628902765389,,,,,0.288135593220339,0.0479394427923083,0.22033898305084745,0.3559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.6666377502086105,0.08065881436596702,2.580372875003377,2.7944388749892823,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.05,1,0.5576023644552077,0.013457641172360245,0.5352868594879819,0.5679550152776619,0.5601677074041035,0.011839151350776561,0.544299732381802,0.5739696699375557,,,,,0.1864406779661017,0.05224079663533031,0.13559322033898305,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8105022080009805,0.07294685739615354,2.698732666001888,2.87778233300196,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_37,0.05,5,0.5273225282194122,0.01372720329723258,0.5081473624270565,0.5410130628875168,0.531693131132917,0.008765789491727042,0.52042818911686,0.5414808206958073,,,,,0.33559322033898303,0.04046554707224855,0.2711864406779661,0.3728813559322034,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.6067217831965537,0.057944145855423214,2.5499809999892022,2.6877877909864765,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.01,1,0.5600123613859516,0.020849192012373157,0.5285001924990951,0.5801847546117795,0.5637609277430865,0.01957757712050064,0.5376271186440678,0.5841391614629795,,,,,0.10169491525423728,0.03974928610019855,0.03389830508474576,0.13559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.703769674804062,0.08481093615902092,2.6356057910015807,2.8460572499898262,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.01,5,0.5620937882503889,0.012307237456772736,0.5467176709574141,0.5756326896897679,0.5646458519179304,0.011569435937091466,0.5492952720785014,0.5774665477252453,,,,,0.2,0.0742674654244293,0.1016949152542373,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.6710544581874274,0.05483505355055742,2.615590874978807,2.761183707974851,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.02,1,0.5715787385040181,0.021174043995875753,0.5430810668461427,0.5986765038061654,0.5746404995539697,0.019280931503704923,0.5514183764495986,0.5993041926851026,,,,,0.1423728813559322,0.0725059309701947,0.06779661016949153,0.2542372881355932,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.7649280415964315,0.03813512211803744,2.723967124999035,2.803173374995822,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.02,5,0.550659601933012,0.03417563555131663,0.5061146124170981,0.5863496939386209,0.5543300624442462,0.030421584640583345,0.5182872435325602,0.5895628902765389,,,,,0.288135593220339,0.0479394427923083,0.22033898305084745,0.3559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.632112441799836,0.08012507487783906,2.52066375000868,2.7393066250078846,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.05,1,0.5576023644552077,0.013457641172360245,0.5352868594879819,0.5679550152776619,0.5601677074041035,0.011839151350776561,0.544299732381802,0.5739696699375557,,,,,0.1864406779661017,0.05224079663533031,0.13559322033898305,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8171870581980327,0.0635760113818554,2.7086516249983106,2.8680092499998864,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_47,0.05,5,0.5273225282194122,0.01372720329723258,0.5081473624270565,0.5410130628875168,0.531693131132917,0.008765789491727042,0.52042818911686,0.5414808206958073,,,,,0.33559322033898303,0.04046554707224855,0.2711864406779661,0.3728813559322034,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.619780100003118,0.029564800335939615,2.594529207999585,2.6682122919883113,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.01,1,0.5473695043727009,0.017098341816032966,0.5319560959162213,0.5698212004866369,0.5508724353256021,0.020189244882385434,0.5290098126672613,0.5747546833184657,,,,,0.2677966101694915,0.052787835601347234,0.2033898305084746,0.3220338983050847,27.8,1.30384048104053,26,29,57000.0,0.0,57000,57000,2.3587512416008396,0.10405262093653178,2.229702999989968,2.4752974169969093,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.01,5,0.53190209208558,0.015199941461125658,0.516295431202735,0.5571221545301044,0.5361462979482605,0.016388584377675038,0.5210169491525424,0.5616592328278323,,,,,0.3389830508474576,0.011984860698077084,0.3220338983050847,0.3559322033898305,23.2,3.271085446759225,19,28,57000.0,0.0,57000,57000,2.3739772249944506,0.10108537664398651,2.2613437499967404,2.4770394589868374,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.02,1,0.5358018858551307,0.015950280941564636,0.5198916729388212,0.5624014968000766,0.5396467439785905,0.017657057608798526,0.5228724353256021,0.5669937555753791,,,,,0.34576271186440677,0.07541896766537963,0.2542372881355932,0.4406779661016949,23.2,5.167204273105526,17,29,57000.0,0.0,57000,57000,2.4107872249966023,0.10543444921656997,2.288811375008663,2.5025248329911847,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.02,5,0.5334764087309697,0.011929439023322101,0.5266086599919397,0.554587958008774,0.5376842105263158,0.013206519868570854,0.5230508474576271,0.5589116859946477,,,,,0.4135593220338983,0.039019879434648616,0.3728813559322034,0.4745762711864407,20.8,3.5637059362410923,17,25,57000.0,0.0,57000,57000,2.4028151164005975,0.1008392774280789,2.2842132079822477,2.5020197910198476,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.05,1,0.5418386122725647,0.018842919470507504,0.5277905589677748,0.5749806286029191,0.5459090098126673,0.020810505323372093,0.5241570026761819,0.5803746654772525,,,,,0.39322033898305087,0.04046554707224856,0.3389830508474576,0.4406779661016949,19.8,1.9235384061671343,18,23,57000.0,0.0,57000,57000,2.457254924994777,0.10124157310511796,2.334577875008108,2.5693382079916773,,,,,,,,
adwin,RBF_I,clean,none,q_alarm_persistence_7,0.05,5,0.5259615196125391,0.020716788980577584,0.5017217796229674,0.5560442625614015,0.5303407671721677,0.02243242435525223,0.49826940231935773,0.5605709188224799,,,,,0.5796610169491525,0.08423575349009613,0.4576271186440678,0.6779661016949152,14.8,3.420526275297414,11,20,57000.0,0.0,57000,57000,2.436292183195474,0.12551893909930228,2.2968533329840284,2.5547862079984043,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.01,1,0.5600123613859516,0.020849192012373157,0.5285001924990951,0.5801847546117795,0.5637609277430865,0.01957757712050064,0.5376271186440678,0.5841391614629795,,,,,0.10169491525423728,0.03974928610019855,0.03389830508474576,0.13559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8869788414100186,0.2000047021410322,2.6804818749951664,3.198229583009379,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.01,5,0.5620937882503889,0.012307237456772736,0.5467176709574141,0.5756326896897679,0.5646458519179304,0.011569435937091466,0.5492952720785014,0.5774665477252453,,,,,0.2,0.0742674654244293,0.1016949152542373,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.7850172999955247,0.16953520665262845,2.5891142500040587,3.036551333992975,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.02,1,0.5715787385040181,0.021174043995875753,0.5430810668461427,0.5986765038061654,0.5746404995539697,0.019280931503704923,0.5514183764495986,0.5993041926851026,,,,,0.1423728813559322,0.0725059309701947,0.06779661016949153,0.2542372881355932,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8884302332066,0.12684010493971612,2.7239598330052104,3.0279260000097565,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.02,5,0.550659601933012,0.03417563555131663,0.5061146124170981,0.5863496939386209,0.5543300624442462,0.030421584640583345,0.5182872435325602,0.5895628902765389,,,,,0.288135593220339,0.0479394427923083,0.22033898305084745,0.3559322033898305,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.8034148083999755,0.16705918243447135,2.6249197500001173,3.04524933398352,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.05,1,0.5576023644552077,0.013457641172360245,0.5352868594879819,0.5679550152776619,0.5601677074041035,0.011839151350776561,0.544299732381802,0.5739696699375557,,,,,0.1864406779661017,0.05224079663533031,0.13559322033898305,0.2711864406779661,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.9507174665981437,0.10103978561040207,2.8324543749913573,3.0765977499977453,,,,,,,,
adwin,RBF_I,clean,none,selected_map,0.05,5,0.5273225282194122,0.01372720329723258,0.5081473624270565,0.5410130628875168,0.531693131132917,0.008765789491727042,0.52042818911686,0.5414808206958073,,,,,0.33559322033898303,0.04046554707224855,0.2711864406779661,0.3728813559322034,0.0,0.0,0,0,57000.0,0.0,57000,57000,2.767279191600392,0.12520224158397447,2.6239417500037234,2.8897399160196073,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.01,1,0.5349084863662341,0.03001173161306821,0.4949999407669117,0.5746350532964266,0.5406351471900089,0.02931665200164937,0.5017484388938448,0.5784656556645852,0.8225566286209409,0.036925165422591714,0.7749859629421674,0.8649409116488463,0.17587153158159324,0.03454854659143519,0.13577472868958262,0.21874551456868094,1.4,0.5477225575051661,1,2,61180.0,1589.6540504147436,58900,62700,2.6735676914046054,0.14558824960906966,2.484734291996574,2.806579625001177,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.01,5,0.5278493431186587,0.02217720432116149,0.5059232149174252,0.5650072686308938,0.532963425512935,0.02213950645175805,0.5161462979482605,0.5689206066012489,0.7672047615426857,0.04905123412214787,0.6999859313449635,0.8086121046356687,0.23427315359334072,0.0522497002308632,0.18475269794931923,0.306807859635703,0.6,0.5477225575051661,0,1,59280.0,849.7058314499195,58900,60800,2.7062615834001917,0.1443294732201704,2.5074497919995338,2.897616707981797,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.02,1,0.5267288400593406,0.020575764172475263,0.5033626617271394,0.5490104704673489,0.532028545941124,0.019189493382902257,0.5115967885816235,0.5530419268510258,0.8163804668300134,0.03953498580281254,0.7768809657495789,0.8650112549240293,0.18285693542109654,0.03836583109066362,0.1357986326911125,0.22068041533087707,1.6,0.5477225575051662,1,2,60420.0,849.7058314499205,58900,60800,2.681096933601657,0.10873082613656315,2.523063792003086,2.7743795000133105,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.02,5,0.5235944354201465,0.045777199912643805,0.4599731385021639,0.5772072559913847,0.5291775200713649,0.04156758520049244,0.47320249776984835,0.5801962533452275,0.6912490271966478,0.06737935055341278,0.6038647342995169,0.7558734834139842,0.3038331440300877,0.06509322681248556,0.23495489459452992,0.38767447985251513,1.2,0.8366600265340756,0,2,60420.0,849.7058314499205,58900,60800,2.6573440499952996,0.14299499214054096,2.4577563749917317,2.805075249983929,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.05,1,0.516386470511775,0.02742297177347561,0.4867950257205209,0.5480370402039694,0.5231079393398751,0.03079982898290748,0.4872613737734166,0.5586975914362177,0.7321713474950894,0.07017664269730166,0.6593152699012812,0.8295813170629076,0.2677851099933556,0.07171054282895055,0.1691751812591228,0.3384011300787703,1.4,1.3416407864998738,0,3,61180.0,2818.1554250963522,57000,64600,2.7671186082006898,0.12067708087905625,2.6018850420077797,2.913364291001926,,,,,,,,
adwin,RBF_I,instance,severe,confirmed,0.05,5,0.5144277416592445,0.02689355010411848,0.49001312864013236,0.5449001166687266,0.5210240856378234,0.02994505758628211,0.4855129348795718,0.5532917038358608,0.6264816996820486,0.05037634629737111,0.555485542253028,0.6759941089837997,0.37266307947073884,0.049103988374691945,0.32136105860113423,0.4393660066559724,0.8,1.3038404810405297,0,3,61940.0,1040.6728592598156,60800,62700,2.789223532797769,0.1205715257225036,2.6858205829921644,2.9338315409841016,,,,,,,,
adwin,RBF_I,instance,severe,error_rule,0.01,1,0.5115836731542907,0.032267556389563516,0.4722244762030436,0.556868464075951,0.5178162355040142,0.03195447849638634,0.48597680642283675,0.5630686886708296,0.7601400680435008,0.05548075540383803,0.6759545199326221,0.8306378211860254,0.2364119504182569,0.05474145199123052,0.16953575789498887,0.3213482608487632,8.2,0.8366600265340755,7,9,57000.0,0.0,57000,57000,2.4373095920076593,0.12226573598036873,2.3151041670062114,2.5767418750037905,,,,,,,,
