epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon
0,radar__training__instance__moderate__a0,27,d3_oof,radar,199.44,229900,51,4,0.1
0,radar__training__clean__none__aNone,27,d3_oof,radar,192.2,229900,52,4,0.1
0,radar__training__instance__severe__a0,27,d3_oof,radar,193.96,229900,53,4,0.1
0,radar__training__splice__severe__a0,27,d3_oof,radar,188.26,229900,54,4,0.1
0,radar__training__concept__moderate__a0,27,d3_oof,radar,189.58,229900,117,4,0.1
0,radar__training__concept__severe__a0,27,d3_oof,radar,192.64,229900,121,4,0.1
0,radar__training__splice__moderate__a0,27,d3_oof,radar,188.32,229900,58,4,0.1
1,radar__training__clean__none__aNone,27,d3_oof,radar,185.64,229900,142,4,0.1
1,radar__training__splice__severe__a0,27,d3_oof,radar,190.48,229900,54,4,0.1
1,radar__training__concept__severe__a0,27,d3_oof,radar,196.64,229900,108,4,0.1
1,radar__training__instance__moderate__a0,27,d3_oof,radar,201.98,229900,100,4,0.1
1,radar__training__instance__severe__a0,27,d3_oof,radar,193.22,229900,129,4,0.1
1,radar__training__concept__moderate__a0,27,d3_oof,radar,190.72,229900,99,4,0.1
1,radar__training__splice__moderate__a0,27,d3_oof,radar,186.76,229900,47,4,0.1
2,radar__training__instance__severe__a0,27,d3_oof,radar,192.5,229900,42,4,0.1
2,radar__training__splice__severe__a0,27,d3_oof,radar,183.52,229900,75,4,0.1
2,radar__training__concept__severe__a0,27,d3_oof,radar,192.48,229900,60,4,0.1
2,radar__training__concept__moderate__a0,27,d3_oof,radar,200.44,229900,57,4,0.1
2,radar__training__clean__none__aNone,27,d3_oof,radar,198.74,229900,27,4,0.1
2,radar__training__splice__moderate__a0,27,d3_oof,radar,188.92,229900,50,4,0.1
2,radar__training__instance__moderate__a0,27,d3_oof,radar,200.88,229900,104,4,0.1
3,radar__training__concept__moderate__a0,27,d3_oof,radar,195.34,229900,29,4,0.1
3,radar__training__clean__none__aNone,27,d3_oof,radar,187.68,229900,140,4,0.1
3,radar__training__instance__moderate__a0,27,d3_oof,radar,197.28,229900,48,4,0.1
3,radar__training__instance__severe__a0,27,d3_oof,radar,193.16,229900,142,4,0.1
3,radar__training__splice__severe__a0,27,d3_oof,radar,184.96,229900,76,4,0.1
3,radar__training__splice__moderate__a0,27,d3_oof,radar,186.82,229900,54,4,0.1
3,radar__training__concept__severe__a0,27,d3_oof,radar,194.84,229900,55,4,0.1
